id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/16/value
2813687581,621,1,2,73,8,80hgdmpkvdrhw1ge9nks2kxvy,1,43.2,74.5,2025-05-11T16:35:42.373Z,2025-05-11T16:35:47Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5721208153,213,2.54,5721208145,56,Back,5721208147,140,30.1,5721208151,212,16.7,5721208149,141,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813687621,622,1,2,73,13,80hgdmpkvdrhw1ge9nks2kxvy,1,44.0,87.2,2025-05-11T16:35:46.877Z,2025-05-11T16:35:50Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5721208423,56,Back,5721208431,141,75.9,5721208427,140,38.3,5721208435,213,4.05,5721208433,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813687667,623,1,2,73,16,80hgdmpkvdrhw1ge9nks2kxvy,1,51.5,76.9,2025-05-11T16:35:50.205Z,2025-05-11T16:35:53Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5721208657,56,Back,5721208659,140,45.3,5721208661,141,49.9,5721208663,212,19.5,5721208665,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813687721,624,1,2,73,19,80hgdmpkvdrhw1ge9nks2kxvy,1,47.9,42.8,2025-05-11T16:35:52.805Z,2025-05-11T16:35:56Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5721208973,141,18.9,5721208969,56,Right,5721208975,212,19.6,5721208977,213,5.31,5721208971,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813687767,625,1,2,73,22,80hgdmpkvdrhw1ge9nks2kxvy,1,58.2,15.5,2025-05-11T16:35:56.493Z,2025-05-11T16:35:59Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5721209235,140,37.4,5721209237,141,29.8,5721209239,212,23.9,5721209233,56,Back,5721209241,213,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813687797,626,1,2,73,25,80hgdmpkvdrhw1ge9nks2kxvy,1,38.2,30.1,2025-05-11T16:35:58.885Z,2025-05-11T16:36:00Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5721209433,141,13.7,5721209435,212,21.0,5721209439,213,5.72,5721209431,140,55.1,5721209429,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813687811,627,1,2,73,26,80hgdmpkvdrhw1ge9nks2kxvy,1,52.9,14.4,2025-05-11T16:36:00.501Z,2025-05-11T16:36:02Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5721209571,141,31.3,5721209569,140,33.8,5721209567,56,Back,5721209575,213,2.62,5721209573,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813687841,628,1,2,73,28,80hgdmpkvdrhw1ge9nks2kxvy,1,34.4,31.3,2025-05-11T16:36:02.349Z,2025-05-11T16:36:03Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5721209727,212,10.4,5721209725,141,18.0,5721209723,140,39.2,5721209729,213,5.22,5721209721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813687903,629,1,2,73,30,80hgdmpkvdrhw1ge9nks2kxvy,1,36.8,17.7,2025-05-11T16:36:03.773Z,2025-05-11T16:36:07Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5721210049,213,0.98,5721210047,212,16.6,5721210045,141,38.0,5721210041,56,Back,5721210043,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813687963,630,1,2,73,33,80hgdmpkvdrhw1ge9nks2kxvy,1,45.5,34.8,2025-05-11T16:36:07.277Z,2025-05-11T16:36:10Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5721210403,56,Back,5721210411,141,48.2,5721210415,212,26.3,5721210417,213,2.79,5721210407,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813687975,631,1,2,73,37,80hgdmpkvdrhw1ge9nks2kxvy,1,22.7,47.9,2025-05-11T16:36:10.525Z,2025-05-11T16:36:11Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5721210483,213,0.37,5721210481,212,15.2,5721210479,141,56.0,5721210477,140,36.2,5721210475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813687987,632,1,2,73,38,80hgdmpkvdrhw1ge9nks2kxvy,1,36.2,56.0,2025-05-11T16:36:11.597Z,2025-05-11T16:36:13Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5721210573,213,3.08,5721210567,140,14.8,5721210565,56,Back,5721210571,212,22.5,5721210569,141,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813688167,633,1,2,73,39,80hgdmpkvdrhw1ge9nks2kxvy,1,15.2,57.5,2025-05-11T16:36:12.870Z,2025-05-11T16:36:22Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5721211637,213,0.77,5721211629,141,81.1,5721211631,212,23.0,5721211625,56,Back,5721211627,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813688199,634,1,2,73,48,80hgdmpkvdrhw1ge9nks2kxvy,0,53.4,91.8,2025-05-11T16:36:21.925Z,2025-05-11T16:36:24Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5721211851,212,50.9,5721211843,155,,5721211849,141,55.8,5721211847,140,95.9,5721211845,56,Center,5721211855,1,,5721211853,213,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813688375,686,1,2,74,0,4q0b35m26thti4c2on9a3npk0,1,10.2,42.4,2025-05-11T16:36:33.782Z,2025-05-11T16:36:39Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5721212943,287,,5721212887,140,20.8,5721212881,123,,5721212891,141,87.8,5721212883,56,Back,5721212897,213,1.22,5721212895,212,32.8,5721213373,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813688463,687,1,2,74,5,4q0b35m26thti4c2on9a3npk0,0,26.7,85.9,2025-05-11T16:36:39.093Z,2025-05-11T16:36:39Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5721213427,213,5.72,5721213425,212,9.4,5721213421,141,78.5,5721213413,56,Back,5721213417,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813688473,635,61,2,74,6,80hgdmpkvdrhw1ge9nks2kxvy,1,60.3,19.5,2025-05-11T16:36:40.085Z,2025-05-11T16:36:40Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5721213485,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813688537,637,1,2,74,8,80hgdmpkvdrhw1ge9nks2kxvy,1,54.2,15.8,2025-05-11T16:36:41.973Z,2025-05-11T16:36:43Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5721213787,141,34.9,5721213791,213,1.36,5721213785,140,56.9,5721213783,56,Center,5721213789,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813688569,638,1,2,74,9,80hgdmpkvdrhw1ge9nks2kxvy,1,56.9,34.9,2025-05-11T16:36:43.382Z,2025-05-11T16:36:45Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5721213931,56,Center,5721213939,213,0.60,5721213933,140,69.7,5721213935,141,48.5,5721213937,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813688621,639,1,2,74,12,80hgdmpkvdrhw1ge9nks2kxvy,1,69.7,48.5,2025-05-11T16:36:45.662Z,2025-05-11T16:36:48Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5721214243,213,5.66,5721214241,212,18.8,5721214239,141,32.4,5721214237,140,84.3,5721214235,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813688631,640,61,2,74,14,80hgdmpkvdrhw1ge9nks2kxvy,1,84.3,32.4,2025-05-11T16:36:48.021Z,2025-05-11T16:36:48Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5721214307,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813688719,641,1,2,74,17,80hgdmpkvdrhw1ge9nks2kxvy,1,87.2,8.5,2025-05-11T16:36:51.430Z,2025-05-11T16:36:54Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5721214885,140,68.6,5721214887,141,18.8,5721214891,213,2.80,5721214889,212,20.7,5721214883,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813688739,642,1,2,74,20,80hgdmpkvdrhw1ge9nks2kxvy,1,68.6,18.8,2025-05-11T16:36:53.893Z,2025-05-11T16:36:55Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5721215001,56,Right,5721215009,213,5.77,5721215003,140,78.3,5721215005,141,10.4,5721215007,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813688763,643,1,2,74,21,80hgdmpkvdrhw1ge9nks2kxvy,1,79.5,9.1,2025-05-11T16:36:55.054Z,2025-05-11T16:36:57Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5721215139,140,63.4,5721215141,141,15.8,5721215137,56,Right,5721215145,212,17.5,5721215147,213,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813688857,644,1,2,74,23,80hgdmpkvdrhw1ge9nks2kxvy,1,65.3,13.4,2025-05-11T16:36:57.078Z,2025-05-11T16:37:04Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5721215713,141,10.7,5721215711,140,78.9,5721215709,56,Right,5721215717,213,6.16,5721215715,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813688871,645,1,2,74,30,80hgdmpkvdrhw1ge9nks2kxvy,0,67.2,23.4,2025-05-11T16:37:04.117Z,2025-05-11T16:37:05Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5721215773,140,89.0,5721215769,155,,5721215767,2,,5721215775,141,60.6,5721215777,212,34.1,5721215779,213,0.84,5721215771,56,Center,5721215781,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813688893,688,12,2,74,32,4q0b35m26thti4c2on9a3npk0,1,11.1,46.1,2025-05-11T16:37:06.317Z,2025-05-11T16:37:08Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5721215923,141,52.2,5721215919,56,Back,5721215927,213,0.20,5721215925,212,21.4,5721215945,15,,5721215921,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813688967,689,1,2,74,34,4q0b35m26thti4c2on9a3npk0,1,31.1,52.2,2025-05-11T16:37:08.205Z,2025-05-11T16:37:11Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5721216371,3,,5721216381,212,12.6,5721216375,140,21.4,5721216385,213,2.52,5721216377,141,63.0,5721216373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813689017,690,1,2,74,37,4q0b35m26thti4c2on9a3npk0,1,21.4,63.0,2025-05-11T16:37:11.446Z,2025-05-11T16:37:53Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5721216731,157,,5721216743,1,,5721216741,213,5.98,5721216733,56,Center,5721216739,212,52.8,5721216737,141,40.0,5721216735,140,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813689021,691,61,2,74,40,4q0b35m26thti4c2on9a3npk0,0,69.4,40.0,2025-05-11T16:37:14.270Z,2025-05-11T16:37:53Z,biibwjyc33yv901fetordsv84,N. Semmen,,,5721216759,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813689143,646,1,2,74,41,80hgdmpkvdrhw1ge9nks2kxvy,1,28.9,64.2,2025-05-11T16:37:14.958Z,2025-05-11T16:37:22Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5721217473,140,3.3,5721217471,56,Back,5721217475,141,52.2,5721217477,212,28.1,5721217479,213,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813689175,647,1,2,74,48,80hgdmpkvdrhw1ge9nks2kxvy,1,8.4,60.3,2025-05-11T16:37:21.974Z,2025-05-11T16:37:25Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5721217701,213,6.05,5721217697,141,54.5,5721217695,140,24.5,5721217693,56,Back,5721217699,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813689251,648,1,2,74,51,80hgdmpkvdrhw1ge9nks2kxvy,1,23.1,54.6,2025-05-11T16:37:25.118Z,2025-05-11T16:37:28Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5721218159,212,12.8,5721218161,213,0.93,5721218155,141,69.6,5721218147,56,Back,5721218151,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813689337,649,1,2,74,54,80hgdmpkvdrhw1ge9nks2kxvy,1,33.7,68.5,2025-05-11T16:37:28.430Z,2025-05-11T16:37:33Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5721218663,213,4.61,5721218657,140,32.3,5721218655,56,Back,5721218661,212,14.5,5721218659,141,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813689395,650,1,2,75,0,80hgdmpkvdrhw1ge9nks2kxvy,1,48.6,40.4,2025-05-11T16:37:33.582Z,2025-05-11T16:37:37Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5721219045,140,57.0,5721219049,141,23.6,5721219041,56,Center,5721219053,212,14.4,5721219057,213,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813689441,651,1,2,75,4,80hgdmpkvdrhw1ge9nks2kxvy,1,54.4,20.6,2025-05-11T16:37:37.750Z,2025-05-11T16:37:40Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5721219285,141,36.0,5721219287,212,23.3,5721219289,213,2.67,5721219281,56,Back,5721219283,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813689475,652,1,2,75,7,80hgdmpkvdrhw1ge9nks2kxvy,1,29.7,31.3,2025-05-11T16:37:40.599Z,2025-05-11T16:37:43Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5721219489,56,Back,5721219493,141,49.4,5721219491,140,20.8,5721219495,212,15.5,5721219497,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813689639,653,1,2,75,9,80hgdmpkvdrhw1ge9nks2kxvy,1,20.7,55.8,2025-05-11T16:37:43.142Z,2025-05-11T16:37:52Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5721220413,141,53.0,5721220419,213,6.13,5721220409,56,Back,5721220415,212,12.8,5721220411,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813689673,654,1,2,75,18,80hgdmpkvdrhw1ge9nks2kxvy,1,51.9,58.8,2025-05-11T16:37:52.070Z,2025-05-11T16:37:54Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5721220593,56,Center,5721220601,213,5.06,5721220599,212,7.4,5721220597,141,48.5,5721220595,140,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813689683,655,1,2,75,20,80hgdmpkvdrhw1ge9nks2kxvy,1,55.7,47.6,2025-05-11T16:37:53.766Z,2025-05-11T16:37:54Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5721220655,213,1.81,5721220653,212,12.3,5721220651,141,65.2,5721220649,140,52.9,5721220647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813689701,656,1,2,75,21,80hgdmpkvdrhw1ge9nks2kxvy,1,52.9,65.2,2025-05-11T16:37:54.526Z,2025-05-11T16:37:56Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5721220723,56,Center,5721220729,212,12.8,5721220731,213,4.94,5721220725,140,55.6,5721220727,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813689753,657,1,2,75,22,80hgdmpkvdrhw1ge9nks2kxvy,1,55.6,46.9,2025-05-11T16:37:55.782Z,2025-05-11T16:37:58Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5721220967,141,65.5,5721220959,56,Center,5721220963,140,51.8,5721220971,212,13.3,5721220975,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813689899,658,1,2,75,24,80hgdmpkvdrhw1ge9nks2kxvy,1,52.7,67.3,2025-05-11T16:37:57.845Z,2025-05-11T16:38:05Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5721221767,56,Center,5721221769,140,56.7,5721221771,141,48.1,5721221773,212,13.7,5721221775,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813689943,659,1,2,75,31,80hgdmpkvdrhw1ge9nks2kxvy,1,61.3,38.8,2025-05-11T16:38:05.494Z,2025-05-11T16:38:08Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5721222055,213,5.33,5721222053,212,21.3,5721222051,141,13.4,5721222049,140,73.1,5721222047,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690011,660,1,2,75,34,80hgdmpkvdrhw1ge9nks2kxvy,1,68.7,13.2,2025-05-11T16:38:08.142Z,2025-05-11T16:38:11Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5721222425,140,86.9,5721222427,141,6.5,5721222429,212,19.6,5721222431,213,6.05,5721222421,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690037,661,1,2,75,37,80hgdmpkvdrhw1ge9nks2kxvy,1,84.0,6.5,2025-05-11T16:38:11.430Z,2025-05-11T16:38:13Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5721222583,213,2.74,5721222579,141,15.0,5721222575,56,Right,5721222577,140,71.2,5721222581,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690047,662,1,2,75,39,80hgdmpkvdrhw1ge9nks2kxvy,1,72.9,10.6,2025-05-11T16:38:13.134Z,2025-05-11T16:38:14Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5721222673,213,1.70,5721222671,212,15.0,5721222669,141,32.5,5721222667,140,71.1,5721222665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690053,663,1,2,75,41,80hgdmpkvdrhw1ge9nks2kxvy,0,70.0,33.0,2025-05-11T16:38:14.678Z,2025-05-11T16:38:15Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5721222717,213,5.78,5721222709,140,83.4,5721222715,212,16.1,5721222707,56,Center,5721222713,141,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690059,692,61,2,75,42,4q0b35m26thti4c2on9a3npk0,1,26.8,75.0,2025-05-11T16:38:15.671Z,2025-05-11T16:38:15Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5721222733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690093,664,1,2,75,43,80hgdmpkvdrhw1ge9nks2kxvy,0,70.8,23.0,2025-05-11T16:38:17.165Z,2025-05-11T16:38:17Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5721222953,213,0.87,5721222945,56,Center,5721222947,140,73.0,5721222949,141,27.0,5721222951,212,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690095,693,1,2,75,43,4q0b35m26thti4c2on9a3npk0,0,22.2,96.8,2025-05-11T16:38:17.167Z,2025-05-11T16:38:18Z,3iolpwrv18gtlyse7ih3nt91w,B. Kristensen,,,5721222955,3,,5721222957,56,Back,5721222959,140,28.8,5721222961,141,83.0,5721222963,212,11.7,5721222965,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690135,694,1,2,75,45,4q0b35m26thti4c2on9a3npk0,0,18.3,74.2,2025-05-11T16:38:19.448Z,2025-05-11T16:38:20Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5721223211,212,30.3,5721223205,56,Back,5721223207,140,46.9,5721223209,141,80.0,5721223215,1,,5721223213,213,0.13,5721223203,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690173,665,1,2,75,46,80hgdmpkvdrhw1ge9nks2kxvy,1,46.8,37.7,2025-05-11T16:38:20.190Z,2025-05-11T16:38:22Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5721223413,140,58.0,5721223415,141,32.1,5721223417,212,12.4,5721223409,3,,5721223419,213,5.97,5721223411,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690195,666,1,2,75,48,80hgdmpkvdrhw1ge9nks2kxvy,1,58.3,32.1,2025-05-11T16:38:21.990Z,2025-05-11T16:38:23Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5721223517,141,24.1,5721223515,140,64.1,5721223521,213,5.55,5721223513,56,Center,5721223519,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690203,667,1,2,75,49,80hgdmpkvdrhw1ge9nks2kxvy,0,64.1,24.1,2025-05-11T16:38:22.862Z,2025-05-11T16:38:23Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5721223575,212,8.2,5721223577,213,1.90,5721223573,141,35.5,5721223569,56,Center,5721223571,140,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690227,695,50,2,75,51,4q0b35m26thti4c2on9a3npk0,1,33.8,67.6,2025-05-11T16:38:25.487Z,2025-05-11T17:13:42Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5721223711,56,Back,5721224051,233,668,5721224055,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690267,668,7,2,75,51,80hgdmpkvdrhw1ge9nks2kxvy,1,66.2,32.4,2025-05-11T16:38:25.488Z,2025-05-11T17:13:42Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5721223933,285,,5721223991,233,695,5721223931,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813691859,694,61,2,75,52,80hgdmpkvdrhw1ge9nks2kxvy,1,74.5,25.8,2025-05-11T16:38:26.360Z,2025-05-11T16:47:00Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5721272617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690325,669,1,2,75,53,80hgdmpkvdrhw1ge9nks2kxvy,1,62.5,33.1,2025-05-11T16:38:27.382Z,2025-05-11T16:47:08Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5721224305,213,4.01,5721224303,212,16.3,5721224301,141,14.7,5721224297,56,Right,5721224299,140,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690347,670,4,2,75,57,80hgdmpkvdrhw1ge9nks2kxvy,1,63.0,9.8,2025-05-11T16:38:30.902Z,2025-05-11T16:38:37Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5721224787,233,696,5721224733,13,,5721224737,152,,5721224735,56,Right,5721224741,286,,5721224739,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690363,696,4,2,75,57,4q0b35m26thti4c2on9a3npk0,0,37.0,90.2,2025-05-11T16:38:30.903Z,2025-05-11T16:38:36Z,3iolpwrv18gtlyse7ih3nt91w,B. Kristensen,,,5721224587,152,,5721224585,56,Back,5721224589,265,,5721224583,13,,5721224841,233,670,5721224593,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690485,671,1,2,76,1,80hgdmpkvdrhw1ge9nks2kxvy,1,59.6,10.7,2025-05-11T16:38:35.366Z,2025-05-11T16:38:37Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5721225203,56,Center,5721225211,213,1.82,5721225199,5,,5721225201,152,,5721225209,212,11.0,5721225205,140,57.0,5721225207,141,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690553,672,1,2,76,3,80hgdmpkvdrhw1ge9nks2kxvy,1,60.9,26.1,2025-05-11T16:38:36.838Z,2025-05-11T16:38:42Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5721225655,213,2.44,5721225653,212,26.9,5721225649,140,41.3,5721225651,141,51.6,5721225647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690589,673,1,2,76,8,80hgdmpkvdrhw1ge9nks2kxvy,1,52.3,57.9,2025-05-11T16:38:42.054Z,2025-05-11T16:38:44Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5721225857,56,Center,5721225859,140,53.0,5721225861,141,41.5,5721225863,212,11.2,5721225865,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690629,674,1,2,76,10,80hgdmpkvdrhw1ge9nks2kxvy,1,51.5,38.9,2025-05-11T16:38:44.270Z,2025-05-11T16:38:46Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5721226111,213,6.17,5721226103,56,Center,5721226109,212,12.7,5721226105,140,63.5,5721226107,141,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813690687,675,1,2,76,12,80hgdmpkvdrhw1ge9nks2kxvy,1,61.5,37.9,2025-05-11T16:38:45.870Z,2025-05-11T16:38:49Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5721226481,141,14.6,5721226477,56,Right,5721226479,140,69.9,5721226489,213,5.22,5721226483,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
