id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2818274383,547,61,2,68,19,e5txudmuc2qpc460bs4lb5aff,0,25.1,98.4,2025-05-24T15:28:39.859Z,2025-05-24T15:28:49Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5746663331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274419,548,5,2,68,20,e5txudmuc2qpc460bs4lb5aff,0,28.5,101.5,2025-05-24T15:28:41.435Z,2025-05-24T16:05:15Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5746664229,233,673,5746663513,56,Back,5746663515,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274531,673,5,2,68,20,eujf9nqky8c5jnahb2f76m86o,1,71.5,-1.5,2025-05-24T15:28:41.435Z,2025-05-24T16:05:15Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5746664173,347,,5746664171,56,Right,5746664209,233,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274561,674,1,2,68,32,eujf9nqky8c5jnahb2f76m86o,1,67.8,0.0,2025-05-24T15:28:53.435Z,2025-05-24T15:28:55Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5746664295,212,7.3,5746664293,141,7.7,5746664291,140,63.6,5746664297,213,2.22,5746664289,56,Right,5746664287,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274585,675,1,2,68,34,eujf9nqky8c5jnahb2f76m86o,1,63.6,7.7,2025-05-24T15:28:55.371Z,2025-05-24T15:28:57Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5746664419,213,5.47,5746664415,141,2.8,5746664417,212,4.6,5746664413,140,66.6,5746664411,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274601,676,1,2,68,36,eujf9nqky8c5jnahb2f76m86o,0,66.6,2.8,2025-05-24T15:28:57.371Z,2025-05-24T15:28:59Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5746664571,236,,5746664573,233,549,5746664507,213,0.15,5746664579,286,,5746664505,212,3.3,5746664503,141,3.5,5746664501,140,69.7,5746664499,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274607,549,74,2,68,36,e5txudmuc2qpc460bs4lb5aff,1,26.8,95.3,2025-05-24T15:28:57.372Z,2025-05-24T16:05:00Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5746664535,56,Back,5746664537,285,,5746664587,233,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274639,677,1,2,68,38,eujf9nqky8c5jnahb2f76m86o,0,66.3,4.7,2025-05-24T15:28:59.516Z,2025-05-24T15:29:01Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5746664723,141,25.7,5746664725,212,20.8,5746664721,140,80.7,5746664727,213,0.76,5746664717,155,,5746664719,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274675,550,12,2,68,40,e5txudmuc2qpc460bs4lb5aff,1,18.9,69.0,2025-05-24T15:29:01.514Z,2025-05-24T16:09:01Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5746664901,213,0.92,5746664893,56,Back,5746664897,141,77.8,5746664895,140,23.2,5746664899,212,7.5,5746863061,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274699,551,44,2,68,43,e5txudmuc2qpc460bs4lb5aff,1,22.6,77.3,2025-05-24T15:29:03.753Z,2025-05-24T16:09:05Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5746664991,56,Back,5746664993,285,,5746665021,233,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274695,678,44,2,68,43,eujf9nqky8c5jnahb2f76m86o,0,77.4,22.7,2025-05-24T15:29:03.754Z,2025-05-24T15:50:41Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5746665043,233,551,5746664969,286,,5746664967,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274733,552,12,2,68,44,e5txudmuc2qpc460bs4lb5aff,1,21.9,79.6,2025-05-24T15:29:04.985Z,2025-05-24T16:05:03Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5746838277,15,,5746665207,56,Back,5746665209,140,27.2,5746665211,141,79.6,5746665215,213,0.00,5746665213,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274729,679,1,2,68,46,eujf9nqky8c5jnahb2f76m86o,0,80.2,31.5,2025-05-24T15:29:07.387Z,2025-05-24T15:50:47Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5746665179,56,Center,5746665177,168,,5746665187,213,3.31,5746665181,140,75.5,5746665175,3,,5746665183,141,30.3,5746665185,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274735,553,44,2,68,46,e5txudmuc2qpc460bs4lb5aff,1,20.1,68.8,2025-05-24T15:29:07.609Z,2025-05-24T15:29:24Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5746665307,233,680,5746665235,56,Back,5746665237,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274745,680,44,2,68,46,eujf9nqky8c5jnahb2f76m86o,0,79.9,31.2,2025-05-24T15:29:07.610Z,2025-05-24T16:09:40Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5746665277,286,,5746665275,56,Center,5746665317,233,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274777,554,12,2,68,47,e5txudmuc2qpc460bs4lb5aff,1,20.7,70.8,2025-05-24T15:29:07.897Z,2025-05-24T16:17:02Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5746665503,213,0.67,5746665497,140,25.9,5746665501,212,7.0,5746665499,141,77.2,5746910483,15,,5746665495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274803,681,1,2,68,48,eujf9nqky8c5jnahb2f76m86o,1,70.1,9.4,2025-05-24T15:29:09.435Z,2025-05-24T15:29:13Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5746665639,141,27.9,5746665637,140,80.8,5746665633,3,,5746665641,212,16.9,5746665635,56,Center,5746665643,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274815,682,1,2,68,52,eujf9nqky8c5jnahb2f76m86o,1,80.8,27.9,2025-05-24T15:29:12.683Z,2025-05-24T15:29:14Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5746665725,3,,5746665731,141,26.2,5746665735,213,6.07,5746665733,212,5.4,5746665727,56,Center,5746665729,140,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274833,683,2,2,68,53,eujf9nqky8c5jnahb2f76m86o,1,85.2,23.6,2025-05-24T15:29:14.363Z,2025-05-24T15:29:17Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5746665927,56,Center,5746665925,7,6yyum3rgz21z8aln67irm508a,5746665847,141,23.6,5746665845,140,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818274873,555,43,2,68,56,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-05-24T15:29:17.242Z,2025-05-24T16:16:55Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5746666073,140,17.4,5746666069,56,Back,5746666085,212,2.1,5746909919,144,1,5746666063,3,0,5746666079,141,71.8,5746666087,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275187,557,43,2,69,17,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-05-24T15:29:37.706Z,2025-05-24T16:16:53Z,4s8lwbyh90phbponlzsdlj0iy,B. Skaret,,,5746667765,56,Back,5746667769,141,71.8,5746667767,140,16.4,5746667773,213,5.34,5746865469,152,0,5746865467,5,0,5746667771,212,1.3,5746909727,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275223,558,1,2,69,25,e5txudmuc2qpc460bs4lb5aff,0,16.2,71.4,2025-05-24T15:29:46.105Z,2025-05-24T16:16:57Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5746667977,212,50.9,5746667979,213,0.12,5746910147,152,,5746667971,56,Left,5746667975,141,80.6,5746667981,1,,5746667973,140,64.3,5746667969,157,,5746910145,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275277,684,44,2,69,30,eujf9nqky8c5jnahb2f76m86o,1,37.1,13.7,2025-05-24T15:29:51.611Z,2025-05-24T15:29:56Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5746668311,285,,5746668439,233,559,5746668309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275295,559,44,2,69,30,e5txudmuc2qpc460bs4lb5aff,0,63.0,84.8,2025-05-24T15:29:51.612Z,2025-05-24T15:29:55Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5746668421,56,Left,5746668447,233,684,5746668423,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275307,685,1,2,69,32,eujf9nqky8c5jnahb2f76m86o,0,37.4,10.7,2025-05-24T15:29:52.827Z,2025-05-24T15:29:55Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5746668501,213,4.78,5746668497,141,0.0,5746668499,212,8.3,5746668495,140,37.9,5746668493,56,Back,5746668491,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275323,560,5,2,69,33,e5txudmuc2qpc460bs4lb5aff,1,62.6,101.4,2025-05-24T15:29:54.338Z,2025-05-24T16:05:15Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5746668583,347,,5746668581,56,Left,5746668597,233,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275313,686,5,2,69,33,eujf9nqky8c5jnahb2f76m86o,0,37.4,-1.4,2025-05-24T15:29:54.338Z,2025-05-24T16:05:15Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5746668527,347,,5746668523,56,Back,5746668661,233,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275405,561,1,2,69,36,e5txudmuc2qpc460bs4lb5aff,1,64.6,100.0,2025-05-24T15:29:57.385Z,2025-05-24T15:30:03Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5746669083,212,34.4,5746669085,213,6.06,5746669081,141,88.7,5746669075,107,,5746669087,1,,5746669079,140,96.5,5746669077,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275411,562,50,2,69,41,e5txudmuc2qpc460bs4lb5aff,1,95.9,94.3,2025-05-24T15:30:02.346Z,2025-05-24T15:50:36Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,,5746669107,56,Left,5746669109,286,,5746669183,233,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275399,687,7,2,69,41,eujf9nqky8c5jnahb2f76m86o,0,4.1,5.7,2025-05-24T15:30:02.347Z,2025-05-24T15:50:36Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5746669131,233,562,5746669061,285,,5746669059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275427,563,61,2,69,42,e5txudmuc2qpc460bs4lb5aff,1,96.3,95.9,2025-05-24T15:30:02.721Z,2025-05-24T15:30:06Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,,5746669191,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275465,689,1,2,69,45,eujf9nqky8c5jnahb2f76m86o,0,7.4,5.7,2025-05-24T15:30:05.773Z,2025-05-24T15:30:08Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5746669429,1,,5746669427,213,0.09,5746669417,155,,5746669419,56,Back,5746669423,141,11.1,5746669425,212,41.0,5746669421,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275477,564,44,2,69,46,e5txudmuc2qpc460bs4lb5aff,1,53.7,88.6,2025-05-24T15:30:07.640Z,2025-05-24T15:50:42Z,4s8lwbyh90phbponlzsdlj0iy,B. Skaret,,,5746669475,56,Left,5746669477,286,,5746669519,233,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275475,690,44,2,69,46,eujf9nqky8c5jnahb2f76m86o,0,46.3,11.4,2025-05-24T15:30:07.641Z,2025-05-24T15:50:42Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5746669563,233,564,5746669469,56,Back,5746669471,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275483,565,1,2,69,47,e5txudmuc2qpc460bs4lb5aff,0,53.4,88.1,2025-05-24T15:30:08.169Z,2025-05-24T15:30:09Z,4s8lwbyh90phbponlzsdlj0iy,B. Skaret,,,5746669505,213,0.67,5746669503,212,14.1,5746669499,140,63.9,5746669497,56,Left,5746669501,141,100.0,5746669495,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275485,566,5,2,69,48,e5txudmuc2qpc460bs4lb5aff,0,64.4,101.0,2025-05-24T15:30:08.830Z,2025-05-24T16:05:16Z,4s8lwbyh90phbponlzsdlj0iy,B. Skaret,,,5746669509,347,,5746669507,56,Left,5746669837,233,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275527,691,5,2,69,48,eujf9nqky8c5jnahb2f76m86o,1,35.6,-1.0,2025-05-24T15:30:08.830Z,2025-05-24T16:05:16Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5746669789,347,,5746669787,56,Back,5746669825,233,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275707,692,1,2,70,2,eujf9nqky8c5jnahb2f76m86o,1,40.1,0.0,2025-05-24T15:30:23.675Z,2025-05-24T15:30:27Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5746670771,140,70.5,5746670773,141,14.0,5746670775,212,33.4,5746670767,107,,5746670769,56,Right,5746670777,213,0.30,5746670779,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275733,693,61,2,70,6,eujf9nqky8c5jnahb2f76m86o,1,70.4,14.0,2025-05-24T15:30:26.999Z,2025-05-24T15:59:17Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5746670861,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275761,694,61,2,70,6,eujf9nqky8c5jnahb2f76m86o,0,70.4,14.0,2025-05-24T15:30:27.635Z,2025-05-24T15:59:27Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5746670959,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275741,568,1,2,70,8,e5txudmuc2qpc460bs4lb5aff,0,26.3,68.4,2025-05-24T15:30:29.017Z,2025-05-24T15:30:29Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5746670895,56,Back,5746670893,157,,5746670903,213,0.00,5746670905,1,,5746670901,212,4.3,5746670899,141,68.4,5746670897,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275781,569,1,2,70,10,e5txudmuc2qpc460bs4lb5aff,0,36.9,81.8,2025-05-24T15:30:31.034Z,2025-05-24T15:30:31Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5746671055,212,18.5,5746671053,141,81.2,5746671051,140,54.5,5746671057,213,6.26,5746671059,1,,5746671049,56,Left,5746671047,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275785,695,61,2,70,11,eujf9nqky8c5jnahb2f76m86o,1,68.4,22.7,2025-05-24T15:30:31.835Z,2025-05-24T15:30:32Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5746671071,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818275963,696,1,2,70,13,eujf9nqky8c5jnahb2f76m86o,1,33.7,6.3,2025-05-24T15:30:33.852Z,2025-05-24T15:30:51Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5746672029,140,72.1,5746672027,56,Center,5746672037,1,,5746672025,157,,5746672031,141,58.4,5746672033,212,53.7,5746672035,213,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818302119,861,61,2,70,15,eujf9nqky8c5jnahb2f76m86o,0,72.4,52.4,2025-05-24T15:30:35.676Z,2025-05-24T16:01:39Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5746819121,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818276065,571,1,2,70,36,e5txudmuc2qpc460bs4lb5aff,0,14.4,46.9,2025-05-24T15:30:57.657Z,2025-05-24T15:31:00Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5746672621,140,73.5,5746672623,141,48.5,5746672625,212,62.1,5746672619,56,Center,5746672617,199,,5746672627,213,0.02,5746672629,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818276113,697,1,2,70,40,eujf9nqky8c5jnahb2f76m86o,0,25.2,52.1,2025-05-24T15:31:01.467Z,2025-05-24T15:31:04Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5746672883,141,94.3,5746672885,212,32.1,5746672881,140,38.9,5746672889,1,,5746672887,213,1.11,5746672879,56,Back,5746672877,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818276139,572,1,2,70,44,e5txudmuc2qpc460bs4lb5aff,0,58.7,2.9,2025-05-24T15:31:05.640Z,2025-05-24T15:31:06Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5746673017,140,56.8,5746673019,141,3.8,5746673027,233,698,5746673015,56,Right,5746673031,286,,5746673025,236,,5746673023,213,2.84,5746673021,212,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818276131,698,74,2,70,44,eujf9nqky8c5jnahb2f76m86o,1,39.3,97.6,2025-05-24T15:31:05.641Z,2025-05-24T15:31:07Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5746672983,56,Back,5746672985,285,,5746673067,233,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818276185,573,1,2,70,48,e5txudmuc2qpc460bs4lb5aff,1,45.5,5.2,2025-05-24T15:31:08.737Z,2025-05-24T15:31:11Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5746673309,56,Back,5746673317,213,2.95,5746673313,141,8.8,5746673315,212,12.8,5746673311,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818276179,699,43,2,70,49,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-05-24T15:31:09.915Z,2025-05-24T15:31:27Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5746673287,213,6.27,5746674473,144,1,5746673279,56,Left,5746673285,212,12.9,5746673283,141,96.2,5746673281,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818276209,574,1,2,70,50,e5txudmuc2qpc460bs4lb5aff,1,27.0,5.2,2025-05-24T15:31:11.112Z,2025-05-24T15:31:13Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5746673441,141,2.8,5746673445,213,6.10,5746673443,212,8.9,5746673437,56,Back,5746673439,140,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818276221,575,1,2,70,52,e5txudmuc2qpc460bs4lb5aff,1,34.6,4.7,2025-05-24T15:31:13.192Z,2025-05-24T15:31:14Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5746673509,56,Back,5746673517,213,3.25,5746673513,141,3.5,5746673515,212,7.7,5746673511,140,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818276235,576,1,2,70,53,e5txudmuc2qpc460bs4lb5aff,0,27.3,3.5,2025-05-24T15:31:14.185Z,2025-05-24T15:31:15Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5746673603,212,12.0,5746673605,213,0.05,5746673601,141,4.4,5746673599,140,38.7,5746673597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818276293,701,1,2,70,55,eujf9nqky8c5jnahb2f76m86o,0,63.3,94.8,2025-05-24T15:31:15.931Z,2025-05-24T15:31:19Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5746673911,56,Center,5746673919,213,5.91,5746673917,212,40.1,5746673915,141,73.4,5746673913,140,98.9,5746673921,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818276469,578,1,2,71,6,e5txudmuc2qpc460bs4lb5aff,1,14.6,43.4,2025-05-24T15:31:27.064Z,2025-05-24T15:31:33Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5746674799,212,20.4,5746674797,141,71.1,5746674801,213,1.17,5746674793,140,22.1,5746674791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818276493,579,1,2,71,12,e5txudmuc2qpc460bs4lb5aff,1,30.1,70.3,2025-05-24T15:31:33.448Z,2025-05-24T15:31:36Z,4s8lwbyh90phbponlzsdlj0iy,B. Skaret,,,5746674955,141,48.2,5746674953,140,30.2,5746674951,56,Back,5746674961,213,4.72,5746674957,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818276547,580,1,2,71,15,e5txudmuc2qpc460bs4lb5aff,1,33.6,44.2,2025-05-24T15:31:35.960Z,2025-05-24T15:31:40Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5746675261,140,44.2,5746675263,141,23.7,5746675265,212,17.8,5746675259,56,Back,5746675267,213,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818276581,581,1,2,71,19,e5txudmuc2qpc460bs4lb5aff,1,38.3,24.7,2025-05-24T15:31:39.912Z,2025-05-24T15:31:48Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5746675435,141,23.7,5746675433,140,51.7,5746675431,56,Center,5746675439,213,6.23,5746675437,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818276661,582,1,2,71,22,e5txudmuc2qpc460bs4lb5aff,1,51.7,23.7,2025-05-24T15:31:42.681Z,2025-05-24T15:31:47Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5746675879,141,22.2,5746675877,140,39.4,5746675883,213,3.22,5746675881,212,13.0,5746675875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818276899,583,1,2,71,30,e5txudmuc2qpc460bs4lb5aff,1,45.4,23.3,2025-05-24T15:31:51.080Z,2025-05-24T15:32:02Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5746677119,56,Back,5746677121,140,31.7,5746677123,141,37.4,5746677127,213,2.55,5746677125,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818276955,584,1,2,71,41,e5txudmuc2qpc460bs4lb5aff,1,46.9,65.1,2025-05-24T15:32:02.665Z,2025-05-24T15:32:05Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5746677421,213,1.15,5746677417,141,95.3,5746677413,56,Left,5746677415,140,55.7,5746677419,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818277001,585,1,2,71,44,e5txudmuc2qpc460bs4lb5aff,1,54.9,96.0,2025-05-24T15:32:05.288Z,2025-05-24T15:32:08Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5746677719,212,24.1,5746677717,141,82.4,5746677713,56,Back,5746677715,140,33.7,5746677721,213,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818277081,586,1,2,71,47,e5txudmuc2qpc460bs4lb5aff,1,30.6,75.7,2025-05-24T15:32:08.376Z,2025-05-24T15:32:12Z,4s8lwbyh90phbponlzsdlj0iy,B. Skaret,,,5746678235,213,4.03,5746678229,141,49.7,5746678227,140,16.8,5746678231,212,22.9,5746678225,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818277097,587,1,2,71,51,e5txudmuc2qpc460bs4lb5aff,0,15.4,52.7,2025-05-24T15:32:12.505Z,2025-05-24T15:32:18Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5746678311,212,19.5,5746678315,213,0.95,5746678305,56,Back,5746678307,140,26.3,5746678309,141,76.0,5746678953,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818277401,706,43,2,71,52,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-05-24T15:32:12.804Z,2025-05-24T15:58:14Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5746680033,56,Center,5746680037,285,0,5746807827,144,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818277241,703,1,2,71,55,eujf9nqky8c5jnahb2f76m86o,1,69.9,22.7,2025-05-24T15:32:15.707Z,2025-05-24T15:32:19Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5746679137,212,16.8,5746679139,213,0.31,5746679131,56,Center,5746679133,140,85.1,5746679135,141,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
