id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2823881401,795,5,2,79,55,4q0b35m26thti4c2on9a3npk0,0,40.2,101.2,2025-06-22T16:39:08.164Z,2025-06-22T17:04:50Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5778089137,347,,5778089135,56,Back,5778089871,233,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823881685,608,1,2,80,35,ew0hpuiweoltpsg5f51r2w64t,1,63.1,0.0,2025-06-22T16:39:48.413Z,2025-06-22T16:53:42Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5778090909,140,63.2,5778090915,213,1.57,5778090911,141,25.2,5778090907,56,Center,5778111859,189,,5778090913,212,18.2,5778090905,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823881691,609,1,2,80,37,ew0hpuiweoltpsg5f51r2w64t,1,67.2,58.3,2025-06-22T16:39:49.762Z,2025-06-22T16:41:24Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5778092891,213,1.22,5778092883,56,Left,5778092885,140,72.2,5778092887,141,79.5,5778092889,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823881693,610,3,2,80,41,ew0hpuiweoltpsg5f51r2w64t,1,72.8,81.3,2025-06-22T16:39:53.893Z,2025-06-22T17:02:28Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5778096781,286,,5778096903,233,812,5778096779,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882679,812,45,2,80,41,4q0b35m26thti4c2on9a3npk0,0,27.2,18.7,2025-06-22T16:39:53.893Z,2025-06-22T17:02:28Z,26ro2zdtkq9ia7dzr9ellxkvd,T. Haltvik,,,5778096907,233,610,5778096737,56,Back,5778096739,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882731,638,1,2,80,42,ew0hpuiweoltpsg5f51r2w64t,1,78.9,80.1,2025-06-22T16:39:55.186Z,2025-06-22T16:48:05Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5778102259,213,4.59,5778102257,212,8.8,5778097029,56,Center,5778102253,140,77.9,5778102255,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823883877,681,1,2,80,43,ew0hpuiweoltpsg5f51r2w64t,0,77.2,68.5,2025-06-22T16:39:56.041Z,2025-06-22T16:47:55Z,4ja6as3sd53z72xqa7p8vrv9w,F. Ardraa,,,5778103707,56,Center,5778103715,213,0.43,5778103711,141,74.0,5778103709,140,85.0,5778103713,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823881683,796,61,2,80,46,4q0b35m26thti4c2on9a3npk0,1,17.7,30.0,2025-06-22T16:39:59.618Z,2025-06-22T16:44:54Z,5szykye2vk3nx7r5lhzn2ljx0,D. Schneider,,,5778090903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823881699,611,5,2,80,48,ew0hpuiweoltpsg5f51r2w64t,1,44.9,102.0,2025-06-22T16:40:00.716Z,2025-06-22T17:04:51Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5778119347,233,886,5778090981,347,,5778090979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823886699,886,5,2,80,48,4q0b35m26thti4c2on9a3npk0,0,55.1,-2.0,2025-06-22T16:40:00.716Z,2025-06-22T17:04:51Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5778119333,56,Right,5778119363,233,611,5778119335,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823881749,612,1,2,80,55,ew0hpuiweoltpsg5f51r2w64t,1,72.0,100.0,2025-06-22T16:40:07.997Z,2025-06-22T16:40:10Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5778091271,212,24.0,5778091275,1,,5778091273,213,4.07,5778091269,141,73.6,5778091267,140,58.3,5778091263,107,,5778091265,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823881759,613,1,2,80,57,ew0hpuiweoltpsg5f51r2w64t,1,58.3,72.0,2025-06-22T16:40:09.989Z,2025-06-22T16:40:13Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5778091331,213,5.21,5778091327,141,51.3,5778091325,140,65.5,5778091329,212,16.0,5778091323,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823881767,797,83,2,80,59,4q0b35m26thti4c2on9a3npk0,1,37.4,49.3,2025-06-22T16:40:12.279Z,2025-06-22T16:45:51Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5778100737,399,3vh1sx99telj2gktbljiarap5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823881763,614,61,2,81,0,ew0hpuiweoltpsg5f51r2w64t,0,59.8,51.1,2025-06-22T16:40:13.278Z,2025-06-22T16:45:46Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5778091341,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823881937,799,16,2,81,6,4q0b35m26thti4c2on9a3npk0,1,83.6,47.4,2025-06-22T16:40:19.403Z,2025-06-22T17:51:31Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,,5778093385,103,3.2,5778093389,230,96.5,5778092621,20,,5778092355,56,Center,5778100985,458,,5778168891,23,,5778092629,375,81:05.648,5778093393,300,,5778093383,102,54.2,5778093391,231,51.1,5778093387,215,5778092353,17,,,5778092625,374,2025-06-22 17:40:18.364,5778093373,76,,,,,,,,,,,,,,,,
2823882131,800,17,2,81,20,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-22T16:40:33.464Z,2025-06-22T16:43:18Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,,5778096911,189,,5778093463,31,,5778093647,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882133,615,1,2,82,13,ew0hpuiweoltpsg5f51r2w64t,1,50.2,50.1,2025-06-22T16:41:26.484Z,2025-06-22T16:41:29Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,,5778093417,141,62.1,5778093419,212,14.2,5778093423,279,G,5778093415,140,39.1,5778093421,213,2.53,5778093413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882141,616,1,2,82,16,ew0hpuiweoltpsg5f51r2w64t,1,39.1,62.1,2025-06-22T16:41:29.660Z,2025-06-22T16:41:31Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5778093479,212,13.9,5778093481,213,1.86,5778093485,189,,5778093477,141,81.7,5778093475,140,35.3,5778093473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882149,617,1,2,82,19,ew0hpuiweoltpsg5f51r2w64t,1,37.7,75.1,2025-06-22T16:41:32.612Z,2025-06-22T16:41:34Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5778093523,140,37.5,5778093525,141,49.6,5778093521,56,Back,5778093527,212,17.3,5778093529,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882153,618,1,2,82,21,ew0hpuiweoltpsg5f51r2w64t,1,38.9,51.6,2025-06-22T16:41:34.693Z,2025-06-22T16:41:36Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5778093547,140,42.4,5778093549,141,35.5,5778093551,212,11.5,5778093553,213,5.04,5778093545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882165,619,1,2,82,23,ew0hpuiweoltpsg5f51r2w64t,1,49.4,27.0,2025-06-22T16:41:36.468Z,2025-06-22T16:41:38Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5778093617,140,62.2,5778093619,141,4.9,5778093623,213,5.44,5778093615,56,Right,5778093621,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882181,620,1,2,82,25,ew0hpuiweoltpsg5f51r2w64t,1,62.3,5.0,2025-06-22T16:41:38.427Z,2025-06-22T16:41:43Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5778093713,140,56.5,5778093717,212,11.4,5778093719,213,2.13,5778093711,56,Right,5778093715,141,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882211,621,1,2,82,30,ew0hpuiweoltpsg5f51r2w64t,1,60.0,26.1,2025-06-22T16:41:43.285Z,2025-06-22T16:41:49Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5778093891,213,5.21,5778093883,56,Right,5778093885,140,67.5,5778093889,212,16.4,5778093887,141,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882233,622,1,2,82,33,ew0hpuiweoltpsg5f51r2w64t,0,63.0,3.8,2025-06-22T16:41:45.972Z,2025-06-22T16:41:59Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5778094029,213,5.77,5778094021,56,Right,5778094025,141,0.0,5778094027,212,7.5,5778094023,140,69.2,5778094019,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882239,623,5,2,82,36,ew0hpuiweoltpsg5f51r2w64t,0,68.9,-1.6,2025-06-22T16:41:49.232Z,2025-06-22T17:04:52Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5778094057,347,,5778094055,56,Right,5778094141,233,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882243,801,5,2,82,36,4q0b35m26thti4c2on9a3npk0,1,31.1,101.6,2025-06-22T16:41:49.232Z,2025-06-22T17:04:51Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,,5778094063,56,Back,5778094065,347,,5778094083,233,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882267,802,1,2,82,41,4q0b35m26thti4c2on9a3npk0,1,33.7,100.0,2025-06-22T16:41:53.928Z,2025-06-22T16:41:58Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5778094163,107,,5778094165,56,Back,5778094171,212,18.6,5778094167,140,19.2,5778094173,213,3.76,5778094169,141,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882283,803,1,2,82,44,4q0b35m26thti4c2on9a3npk0,1,11.2,84.2,2025-06-22T16:41:56.876Z,2025-06-22T16:41:59Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5778094269,56,Back,5778094273,141,60.9,5778094277,213,4.30,5778094271,140,4.6,5778094275,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882297,804,1,2,82,47,4q0b35m26thti4c2on9a3npk0,1,3.4,58.5,2025-06-22T16:41:59.760Z,2025-06-22T16:42:02Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5778094397,213,0.90,5778094391,140,17.7,5778094395,212,24.1,5778094387,155,,5778094389,56,Back,5778094393,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882319,805,1,2,82,49,4q0b35m26thti4c2on9a3npk0,1,17.6,86.2,2025-06-22T16:42:02.367Z,2025-06-22T16:42:05Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5778094513,141,65.2,5778094515,212,21.9,5778094511,140,33.4,5778094509,56,Back,5778094517,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882333,806,1,2,82,53,4q0b35m26thti4c2on9a3npk0,0,35.0,65.2,2025-06-22T16:42:05.807Z,2025-06-22T16:42:07Z,3iolpwrv18gtlyse7ih3nt91w,B. Kristensen,,,5778094605,213,0.14,5778094601,141,71.4,5778094597,56,Center,5778094603,212,30.1,5778094599,140,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882357,624,1,2,82,56,ew0hpuiweoltpsg5f51r2w64t,1,44.2,20.6,2025-06-22T16:42:08.869Z,2025-06-22T16:42:13Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5778094729,213,2.89,5778094727,212,18.2,5778094723,140,27.4,5778094721,56,Back,5778094725,141,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882369,626,1,2,83,0,ew0hpuiweoltpsg5f51r2w64t,0,22.5,32.5,2025-06-22T16:42:13.632Z,2025-06-22T16:42:15Z,d1p2mgz94oi55fa1wd2uhx5ud,E. Holmen Johansen,,,5778094771,140,59.2,5778094775,212,38.9,5778094781,1,,5778094777,213,0.14,5778094769,56,Center,5778094773,141,40.7,5778094767,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882379,807,1,2,83,4,4q0b35m26thti4c2on9a3npk0,0,42.5,62.1,2025-06-22T16:42:16.863Z,2025-06-22T16:42:33Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5778094847,141,62.0,5778094851,213,6.28,5778094849,212,22.5,5778094843,56,Center,5778094841,3,,5778094845,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882389,627,1,2,83,5,ew0hpuiweoltpsg5f51r2w64t,1,39.7,38.9,2025-06-22T16:42:17.900Z,2025-06-22T16:42:19Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5778094909,56,Back,5778094915,212,5.7,5778094911,140,43.4,5778094913,141,32.7,5778094917,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882399,628,1,2,83,7,ew0hpuiweoltpsg5f51r2w64t,1,43.4,32.7,2025-06-22T16:42:19.755Z,2025-06-22T16:42:21Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5778094967,212,10.5,5778094969,213,4.72,5778094965,141,17.3,5778094961,56,Back,5778094963,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882407,629,1,2,83,8,ew0hpuiweoltpsg5f51r2w64t,1,43.5,17.3,2025-06-22T16:42:20.931Z,2025-06-22T16:42:22Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5778095013,141,23.4,5778095009,56,Back,5778095015,212,11.1,5778095011,140,33.7,5778095017,213,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882421,630,1,2,83,9,ew0hpuiweoltpsg5f51r2w64t,1,33.3,25.2,2025-06-22T16:42:22.291Z,2025-06-22T16:42:26Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5778095105,213,2.73,5778095101,141,37.3,5778095099,140,15.2,5778095103,212,20.7,5778095097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882453,631,1,2,83,13,ew0hpuiweoltpsg5f51r2w64t,1,23.2,41.2,2025-06-22T16:42:26.131Z,2025-06-22T16:42:34Z,d1p2mgz94oi55fa1wd2uhx5ud,E. Holmen Johansen,,,5778095363,212,17.3,5778095359,140,25.7,5778095357,56,Back,5778095361,141,66.3,5778095365,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882465,632,1,2,83,21,ew0hpuiweoltpsg5f51r2w64t,1,54.2,69.6,2025-06-22T16:42:34.451Z,2025-06-22T16:42:36Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5778095423,212,19.0,5778095417,56,Back,5778095419,140,49.4,5778095421,141,42.7,5778095425,213,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882483,633,1,2,83,24,ew0hpuiweoltpsg5f51r2w64t,1,47.7,41.3,2025-06-22T16:42:36.851Z,2025-06-22T16:42:39Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5778095525,213,5.30,5778095521,141,8.6,5778095519,140,61.9,5778095517,56,Right,5778095523,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882491,634,1,2,83,26,ew0hpuiweoltpsg5f51r2w64t,1,61.3,11.6,2025-06-22T16:42:39.387Z,2025-06-22T16:42:40Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5778095553,141,18.9,5778095549,140,68.9,5778095543,56,Right,5778095557,212,9.4,5778095559,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882515,635,1,2,83,27,ew0hpuiweoltpsg5f51r2w64t,1,70.2,21.8,2025-06-22T16:42:40.549Z,2025-06-22T16:42:45Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5778095665,213,6.06,5778095661,141,14.7,5778095657,56,Right,5778095663,212,22.1,5778095659,140,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882519,636,3,2,83,32,ew0hpuiweoltpsg5f51r2w64t,0,94.4,14.8,2025-06-22T16:42:45.259Z,2025-06-22T16:42:51Z,7kdf2nyhfvbtqcjcfca6x4zkk,O. Enersen,,,5778095673,286,,5778095775,233,808,5778095671,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882527,808,7,2,83,32,4q0b35m26thti4c2on9a3npk0,1,5.6,85.2,2025-06-22T16:42:45.260Z,2025-06-22T16:42:50Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5778095715,167,,5778095719,285,,5778095769,233,636,5778095717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882533,637,6,2,83,33,ew0hpuiweoltpsg5f51r2w64t,1,93.4,15.8,2025-06-22T16:42:46.464Z,2025-06-22T17:02:24Z,7kdf2nyhfvbtqcjcfca6x4zkk,O. Enersen,,,5778095783,75,,5778095837,233,809,5778095781,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882531,809,6,2,83,33,4q0b35m26thti4c2on9a3npk0,0,6.6,84.2,2025-06-22T16:42:46.464Z,2025-06-22T17:02:25Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5778095833,56,Back,5778095835,73,,5778095857,233,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882639,810,18,2,83,52,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-22T16:43:05.680Z,2025-06-22T16:43:06Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5778096529,44,Defender,5778096563,55,811,5778096527,42,,5778096531,59,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882641,811,19,2,83,52,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-22T16:43:05.681Z,2025-06-22T16:43:07Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5778096533,42,,5778096543,293,1,5778096545,44,Defender,5778096541,292,3,5778096539,59,33,5778096547,55,810,5778096537,145,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882739,813,18,2,84,14,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-22T16:43:26.775Z,2025-06-22T16:43:28Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5778097079,59,7,5778097107,55,814,5778097075,42,,5778097077,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882741,814,19,2,84,14,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-22T16:43:26.776Z,2025-06-22T18:58:52Z,c1n6oxbkdutlfd5f07w45l8bu,M. Sinyan,,,5778097091,59,6,5778097095,293,3,5778097085,42,,5778097093,292,7,5778097099,55,813,5778097097,44,Midfielder,5778097089,145,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882897,639,1,2,84,35,ew0hpuiweoltpsg5f51r2w64t,0,99.7,0.2,2025-06-22T16:43:48.300Z,2025-06-22T16:54:14Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5778098023,56,Center,5778098015,2,,5778098025,140,96.6,5778098021,223,,5778098031,213,1.68,5778098017,6,,5778098019,155,,5778112457,233,875,5778098029,212,30.6,5778098027,141,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882867,815,44,2,84,39,4q0b35m26thti4c2on9a3npk0,1,3.6,50.7,2025-06-22T16:43:52.216Z,2025-06-22T17:02:32Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5778112165,56,Back,5778112167,285,,5778112183,233,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882899,640,44,2,84,39,ew0hpuiweoltpsg5f51r2w64t,0,96.4,49.3,2025-06-22T16:43:52.217Z,2025-06-22T17:02:33Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5778112203,233,815,5778098045,286,,5778098043,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823885455,875,41,2,84,40,4q0b35m26thti4c2on9a3npk0,1,2.7,43.3,2025-06-22T16:43:52.716Z,2025-06-22T16:54:15Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5778112453,213,1.22,5778112461,233,639,5778112447,140,5.3,5778112449,141,54.3,5778112451,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823885473,876,12,2,84,41,4q0b35m26thti4c2on9a3npk0,1,3.8,51.3,2025-06-22T16:43:53.716Z,2025-06-22T16:54:22Z,2dgff1agcaa5ohb0f4wn64ay2,H. Hoseth,,,5778112543,140,22.8,5778112545,141,22.7,5778112541,56,Back,5778112549,213,5.51,5778112547,212,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882909,641,1,2,84,43,ew0hpuiweoltpsg5f51r2w64t,1,77.6,69.6,2025-06-22T16:43:56.083Z,2025-06-22T16:43:59Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5778098129,213,0.96,5778098127,212,7.5,5778098123,140,81.7,5778098121,56,Center,5778098125,141,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882915,642,3,2,84,46,ew0hpuiweoltpsg5f51r2w64t,0,85.1,85.3,2025-06-22T16:43:58.987Z,2025-06-22T17:05:32Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5778098147,286,,5778098193,233,816,5778098145,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882921,816,7,2,84,46,4q0b35m26thti4c2on9a3npk0,1,14.9,14.7,2025-06-22T16:43:58.988Z,2025-06-22T17:05:32Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,,5778098189,233,642,5778098177,285,,5778098175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882933,818,1,2,84,48,4q0b35m26thti4c2on9a3npk0,1,23.2,17.0,2025-06-22T16:44:00.895Z,2025-06-22T16:44:02Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,,5778098233,212,12.9,5778098231,141,19.1,5778098235,213,0.11,5778098227,56,Back,5778098229,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882935,819,61,2,84,49,4q0b35m26thti4c2on9a3npk0,0,35.4,19.1,2025-06-22T16:44:02.687Z,2025-06-22T16:44:17Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5778098239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882945,643,1,2,84,53,ew0hpuiweoltpsg5f51r2w64t,0,80.2,79.9,2025-06-22T16:44:05.995Z,2025-06-22T16:44:06Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5778098313,155,,5778098325,213,5.39,5778098321,212,29.5,5778098315,56,Center,5778098311,2,,5778098319,141,46.0,5778098317,140,97.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882949,820,43,2,84,54,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-22T16:44:07.496Z,2025-06-22T16:44:12Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5778098419,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823882951,821,43,2,84,54,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-22T16:44:07.510Z,2025-06-22T17:10:33Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5778098349,212,20.4,5778098351,213,3.60,5778098355,156,0,5778098347,141,48.7,5778124589,144,1,5778098341,155,0,5778098345,140,4.4,5778098343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823883037,823,1,2,85,16,4q0b35m26thti4c2on9a3npk0,1,4.6,52.2,2025-06-22T16:44:29.631Z,2025-06-22T16:44:32Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5778098963,56,Back,5778098961,123,,5778098965,140,21.8,5778098971,213,5.31,5778098969,212,31.9,5778098967,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823883051,824,1,2,85,19,4q0b35m26thti4c2on9a3npk0,1,22.7,9.5,2025-06-22T16:44:32.495Z,2025-06-22T16:44:34Z,2dgff1agcaa5ohb0f4wn64ay2,H. Hoseth,,,5778099033,56,Back,5778099037,141,10.0,5778099041,213,3.12,5778099039,212,15.2,5778099035,140,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
