id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/15/value,qualifier/12/value
2797385231,648,12,2,69,13,8q6cv8g4bd3xdl7m88kll16na,1,12.7,50.3,2025-04-06T16:29:49.410Z,2025-04-06T17:18:44Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5631311607,212,10.9,5631311609,213,5.33,5631311603,140,18.7,5631311637,15,,5631311601,56,Back,5631311605,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797385307,649,12,2,69,14,8q6cv8g4bd3xdl7m88kll16na,1,12.3,30.0,2025-04-06T16:29:50.401Z,2025-04-06T16:29:52Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5631311919,213,5.56,5631311913,140,35.6,5631311917,212,32.6,5631311987,167,,5631311911,56,Back,5631311915,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797385319,650,5,2,69,15,8q6cv8g4bd3xdl7m88kll16na,0,35.9,-1.4,2025-04-06T16:29:51.697Z,2025-04-06T17:42:24Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5631314397,233,721,5631311969,347,,5631311967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797385753,721,5,2,69,15,doohk95o6e8pkqah8vkop51dg,1,64.1,101.4,2025-04-06T16:29:51.697Z,2025-04-06T17:42:24Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5631314389,233,650,5631314365,347,,5631314363,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797385799,652,27,2,69,48,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-04-06T16:30:23.938Z,2025-04-06T16:30:28Z,,,,,5631314613,53,uw1y94hwwthwor4cohho58gk,5631314611,41,Injury,5631314701,233,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797385759,722,27,2,69,48,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-04-06T16:30:23.938Z,2025-04-06T16:30:28Z,,,,,5631314657,233,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797385813,653,28,2,69,50,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-04-06T16:30:25.986Z,2025-04-06T16:30:29Z,,,,,5631314755,233,723,5631314705,55,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797385777,723,28,2,69,50,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-04-06T16:30:25.986Z,2025-04-06T16:30:29Z,,,,,5631314449,55,722,5631314735,233,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797386767,724,1,2,70,58,doohk95o6e8pkqah8vkop51dg,1,63.2,100.0,2025-04-06T16:31:34.032Z,2025-04-06T17:08:49Z,c5487d4s89hhsne317nbsvdh,N. Sandberg,,,5631319999,107,,5631320005,141,91.5,5631320001,56,Left,5631320007,212,7.4,5631320009,213,4.32,5631320003,140,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797386807,725,1,2,70,59,doohk95o6e8pkqah8vkop51dg,1,60.4,91.3,2025-04-06T16:31:35.432Z,2025-04-06T17:06:18Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5631320205,212,6.5,5631320199,56,Left,5631320201,140,65.4,5631320203,141,96.9,5631320207,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797386825,726,1,2,71,1,doohk95o6e8pkqah8vkop51dg,1,65.4,96.9,2025-04-06T16:31:37.137Z,2025-04-06T17:06:31Z,c5487d4s89hhsne317nbsvdh,N. Sandberg,,,5631320311,213,4.11,5631320305,140,62.1,5631320307,141,89.5,5631320309,212,6.1,5631320303,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797386851,727,1,2,71,2,doohk95o6e8pkqah8vkop51dg,0,62.1,89.5,2025-04-06T16:31:38.232Z,2025-04-06T17:06:38Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5631320465,213,5.33,5631320461,141,30.6,5631320455,155,,5631320459,140,89.0,5631320457,56,Center,5631320463,212,49.0,5631320467,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797386811,655,12,2,71,3,8q6cv8g4bd3xdl7m88kll16na,1,12.9,64.2,2025-04-06T16:31:39.009Z,2025-04-06T17:18:15Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5631320267,15,,5631320233,212,8.7,5631320231,141,75.3,5631320229,140,17.1,5631320227,56,Back,5631320235,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797386853,656,12,2,71,4,8q6cv8g4bd3xdl7m88kll16na,1,17.1,75.3,2025-04-06T16:31:39.849Z,2025-04-06T17:18:17Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5631320493,212,11.5,5631320527,15,,5631320491,141,82.3,5631320487,56,Back,5631320489,140,27.1,5631320495,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797386967,728,1,2,71,8,doohk95o6e8pkqah8vkop51dg,1,69.7,22.3,2025-04-06T16:31:43.993Z,2025-04-06T16:31:45Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5631321031,212,12.8,5631321027,140,58.0,5631321029,141,16.8,5631321025,56,Right,5631321033,213,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797387053,729,1,2,71,9,doohk95o6e8pkqah8vkop51dg,1,58.0,16.8,2025-04-06T16:31:45.137Z,2025-04-06T16:31:49Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5631321533,212,22.8,5631321535,213,1.36,5631321531,141,49.6,5631321529,140,62.5,5631321527,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797387107,730,1,2,71,15,doohk95o6e8pkqah8vkop51dg,1,63.4,49.0,2025-04-06T16:31:50.825Z,2025-04-06T16:31:53Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5631321791,140,64.5,5631321795,212,22.7,5631321789,56,Left,5631321793,141,82.3,5631321797,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797387233,731,1,2,71,17,doohk95o6e8pkqah8vkop51dg,1,64.5,82.3,2025-04-06T16:31:52.985Z,2025-04-06T16:32:01Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5631322507,140,71.3,5631322509,141,93.4,5631322511,212,10.4,5631322505,56,Left,5631322513,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797387433,733,4,2,71,23,doohk95o6e8pkqah8vkop51dg,1,89.2,89.1,2025-04-06T16:31:59.544Z,2025-04-06T17:08:38Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5631323661,152,,5631323663,265,,5631323659,56,Left,5631323657,13,,5631323665,286,,5631488799,233,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797387207,657,4,2,71,23,8q6cv8g4bd3xdl7m88kll16na,0,10.8,10.9,2025-04-06T16:31:59.545Z,2025-04-06T17:08:11Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5631322373,265,,5631322371,152,,5631488807,233,733,5631322367,13,,5631322369,56,Back,5631322375,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797387583,734,1,2,71,41,doohk95o6e8pkqah8vkop51dg,0,87.9,92.5,2025-04-06T16:32:17.401Z,2025-04-06T17:08:32Z,c5487d4s89hhsne317nbsvdh,N. Sandberg,,,5631324505,2,,5631324513,56,Right,5631324519,141,9.4,5631324527,1,,5631324523,212,56.8,5631324511,152,,5631324525,213,4.81,5631324509,155,,5631324507,5,5631324515,140,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797387613,659,1,2,71,45,8q6cv8g4bd3xdl7m88kll16na,1,10.7,83.3,2025-04-06T16:32:21.219Z,2025-04-06T16:32:23Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5631324659,56,Back,5631324669,212,13.5,5631324665,141,90.3,5631324661,140,22.7,5631324673,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797387621,660,3,2,71,47,8q6cv8g4bd3xdl7m88kll16na,0,25.6,93.4,2025-04-06T16:32:23.682Z,2025-04-06T16:32:31Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5631324709,56,Back,5631325139,233,735,5631324711,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797387661,735,7,2,71,47,doohk95o6e8pkqah8vkop51dg,1,74.4,6.6,2025-04-06T16:32:23.683Z,2025-04-06T16:32:31Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5631325067,233,660,5631325009,286,,5631325007,56,Right,5631325005,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388197,662,61,2,71,48,8q6cv8g4bd3xdl7m88kll16na,1,23.6,91.1,2025-04-06T16:32:24.242Z,2025-04-06T16:58:55Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5631328209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388059,661,5,2,71,49,8q6cv8g4bd3xdl7m88kll16na,0,23.2,101.4,2025-04-06T16:32:25.242Z,2025-04-06T17:42:25Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5631327393,347,,5631327391,56,Back,5631327793,233,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388117,736,5,2,71,49,doohk95o6e8pkqah8vkop51dg,1,76.8,-1.4,2025-04-06T16:32:25.242Z,2025-04-06T17:42:25Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5631327745,347,,5631327779,233,661,5631327743,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388143,737,1,2,72,19,doohk95o6e8pkqah8vkop51dg,1,66.5,0.0,2025-04-06T16:32:55.257Z,2025-04-06T16:32:56Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5631327867,213,2.41,5631327863,141,15.3,5631327857,107,,5631327859,56,Right,5631327861,140,55.0,5631327865,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388205,738,1,2,72,20,doohk95o6e8pkqah8vkop51dg,1,55.0,15.3,2025-04-06T16:32:55.993Z,2025-04-06T16:32:59Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5631328239,213,1.42,5631328233,140,61.8,5631328237,212,48.3,5631328231,56,Left,5631328229,196,,5631328241,1,,5631328235,141,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388233,739,1,2,72,21,doohk95o6e8pkqah8vkop51dg,1,55.1,47.9,2025-04-06T16:32:57.672Z,2025-04-06T17:02:33Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5631328363,56,Center,5631328367,141,73.0,5631328371,212,18.4,5631328375,213,1.19,5631328365,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797414807,946,1,2,72,22,doohk95o6e8pkqah8vkop51dg,1,64.8,70.2,2025-04-06T16:32:57.732Z,2025-04-06T17:02:27Z,c5487d4s89hhsne317nbsvdh,N. Sandberg,,,5631477591,213,4.76,5631477589,212,19.1,5631477583,56,Center,5631477587,141,42.1,5631477585,140,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388283,740,1,2,72,26,doohk95o6e8pkqah8vkop51dg,1,59.0,29.5,2025-04-06T16:33:01.769Z,2025-04-06T16:33:04Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5631328699,56,Right,5631328715,213,5.44,5631328709,212,21.4,5631328703,140,72.5,5631328707,141,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388359,741,1,2,72,28,doohk95o6e8pkqah8vkop51dg,1,74.7,19.2,2025-04-06T16:33:04.536Z,2025-04-06T16:33:09Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5631329145,213,3.46,5631329141,141,13.6,5631329139,140,63.7,5631329137,56,Right,5631329143,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388391,742,1,2,72,33,doohk95o6e8pkqah8vkop51dg,1,65.1,15.6,2025-04-06T16:33:08.808Z,2025-04-06T16:33:10Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5631329295,140,83.7,5631329301,213,6.12,5631329297,141,10.9,5631329299,212,19.8,5631329293,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797415347,947,1,2,72,34,doohk95o6e8pkqah8vkop51dg,1,89.2,9.3,2025-04-06T16:33:09.732Z,2025-04-06T17:03:18Z,2of6xfvdgpsrqehwxrc39kcq2,F. Carstensen,,,5631480637,141,17.8,5631480639,212,6.1,5631480633,56,Right,5631480635,140,91.2,5631480641,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388561,743,1,2,72,35,doohk95o6e8pkqah8vkop51dg,1,92.2,27.8,2025-04-06T16:33:11.232Z,2025-04-06T17:03:37Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5631330223,56,Center,5631330227,141,25.0,5631330229,212,6.8,5631330231,213,6.00,5631330225,140,98.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797415569,948,1,2,72,37,doohk95o6e8pkqah8vkop51dg,0,98.2,27.7,2025-04-06T16:33:12.732Z,2025-04-06T17:03:35Z,2of6xfvdgpsrqehwxrc39kcq2,F. Carstensen,,,5631481845,140,96.0,5631481853,213,2.12,5631481847,141,33.3,5631481843,56,Center,5631481851,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388545,663,12,2,72,39,8q6cv8g4bd3xdl7m88kll16na,1,10.6,63.9,2025-04-06T16:33:15.529Z,2025-04-06T16:33:18Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5631330153,212,25.4,5631330149,140,6.9,5631330147,56,Back,5631330217,167,,5631330151,141,100.0,5631330155,213,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388551,664,5,2,72,42,8q6cv8g4bd3xdl7m88kll16na,0,7.3,101.1,2025-04-06T16:33:17.993Z,2025-04-06T17:42:26Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5631330179,56,Back,5631330633,233,744,5631330181,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388607,744,5,2,72,42,doohk95o6e8pkqah8vkop51dg,1,92.7,-1.1,2025-04-06T16:33:17.993Z,2025-04-06T17:42:26Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5631330547,56,Right,5631330549,347,,5631330603,233,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388745,745,1,2,72,48,doohk95o6e8pkqah8vkop51dg,1,84.9,0.0,2025-04-06T16:33:23.944Z,2025-04-06T16:33:32Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5631331371,141,10.5,5631331367,56,Right,5631331369,140,81.7,5631331375,213,1.97,5631331373,212,8.6,5631331365,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388755,746,4,2,72,51,doohk95o6e8pkqah8vkop51dg,1,81.6,13.6,2025-04-06T16:33:27.145Z,2025-04-06T17:18:02Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5631331469,56,Right,5631331467,13,,5631486189,233,665,5631331471,152,,5631331475,286,,5631548821,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388677,665,4,2,72,51,8q6cv8g4bd3xdl7m88kll16na,0,18.4,86.4,2025-04-06T16:33:27.146Z,2025-04-06T17:05:16Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5631486211,233,746,5631331051,294,,5631331055,56,Back,5631331047,13,,5631331059,152,,5631331063,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388861,747,1,2,72,57,doohk95o6e8pkqah8vkop51dg,0,80.3,5.2,2025-04-06T16:33:33.224Z,2025-04-06T17:05:02Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5631484853,189,,5631332083,5,,5631332087,152,,5631332089,56,Center,5631332093,141,26.4,5631332097,213,1.00,5631332095,212,17.2,5631332091,140,89.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797416441,949,3,2,72,59,doohk95o6e8pkqah8vkop51dg,0,79.4,34.7,2025-04-06T16:33:35.144Z,2025-04-06T17:48:31Z,2of6xfvdgpsrqehwxrc39kcq2,F. Carstensen,,,5631486617,56,Center,5631486619,286,,5631486937,233,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388823,666,7,2,72,59,8q6cv8g4bd3xdl7m88kll16na,0,20.6,65.3,2025-04-06T16:33:35.145Z,2025-04-06T17:48:30Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5631331825,285,,5631331823,56,Back,5631486883,233,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388845,667,12,2,73,1,8q6cv8g4bd3xdl7m88kll16na,1,7.5,66.6,2025-04-06T16:33:37.537Z,2025-04-06T16:58:26Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5631331971,212,36.8,5631331967,140,42.4,5631331973,213,0.08,5631331969,141,71.1,5631331965,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797388993,748,1,2,73,9,doohk95o6e8pkqah8vkop51dg,1,54.5,45.7,2025-04-06T16:33:44.793Z,2025-04-06T16:33:47Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5631332763,56,Center,5631332769,212,11.7,5631332767,141,30.4,5631332771,213,5.20,5631332765,140,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389053,749,1,2,73,11,doohk95o6e8pkqah8vkop51dg,1,57.4,28.8,2025-04-06T16:33:47.424Z,2025-04-06T16:33:50Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5631333089,141,3.7,5631333091,212,27.7,5631333087,140,78.2,5631333093,213,5.62,5631333085,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389131,750,1,2,73,14,doohk95o6e8pkqah8vkop51dg,1,78.3,3.4,2025-04-06T16:33:50.232Z,2025-04-06T16:33:54Z,2of6xfvdgpsrqehwxrc39kcq2,F. Carstensen,,,5631333465,213,0.19,5631333461,141,7.3,5631333453,56,Right,5631333457,140,91.5,5631333463,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389133,751,50,2,73,15,doohk95o6e8pkqah8vkop51dg,1,87.8,7.6,2025-04-06T16:33:50.784Z,2025-04-06T17:48:31Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5631333471,56,Right,5631333553,233,668,5631333473,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389073,668,7,2,73,15,8q6cv8g4bd3xdl7m88kll16na,1,12.2,92.4,2025-04-06T16:33:50.785Z,2025-04-06T17:48:31Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5631333189,56,Back,5631333193,285,,5631333517,233,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389125,670,3,2,73,16,8q6cv8g4bd3xdl7m88kll16na,0,16.7,87.7,2025-04-06T16:33:52.329Z,2025-04-06T16:33:54Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5631333433,56,Back,5631333443,211,,5631333435,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389195,671,5,2,73,18,8q6cv8g4bd3xdl7m88kll16na,0,17.5,101.6,2025-04-06T16:33:54.418Z,2025-04-06T17:42:27Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5631333811,56,Back,5631333813,347,,5631359769,233,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389203,752,5,2,73,18,doohk95o6e8pkqah8vkop51dg,1,82.5,-1.6,2025-04-06T16:33:54.418Z,2025-04-06T17:42:26Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5631333835,56,Right,5631359481,233,671,5631333837,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389253,753,1,2,73,22,doohk95o6e8pkqah8vkop51dg,1,79.5,0.0,2025-04-06T16:33:58.504Z,2025-04-06T16:34:01Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5631334107,213,2.90,5631334103,141,4.2,5631334099,56,Right,5631334097,107,,5631334101,140,66.0,5631334105,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389261,754,1,2,73,25,doohk95o6e8pkqah8vkop51dg,1,65.4,4.2,2025-04-06T16:34:01.176Z,2025-04-06T16:34:02Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5631334213,213,0.02,5631334211,212,12.9,5631334201,56,Right,5631334207,141,4.6,5631334203,140,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389329,755,1,2,73,26,doohk95o6e8pkqah8vkop51dg,1,77.7,4.6,2025-04-06T16:34:02.249Z,2025-04-06T16:34:07Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5631334621,141,6.9,5631334625,213,3.00,5631334623,212,11.4,5631334619,140,66.9,5631334617,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389379,756,1,2,73,31,doohk95o6e8pkqah8vkop51dg,1,71.3,10.0,2025-04-06T16:34:07.129Z,2025-04-06T16:34:10Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5631334935,141,43.9,5631334933,140,65.4,5631334939,213,1.83,5631334937,212,23.9,5631334931,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389407,757,1,2,73,34,doohk95o6e8pkqah8vkop51dg,1,65.8,47.7,2025-04-06T16:34:10.072Z,2025-04-06T16:34:12Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5631335065,56,Center,5631335073,213,1.53,5631335071,212,16.2,5631335069,141,71.5,5631335067,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389533,758,1,2,73,36,doohk95o6e8pkqah8vkop51dg,1,66.1,74.7,2025-04-06T16:34:12.208Z,2025-04-06T16:34:20Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5631335853,212,14.8,5631335847,56,Left,5631335849,140,75.4,5631335855,213,0.85,5631335851,141,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389563,759,1,2,73,44,doohk95o6e8pkqah8vkop51dg,1,66.7,72.6,2025-04-06T16:34:20.528Z,2025-04-06T16:34:23Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5631336011,213,1.59,5631336005,140,66.6,5631336009,212,6.7,5631336007,141,82.5,5631336003,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389617,760,1,2,73,47,doohk95o6e8pkqah8vkop51dg,1,66.2,78.9,2025-04-06T16:34:22.896Z,2025-04-06T16:34:25Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5631336315,140,68.8,5631336321,213,4.79,5631336323,1,,5631336317,141,29.2,5631336313,56,Center,5631336319,212,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389697,761,1,2,73,49,doohk95o6e8pkqah8vkop51dg,1,65.3,29.4,2025-04-06T16:34:25.143Z,2025-04-06T16:34:28Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5631336791,212,21.4,5631336787,140,80.7,5631336789,141,8.8,5631336793,213,5.57,5631336785,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389749,762,1,2,73,52,doohk95o6e8pkqah8vkop51dg,1,81.7,8.7,2025-04-06T16:34:28.664Z,2025-04-06T16:34:31Z,2of6xfvdgpsrqehwxrc39kcq2,F. Carstensen,,,5631337077,56,Right,5631337079,140,66.5,5631337083,212,16.3,5631337085,213,2.92,5631337081,141,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389795,763,1,2,73,55,doohk95o6e8pkqah8vkop51dg,1,67.2,14.4,2025-04-06T16:34:31.704Z,2025-04-06T16:34:34Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5631337345,56,Center,5631337355,141,47.5,5631337361,213,1.77,5631337349,140,62.8,5631337359,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797389969,764,1,2,73,58,doohk95o6e8pkqah8vkop51dg,1,63.4,49.5,2025-04-06T16:34:34.273Z,2025-04-06T16:34:41Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5631338201,213,1.49,5631338195,140,65.6,5631338191,56,Left,5631338199,212,30.3,5631338197,141,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
