id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2794459269,662,1,2,69,36,8q6cv8g4bd3xdl7m88kll16na,1,67.4,38.8,2025-03-31T21:56:45.525Z,2025-03-31T21:56:48Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5615242071,213,0.76,5615242073,1,,5615242067,141,81.7,5615242065,140,96.5,5615242069,212,42.2,5615242063,56,Left,5615242061,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459283,663,1,2,69,39,8q6cv8g4bd3xdl7m88kll16na,1,96.5,81.7,2025-03-31T21:56:48.478Z,2025-03-31T21:57:29Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,1.0,,5615242171,140,90.3,5615242173,141,73.9,5615242687,154,,5615242175,212,8.4,5615242685,210,15,5615242177,213,3.83,5615242169,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459287,664,15,2,69,43,8q6cv8g4bd3xdl7m88kll16na,1,86.9,62.7,2025-03-31T21:56:52.821Z,2025-03-31T22:45:54Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5615242695,78,,5615242699,154,,5615242717,233,578,5615242715,231,52.9,5615242185,56,Center,5615242711,147,55.1,5615242697,29,,5615242701,55,663,5615242705,102,49.9,5615242709,146,94.7,5615242693,25,5615242615,82,5615242707,103,19,,,5615242183,17,,5615282913,100,5615242611,20,,,5615242713,230,98.4,,
2794459291,578,10,2,69,44,bsykw9d70ffqe9atosc92n1e9,1,7.1,43.9,2025-03-31T21:56:52.921Z,2025-03-31T21:57:30Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615242207,94,,5615242733,233,664,5615242209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459309,665,1,2,69,48,8q6cv8g4bd3xdl7m88kll16na,1,62.6,65.0,2025-03-31T21:56:57.565Z,2025-03-31T21:57:02Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5615242339,213,4.52,5615242335,141,45.7,5615242331,56,Center,5615242333,140,60.2,5615242337,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459315,666,1,2,69,53,8q6cv8g4bd3xdl7m88kll16na,1,62.9,40.9,2025-03-31T21:57:02.293Z,2025-03-31T21:57:05Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615242379,140,58.1,5615242385,213,4.34,5615242383,212,13.9,5615242377,56,Center,5615242381,141,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459321,667,1,2,69,56,8q6cv8g4bd3xdl7m88kll16na,1,57.5,20.3,2025-03-31T21:57:05.143Z,2025-03-31T21:57:09Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5615242447,212,16.3,5615242443,140,71.1,5615242441,56,Center,5615242445,141,31.9,5615242449,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459323,668,1,2,70,0,8q6cv8g4bd3xdl7m88kll16na,1,71.1,31.9,2025-03-31T21:57:09.445Z,2025-03-31T21:57:11Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615242467,212,17.3,5615242463,140,77.5,5615242461,56,Right,5615242465,141,8.4,5615242469,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459327,669,1,2,70,2,8q6cv8g4bd3xdl7m88kll16na,1,77.8,8.4,2025-03-31T21:57:11.005Z,2025-03-31T21:57:12Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615242495,141,21.2,5615242499,213,1.93,5615242497,212,9.3,5615242491,56,Center,5615242493,140,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459331,670,1,2,70,3,8q6cv8g4bd3xdl7m88kll16na,1,74.7,21.2,2025-03-31T21:57:12.253Z,2025-03-31T21:57:14Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615242515,56,Right,5615242519,141,10.2,5615242517,140,67.2,5615242521,212,10.9,5615242523,213,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459333,671,1,2,70,5,8q6cv8g4bd3xdl7m88kll16na,1,67.5,11.8,2025-03-31T21:57:14.301Z,2025-03-31T21:57:16Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5615242545,212,13.6,5615242541,140,71.2,5615242547,213,1.28,5615242543,141,31.0,5615242539,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459337,672,1,2,70,7,8q6cv8g4bd3xdl7m88kll16na,1,70.7,31.0,2025-03-31T21:57:16.373Z,2025-03-31T21:57:19Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5615242585,213,6.16,5615242577,56,Center,5615242581,141,29.3,5615242583,212,9.2,5615242579,140,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459339,673,1,2,70,9,8q6cv8g4bd3xdl7m88kll16na,0,83.8,31.7,2025-03-31T21:57:18.853Z,2025-03-31T21:57:20Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615242599,213,1.42,5615242595,141,34.7,5615242597,212,2.1,5615242591,56,Center,5615242593,140,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794461291,678,61,2,70,11,bsykw9d70ffqe9atosc92n1e9,1,8.7,66.6,2025-03-31T21:57:20.753Z,2025-03-31T22:09:51Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615254147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459341,579,61,2,70,12,bsykw9d70ffqe9atosc92n1e9,1,9.6,58.2,2025-03-31T21:57:21.094Z,2025-03-31T22:09:58Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615242605,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459355,581,1,2,70,18,bsykw9d70ffqe9atosc92n1e9,1,6.4,57.9,2025-03-31T21:57:27.398Z,2025-03-31T21:57:28Z,cktx8pichvlnbdxizrosxckph,A. Østbø,,,5615242659,213,0.11,5615242655,141,60.3,5615242649,123,,5615242657,212,15.0,5615242651,56,Back,5615242653,140,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459359,582,1,2,70,19,bsykw9d70ffqe9atosc92n1e9,1,20.6,60.3,2025-03-31T21:57:28.469Z,2025-03-31T21:57:30Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615242725,141,71.7,5615242729,213,1.37,5615242721,56,Back,5615242727,212,7.9,5615242723,140,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459361,583,1,2,70,21,bsykw9d70ffqe9atosc92n1e9,1,27.1,78.1,2025-03-31T21:57:30.070Z,2025-03-31T21:57:34Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5615242747,56,Back,5615242755,213,0.85,5615242749,140,33.2,5615242753,212,9.7,5615242751,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459369,584,1,2,70,25,bsykw9d70ffqe9atosc92n1e9,1,34.4,77.6,2025-03-31T21:57:34.502Z,2025-03-31T21:57:38Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5615242779,56,Back,5615242787,213,4.84,5615242785,212,12.3,5615242781,140,35.9,5615242783,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459371,585,1,2,70,29,bsykw9d70ffqe9atosc92n1e9,1,38.2,55.1,2025-03-31T21:57:37.989Z,2025-03-31T21:57:40Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615242801,56,Center,5615242807,212,22.5,5615242803,140,59.6,5615242805,141,53.7,5615242809,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459373,586,1,2,70,31,bsykw9d70ffqe9atosc92n1e9,1,66.7,62.3,2025-03-31T21:57:40.693Z,2025-03-31T21:57:44Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5615242825,212,22.6,5615242819,56,Left,5615242827,213,0.94,5615242823,141,89.1,5615242821,140,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459375,587,1,2,70,35,bsykw9d70ffqe9atosc92n1e9,0,83.5,90.2,2025-03-31T21:57:44.582Z,2025-03-31T21:57:46Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5615242833,140,92.8,5615242837,212,9.8,5615242831,56,Left,5615242839,213,6.21,5615242835,141,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459377,674,12,2,70,38,8q6cv8g4bd3xdl7m88kll16na,1,4.6,14.1,2025-03-31T21:57:47.533Z,2025-03-31T21:57:49Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615242855,213,4.73,5615242849,140,4.8,5615242861,167,,5615242847,56,Back,5615242851,141,0.0,5615242853,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459395,588,5,2,70,38,bsykw9d70ffqe9atosc92n1e9,1,94.2,100.9,2025-03-31T21:57:47.663Z,2025-03-31T22:32:35Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5615242955,347,,5615242953,56,Left,5615242957,233,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459379,675,5,2,70,38,8q6cv8g4bd3xdl7m88kll16na,0,5.8,-0.9,2025-03-31T21:57:47.663Z,2025-03-31T22:32:36Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615242973,233,588,5615242857,56,Back,5615242859,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459399,589,1,2,70,54,bsykw9d70ffqe9atosc92n1e9,1,89.6,100.0,2025-03-31T21:58:03.677Z,2025-03-31T21:58:06Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5615242983,141,86.3,5615242977,107,,5615242981,140,76.3,5615242985,212,17.5,5615242987,213,3.79,5615242979,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459405,590,1,2,70,57,bsykw9d70ffqe9atosc92n1e9,1,76.3,86.3,2025-03-31T21:58:05.975Z,2025-03-31T21:58:07Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5615243019,141,92.0,5615243015,56,Left,5615243023,213,0.33,5615243021,212,11.9,5615243017,140,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459409,591,1,2,70,58,bsykw9d70ffqe9atosc92n1e9,0,87.0,92.0,2025-03-31T21:58:07.550Z,2025-03-31T21:58:09Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5615243035,2,,5615243039,56,Center,5615243043,141,48.1,5615243041,140,88.5,5615243045,212,29.9,5615243047,213,4.77,5615243037,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459411,676,44,2,71,1,8q6cv8g4bd3xdl7m88kll16na,1,10.6,53.2,2025-03-31T21:58:10.532Z,2025-03-31T22:33:16Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5615243065,56,Back,5615243085,233,592,5615243067,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459415,592,44,2,71,1,bsykw9d70ffqe9atosc92n1e9,0,89.4,46.8,2025-03-31T21:58:10.533Z,2025-03-31T22:33:17Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615243081,286,,5615243103,233,676,5615243079,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459413,677,12,2,71,1,8q6cv8g4bd3xdl7m88kll16na,1,8.9,55.2,2025-03-31T21:58:10.725Z,2025-03-31T21:58:11Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5615243083,15,,5615243077,213,5.59,5615243069,56,Back,5615243071,140,19.5,5615243073,141,41.6,5615243075,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459433,679,1,2,71,4,8q6cv8g4bd3xdl7m88kll16na,1,28.6,39.8,2025-03-31T21:58:13.758Z,2025-03-31T21:58:21Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615243227,141,80.3,5615243233,1,,5615243231,213,0.83,5615243229,212,37.3,5615243225,140,52.6,5615243223,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459435,680,3,2,71,12,8q6cv8g4bd3xdl7m88kll16na,0,77.6,57.8,2025-03-31T21:58:20.988Z,2025-03-31T22:33:06Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615243239,56,Center,5615243241,286,,5615243313,233,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459445,593,7,2,71,12,bsykw9d70ffqe9atosc92n1e9,1,22.4,42.2,2025-03-31T21:58:20.989Z,2025-03-31T22:33:06Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615243293,56,Back,5615243307,233,680,5615243295,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459453,595,1,2,71,16,bsykw9d70ffqe9atosc92n1e9,1,24.6,36.9,2025-03-31T21:58:25.845Z,2025-03-31T21:58:27Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5615243327,213,4.64,5615243321,140,23.9,5615243323,141,20.9,5615243319,56,Back,5615243325,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459461,596,1,2,71,18,bsykw9d70ffqe9atosc92n1e9,1,23.9,20.9,2025-03-31T21:58:27.429Z,2025-03-31T21:58:28Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5615243367,141,43.4,5615243371,213,2.28,5615243369,212,20.1,5615243365,140,11.5,5615243363,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459471,597,1,2,71,19,bsykw9d70ffqe9atosc92n1e9,0,11.5,43.4,2025-03-31T21:58:28.398Z,2025-03-31T21:58:32Z,cktx8pichvlnbdxizrosxckph,A. Østbø,,,5615243437,1,,5615243427,56,Center,5615243431,141,21.8,5615243433,212,47.5,5615243429,140,54.5,5615243425,157,,5615243435,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459493,682,1,2,71,25,8q6cv8g4bd3xdl7m88kll16na,1,38.7,93.0,2025-03-31T21:58:34.477Z,2025-03-31T21:58:39Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5615243563,56,Back,5615243565,140,27.6,5615243569,212,23.0,5615243571,213,4.18,5615243567,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459505,683,1,2,71,29,8q6cv8g4bd3xdl7m88kll16na,1,25.0,56.4,2025-03-31T21:58:38.796Z,2025-03-31T21:58:46Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5615243637,212,23.3,5615243631,56,Back,5615243633,140,35.2,5615243635,141,26.0,5615243639,213,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459511,684,1,2,71,36,8q6cv8g4bd3xdl7m88kll16na,1,50.2,21.8,2025-03-31T21:58:45.836Z,2025-03-31T21:58:47Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5615243679,212,14.0,5615243675,140,59.8,5615243673,56,Right,5615243687,189,,5615243681,213,5.52,5615243677,141,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459521,685,1,2,71,39,8q6cv8g4bd3xdl7m88kll16na,1,59.8,7.9,2025-03-31T21:58:48.125Z,2025-03-31T21:58:51Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615243753,56,Right,5615243761,213,2.23,5615243759,212,8.6,5615243755,140,54.8,5615243757,141,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459527,686,1,2,71,42,8q6cv8g4bd3xdl7m88kll16na,1,55.7,20.1,2025-03-31T21:58:51.012Z,2025-03-31T21:58:53Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5615243807,141,40.4,5615243811,213,2.12,5615243803,56,Back,5615243805,140,47.6,5615243809,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459529,687,1,2,71,43,8q6cv8g4bd3xdl7m88kll16na,1,47.6,40.4,2025-03-31T21:58:52.884Z,2025-03-31T21:58:56Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5615243821,140,54.5,5615243827,213,5.16,5615243823,141,18.3,5615243825,212,16.7,5615243819,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459541,688,1,2,71,47,8q6cv8g4bd3xdl7m88kll16na,1,55.9,18.3,2025-03-31T21:58:56.004Z,2025-03-31T21:59:01Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5615243865,140,71.2,5615243869,212,18.4,5615243863,56,Right,5615243871,213,5.78,5615243867,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459547,689,1,2,71,52,8q6cv8g4bd3xdl7m88kll16na,1,77.0,12.4,2025-03-31T21:59:01.141Z,2025-03-31T21:59:04Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615243947,213,0.10,5615243941,140,91.8,5615243943,141,14.7,5615243939,56,Right,5615243945,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459549,690,1,2,71,55,8q6cv8g4bd3xdl7m88kll16na,0,94.1,15.9,2025-03-31T21:59:04.396Z,2025-03-31T21:59:06Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5615243955,56,Right,5615243959,141,20.0,5615243963,213,2.28,5615243961,212,3.7,5615243989,233,598,5615243951,2,,5615243987,236,,5615243993,286,,5615243957,140,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459551,598,12,2,71,55,bsykw9d70ffqe9atosc92n1e9,1,14.3,81.7,2025-03-31T21:59:04.496Z,2025-03-31T21:59:07Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615243985,56,Back,5615243983,185,,5615243995,233,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459555,599,6,2,71,57,bsykw9d70ffqe9atosc92n1e9,0,11.8,81.0,2025-03-31T21:59:06.220Z,2025-03-31T22:32:55Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615243999,56,Back,5615244019,233,691,5615244001,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459553,691,6,2,71,57,8q6cv8g4bd3xdl7m88kll16na,1,88.2,19.0,2025-03-31T21:59:06.220Z,2025-03-31T21:59:11Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5615244003,56,Right,5615244013,233,599,5615244005,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459605,692,1,2,72,29,8q6cv8g4bd3xdl7m88kll16na,1,99.5,0.5,2025-03-31T21:59:38.108Z,2025-03-31T21:59:45Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615244253,213,2.53,5615244251,212,26.2,5615244243,6,,5615244245,56,Center,5615244249,141,22.8,5615244247,140,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459609,693,1,2,72,32,8q6cv8g4bd3xdl7m88kll16na,1,81.2,24.2,2025-03-31T21:59:41.612Z,2025-03-31T21:59:43Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615244279,141,48.9,5615244275,56,Center,5615244277,140,88.4,5615244281,212,18.4,5615244283,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459611,694,1,2,72,34,8q6cv8g4bd3xdl7m88kll16na,0,87.9,48.9,2025-03-31T21:59:43.619Z,2025-03-31T22:26:59Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615247193,140,88.8,5615244287,56,Center,5615247195,141,51.3,5615247199,213,1.05,5615268313,236,,5615247197,212,1.9,5615268315,233,600,5615268319,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459613,600,74,2,72,34,bsykw9d70ffqe9atosc92n1e9,1,11.4,50.6,2025-03-31T21:59:43.620Z,2025-03-31T22:33:00Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5615268321,233,694,5615244289,56,Back,5615268299,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459619,695,13,2,72,36,8q6cv8g4bd3xdl7m88kll16na,1,77.8,46.0,2025-03-31T21:59:45.014Z,2025-03-31T22:46:31Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5615244411,103,79.2,5615244413,328,,5615244323,18,,5615244419,231,50.2,5615244325,56,Center,5615244415,458,,5615244377,25,,5615244417,230,98.1,5615244409,102,42.5,5615244379,20,,5615283367,81,,,,,,,,,,,,,,,,,,,,,
2794459651,601,5,2,72,37,bsykw9d70ffqe9atosc92n1e9,1,-1.4,57.7,2025-03-31T21:59:46.300Z,2025-03-31T22:32:36Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5615244531,56,Back,5615244533,346,,5615244573,233,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459625,696,5,2,72,37,8q6cv8g4bd3xdl7m88kll16na,0,101.4,42.3,2025-03-31T21:59:46.300Z,2025-03-31T22:32:37Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5615244363,56,Center,5615244365,346,,5615244577,233,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459653,602,18,2,72,49,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-03-31T21:59:58.321Z,2025-03-31T23:03:58Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5615244535,42,,5615244539,59,17,5615244567,55,603,5615244537,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459657,603,19,2,72,49,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-03-31T21:59:58.322Z,2025-03-31T23:03:59Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5615244553,292,6,5615244551,59,19,5615244545,42,,5615244559,55,602,5615244549,145,11,5615244555,293,1,5615244557,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459665,604,18,2,72,57,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-03-31T22:00:06.607Z,2025-03-31T23:04:15Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5615244609,42,,5615244613,59,27,5615244611,44,Midfielder,5615244645,55,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459667,605,19,2,72,57,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-03-31T22:00:06.608Z,2025-03-31T23:04:16Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5615244621,59,23,5615244623,292,6,5615244615,42,,5615244625,293,5,5615244619,145,8,5615244629,55,604,5615244627,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459691,606,18,2,73,1,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-03-31T22:00:10.799Z,2025-03-31T23:04:31Z,5xgcwr8alrcay5f5pf22pfaxg,H. Mikaelsson,,,5615244739,42,,5615244743,59,28,5615244741,44,Forward,5615244773,55,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459693,607,19,2,73,1,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-03-31T22:00:10.800Z,2025-03-31T23:04:31Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5615244753,42,,5615244765,44,Forward,5615244761,292,9,5615244763,293,3,5615244759,59,20,5615244757,145,9,5615244767,55,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459793,614,18,2,73,4,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-03-31T22:00:13.013Z,2025-03-31T23:04:24Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5615245397,59,7,5615245393,42,,5615245421,55,615,5615245395,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459795,615,19,2,73,4,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-03-31T22:00:13.014Z,2025-03-31T23:04:25Z,587vmahr6cyqzuucjdgr0ttec,S. Kvia-Egeskog,,,5615245403,145,10,5615245399,42,,5615245409,293,4,5615245405,59,26,5615245407,292,6,5615245413,55,614,5615245411,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459711,608,1,2,73,22,bsykw9d70ffqe9atosc92n1e9,0,3.7,52.2,2025-03-31T22:00:31.110Z,2025-03-31T22:00:36Z,cktx8pichvlnbdxizrosxckph,A. Østbø,,,5615244909,212,66.2,5615244917,74,,5615244905,140,65.5,5615244903,56,Center,5615244901,124,,5615244913,1,,5615244911,213,6.09,5615244907,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459709,697,44,2,73,25,8q6cv8g4bd3xdl7m88kll16na,1,34.7,64.8,2025-03-31T22:00:34.779Z,2025-03-31T22:33:17Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5615244955,233,609,5615244875,56,Back,5615244877,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794459713,609,44,2,73,25,bsykw9d70ffqe9atosc92n1e9,0,65.3,35.2,2025-03-31T22:00:34.780Z,2025-03-31T22:33:17Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5615244923,56,Center,5615244925,286,,5615244959,233,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
