id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2820753533,691,1,2,80,1,c7jgkxx1czv5etn7snf1r6p2m,1,27.0,7.4,2025-06-01T16:39:42.799Z,2025-06-01T16:40:01Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,5760519531,212,5.9,5760519527,140,21.9,5760519533,213,3.58,5760519529,141,3.7,5760519525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753543,692,1,2,80,2,c7jgkxx1czv5etn7snf1r6p2m,0,21.9,3.7,2025-06-01T16:39:44.129Z,2025-06-01T16:40:02Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,5760519571,1,,5760519569,213,0.28,5760519565,141,8.9,5760519563,140,33.8,5760519559,56,Back,5760519555,157,,5760519567,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753527,681,1,2,80,5,4q0b35m26thti4c2on9a3npk0,1,55.8,83.8,2025-06-01T16:39:46.526Z,2025-06-01T17:04:27Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5760519479,141,81.1,5760519475,56,Left,5760519473,3,,5760519477,140,66.4,5760519483,213,6.12,5760519481,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753567,682,1,2,80,6,4q0b35m26thti4c2on9a3npk0,1,67.8,81.1,2025-06-01T16:39:47.798Z,2025-06-01T16:39:50Z,4cx6v1ugc9l5sd0nqep3sxoiy,J. Nuñez,,5760519715,212,3.9,5760519707,3,,5760519713,141,86.2,5760519711,140,66.1,5760519709,56,Left,5760519717,213,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753577,683,3,2,80,8,4q0b35m26thti4c2on9a3npk0,0,66.3,89.2,2025-06-01T16:39:50.037Z,2025-06-01T16:59:12Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,5760519757,56,Left,5760520039,233,693,5760519759,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753633,693,7,2,80,8,c7jgkxx1czv5etn7snf1r6p2m,1,33.7,10.8,2025-06-01T16:39:50.038Z,2025-06-01T16:59:12Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,5760520021,285,,5760520035,233,683,5760520019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753635,694,4,2,80,9,c7jgkxx1czv5etn7snf1r6p2m,1,33.6,10.6,2025-06-01T16:39:51.142Z,2025-06-01T17:01:41Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,5760520117,152,,5760520185,286,,5760520181,233,684,5760520115,56,Back,5760520113,295,,5760520111,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753587,684,4,2,80,9,4q0b35m26thti4c2on9a3npk0,0,66.4,89.4,2025-06-01T16:39:51.143Z,2025-06-01T16:40:01Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,5760519989,285,,5760519985,56,Left,5760519983,295,,5760519981,13,,5760520201,233,694,5760519987,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753905,696,1,2,80,38,c7jgkxx1czv5etn7snf1r6p2m,1,30.1,9.1,2025-06-01T16:40:19.576Z,2025-06-01T16:40:22Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,5760521715,56,Back,5760521719,141,31.6,5760521723,213,2.47,5760521721,212,24.6,5760521699,5,,5760521705,152,,5760521717,140,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753979,697,1,2,80,40,c7jgkxx1czv5etn7snf1r6p2m,1,11.4,32.2,2025-06-01T16:40:21.776Z,2025-06-01T16:40:28Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5760522145,213,1.60,5760522139,140,10.9,5760522141,141,63.0,5760522137,56,Back,5760522143,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753987,698,1,2,80,47,c7jgkxx1czv5etn7snf1r6p2m,0,7.3,76.1,2025-06-01T16:40:28.752Z,2025-06-01T16:40:29Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5760522183,140,42.9,5760522191,1,,5760522181,56,Back,5760522185,141,90.3,5760522189,213,0.25,5760522179,155,,5760522187,212,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753995,685,44,2,80,47,4q0b35m26thti4c2on9a3npk0,1,52.3,16.7,2025-06-01T16:40:29.198Z,2025-06-01T17:00:19Z,5szykye2vk3nx7r5lhzn2ljx0,D. Schneider,,5760522237,286,,5760522235,56,Right,5760584567,233,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820765151,833,44,2,80,48,c7jgkxx1czv5etn7snf1r6p2m,0,47.7,83.3,2025-06-01T16:40:29.199Z,2025-06-01T17:00:20Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,5760584601,233,685,5760584537,285,,5760584535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754003,686,1,2,80,48,4q0b35m26thti4c2on9a3npk0,0,50.6,14.1,2025-06-01T16:40:29.215Z,2025-06-01T17:07:38Z,5szykye2vk3nx7r5lhzn2ljx0,D. Schneider,,5760522283,141,7.6,5760522281,140,66.0,5760522285,212,16.8,5760522277,3,,5760522279,56,Right,5760522287,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754015,699,1,2,80,49,c7jgkxx1czv5etn7snf1r6p2m,1,25.6,88.7,2025-06-01T16:40:30.728Z,2025-06-01T16:40:33Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,5760522365,1,,5760522357,212,38.1,5760522349,56,Center,5760522345,157,,5760522361,213,6.04,5760522355,141,75.0,5760522353,140,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754021,700,61,2,80,52,c7jgkxx1czv5etn7snf1r6p2m,0,60.8,75.0,2025-06-01T16:40:33.631Z,2025-06-01T16:40:34Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,5760522385,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754027,687,8,2,80,52,4q0b35m26thti4c2on9a3npk0,1,33.0,23.6,2025-06-01T16:40:34.063Z,2025-06-01T17:03:32Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5760522397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754065,689,1,2,80,56,4q0b35m26thti4c2on9a3npk0,1,36.9,14.6,2025-06-01T16:40:37.358Z,2025-06-01T16:40:38Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5760522613,56,Back,5760522615,140,20.2,5760522619,212,18.8,5760522621,213,2.78,5760522617,141,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754129,690,1,2,80,57,4q0b35m26thti4c2on9a3npk0,0,20.8,24.1,2025-06-01T16:40:38.407Z,2025-06-01T16:40:44Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,5760522957,141,15.9,5760522959,212,84.9,5760522955,140,100.0,5760522951,157,,5760522963,1,,5760522961,213,6.22,5760522953,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754201,691,5,2,81,2,4q0b35m26thti4c2on9a3npk0,0,101.4,14.4,2025-06-01T16:40:44.008Z,2025-06-01T17:00:57Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,5760523477,233,701,5760523405,346,,5760523403,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754159,701,5,2,81,2,c7jgkxx1czv5etn7snf1r6p2m,1,-1.4,85.6,2025-06-01T16:40:44.008Z,2025-06-01T17:00:56Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,5760523109,346,,5760523105,56,Back,5760523457,233,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754343,692,18,2,81,30,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-01T16:41:12.032Z,2025-06-01T16:41:30Z,3iolpwrv18gtlyse7ih3nt91w,B. Kristensen,,5760524289,55,693,5760524229,42,,5760524233,59,22,5760524231,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754351,693,19,2,81,30,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-01T16:41:12.033Z,2025-06-01T17:07:50Z,26ro2zdtkq9ia7dzr9ellxkvd,T. Haltvik,,5760526045,293,5,5760524251,42,,5760524255,145,11,5760524259,44,Midfielder,5760524261,55,692,5760606567,292,6,5760524257,59,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754477,694,18,2,81,31,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-01T16:41:13.003Z,2025-06-01T16:41:14Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,5760524957,44,Defender,5760525049,55,695,5760524953,42,,5760524961,59,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754485,695,19,2,81,31,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-01T16:41:13.004Z,2025-06-01T17:07:44Z,7yjrb3xvu6xzo23j6d8eu2sfe,M. Ndiaye,,5760524993,145,3,5760606275,292,10,5760524999,44,Forward,5760525001,55,694,5760524985,42,,5760606281,293,3,5760524997,59,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754617,702,1,2,81,41,c7jgkxx1czv5etn7snf1r6p2m,1,5.0,63.0,2025-06-01T16:41:22.786Z,2025-06-01T16:41:24Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5760525717,141,50.0,5760525715,140,4.1,5760525719,212,8.9,5760525721,213,4.61,5760525713,56,Back,5760525725,237,,5760525711,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754655,703,1,2,81,42,c7jgkxx1czv5etn7snf1r6p2m,1,5.3,50.0,2025-06-01T16:41:24.194Z,2025-06-01T16:41:29Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5760525943,213,1.33,5760525937,140,7.2,5760525941,212,8.3,5760525939,141,61.8,5760525935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754677,704,1,2,81,47,c7jgkxx1czv5etn7snf1r6p2m,1,14.2,71.1,2025-06-01T16:41:29.042Z,2025-06-01T17:00:31Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5760526075,213,6.26,5760526063,56,Center,5760526079,1,,5760526061,155,,5760526069,141,70.0,5760526065,140,53.3,5760526071,212,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820765309,834,1,2,81,48,c7jgkxx1czv5etn7snf1r6p2m,0,38.4,41.0,2025-06-01T16:41:29.199Z,2025-06-01T17:00:26Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,5760585435,212,25.6,5760585437,213,0.52,5760585429,56,Center,5760585433,141,59.6,5760585427,155,,5760585431,140,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754719,696,61,2,81,53,4q0b35m26thti4c2on9a3npk0,0,29.9,17.1,2025-06-01T16:41:34.375Z,2025-06-01T17:02:46Z,2dgff1agcaa5ohb0f4wn64ay2,H. Hoseth,,5760526335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754751,705,1,2,81,54,c7jgkxx1czv5etn7snf1r6p2m,1,57.1,75.1,2025-06-01T16:41:35.345Z,2025-06-01T16:59:29Z,qer4hblafo04av0aajfecclx,I. Fossum,,5760526517,141,89.7,5760526521,213,0.58,5760526519,212,18.1,5760526515,140,71.5,5760526513,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754795,706,1,2,81,55,c7jgkxx1czv5etn7snf1r6p2m,1,73.0,94.2,2025-06-01T16:41:36.904Z,2025-06-01T16:41:41Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,5760526805,213,3.26,5760526799,140,64.9,5760526803,212,8.6,5760526797,56,Left,5760526801,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754803,707,4,2,82,0,c7jgkxx1czv5etn7snf1r6p2m,1,62.5,85.5,2025-06-01T16:41:41.585Z,2025-06-01T16:41:48Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,5760526893,286,,5760526885,13,,5760526889,152,,5760527023,233,697,5760527173,294,,5760526887,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754811,697,4,2,82,0,4q0b35m26thti4c2on9a3npk0,0,37.5,14.5,2025-06-01T16:41:41.586Z,2025-06-01T16:41:48Z,26ro2zdtkq9ia7dzr9ellxkvd,T. Haltvik,,5760526983,152,,5760526981,56,Back,5760526985,285,,5760526977,13,,5760526979,294,,5760527051,233,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820755005,708,1,2,82,17,c7jgkxx1czv5etn7snf1r6p2m,1,59.2,74.5,2025-06-01T16:41:58.272Z,2025-06-01T16:59:21Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,5760528067,140,68.1,5760528071,212,9.4,5760528073,213,0.04,5760528069,141,75.1,5760528065,56,Center,5760528061,5,,5760528063,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754991,698,45,2,82,21,4q0b35m26thti4c2on9a3npk0,0,32.0,16.0,2025-06-01T16:42:02.792Z,2025-06-01T16:58:59Z,26ro2zdtkq9ia7dzr9ellxkvd,T. Haltvik,,5760533943,285,,5760534019,233,709,5760533941,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820755009,709,3,2,82,21,c7jgkxx1czv5etn7snf1r6p2m,1,68.0,84.0,2025-06-01T16:42:02.792Z,2025-06-01T16:59:19Z,qer4hblafo04av0aajfecclx,I. Fossum,,5760528101,56,Left,5760532245,286,,5760533977,233,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820755019,710,61,2,82,23,c7jgkxx1czv5etn7snf1r6p2m,0,68.3,79.6,2025-06-01T16:42:04.409Z,2025-06-01T16:59:18Z,qer4hblafo04av0aajfecclx,I. Fossum,,5760528167,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820755057,699,1,2,82,24,4q0b35m26thti4c2on9a3npk0,1,29.4,6.4,2025-06-01T16:42:05.368Z,2025-06-01T16:42:08Z,26ro2zdtkq9ia7dzr9ellxkvd,T. Haltvik,,5760528381,212,11.3,5760528383,213,1.11,5760528377,140,34.2,5760528379,141,21.2,5760528375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820755039,711,43,2,82,25,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-06-01T16:42:06.362Z,2025-06-01T16:43:27Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,5760533445,144,8,5760528291,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820755059,700,61,2,82,27,4q0b35m26thti4c2on9a3npk0,1,36.7,25.6,2025-06-01T16:42:08.311Z,2025-06-01T16:42:08Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,5760528389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820755095,701,1,2,82,29,4q0b35m26thti4c2on9a3npk0,1,48.6,26.5,2025-06-01T16:42:10.232Z,2025-06-01T16:45:02Z,7yjrb3xvu6xzo23j6d8eu2sfe,M. Ndiaye,,5760528587,141,42.1,5760537765,156,,5760528591,213,2.11,5760528583,56,Back,5760528589,212,12.3,5760528585,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820755099,702,1,2,82,30,4q0b35m26thti4c2on9a3npk0,1,46.9,46.8,2025-06-01T16:42:11.800Z,2025-06-01T17:47:59Z,4cx6v1ugc9l5sd0nqep3sxoiy,J. Nuñez,1.0,5760538099,212,14.3,5760538095,140,57.7,5760538101,213,0.65,5760538093,56,Center,5760539495,210,15,5760538097,141,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820755131,703,15,2,82,35,4q0b35m26thti4c2on9a3npk0,1,87.8,62.0,2025-06-01T16:42:16.856Z,2025-06-01T17:48:00Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,5760725843,23,,5760536731,102,53.6,5760536853,233,712,5760725845,76,,5760530625,20,,5760725847,215,,5760536735,146,98.1,5760536733,103,19.0,5760536725,29,5760536737,147,5760528815,56,Center,,5760536727,55,5760528813,17,52.7,702,,,,,,,,,,,,,,,,,,,,,
2820755181,712,10,2,82,35,c7jgkxx1czv5etn7snf1r6p2m,1,2.0,49.1,2025-06-01T16:42:16.956Z,2025-06-01T16:44:19Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5760529107,182,,5760529103,173,,5760529109,56,Back,5760529105,178,,5760536897,233,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820755403,704,16,2,82,38,4q0b35m26thti4c2on9a3npk0,1,93.0,55.1,2025-06-01T16:42:20.136Z,2025-06-01T17:49:35Z,7yjrb3xvu6xzo23j6d8eu2sfe,M. Ndiaye,,5760532757,458,,5760532769,280,ATTEMPT_SAVED,5760530333,17,,5760530335,56,Center,5760532745,102,53.4,5760531589,375,82:38.449,5760532743,76,,5760532747,103,10.8,5760531583,328,5760532749,214,5760531585,374,2025-06-01 17:42:19.648,,5760532761,230,5760531573,15,,99.3,,5760532765,231,5760532773,281,etz2bmorno30rw9efxkc0ufo,5760532783,472,51.1,703,5760729205,23,,5760532777,282,,,,4q0b35m26thti4c2on9a3npk0,,
2820756079,713,1,2,83,54,c7jgkxx1czv5etn7snf1r6p2m,1,50.2,50.0,2025-06-01T16:43:35.611Z,2025-06-01T16:44:13Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,5760534093,212,9.0,5760534091,141,37.9,5760534147,189,,5760534095,213,4.30,5760534087,56,Back,5760534089,140,46.8,5760534097,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756099,714,1,2,83,57,c7jgkxx1czv5etn7snf1r6p2m,1,49.0,36.1,2025-06-01T16:43:38.817Z,2025-06-01T16:43:42Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,5760534265,212,18.3,5760534259,56,Right,5760534267,213,4.92,5760534263,141,9.7,5760534261,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756095,706,45,2,84,0,4q0b35m26thti4c2on9a3npk0,0,40.6,86.2,2025-06-01T16:43:41.841Z,2025-06-01T17:02:10Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,5760534415,233,715,5760534241,285,,5760534239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756107,715,3,2,84,0,c7jgkxx1czv5etn7snf1r6p2m,1,59.4,13.8,2025-06-01T16:43:41.841Z,2025-06-01T16:43:47Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,5760534357,233,706,5760534331,286,,5760534329,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756169,716,1,2,84,1,c7jgkxx1czv5etn7snf1r6p2m,1,68.6,10.3,2025-06-01T16:43:42.547Z,2025-06-01T16:43:48Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,5760534681,213,0.18,5760534677,141,16.1,5760534673,56,Right,5760534679,212,22.2,5760534675,140,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756173,717,1,2,84,4,c7jgkxx1czv5etn7snf1r6p2m,1,91.6,26.4,2025-06-01T16:43:45.322Z,2025-06-01T16:44:01Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,1.0,5760534713,212,13.1,5760534717,213,1.68,5760534709,141,45.5,5760534705,140,90.3,5760535721,154,,5760535719,210,15,5760534703,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756183,718,15,2,84,5,c7jgkxx1czv5etn7snf1r6p2m,1,90.3,45.5,2025-06-01T16:43:46.602Z,2025-06-01T16:44:02Z,qer4hblafo04av0aajfecclx,I. Fossum,,5760535773,230,99.7,5760534751,22,,5760535765,103,19,5760535775,231,49.6,5760535763,102,48.6,5760535759,55,717,5760535767,328,,5760535087,20,,5760535769,146,5760535757,154,5760535093,82,,94.2,5760535771,147,5760534753,17,,46.8,,5760534755,56,5760535755,29,,5760535789,233,Center,707,5760535753,78,,,,,,,,,
2820756191,707,10,2,84,5,4q0b35m26thti4c2on9a3npk0,1,5.8,53.3,2025-06-01T16:43:46.702Z,2025-06-01T16:44:02Z,5szykye2vk3nx7r5lhzn2ljx0,D. Schneider,,5760534791,56,Back,5760534789,94,,5760535821,233,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756197,708,4,2,84,7,4q0b35m26thti4c2on9a3npk0,1,9.4,52.0,2025-06-01T16:43:48.240Z,2025-06-01T16:43:56Z,,,,5760535013,10,,5760535043,233,719,5760535017,152,,5760535019,285,,5760535015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756195,719,4,2,84,7,c7jgkxx1czv5etn7snf1r6p2m,0,90.6,48.0,2025-06-01T16:43:48.241Z,2025-06-01T16:43:55Z,qer4hblafo04av0aajfecclx,I. Fossum,,5760534853,152,,5760535115,233,708,5760534851,56,Center,5760534855,286,,5760534849,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756793,710,1,2,85,1,4q0b35m26thti4c2on9a3npk0,1,14.5,46.0,2025-06-01T16:44:43.106Z,2025-06-01T16:44:45Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,5760538263,56,Left,5760538261,152,,5760538257,5,,5760538265,140,56.6,5760538273,1,,5760538269,212,53.1,5760538271,213,0.59,5760538267,141,89.3,5760538259,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756805,711,1,2,85,2,4q0b35m26thti4c2on9a3npk0,0,56.6,89.3,2025-06-01T16:44:43.418Z,2025-06-01T17:01:34Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5760538345,3,,5760538349,56,Center,5760538357,213,5.59,5760538347,168,,5760538355,212,15.8,5760538353,141,74.5,5760538351,140,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756799,721,1,2,85,3,c7jgkxx1czv5etn7snf1r6p2m,1,25.9,25.2,2025-06-01T16:44:44.228Z,2025-06-01T16:44:46Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,5760538307,212,10.7,5760538301,56,Back,5760538303,140,23.9,5760538309,213,1.77,5760538305,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756817,722,1,2,85,4,c7jgkxx1czv5etn7snf1r6p2m,1,24.0,40.7,2025-06-01T16:44:45.778Z,2025-06-01T16:44:47Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5760538453,141,41.5,5760538451,140,10.0,5760538455,212,14.7,5760538457,213,3.10,5760538449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756853,723,1,2,85,5,c7jgkxx1czv5etn7snf1r6p2m,1,11.5,46.6,2025-06-01T16:44:47.188Z,2025-06-01T16:44:51Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5760538705,213,0.86,5760538687,56,Back,5760538691,140,20.9,5760538695,141,63.6,5760538699,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756889,724,1,2,85,9,c7jgkxx1czv5etn7snf1r6p2m,0,22.7,86.2,2025-06-01T16:44:51.147Z,2025-06-01T16:44:53Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5760538885,1,,5760538879,141,100.0,5760538877,140,69.0,5760538883,213,0.22,5760538865,155,,5760538871,56,Left,5760538881,212,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820757261,712,5,2,85,12,4q0b35m26thti4c2on9a3npk0,1,32.1,-2.0,2025-06-01T16:44:53.671Z,2025-06-01T17:00:58Z,7yjrb3xvu6xzo23j6d8eu2sfe,M. Ndiaye,,5760540867,56,Back,5760540869,347,,5760586689,233,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756899,725,5,2,85,12,c7jgkxx1czv5etn7snf1r6p2m,0,66.8,102.0,2025-06-01T16:44:53.671Z,2025-06-01T17:00:58Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5760538911,347,,5760538909,56,Left,5760586723,233,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820757081,726,18,2,85,27,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-06-01T16:45:08.925Z,2025-06-01T16:45:10Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,5760539917,59,5,5760539915,44,Midfielder,5760539973,55,727,5760539913,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
