id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2815324249,630,1,2,76,56,btaf9fuj3xctycyjeqwereaow,1,66.1,92.0,2025-05-16T17:37:12.574Z,2025-05-16T17:37:14Z,csoy01ylfrp2o2jso18oohmvo,D. Tibell,,,5730407143,213,3.41,5730407139,141,88.7,5730407137,140,58.3,5730407135,56,Left,5730407141,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324283,631,1,2,76,58,btaf9fuj3xctycyjeqwereaow,1,58.3,88.7,2025-05-16T17:37:13.806Z,2025-05-16T17:37:16Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5730407357,140,40.8,5730407361,212,18.5,5730407355,56,Back,5730407363,213,3.04,5730407359,141,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324291,632,1,2,77,0,btaf9fuj3xctycyjeqwereaow,0,40.8,91.5,2025-05-16T17:37:16.062Z,2025-05-16T17:38:14Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5730407411,140,44.0,5730407415,212,3.4,5730410591,233,687,5730410595,286,,5730407413,141,91.8,5730407409,56,Back,5730407417,213,0.06,5730410589,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324325,687,74,2,77,0,bsykw9d70ffqe9atosc92n1e9,1,40.7,11.6,2025-05-16T17:37:16.063Z,2025-05-16T18:16:24Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5730410575,285,,5730407593,56,Back,5730410653,233,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324303,633,61,2,77,1,btaf9fuj3xctycyjeqwereaow,1,44.0,91.8,2025-05-16T17:37:16.928Z,2025-05-16T17:37:17Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5730407471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326041,696,43,2,77,1,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-05-16T17:37:17.487Z,2025-05-16T18:05:45Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5730492445,144,61,5730417429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324385,634,83,2,77,5,btaf9fuj3xctycyjeqwereaow,0,27.9,90.6,2025-05-16T17:37:21.030Z,2025-05-16T17:37:25Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5730408179,399,3h8jot3v5xxuwzukt6n15jwlx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324399,689,50,2,77,6,bsykw9d70ffqe9atosc92n1e9,1,68.6,9.0,2025-05-16T17:37:22.344Z,2025-05-16T17:37:31Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5730408337,233,635,5730407971,286,,5730407969,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324459,635,7,2,77,6,btaf9fuj3xctycyjeqwereaow,1,31.4,91.0,2025-05-16T17:37:22.345Z,2025-05-16T18:06:00Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5730408299,56,Back,5730408301,285,,5730408329,233,689,5730408297,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339605,782,61,2,77,7,btaf9fuj3xctycyjeqwereaow,1,29.6,92.7,2025-05-16T17:37:22.729Z,2025-05-16T18:05:59Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5730493049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324483,636,5,2,77,8,btaf9fuj3xctycyjeqwereaow,0,31.0,101.4,2025-05-16T17:37:23.872Z,2025-05-16T18:15:37Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5730408463,347,,5730408511,233,690,5730408461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324441,690,5,2,77,8,bsykw9d70ffqe9atosc92n1e9,1,69.0,-1.4,2025-05-16T17:37:23.872Z,2025-05-16T18:15:36Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5730408503,233,636,5730408153,347,,5730408151,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324517,691,1,2,77,20,bsykw9d70ffqe9atosc92n1e9,1,87.4,0.0,2025-05-16T17:37:36.304Z,2025-05-16T17:37:39Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5730408695,140,75.8,5730408691,107,,5730408699,212,14.8,5730408693,56,Right,5730408701,213,2.54,5730408697,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324541,692,1,2,77,23,bsykw9d70ffqe9atosc92n1e9,1,76.5,11.1,2025-05-16T17:37:38.895Z,2025-05-16T17:37:41Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5730408859,141,25.0,5730408863,213,0.76,5730408861,212,13.7,5730408855,56,Center,5730408857,140,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324565,693,1,2,77,25,bsykw9d70ffqe9atosc92n1e9,1,86.2,26.2,2025-05-16T17:37:40.895Z,2025-05-16T17:37:43Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5730409007,140,92.1,5730409013,213,0.56,5730409011,212,7.3,5730409005,56,Center,5730409009,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324573,694,4,2,77,27,bsykw9d70ffqe9atosc92n1e9,1,91.5,37.8,2025-05-16T17:37:43.696Z,2025-05-16T18:16:00Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5730409345,233,637,5730409197,9,,5730411975,348,bjqtzq0xcvtmbn54orj7rn5xx,5730409201,56,Center,5730409205,265,,5730409199,13,,5730409209,286,,5730409203,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324579,637,4,2,77,27,btaf9fuj3xctycyjeqwereaow,0,8.5,62.2,2025-05-16T17:37:43.697Z,2025-05-16T18:16:01Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5730409297,9,,5730409365,233,694,5730409307,285,,5730409303,152,,5730409301,56,Back,5730409299,13,,5730409305,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815325417,639,58,2,78,40,btaf9fuj3xctycyjeqwereaow,0,0.0,0.0,2025-05-16T17:38:56.200Z,2025-05-16T17:39:09Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5730413871,186,,5730413869,9,,5730413875,75,,5730413873,179,,5730413877,56,Back,5730414599,233,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815325445,695,16,2,78,40,bsykw9d70ffqe9atosc92n1e9,1,88.5,50.0,2025-05-16T17:38:56.200Z,2025-05-16T19:04:59Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5730416035,103,20.9,5730416047,281,djxtqxvqxd70prbr1gkwjp3sa,5730414027,56,Center,5730414023,9,,5730754733,79,,5730416053,472,694,5730416043,231,50.2,5730416041,230,98.8,5730414029,214,,5730414485,374,2025-05-16 18:38:55.475,5730416049,282,5730416111,353,639,5730414489,375,78:39.746,5730416037,390,5730416045,280,5730414481,20,,bsykw9d70ffqe9atosc92n1e9,PENALTY_WON,5730414025,17,245540,,5730416031,102,48.9,5730416039,458,
2815326105,640,1,2,79,50,btaf9fuj3xctycyjeqwereaow,1,49.8,49.9,2025-05-16T17:40:06.572Z,2025-05-16T17:42:51Z,c57cmqsy5y46vndbsqq3pyu7e,R. Dzabic,,,5730417775,212,16.2,5730417771,140,37.0,5730417769,56,Back,5730417779,279,G,5730417773,141,63.1,5730419413,189,,5730417777,213,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326109,641,27,2,79,51,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-05-16T17:40:07.428Z,2025-05-16T18:17:43Z,,,,,5730532639,201,,5730418003,233,697,5730532641,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326143,697,27,2,79,51,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-05-16T17:40:07.428Z,2025-05-16T17:40:12Z,,,,,5730417997,233,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326131,642,28,2,79,54,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-05-16T17:40:10.148Z,2025-05-16T18:15:45Z,,,,,5730524597,233,700,5730417925,55,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326493,700,28,2,79,54,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-05-16T17:40:10.148Z,2025-05-16T18:15:44Z,,,,,5730524581,233,642,5730419855,55,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326381,698,18,2,80,16,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-05-16T17:40:32.700Z,2025-05-16T17:42:04Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5730419187,55,699,5730419123,44,Forward,5730419121,42,,5730419125,59,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326385,699,19,2,80,16,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-05-16T17:40:32.701Z,2025-05-16T17:42:05Z,894tj8rg0i6kl4zvlok803949,S. Bjørshol,,,5730419139,59,18,5730419133,42,,5730419143,293,1,5730419141,292,6,5730419137,145,11,5730419145,44,Midfielder,5730419147,55,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326911,707,18,2,80,20,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-05-16T17:40:36.172Z,2025-05-16T17:42:10Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5730421985,59,21,5730422065,55,708,5730421981,42,,5730421983,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326921,708,19,2,80,20,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-05-16T17:40:36.173Z,2025-05-16T17:42:11Z,aeq6jlhgxpnkywoc20kp8tvu2,H. Haugen,,,5730422045,55,707,5730422041,293,5,5730422037,59,2,5730422043,44,Defender,5730422035,145,5,5730422039,292,4,5730422027,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326525,644,1,2,80,27,btaf9fuj3xctycyjeqwereaow,1,39.5,63.7,2025-05-16T17:40:43.236Z,2025-05-16T17:42:09Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5730420007,212,24.6,5730420009,213,5.23,5730420003,140,51.0,5730426303,189,,5730420005,141,32.2,5730420001,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326533,645,1,2,80,28,btaf9fuj3xctycyjeqwereaow,0,51.1,31.3,2025-05-16T17:40:44.603Z,2025-05-16T17:42:20Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5730420049,212,32.2,5730420053,1,,5730420043,56,Center,5730420045,140,73.3,5730420051,213,0.76,5730420041,155,,5730426399,189,,5730420047,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326581,702,12,2,80,31,bsykw9d70ffqe9atosc92n1e9,1,17.9,29.7,2025-05-16T17:40:46.970Z,2025-05-16T17:46:31Z,894tj8rg0i6kl4zvlok803949,S. Bjørshol,,,5730443103,56,Back,5730443109,212,17.7,5730443189,15,,5730443113,213,0.66,5730443107,141,45.6,5730443105,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326595,703,1,2,80,32,bsykw9d70ffqe9atosc92n1e9,1,35.8,45.4,2025-05-16T17:40:48.136Z,2025-05-16T17:46:40Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5730443753,212,7.0,5730443749,140,29.1,5730443751,141,45.2,5730443745,3,,5730443755,213,3.16,5730443747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326599,704,1,2,80,33,bsykw9d70ffqe9atosc92n1e9,0,31.9,55.0,2025-05-16T17:40:49.256Z,2025-05-16T17:46:47Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5730444061,56,Center,5730444065,141,63.2,5730444063,140,64.1,5730444071,1,,5730444069,213,0.16,5730444067,212,34.3,5730444059,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326641,647,1,2,80,35,btaf9fuj3xctycyjeqwereaow,0,44.6,56.7,2025-05-16T17:40:51.531Z,2025-05-16T18:04:39Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5730420687,140,73.8,5730420693,213,5.60,5730420691,212,39.4,5730489365,155,,5730420695,1,,5730420685,56,Right,5730420689,141,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326657,705,1,2,80,38,bsykw9d70ffqe9atosc92n1e9,0,26.5,76.4,2025-05-16T17:40:54.303Z,2025-05-16T17:40:55Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5730420757,141,74.2,5730420761,213,6.12,5730420763,1,,5730420751,157,,5730420755,140,35.1,5730420753,56,Back,5730420759,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326689,648,1,2,80,40,btaf9fuj3xctycyjeqwereaow,0,69.8,20.3,2025-05-16T17:40:56.019Z,2025-05-16T17:40:57Z,c57cmqsy5y46vndbsqq3pyu7e,R. Dzabic,,,5730420929,213,5.80,5730420923,140,74.5,5730420925,141,16.5,5730420927,212,5.6,5730420921,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326681,706,8,2,80,40,bsykw9d70ffqe9atosc92n1e9,1,27.5,80.9,2025-05-16T17:40:56.647Z,2025-05-16T17:40:56Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5730420887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326725,649,1,2,80,42,btaf9fuj3xctycyjeqwereaow,1,70.6,21.6,2025-05-16T17:40:58.139Z,2025-05-16T17:41:01Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,,5730421121,141,28.2,5730421117,56,Center,5730421125,213,2.36,5730421119,140,66.3,5730421123,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326755,650,1,2,80,45,btaf9fuj3xctycyjeqwereaow,1,66.7,26.1,2025-05-16T17:41:01.250Z,2025-05-16T18:05:04Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5730421235,141,13.4,5730421231,56,Right,5730421233,140,71.2,5730421239,213,5.21,5730421237,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326817,651,1,2,80,47,btaf9fuj3xctycyjeqwereaow,1,71.2,13.4,2025-05-16T17:41:02.963Z,2025-05-16T17:41:06Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5730421515,56,Center,5730421521,212,12.1,5730421517,140,61.4,5730421519,141,22.7,5730421523,213,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326829,652,61,2,80,50,btaf9fuj3xctycyjeqwereaow,1,59.3,14.4,2025-05-16T17:41:06.021Z,2025-05-16T17:41:07Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5730421617,238,,5730421569,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815326859,653,5,2,80,51,btaf9fuj3xctycyjeqwereaow,0,54.4,-1.4,2025-05-16T17:41:07.699Z,2025-05-16T18:18:10Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5730421687,56,Right,5730522779,233,709,5730421689,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815327121,709,5,2,80,51,bsykw9d70ffqe9atosc92n1e9,1,45.6,101.4,2025-05-16T17:41:07.699Z,2025-05-16T18:18:09Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5730423075,56,Back,5730423077,347,,5730522729,233,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815327143,710,1,2,81,10,bsykw9d70ffqe9atosc92n1e9,0,47.3,100.0,2025-05-16T17:41:26.184Z,2025-05-16T17:41:27Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5730423163,1,,5730423157,141,83.5,5730423203,238,,5730423161,213,5.83,5730423153,56,Left,5730423159,212,28.4,5730423155,140,71.6,5730423151,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815327243,655,1,2,81,15,btaf9fuj3xctycyjeqwereaow,1,34.0,21.8,2025-05-16T17:41:30.787Z,2025-05-16T17:41:35Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5730423689,141,25.3,5730423691,212,16.1,5730423693,213,0.15,5730423685,56,Back,5730423687,140,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815327253,656,50,2,81,19,btaf9fuj3xctycyjeqwereaow,1,44.8,26.6,2025-05-16T17:41:34.930Z,2025-05-16T18:04:05Z,c57cmqsy5y46vndbsqq3pyu7e,R. Dzabic,,,5730487539,233,835,5730423741,56,Back,5730486161,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338649,835,7,2,81,19,bsykw9d70ffqe9atosc92n1e9,1,55.2,73.4,2025-05-16T17:41:34.931Z,2025-05-16T18:04:04Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5730487493,56,Center,5730487495,285,,5730487509,233,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815327281,711,1,2,81,20,bsykw9d70ffqe9atosc92n1e9,0,56.1,70.9,2025-05-16T17:41:36.095Z,2025-05-16T17:41:37Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5730423935,141,59.7,5730423931,56,Center,5730423933,140,55.5,5730423939,212,7.6,5730423943,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338733,836,50,2,81,21,bsykw9d70ffqe9atosc92n1e9,1,53.4,58.2,2025-05-16T17:41:37.728Z,2025-05-16T18:04:10Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5730487963,56,Center,5730487965,286,,5730488007,233,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338621,781,7,2,81,22,btaf9fuj3xctycyjeqwereaow,0,46.6,41.8,2025-05-16T17:41:37.729Z,2025-05-16T18:04:12Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5730487329,56,Back,5730487983,233,836,5730487331,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815327373,713,1,2,81,24,bsykw9d70ffqe9atosc92n1e9,1,47.2,47.6,2025-05-16T17:41:39.959Z,2025-05-16T18:04:52Z,894tj8rg0i6kl4zvlok803949,S. Bjørshol,,,5730424353,56,Center,5730424359,212,19.4,5730424357,141,48.8,5730424355,140,65.7,5730424361,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815327379,714,1,2,81,25,bsykw9d70ffqe9atosc92n1e9,0,65.6,48.8,2025-05-16T17:41:40.751Z,2025-05-16T18:19:23Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5730424393,141,34.3,5730424397,213,5.19,5730424389,56,Center,5730424395,212,11.1,5730424391,140,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815327347,657,8,2,81,25,btaf9fuj3xctycyjeqwereaow,1,33.6,84.5,2025-05-16T17:41:41.627Z,2025-05-16T17:41:41Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5730424261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815327395,659,1,2,81,27,btaf9fuj3xctycyjeqwereaow,1,33.9,84.7,2025-05-16T17:41:42.752Z,2025-05-16T18:04:11Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5730424465,213,0.62,5730424451,56,Back,5730424455,140,40.6,5730424463,212,8.6,5730424459,141,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815327485,660,4,2,81,35,btaf9fuj3xctycyjeqwereaow,1,72.2,80.7,2025-05-16T17:41:50.858Z,2025-05-16T18:16:01Z,csoy01ylfrp2o2jso18oohmvo,D. Tibell,,,5730425035,13,,5730425039,152,,5730425041,265,,5730425037,56,Left,5730425105,233,715,5730425043,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815327495,715,4,2,81,35,bsykw9d70ffqe9atosc92n1e9,0,27.8,19.3,2025-05-16T17:41:50.859Z,2025-05-16T18:16:02Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5730425059,56,Back,5730425127,233,660,5730425061,152,,5730425057,13,,5730425065,285,,5730425063,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815328281,663,17,2,81,40,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-05-16T17:41:56.605Z,2025-05-16T17:43:25Z,,,,,5730429395,184,,5730430521,189,,5730429393,31,,5730429399,283,e8l40711f42bseuk7vtlwq221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815327977,661,27,2,82,16,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-05-16T17:42:32.306Z,2025-05-16T18:15:46Z,,,,,5730524641,233,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815328173,716,27,2,82,16,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-05-16T17:42:32.306Z,2025-05-16T18:18:36Z,,,,,5730524613,233,661,5730536361,41,Injury,5730536363,53,aeq6jlhgxpnkywoc20kp8tvu2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815328159,662,28,2,82,41,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-05-16T17:42:57.723Z,2025-05-16T18:15:47Z,,,,,5730524715,233,718,5730428695,55,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815328183,717,43,2,82,41,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-05-16T17:42:57.723Z,2025-05-16T17:43:06Z,,,,,5730428833,55,716,5730428879,233,662,5730429219,144,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815328215,718,28,2,82,41,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-05-16T17:42:57.723Z,2025-05-16T18:15:46Z,,,,,5730429041,55,716,5730524679,233,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815328571,664,1,2,82,58,btaf9fuj3xctycyjeqwereaow,1,74.1,87.2,2025-05-16T17:43:14.521Z,2025-05-16T17:43:30Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5730430923,152,,5730430917,2,,5730430925,56,Center,5730430931,212,33.0,5730430927,140,90.7,5730430929,141,46.0,5730430921,155,,5730430919,5,,5730430935,1,,5730430933,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815328381,719,4,2,83,0,bsykw9d70ffqe9atosc92n1e9,1,10.2,56.0,2025-05-16T17:43:16.119Z,2025-05-16T18:18:39Z,894tj8rg0i6kl4zvlok803949,S. Bjørshol,,,5730536565,295,,5730523191,233,665,5730429987,152,,5730429991,285,,5730429985,56,Back,5730429983,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815328581,665,4,2,83,0,btaf9fuj3xctycyjeqwereaow,0,89.8,44.0,2025-05-16T17:43:16.120Z,2025-05-16T18:16:32Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5730431021,56,Center,5730431023,152,,5730523215,233,719,5730431027,286,,5730431019,13,,5730434625,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815328851,720,1,2,83,32,bsykw9d70ffqe9atosc92n1e9,0,12.1,55.7,2025-05-16T17:43:48.424Z,2025-05-16T17:43:51Z,9trvbmdwo8fkndwjz9mr1bfmx,K. Klaesson,,,5730432451,56,Center,5730432445,5,,5730432455,141,52.1,5730432449,152,,5730432459,213,6.24,5730432453,140,64.1,5730432461,1,,5730432447,157,,5730432457,212,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815328911,667,1,2,83,36,btaf9fuj3xctycyjeqwereaow,0,44.5,57.2,2025-05-16T17:43:52.243Z,2025-05-16T17:43:55Z,csoy01ylfrp2o2jso18oohmvo,D. Tibell,,,5730432761,213,0.11,5730432757,141,64.9,5730432763,1,,5730432751,155,,5730432755,140,88.1,5730432759,212,46.1,5730432753,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815329089,722,1,2,83,49,bsykw9d70ffqe9atosc92n1e9,1,10.1,37.1,2025-05-16T17:44:05.256Z,2025-05-16T17:44:07Z,9trvbmdwo8fkndwjz9mr1bfmx,K. Klaesson,,,5730433785,123,,5730433789,140,23.5,5730433793,212,22.0,5730433787,56,Back,5730433795,213,0.88,5730433791,141,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
