id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2797251603,596,19,2,86,36,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-04-06T14:15:25.103Z,2025-04-06T15:46:58Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5630574807,44,Defender,5630705173,292,4,5630577611,293,5,5631092671,41,,5630574805,59,5,5630574803,145,5,5630574809,55,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797251809,1019,1,2,86,50,6oxoag5c6zbnn09wx08vz4iak,0,61.1,0.0,2025-04-06T14:15:38.484Z,2025-04-06T14:15:40Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5630575971,189,,5630575837,140,80.9,5630575835,56,Right,5630575843,213,0.28,5630575867,238,,5630575841,212,21.6,5630575833,107,,5630575845,1,,5630575839,141,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797251897,599,1,2,86,53,80hgdmpkvdrhw1ge9nks2kxvy,0,18.9,91.4,2025-04-06T14:15:41.236Z,2025-04-06T14:15:44Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5630576327,213,6.05,5630576319,56,Center,5630576321,140,79.3,5630576317,157,,5630576325,212,65.2,5630576323,141,69.1,5630576329,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797252359,1022,1,2,87,11,6oxoag5c6zbnn09wx08vz4iak,0,8.5,43.5,2025-04-06T14:15:59.925Z,2025-04-06T14:16:05Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5630578727,140,59.9,5630578731,212,54.3,5630578721,198,,5630578735,1,,5630578733,213,6.18,5630578729,141,35.0,5630578723,56,Center,5630578719,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797252405,600,44,2,87,16,80hgdmpkvdrhw1ge9nks2kxvy,1,39.3,64.8,2025-04-06T14:16:04.996Z,2025-04-06T14:40:56Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5630579021,233,1023,5630578991,56,Back,5630578993,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797252373,1023,44,2,87,16,6oxoag5c6zbnn09wx08vz4iak,0,60.7,35.2,2025-04-06T14:16:04.997Z,2025-04-06T14:40:56Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5630578809,56,Center,5630579075,233,600,5630578811,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797252431,601,1,2,87,17,80hgdmpkvdrhw1ge9nks2kxvy,1,38.0,64.6,2025-04-06T14:16:05.763Z,2025-04-06T14:38:51Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5630579133,140,47.2,5630579139,213,0.61,5630579129,3,,5630579131,56,Back,5630579135,141,74.5,5630579137,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797252445,603,1,2,87,20,80hgdmpkvdrhw1ge9nks2kxvy,0,47.2,74.5,2025-04-06T14:16:08.195Z,2025-04-06T14:16:09Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5630579211,213,4.72,5630579207,141,62.1,5630579205,140,47.3,5630579209,212,8.4,5630579203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797252493,1025,1,2,87,22,6oxoag5c6zbnn09wx08vz4iak,1,54.1,25.0,2025-04-06T14:16:11.100Z,2025-04-06T14:16:12Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5630579537,213,1.77,5630579527,140,53.5,5630579525,56,Center,5630579529,141,29.6,5630579533,212,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797252513,1026,1,2,87,24,6oxoag5c6zbnn09wx08vz4iak,1,53.5,29.6,2025-04-06T14:16:12.205Z,2025-04-06T14:16:14Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5630579655,212,25.6,5630579647,56,Back,5630579661,213,2.41,5630579653,141,54.7,5630579649,140,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797252547,1027,1,2,87,25,6oxoag5c6zbnn09wx08vz4iak,1,35.3,54.7,2025-04-06T14:16:13.873Z,2025-04-06T14:16:15Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5630579785,140,40.1,5630579787,141,21.3,5630579783,56,Back,5630579789,212,23.3,5630579791,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797252585,1028,1,2,87,27,6oxoag5c6zbnn09wx08vz4iak,1,40.1,19.5,2025-04-06T14:16:15.285Z,2025-04-06T14:16:18Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5630579991,212,18.7,5630579983,56,Right,5630579985,140,55.9,5630579987,141,6.7,5630579993,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797252629,1029,1,2,87,29,6oxoag5c6zbnn09wx08vz4iak,1,53.3,7.6,2025-04-06T14:16:17.988Z,2025-04-06T14:16:22Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5630580317,141,24.6,5630580321,213,2.70,5630580319,212,27.2,5630580313,56,Back,5630580315,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797252663,1030,1,2,87,33,6oxoag5c6zbnn09wx08vz4iak,1,35.9,39.8,2025-04-06T14:16:21.956Z,2025-04-06T14:16:25Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5630580585,140,33.7,5630580587,141,84.7,5630580591,213,1.65,5630580583,56,Back,5630580589,212,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797252719,1031,1,2,87,36,6oxoag5c6zbnn09wx08vz4iak,1,33.7,84.7,2025-04-06T14:16:24.868Z,2025-04-06T14:16:27Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5630580839,212,11.3,5630580833,56,Back,5630580841,213,0.74,5630580835,140,41.6,5630580837,141,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797252793,1032,1,2,87,39,6oxoag5c6zbnn09wx08vz4iak,1,38.2,93.4,2025-04-06T14:16:27.540Z,2025-04-06T14:16:30Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5630581247,212,19.8,5630581243,140,22.2,5630581249,213,3.70,5630581245,141,78.1,5630581239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797252845,1033,1,2,87,42,6oxoag5c6zbnn09wx08vz4iak,1,20.6,75.4,2025-04-06T14:16:30.684Z,2025-04-06T14:16:34Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5630581579,212,11.3,5630581571,56,Back,5630581581,213,5.17,5630581575,140,25.4,5630581577,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797252875,1034,1,2,87,45,6oxoag5c6zbnn09wx08vz4iak,0,28.3,54.9,2025-04-06T14:16:34.150Z,2025-04-06T14:16:35Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5630581743,140,36.2,5630581749,213,5.10,5630581741,56,Back,5630581745,141,24.6,5630581739,155,,5630581747,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797252907,604,8,2,87,48,80hgdmpkvdrhw1ge9nks2kxvy,1,65.8,79.3,2025-04-06T14:16:37.179Z,2025-04-06T14:16:37Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5630582007,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797252989,606,1,2,87,50,80hgdmpkvdrhw1ge9nks2kxvy,1,71.2,76.7,2025-04-06T14:16:38.563Z,2025-04-06T14:16:42Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5630582479,213,0.21,5630582473,140,87.9,5630582477,212,17.9,5630582475,141,82.3,5630582471,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253017,607,1,2,87,53,80hgdmpkvdrhw1ge9nks2kxvy,0,93.8,82.7,2025-04-06T14:16:41.843Z,2025-04-06T14:16:44Z,4kribchzl5lme5b56pigqdh7u,F. Christensen,,,5630582613,155,,5630582619,141,39.8,5630582615,56,Center,5630582611,2,,5630582623,213,4.63,5630582617,140,91.4,5630582621,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253159,1035,12,2,87,57,6oxoag5c6zbnn09wx08vz4iak,1,9.7,68.6,2025-04-06T14:16:45.909Z,2025-04-06T14:16:53Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5630583445,56,Back,5630583451,212,29.6,5630583447,140,37.2,5630583455,213,0.23,5630583449,141,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253147,608,1,2,88,0,80hgdmpkvdrhw1ge9nks2kxvy,0,61.8,22.1,2025-04-06T14:16:48.467Z,2025-04-06T14:16:52Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5630583389,212,14.1,5630583383,56,Center,5630583391,213,0.17,5630583381,3,,5630583387,141,25.5,5630583385,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253167,1036,3,2,88,4,6oxoag5c6zbnn09wx08vz4iak,0,24.0,85.6,2025-04-06T14:16:52.868Z,2025-04-06T14:16:59Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5630583469,56,Back,5630583471,285,,5630583607,233,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253183,609,7,2,88,4,80hgdmpkvdrhw1ge9nks2kxvy,0,76.0,14.4,2025-04-06T14:16:52.869Z,2025-04-06T14:16:59Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5630583523,56,Right,5630583551,233,1036,5630583525,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253239,1038,1,2,88,6,6oxoag5c6zbnn09wx08vz4iak,1,13.2,95.5,2025-04-06T14:16:54.347Z,2025-04-06T14:16:57Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5630583907,56,Back,5630583909,140,29.0,5630583913,212,16.7,5630583915,213,6.18,5630583911,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253253,1039,61,2,88,9,6oxoag5c6zbnn09wx08vz4iak,1,29.0,93.0,2025-04-06T14:16:57.557Z,2025-04-06T14:16:58Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5630583959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797262639,664,83,2,88,13,80hgdmpkvdrhw1ge9nks2kxvy,0,64.4,5.3,2025-04-06T14:17:01.190Z,2025-04-06T14:26:28Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5630635675,399,1n9924y1nahaf0if575wgwonp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253341,610,83,2,88,14,80hgdmpkvdrhw1ge9nks2kxvy,0,63.0,3.2,2025-04-06T14:17:02.931Z,2025-04-06T14:17:04Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5630584547,399,1n9924y1nahaf0if575wgwonp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253345,1040,4,2,88,14,6oxoag5c6zbnn09wx08vz4iak,1,35.0,95.9,2025-04-06T14:17:02.941Z,2025-04-06T14:40:06Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5630584515,13,,5630584519,152,,5630584517,56,Back,5630584521,265,,5630585585,233,611,5630585589,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253377,611,4,2,88,14,80hgdmpkvdrhw1ge9nks2kxvy,0,65.0,4.1,2025-04-06T14:17:02.942Z,2025-04-06T14:40:06Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5630585633,233,1040,5630584697,56,Right,5630584695,13,,5630585471,285,,5630584701,265,,5630584699,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253495,1041,1,2,88,20,6oxoag5c6zbnn09wx08vz4iak,1,36.5,96.7,2025-04-06T14:17:08.838Z,2025-04-06T14:17:12Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5630585285,155,,5630585303,213,4.67,5630585301,212,51.1,5630585305,1,,5630585283,5,,5630585297,140,34.6,5630585287,196,,5630585299,141,21.6,5630585291,152,,5630585295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253565,1042,1,2,88,24,6oxoag5c6zbnn09wx08vz4iak,0,34.2,21.9,2025-04-06T14:17:12.628Z,2025-04-06T14:17:15Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5630585703,56,Right,5630585709,212,21.8,5630585711,213,5.76,5630585707,141,5.9,5630585705,140,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253571,612,8,2,88,27,80hgdmpkvdrhw1ge9nks2kxvy,1,57.7,91.5,2025-04-06T14:17:15.772Z,2025-04-06T14:17:16Z,8he8k86ayqx3x5ee2a0jsfuy2,Y. Paintsil,,,5630585727,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253587,613,5,2,88,28,80hgdmpkvdrhw1ge9nks2kxvy,0,61.1,101.4,2025-04-06T14:17:16.556Z,2025-04-06T14:50:07Z,8he8k86ayqx3x5ee2a0jsfuy2,Y. Paintsil,,,5630585773,56,Left,5630585775,347,,5630586209,233,1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253657,1043,5,2,88,28,6oxoag5c6zbnn09wx08vz4iak,1,38.9,-1.4,2025-04-06T14:17:16.556Z,2025-04-06T14:50:06Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5630586139,56,Back,5630586141,347,,5630586157,233,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253729,1044,1,2,88,31,6oxoag5c6zbnn09wx08vz4iak,1,38.9,0.0,2025-04-06T14:17:19.683Z,2025-04-06T14:17:24Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5630586585,107,,5630586589,140,26.7,5630586593,212,17.7,5630586587,56,Back,5630586595,213,2.38,5630586591,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253817,1045,1,2,88,36,6oxoag5c6zbnn09wx08vz4iak,1,16.9,22.3,2025-04-06T14:17:24.348Z,2025-04-06T14:17:28Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5630587031,213,1.71,5630587027,141,57.9,5630587025,140,13.7,5630587029,212,24.4,5630587023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253933,1046,1,2,88,39,6oxoag5c6zbnn09wx08vz4iak,1,13.1,61.6,2025-04-06T14:17:27.843Z,2025-04-06T14:17:32Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5630587581,56,Back,5630587587,212,25.5,5630587585,141,94.7,5630587589,213,1.08,5630587583,140,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797254025,1047,1,2,88,44,6oxoag5c6zbnn09wx08vz4iak,1,26.1,94.2,2025-04-06T14:17:32.355Z,2025-04-06T14:17:38Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5630588063,56,Left,5630588069,212,25.8,5630588071,213,6.14,5630588065,140,50.4,5630588067,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797253995,614,4,2,88,48,80hgdmpkvdrhw1ge9nks2kxvy,1,50.2,11.6,2025-04-06T14:17:36.690Z,2025-04-06T14:40:07Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5630588163,152,,5630588155,295,,5630588395,233,1048,5630588151,13,,5630588159,56,Right,5630588167,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797254033,1048,4,2,88,48,6oxoag5c6zbnn09wx08vz4iak,0,49.8,88.4,2025-04-06T14:17:36.691Z,2025-04-06T14:40:07Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5630588369,13,,5630588377,285,,5630588371,295,,5630588375,152,,5630588373,56,Back,5630588427,233,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797254519,615,1,2,89,7,80hgdmpkvdrhw1ge9nks2kxvy,1,56.1,18.6,2025-04-06T14:17:56.123Z,2025-04-06T14:18:02Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5630590747,56,Left,5630590751,141,93.2,5630590753,212,67.1,5630590745,152,,5630590739,5,,5630590749,140,98.0,5630590755,213,0.86,5630590757,1,,5630590741,155,,5630590743,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797254529,616,61,2,89,14,80hgdmpkvdrhw1ge9nks2kxvy,0,98.0,93.2,2025-04-06T14:18:02.298Z,2025-04-06T14:18:02Z,8he8k86ayqx3x5ee2a0jsfuy2,Y. Paintsil,,,5630590777,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797254555,617,5,2,89,15,80hgdmpkvdrhw1ge9nks2kxvy,0,100.7,88.1,2025-04-06T14:18:03.501Z,2025-04-06T14:50:07Z,8he8k86ayqx3x5ee2a0jsfuy2,Y. Paintsil,,,5630590895,56,Left,5630590899,346,,5630702551,233,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797254771,1050,5,2,89,15,6oxoag5c6zbnn09wx08vz4iak,1,-0.7,11.9,2025-04-06T14:18:03.501Z,2025-04-06T14:50:07Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5630592085,56,Back,5630592087,346,,5630702515,233,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797254821,1051,1,2,89,30,6oxoag5c6zbnn09wx08vz4iak,1,4.2,46.2,2025-04-06T14:18:18.475Z,2025-04-06T14:18:19Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5630592345,124,,5630592349,140,7.6,5630592355,213,4.89,5630592347,56,Back,5630592351,141,16.2,5630592359,237,,5630592353,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797254851,1052,1,2,89,31,6oxoag5c6zbnn09wx08vz4iak,1,7.2,16.0,2025-04-06T14:18:19.499Z,2025-04-06T14:18:21Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5630592507,212,13.5,5630592505,141,8.3,5630592501,56,Back,5630592509,213,5.88,5630592503,140,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797255005,1053,1,2,89,32,6oxoag5c6zbnn09wx08vz4iak,1,20.5,7.8,2025-04-06T14:18:21.027Z,2025-04-06T14:18:30Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5630593417,213,0.32,5630593407,155,,5630593411,140,54.0,5630593415,212,37.1,5630593413,141,25.0,5630593419,1,,5630593409,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797255061,1054,1,2,89,42,6oxoag5c6zbnn09wx08vz4iak,1,67.3,26.6,2025-04-06T14:18:30.570Z,2025-04-06T14:18:33Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5630593733,141,48.2,5630593729,56,Center,5630593731,140,65.1,5630593735,212,14.9,5630593737,213,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797255077,1055,1,2,89,45,6oxoag5c6zbnn09wx08vz4iak,1,65.1,48.5,2025-04-06T14:18:33.410Z,2025-04-06T14:18:34Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5630593801,212,6.6,5630593799,141,41.1,5630593795,56,Center,5630593803,213,4.00,5630593797,140,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797255127,1056,1,2,89,45,6oxoag5c6zbnn09wx08vz4iak,1,61.1,41.1,2025-04-06T14:18:34.179Z,2025-04-06T14:18:36Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5630594027,140,67.4,5630594025,56,Left,5630594031,212,32.4,5630594035,1,,5630594033,213,1.36,5630594029,141,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797255179,1057,1,2,89,48,6oxoag5c6zbnn09wx08vz4iak,1,67.6,85.4,2025-04-06T14:18:36.258Z,2025-04-06T14:18:38Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5630594297,141,73.6,5630594289,56,Center,5630594301,213,5.14,5630594299,212,8.8,5630594293,140,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797255219,1058,1,2,89,50,6oxoag5c6zbnn09wx08vz4iak,1,75.1,74.8,2025-04-06T14:18:38.780Z,2025-04-06T14:18:41Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5630594537,213,6.27,5630594535,212,12.3,5630594531,140,86.8,5630594529,56,Center,5630594533,141,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797255243,1059,1,2,89,52,6oxoag5c6zbnn09wx08vz4iak,1,87.1,76.7,2025-04-06T14:18:41.106Z,2025-04-06T14:18:42Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5630594695,212,10.9,5630594691,140,89.1,5630594693,141,92.5,5630594697,213,1.38,5630594689,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797255289,1060,1,2,89,54,6oxoag5c6zbnn09wx08vz4iak,1,89.1,92.5,2025-04-06T14:18:42.370Z,2025-04-06T14:18:46Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5630595007,213,3.43,5630595005,212,10.1,5630594997,140,79.9,5630594991,56,Left,5630595001,141,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797255319,618,45,2,89,57,80hgdmpkvdrhw1ge9nks2kxvy,0,27.2,8.2,2025-04-06T14:18:46.058Z,2025-04-06T15:21:02Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5630595135,285,,5630595183,233,1061,5630595133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797255309,1061,3,2,89,57,6oxoag5c6zbnn09wx08vz4iak,1,72.8,91.8,2025-04-06T14:18:46.058Z,2025-04-06T15:21:02Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5630595083,56,Left,5630595165,233,618,5630595085,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797255355,1062,1,2,89,58,6oxoag5c6zbnn09wx08vz4iak,1,79.5,91.0,2025-04-06T14:18:46.827Z,2025-04-06T14:18:48Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5630595299,212,4.6,5630595293,56,Left,5630595295,140,83.8,5630595297,141,90.0,5630595301,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797260535,1125,70,2,89,59,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-04-06T14:18:47.190Z,2025-04-06T14:24:06Z,,,,,5630623979,277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797255359,1063,61,2,89,59,6oxoag5c6zbnn09wx08vz4iak,1,83.8,90.0,2025-04-06T14:18:47.714Z,2025-04-06T14:25:51Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5630595309,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797255371,619,43,2,90,1,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-04-06T14:18:49.452Z,2025-04-06T14:25:43Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5630595361,56,Back,5630631801,144,74,5630595365,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797255463,620,1,2,90,3,80hgdmpkvdrhw1ge9nks2kxvy,1,20.8,4.4,2025-04-06T14:18:51.506Z,2025-04-06T14:18:53Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5630595869,213,0.40,5630595863,140,42.1,5630595861,56,Back,5630595859,157,,5630595865,141,18.2,5630595871,1,,5630595867,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797255471,621,3,2,90,5,80hgdmpkvdrhw1ge9nks2kxvy,0,42.5,16.2,2025-04-06T14:18:53.394Z,2025-04-06T14:40:31Z,3bmh3ork0ei2hrqy1yq0lpwk4,D. Braut,,,5630595899,56,Back,5630595901,286,,5630596191,233,1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797255509,1064,7,2,90,5,6oxoag5c6zbnn09wx08vz4iak,1,57.5,83.8,2025-04-06T14:18:53.395Z,2025-04-06T14:40:31Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5630596135,233,621,5630596087,285,,5630596085,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
