id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2823851435,796,7,2,78,26,45v50owpvshpijizwwlcw4lni,0,28.4,7.2,2025-06-22T14:05:46.968Z,2025-06-22T14:29:40Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5777919407,285,,5777919463,167,,5777919435,233,606,5777919405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851419,607,50,2,78,26,8q6cv8g4bd3xdl7m88kll16na,1,73.6,90.9,2025-06-22T14:05:47.540Z,2025-06-22T14:40:09Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5777941301,286,,5777941309,233,912,5777919325,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823855067,912,7,2,78,27,45v50owpvshpijizwwlcw4lni,1,26.4,9.1,2025-06-22T14:05:47.541Z,2025-06-22T14:40:02Z,9fu1wk5unisycn8mt5j1p04ph,F. Gulbrandsen,,,5777939599,285,,5777941305,233,607,5777939597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823855369,788,61,2,78,28,8q6cv8g4bd3xdl7m88kll16na,1,65.7,91.8,2025-06-22T14:05:48.541Z,2025-06-22T14:40:04Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5777941337,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851425,608,5,2,78,30,8q6cv8g4bd3xdl7m88kll16na,0,71.2,101.4,2025-06-22T14:05:50.809Z,2025-06-22T14:05:57Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5777919355,347,,5777919501,233,797,5777919353,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851449,797,5,2,78,32,45v50owpvshpijizwwlcw4lni,1,27.8,-1.1,2025-06-22T14:05:52.683Z,2025-06-22T14:05:57Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5777919477,56,Back,5777919497,233,608,5777919479,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851453,798,1,2,78,32,45v50owpvshpijizwwlcw4lni,1,30.8,0.0,2025-06-22T14:05:53.179Z,2025-06-22T14:05:56Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5777919483,107,,5777919485,56,Back,5777919493,213,2.27,5777919487,140,22.9,5777919491,212,12.9,5777919489,141,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851459,799,1,2,78,35,45v50owpvshpijizwwlcw4lni,1,16.2,17.7,2025-06-22T14:05:55.851Z,2025-06-22T14:05:59Z,4348ovvnom9gdbun5vjntlg5,M. Bjørnbak,,,5777919529,213,1.56,5777919527,212,20.7,5777919521,56,Back,5777919525,141,48.2,5777919523,140,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851483,800,1,2,78,39,45v50owpvshpijizwwlcw4lni,1,26.8,60.3,2025-06-22T14:05:59.874Z,2025-06-22T14:06:07Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5777919629,140,43.8,5777919635,213,0.19,5777919633,212,18.2,5777919631,141,65.4,5777919627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851477,609,83,2,78,43,8q6cv8g4bd3xdl7m88kll16na,0,57.2,34.5,2025-06-22T14:06:04.311Z,2025-06-22T14:06:08Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5777919685,399,5w0p51an11m21e5hnpjtukx04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851489,801,4,2,78,46,45v50owpvshpijizwwlcw4lni,1,39.9,50.2,2025-06-22T14:06:07.186Z,2025-06-22T14:06:11Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5777919703,233,610,5777919677,152,,5777919673,13,,5777919675,56,Back,5777919681,286,,5777919679,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851485,610,4,2,78,46,8q6cv8g4bd3xdl7m88kll16na,0,60.9,50.8,2025-06-22T14:06:07.187Z,2025-06-22T14:06:10Z,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,5777919695,56,Center,5777919693,13,,5777919699,265,,5777919697,152,,5777919707,233,801,5777919701,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851503,802,1,2,78,49,45v50owpvshpijizwwlcw4lni,1,38.7,47.2,2025-06-22T14:06:10.419Z,2025-06-22T14:06:15Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5777919743,56,Back,5777919739,5,,5777919745,140,37.8,5777919741,152,,5777919751,213,4.59,5777919747,141,36.0,5777919749,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851505,803,1,2,78,54,45v50owpvshpijizwwlcw4lni,1,39.8,40.7,2025-06-22T14:06:15.362Z,2025-06-22T14:06:17Z,4348ovvnom9gdbun5vjntlg5,M. Bjørnbak,,,5777919755,56,Back,5777919759,141,71.8,5777919763,213,1.17,5777919757,140,48.4,5777919761,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851519,804,1,2,78,57,45v50owpvshpijizwwlcw4lni,1,53.8,67.3,2025-06-22T14:06:17.611Z,2025-06-22T14:06:22Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5777919855,212,17.0,5777919849,56,Back,5777919851,140,49.9,5777919857,213,4.47,5777919853,141,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851543,805,1,2,79,1,45v50owpvshpijizwwlcw4lni,1,60.6,37.6,2025-06-22T14:06:22.436Z,2025-06-22T14:06:26Z,4348ovvnom9gdbun5vjntlg5,M. Bjørnbak,,,5777919955,56,Center,5777919959,141,59.9,5777919963,213,1.81,5777919957,140,57.1,5777919961,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851563,806,1,2,79,6,45v50owpvshpijizwwlcw4lni,1,60.8,59.3,2025-06-22T14:06:26.642Z,2025-06-22T14:06:29Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5777920061,212,17.2,5777920057,140,56.4,5777920063,213,4.44,5777920059,141,34.9,5777920055,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851569,807,1,2,79,8,45v50owpvshpijizwwlcw4lni,1,61.3,25.0,2025-06-22T14:06:29.242Z,2025-06-22T14:06:33Z,4348ovvnom9gdbun5vjntlg5,M. Bjørnbak,,,5777920095,140,74.3,5777920093,56,Right,5777920101,213,5.48,5777920099,212,19.6,5777920097,141,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851577,611,45,2,79,12,8q6cv8g4bd3xdl7m88kll16na,0,24.8,89.4,2025-06-22T14:06:33.370Z,2025-06-22T14:40:07Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5777920249,285,,5777920137,56,Back,5777920281,233,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851575,808,3,2,79,12,45v50owpvshpijizwwlcw4lni,1,75.8,11.7,2025-06-22T14:06:33.370Z,2025-06-22T14:06:43Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5777920133,56,Right,5777920251,233,611,5777920135,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851585,809,1,2,79,13,45v50owpvshpijizwwlcw4lni,1,79.1,15.8,2025-06-22T14:06:34.186Z,2025-06-22T14:07:27Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5777920185,212,9.5,5777920179,56,Center,5777920181,140,81.0,5777920183,141,29.4,5777920187,213,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851587,810,1,2,79,14,45v50owpvshpijizwwlcw4lni,1,78.3,28.9,2025-06-22T14:06:34.651Z,2025-06-22T14:07:25Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,1.0,,5777920197,140,88.1,5777920819,154,,5777920817,210,16,5777920821,22,,5777920203,213,0.03,5777920199,141,29.4,5777920193,168,,5777920201,212,10.3,5777920195,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851655,811,16,2,79,15,45v50owpvshpijizwwlcw4lni,1,87.7,36.2,2025-06-22T14:06:35.941Z,2025-06-22T15:29:56Z,10jjf6ittt34mqsrihtotv1g4,D. Daga,,,5777920567,56,Center,5777920853,231,49.1,5777920837,81,,5777920849,103,28.5,5777920563,22,,5777920841,154,,5777994135,63,,5777920839,29,,5777920639,20,,5777920643,374,5777920843,55,810,5777920909,328,,5777920847,102,5777920851,230,5777920647,375,,,,2025-06-22 15:06:34.983,98.6,79:14.442,48.1,,,,,,,,
2823851781,613,1,2,80,20,8q6cv8g4bd3xdl7m88kll16na,1,49.9,49.6,2025-06-22T14:07:40.736Z,2025-06-22T14:07:44Z,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,5777921285,279,G,5777921277,140,37.3,5777921281,212,14.8,5777921279,141,59.3,5777921275,56,Back,5777921283,213,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851783,614,1,2,80,23,8q6cv8g4bd3xdl7m88kll16na,1,37.3,59.3,2025-06-22T14:07:44.263Z,2025-06-22T14:07:45Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5777921295,212,11.4,5777921293,141,75.4,5777921289,56,Back,5777921297,213,1.30,5777921291,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851789,615,1,2,80,24,8q6cv8g4bd3xdl7m88kll16na,1,40.2,75.4,2025-06-22T14:07:45.479Z,2025-06-22T14:07:51Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777921331,141,91.8,5777921327,56,Left,5777921333,212,18.7,5777921335,213,0.64,5777921329,140,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851795,616,1,2,80,31,8q6cv8g4bd3xdl7m88kll16na,1,54.5,91.8,2025-06-22T14:07:51.574Z,2025-06-22T14:07:53Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5777921359,140,25.3,5777921365,213,3.46,5777921363,212,32.3,5777921367,1,,5777921357,56,Back,5777921361,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851797,617,1,2,80,32,8q6cv8g4bd3xdl7m88kll16na,1,25.3,76.7,2025-06-22T14:07:52.999Z,2025-06-22T14:40:06Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5777921379,213,3.68,5777921371,56,Back,5777921377,212,17.3,5777921375,141,63.7,5777921373,140,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851803,618,1,2,80,35,8q6cv8g4bd3xdl7m88kll16na,1,10.9,51.2,2025-06-22T14:07:55.923Z,2025-06-22T14:07:59Z,cpcjoijkj6xhmcbfnyuarh1hx,J. Storevik,,,5777921433,1,,5777921423,56,Back,5777921425,140,48.8,5777921421,155,,5777921431,213,5.85,5777921427,141,24.0,5777921429,212,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851807,619,50,2,80,39,8q6cv8g4bd3xdl7m88kll16na,1,57.0,14.2,2025-06-22T14:07:59.697Z,2025-06-22T14:08:07Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5777921439,56,Right,5777921441,286,,5777921499,233,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851817,812,7,2,80,39,45v50owpvshpijizwwlcw4lni,1,43.0,85.8,2025-06-22T14:07:59.698Z,2025-06-22T14:08:06Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5777921491,285,,5777921493,233,619,5777921489,56,Back,5777921487,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851839,620,5,2,80,39,8q6cv8g4bd3xdl7m88kll16na,1,56.3,-1.7,2025-06-22T14:08:00.344Z,2025-06-22T14:08:10Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5777921603,233,813,5777921601,347,,5777921599,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851833,813,5,2,80,41,45v50owpvshpijizwwlcw4lni,0,44.2,101.7,2025-06-22T14:08:02.019Z,2025-06-22T14:08:09Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5777921575,347,,5777921607,233,620,5777921573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851847,621,1,2,80,48,8q6cv8g4bd3xdl7m88kll16na,1,54.9,0.0,2025-06-22T14:08:08.790Z,2025-06-22T14:08:10Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5777921659,213,0.32,5777921649,107,,5777921651,56,Right,5777921657,212,14.2,5777921655,141,4.9,5777921653,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851851,622,1,2,80,49,8q6cv8g4bd3xdl7m88kll16na,1,67.7,4.9,2025-06-22T14:08:09.871Z,2025-06-22T14:08:10Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5777921667,141,0.1,5777921669,212,7.3,5777921671,213,3.61,5777921663,56,Right,5777921665,140,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851861,623,1,2,80,50,8q6cv8g4bd3xdl7m88kll16na,1,61.5,0.1,2025-06-22T14:08:10.575Z,2025-06-22T14:08:12Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5777921705,212,10.1,5777921699,56,Right,5777921701,140,59.5,5777921707,213,1.78,5777921703,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851863,624,1,2,80,51,8q6cv8g4bd3xdl7m88kll16na,0,59.5,14.6,2025-06-22T14:08:11.880Z,2025-06-22T14:40:14Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5777921719,213,0.01,5777921715,141,14.9,5777921713,140,80.2,5777921717,212,21.7,5777921711,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851857,814,8,2,80,52,45v50owpvshpijizwwlcw4lni,1,32.8,81.8,2025-06-22T14:08:13.482Z,2025-06-22T14:40:17Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5777921693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851873,816,1,2,80,53,45v50owpvshpijizwwlcw4lni,1,38.1,78.5,2025-06-22T14:08:13.737Z,2025-06-22T14:08:15Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5777921787,141,53.1,5777921789,212,20.6,5777921791,213,5.29,5777921783,56,Back,5777921785,140,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851887,817,1,2,80,55,45v50owpvshpijizwwlcw4lni,1,51.0,52.2,2025-06-22T14:08:15.771Z,2025-06-22T14:17:51Z,10jjf6ittt34mqsrihtotv1g4,D. Daga,,,5777921857,213,3.03,5777921853,141,53.4,5777921851,140,44.3,5777921849,56,Back,5777921855,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851889,818,1,2,80,58,45v50owpvshpijizwwlcw4lni,0,42.3,50.9,2025-06-22T14:08:19.367Z,2025-06-22T14:17:50Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5777930335,213,6.24,5777930333,212,2.8,5777930329,140,45.0,5777930339,233,625,5777930343,286,,5777930337,236,,5777930327,56,Back,5777930331,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851883,625,74,2,80,58,8q6cv8g4bd3xdl7m88kll16na,1,51.5,52.1,2025-06-22T14:08:19.368Z,2025-06-22T14:17:50Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5777921835,285,,5777930345,233,818,5777921833,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851897,627,1,2,81,0,8q6cv8g4bd3xdl7m88kll16na,1,46.8,75.4,2025-06-22T14:08:21.088Z,2025-06-22T14:40:11Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777921889,140,64.2,5777921891,141,86.0,5777921887,56,Left,5777921893,212,19.6,5777921895,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851905,628,1,2,81,4,8q6cv8g4bd3xdl7m88kll16na,1,68.7,84.7,2025-06-22T14:08:24.791Z,2025-06-22T14:08:26Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5777921925,56,Center,5777921929,141,78.1,5777921933,213,5.49,5777921931,212,6.3,5777921927,140,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851907,629,1,2,81,5,8q6cv8g4bd3xdl7m88kll16na,0,72.9,78.1,2025-06-22T14:08:25.926Z,2025-06-22T14:08:26Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5777921941,56,Center,5777921943,140,71.5,5777921947,212,4.7,5777921949,213,4.40,5777921945,141,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851915,820,1,2,81,8,45v50owpvshpijizwwlcw4lni,0,22.8,22.4,2025-06-22T14:08:28.757Z,2025-06-22T14:08:29Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5777921977,141,34.2,5777921973,56,Back,5777921975,140,32.4,5777921981,213,0.67,5777921979,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851921,630,4,2,81,10,8q6cv8g4bd3xdl7m88kll16na,1,67.2,63.4,2025-06-22T14:08:31.446Z,2025-06-22T14:08:33Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5777922011,265,,5777922013,286,,5777922007,56,Center,5777922009,152,,5777922005,13,,5777922029,233,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823851923,821,4,2,81,10,45v50owpvshpijizwwlcw4lni,0,32.6,37.2,2025-06-22T14:08:31.447Z,2025-06-22T14:08:33Z,10jjf6ittt34mqsrihtotv1g4,D. Daga,,,5777922025,265,,5777922019,13,,5777922045,233,630,5777922021,56,Back,5777922027,285,,5777922023,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823852095,632,1,2,82,8,8q6cv8g4bd3xdl7m88kll16na,0,69.1,51.8,2025-06-22T14:09:29.286Z,2025-06-22T14:09:31Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5777922967,155,,5777922979,213,6.05,5777922977,212,22.5,5777922969,152,,5777922971,56,Center,5777922975,141,44.3,5777922965,5,,5777922973,140,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823852099,824,12,2,82,11,45v50owpvshpijizwwlcw4lni,1,13.4,57.2,2025-06-22T14:09:31.632Z,2025-06-22T14:09:32Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5777923021,15,,5777923001,141,72.9,5777923005,213,0.62,5777922999,140,27.5,5777922997,56,Back,5777923003,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823852109,825,61,2,82,14,45v50owpvshpijizwwlcw4lni,0,28.4,78.5,2025-06-22T14:09:34.609Z,2025-06-22T14:09:34Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5777923045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823852117,826,83,2,82,18,45v50owpvshpijizwwlcw4lni,0,40.0,88.9,2025-06-22T14:09:38.776Z,2025-06-22T14:09:41Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5777923137,399,d5jihfuxjuw51jgt6k4zhmrmy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823852123,633,1,2,82,18,8q6cv8g4bd3xdl7m88kll16na,1,55.9,10.0,2025-06-22T14:09:38.974Z,2025-06-22T14:09:40Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5777923109,141,20.3,5777923107,140,40.2,5777923111,212,17.9,5777923105,56,Back,5777923113,213,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823852143,634,1,2,82,19,8q6cv8g4bd3xdl7m88kll16na,1,38.1,26.8,2025-06-22T14:09:40.391Z,2025-06-22T14:09:44Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5777923239,212,25.9,5777923237,141,46.1,5777923235,140,16.8,5777923241,213,2.61,5777923233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823852155,635,1,2,82,23,8q6cv8g4bd3xdl7m88kll16na,1,18.2,37.3,2025-06-22T14:09:44.328Z,2025-06-22T14:09:47Z,cpcjoijkj6xhmcbfnyuarh1hx,J. Storevik,,,5777923305,141,12.2,5777923299,155,,5777923303,140,45.8,5777923309,213,5.75,5777923307,212,33.6,5777923311,1,,5777923301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823852179,636,3,2,82,26,8q6cv8g4bd3xdl7m88kll16na,1,48.3,11.4,2025-06-22T14:09:47.455Z,2025-06-22T14:09:53Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5777923455,233,827,5777923435,56,Back,5777923437,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823852165,827,45,2,82,26,45v50owpvshpijizwwlcw4lni,0,52.2,88.4,2025-06-22T14:09:47.455Z,2025-06-22T14:09:53Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5777923461,233,636,5777923359,56,Left,5777923361,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823852195,637,1,2,82,31,8q6cv8g4bd3xdl7m88kll16na,1,51.1,17.0,2025-06-22T14:09:52.335Z,2025-06-22T14:09:57Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5777923529,155,,5777923539,212,45.3,5777923543,1,,5777923537,141,82.4,5777923531,196,,5777923535,140,59.2,5777923533,56,Left,5777923541,213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823852203,638,1,2,82,36,8q6cv8g4bd3xdl7m88kll16na,1,64.2,86.3,2025-06-22T14:09:56.935Z,2025-06-22T14:09:59Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777923575,213,0.20,5777923573,212,4.2,5777923567,56,Left,5777923571,141,87.5,5777923569,140,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823852213,639,1,2,82,39,8q6cv8g4bd3xdl7m88kll16na,1,72.7,85.6,2025-06-22T14:09:59.823Z,2025-06-22T14:10:03Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5777923641,212,4.8,5777923635,56,Left,5777923637,140,76.9,5777923643,213,0.39,5777923639,141,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823852223,640,1,2,82,42,8q6cv8g4bd3xdl7m88kll16na,1,83.2,89.6,2025-06-22T14:10:02.886Z,2025-06-22T14:10:05Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777923681,213,3.39,5777923679,212,9.3,5777923675,140,74.6,5777923673,56,Left,5777923677,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823852237,641,1,2,82,44,8q6cv8g4bd3xdl7m88kll16na,0,73.5,84.5,2025-06-22T14:10:05.166Z,2025-06-22T14:10:07Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5777923753,155,,5777923763,213,5.39,5777923765,1,,5777923755,56,Center,5777923757,140,93.8,5777923761,212,34.2,5777923751,2,,5777923759,141,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823852259,830,1,2,83,4,45v50owpvshpijizwwlcw4lni,1,3.6,52.3,2025-06-22T14:10:25.257Z,2025-06-22T14:11:36Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5777923929,212,10.7,5777923925,140,13.8,5777923923,56,Back,5777923931,213,0.03,5777923927,141,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823852261,831,1,2,83,6,45v50owpvshpijizwwlcw4lni,1,16.2,51.5,2025-06-22T14:10:26.952Z,2025-06-22T14:11:52Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5777924867,140,11.2,5777924871,212,15.2,5777924869,141,30.5,5777924873,213,4.36,5777924865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823852265,832,1,2,83,6,45v50owpvshpijizwwlcw4lni,1,10.7,20.5,2025-06-22T14:10:27.105Z,2025-06-22T14:12:05Z,4348ovvnom9gdbun5vjntlg5,M. Bjørnbak,,,5777925007,140,12.0,5777925011,212,8.4,5777925009,141,32.7,5777925013,213,1.41,5777925005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823852267,833,1,2,83,6,45v50owpvshpijizwwlcw4lni,1,10.3,31.7,2025-06-22T14:10:27.258Z,2025-06-22T14:12:33Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5777925361,56,Back,5777925367,212,34.3,5777925369,213,6.03,5777925371,1,,5777925363,140,41.9,5777925365,141,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
