id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value
2808874485,592,19,2,84,5,crlocdyqyb1fdhck54qxs65rl,1,0.0,0.0,2025-05-02T18:45:24.333Z,2025-05-02T18:45:54Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,5694800429,59,6,5694800435,44,Midfielder,5694800433,293,2,5694800427,145,7,5694800437,55,591,5694800431,292,7,5694800423,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808874213,809,1,2,84,10,4q0b35m26thti4c2on9a3npk0,1,77.1,100.0,2025-05-02T18:45:29.631Z,2025-05-02T18:45:32Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,5694799003,107,,5694799017,1,,5694799011,141,85.8,5694799009,140,59.5,5694799007,56,Left,5694799015,213,3.67,5694799013,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808874367,810,1,2,84,13,4q0b35m26thti4c2on9a3npk0,1,56.9,84.0,2025-05-02T18:45:31.920Z,2025-05-02T18:45:37Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5694799779,141,46.6,5694799775,56,Back,5694799777,140,42.4,5694799783,213,4.17,5694799781,212,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808874475,811,1,2,84,19,4q0b35m26thti4c2on9a3npk0,1,41.6,38.4,2025-05-02T18:45:38.783Z,2025-05-02T18:45:43Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694800391,141,74.6,5694800395,213,1.05,5694800387,56,Center,5694800393,212,28.5,5694800389,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808874523,812,1,2,84,24,4q0b35m26thti4c2on9a3npk0,1,63.4,78.2,2025-05-02T18:45:43.393Z,2025-05-02T18:45:45Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5694800629,140,80.0,5694800635,213,0.56,5694800627,56,Left,5694800633,212,20.5,5694800631,141,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808874621,813,1,2,84,26,4q0b35m26thti4c2on9a3npk0,1,80.1,93.9,2025-05-02T18:45:45.127Z,2025-05-02T18:45:48Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5694801217,141,75.2,5694801221,213,4.11,5694801219,212,15.5,5694801215,140,71.7,5694801213,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808874701,814,1,2,84,29,4q0b35m26thti4c2on9a3npk0,1,71.2,79.3,2025-05-02T18:45:48.408Z,2025-05-02T18:45:53Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5694801625,141,40.0,5694801623,140,63.9,5694801621,56,Center,5694801627,212,27.8,5694801629,213,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808874755,815,1,2,84,34,4q0b35m26thti4c2on9a3npk0,1,63.9,35.7,2025-05-02T18:45:52.807Z,2025-05-02T18:45:54Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694801859,213,1.17,5694801847,56,Center,5694801855,141,53.4,5694801857,212,13.0,5694801851,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808874813,816,1,2,84,35,4q0b35m26thti4c2on9a3npk0,1,68.7,53.4,2025-05-02T18:45:54.439Z,2025-05-02T18:45:56Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,5694802183,56,Center,5694802191,213,4.31,5694802185,140,62.9,5694802189,212,15.5,5694802187,141,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808874875,817,1,2,84,37,4q0b35m26thti4c2on9a3npk0,1,62.9,32.6,2025-05-02T18:45:56.511Z,2025-05-02T18:45:59Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694802529,212,23.8,5694802527,141,65.9,5694802521,56,Center,5694802531,213,1.88,5694802525,140,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808874925,818,1,2,84,40,4q0b35m26thti4c2on9a3npk0,1,56.1,65.8,2025-05-02T18:45:59.008Z,2025-05-02T18:46:01Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,5694802827,141,84.8,5694802829,212,17.5,5694802823,56,Left,5694802831,213,0.83,5694802825,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808874987,819,1,2,84,42,4q0b35m26thti4c2on9a3npk0,1,67.4,84.8,2025-05-02T18:46:01.432Z,2025-05-02T18:46:04Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5694803169,140,67.5,5694803179,213,4.72,5694803175,212,14.6,5694803167,56,Center,5694803171,141,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808875033,820,1,2,84,45,4q0b35m26thti4c2on9a3npk0,0,67.2,63.4,2025-05-02T18:46:04.136Z,2025-05-02T18:46:05Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5694803389,141,59.7,5694803385,56,Center,5694803387,140,75.0,5694803393,213,5.99,5694803391,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808875079,593,8,2,84,47,crlocdyqyb1fdhck54qxs65rl,1,13.3,20.9,2025-05-02T18:46:06.504Z,2025-05-02T18:46:06Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,5694803625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808875155,595,1,2,84,50,crlocdyqyb1fdhck54qxs65rl,1,24.7,53.3,2025-05-02T18:46:08.823Z,2025-05-02T18:46:09Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,5694804029,212,14.4,5694804027,141,53.6,5694804025,140,38.4,5694804031,213,0.01,5694804023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808875191,596,1,2,84,50,crlocdyqyb1fdhck54qxs65rl,1,38.4,53.6,2025-05-02T18:46:09.606Z,2025-05-02T18:46:11Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,5694804179,141,35.2,5694804175,56,Back,5694804183,213,3.89,5694804181,212,18.4,5694804177,140,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808875221,597,1,2,84,52,crlocdyqyb1fdhck54qxs65rl,0,25.6,35.2,2025-05-02T18:46:10.871Z,2025-05-02T19:00:06Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,5694804395,56,Center,5694804401,212,50.8,5694804393,155,,5694804405,1,,5694804403,213,6.18,5694804397,140,73.7,5694804399,141,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808875331,822,1,2,84,54,4q0b35m26thti4c2on9a3npk0,1,39.1,77.8,2025-05-02T18:46:13.743Z,2025-05-02T18:46:16Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5694805095,56,Back,5694805113,213,3.77,5694805115,1,,5694805107,212,32.4,5694805103,141,49.6,5694805099,140,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808875371,823,1,2,84,57,4q0b35m26thti4c2on9a3npk0,0,12.2,47.1,2025-05-02T18:46:16.016Z,2025-05-02T19:02:36Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,5694805309,56,Back,5694805313,141,100.0,5694805315,212,48.3,5694805319,213,0.85,5694805321,1,,5694805305,157,,5694805311,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808875527,598,5,2,84,59,crlocdyqyb1fdhck54qxs65rl,1,58.2,-0.7,2025-05-02T18:46:17.829Z,2025-05-02T19:20:07Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,5694806149,347,,5694806183,233,824,5694806147,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808875383,824,5,2,84,59,4q0b35m26thti4c2on9a3npk0,0,41.8,100.7,2025-05-02T18:46:17.829Z,2025-05-02T19:20:07Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,5694806225,233,598,5694805377,347,,5694805375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808875575,599,1,2,85,6,crlocdyqyb1fdhck54qxs65rl,1,62.6,0.0,2025-05-02T18:46:24.918Z,2025-05-02T18:46:26Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,5694806409,56,Center,5694806407,107,,5694806415,212,21.7,5694806413,141,29.4,5694806419,1,,5694806417,213,1.75,5694806411,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808875593,600,1,2,85,7,crlocdyqyb1fdhck54qxs65rl,1,59.0,29.4,2025-05-02T18:46:25.926Z,2025-05-02T18:46:27Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,5694806503,213,5.11,5694806501,212,18.6,5694806499,141,4.1,5694806495,56,Right,5694806497,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808875635,601,1,2,85,8,crlocdyqyb1fdhck54qxs65rl,1,65.8,4.1,2025-05-02T18:46:27.150Z,2025-05-02T18:46:28Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,5694806717,141,26.4,5694806711,56,Center,5694806721,212,16.2,5694806713,140,71.2,5694806723,213,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808875689,602,1,2,85,9,crlocdyqyb1fdhck54qxs65rl,1,71.2,26.4,2025-05-02T18:46:28.471Z,2025-05-02T18:46:30Z,d9d7ec57xuvrsby6xd45v50r8,W. Osnes-Ringen,,5694806981,212,10.5,5694806983,213,2.98,5694806977,140,61.3,5694806975,56,Center,5694806979,141,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808875741,603,1,2,85,11,crlocdyqyb1fdhck54qxs65rl,1,61.3,28.9,2025-05-02T18:46:30.134Z,2025-05-02T18:46:32Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,5694807261,141,15.3,5694807263,212,22.9,5694807265,213,3.56,5694807259,140,41.4,5694807257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808875881,604,1,2,85,13,crlocdyqyb1fdhck54qxs65rl,1,41.4,15.3,2025-05-02T18:46:32.016Z,2025-05-02T18:46:37Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,5694808005,212,19.8,5694808007,213,1.83,5694808003,141,43.4,5694808001,140,36.6,5694807999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808875943,605,1,2,85,18,crlocdyqyb1fdhck54qxs65rl,1,36.2,48.2,2025-05-02T18:46:36.864Z,2025-05-02T18:46:39Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,5694808317,56,Back,5694808329,213,1.25,5694808319,140,43.9,5694808321,141,84.1,5694808323,212,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808876061,606,1,2,85,20,crlocdyqyb1fdhck54qxs65rl,1,43.9,84.1,2025-05-02T18:46:39.078Z,2025-05-02T18:46:43Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,5694808947,212,10.9,5694808941,56,Back,5694808949,213,1.08,5694808943,140,48.8,5694808945,141,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808876087,607,1,2,85,24,crlocdyqyb1fdhck54qxs65rl,0,55.9,93.6,2025-05-02T18:46:43.054Z,2025-05-02T18:46:44Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,5694809105,212,15.8,5694809107,213,5.83,5694809101,140,69.5,5694809103,141,83.5,5694809099,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808876111,825,8,2,85,26,4q0b35m26thti4c2on9a3npk0,1,60.8,38.6,2025-05-02T18:46:45.272Z,2025-05-02T18:46:45Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694809233,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808876189,608,1,2,85,27,crlocdyqyb1fdhck54qxs65rl,1,64.1,73.5,2025-05-02T18:46:46.318Z,2025-05-02T18:46:47Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,5694809605,56,Center,5694809619,212,7.6,5694809613,141,73.0,5694809609,140,56.9,5694809623,213,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808876165,826,83,2,85,27,4q0b35m26thti4c2on9a3npk0,0,65.5,38.9,2025-05-02T18:46:46.729Z,2025-05-02T18:46:52Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694810153,399,6ybcevijvdov8qj1hxcbw3dd6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808876279,609,1,2,85,28,crlocdyqyb1fdhck54qxs65rl,1,56.2,70.8,2025-05-02T18:46:47.541Z,2025-05-02T18:46:50Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,5694810033,141,54.5,5694810035,212,22.9,5694810029,56,Back,5694810031,140,37.1,5694810037,213,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808876351,610,1,2,85,31,crlocdyqyb1fdhck54qxs65rl,0,42.0,52.8,2025-05-02T18:46:50.559Z,2025-05-02T18:46:54Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,5694810381,212,46.8,5694810371,56,Right,5694810377,141,16.2,5694810369,155,,5694810375,140,79.7,5694810385,1,,5694810383,213,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808876405,827,12,2,85,36,4q0b35m26thti4c2on9a3npk0,1,27.9,81.2,2025-05-02T18:46:55.112Z,2025-05-02T18:46:59Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,5694810689,212,16.5,5694810687,141,95.1,5694810717,15,,5694810683,56,Back,5694810691,213,0.61,5694810685,140,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808876489,611,1,2,85,37,crlocdyqyb1fdhck54qxs65rl,1,77.5,4.9,2025-05-02T18:46:56.486Z,2025-05-02T18:46:59Z,d9d7ec57xuvrsby6xd45v50r8,W. Osnes-Ringen,,5694811071,140,60.0,5694811077,213,3.02,5694811073,141,8.3,5694811075,212,18.5,5694811069,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808876583,612,1,2,85,40,crlocdyqyb1fdhck54qxs65rl,1,59.5,10.6,2025-05-02T18:46:58.830Z,2025-05-02T18:47:02Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,5694811555,212,22.7,5694811557,213,2.36,5694811549,56,Back,5694811553,141,34.0,5694811551,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808876667,613,1,2,85,43,crlocdyqyb1fdhck54qxs65rl,1,43.3,34.3,2025-05-02T18:47:02.318Z,2025-05-02T18:47:05Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,5694811973,56,Back,5694811983,212,24.0,5694811975,140,41.9,5694811979,141,69.6,5694811987,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808876729,614,1,2,85,46,crlocdyqyb1fdhck54qxs65rl,1,41.9,69.6,2025-05-02T18:47:05.751Z,2025-05-02T18:47:08Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,5694812361,212,20.3,5694812363,213,1.27,5694812359,141,98.1,5694812355,56,Back,5694812357,140,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808876791,615,1,2,85,49,crlocdyqyb1fdhck54qxs65rl,0,46.0,94.7,2025-05-02T18:47:08.491Z,2025-05-02T18:47:10Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,5694812689,213,6.13,5694812679,155,,5694812687,212,30.3,5694812681,56,Left,5694812683,140,74.5,5694812685,141,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808876841,829,12,2,85,53,4q0b35m26thti4c2on9a3npk0,1,29.2,9.2,2025-05-02T18:47:12.599Z,2025-05-02T18:47:14Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694813003,56,Back,5694813011,213,5.67,5694813005,140,38.9,5694813143,167,,5694813007,141,0.0,5694813009,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808876973,616,5,2,85,54,crlocdyqyb1fdhck54qxs65rl,1,63.6,101.6,2025-05-02T18:47:13.133Z,2025-05-02T19:11:29Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,5694813739,56,Left,5694813777,233,830,5694813741,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808876861,830,5,2,85,54,4q0b35m26thti4c2on9a3npk0,0,36.4,-1.6,2025-05-02T18:47:13.133Z,2025-05-02T19:20:08Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694813121,347,,5694813119,56,Back,5694813853,233,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808877079,617,1,2,85,58,crlocdyqyb1fdhck54qxs65rl,1,69.8,100.0,2025-05-02T18:47:17.549Z,2025-05-02T18:47:21Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,5694814351,56,Back,5694814359,141,88.3,5694814363,212,36.1,5694814369,1,,5694814355,140,36.6,5694814347,107,,5694814367,213,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808877191,618,1,2,86,2,crlocdyqyb1fdhck54qxs65rl,1,36.4,88.0,2025-05-02T18:47:21.334Z,2025-05-02T18:47:26Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,5694815115,212,16.0,5694815113,141,64.5,5694815109,56,Back,5694815117,213,4.62,5694815111,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808877355,619,1,2,86,7,crlocdyqyb1fdhck54qxs65rl,1,34.3,62.6,2025-05-02T18:47:26.245Z,2025-05-02T18:47:33Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,5694816093,212,13.7,5694816087,56,Back,5694816095,213,0.24,5694816089,140,47.0,5694816091,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808877455,620,1,2,86,14,crlocdyqyb1fdhck54qxs65rl,1,54.2,58.4,2025-05-02T18:47:32.927Z,2025-05-02T18:47:37Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,5694816621,213,1.63,5694816619,212,15.5,5694816617,141,81.1,5694816615,140,53.3,5694816613,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808877507,621,1,2,86,18,crlocdyqyb1fdhck54qxs65rl,1,53.7,81.1,2025-05-02T18:47:36.885Z,2025-05-02T18:47:38Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,5694816901,212,24.5,5694816903,213,4.72,5694816889,56,Center,5694816897,141,45.1,5694816893,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808877551,622,1,2,86,19,crlocdyqyb1fdhck54qxs65rl,1,53.8,45.1,2025-05-02T18:47:38.725Z,2025-05-02T18:47:41Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,5694817087,141,57.6,5694817089,212,8.9,5694817091,213,1.87,5694817083,56,Center,5694817085,140,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808877571,623,1,2,86,22,crlocdyqyb1fdhck54qxs65rl,1,51.3,57.6,2025-05-02T18:47:41.309Z,2025-05-02T18:47:42Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,5694817209,213,5.08,5694817207,212,9.3,5694817201,56,Center,5694817203,140,54.5,5694817205,141,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808877655,624,1,2,86,23,crlocdyqyb1fdhck54qxs65rl,1,54.5,44.9,2025-05-02T18:47:42.624Z,2025-05-02T18:47:45Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,5694817531,56,Right,5694817537,212,22.6,5694817539,213,5.09,5694817533,140,62.5,5694817535,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808877729,625,1,2,86,26,crlocdyqyb1fdhck54qxs65rl,1,61.7,12.3,2025-05-02T18:47:45.214Z,2025-05-02T18:47:47Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,5694817909,212,15.5,5694817905,140,75.0,5694817911,213,0.45,5694817907,141,22.1,5694817903,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808877743,626,50,2,86,28,crlocdyqyb1fdhck54qxs65rl,1,69.8,22.8,2025-05-02T18:47:47.527Z,2025-05-02T18:47:53Z,d9d7ec57xuvrsby6xd45v50r8,W. Osnes-Ringen,,5694817991,286,,5694817987,56,Center,5694818235,233,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808877775,832,7,2,86,28,4q0b35m26thti4c2on9a3npk0,0,30.2,77.2,2025-05-02T18:47:47.528Z,2025-05-02T19:02:12Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5694818135,285,,5694818133,56,Back,5694818173,233,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808877905,627,1,2,86,31,crlocdyqyb1fdhck54qxs65rl,1,65.1,32.1,2025-05-02T18:47:50.062Z,2025-05-02T18:48:04Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,1.0,5694818785,140,75.7,5694818791,213,0.56,5694818783,56,Center,5694818789,212,13.2,5694819899,154,,5694818781,155,,5694819897,210,13,5694818787,141,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808877915,628,13,2,86,35,crlocdyqyb1fdhck54qxs65rl,1,83.2,32.8,2025-05-02T18:47:54.133Z,2025-05-02T18:48:04Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,5694818821,22,,5694819949,230,99.1,5694819927,29,,5694819943,103,94.4,5694819227,20,,5694819941,102,38.8,5694819929,154,,5694818823,63,,5694818825,56,Center,5694819925,81,5694819951,231,48.7,5694819931,55,,627,,,,,,,,,,,,,,,
2808877943,629,5,2,86,35,crlocdyqyb1fdhck54qxs65rl,0,100.8,35.7,2025-05-02T18:47:54.161Z,2025-05-02T19:20:09Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,5694820939,233,833,5694819005,56,Center,5694819007,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808878283,833,5,2,86,35,4q0b35m26thti4c2on9a3npk0,1,-0.8,64.3,2025-05-02T18:47:54.161Z,2025-05-02T19:20:08Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5694820751,346,,5694820749,56,Back,5694820873,233,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808878383,630,18,2,87,1,crlocdyqyb1fdhck54qxs65rl,1,0.0,0.0,2025-05-02T18:48:20.658Z,2025-05-02T18:48:24Z,iuf92spli9o5l8r9ftooufah,M. Mawa,,5694821301,59,10,5694821299,44,Forward,5694821517,55,631,5694821297,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808878409,631,19,2,87,1,crlocdyqyb1fdhck54qxs65rl,1,0.0,0.0,2025-05-02T18:48:20.659Z,2025-05-02T18:48:24Z,2w7qb6w4qcogyuvgi31rfv85w,J. Gonstad,,5694821427,293,1,5694821433,55,630,5694821421,145,9,5694821415,42,,5694821425,292,9,5694821423,59,20,5694821431,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808878845,835,1,2,87,15,4q0b35m26thti4c2on9a3npk0,1,3.2,53.7,2025-05-02T18:48:33.952Z,2025-05-02T18:48:37Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,5694823737,124,,5694823751,1,,5694823745,141,86.6,5694823743,140,68.2,5694823755,74,,5694823749,213,0.32,5694823741,56,Left,5694823747,212,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808878859,836,44,2,87,18,4q0b35m26thti4c2on9a3npk0,1,70.6,86.2,2025-05-02T18:48:36.804Z,2025-05-02T19:19:30Z,biibwjyc33yv901fetordsv84,N. Semmen,,5694823945,233,632,5694823811,56,Left,5694823813,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808878819,632,44,2,87,18,crlocdyqyb1fdhck54qxs65rl,0,29.4,13.8,2025-05-02T18:48:36.805Z,2025-05-02T19:19:31Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,5694823629,285,,5694823985,233,836,5694823625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808878871,837,1,2,87,18,4q0b35m26thti4c2on9a3npk0,0,68.2,86.6,2025-05-02T18:48:37.031Z,2025-05-02T19:11:48Z,biibwjyc33yv901fetordsv84,N. Semmen,,5694823895,213,4.23,5694823885,3,,5694823887,56,Center,5694823891,141,61.9,5694823893,212,19.0,5694823889,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808878937,633,1,2,87,21,crlocdyqyb1fdhck54qxs65rl,0,26.6,40.0,2025-05-02T18:48:40.157Z,2025-05-02T18:48:41Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,5694824317,1,,5694824311,141,19.7,5694824305,155,,5694824309,140,71.0,5694824307,56,Right,5694824315,213,6.00,5694824313,212,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808879013,838,1,2,87,23,4q0b35m26thti4c2on9a3npk0,1,31.3,75.5,2025-05-02T18:48:42.033Z,2025-05-02T18:48:44Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,5694824745,140,9.9,5694824751,212,26.9,5694824747,141,53.7,5694824741,56,Back,5694824755,213,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808879115,839,1,2,87,24,4q0b35m26thti4c2on9a3npk0,1,9.9,53.7,2025-05-02T18:48:43.792Z,2025-05-02T18:48:49Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,5694825341,141,46.5,5694825347,213,6.19,5694825349,1,,5694825335,157,,5694825339,140,57.8,5694825343,212,50.5,5694825337,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
