id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2820753371,688,1,2,78,7,6oxoag5c6zbnn09wx08vz4iak,1,25.6,30.7,2025-06-01T16:39:23.860Z,2025-06-01T16:39:29Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5760518617,213,0.32,5760518615,212,9.7,5760518611,140,34.4,5760518613,141,35.2,5760518609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753385,689,1,2,78,13,6oxoag5c6zbnn09wx08vz4iak,1,40.2,28.8,2025-06-01T16:39:29.492Z,2025-06-01T16:39:32Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5760518681,212,15.1,5760518677,140,49.4,5760518675,56,Back,5760518679,141,11.7,5760518683,213,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753441,690,1,2,78,15,6oxoag5c6zbnn09wx08vz4iak,1,51.7,11.4,2025-06-01T16:39:31.964Z,2025-06-01T16:39:40Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5760519025,213,0.55,5760519023,212,8.0,5760519017,56,Right,5760519019,140,58.2,5760519021,141,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753423,695,83,2,78,22,uqspd1bx7f6mq8ohj50u1k1k,0,39.6,61.8,2025-06-01T16:39:38.642Z,2025-06-01T16:39:46Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5760519297,399,dyv2c0ne9bp3bpqa20a7a8ydw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753465,691,1,2,78,24,6oxoag5c6zbnn09wx08vz4iak,1,69.1,39.5,2025-06-01T16:39:40.644Z,2025-06-01T16:39:44Z,dyv2c0ne9bp3bpqa20a7a8ydw,L. Remmem,,,5760519161,140,72.4,5760519163,141,75.6,5760519159,56,Center,5760519167,213,1.43,5760519165,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753497,692,1,2,78,27,6oxoag5c6zbnn09wx08vz4iak,0,75.7,76.9,2025-06-01T16:39:43.812Z,2025-06-01T16:39:46Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5760519325,56,Center,5760519349,213,5.57,5760519331,140,96.5,5760519345,212,28.9,5760519339,141,49.1,5760519317,2,,5760519321,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753747,697,1,2,78,47,uqspd1bx7f6mq8ohj50u1k1k,1,11.6,48.1,2025-06-01T16:40:03.858Z,2025-06-01T16:42:48Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5760520743,212,20.0,5760520737,56,Back,5760520789,189,,5760520735,123,,5760520741,141,63.7,5760520739,140,27.8,5760520745,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820755769,719,61,2,78,48,uqspd1bx7f6mq8ohj50u1k1k,1,27.8,72.7,2025-06-01T16:40:04.913Z,2025-06-01T16:43:19Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5760532453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753789,693,3,2,78,51,6oxoag5c6zbnn09wx08vz4iak,0,75.2,36.7,2025-06-01T16:40:08.051Z,2025-06-01T17:15:08Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5760532371,233,698,5760532297,56,Center,5760532299,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753781,698,7,2,78,51,uqspd1bx7f6mq8ohj50u1k1k,1,24.8,63.3,2025-06-01T16:40:08.052Z,2025-06-01T17:15:08Z,15823p8n34f7coivq6wq687is,W. Igor,,,5760532177,285,,5760520937,56,Back,5760532333,233,693,5760520949,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753813,699,1,2,78,53,uqspd1bx7f6mq8ohj50u1k1k,1,21.5,70.2,2025-06-01T16:40:09.674Z,2025-06-01T16:40:13Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5760521135,141,92.3,5760521139,213,1.32,5760521137,212,15.5,5760521133,140,25.1,5760521131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753825,700,1,2,78,56,uqspd1bx7f6mq8ohj50u1k1k,1,31.5,90.3,2025-06-01T16:40:13.018Z,2025-06-01T16:40:14Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5760521189,141,87.7,5760521185,56,Back,5760521187,140,44.6,5760521193,213,6.16,5760521191,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753831,701,1,2,78,57,uqspd1bx7f6mq8ohj50u1k1k,0,44.6,87.7,2025-06-01T16:40:13.993Z,2025-06-01T16:40:16Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5760521287,236,,5760521209,140,51.8,5760521213,141,87.7,5760521289,233,694,5760521207,56,Left,5760521293,286,,5760521221,213,0.00,5760521217,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753839,694,74,2,78,57,6oxoag5c6zbnn09wx08vz4iak,1,44.4,8.0,2025-06-01T16:40:13.994Z,2025-06-01T17:13:28Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5760521279,56,Back,5760521281,285,,5760521317,233,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753847,695,5,2,78,59,6oxoag5c6zbnn09wx08vz4iak,0,53.0,-1.8,2025-06-01T16:40:15.580Z,2025-06-01T17:18:15Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5760521323,56,Right,5760521517,233,702,5760521325,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820753869,702,5,2,78,59,uqspd1bx7f6mq8ohj50u1k1k,1,47.0,101.8,2025-06-01T16:40:15.580Z,2025-06-01T16:40:22Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5760521467,347,,5760521465,56,Back,5760521497,233,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754293,703,1,2,79,41,uqspd1bx7f6mq8ohj50u1k1k,1,41.9,100.0,2025-06-01T16:40:57.626Z,2025-06-01T16:41:00Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5760523967,141,89.4,5760523969,212,25.2,5760523965,140,64.6,5760523963,56,Left,5760523973,1,,5760523971,213,5.96,5760523961,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754299,704,44,2,79,43,uqspd1bx7f6mq8ohj50u1k1k,1,67.0,87.4,2025-06-01T16:41:00.044Z,2025-06-01T16:41:04Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5760524035,233,696,5760524001,56,Left,5760524003,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754295,696,44,2,79,43,6oxoag5c6zbnn09wx08vz4iak,0,33.0,12.6,2025-06-01T16:41:00.045Z,2025-06-01T16:41:05Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5760523981,56,Back,5760524055,233,704,5760523983,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754363,705,1,2,79,44,uqspd1bx7f6mq8ohj50u1k1k,1,64.6,89.4,2025-06-01T16:41:00.394Z,2025-06-01T16:41:05Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5760524347,56,Center,5760524349,140,73.7,5760524345,168,,5760524343,3,,5760524351,141,76.4,5760524355,213,5.54,5760524353,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754397,706,1,2,79,46,uqspd1bx7f6mq8ohj50u1k1k,1,75.8,83.5,2025-06-01T16:41:02.921Z,2025-06-01T16:41:07Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5760524545,213,0.45,5760524537,56,Left,5760524543,212,9.9,5760524539,140,84.3,5760524541,141,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754407,707,50,2,79,50,uqspd1bx7f6mq8ohj50u1k1k,1,87.2,89.3,2025-06-01T16:41:06.758Z,2025-06-01T17:15:09Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5760524577,56,Left,5760524579,286,,5760524635,233,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754403,697,7,2,79,50,6oxoag5c6zbnn09wx08vz4iak,0,12.8,10.7,2025-06-01T16:41:06.759Z,2025-06-01T17:15:09Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5760524571,285,,5760524619,233,707,5760524567,167,,5760524569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754461,709,61,2,79,50,uqspd1bx7f6mq8ohj50u1k1k,1,81.9,95.9,2025-06-01T16:41:06.778Z,2025-06-01T17:00:54Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5760524839,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754409,698,5,2,79,51,6oxoag5c6zbnn09wx08vz4iak,1,15.4,-1.5,2025-06-01T16:41:07.541Z,2025-06-01T16:41:18Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5760524881,233,708,5760524591,347,,5760524589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754449,708,5,2,79,51,uqspd1bx7f6mq8ohj50u1k1k,0,84.6,101.5,2025-06-01T16:41:07.541Z,2025-06-01T17:18:15Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5760524803,56,Left,5760524805,347,,5760524871,233,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754567,699,1,2,80,1,6oxoag5c6zbnn09wx08vz4iak,0,18.3,0.0,2025-06-01T16:41:17.540Z,2025-06-01T16:41:18Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5760525387,212,11.1,5760525389,213,0.39,5760525385,141,4.9,5760525381,56,Back,5760525383,140,28.1,5760525375,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754593,710,1,2,80,3,uqspd1bx7f6mq8ohj50u1k1k,0,64.3,89.3,2025-06-01T16:41:19.625Z,2025-06-01T16:41:21Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5760525561,141,87.2,5760525557,56,Left,5760525559,140,77.8,5760525555,3,,5760525563,212,14.2,5760525565,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754599,700,1,2,80,4,6oxoag5c6zbnn09wx08vz4iak,0,21.9,7.3,2025-06-01T16:41:20.515Z,2025-06-01T16:41:22Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5760525605,213,5.89,5760525597,56,Back,5760525603,212,15.1,5760525595,3,,5760525601,141,0.0,5760525599,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754603,701,5,2,80,6,6oxoag5c6zbnn09wx08vz4iak,0,32.5,-1.0,2025-06-01T16:41:22.356Z,2025-06-01T17:18:16Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5760525621,347,,5760525619,56,Back,5760525775,233,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754623,711,5,2,80,6,uqspd1bx7f6mq8ohj50u1k1k,1,67.5,101.0,2025-06-01T16:41:22.356Z,2025-06-01T17:18:16Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5760525751,347,,5760525749,56,Left,5760525769,233,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754717,712,1,2,80,15,uqspd1bx7f6mq8ohj50u1k1k,1,68.2,100.0,2025-06-01T16:41:31.897Z,2025-06-01T16:41:34Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5760526327,213,5.61,5760526325,212,15.7,5760526321,140,79.9,5760526319,56,Left,5760526323,141,87.4,5760526317,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754727,713,1,2,80,17,uqspd1bx7f6mq8ohj50u1k1k,0,76.7,94.5,2025-06-01T16:41:34.057Z,2025-06-01T16:41:35Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,,5760526367,141,92.9,5760526365,140,81.8,5760526407,286,,5760526369,212,5.5,5760526403,233,702,5760526363,56,Left,5760526371,213,6.08,5760526401,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754721,702,74,2,80,17,6oxoag5c6zbnn09wx08vz4iak,1,21.7,10.9,2025-06-01T16:41:34.058Z,2025-06-01T16:41:36Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5760526415,233,713,5760526341,285,,5760526339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754733,703,5,2,80,19,6oxoag5c6zbnn09wx08vz4iak,0,19.5,-1.8,2025-06-01T16:41:35.211Z,2025-06-01T17:18:17Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5760526595,233,714,5760526443,347,,5760526441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754753,714,5,2,80,19,uqspd1bx7f6mq8ohj50u1k1k,1,80.5,101.8,2025-06-01T16:41:35.211Z,2025-06-01T17:18:17Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,,5760526527,347,,5760526525,56,Left,5760526581,233,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754777,715,1,2,80,20,uqspd1bx7f6mq8ohj50u1k1k,1,81.0,100.0,2025-06-01T16:41:36.945Z,2025-06-01T16:41:39Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,,5760526703,213,5.17,5760526693,107,,5760526701,212,18.0,5760526695,56,Center,5760526699,141,77.9,5760526697,140,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754791,716,1,2,80,23,uqspd1bx7f6mq8ohj50u1k1k,1,89.4,79.9,2025-06-01T16:41:39.313Z,2025-06-01T16:41:41Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5760526771,212,13.2,5760526773,213,3.01,5760526765,56,Left,5760526769,141,82.4,5760526767,140,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754797,717,4,2,80,25,uqspd1bx7f6mq8ohj50u1k1k,1,77.7,73.5,2025-06-01T16:41:41.345Z,2025-06-01T17:13:16Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,,5760527175,233,705,5760527115,265,,5760526811,286,,5760527111,13,,5760527113,152,,5760526809,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754823,704,43,2,80,25,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-06-01T16:41:41.346Z,2025-06-01T16:42:12Z,dyv2c0ne9bp3bpqa20a7a8ydw,L. Remmem,,,5760526959,56,Back,5760528623,144,7,5760526961,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754827,705,4,2,80,25,6oxoag5c6zbnn09wx08vz4iak,0,22.3,26.5,2025-06-01T16:41:41.346Z,2025-06-01T17:13:16Z,dyv2c0ne9bp3bpqa20a7a8ydw,L. Remmem,,,5760527081,56,Back,5760527079,13,,5760527087,285,,5760527085,265,,5760527237,233,717,5760527083,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820754919,706,17,2,80,40,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-06-01T16:41:56.178Z,2025-06-01T17:01:39Z,dyv2c0ne9bp3bpqa20a7a8ydw,L. Remmem,,,5760527613,31,,5760588251,393,,5760527621,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820755873,720,1,2,82,1,uqspd1bx7f6mq8ohj50u1k1k,1,80.5,85.9,2025-06-01T16:43:17.985Z,2025-06-01T17:04:50Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5760533061,2,,5760533071,140,91.6,5760533073,141,56.1,5760533063,5,,5760533065,155,,5760533069,56,Center,5760533075,212,23.4,5760533067,152,,5760533077,213,,,,,,,,,,,,,,,5.23,,,,,,,,,,,,,,,
2820767191,861,3,2,82,2,uqspd1bx7f6mq8ohj50u1k1k,0,87.8,53.8,2025-06-01T16:43:18.241Z,2025-06-01T17:15:10Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5760595761,56,Center,5760595763,286,,5760595829,233,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820755897,708,7,2,82,2,6oxoag5c6zbnn09wx08vz4iak,1,12.2,46.2,2025-06-01T16:43:18.242Z,2025-06-01T17:15:10Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5760533179,56,Back,5760595791,233,861,5760533181,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820755933,709,12,2,82,6,6oxoag5c6zbnn09wx08vz4iak,1,10.2,45.2,2025-06-01T16:43:22.498Z,2025-06-01T16:43:25Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5760533327,141,51.0,5760533325,140,54.3,5760533329,212,46.5,5760533331,213,0.08,5760533323,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820755961,721,1,2,82,8,uqspd1bx7f6mq8ohj50u1k1k,1,35.8,36.9,2025-06-01T16:43:24.825Z,2025-06-01T17:04:58Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5760533471,141,45.8,5760533473,212,16.9,5760533467,56,Back,5760533475,213,2.77,5760533469,140,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820755995,722,1,2,82,11,uqspd1bx7f6mq8ohj50u1k1k,1,21.1,51.5,2025-06-01T16:43:27.185Z,2025-06-01T17:05:11Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5760533621,157,,5760533635,213,0.04,5760533639,1,,5760533631,212,30.5,5760533623,56,Center,5760533629,141,53.4,5760533627,140,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756021,723,61,2,82,13,uqspd1bx7f6mq8ohj50u1k1k,1,49.7,52.8,2025-06-01T16:43:30.033Z,2025-06-01T17:05:24Z,15823p8n34f7coivq6wq687is,W. Igor,,,5760533767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756007,710,83,2,82,14,6oxoag5c6zbnn09wx08vz4iak,0,58.8,47.8,2025-06-01T16:43:30.723Z,2025-06-01T16:43:34Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5760533807,399,2vkztwfo5zi3rbsnlmwsgfjvu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756027,724,61,2,82,16,uqspd1bx7f6mq8ohj50u1k1k,1,39.2,47.6,2025-06-01T16:43:32.786Z,2025-06-01T17:05:16Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5760533805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756037,725,1,2,82,17,uqspd1bx7f6mq8ohj50u1k1k,1,37.6,43.4,2025-06-01T16:43:33.721Z,2025-06-01T17:05:30Z,15823p8n34f7coivq6wq687is,W. Igor,,,5760533843,141,33.7,5760533841,140,36.2,5760533839,56,Back,5760533845,212,6.8,5760533847,213,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756133,726,1,2,82,18,uqspd1bx7f6mq8ohj50u1k1k,1,36.2,33.7,2025-06-01T16:43:34.569Z,2025-06-01T16:43:45Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5760534491,56,Back,5760534497,212,20.6,5760534495,141,5.9,5760534499,213,5.13,5760534493,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756137,727,3,2,82,29,uqspd1bx7f6mq8ohj50u1k1k,0,83.4,10.2,2025-06-01T16:43:45.441Z,2025-06-01T16:43:51Z,d0phfsg3amx6r0xblx5wia9k9,F. Nyenetue,,,5760534521,56,Right,5760534671,233,711,5760534525,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756157,711,7,2,82,29,6oxoag5c6zbnn09wx08vz4iak,1,16.6,89.8,2025-06-01T16:43:45.442Z,2025-06-01T16:43:50Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5760534621,285,,5760534619,56,Back,5760534657,233,727,5760534617,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756161,712,6,2,82,30,6oxoag5c6zbnn09wx08vz4iak,0,16.1,89.6,2025-06-01T16:43:46.865Z,2025-06-01T17:17:30Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5760534897,75,,5760535135,233,728,5760534895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756151,728,6,2,82,30,uqspd1bx7f6mq8ohj50u1k1k,1,83.9,10.4,2025-06-01T16:43:46.865Z,2025-06-01T17:17:29Z,d0phfsg3amx6r0xblx5wia9k9,F. Nyenetue,,,5760534743,56,Right,5760534745,75,,5760535097,233,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756479,729,1,2,82,55,uqspd1bx7f6mq8ohj50u1k1k,0,99.5,0.5,2025-06-01T16:44:11.898Z,2025-06-01T16:44:17Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5760536437,2,,5760536441,155,,5760536439,6,,5760536453,213,1.75,5760536673,233,713,5760536455,1,,5760536451,212,32.3,5760536443,224,,5760536445,56,5760536449,141,47.2,5760536447,140,94.1,,,,,,,,,Center,,,,,,,,,,,,,,,
2820756509,713,41,2,82,59,6oxoag5c6zbnn09wx08vz4iak,0,3.4,47.9,2025-06-01T16:44:15.689Z,2025-06-01T16:44:17Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5760536617,212,19.1,5760536619,213,0.89,5760536615,141,69.7,5760536697,233,729,5760536613,140,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756585,730,1,2,83,0,uqspd1bx7f6mq8ohj50u1k1k,1,77.5,29.8,2025-06-01T16:44:16.776Z,2025-06-01T16:44:21Z,d0phfsg3amx6r0xblx5wia9k9,F. Nyenetue,,,5760537105,56,Right,5760537113,213,4.78,5760537109,141,14.3,5760537111,212,10.6,5760537107,140,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756551,714,83,2,83,3,6oxoag5c6zbnn09wx08vz4iak,0,17.6,78.2,2025-06-01T16:44:19.377Z,2025-06-01T16:44:22Z,dyv2c0ne9bp3bpqa20a7a8ydw,L. Remmem,,,5760537159,399,94s19kazaywfzrg007vsha6wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756589,731,1,2,83,5,uqspd1bx7f6mq8ohj50u1k1k,1,76.9,18.9,2025-06-01T16:44:21.409Z,2025-06-01T16:44:22Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5760537139,140,88.9,5760537141,141,12.0,5760537137,56,Right,5760537143,212,13.4,5760537145,213,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756623,732,1,2,83,8,uqspd1bx7f6mq8ohj50u1k1k,0,92.8,11.3,2025-06-01T16:44:24.545Z,2025-06-01T16:44:26Z,d0phfsg3amx6r0xblx5wia9k9,F. Nyenetue,,,5760537363,233,715,5760537301,56,Right,5760537367,286,,5760537307,212,4.9,5760537305,141,18.2,5760537361,236,,5760537309,213,1.85,5760537299,155,,5760537297,2,5760537303,140,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756629,715,12,2,83,8,6oxoag5c6zbnn09wx08vz4iak,1,5.7,86.8,2025-06-01T16:44:24.645Z,2025-06-01T16:44:26Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5760537343,56,Back,5760537397,233,732,5760537341,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756643,716,6,2,83,10,6oxoag5c6zbnn09wx08vz4iak,0,6.8,84.8,2025-06-01T16:44:26.441Z,2025-06-01T17:17:30Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5760537487,73,,5760537485,56,Back,5760537579,233,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756647,733,6,2,83,10,uqspd1bx7f6mq8ohj50u1k1k,1,93.2,15.2,2025-06-01T16:44:26.441Z,2025-06-01T16:44:31Z,d0phfsg3amx6r0xblx5wia9k9,F. Nyenetue,,,5760537569,233,716,5760537539,56,Right,5760537541,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820756803,734,1,2,83,28,uqspd1bx7f6mq8ohj50u1k1k,0,99.5,0.5,2025-06-01T16:44:44.552Z,2025-06-01T16:44:46Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5760538331,155,,5760538343,213,1.80,5760538329,6,,5760538327,2,,5760538333,224,,5760538337,140,93.0,5760538335,56,Center,5760538341,212,30.0,5760538339,141,,,,,,,,,,,,,,,43.4,,,,,,,,,,,,,,,
