id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId
2810485175,672,18,2,62,57,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-04T16:22:21.542Z,2025-05-04T16:26:34Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5703530723,42,,5703530727,59,6,5703530725,44,Midfielder,5703530777,55,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485181,673,19,2,62,57,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-04T16:22:21.543Z,2025-05-04T18:00:10Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5703538963,293,4,5704008179,292,5,5703530755,55,672,5703530753,44,Midfielder,5703530749,145,7,5703530745,42,,5703530751,59,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810483513,634,1,2,62,58,80hgdmpkvdrhw1ge9nks2kxvy,1,49.9,50.0,2025-05-04T16:22:22.291Z,2025-05-04T18:02:18Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5703521233,212,3.1,5703521237,279,G,5703521231,141,52.4,5703521227,56,Back,5703521239,278,,5703521229,140,47.4,5703521235,213,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810483535,635,1,2,62,59,80hgdmpkvdrhw1ge9nks2kxvy,1,47.8,53.7,2025-05-04T16:22:23.490Z,2025-05-04T18:02:20Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703521345,213,4.51,5703521337,56,Back,5703521341,141,40.0,5703521339,140,46.0,5703521343,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810483573,636,1,2,63,0,80hgdmpkvdrhw1ge9nks2kxvy,1,46.0,40.0,2025-05-04T16:22:24.482Z,2025-05-04T18:03:43Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5703521545,212,11.3,5703521539,56,Back,5703521541,140,35.6,5703521543,141,44.2,5703521547,213,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810483627,637,1,2,63,1,80hgdmpkvdrhw1ge9nks2kxvy,1,31.1,45.4,2025-05-04T16:22:25.442Z,2025-05-04T18:02:32Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703521829,56,Back,5703521835,212,23.8,5703521831,140,49.7,5703521833,141,25.3,5703521837,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810483645,638,3,2,63,2,80hgdmpkvdrhw1ge9nks2kxvy,0,56.4,27.4,2025-05-04T16:22:26.842Z,2025-05-04T18:02:02Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5703521953,286,,5703522085,233,695,5703521951,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810483651,695,7,2,63,3,btaf9fuj3xctycyjeqwereaow,1,43.6,72.6,2025-05-04T16:22:27.843Z,2025-05-04T18:01:51Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5703522065,233,638,5703521983,56,Back,5703521987,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810483659,696,1,2,63,4,btaf9fuj3xctycyjeqwereaow,0,39.5,68.4,2025-05-04T16:22:28.630Z,2025-05-04T18:01:42Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5703522041,141,75.3,5703522045,213,1.64,5703522037,56,Back,5703522039,140,39.2,5703522043,212,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810483703,639,1,2,63,5,80hgdmpkvdrhw1ge9nks2kxvy,1,67.1,7.4,2025-05-04T16:22:29.386Z,2025-05-04T18:01:44Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5703522333,141,37.1,5703522337,213,0.88,5703522331,140,83.1,5703522327,155,,5703522335,212,26.3,5703522329,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810483715,640,50,2,63,6,80hgdmpkvdrhw1ge9nks2kxvy,1,89.0,34.8,2025-05-04T16:22:30.554Z,2025-05-04T17:10:23Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5703522379,56,Center,5703523433,233,697,5703523339,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810483771,697,7,2,63,6,btaf9fuj3xctycyjeqwereaow,1,11.0,65.2,2025-05-04T16:22:30.555Z,2025-05-04T17:10:22Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5703522703,285,,5703523397,233,640,5703522701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810483793,699,1,2,63,11,btaf9fuj3xctycyjeqwereaow,0,6.1,87.2,2025-05-04T16:22:35.750Z,2025-05-04T16:22:36Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5703522857,141,100.0,5703522859,212,21.0,5703522853,56,Back,5703522861,213,0.50,5703522851,155,,5703522855,140,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810483875,641,5,2,63,12,80hgdmpkvdrhw1ge9nks2kxvy,1,76.6,-2.0,2025-05-04T16:22:36.280Z,2025-05-04T17:57:34Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5703523321,347,,5703523319,56,Right,5703523371,233,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810483797,700,5,2,63,12,btaf9fuj3xctycyjeqwereaow,0,23.4,102.0,2025-05-04T16:22:36.280Z,2025-05-04T17:57:35Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5703522867,347,,5703522865,56,Back,5703523413,233,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810483959,642,1,2,63,22,80hgdmpkvdrhw1ge9nks2kxvy,1,79.6,0.0,2025-05-04T16:22:46.817Z,2025-05-04T16:22:49Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5703523827,212,14.5,5703523823,140,67.1,5703523821,56,Right,5703523819,107,,5703523829,213,2.70,5703523825,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810483989,643,1,2,63,25,80hgdmpkvdrhw1ge9nks2kxvy,1,67.1,7.6,2025-05-04T16:22:49.738Z,2025-05-04T16:22:51Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5703523981,140,56.7,5703523987,213,2.57,5703523983,141,17.9,5703523979,56,Right,5703523985,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484031,644,1,2,63,27,80hgdmpkvdrhw1ge9nks2kxvy,1,58.9,20.0,2025-05-04T16:22:51.626Z,2025-05-04T16:22:54Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703524189,56,Center,5703524195,212,9.4,5703524197,213,0.71,5703524193,141,29.1,5703524191,140,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484119,645,4,2,63,30,80hgdmpkvdrhw1ge9nks2kxvy,1,66.2,29.4,2025-05-04T16:22:54.362Z,2025-05-04T16:23:05Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703524697,56,Center,5703524729,233,701,5703524701,265,,5703524695,13,,5703524699,152,,5703524703,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484071,701,4,2,63,30,btaf9fuj3xctycyjeqwereaow,0,33.8,70.6,2025-05-04T16:22:54.363Z,2025-05-04T16:25:00Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,,,5703524469,285,,5703524465,152,,5703524467,265,,5703524463,56,Back,5703524763,233,645,5703524461,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484167,646,1,2,63,39,80hgdmpkvdrhw1ge9nks2kxvy,1,67.6,26.4,2025-05-04T16:23:03.690Z,2025-05-04T17:04:10Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703525015,56,Center,5703525019,141,33.3,5703525011,5,,5703525021,212,5.8,5703525013,152,,5703525023,213,2.19,5703525017,140,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484185,647,1,2,63,41,80hgdmpkvdrhw1ge9nks2kxvy,1,61.6,30.6,2025-05-04T16:23:06.178Z,2025-05-04T16:23:07Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703525133,141,17.6,5703525139,213,4.74,5703525135,212,8.8,5703525129,56,Right,5703525131,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484201,648,1,2,63,43,80hgdmpkvdrhw1ge9nks2kxvy,1,61.2,17.1,2025-05-04T16:23:07.410Z,2025-05-04T16:23:09Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5703525247,56,Right,5703525255,213,5.58,5703525249,140,70.7,5703525253,212,13.1,5703525251,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484233,649,1,2,63,44,80hgdmpkvdrhw1ge9nks2kxvy,0,68.0,7.0,2025-05-04T16:23:09.018Z,2025-05-04T16:23:11Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5703525455,141,5.0,5703525451,56,Right,5703525453,140,84.5,5703525459,213,6.20,5703525457,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484301,703,1,2,63,49,btaf9fuj3xctycyjeqwereaow,0,21.2,92.0,2025-05-04T16:23:13.405Z,2025-05-04T16:23:15Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5703525813,1,,5703525807,141,71.1,5703525809,212,38.7,5703525803,56,Center,5703525811,213,5.91,5703525805,140,55.5,5703525801,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484361,650,1,2,63,55,80hgdmpkvdrhw1ge9nks2kxvy,1,42.7,35.4,2025-05-04T16:23:19.384Z,2025-05-04T16:58:38Z,fbk14d79iikagip25ncya0ut,R. Kristiansen,,,5703526143,56,Back,5703709393,212,14.9,5703709391,141,14.1,5703709389,140,39.3,5703709395,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484365,651,1,2,63,55,80hgdmpkvdrhw1ge9nks2kxvy,1,35.9,15.2,2025-05-04T16:23:19.545Z,2025-05-04T16:58:54Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703710329,213,0.80,5703710325,212,15.5,5703710323,141,31.5,5703526173,56,Back,5703710321,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484369,652,1,2,63,55,80hgdmpkvdrhw1ge9nks2kxvy,1,46.0,28.9,2025-05-04T16:23:19.681Z,2025-05-04T16:59:04Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703710801,212,19.9,5703526191,56,Back,5703710803,213,3.18,5703710799,141,27.8,5703710797,140,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484383,653,43,2,63,55,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-04T16:23:19.823Z,2025-05-04T16:59:16Z,8he8k86ayqx3x5ee2a0jsfuy2,Y. Paintsil,,,5703711437,144,61,5703526247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484469,654,1,2,63,57,80hgdmpkvdrhw1ge9nks2kxvy,1,34.6,52.1,2025-05-04T16:23:22.073Z,2025-05-04T16:23:28Z,fbk14d79iikagip25ncya0ut,R. Kristiansen,,,5703526811,213,1.14,5703526801,56,Back,5703526805,140,44.7,5703526807,141,86.0,5703526809,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484489,655,1,2,64,3,80hgdmpkvdrhw1ge9nks2kxvy,1,59.9,92.6,2025-05-04T16:23:28.025Z,2025-05-04T16:59:21Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5703526927,141,83.0,5703526929,212,7.6,5703526931,213,4.18,5703526923,56,Left,5703526925,140,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484523,656,1,2,64,5,80hgdmpkvdrhw1ge9nks2kxvy,1,57.1,83.8,2025-05-04T16:23:29.682Z,2025-05-04T16:23:32Z,fbk14d79iikagip25ncya0ut,R. Kristiansen,,,5703527103,56,Left,5703527109,212,11.7,5703527107,141,93.5,5703527105,140,66.3,5703527111,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484555,657,1,2,64,8,80hgdmpkvdrhw1ge9nks2kxvy,1,67.5,92.7,2025-05-04T16:23:32.673Z,2025-05-04T16:59:35Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5703527307,140,85.8,5703527313,213,5.94,5703527309,141,82.6,5703527311,212,20.4,5703527305,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484563,658,1,2,64,10,80hgdmpkvdrhw1ge9nks2kxvy,0,89.0,88.6,2025-05-04T16:23:35.185Z,2025-05-04T16:23:36Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5703527383,141,84.1,5703527387,213,4.78,5703527447,286,,5703527379,56,Left,5703527443,233,704,5703527375,2,,5703527381,140,89.2,5703527377,155,,5703527385,212,3.1,5703527441,236,,,,,,,,,,,,,,,,,,,,,
2810484567,704,12,2,64,11,btaf9fuj3xctycyjeqwereaow,1,7.7,14.1,2025-05-04T16:23:35.285Z,2025-05-04T16:26:06Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5703527405,185,,5703527477,233,658,5703527407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484583,705,5,2,64,13,btaf9fuj3xctycyjeqwereaow,0,15.6,-1.4,2025-05-04T16:23:37.248Z,2025-05-04T17:57:35Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5703689547,233,856,5703527505,347,,5703527503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810504559,856,5,2,64,13,80hgdmpkvdrhw1ge9nks2kxvy,1,84.4,101.4,2025-05-04T16:23:37.248Z,2025-05-04T17:57:35Z,,,,,5703689533,233,705,5703689469,347,,5703689467,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484793,661,1,2,64,19,80hgdmpkvdrhw1ge9nks2kxvy,1,87.9,100.0,2025-05-04T16:23:43.952Z,2025-05-04T16:54:00Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5703528507,213,3.82,5703528487,140,72.4,5703528483,56,Left,5703528497,141,82.7,5703689781,107,,5703528501,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484813,662,1,2,64,26,80hgdmpkvdrhw1ge9nks2kxvy,1,73.5,78.7,2025-05-04T16:23:50.728Z,2025-05-04T16:23:51Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5703528573,212,19.4,5703528567,56,Left,5703528575,213,0.39,5703528569,140,90.6,5703528571,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484821,663,50,2,64,27,80hgdmpkvdrhw1ge9nks2kxvy,1,90.4,90.4,2025-05-04T16:23:51.436Z,2025-05-04T16:23:54Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5703528611,286,,5703528609,56,Left,5703528727,233,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484827,706,7,2,64,27,btaf9fuj3xctycyjeqwereaow,1,9.6,9.6,2025-05-04T16:23:51.437Z,2025-05-04T16:23:55Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5703528649,167,,5703528653,285,,5703528705,233,663,5703528651,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484909,664,5,2,64,28,80hgdmpkvdrhw1ge9nks2kxvy,1,90.3,102.0,2025-05-04T16:23:52.228Z,2025-05-04T17:57:36Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5703529199,347,,5703529197,56,Left,5703529221,233,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484833,707,5,2,64,28,btaf9fuj3xctycyjeqwereaow,0,9.7,-2.0,2025-05-04T16:23:52.228Z,2025-05-04T17:57:36Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5703528675,347,,5703529257,233,664,5703528673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484953,665,1,2,64,34,80hgdmpkvdrhw1ge9nks2kxvy,1,90.4,100.0,2025-05-04T16:23:58.481Z,2025-05-04T16:24:02Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5703529465,107,,5703529475,213,3.62,5703529469,140,75.0,5703529473,212,18.2,5703529471,141,89.0,5703529467,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810484985,666,1,2,64,37,80hgdmpkvdrhw1ge9nks2kxvy,1,67.7,84.1,2025-05-04T16:24:02.008Z,2025-05-04T16:24:05Z,fbk14d79iikagip25ncya0ut,R. Kristiansen,,,5703529673,212,8.4,5703529669,140,71.4,5703529675,213,1.09,5703529671,141,95.1,5703529667,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485005,667,1,2,64,40,80hgdmpkvdrhw1ge9nks2kxvy,1,69.4,90.2,2025-05-04T16:24:05.097Z,2025-05-04T16:24:06Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703529793,141,80.8,5703529787,56,Left,5703529797,213,5.31,5703529791,140,73.5,5703529795,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485025,668,1,2,64,42,80hgdmpkvdrhw1ge9nks2kxvy,1,73.5,80.8,2025-05-04T16:24:06.408Z,2025-05-04T16:24:08Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703529891,141,90.8,5703529893,212,10.9,5703529887,56,Left,5703529895,213,0.67,5703529889,140,81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485049,669,1,2,64,44,80hgdmpkvdrhw1ge9nks2kxvy,1,80.8,90.8,2025-05-04T16:24:08.240Z,2025-05-04T16:24:10Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5703530017,140,71.7,5703530023,213,3.08,5703530019,141,91.7,5703530021,212,9.6,5703530015,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485093,670,1,2,64,45,80hgdmpkvdrhw1ge9nks2kxvy,1,65.8,92.7,2025-05-04T16:24:09.937Z,2025-05-04T16:24:13Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703530257,140,67.3,5703530263,213,4.79,5703530259,141,63.6,5703530261,212,19.9,5703530255,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485173,671,1,2,64,49,80hgdmpkvdrhw1ge9nks2kxvy,1,65.5,63.1,2025-05-04T16:24:13.632Z,2025-05-04T17:02:45Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5703530715,141,75.1,5703530711,56,Back,5703530719,213,2.81,5703530713,140,43.1,5703530717,212,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485217,674,1,2,65,3,80hgdmpkvdrhw1ge9nks2kxvy,1,41.7,56.6,2025-05-04T16:24:28.058Z,2025-05-04T17:02:59Z,fbk14d79iikagip25ncya0ut,R. Kristiansen,,,5703726309,141,32.9,5703726313,213,4.55,5703531007,56,Back,5703726305,140,39.2,5703726311,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485227,675,1,2,65,4,80hgdmpkvdrhw1ge9nks2kxvy,1,35.8,32.7,2025-05-04T16:24:28.241Z,2025-05-04T17:03:10Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5703531047,56,Back,5703727029,213,2.62,5703727025,141,44.6,5703727027,212,16.2,5703727023,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485235,676,1,2,65,4,80hgdmpkvdrhw1ge9nks2kxvy,1,22.9,48.9,2025-05-04T16:24:28.368Z,2025-05-04T17:03:21Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5703531085,56,Back,5703727945,213,0.77,5703727937,140,36.3,5703727941,212,19.6,5703727939,141,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485245,677,1,2,65,4,80hgdmpkvdrhw1ge9nks2kxvy,1,25.4,66.4,2025-05-04T16:24:28.856Z,2025-05-04T17:03:41Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703531133,56,Center,5703729165,155,,5703729185,1,,5703729171,140,63.2,5703729173,141,55.0,5703729181,213,6.09,5703729177,212,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810488483,741,83,2,65,9,btaf9fuj3xctycyjeqwereaow,0,24.5,36.3,2025-05-04T16:24:33.339Z,2025-05-04T16:29:10Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5703549509,399,b02g29dknl89wywv3l61fgueh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485295,678,61,2,65,9,80hgdmpkvdrhw1ge9nks2kxvy,1,73.1,55.5,2025-05-04T16:24:33.481Z,2025-05-04T16:24:33Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5703531357,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485333,679,1,2,65,10,80hgdmpkvdrhw1ge9nks2kxvy,1,78.2,60.8,2025-05-04T16:24:34.400Z,2025-05-04T16:24:36Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5703531639,140,91.2,5703531641,141,73.3,5703531637,56,Center,5703531645,213,0.56,5703531643,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485343,680,1,2,65,12,80hgdmpkvdrhw1ge9nks2kxvy,0,90.8,76.4,2025-05-04T16:24:36.472Z,2025-05-04T16:24:37Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5703531695,212,7.7,5703531689,56,Center,5703531691,140,89.8,5703531697,213,4.58,5703531687,155,,5703531693,141,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485361,708,12,2,65,13,btaf9fuj3xctycyjeqwereaow,1,10.6,41.8,2025-05-04T16:24:37.829Z,2025-05-04T16:29:22Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5703531787,140,20.4,5703531793,213,5.80,5703531789,141,33.9,5703531791,212,11.6,5703531815,15,,5703531785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485391,681,1,2,65,14,80hgdmpkvdrhw1ge9nks2kxvy,0,85.4,50.3,2025-05-04T16:24:38.728Z,2025-05-04T16:24:40Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5703532035,213,2.46,5703532029,140,75.1,5703532031,141,63.1,5703532027,56,Center,5703532033,212,13.9,5703532025,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485449,709,1,2,65,17,btaf9fuj3xctycyjeqwereaow,0,28.0,29.1,2025-05-04T16:24:41.557Z,2025-05-04T16:24:44Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5703532345,213,0.67,5703532339,140,59.8,5703532335,157,,5703532337,56,Center,5703532341,141,68.4,5703532343,212,42.8,5703532347,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485559,683,1,2,65,24,80hgdmpkvdrhw1ge9nks2kxvy,1,36.1,17.0,2025-05-04T16:24:48.376Z,2025-05-04T16:24:54Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5703532979,212,17.5,5703532975,140,29.6,5703532977,141,40.7,5703532973,56,Back,5703532981,213,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485569,684,1,2,65,29,80hgdmpkvdrhw1ge9nks2kxvy,1,24.4,42.8,2025-05-04T16:24:53.920Z,2025-05-04T16:24:54Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5703533029,213,0.04,5703533025,141,43.7,5703533027,212,17.3,5703533023,140,40.9,5703533021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485573,685,1,2,65,30,80hgdmpkvdrhw1ge9nks2kxvy,1,40.9,43.7,2025-05-04T16:24:54.728Z,2025-05-04T16:24:55Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5703533047,140,37.8,5703533051,212,14.6,5703533045,56,Back,5703533049,141,64.6,5703533053,213,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485599,686,1,2,65,31,80hgdmpkvdrhw1ge9nks2kxvy,1,37.8,64.6,2025-05-04T16:24:55.687Z,2025-05-04T16:24:58Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703533233,212,14.3,5703533231,141,54.9,5703533229,140,49.9,5703533235,213,5.80,5703533227,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485657,687,1,2,65,33,80hgdmpkvdrhw1ge9nks2kxvy,1,54.2,56.6,2025-05-04T16:24:57.831Z,2025-05-04T16:25:02Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703533575,213,0.87,5703533569,140,74.8,5703533577,1,,5703533573,212,33.5,5703533567,56,Left,5703533571,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485715,688,1,2,65,38,80hgdmpkvdrhw1ge9nks2kxvy,1,78.5,89.9,2025-05-04T16:25:02.351Z,2025-05-04T16:25:26Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5703533951,141,11.9,5703534899,196,,5703533945,155,,5703533949,140,87.0,5703533953,212,53.8,5703533955,213,4.88,5703533947,56,Right,5703534901,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485727,689,1,2,65,45,80hgdmpkvdrhw1ge9nks2kxvy,1,87.5,9.1,2025-05-04T16:25:09.831Z,2025-05-04T16:25:12Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5703534053,140,89.3,5703534059,213,1.14,5703534057,212,4.6,5703534055,141,15.2,5703534051,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
