id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2804707173,734,1,2,83,45,ctvzi2jbl1q6xzq0s3sexj73g,1,20.1,23.7,2025-04-21T18:58:42.317Z,2025-04-21T19:15:35Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671692313,213,0.08,5671692311,212,6.3,5671692305,56,Back,5671692309,141,24.4,5671692307,140,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707179,735,1,2,83,46,ctvzi2jbl1q6xzq0s3sexj73g,0,26.5,7.0,2025-04-21T18:58:43.812Z,2025-04-21T19:33:05Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5671692949,140,59.3,5671692955,213,6.16,5671692947,56,Right,5671692951,141,0.9,5671692953,212,34.7,5671692957,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707181,736,5,2,83,47,ctvzi2jbl1q6xzq0s3sexj73g,0,59.8,-1.4,2025-04-21T18:58:44.281Z,2025-04-21T19:55:02Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671641897,347,,5671641927,233,738,5671641895,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707169,738,5,2,83,47,45v50owpvshpijizwwlcw4lni,1,40.2,101.4,2025-04-21T18:58:44.281Z,2025-04-21T19:55:02Z,10jjf6ittt34mqsrihtotv1g4,D. Daga,,,5671641865,56,Back,5671641911,233,736,5671641867,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707197,739,1,2,83,50,45v50owpvshpijizwwlcw4lni,1,40.1,100.0,2025-04-21T18:58:47.324Z,2025-04-21T18:58:51Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5671642009,140,29.4,5671642007,56,Back,5671642013,212,13.7,5671642011,141,88.9,5671642005,107,,5671642015,213,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707215,740,1,2,83,53,45v50owpvshpijizwwlcw4lni,1,22.8,86.8,2025-04-21T18:58:51.171Z,2025-04-21T18:58:54Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5671642109,56,Back,5671642117,213,4.52,5671642113,141,62.7,5671642111,140,19.7,5671642115,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707253,741,1,2,83,56,45v50owpvshpijizwwlcw4lni,1,19.6,64.0,2025-04-21T18:58:53.883Z,2025-04-21T18:58:57Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5671642293,212,18.6,5671642291,141,90.9,5671642295,213,1.38,5671642287,56,Back,5671642289,140,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707279,742,1,2,84,0,45v50owpvshpijizwwlcw4lni,1,23.0,90.9,2025-04-21T18:58:57.539Z,2025-04-21T18:59:01Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5671642481,140,14.9,5671642483,141,68.4,5671642485,212,17.5,5671642487,213,4.21,5671642479,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707289,743,1,2,84,3,45v50owpvshpijizwwlcw4lni,1,14.4,63.0,2025-04-21T18:59:01.243Z,2025-04-21T18:59:04Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5671642545,141,90.6,5671642543,140,20.8,5671642541,56,Back,5671642549,213,1.23,5671642547,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707303,744,1,2,84,6,45v50owpvshpijizwwlcw4lni,1,21.2,91.1,2025-04-21T18:59:04.147Z,2025-04-21T18:59:06Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5671642627,141,96.3,5671642625,140,34.2,5671642623,56,Back,5671642631,213,0.25,5671642629,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707321,745,1,2,84,8,45v50owpvshpijizwwlcw4lni,1,34.2,96.3,2025-04-21T18:59:05.947Z,2025-04-21T18:59:10Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5671642739,212,6.5,5671642737,141,86.8,5671642741,213,4.78,5671642733,56,Back,5671642735,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707355,746,1,2,84,12,45v50owpvshpijizwwlcw4lni,1,36.5,82.3,2025-04-21T18:59:09.836Z,2025-04-21T18:59:13Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5671642929,140,26.7,5671642927,56,Back,5671642933,212,25.6,5671642931,141,47.9,5671642935,213,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707395,747,1,2,84,16,45v50owpvshpijizwwlcw4lni,1,27.6,42.8,2025-04-21T18:59:13.468Z,2025-04-21T18:59:18Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5671643143,212,20.5,5671643141,141,18.6,5671643139,140,39.2,5671643145,213,5.35,5671643137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707413,748,1,2,84,21,45v50owpvshpijizwwlcw4lni,1,53.8,15.9,2025-04-21T18:59:18.427Z,2025-04-21T18:59:21Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5671643239,212,8.2,5671643241,213,5.75,5671643237,141,9.8,5671643235,140,60.5,5671643233,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707433,749,1,2,84,23,45v50owpvshpijizwwlcw4lni,1,59.6,12.6,2025-04-21T18:59:20.828Z,2025-04-21T18:59:24Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5671643387,213,2.47,5671643377,56,Back,5671643381,140,47.0,5671643383,141,28.0,5671643385,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707461,750,1,2,84,27,45v50owpvshpijizwwlcw4lni,1,52.1,35.2,2025-04-21T18:59:24.443Z,2025-04-21T18:59:28Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5671643547,213,1.50,5671643545,212,21.9,5671643539,56,Center,5671643543,141,67.3,5671643541,140,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707477,751,1,2,84,30,45v50owpvshpijizwwlcw4lni,1,58.7,70.0,2025-04-21T18:59:28.219Z,2025-04-21T18:59:30Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5671643619,213,4.36,5671643617,212,16.0,5671643613,140,53.5,5671643611,56,Center,5671643615,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707535,752,1,2,84,32,45v50owpvshpijizwwlcw4lni,1,53.5,47.9,2025-04-21T18:59:29.955Z,2025-04-21T18:59:37Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5671643955,56,Right,5671643961,212,29.6,5671643963,213,5.12,5671643959,141,7.9,5671643957,140,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707581,753,1,2,84,39,45v50owpvshpijizwwlcw4lni,1,64.7,9.2,2025-04-21T18:59:36.988Z,2025-04-21T19:00:53Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,1.0,,5671644211,141,34.6,5671644213,212,33.1,5671644205,155,,5671646725,154,,5671644215,213,0.55,5671646723,210,15,5671644217,1,,5671644207,56,Center,5671644209,140,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707585,754,15,2,84,41,45v50owpvshpijizwwlcw4lni,1,95.7,33.3,2025-04-21T18:59:38.323Z,2025-04-21T20:42:41Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5671644233,56,Center,5671646749,78,,5671646759,102,51.0,5671646755,55,753,5671646765,147,44.8,5671646753,154,,5671646491,20,,5671646763,146,98.6,5671646273,62,,5671652943,233,738,5671646751,29,,5671646761,103,6.3,5671646271,22,,,,,,,,,,,,,,,,,,,
2804708035,738,10,2,84,41,ctvzi2jbl1q6xzq0s3sexj73g,1,0.8,53.8,2025-04-21T18:59:38.423Z,2025-04-21T19:33:17Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5671652917,183,,5671652915,178,,5671652913,173,,5671652919,56,Back,5671652965,233,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707855,737,16,2,84,43,ctvzi2jbl1q6xzq0s3sexj73g,1,1.1,48.7,2025-04-21T18:59:41.244Z,2025-04-21T20:39:48Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671646101,72,,5671895733,136,,5671649753,282,45v50owpvshpijizwwlcw4lni,5671646589,230,98.9,5671649755,472,754,5671646585,102,49.9,5671645681,16,,5671649749,280,OWN_GOAL,5671645679,22,,5671895731,78,,5671646113,375,84:43.911,5671649751,281,cv38uxcibt3cwwj54m9ydg86i,5671645683,28,5671645685,56,Center,5671646591,231,43.0,5671646109,374,2025-04-21 19:59:41.157,5671646587,103,16.5,,,,,,,
2804708045,739,1,2,85,36,ctvzi2jbl1q6xzq0s3sexj73g,1,50.0,50.1,2025-04-21T19:00:33.307Z,2025-04-21T19:34:49Z,2r893xoeuqhgoe2w2auhqb696,K. Høgh,,,5671676527,56,Back,5671680783,279,G,5671676531,141,24.4,5671676533,212,25.1,5671676535,213,3.91,5671676529,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708049,740,3,2,85,38,ctvzi2jbl1q6xzq0s3sexj73g,1,58.8,27.6,2025-04-21T19:00:35.452Z,2025-04-21T19:51:23Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5671677155,286,,5671677153,56,Center,5671680475,233,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707889,755,45,2,85,38,45v50owpvshpijizwwlcw4lni,0,41.2,72.4,2025-04-21T19:00:35.452Z,2025-04-21T19:51:23Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,,5671645877,285,,5671645875,56,Back,5671680485,233,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708055,741,1,2,85,39,ctvzi2jbl1q6xzq0s3sexj73g,0,55.6,33.8,2025-04-21T19:00:36.603Z,2025-04-21T19:34:44Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5671680055,213,0.57,5671681475,286,,5671681469,236,,5671680051,141,36.6,5671680053,212,3.5,5671680047,56,Center,5671681471,233,756,5671680049,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707903,756,74,2,85,39,45v50owpvshpijizwwlcw4lni,1,39.9,66.1,2025-04-21T19:00:36.604Z,2025-04-21T19:51:36Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5671645965,285,,5671681495,233,741,5671645963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708063,742,1,2,85,41,ctvzi2jbl1q6xzq0s3sexj73g,1,36.3,11.3,2025-04-21T19:00:38.755Z,2025-04-21T19:12:25Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671682377,56,Back,5671682379,140,26.8,5671682385,213,2.28,5671682383,212,15.3,5671682381,141,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708073,743,1,2,85,42,ctvzi2jbl1q6xzq0s3sexj73g,1,28.2,59.3,2025-04-21T19:00:39.892Z,2025-04-21T19:12:45Z,11iaca5nfeqabdba4646vje1h,B. Moe,,,5671683899,212,20.4,5671683901,213,1.31,5671683897,141,88.3,5671683887,140,33.2,5671683885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708077,744,1,2,85,43,ctvzi2jbl1q6xzq0s3sexj73g,1,35.9,70.5,2025-04-21T19:00:41.044Z,2025-04-21T19:34:42Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671684959,212,15.2,5671684955,140,34.5,5671684953,56,Back,5671684961,213,4.62,5671684957,141,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708113,745,1,2,85,44,ctvzi2jbl1q6xzq0s3sexj73g,1,24.1,41.3,2025-04-21T19:00:41.620Z,2025-04-21T19:34:38Z,11iaca5nfeqabdba4646vje1h,B. Moe,,,5671686339,213,4.53,5671686335,141,13.9,5671686333,140,20.9,5671686331,56,Back,5671686337,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708133,746,1,2,85,45,ctvzi2jbl1q6xzq0s3sexj73g,1,17.8,22.1,2025-04-21T19:00:42.484Z,2025-04-21T19:13:57Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671687477,141,45.2,5671687475,140,4.3,5671687473,56,Back,5671687479,212,21.2,5671687481,213,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804715307,855,1,2,85,46,ctvzi2jbl1q6xzq0s3sexj73g,0,4.5,44.9,2025-04-21T19:00:43.246Z,2025-04-21T19:14:14Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5671688609,141,6.8,5671688607,140,48.8,5671688611,212,53.2,5671688613,213,5.77,5671688615,1,,5671688601,157,,5671688603,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708081,757,1,2,85,57,45v50owpvshpijizwwlcw4lni,0,58.3,75.0,2025-04-21T19:00:55.235Z,2025-04-21T19:00:55Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5671646879,213,6.09,5671646877,212,9.7,5671646875,141,72.3,5671646869,3,,5671646873,140,67.4,5671646871,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804715645,857,1,2,85,58,ctvzi2jbl1q6xzq0s3sexj73g,0,34.1,16.2,2025-04-21T19:00:55.246Z,2025-04-21T19:14:54Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5671690519,141,12.5,5671690527,213,6.18,5671690511,56,Right,5671690515,140,56.6,5671690523,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708117,758,8,2,86,1,45v50owpvshpijizwwlcw4lni,1,43.4,77.2,2025-04-21T19:00:58.852Z,2025-04-21T19:00:59Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5671647059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708161,760,1,2,86,2,45v50owpvshpijizwwlcw4lni,1,56.0,76.1,2025-04-21T19:01:00.229Z,2025-04-21T19:01:02Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5671647327,213,1.27,5671647319,56,Left,5671647325,212,11.0,5671647321,140,59.1,5671647323,141,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708181,761,1,2,86,5,45v50owpvshpijizwwlcw4lni,1,59.5,92.6,2025-04-21T19:01:02.603Z,2025-04-21T19:01:05Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5671647459,56,Back,5671647467,213,3.64,5671647465,212,12.0,5671647463,141,84.2,5671647461,140,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708201,762,1,2,86,8,45v50owpvshpijizwwlcw4lni,1,45.6,85.7,2025-04-21T19:01:05.748Z,2025-04-21T19:01:08Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5671647577,212,16.1,5671647575,141,63.6,5671647571,56,Back,5671647573,140,40.1,5671647579,213,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708247,763,1,2,86,11,45v50owpvshpijizwwlcw4lni,1,45.8,48.7,2025-04-21T19:01:08.275Z,2025-04-21T19:01:13Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5671647805,56,Right,5671647813,213,5.31,5671647811,212,30.0,5671647809,141,12.3,5671647807,140,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708259,764,1,2,86,15,45v50owpvshpijizwwlcw4lni,0,69.9,12.8,2025-04-21T19:01:12.891Z,2025-04-21T19:01:14Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5671647909,141,12.8,5671647919,213,0.00,5671647905,56,Right,5671647913,212,0.8,5671647897,2,,5671647901,155,,5671647907,140,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708271,747,12,2,86,17,ctvzi2jbl1q6xzq0s3sexj73g,1,11.5,45.7,2025-04-21T19:01:14.875Z,2025-04-21T19:01:20Z,11iaca5nfeqabdba4646vje1h,B. Moe,,,5671648001,15,,5671647989,141,84.5,5671647991,212,27.0,5671647993,213,1.36,5671647985,56,Back,5671647987,140,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708357,765,1,2,86,23,45v50owpvshpijizwwlcw4lni,1,95.1,13.8,2025-04-21T19:01:20.588Z,2025-04-21T19:01:22Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5671648379,212,27.6,5671648367,2,,5671648381,213,1.79,5671648377,141,53.4,5671648375,140,89.3,5671648371,155,,5671648373,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708367,766,44,2,86,23,45v50owpvshpijizwwlcw4lni,1,92.7,43.3,2025-04-21T19:01:20.634Z,2025-04-21T19:51:33Z,617qfwb824ko8xrulrp6b86ad,V. Berisha,,,5671648441,233,748,5671648417,286,,5671648415,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708337,748,44,2,86,23,ctvzi2jbl1q6xzq0s3sexj73g,0,7.3,56.7,2025-04-21T19:01:20.635Z,2025-04-21T19:51:33Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5671648285,285,,5671648283,56,Back,5671648451,233,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708371,767,1,2,86,24,45v50owpvshpijizwwlcw4lni,0,89.3,53.6,2025-04-21T19:01:21.355Z,2025-04-21T20:59:48Z,617qfwb824ko8xrulrp6b86ad,V. Berisha,,,5671648429,141,65.7,5671648431,212,8.6,5671648433,213,1.27,5671648423,3,,5671648425,56,Center,5671648427,140,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708397,749,12,2,86,26,ctvzi2jbl1q6xzq0s3sexj73g,1,8.3,37.7,2025-04-21T19:01:23.802Z,2025-04-21T19:01:26Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671648589,213,0.03,5671648587,212,39.5,5671648585,141,39.5,5671648581,56,Back,5671648583,140,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708399,750,61,2,86,28,ctvzi2jbl1q6xzq0s3sexj73g,0,45.9,39.5,2025-04-21T19:01:26.155Z,2025-04-21T19:01:26Z,2r893xoeuqhgoe2w2auhqb696,K. Høgh,,,5671648593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708455,768,1,2,86,31,45v50owpvshpijizwwlcw4lni,1,69.8,50.9,2025-04-21T19:01:28.788Z,2025-04-21T20:46:30Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,1.0,,5671648883,56,Center,5671648891,213,1.13,5671648885,140,72.8,5671648887,141,60.6,5671654895,210,15,5671648889,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708451,751,83,2,86,33,ctvzi2jbl1q6xzq0s3sexj73g,0,32.7,40.6,2025-04-21T19:01:31.196Z,2025-04-21T19:03:12Z,5hst73ivtxknjb3rrdivwygnp,S. Fet,,,5671654777,399,cv38uxcibt3cwwj54m9ydg86i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708461,769,15,2,86,34,45v50owpvshpijizwwlcw4lni,1,78.1,64.0,2025-04-21T19:01:31.549Z,2025-04-21T20:46:30Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5671654687,82,,5671648921,56,Center,5671910409,76,,5671648919,18,,5671654913,103,19,5671654905,55,768,5671654909,102,54.0,5671654921,146,82.7,5671654931,231,50.5,5671654929,230,97.5,5671654901,29,,5671910411,215,,5671648917,22,5671654933,233,752,5671910407,72,,5671654925,147,61.9,,,,,,,,,,
2804708481,752,10,2,86,34,ctvzi2jbl1q6xzq0s3sexj73g,1,12.8,40.8,2025-04-21T19:01:31.649Z,2025-04-21T19:03:17Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5671654951,233,769,5671649003,94,,5671649005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708521,770,1,2,86,38,45v50owpvshpijizwwlcw4lni,1,68.9,79.7,2025-04-21T19:01:35.691Z,2025-04-21T19:01:38Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5671649265,140,85.5,5671649263,56,Left,5671649271,212,18.9,5671649275,213,0.40,5671649267,141,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708557,771,1,2,86,41,45v50owpvshpijizwwlcw4lni,1,85.0,83.2,2025-04-21T19:01:38.267Z,2025-04-21T19:01:41Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,,5671649419,213,4.66,5671649413,140,84.7,5671649411,56,Center,5671649415,141,73.8,5671649417,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708563,772,50,2,86,44,45v50owpvshpijizwwlcw4lni,1,79.7,75.8,2025-04-21T19:01:41.500Z,2025-04-21T19:51:14Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5671649489,233,753,5671649461,286,,5671649459,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708567,753,7,2,86,44,ctvzi2jbl1q6xzq0s3sexj73g,1,20.3,24.2,2025-04-21T19:01:41.501Z,2025-04-21T19:51:13Z,bbyystkqag4mcfpr6utsazm51,S. Sørli,,,5671649479,285,,5671649477,56,Back,5671649481,233,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708589,754,3,2,86,45,ctvzi2jbl1q6xzq0s3sexj73g,1,23.0,18.3,2025-04-21T19:01:43.075Z,2025-04-21T19:51:23Z,bbyystkqag4mcfpr6utsazm51,S. Sørli,,,5671649603,233,773,5671649573,56,Back,5671649575,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708577,773,45,2,86,45,45v50owpvshpijizwwlcw4lni,0,77.0,81.7,2025-04-21T19:01:43.075Z,2025-04-21T19:51:24Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5671649633,233,754,5671649531,56,Left,5671649535,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708625,756,1,2,86,47,ctvzi2jbl1q6xzq0s3sexj73g,1,30.8,13.5,2025-04-21T19:01:45.050Z,2025-04-21T19:01:52Z,bbyystkqag4mcfpr6utsazm51,S. Sørli,,,5671649789,56,Center,5671649799,1,,5671649787,196,,5671649797,213,1.02,5671649795,212,49.0,5671649901,155,,5671649791,140,55.4,5671649793,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708627,757,50,2,86,51,ctvzi2jbl1q6xzq0s3sexj73g,1,59.6,76.2,2025-04-21T19:01:48.274Z,2025-04-21T19:51:14Z,2r893xoeuqhgoe2w2auhqb696,K. Høgh,,,5671740485,286,,5671649803,56,Center,5671740515,233,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708639,774,7,2,86,51,45v50owpvshpijizwwlcw4lni,0,40.4,23.8,2025-04-21T19:01:48.275Z,2025-04-21T19:51:14Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5671649869,56,Back,5671740107,285,,5671740503,233,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708679,776,1,2,86,54,45v50owpvshpijizwwlcw4lni,1,31.4,16.7,2025-04-21T19:01:51.643Z,2025-04-21T19:01:55Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5671650077,56,Back,5671650085,213,1.45,5671650083,212,26.3,5671650081,141,55.1,5671650079,140,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708721,777,1,2,86,57,45v50owpvshpijizwwlcw4lni,1,36.3,62.1,2025-04-21T19:01:54.995Z,2025-04-21T19:01:58Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5671650371,56,Back,5671650373,140,39.0,5671650375,141,90.5,5671650377,212,19.5,5671650379,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708771,778,1,2,87,0,45v50owpvshpijizwwlcw4lni,1,39.6,90.0,2025-04-21T19:01:57.923Z,2025-04-21T19:02:02Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5671650665,141,74.5,5671650663,140,44.5,5671650661,56,Back,5671650669,213,5.17,5671650667,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804708813,779,1,2,87,5,45v50owpvshpijizwwlcw4lni,1,41.7,66.7,2025-04-21T19:02:02.701Z,2025-04-21T19:02:06Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5671650899,155,,5671650909,213,4.81,5671650903,140,45.0,5671650901,56,Back,5671650905,141,12.9,5671650911,1,,5671650907,212,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
