id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/16/value
2793853043,600,1,2,81,45,crlocdyqyb1fdhck54qxs65rl,0,63.6,44.3,2025-03-30T16:39:48.797Z,2025-03-30T17:16:43Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5611880859,56,Center,5611880863,141,32.1,5611880861,140,65.9,5611880857,3,,5611880865,212,8.6,5611880867,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793876547,917,61,2,81,46,uqspd1bx7f6mq8ohj50u1k1k,1,38.2,69.7,2025-03-30T16:39:48.859Z,2025-03-30T17:16:46Z,15823p8n34f7coivq6wq687is,W. Igor,,,5612006255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793853059,601,1,2,81,50,crlocdyqyb1fdhck54qxs65rl,1,61.9,28.8,2025-03-30T16:39:53.029Z,2025-03-30T17:16:28Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5611880961,213,4.47,5611880957,141,0.0,5611880959,212,21.1,5611880955,140,57.1,5611880951,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793857839,628,61,2,81,50,crlocdyqyb1fdhck54qxs65rl,0,66.1,13.7,2025-03-30T16:39:53.555Z,2025-03-30T17:16:38Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5611907353,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793853069,602,5,2,81,51,crlocdyqyb1fdhck54qxs65rl,0,57.4,-1.2,2025-03-30T16:39:53.859Z,2025-03-30T17:08:38Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5611881015,56,Right,5611881117,233,778,5611881017,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793853071,778,5,2,81,51,uqspd1bx7f6mq8ohj50u1k1k,1,42.6,101.2,2025-03-30T16:39:53.859Z,2025-03-30T17:08:38Z,15823p8n34f7coivq6wq687is,W. Igor,,,5611881023,56,Back,5611881029,347,,5611881055,233,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793853165,779,1,2,81,54,uqspd1bx7f6mq8ohj50u1k1k,1,39.4,100.0,2025-03-30T16:39:57.610Z,2025-03-30T16:40:03Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5611881453,56,Back,5611881459,212,9.7,5611881461,213,3.71,5611881457,141,93.3,5611881455,140,31.6,5611881451,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793853197,780,1,2,82,0,uqspd1bx7f6mq8ohj50u1k1k,1,37.2,85.7,2025-03-30T16:40:03.075Z,2025-03-30T16:40:05Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5611881675,141,60.0,5611881671,56,Back,5611881673,140,34.7,5611881679,213,4.56,5611881677,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793853265,781,1,2,82,2,uqspd1bx7f6mq8ohj50u1k1k,1,34.7,60.0,2025-03-30T16:40:05.395Z,2025-03-30T16:40:10Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5611882041,140,54.2,5611882045,212,40.0,5611882039,56,Right,5611882047,213,5.25,5611882043,141,9.4,5611882049,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793853315,782,1,2,82,7,uqspd1bx7f6mq8ohj50u1k1k,1,58.1,13.2,2025-03-30T16:40:10.074Z,2025-03-30T16:40:14Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5611882307,140,65.8,5611882313,213,5.57,5611882309,141,2.9,5611882305,56,Right,5611882311,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793853373,783,1,2,82,11,uqspd1bx7f6mq8ohj50u1k1k,1,71.2,3.4,2025-03-30T16:40:13.923Z,2025-03-30T16:40:18Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5611882679,140,87.3,5611882683,212,18.9,5611882677,56,Right,5611882685,213,0.47,5611882681,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793853425,603,45,2,82,15,crlocdyqyb1fdhck54qxs65rl,0,9.3,91.0,2025-03-30T16:40:18.235Z,2025-03-30T17:10:39Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5611883043,233,784,5611882949,285,,5611882943,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793853403,784,3,2,82,15,uqspd1bx7f6mq8ohj50u1k1k,1,90.7,9.0,2025-03-30T16:40:18.235Z,2025-03-30T17:10:39Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5611882855,286,,5611882977,233,603,5611882853,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793853417,785,1,2,82,16,uqspd1bx7f6mq8ohj50u1k1k,0,97.6,5.3,2025-03-30T16:40:19.458Z,2025-03-30T16:40:22Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5611882895,155,,5611882899,140,97.4,5611882893,2,,5611883169,236,,5611882897,56,Right,5611883171,233,604,5611883175,286,,5611882905,213,1.66,5611882901,141,5611882903,212,2.5,,,,,,,,,,,,,,,,,,,,,,,,8.9,
2793853461,604,12,2,82,16,crlocdyqyb1fdhck54qxs65rl,1,7.8,87.5,2025-03-30T16:40:19.558Z,2025-03-30T16:40:23Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5611883107,185,,5611883191,233,785,5611883109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793853473,605,6,2,82,17,crlocdyqyb1fdhck54qxs65rl,0,0.6,85.2,2025-03-30T16:40:20.842Z,2025-03-30T17:10:30Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5611883209,56,Back,5611883335,233,786,5611883213,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793853429,786,6,2,82,17,uqspd1bx7f6mq8ohj50u1k1k,1,99.4,14.8,2025-03-30T16:40:20.842Z,2025-03-30T17:10:30Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5611883269,233,605,5611883145,56,Right,5611883147,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793853933,787,1,2,82,45,uqspd1bx7f6mq8ohj50u1k1k,0,99.5,0.5,2025-03-30T16:40:47.973Z,2025-03-30T16:40:51Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5611885817,140,95.8,5611885823,213,1.69,5611885809,6,,5611885819,141,48.7,5611885813,223,,5611885807,2,,5611885811,155,,5611885815,56,Center,5611885821,212,5611885825,1,,,,,,,,,,,,,,,,,,,,,,,,,33.0,
2793875777,707,12,2,82,55,crlocdyqyb1fdhck54qxs65rl,1,3.7,49.4,2025-03-30T16:40:57.859Z,2025-03-30T17:02:23Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5612002157,56,Back,5612002165,213,4.84,5612002161,141,34.3,5612002163,212,10.4,5612002159,140,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793854093,606,1,2,82,56,crlocdyqyb1fdhck54qxs65rl,0,14.8,13.4,2025-03-30T16:40:59.501Z,2025-03-30T17:02:36Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5611886771,140,65.3,5611886775,212,54.8,5611886773,141,33.7,5611886779,1,,5611886769,56,Center,5611886777,213,0.25,5611886767,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793854249,788,1,2,83,2,uqspd1bx7f6mq8ohj50u1k1k,1,37.3,23.0,2025-03-30T16:41:05.418Z,2025-03-30T16:41:07Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5611887681,140,46.9,5611887685,212,16.5,5611887683,141,3.8,5611887679,56,Back,5611887687,213,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793854319,789,1,2,83,4,uqspd1bx7f6mq8ohj50u1k1k,1,45.4,2.5,2025-03-30T16:41:07.763Z,2025-03-30T16:41:55Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5611888027,141,3.1,5611888031,212,15.4,5611888035,213,0.03,5611888019,56,Right,5611888023,140,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793854869,791,61,2,83,6,uqspd1bx7f6mq8ohj50u1k1k,0,63.6,1.6,2025-03-30T16:41:09.123Z,2025-03-30T16:41:45Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5611891239,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793854745,607,5,2,83,7,crlocdyqyb1fdhck54qxs65rl,1,37.6,101.2,2025-03-30T16:41:10.565Z,2025-03-30T17:08:39Z,2w7qb6w4qcogyuvgi31rfv85w,J. Gonstad,,,5611890513,347,,5611890783,233,790,5611890509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793854325,790,5,2,83,7,uqspd1bx7f6mq8ohj50u1k1k,0,62.4,-1.2,2025-03-30T16:41:10.565Z,2025-03-30T17:08:39Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5611888083,347,,5611890803,233,607,5611888079,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793854759,608,18,2,83,39,crlocdyqyb1fdhck54qxs65rl,1,0.0,0.0,2025-03-30T16:41:42.847Z,2025-03-30T16:41:43Z,2w7qb6w4qcogyuvgi31rfv85w,J. Gonstad,,,5611890673,55,609,5611890573,44,Forward,5611890575,59,20,5611890571,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793854769,609,19,2,83,39,crlocdyqyb1fdhck54qxs65rl,1,0.0,0.0,2025-03-30T16:41:42.848Z,2025-03-30T16:41:44Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,,5611890627,293,2,5611890629,44,Forward,5611890623,59,17,5611890617,42,,5611890631,55,608,5611890625,292,9,5611890621,145,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855105,610,1,2,83,48,crlocdyqyb1fdhck54qxs65rl,1,40.0,100.0,2025-03-30T16:41:51.107Z,2025-03-30T16:41:56Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5611892687,212,21.3,5611892677,107,,5611892683,140,59.4,5611892689,213,5.99,5611892679,56,Left,5611892685,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855113,611,61,2,83,49,crlocdyqyb1fdhck54qxs65rl,0,59.2,93.3,2025-03-30T16:41:51.899Z,2025-03-30T17:16:04Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5611892713,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855119,612,5,2,83,50,crlocdyqyb1fdhck54qxs65rl,0,57.4,101.2,2025-03-30T16:41:53.259Z,2025-03-30T17:08:40Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5611892733,56,Left,5611892775,233,792,5611892735,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855103,792,5,2,83,50,uqspd1bx7f6mq8ohj50u1k1k,1,42.6,-1.2,2025-03-30T16:41:53.259Z,2025-03-30T17:08:40Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5611892663,56,Back,5611892747,233,612,5611892665,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855149,793,1,2,83,54,uqspd1bx7f6mq8ohj50u1k1k,1,43.3,0.0,2025-03-30T16:41:57.002Z,2025-03-30T16:41:59Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5611892943,212,19.6,5611892939,140,29.8,5611892933,107,,5611892937,56,Back,5611892945,213,2.38,5611892941,141,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855203,794,1,2,83,56,uqspd1bx7f6mq8ohj50u1k1k,1,29.8,18.3,2025-03-30T16:41:59.258Z,2025-03-30T16:42:04Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5611893295,213,1.33,5611893291,141,57.5,5611893289,140,35.9,5611893287,56,Back,5611893293,212,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855263,795,1,2,84,1,uqspd1bx7f6mq8ohj50u1k1k,1,51.6,55.7,2025-03-30T16:42:03.954Z,2025-03-30T16:42:06Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5611893619,141,39.2,5611893621,212,12.4,5611893623,213,4.27,5611893615,56,Back,5611893617,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855305,796,1,2,84,3,uqspd1bx7f6mq8ohj50u1k1k,1,46.5,39.2,2025-03-30T16:42:06.618Z,2025-03-30T16:42:08Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5611893845,212,14.1,5611893841,140,52.8,5611893839,56,Center,5611893847,213,1.08,5611893843,141,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855417,797,1,2,84,5,uqspd1bx7f6mq8ohj50u1k1k,1,52.8,57.5,2025-03-30T16:42:08.819Z,2025-03-30T16:42:14Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5611894451,140,64.8,5611894455,212,26.2,5611894453,141,91.2,5611894449,56,Left,5611894457,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855423,798,50,2,84,11,uqspd1bx7f6mq8ohj50u1k1k,1,64.9,80.6,2025-03-30T16:42:14.642Z,2025-03-30T17:10:36Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5611894489,286,,5611995751,233,613,5611894487,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855471,613,7,2,84,11,crlocdyqyb1fdhck54qxs65rl,0,35.1,19.4,2025-03-30T16:42:14.643Z,2025-03-30T17:10:36Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5611995673,233,798,5611995645,285,,5611995643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855485,799,1,2,84,13,uqspd1bx7f6mq8ohj50u1k1k,1,52.2,73.6,2025-03-30T16:42:16.018Z,2025-03-30T16:42:18Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5611894767,56,Center,5611894771,141,78.5,5611894775,213,0.20,5611894773,212,16.6,5611894769,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855491,800,50,2,84,15,uqspd1bx7f6mq8ohj50u1k1k,1,66.2,76.0,2025-03-30T16:42:17.986Z,2025-03-30T17:01:26Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5611894799,56,Center,5611996871,233,614,5611898477,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855483,614,7,2,84,15,crlocdyqyb1fdhck54qxs65rl,0,33.8,24.0,2025-03-30T16:42:17.987Z,2025-03-30T17:01:33Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5611996813,56,Back,5611996843,233,800,5611996815,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855575,801,1,2,84,18,uqspd1bx7f6mq8ohj50u1k1k,1,63.0,64.0,2025-03-30T16:42:21.450Z,2025-03-30T16:42:24Z,15823p8n34f7coivq6wq687is,W. Igor,,,5611895285,141,16.8,5611895281,56,Right,5611895287,212,33.5,5611895283,140,72.3,5611895289,213,5.01,5611895291,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855651,802,1,2,84,21,uqspd1bx7f6mq8ohj50u1k1k,1,72.4,23.7,2025-03-30T16:42:24.130Z,2025-03-30T16:42:27Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5611895683,140,69.0,5611895689,213,2.22,5611895681,56,Center,5611895685,141,30.6,5611895687,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855761,803,1,2,84,24,uqspd1bx7f6mq8ohj50u1k1k,1,79.8,18.9,2025-03-30T16:42:27.787Z,2025-03-30T16:42:33Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5611896231,213,1.23,5611896225,140,88.1,5611896221,155,,5611896229,212,25.9,5611896223,56,Center,5611896227,141,54.8,5611896219,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855745,615,4,2,84,29,crlocdyqyb1fdhck54qxs65rl,1,12.8,45.9,2025-03-30T16:42:32.220Z,2025-03-30T16:42:41Z,cqp45uxqfxgeit1km2bu79s7o,M. Larsen,,,5611896749,294,,5611896527,56,Back,5611896523,13,,5611896529,152,,5611896539,233,804,5611896533,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793855767,804,4,2,84,29,uqspd1bx7f6mq8ohj50u1k1k,0,87.2,54.1,2025-03-30T16:42:32.221Z,2025-03-30T16:42:40Z,evp0uxt65iugdfwf403qqub6c,L. Alvheim,,,5611896589,233,615,5611896301,13,,5611896865,294,,5611896323,286,,5611896309,56,Center,5611896315,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793856315,616,1,2,84,56,crlocdyqyb1fdhck54qxs65rl,1,22.3,46.3,2025-03-30T16:42:59.596Z,2025-03-30T16:43:03Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5611899097,152,,5611899107,213,5.84,5611899099,56,Right,5611899093,5,,5611899109,1,,5611899103,141,18.2,5611899101,140,60.9,5611899105,212,44.8,5611899095,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793856329,617,1,2,85,0,crlocdyqyb1fdhck54qxs65rl,0,63.4,18.9,2025-03-30T16:43:03.587Z,2025-03-30T16:43:04Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5611899183,141,37.3,5611899179,56,Center,5611899181,140,70.5,5611899185,212,14.6,5611899187,213,1.03,5611899177,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793856361,805,61,2,85,3,uqspd1bx7f6mq8ohj50u1k1k,1,32.4,72.1,2025-03-30T16:43:06.031Z,2025-03-30T16:44:23Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5611899357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793856471,806,1,2,85,4,uqspd1bx7f6mq8ohj50u1k1k,0,31.9,38.2,2025-03-30T16:43:07.027Z,2025-03-30T16:43:11Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5611899929,140,62.4,5611899939,213,5.74,5611899933,141,9.5,5611899927,56,Right,5611899941,1,,5611899937,212,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793856381,618,61,2,85,4,crlocdyqyb1fdhck54qxs65rl,0,68.5,53.1,2025-03-30T16:43:07.283Z,2025-03-30T16:44:00Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5611899449,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793856543,619,1,2,85,11,crlocdyqyb1fdhck54qxs65rl,1,26.9,88.0,2025-03-30T16:43:13.987Z,2025-03-30T16:43:15Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5611900315,212,12.3,5611900305,56,Back,5611900309,140,32.4,5611900317,213,5.20,5611900313,141,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793856611,620,1,2,85,12,crlocdyqyb1fdhck54qxs65rl,1,32.4,71.7,2025-03-30T16:43:15.067Z,2025-03-30T16:43:18Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5611900685,140,19.8,5611900687,141,74.2,5611900691,213,3.01,5611900683,56,Back,5611900689,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793856617,621,1,2,85,15,crlocdyqyb1fdhck54qxs65rl,0,20.1,78.2,2025-03-30T16:43:18.347Z,2025-03-30T16:43:18Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5611900737,213,0.79,5611900731,140,26.3,5611900735,212,9.2,5611900733,141,87.8,5611900729,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793856665,807,8,2,85,18,uqspd1bx7f6mq8ohj50u1k1k,1,77.5,7.4,2025-03-30T16:43:20.867Z,2025-03-30T17:00:41Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5611900963,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793856733,809,1,2,85,19,uqspd1bx7f6mq8ohj50u1k1k,1,77.4,17.9,2025-03-30T16:43:22.138Z,2025-03-30T16:43:24Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5611901259,213,1.72,5611901253,140,75.1,5611901251,56,Center,5611901255,141,42.1,5611901257,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793856765,810,1,2,85,21,uqspd1bx7f6mq8ohj50u1k1k,1,76.5,38.8,2025-03-30T16:43:23.899Z,2025-03-30T16:43:26Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5611901489,213,0.94,5611901483,140,87.9,5611901487,212,20.3,5611901481,56,Center,5611901485,141,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793856777,811,61,2,85,23,uqspd1bx7f6mq8ohj50u1k1k,0,87.2,59.3,2025-03-30T16:43:26.050Z,2025-03-30T16:43:26Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5611901543,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793857463,623,61,2,85,28,crlocdyqyb1fdhck54qxs65rl,1,11.5,28.9,2025-03-30T16:43:30.900Z,2025-03-30T16:45:07Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5611910477,56,Back,5611910633,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793857465,624,5,2,85,30,crlocdyqyb1fdhck54qxs65rl,0,15.2,-1.2,2025-03-30T16:43:33.076Z,2025-03-30T17:08:41Z,,,,,5611914839,233,816,5611913917,347,,5611913915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793858235,816,5,2,85,30,uqspd1bx7f6mq8ohj50u1k1k,1,84.8,101.2,2025-03-30T16:43:33.076Z,2025-03-30T17:08:40Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5611909515,56,Left,5611914819,233,624,5611909517,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793859179,830,1,2,86,0,uqspd1bx7f6mq8ohj50u1k1k,0,86.6,100.0,2025-03-30T16:44:03.619Z,2025-03-30T17:15:46Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5611914877,213,5.06,5611914869,56,Left,5611914873,141,93.5,5611915169,238,,5611914875,212,5.5,5611915023,107,,5611914871,140,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793873137,704,1,2,86,5,crlocdyqyb1fdhck54qxs65rl,0,15.1,14.0,2025-03-30T16:44:07.859Z,2025-03-30T16:59:59Z,cqp45uxqfxgeit1km2bu79s7o,M. Larsen,,,5611988591,1,,5611988579,140,63.9,5611988583,212,51.6,5611988585,213,0.12,5611988575,157,,5611988581,141,23.1,5611988577,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793857437,812,8,2,86,5,uqspd1bx7f6mq8ohj50u1k1k,1,41.0,76.0,2025-03-30T16:44:08.284Z,2025-03-30T16:59:08Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5611905227,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793873345,705,61,2,86,6,crlocdyqyb1fdhck54qxs65rl,1,65.9,26.5,2025-03-30T16:44:08.859Z,2025-03-30T16:59:58Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5611989893,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793860961,855,1,2,86,8,uqspd1bx7f6mq8ohj50u1k1k,0,42.5,68.2,2025-03-30T16:44:11.295Z,2025-03-30T16:50:12Z,15823p8n34f7coivq6wq687is,W. Igor,,,5611938203,286,,5611924437,213,5.48,5611924433,141,66.6,5611924429,56,Back,5611924431,140,43.5,5611924435,212,1.5,5611938197,236,,5611938199,233,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793863391,667,74,2,86,8,crlocdyqyb1fdhck54qxs65rl,1,66.5,44.6,2025-03-30T16:44:11.296Z,2025-03-30T16:50:12Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,,5611937609,285,,5611938241,233,855,5611937605,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793857549,626,3,2,86,10,crlocdyqyb1fdhck54qxs65rl,0,67.4,52.4,2025-03-30T16:44:13.721Z,2025-03-30T17:10:37Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5611906077,233,813,5611905811,286,,5611905809,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
