id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2803939017,707,3,2,78,27,uqspd1bx7f6mq8ohj50u1k1k,0,51.1,57.3,2025-04-20T14:12:02.328Z,2025-04-20T14:42:28Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5667422597,233,771,5667422403,286,,5667422401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939047,771,7,2,78,27,80hgdmpkvdrhw1ge9nks2kxvy,1,48.9,42.7,2025-04-20T14:12:02.329Z,2025-04-20T14:42:28Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5667422527,56,Back,5667422577,233,707,5667422529,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939067,772,1,2,78,29,80hgdmpkvdrhw1ge9nks2kxvy,1,45.3,40.1,2025-04-20T14:12:05.134Z,2025-04-20T14:12:06Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5667422649,212,21.2,5667422651,213,2.98,5667422645,140,25.4,5667422647,141,45.1,5667422643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939155,774,1,2,78,32,80hgdmpkvdrhw1ge9nks2kxvy,1,25.4,45.1,2025-04-20T14:12:07.549Z,2025-04-20T14:12:11Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5667423093,213,5.23,5667423089,141,33.3,5667423091,212,9.3,5667423083,56,Back,5667423085,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939275,775,1,2,78,36,80hgdmpkvdrhw1ge9nks2kxvy,1,32.3,34.2,2025-04-20T14:12:11.550Z,2025-04-20T14:12:20Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5667423717,56,Back,5667423721,141,9.5,5667423719,140,38.0,5667423723,212,17.8,5667423725,213,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939313,776,1,2,78,44,80hgdmpkvdrhw1ge9nks2kxvy,1,59.0,23.9,2025-04-20T14:12:19.918Z,2025-04-20T14:12:22Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5667423907,212,20.0,5667423905,141,52.8,5667423897,56,Center,5667423901,140,55.6,5667423909,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939341,777,1,2,78,47,80hgdmpkvdrhw1ge9nks2kxvy,1,55.6,57.9,2025-04-20T14:12:22.326Z,2025-04-20T14:12:24Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5667424075,141,77.6,5667424081,212,13.4,5667424063,56,Center,5667424085,213,1.59,5667424067,140,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939465,778,1,2,78,48,80hgdmpkvdrhw1ge9nks2kxvy,1,55.8,77.8,2025-04-20T14:12:23.894Z,2025-04-20T14:12:31Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5667424721,140,69.7,5667424723,141,93.2,5667424725,212,18.0,5667424727,213,0.62,5667424719,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939487,779,1,2,78,53,80hgdmpkvdrhw1ge9nks2kxvy,1,79.6,81.5,2025-04-20T14:12:28.904Z,2025-04-20T15:17:04Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5667424829,141,69.9,5667424833,213,3.67,5667424831,212,15.6,5667424827,140,66.8,5667424825,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939509,780,1,2,78,54,80hgdmpkvdrhw1ge9nks2kxvy,1,66.7,69.6,2025-04-20T14:12:30.158Z,2025-04-20T15:17:06Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5667424979,141,61.8,5667424983,213,5.34,5667424977,140,70.4,5667424975,56,Center,5667424981,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939533,781,1,2,78,56,80hgdmpkvdrhw1ge9nks2kxvy,1,70.4,61.8,2025-04-20T14:12:31.550Z,2025-04-20T15:17:07Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5667425139,140,76.0,5667425141,141,61.8,5667425145,213,0.00,5667425143,212,5.9,5667425137,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939551,782,61,2,78,57,80hgdmpkvdrhw1ge9nks2kxvy,0,76.0,61.8,2025-04-20T14:12:33.142Z,2025-04-20T15:16:51Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5667425197,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803944311,735,61,2,78,58,uqspd1bx7f6mq8ohj50u1k1k,1,15.6,43.4,2025-04-20T14:12:33.474Z,2025-04-20T15:16:43Z,15823p8n34f7coivq6wq687is,W. Igor,,,5667452273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939647,708,12,2,78,59,uqspd1bx7f6mq8ohj50u1k1k,1,13.3,39.1,2025-04-20T14:12:34.457Z,2025-04-20T15:16:41Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5667425743,212,18.8,5667425745,213,6.26,5667425737,56,Back,5667425741,141,38.5,5667425739,140,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939701,783,1,2,79,1,80hgdmpkvdrhw1ge9nks2kxvy,1,67.4,66.1,2025-04-20T14:12:36.622Z,2025-04-20T14:12:45Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5667426047,141,95.0,5667426045,140,93.4,5667426043,56,Left,5667426053,1,,5667426049,212,33.6,5667426051,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939735,784,1,2,79,9,80hgdmpkvdrhw1ge9nks2kxvy,1,93.4,93.9,2025-04-20T14:12:44.998Z,2025-04-20T14:12:47Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5667426283,140,73.7,5667426285,141,89.0,5667426287,212,21.0,5667426289,213,3.30,5667426281,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939775,785,1,2,79,11,80hgdmpkvdrhw1ge9nks2kxvy,1,73.5,88.9,2025-04-20T14:12:47.046Z,2025-04-20T14:12:50Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5667426539,140,70.9,5667426547,213,4.50,5667426543,212,13.2,5667426541,141,69.9,5667426537,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939795,709,45,2,79,14,uqspd1bx7f6mq8ohj50u1k1k,0,30.2,33.0,2025-04-20T14:12:50.165Z,2025-04-20T14:42:35Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5667426681,233,786,5667426635,285,,5667426633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939789,786,3,2,79,14,80hgdmpkvdrhw1ge9nks2kxvy,1,69.8,67.0,2025-04-20T14:12:50.165Z,2025-04-20T14:42:34Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5667426639,233,709,5667426617,56,Center,5667426621,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939837,787,1,2,79,15,80hgdmpkvdrhw1ge9nks2kxvy,1,71.6,64.3,2025-04-20T14:12:50.702Z,2025-04-20T14:12:52Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5667426807,56,Center,5667426815,213,0.39,5667426813,212,21.6,5667426811,141,76.3,5667426809,140,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939865,788,1,2,79,17,80hgdmpkvdrhw1ge9nks2kxvy,0,90.6,76.3,2025-04-20T14:12:52.695Z,2025-04-20T14:12:54Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5667426993,2,,5667426997,56,Center,5667426995,155,,5667427005,213,5.20,5667427003,212,14.0,5667427001,141,58.1,5667426999,140,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939905,710,12,2,79,20,uqspd1bx7f6mq8ohj50u1k1k,1,9.6,52.1,2025-04-20T14:12:55.409Z,2025-04-20T14:12:56Z,a7upy78sew3kqehgcfm9ho5ck,F. Flex,,,5667427149,141,76.4,5667427151,212,16.5,5667427203,15,,5667427147,140,9.3,5667427145,56,Back,5667427153,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939939,789,1,2,79,22,80hgdmpkvdrhw1ge9nks2kxvy,1,90.6,23.0,2025-04-20T14:12:58.046Z,2025-04-20T14:12:59Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5667427321,140,77.6,5667427319,56,Right,5667427323,141,12.9,5667427325,212,15.3,5667427327,213,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939961,790,1,2,79,24,80hgdmpkvdrhw1ge9nks2kxvy,1,77.1,12.9,2025-04-20T14:12:59.470Z,2025-04-20T14:13:00Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5667427439,141,27.9,5667427443,213,2.00,5667427441,212,11.2,5667427437,140,72.6,5667427435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939973,791,1,2,79,25,80hgdmpkvdrhw1ge9nks2kxvy,0,72.6,27.9,2025-04-20T14:13:00.622Z,2025-04-20T14:13:02Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5667427519,212,2.0,5667427657,236,,5667427659,233,711,5667427515,140,74.4,5667427517,141,28.9,5667427513,56,Center,5667427521,213,0.35,5667427663,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803939993,711,74,2,79,25,uqspd1bx7f6mq8ohj50u1k1k,1,22.4,81.5,2025-04-20T14:13:00.623Z,2025-04-20T14:42:47Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5667427699,233,791,5667427625,56,Back,5667427627,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803940017,792,1,2,79,27,80hgdmpkvdrhw1ge9nks2kxvy,0,69.7,37.9,2025-04-20T14:13:02.534Z,2025-04-20T14:13:03Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5667427763,141,37.1,5667427767,213,6.22,5667427765,212,9.3,5667427761,140,78.5,5667427759,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803940037,712,8,2,79,29,uqspd1bx7f6mq8ohj50u1k1k,1,18.7,76.1,2025-04-20T14:13:04.306Z,2025-04-20T14:13:04Z,a7upy78sew3kqehgcfm9ho5ck,F. Flex,,,5667427841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803940157,793,1,2,79,34,80hgdmpkvdrhw1ge9nks2kxvy,1,86.0,11.9,2025-04-20T14:13:09.534Z,2025-04-20T14:13:12Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5667428563,213,3.21,5667428555,56,Right,5667428561,212,8.0,5667428557,140,78.4,5667428559,141,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803940213,794,1,2,79,37,80hgdmpkvdrhw1ge9nks2kxvy,1,77.9,8.5,2025-04-20T14:13:12.341Z,2025-04-20T14:13:15Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5667428901,140,70.1,5667428899,56,Right,5667428903,141,19.4,5667428907,213,2.41,5667428905,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803940263,795,1,2,79,39,80hgdmpkvdrhw1ge9nks2kxvy,1,70.1,20.7,2025-04-20T14:13:14.918Z,2025-04-20T14:13:18Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5667429205,213,5.87,5667429203,212,20.7,5667429197,140,88.2,5667429193,56,Right,5667429201,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803940309,796,1,2,79,42,80hgdmpkvdrhw1ge9nks2kxvy,1,91.7,8.6,2025-04-20T14:13:17.926Z,2025-04-20T14:13:20Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5667429449,141,9.4,5667429441,56,Right,5667429453,212,14.7,5667429457,213,3.10,5667429445,140,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803940329,797,1,2,79,44,80hgdmpkvdrhw1ge9nks2kxvy,1,77.7,9.4,2025-04-20T14:13:19.973Z,2025-04-20T14:13:21Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5667429543,140,77.6,5667429545,141,20.0,5667429547,212,7.2,5667429541,56,Right,5667429549,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803940343,798,1,2,79,45,80hgdmpkvdrhw1ge9nks2kxvy,1,77.6,20.0,2025-04-20T14:13:21.109Z,2025-04-20T14:13:22Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5667429651,140,79.9,5667429653,141,26.7,5667429657,213,1.08,5667429655,212,5.2,5667429649,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803940363,799,1,2,79,47,80hgdmpkvdrhw1ge9nks2kxvy,1,79.9,25.6,2025-04-20T14:13:22.462Z,2025-04-20T14:13:24Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5667429777,56,Right,5667429783,141,19.1,5667429787,213,4.37,5667429785,212,4.7,5667429781,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803940375,800,1,2,79,48,80hgdmpkvdrhw1ge9nks2kxvy,0,78.4,19.1,2025-04-20T14:13:23.790Z,2025-04-20T14:13:25Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5667429849,140,89.6,5667429847,56,Center,5667429845,155,,5667429853,141,33.1,5667429857,212,15.1,5667429861,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803940389,713,61,2,79,50,uqspd1bx7f6mq8ohj50u1k1k,1,9.5,69.0,2025-04-20T14:13:25.826Z,2025-04-20T14:13:26Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5667429935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803940765,716,1,2,80,14,uqspd1bx7f6mq8ohj50u1k1k,0,15.5,57.6,2025-04-20T14:13:49.785Z,2025-04-20T14:13:52Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5667432071,198,,5667432181,189,,5667432083,1,,5667432079,212,77.5,5667432081,213,5.95,5667432073,56,Right,5667432075,140,85.2,5667432077,141,20.3,5667432069,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803940847,801,12,2,80,16,80hgdmpkvdrhw1ge9nks2kxvy,1,16.2,86.0,2025-04-20T14:13:51.797Z,2025-04-20T14:13:56Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5667432557,213,5.89,5667432549,56,Back,5667432555,212,27.5,5667432553,141,70.6,5667432551,140,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803942185,824,59,2,80,17,80hgdmpkvdrhw1ge9nks2kxvy,1,10.4,74.7,2025-04-20T14:13:52.876Z,2025-04-20T14:15:31Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5667440143,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803940859,802,61,2,80,21,80hgdmpkvdrhw1ge9nks2kxvy,0,43.8,69.2,2025-04-20T14:13:56.358Z,2025-04-20T14:15:14Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5667432607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803940907,717,43,2,80,21,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-04-20T14:13:56.359Z,2025-04-20T14:14:59Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,,5667432857,56,Center,5667432917,233,802,5667437587,144,7,5667432859,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803940937,719,1,2,80,24,uqspd1bx7f6mq8ohj50u1k1k,1,48.4,33.1,2025-04-20T14:14:00.105Z,2025-04-20T14:14:02Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,,5667432989,213,2.93,5667432981,56,Back,5667432983,140,38.4,5667432985,141,36.4,5667432987,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803940949,720,1,2,80,25,uqspd1bx7f6mq8ohj50u1k1k,1,37.8,36.9,2025-04-20T14:14:01.193Z,2025-04-20T14:14:02Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5667433059,141,21.9,5667433063,213,4.89,5667433055,56,Back,5667433061,212,10.4,5667433057,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803940969,721,1,2,80,26,uqspd1bx7f6mq8ohj50u1k1k,0,39.8,21.8,2025-04-20T14:14:02.267Z,2025-04-20T14:14:03Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5667433157,141,32.2,5667433161,213,0.14,5667433155,140,88.5,5667433153,56,Center,5667433151,155,,5667433163,1,,5667433159,212,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941093,805,1,2,80,35,80hgdmpkvdrhw1ge9nks2kxvy,1,11.2,52.2,2025-04-20T14:14:10.669Z,2025-04-20T14:14:12Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5667433917,189,,5667433853,123,,5667433855,56,Back,5667433857,140,25.0,5667433861,212,20.8,5667433859,141,30.3,5667433865,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941157,806,1,2,80,38,80hgdmpkvdrhw1ge9nks2kxvy,1,27.8,38.9,2025-04-20T14:14:13.757Z,2025-04-20T14:14:16Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5667434251,56,Back,5667434259,213,1.11,5667434257,212,22.7,5667434255,141,68.7,5667434253,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941215,807,1,2,80,41,80hgdmpkvdrhw1ge9nks2kxvy,1,40.1,69.7,2025-04-20T14:14:16.525Z,2025-04-20T14:14:21Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5667434613,141,73.5,5667434617,213,0.15,5667434615,212,17.3,5667434611,140,56.4,5667434607,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941283,808,1,2,80,45,80hgdmpkvdrhw1ge9nks2kxvy,1,58.7,73.9,2025-04-20T14:14:21.100Z,2025-04-20T14:14:24Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5667435011,140,57.8,5667435013,141,68.8,5667435015,212,3.6,5667435017,213,4.45,5667435009,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941305,809,1,2,80,49,80hgdmpkvdrhw1ge9nks2kxvy,1,57.8,68.8,2025-04-20T14:14:24.445Z,2025-04-20T14:14:25Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5667435107,56,Left,5667435113,212,8.7,5667435115,213,1.15,5667435109,140,61.2,5667435111,141,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941321,810,1,2,80,49,80hgdmpkvdrhw1ge9nks2kxvy,1,61.2,80.5,2025-04-20T14:14:25.220Z,2025-04-20T14:14:26Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5667435171,141,66.4,5667435167,56,Center,5667435169,140,56.5,5667435175,213,4.24,5667435173,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941361,811,1,2,80,50,80hgdmpkvdrhw1ge9nks2kxvy,1,56.5,66.4,2025-04-20T14:14:26.228Z,2025-04-20T14:14:30Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5667435449,141,51.9,5667435451,212,9.9,5667435445,56,Center,5667435447,140,55.7,5667435453,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941381,812,1,2,80,55,80hgdmpkvdrhw1ge9nks2kxvy,1,64.3,52.8,2025-04-20T14:14:30.565Z,2025-04-20T14:14:32Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5667435553,212,7.6,5667435555,213,0.46,5667435547,56,Center,5667435551,141,57.8,5667435549,140,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941419,813,1,2,80,57,80hgdmpkvdrhw1ge9nks2kxvy,1,69.2,46.9,2025-04-20T14:14:32.356Z,2025-04-20T14:14:35Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5667435741,56,Center,5667435747,212,10.7,5667435745,141,31.2,5667435743,140,69.2,5667435749,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941441,814,1,2,80,59,80hgdmpkvdrhw1ge9nks2kxvy,1,70.0,30.3,2025-04-20T14:14:35.244Z,2025-04-20T14:14:37Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5667435879,141,7.0,5667435881,212,21.1,5667435883,213,5.43,5667435875,56,Right,5667435877,140,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941463,815,1,2,81,1,80hgdmpkvdrhw1ge9nks2kxvy,1,86.2,6.4,2025-04-20T14:14:36.972Z,2025-04-20T14:14:39Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5667436017,140,67.5,5667436021,212,19.9,5667436023,213,2.99,5667436011,56,Right,5667436019,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941519,816,1,2,81,3,80hgdmpkvdrhw1ge9nks2kxvy,1,65.3,12.6,2025-04-20T14:14:39.165Z,2025-04-20T14:14:43Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5667436359,212,14.4,5667436361,213,1.93,5667436355,140,60.5,5667436357,141,32.5,5667436353,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941579,817,1,2,81,7,80hgdmpkvdrhw1ge9nks2kxvy,1,61.3,32.8,2025-04-20T14:14:42.997Z,2025-04-20T14:14:46Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5667436629,213,5.08,5667436625,141,12.5,5667436627,212,14.8,5667436623,140,66.4,5667436621,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941653,818,1,2,81,11,80hgdmpkvdrhw1ge9nks2kxvy,1,67.5,11.0,2025-04-20T14:14:46.477Z,2025-04-20T14:14:52Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5667437079,212,5.4,5667437081,213,0.11,5667437075,140,72.6,5667437077,141,11.9,5667437073,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941703,819,1,2,81,17,80hgdmpkvdrhw1ge9nks2kxvy,1,42.8,20.0,2025-04-20T14:14:52.452Z,2025-04-20T14:14:56Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5667437381,212,25.9,5667437383,213,1.13,5667437375,56,Center,5667437377,140,53.3,5667437379,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941761,820,1,2,81,21,80hgdmpkvdrhw1ge9nks2kxvy,1,52.5,49.4,2025-04-20T14:14:56.548Z,2025-04-20T14:15:01Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5667437741,140,82.2,5667437751,212,41.3,5667437737,56,Right,5667437733,155,,5667437745,141,9.5,5667437753,213,5.57,5667437755,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941799,821,1,2,81,25,80hgdmpkvdrhw1ge9nks2kxvy,1,86.2,7.9,2025-04-20T14:15:01.132Z,2025-04-20T14:15:03Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5667437967,140,72.2,5667437973,213,3.00,5667437965,56,Right,5667437971,212,14.8,5667437969,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941947,822,1,2,81,28,80hgdmpkvdrhw1ge9nks2kxvy,0,74.5,12.0,2025-04-20T14:15:03.316Z,2025-04-20T14:15:11Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5667438701,141,100.0,5667438699,140,95.5,5667438693,2,,5667438707,1,,5667438705,213,1.22,5667438703,212,65.1,5667438695,155,,5667438697,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803942225,722,5,2,81,35,uqspd1bx7f6mq8ohj50u1k1k,1,4.3,-1.8,2025-04-20T14:15:11.020Z,2025-04-20T14:47:03Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5667440439,233,823,5667440395,56,Back,5667440397,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803941955,823,5,2,81,35,80hgdmpkvdrhw1ge9nks2kxvy,0,95.7,101.8,2025-04-20T14:15:11.020Z,2025-04-20T14:47:03Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5667438743,347,,5667438741,56,Left,5667440473,233,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803942261,723,1,2,81,58,uqspd1bx7f6mq8ohj50u1k1k,0,7.4,0.0,2025-04-20T14:15:33.810Z,2025-04-20T14:15:35Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5667440575,56,Back,5667440577,140,28.1,5667440573,107,,5667440581,212,22.9,5667440579,141,9.2,5667440585,213,0.32,5667440591,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
