id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2823879093,711,1,2,75,4,btaf9fuj3xctycyjeqwereaow,1,10.6,54.2,2025-06-22T16:32:17.063Z,2025-06-22T16:32:19Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,5778076025,212,17.8,5778076021,140,19.4,5778076023,141,31.9,5778076027,213,5.26,5778076019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879099,712,1,2,75,6,btaf9fuj3xctycyjeqwereaow,0,20.6,31.3,2025-06-22T16:32:19.744Z,2025-06-22T16:32:20Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5778076061,56,Back,5778076065,141,42.4,5778076069,213,0.66,5778076067,212,12.3,5778076063,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879111,717,1,2,75,9,d8w1m5j3jbd1eva8524dv4a20,1,53.3,38.0,2025-06-22T16:32:22.655Z,2025-06-22T16:32:24Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5778076125,140,63.1,5778076127,141,35.1,5778076131,213,6.09,5778076123,56,Center,5778076129,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879121,718,3,2,75,11,d8w1m5j3jbd1eva8524dv4a20,0,64.8,44.7,2025-06-22T16:32:24.222Z,2025-06-22T17:00:31Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,5778076191,233,713,5778076179,56,Center,5778076181,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879117,713,7,2,75,11,btaf9fuj3xctycyjeqwereaow,1,35.2,55.3,2025-06-22T16:32:24.223Z,2025-06-22T17:00:30Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,5778076187,233,718,5778076167,285,,5778076165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879127,714,1,2,75,12,btaf9fuj3xctycyjeqwereaow,0,29.9,41.3,2025-06-22T16:32:25.112Z,2025-06-22T16:33:35Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,5778076211,140,37.3,5778076215,212,8.2,5778076209,56,Back,5778076213,141,45.1,5778076217,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879141,720,1,2,75,14,d8w1m5j3jbd1eva8524dv4a20,1,58.2,36.7,2025-06-22T16:32:27.560Z,2025-06-22T16:32:30Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5778076287,56,Center,5778076291,141,54.2,5778076295,213,0.93,5778076289,140,66.7,5778076293,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879149,721,1,2,75,17,d8w1m5j3jbd1eva8524dv4a20,1,66.7,54.2,2025-06-22T16:32:29.975Z,2025-06-22T16:58:12Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5778076323,212,10.6,5778076315,56,Center,5778076325,213,3.75,5778076321,141,45.2,5778076317,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879159,722,1,2,75,19,d8w1m5j3jbd1eva8524dv4a20,1,59.1,45.4,2025-06-22T16:32:31.999Z,2025-06-22T16:32:33Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5778076385,212,11.2,5778076381,140,68.8,5778076379,56,Center,5778076387,213,0.44,5778076383,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879163,723,61,2,75,20,d8w1m5j3jbd1eva8524dv4a20,0,69.0,52.4,2025-06-22T16:32:33.200Z,2025-06-22T16:32:33Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,5778076403,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879179,716,61,2,75,24,btaf9fuj3xctycyjeqwereaow,0,42.0,37.6,2025-06-22T16:32:36.920Z,2025-06-22T18:02:08Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5778076465,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879193,724,43,2,75,24,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-06-22T16:32:36.921Z,2025-06-22T16:59:16Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5778076543,56,Center,5778076545,285,0,5778115439,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879233,726,1,2,75,28,d8w1m5j3jbd1eva8524dv4a20,1,27.3,57.2,2025-06-22T16:32:41.764Z,2025-06-22T16:32:50Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,5778076775,56,Back,5778076781,212,23.5,5778076779,141,51.3,5778076777,140,5.2,5778076783,213,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879239,727,1,2,75,30,d8w1m5j3jbd1eva8524dv4a20,1,5.2,51.3,2025-06-22T16:32:43.648Z,2025-06-22T16:32:51Z,3hb7wwsfbna4xsgibrfrxcep6,J. Torkildsen,,5778076819,140,20.9,5778076823,212,17.5,5778076821,141,42.8,5778076825,213,5.95,5778076817,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879243,728,1,2,75,31,d8w1m5j3jbd1eva8524dv4a20,1,21.4,42.5,2025-06-22T16:32:44.608Z,2025-06-22T16:32:51Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5778076841,213,1.62,5778076835,140,20.9,5778076837,141,59.6,5778076833,56,Back,5778076839,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879247,729,1,2,75,33,d8w1m5j3jbd1eva8524dv4a20,1,20.9,59.6,2025-06-22T16:32:46.719Z,2025-06-22T16:32:52Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,5778076865,141,49.3,5778076863,140,35.3,5778076867,212,16.7,5778076869,213,5.85,5778076861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879253,730,1,2,75,39,d8w1m5j3jbd1eva8524dv4a20,1,35.2,64.8,2025-06-22T16:32:52.768Z,2025-06-22T16:32:54Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5778076917,213,4.08,5778076913,141,40.4,5778076909,56,Back,5778076915,212,20.6,5778076911,140,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879261,731,1,2,75,41,d8w1m5j3jbd1eva8524dv4a20,1,23.5,40.4,2025-06-22T16:32:54.352Z,2025-06-22T16:32:57Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,5778076995,141,22.7,5778076999,213,5.70,5778076991,56,Back,5778076993,140,40.8,5778076997,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879265,732,61,2,75,44,d8w1m5j3jbd1eva8524dv4a20,1,40.7,21.3,2025-06-22T16:32:57.594Z,2025-06-22T16:57:59Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,5778077017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879283,733,1,2,75,47,d8w1m5j3jbd1eva8524dv4a20,1,39.0,9.1,2025-06-22T16:33:00.432Z,2025-06-22T16:33:01Z,9avxz26gl0igfm4ea5inps0es,M. Hope,,5778077133,141,16.4,5778077129,56,Back,5778077137,213,2.85,5778077131,140,23.2,5778077135,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879301,734,1,2,75,48,d8w1m5j3jbd1eva8524dv4a20,1,23.3,16.8,2025-06-22T16:33:01.528Z,2025-06-22T16:33:05Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5778077257,212,26.1,5778077253,140,4.2,5778077255,141,41.3,5778077251,56,Back,5778077259,213,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879341,735,1,2,75,52,d8w1m5j3jbd1eva8524dv4a20,1,4.2,41.5,2025-06-22T16:33:05.634Z,2025-06-22T16:33:10Z,3hb7wwsfbna4xsgibrfrxcep6,J. Torkildsen,,5778077465,140,40.7,5778077469,212,38.4,5778077471,213,6.21,5778077461,155,,5778077473,1,,5778077463,56,Back,5778077467,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879343,736,61,2,75,57,d8w1m5j3jbd1eva8524dv4a20,0,41.1,37.1,2025-06-22T16:33:10.593Z,2025-06-22T16:33:11Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,5778077477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879353,718,1,2,75,58,btaf9fuj3xctycyjeqwereaow,1,59.4,63.9,2025-06-22T16:33:11.730Z,2025-06-22T16:33:14Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,5778077525,213,5.03,5778077521,141,34.2,5778077517,56,Center,5778077519,140,65.7,5778077523,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879377,719,1,2,76,1,btaf9fuj3xctycyjeqwereaow,1,65.7,34.2,2025-06-22T16:33:13.903Z,2025-06-22T16:33:17Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,5778077653,140,76.2,5778077657,212,16.2,5778077659,213,5.46,5778077651,56,Right,5778077655,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879383,720,1,2,76,4,btaf9fuj3xctycyjeqwereaow,0,76.2,16.8,2025-06-22T16:33:17Z,2025-06-22T16:33:17Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,5778077697,141,18.6,5778077701,213,0.32,5778077693,56,Right,5778077695,140,79.7,5778077699,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879389,737,61,2,76,5,d8w1m5j3jbd1eva8524dv4a20,1,14.1,70.9,2025-06-22T16:33:18.433Z,2025-06-22T16:33:18Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,5778077733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879397,721,1,2,76,6,btaf9fuj3xctycyjeqwereaow,0,91.4,28.6,2025-06-22T16:33:19.136Z,2025-06-22T16:33:19Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,5778077771,56,Center,5778077775,141,30.9,5778077779,213,1.70,5778077777,212,1.6,5778077773,140,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879417,738,12,2,76,7,d8w1m5j3jbd1eva8524dv4a20,1,14.1,65.8,2025-06-22T16:33:20.617Z,2025-06-22T16:33:23Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5778077889,212,6.2,5778077885,140,17.5,5778077883,56,Back,5778077891,213,0.95,5778077887,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879409,722,61,2,76,8,btaf9fuj3xctycyjeqwereaow,1,91.2,30.9,2025-06-22T16:33:21.144Z,2025-06-22T16:33:21Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,5778077821,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879441,739,1,2,76,10,d8w1m5j3jbd1eva8524dv4a20,1,12.9,62.6,2025-06-22T16:33:22.904Z,2025-06-22T16:33:25Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5778078005,213,0.72,5778078001,141,80.6,5778077999,140,26.1,5778078003,212,18.5,5778077997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879457,741,3,2,76,12,d8w1m5j3jbd1eva8524dv4a20,0,24.0,83.0,2025-06-22T16:33:24.831Z,2025-06-22T17:00:31Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,5778078059,233,723,5778078041,56,Back,5778078043,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879453,723,7,2,76,12,btaf9fuj3xctycyjeqwereaow,1,76.0,17.0,2025-06-22T16:33:24.832Z,2025-06-22T17:00:31Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,5778078035,286,,5778078031,167,,5778078033,56,Right,5778078055,233,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823880369,753,5,2,76,13,btaf9fuj3xctycyjeqwereaow,0,13.8,-1.8,2025-06-22T16:33:26.325Z,2025-06-22T18:10:01Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,5778083221,56,Back,5778083537,233,769,5778083223,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823880411,769,5,2,76,13,d8w1m5j3jbd1eva8524dv4a20,1,86.2,101.8,2025-06-22T16:33:26.325Z,2025-06-22T18:10:07Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,5778083451,56,Left,5778083505,233,753,5778083453,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879681,725,18,2,76,40,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-06-22T16:33:53.710Z,2025-06-22T16:34:43Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,5778079277,59,7,5778079273,42,,5778079275,44,Midfielder,5778079319,55,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879683,726,19,2,76,40,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-06-22T16:33:53.711Z,2025-06-22T16:34:44Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,5778079283,145,7,5778079287,292,8,5778079289,293,2,5778079291,44,Forward,5778079293,55,725,5778079285,59,3,5778079279,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879705,743,1,2,76,59,d8w1m5j3jbd1eva8524dv4a20,1,36.1,100.0,2025-06-22T16:34:11.983Z,2025-06-22T16:34:13Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,5778079407,56,Back,5778079411,141,88.6,5778079415,213,5.04,5778079409,140,38.8,5778079413,212,8.9,5778079405,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879713,744,1,2,76,59,d8w1m5j3jbd1eva8524dv4a20,1,38.8,88.0,2025-06-22T16:34:12.728Z,2025-06-22T16:34:14Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5778079443,56,Back,5778079447,141,97.1,5778079449,212,8.0,5778079451,213,2.25,5778079445,140,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879719,745,1,2,77,1,d8w1m5j3jbd1eva8524dv4a20,1,34.9,93.8,2025-06-22T16:34:14.187Z,2025-06-22T16:34:15Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,5778079493,56,Center,5778079501,213,5.60,5778079497,141,72.6,5778079499,212,22.8,5778079491,155,,5778079495,140,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879721,746,1,2,77,1,d8w1m5j3jbd1eva8524dv4a20,0,52.8,73.2,2025-06-22T16:34:14.385Z,2025-06-22T17:14:41Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,5778079517,213,3.19,5778079509,56,Back,5778079513,141,72.1,5778079511,140,37.8,5778079507,3,,5778079515,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879725,727,1,2,77,2,btaf9fuj3xctycyjeqwereaow,1,66.1,28.3,2025-06-22T16:34:15.288Z,2025-06-22T16:34:16Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,5778079547,213,4.54,5778079539,56,Right,5778079543,141,18.8,5778079545,212,6.6,5778079541,140,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879741,729,1,2,77,5,btaf9fuj3xctycyjeqwereaow,1,64.9,18.8,2025-06-22T16:34:18.033Z,2025-06-22T16:34:22Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,5778079631,141,18.6,5778079627,56,Back,5778079637,1,,5778079629,140,33.4,5778079633,212,33.1,5778079635,213,3.15,5778079625,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879767,730,1,2,77,9,btaf9fuj3xctycyjeqwereaow,1,33.4,18.6,2025-06-22T16:34:21.888Z,2025-06-22T16:34:25Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5778079737,212,11.3,5778079733,140,32.4,5778079735,141,35.2,5778079731,56,Back,5778079739,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879781,731,1,2,77,12,btaf9fuj3xctycyjeqwereaow,1,33.6,42.8,2025-06-22T16:34:25.792Z,2025-06-22T16:34:27Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,5778079833,141,29.5,5778079829,56,Back,5778079837,213,4.51,5778079831,140,31.8,5778079835,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879799,732,1,2,77,14,btaf9fuj3xctycyjeqwereaow,1,31.8,29.5,2025-06-22T16:34:27.336Z,2025-06-22T16:34:31Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5778079957,213,5.02,5778079953,141,15.6,5778079949,56,Back,5778079951,140,34.7,5778079955,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879809,733,1,2,77,18,btaf9fuj3xctycyjeqwereaow,1,36.8,15.9,2025-06-22T16:34:31.345Z,2025-06-22T16:34:33Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,5778080017,141,24.7,5778080021,213,0.26,5778080013,56,Center,5778080015,140,58.1,5778080019,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879831,734,1,2,77,20,btaf9fuj3xctycyjeqwereaow,1,58.1,24.7,2025-06-22T16:34:32.914Z,2025-06-22T16:34:37Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,5778080137,56,Back,5778080145,213,3.31,5778080141,141,20.9,5778080143,212,15.0,5778080139,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879857,735,1,2,77,24,btaf9fuj3xctycyjeqwereaow,1,44.0,20.9,2025-06-22T16:34:37.499Z,2025-06-22T16:34:40Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,5778080283,213,2.18,5778080277,140,34.2,5778080281,212,17.9,5778080279,141,42.5,5778080275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879867,736,1,2,77,27,btaf9fuj3xctycyjeqwereaow,1,34.1,39.2,2025-06-22T16:34:40.145Z,2025-06-22T16:34:42Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5778080315,141,39.4,5778080317,212,10.4,5778080313,140,44.0,5778080311,56,Back,5778080319,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879879,737,1,2,77,30,btaf9fuj3xctycyjeqwereaow,1,44.0,39.4,2025-06-22T16:34:42.808Z,2025-06-22T16:34:45Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,5778080389,141,23.7,5778080393,213,3.69,5778080385,56,Back,5778080391,212,20.5,5778080387,140,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879895,738,1,2,77,32,btaf9fuj3xctycyjeqwereaow,1,27.3,23.6,2025-06-22T16:34:45.240Z,2025-06-22T16:34:48Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5778080473,140,36.0,5778080477,212,12.1,5778080479,213,5.57,5778080471,56,Back,5778080475,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879903,739,1,2,77,35,btaf9fuj3xctycyjeqwereaow,1,36.1,12.0,2025-06-22T16:34:47.977Z,2025-06-22T16:34:49Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,5778080535,141,19.8,5778080531,56,Back,5778080539,213,2.31,5778080537,212,7.2,5778080533,140,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879921,740,1,2,77,36,btaf9fuj3xctycyjeqwereaow,1,31.4,20.0,2025-06-22T16:34:49.797Z,2025-06-22T16:34:53Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5778080637,141,19.1,5778080633,56,Back,5778080639,212,6.5,5778080641,213,6.19,5778080635,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879931,741,1,2,77,40,btaf9fuj3xctycyjeqwereaow,1,37.8,19.1,2025-06-22T16:34:53.488Z,2025-06-22T16:37:31Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,5778080697,212,12.1,5778080693,140,27.0,5778080691,56,Back,5778080695,141,13.1,5778080699,213,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879949,742,1,2,77,43,btaf9fuj3xctycyjeqwereaow,1,27.1,13.1,2025-06-22T16:34:55.970Z,2025-06-22T16:34:58Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5778080791,212,25.2,5778080787,140,9.0,5778080785,56,Back,5778080789,141,37.4,5778080793,213,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879961,743,1,2,77,45,btaf9fuj3xctycyjeqwereaow,0,9.0,37.4,2025-06-22T16:34:57.987Z,2025-06-22T16:35:00Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,5778080875,212,39.1,5778080869,56,Back,5778080879,1,,5778080871,140,44.6,5778080873,141,20.7,5778080877,213,5.99,5778080867,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879973,748,1,2,77,47,d8w1m5j3jbd1eva8524dv4a20,1,30.2,73.6,2025-06-22T16:35:00.738Z,2025-06-22T16:57:32Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,5778080933,140,51.3,5778080929,3,,5778080937,212,22.3,5778080939,213,0.13,5778080935,141,77.9,5778080931,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823886039,908,44,2,77,49,d8w1m5j3jbd1eva8524dv4a20,1,54.8,84.6,2025-06-22T16:35:01.807Z,2025-06-22T16:59:48Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5778115595,56,Left,5778115603,233,766,5778115597,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823880967,766,44,2,77,49,btaf9fuj3xctycyjeqwereaow,0,45.2,15.4,2025-06-22T16:35:01.808Z,2025-06-22T16:59:49Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,5778086619,285,,5778115613,233,908,5778086617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879979,749,1,2,77,49,d8w1m5j3jbd1eva8524dv4a20,0,51.1,88.9,2025-06-22T16:35:02.017Z,2025-06-22T17:14:30Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5778114163,141,78.7,5778114167,213,4.02,5778114161,140,45.6,5778114159,3,,5778080965,56,Back,5778114165,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823880007,744,1,2,77,52,btaf9fuj3xctycyjeqwereaow,1,45.4,19.2,2025-06-22T16:35:05.681Z,2025-06-22T16:38:47Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,5778081149,213,0.84,5778081145,212,15.0,5778081141,140,54.9,5778081143,141,35.7,5778081139,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823880013,745,1,2,77,55,btaf9fuj3xctycyjeqwereaow,0,60.7,36.0,2025-06-22T16:35:08.536Z,2025-06-22T16:56:54Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,5778114507,236,,5778087967,141,41.3,5778087971,213,0.57,5778114509,233,750,5778087969,212,6.6,5778114513,286,,5778081163,56,Center,5778087965,140,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823879993,750,74,2,77,55,d8w1m5j3jbd1eva8524dv4a20,1,41.2,60.6,2025-06-22T16:35:08.537Z,2025-06-22T16:57:27Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5778114515,233,745,5778081067,285,,5778081065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823880025,746,1,2,77,56,btaf9fuj3xctycyjeqwereaow,1,56.9,38.5,2025-06-22T16:35:09.265Z,2025-06-22T17:14:16Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,5778081207,141,38.8,5778081211,213,0.21,5778081203,56,Center,5778081205,140,57.8,5778081209,212,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823880027,747,1,2,77,57,btaf9fuj3xctycyjeqwereaow,0,57.8,38.8,2025-06-22T16:35:10.746Z,2025-06-22T17:14:22Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,5778081219,141,34.8,5778081215,56,Center,5778081223,213,5.66,5778081221,212,4.7,5778081217,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823880031,752,1,2,77,59,d8w1m5j3jbd1eva8524dv4a20,1,23.0,62.0,2025-06-22T16:35:12.289Z,2025-06-22T16:35:15Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,5778081251,212,20.5,5778081249,141,83.3,5778081245,56,Back,5778081247,140,36.8,5778081253,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823880037,753,1,2,78,2,d8w1m5j3jbd1eva8524dv4a20,1,33.7,91.4,2025-06-22T16:35:15.396Z,2025-06-22T16:35:17Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,5778081275,213,0.02,5778081269,140,53.4,5778081271,141,92.0,5778081273,212,20.7,5778081267,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
