id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2804947129,439,18,2,63,47,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-22T18:22:48.038Z,2025-04-22T22:37:22Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5673017041,55,440,5673017009,59,41,5673017007,44,Forward,5673017361,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947131,440,19,2,63,47,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-22T18:22:48.039Z,2025-04-22T18:22:57Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5673017037,55,439,5673017031,292,8,5673017347,41,,5673017029,59,14,5673017033,293,1,5673017035,44,Forward,5673017027,145,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947243,444,28,2,63,50,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-22T18:22:50.451Z,2025-04-22T19:12:41Z,,,,,5673139341,233,767,5673017593,55,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947153,767,28,2,63,50,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-04-22T18:22:50.451Z,2025-04-22T19:12:40Z,,,,,5673017111,55,766,5673139337,233,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947165,441,18,2,63,52,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-22T18:22:52.516Z,2025-04-22T18:22:53Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5673017201,55,442,5673017161,44,Midfielder,5673017163,59,80,5673017159,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947167,442,19,2,63,52,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-22T18:22:52.517Z,2025-04-22T18:22:53Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5673017177,59,21,5673017181,293,3,5673017171,42,,5673017179,292,7,5673017185,55,441,5673017183,44,Midfielder,5673017175,145,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947307,769,1,2,64,10,77tfx9me4aaqhzv78bmgsy9bg,1,25.3,41.6,2025-04-22T18:23:10.531Z,2025-04-22T18:23:18Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5673018035,141,59.7,5673018033,140,24.3,5673018037,212,12.4,5673018039,213,1.66,5673018031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947353,770,1,2,64,18,77tfx9me4aaqhzv78bmgsy9bg,1,29.9,51.6,2025-04-22T18:23:18.371Z,2025-04-22T18:23:27Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5673018329,140,28.3,5673018335,213,4.59,5673018327,56,Back,5673018333,212,13.3,5673018331,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947391,771,1,2,64,27,77tfx9me4aaqhzv78bmgsy9bg,1,34.8,31.3,2025-04-22T18:23:27.507Z,2025-04-22T18:23:35Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5673018587,212,18.2,5673018585,141,57.5,5673018589,213,1.79,5673018581,56,Back,5673018583,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947409,772,1,2,64,35,77tfx9me4aaqhzv78bmgsy9bg,1,34.5,49.1,2025-04-22T18:23:35.411Z,2025-04-22T18:23:38Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5673018695,141,20.4,5673018689,56,Back,5673018699,212,19.9,5673018691,140,30.9,5673018701,213,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947415,773,1,2,64,38,77tfx9me4aaqhzv78bmgsy9bg,1,28.4,20.9,2025-04-22T18:23:38.484Z,2025-04-22T18:23:40Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5673018749,212,12.1,5673018747,141,21.3,5673018745,140,39.9,5673018743,56,Back,5673018751,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947423,774,1,2,64,39,77tfx9me4aaqhzv78bmgsy9bg,1,39.9,21.3,2025-04-22T18:23:40.051Z,2025-04-22T18:23:42Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5673018815,213,2.30,5673018813,212,6.3,5673018807,56,Back,5673018809,140,35.9,5673018837,156,,5673018811,141,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947431,775,1,2,64,41,77tfx9me4aaqhzv78bmgsy9bg,1,35.9,28.2,2025-04-22T18:23:41.475Z,2025-04-22T18:23:42Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5673018857,140,28.4,5673018855,56,Back,5673018859,141,21.9,5673018861,212,9.0,5673018863,213,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947439,776,1,2,64,41,77tfx9me4aaqhzv78bmgsy9bg,1,28.4,21.9,2025-04-22T18:23:42.197Z,2025-04-22T18:23:43Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5673018923,213,1.20,5673018919,141,51.8,5673018917,140,35.9,5673018921,212,21.8,5673018915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947483,777,1,2,64,43,77tfx9me4aaqhzv78bmgsy9bg,1,36.8,56.3,2025-04-22T18:23:43.652Z,2025-04-22T18:23:49Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5673019185,213,2.60,5673019183,212,11.9,5673019181,141,65.4,5673019177,56,Back,5673019179,140,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947511,778,1,2,64,49,77tfx9me4aaqhzv78bmgsy9bg,1,37.1,54.9,2025-04-22T18:23:49.684Z,2025-04-22T18:23:53Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5673019357,213,4.62,5673019349,140,35.4,5673019353,212,19.9,5673019347,56,Back,5673019351,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947525,779,1,2,64,52,77tfx9me4aaqhzv78bmgsy9bg,1,39.5,23.1,2025-04-22T18:23:52.996Z,2025-04-22T18:23:56Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5673019473,140,55.9,5673019475,141,6.7,5673019477,212,20.5,5673019471,56,Right,5673019479,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947539,780,1,2,64,55,77tfx9me4aaqhzv78bmgsy9bg,1,58.4,7.7,2025-04-22T18:23:56.308Z,2025-04-22T18:23:57Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5673019587,140,48.8,5673019591,212,15.2,5673019593,213,2.30,5673019585,56,Back,5673019589,141,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947557,781,1,2,64,57,77tfx9me4aaqhzv78bmgsy9bg,1,48.9,24.3,2025-04-22T18:23:57.716Z,2025-04-22T18:24:03Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5673019727,212,26.3,5673019725,141,60.0,5673019729,213,1.96,5673019721,56,Back,5673019723,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947577,782,1,2,65,2,77tfx9me4aaqhzv78bmgsy9bg,1,47.1,53.9,2025-04-22T18:24:02.900Z,2025-04-22T18:24:07Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5673019875,213,0.26,5673019865,155,,5673019873,212,32.3,5673019869,140,76.8,5673019871,141,66.3,5673019867,56,Center,5673019877,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947585,783,1,2,65,6,77tfx9me4aaqhzv78bmgsy9bg,1,86.5,56.4,2025-04-22T18:24:07.012Z,2025-04-22T18:24:35Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,1.0,5673019941,212,3.4,5673020941,210,15,5673019935,56,Center,5673019943,213,4.26,5673019937,140,85.1,5673020943,154,,5673019939,141,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947587,784,15,2,65,7,77tfx9me4aaqhzv78bmgsy9bg,1,87.1,53.6,2025-04-22T18:24:08.053Z,2025-04-22T21:54:35Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5673020967,146,93.7,5673019951,17,,5673020687,72,,5673020959,102,48.7,5673020969,147,51.4,5673020961,103,22.2,5673020951,29,,5673019953,56,Center,5673020963,214,,5673020953,154,,5673020949,79,,5673020955,55,5673019949,22,,5673020965,328,,5673020973,233,446,,,,,,783,,,,,,,,,
2804947593,446,10,2,65,7,59as3grjvj19voay31j3yfgni,1,6.4,48.1,2025-04-22T18:24:08.153Z,2025-04-22T21:54:45Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5673407905,377,,5673019999,182,,5673020001,56,Back,5673020723,174,,5673020725,179,,5673020999,233,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804947695,447,16,2,65,10,59as3grjvj19voay31j3yfgni,1,4.8,47.2,2025-04-22T18:24:10.492Z,2025-04-22T21:56:55Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5673020539,22,,5673021619,375,65:09.831,5673020543,28,,5673408847,280,OWN_GOAL,5673022185,102,52.6,5673408103,395,4.2,5673021613,20,,5673408849,281,7a1vtc0e7ubua2t0dwx9ufk7o,5673020541,16,,5673408851,282,77tfx9me4aaqhzv78bmgsy9bg,5673022189,230,93.2,5673020545,56,5673022187,103,1.9,5673022183,76,,5673408105,396,50,5673408853,472,784,5673022191,231,Center,49.6,5673021615,374,2025-04-22 19:24:10.169,,,,,
2804955233,575,17,2,65,40,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-22T18:24:40.903Z,2025-04-22T18:57:13Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5673100913,184,,5673063899,31,,5673101027,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948035,448,1,2,66,28,59as3grjvj19voay31j3yfgni,1,50.5,50.1,2025-04-22T18:25:28.997Z,2025-04-22T18:25:30Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5673022583,212,16.3,5673022585,213,3.02,5673022579,140,35.1,5673022587,279,G,5673022577,56,Back,5673022581,141,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948063,449,1,2,66,29,59as3grjvj19voay31j3yfgni,1,36.5,51.6,2025-04-22T18:25:30.166Z,2025-04-22T18:25:33Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5673022751,212,35.6,5673022757,1,,5673022743,157,,5673022745,56,Center,5673022753,213,5.97,5673022747,140,68.8,5673022749,141,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948067,450,44,2,66,32,59as3grjvj19voay31j3yfgni,1,66.6,43.2,2025-04-22T18:25:32.406Z,2025-04-23T00:23:50Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5673022773,56,Center,5673022775,286,,5673022777,233,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948053,786,44,2,66,32,77tfx9me4aaqhzv78bmgsy9bg,0,33.4,56.8,2025-04-22T18:25:32.407Z,2025-04-23T00:23:51Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5673022697,285,,5673022809,233,450,5673022695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948081,451,1,2,66,32,59as3grjvj19voay31j3yfgni,1,65.6,39.4,2025-04-22T18:25:33.213Z,2025-04-23T00:24:00Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5673022833,56,Center,5673022835,140,80.0,5673022841,213,6.00,5673023555,168,,5673022831,3,,5673022839,212,15.7,5673022837,141,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948085,452,1,2,66,36,59as3grjvj19voay31j3yfgni,1,75.1,38.0,2025-04-22T18:25:37.237Z,2025-04-22T21:57:22Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5673022853,141,32.7,5673022855,212,4.9,5673022849,56,Center,5673023649,3,,5673022851,140,78.2,5673022857,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948087,453,61,2,66,37,59as3grjvj19voay31j3yfgni,0,86.6,28.9,2025-04-22T18:25:38.278Z,2025-04-22T18:25:38Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5673022861,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948097,787,52,2,66,39,77tfx9me4aaqhzv78bmgsy9bg,1,10.5,51.2,2025-04-22T18:25:40.103Z,2025-04-22T21:57:27Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5673409521,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948101,788,1,2,66,40,77tfx9me4aaqhzv78bmgsy9bg,1,11.2,50.4,2025-04-22T18:25:40.663Z,2025-04-22T18:25:42Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5673022925,141,15.2,5673022919,123,,5673022945,287,,5673022923,140,25.9,5673022927,212,28.5,5673022929,213,5.29,5673022921,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948109,789,1,2,66,41,77tfx9me4aaqhzv78bmgsy9bg,1,25.9,15.2,2025-04-22T18:25:42.216Z,2025-04-22T18:25:43Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5673022955,56,Back,5673022959,141,33.6,5673022963,213,1.29,5673022961,212,13.0,5673022957,140,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948117,790,1,2,66,42,77tfx9me4aaqhzv78bmgsy9bg,0,29.3,33.6,2025-04-22T18:25:42.855Z,2025-04-22T18:25:44Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5673022995,141,0.0,5673022999,213,4.28,5673022991,56,Back,5673022993,140,18.7,5673022997,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948211,454,5,2,66,43,59as3grjvj19voay31j3yfgni,1,81.7,101.4,2025-04-22T18:25:43.921Z,2025-04-22T19:12:40Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5673023545,347,,5673023543,56,Left,5673023561,233,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948121,791,5,2,66,43,77tfx9me4aaqhzv78bmgsy9bg,0,18.3,-1.4,2025-04-22T18:25:43.921Z,2025-04-22T19:12:40Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5673023019,347,,5673023591,233,454,5673023017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948267,455,1,2,67,6,59as3grjvj19voay31j3yfgni,1,85.0,100.0,2025-04-22T18:26:07.143Z,2025-04-22T18:57:20Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5673023879,212,31.2,5673023871,107,,5673023881,213,4.94,5673023877,141,57.0,5673023875,140,91.6,5673023873,56,Center,5673023883,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948273,456,1,2,67,9,59as3grjvj19voay31j3yfgni,0,90.8,64.9,2025-04-22T18:26:10.143Z,2025-04-22T19:05:54Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5673023927,212,12.7,5673023929,213,5.44,5673023921,56,Center,5673023917,3,,5673023925,141,50.9,5673023919,168,,5673023923,140,98.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948293,792,12,2,67,10,77tfx9me4aaqhzv78bmgsy9bg,1,4.1,50.9,2025-04-22T18:26:10.888Z,2025-04-22T18:26:14Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5673024007,213,4.22,5673023999,56,Back,5673024003,141,46.9,5673024001,140,2.7,5673024005,212,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948297,793,44,2,67,13,77tfx9me4aaqhzv78bmgsy9bg,1,1.8,48.3,2025-04-22T18:26:13.365Z,2025-04-23T00:23:51Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5673024031,233,457,5673024019,285,,5673024015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948289,457,44,2,67,13,59as3grjvj19voay31j3yfgni,0,98.2,51.7,2025-04-22T18:26:13.366Z,2025-04-23T00:23:51Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5673023971,56,Center,5673023975,286,,5673024035,233,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948301,794,11,2,67,13,77tfx9me4aaqhzv78bmgsy9bg,1,2.7,46.9,2025-04-22T18:26:13.984Z,2025-04-22T21:58:34Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5673024027,56,Back,5673409915,378,,5673024029,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948331,795,1,2,67,17,77tfx9me4aaqhzv78bmgsy9bg,1,12.0,48.2,2025-04-22T18:26:17.992Z,2025-04-22T18:26:21Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5673024203,140,24.2,5673024205,141,27.3,5673024207,212,19.1,5673024201,56,Back,5673024199,123,,5673024209,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948339,796,1,2,67,20,77tfx9me4aaqhzv78bmgsy9bg,0,26.8,25.8,2025-04-22T18:26:21.337Z,2025-04-22T18:26:24Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5673024267,213,0.65,5673024257,196,,5673024261,140,80.9,5673024269,1,,5673024259,56,Left,5673024263,141,88.9,5673024265,212,71.2,5673024255,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948367,459,1,2,67,26,59as3grjvj19voay31j3yfgni,1,10.4,8.3,2025-04-22T18:26:26.936Z,2025-04-22T18:26:28Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5673024421,56,Back,5673024423,140,2.9,5673024429,213,1.91,5673024425,141,41.6,5673024427,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948395,460,1,2,67,28,59as3grjvj19voay31j3yfgni,1,3.0,40.6,2025-04-22T18:26:28.536Z,2025-04-22T18:26:32Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5673024567,141,44.8,5673024571,213,0.06,5673024561,157,,5673024569,212,48.2,5673024563,56,Back,5673024573,1,,5673024565,140,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948403,461,1,2,67,31,59as3grjvj19voay31j3yfgni,0,48.7,44.2,2025-04-22T18:26:32.263Z,2025-04-22T18:26:33Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5673024593,140,71.4,5673024589,56,Center,5673024599,213,5.72,5673024595,141,21.9,5673024597,212,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948419,798,1,2,67,33,77tfx9me4aaqhzv78bmgsy9bg,1,31.7,68.2,2025-04-22T18:26:34.040Z,2025-04-22T18:26:36Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5673024695,212,25.5,5673024693,141,56.9,5673024689,56,Back,5673024697,213,3.45,5673024691,140,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948443,799,1,2,67,36,77tfx9me4aaqhzv78bmgsy9bg,1,7.7,52.2,2025-04-22T18:26:36.489Z,2025-04-22T18:26:39Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5673024843,213,5.29,5673024837,140,23.5,5673024841,212,30.3,5673024835,56,Back,5673024839,141,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948461,800,1,2,67,39,77tfx9me4aaqhzv78bmgsy9bg,1,24.5,17.4,2025-04-22T18:26:39.769Z,2025-04-22T18:26:43Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5673024929,141,27.3,5673024927,140,19.3,5673024935,213,2.25,5673024925,56,Back,5673024931,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948475,801,1,2,67,42,77tfx9me4aaqhzv78bmgsy9bg,1,21.9,22.7,2025-04-22T18:26:43.273Z,2025-04-22T18:26:47Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5673025057,140,22.8,5673025063,213,4.90,5673025061,212,5.2,5673025055,56,Back,5673025059,141,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948479,802,1,2,67,47,77tfx9me4aaqhzv78bmgsy9bg,1,24.4,10.7,2025-04-22T18:26:48.121Z,2025-04-22T18:26:50Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5673025107,212,29.1,5673025103,140,5.7,5673025101,56,Back,5673025105,141,42.2,5673025109,213,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948503,803,1,2,67,50,77tfx9me4aaqhzv78bmgsy9bg,1,7.2,44.2,2025-04-22T18:26:50.441Z,2025-04-22T18:26:53Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5673025257,213,1.08,5673025251,140,14.6,5673025249,56,Back,5673025253,141,65.4,5673025255,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948515,804,1,2,67,52,77tfx9me4aaqhzv78bmgsy9bg,1,14.5,63.0,2025-04-22T18:26:53.161Z,2025-04-22T18:26:55Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5673025335,141,50.7,5673025333,140,10.0,5673025337,212,9.6,5673025339,213,4.20,5673025331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948579,805,1,2,67,54,77tfx9me4aaqhzv78bmgsy9bg,1,10.0,49.1,2025-04-22T18:26:54.905Z,2025-04-22T18:27:01Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5673025647,140,14.3,5673025653,213,1.24,5673025651,212,13.8,5673025649,141,68.2,5673025645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948607,806,1,2,68,1,77tfx9me4aaqhzv78bmgsy9bg,1,17.1,59.3,2025-04-22T18:27:01.593Z,2025-04-22T18:27:05Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5673025805,56,Back,5673025809,141,14.4,5673025813,213,4.70,5673025811,212,30.5,5673025807,140,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948613,807,1,2,68,5,77tfx9me4aaqhzv78bmgsy9bg,1,17.2,14.4,2025-04-22T18:27:05.610Z,2025-04-22T18:27:06Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5673025835,141,4.4,5673025833,140,22.1,5673025839,213,5.36,5673025831,56,Back,5673025837,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948621,808,1,2,68,6,77tfx9me4aaqhzv78bmgsy9bg,1,22.5,4.4,2025-04-22T18:27:06.538Z,2025-04-22T18:27:07Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5673025879,212,11.1,5673025877,141,14.6,5673025881,213,2.47,5673025875,140,14.2,5673025873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948633,809,1,2,68,7,77tfx9me4aaqhzv78bmgsy9bg,1,13.1,15.6,2025-04-22T18:27:07.626Z,2025-04-22T18:27:09Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5673025967,141,22.8,5673025971,213,0.22,5673025969,212,22.0,5673025963,56,Back,5673025965,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948641,810,1,2,68,8,77tfx9me4aaqhzv78bmgsy9bg,1,33.5,22.8,2025-04-22T18:27:08.922Z,2025-04-22T18:27:10Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5673026017,56,Back,5673026031,156,,5673026025,212,10.4,5673026019,140,25.3,5673026027,213,2.55,5673026021,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804948671,811,1,2,68,10,77tfx9me4aaqhzv78bmgsy9bg,1,25.3,31.3,2025-04-22T18:27:10.362Z,2025-04-22T18:27:14Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5673026161,140,18.0,5673026159,56,Back,5673026167,213,2.00,5673026163,141,56.1,5673026165,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
