id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2728843913,740,1,2,82,4,9qsmopgutr7ut5g6workk8w4i,1,54.4,7.7,2024-09-30T18:39:19.080Z,2024-09-30T18:39:20Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5257620995,212,11.7,5257620993,141,20.9,5257620991,140,47.2,5257620997,213,2.27,5257620989,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728843901,949,43,2,82,5,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-09-30T18:39:19.455Z,2024-09-30T18:39:21Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5257620935,56,Left,5257621111,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728843931,741,1,2,82,5,9qsmopgutr7ut5g6workk8w4i,1,47.2,20.9,2024-09-30T18:39:19.576Z,2024-09-30T18:39:21Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,,5257621081,56,Center,5257621089,213,0.26,5257621087,212,13.0,5257621085,141,25.8,5257621083,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728843973,742,1,2,82,7,9qsmopgutr7ut5g6workk8w4i,0,65.7,27.6,2024-09-30T18:39:21.560Z,2024-09-30T18:39:24Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5257621347,212,34.7,5257621351,1,,5257621341,56,Center,5257621349,213,1.34,5257621343,140,73.4,5257621345,141,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728843985,950,8,2,82,11,77tfx9me4aaqhzv78bmgsy9bg,1,32.1,11.0,2024-09-30T18:39:25.727Z,2024-09-30T21:13:01Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5257621425,56,Back,5258132083,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844041,952,1,2,82,13,77tfx9me4aaqhzv78bmgsy9bg,1,38.4,8.9,2024-09-30T18:39:28.255Z,2024-09-30T18:39:30Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5257621727,141,25.5,5257621731,213,1.26,5257621729,212,11.8,5257621723,56,Back,5257621725,140,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844125,953,1,2,82,15,77tfx9me4aaqhzv78bmgsy9bg,1,37.2,18.3,2024-09-30T18:39:30.299Z,2024-09-30T18:39:36Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5257622237,213,2.04,5257622231,140,33.3,5257622229,56,Back,5257622233,141,30.3,5257622235,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844143,954,1,2,82,21,77tfx9me4aaqhzv78bmgsy9bg,1,33.3,30.3,2024-09-30T18:39:36.236Z,2024-09-30T18:39:37Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5257622343,212,7.4,5257622339,140,38.9,5257622345,213,0.65,5257622337,56,Back,5257622341,141,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844195,955,1,2,82,22,77tfx9me4aaqhzv78bmgsy9bg,1,38.9,36.9,2024-09-30T18:39:37.135Z,2024-09-30T18:39:41Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5257622661,213,1.85,5257622657,141,63.9,5257622655,140,33.8,5257622653,56,Back,5257622659,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844259,956,1,2,82,26,77tfx9me4aaqhzv78bmgsy9bg,1,33.8,63.9,2024-09-30T18:39:41.263Z,2024-09-30T18:39:47Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5257623059,140,42.2,5257623063,141,84.7,5257623071,213,1.01,5257623055,56,Back,5257623067,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844283,957,1,2,82,32,77tfx9me4aaqhzv78bmgsy9bg,1,42.2,84.5,2024-09-30T18:39:47.360Z,2024-09-30T18:39:48Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5257623189,141,70.5,5257623185,56,Back,5257623191,212,13.2,5257623193,213,3.95,5257623187,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844325,958,1,2,82,34,77tfx9me4aaqhzv78bmgsy9bg,1,34.1,70.5,2024-09-30T18:39:48.816Z,2024-09-30T18:39:52Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5257623459,140,47.0,5257623465,213,0.85,5257623457,56,Back,5257623463,212,20.4,5257623461,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844361,959,1,2,82,37,77tfx9me4aaqhzv78bmgsy9bg,1,47.2,89.4,2024-09-30T18:39:52.048Z,2024-09-30T18:39:53Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5257623685,212,17.7,5257623683,141,73.3,5257623681,140,33.9,5257623687,213,3.81,5257623679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844365,960,1,2,82,39,77tfx9me4aaqhzv78bmgsy9bg,1,32.3,75.0,2024-09-30T18:39:53.774Z,2024-09-30T18:39:54Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5257623701,213,5.70,5257623697,141,65.2,5257623693,56,Back,5257623695,140,42.0,5257623699,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844419,961,1,2,82,41,77tfx9me4aaqhzv78bmgsy9bg,1,42.2,68.4,2024-09-30T18:39:55.677Z,2024-09-30T18:39:58Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5257624051,140,23.6,5257624049,56,Back,5257624057,213,3.46,5257624055,212,20.6,5257624053,141,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844439,962,1,2,82,44,77tfx9me4aaqhzv78bmgsy9bg,1,24.8,55.8,2024-09-30T18:39:58.529Z,2024-09-30T18:40:00Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5257624177,141,36.1,5257624179,212,13.8,5257624181,213,4.97,5257624175,140,28.1,5257624173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844451,963,1,2,82,45,77tfx9me4aaqhzv78bmgsy9bg,1,28.1,35.7,2024-09-30T18:39:59.920Z,2024-09-30T18:40:00Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5257624239,213,6.26,5257624235,141,35.4,5257624233,140,35.3,5257624231,56,Back,5257624237,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844463,964,1,2,82,46,77tfx9me4aaqhzv78bmgsy9bg,1,35.3,35.4,2024-09-30T18:40:00.832Z,2024-09-30T18:40:02Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5257624309,140,22.5,5257624311,141,63.7,5257624327,156,,5257624307,56,Back,5257624313,212,23.5,5257624315,213,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844505,965,1,2,82,50,77tfx9me4aaqhzv78bmgsy9bg,1,22.6,63.7,2024-09-30T18:40:04.462Z,2024-09-30T18:40:06Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5257624529,140,25.0,5257624533,212,11.1,5257624527,56,Back,5257624535,213,1.34,5257624531,141,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844527,966,1,2,82,52,77tfx9me4aaqhzv78bmgsy9bg,0,25.0,79.6,2024-09-30T18:40:06.446Z,2024-09-30T18:40:07Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5257624641,140,37.2,5257624647,213,0.55,5257624645,212,15.0,5257624643,141,91.1,5257624639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844545,743,8,2,82,55,9qsmopgutr7ut5g6workk8w4i,1,64.3,2.8,2024-09-30T18:40:09.529Z,2024-09-30T21:13:11Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5258132411,383,,5257624751,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844605,745,1,2,82,57,9qsmopgutr7ut5g6workk8w4i,0,80.4,2.9,2024-09-30T18:40:11.479Z,2024-09-30T21:13:17Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5257625017,212,10.2,5257625011,141,15.2,5257625005,56,Right,5258132531,224,,5257625003,155,,5257625021,213,0.96,5257625001,2,,5258132533,20,,5257625007,140,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844627,967,12,2,82,57,77tfx9me4aaqhzv78bmgsy9bg,1,14.4,82.7,2024-09-30T18:40:12.047Z,2024-09-30T18:40:15Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5257625191,167,,5257625269,15,,5257625179,213,0.81,5257625169,141,100.0,5257625173,212,17.0,5257625163,140,25.6,5257625159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844751,746,5,2,82,58,9qsmopgutr7ut5g6workk8w4i,1,75.9,-1.0,2024-09-30T18:40:12.886Z,2024-09-30T18:47:44Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5257625985,56,Right,5257626003,233,968,5257625987,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844633,968,5,2,82,58,77tfx9me4aaqhzv78bmgsy9bg,0,24.1,101.0,2024-09-30T18:40:12.886Z,2024-09-30T18:47:44Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5257626019,233,746,5257625187,347,,5257625185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844767,747,1,2,83,8,9qsmopgutr7ut5g6workk8w4i,1,78.3,0.0,2024-09-30T18:40:22.888Z,2024-09-30T21:13:45Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5257626083,212,5.1,5258133517,189,,5257626085,213,0.86,5257626071,56,Right,5257626067,107,,5257626075,140,81.5,5257626079,141,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844777,748,1,2,83,9,9qsmopgutr7ut5g6workk8w4i,1,81.9,4.4,2024-09-30T18:40:23.768Z,2024-09-30T18:40:24Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5257626127,141,2.5,5257626131,213,3.33,5257626137,156,,5257626129,212,6.8,5257626123,56,Right,5257626125,140,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844811,749,1,2,83,10,9qsmopgutr7ut5g6workk8w4i,1,75.9,4.7,2024-09-30T18:40:25.215Z,2024-09-30T18:42:47Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5257626289,141,24.6,5257626285,56,Center,5257626291,212,14.8,5257626293,213,1.99,5257626287,140,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844845,750,1,2,83,11,9qsmopgutr7ut5g6workk8w4i,0,70.5,21.5,2024-09-30T18:40:25.864Z,2024-09-30T18:41:43Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,,5257632295,141,21.5,5257632977,286,,5257632299,212,0.8,5257632303,213,3.14,5257632971,236,,5257632973,233,983,5257626465,56,Center,5257632291,140,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845935,983,74,2,83,11,77tfx9me4aaqhzv78bmgsy9bg,1,35.1,77.8,2024-09-30T18:40:25.865Z,2024-09-30T18:41:43Z,e07zv7ag985v8lq9sebfi27l5,M. Iloski,,,5257632655,56,Back,5257632657,285,,5257633011,233,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845905,762,61,2,83,12,9qsmopgutr7ut5g6workk8w4i,1,67.7,21.8,2024-09-30T18:40:26.564Z,2024-09-30T18:41:40Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,,5257632471,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844881,751,1,2,83,14,9qsmopgutr7ut5g6workk8w4i,1,62.8,33.9,2024-09-30T18:40:29.272Z,2024-09-30T18:40:30Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5257626689,212,10.6,5257626685,141,41.6,5257626693,213,0.52,5257626679,140,71.6,5257626675,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728844917,752,1,2,83,16,9qsmopgutr7ut5g6workk8w4i,1,69.6,50.4,2024-09-30T18:40:30.664Z,2024-09-30T18:40:33Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5257626935,56,Center,5257626941,212,10.1,5257626943,213,0.46,5257626939,141,57.0,5257626937,140,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845021,753,1,2,83,19,9qsmopgutr7ut5g6workk8w4i,1,81.2,60.6,2024-09-30T18:40:33.496Z,2024-09-30T18:40:50Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,1.0,,5257627443,56,Center,5257627455,212,12.0,5257628359,154,,5257627459,213,0.54,5257628357,210,13,5257627451,141,69.7,5257627447,140,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845027,754,13,2,83,20,9qsmopgutr7ut5g6workk8w4i,1,91.0,69.7,2024-09-30T18:40:34.952Z,2024-09-30T21:14:11Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5257628381,75,,5257628393,103,22.2,5257627781,20,,5257628383,29,,5257628391,102,2.2,5257628407,231,55.6,5257627483,22,,5257627487,56,Center,5257628403,230,5257628387,55,753,97.7,5257628395,328,5257628397,391,,5257628385,154,,5257627485,64,,,,,,,,,,,,,,,,,,,,
2728845043,755,5,2,83,24,9qsmopgutr7ut5g6workk8w4i,0,100.8,4.0,2024-09-30T18:40:38.697Z,2024-09-30T18:47:45Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5257628625,233,969,5257627579,346,,5257627577,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845219,969,5,2,83,24,77tfx9me4aaqhzv78bmgsy9bg,1,-0.8,96.0,2024-09-30T18:40:38.697Z,2024-09-30T18:47:45Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5257628589,233,755,5257628575,346,,5257628573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845239,970,1,2,83,37,77tfx9me4aaqhzv78bmgsy9bg,1,3.5,53.0,2024-09-30T18:40:52.111Z,2024-09-30T21:14:19Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5257628707,237,,5257628701,212,17.2,5257628697,140,3.9,5257628693,124,,5257628695,56,Back,5258134517,189,,5257628703,213,4.74,5257628699,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845277,971,1,2,83,38,77tfx9me4aaqhzv78bmgsy9bg,1,3.9,27.7,2024-09-30T18:40:53.090Z,2024-09-30T18:40:56Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5257628937,141,50.3,5257628939,212,15.4,5257628941,213,1.62,5257628933,56,Back,5257628935,140,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845319,972,1,2,83,41,77tfx9me4aaqhzv78bmgsy9bg,1,2.9,53.1,2024-09-30T18:40:55.902Z,2024-09-30T18:40:58Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5257629161,141,77.6,5257629157,56,Back,5257629163,212,16.7,5257629159,140,3.0,5257629165,213,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845355,973,1,2,83,43,77tfx9me4aaqhzv78bmgsy9bg,1,3.0,77.6,2024-09-30T18:40:57.871Z,2024-09-30T18:41:00Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5257629389,140,26.8,5257629391,141,74.8,5257629393,212,25.1,5257629387,56,Back,5257629399,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845359,974,1,2,83,46,77tfx9me4aaqhzv78bmgsy9bg,1,26.8,74.8,2024-09-30T18:41:00.722Z,2024-09-30T18:41:01Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5257629469,156,,5257629421,56,Back,5257629427,212,3.1,5257629425,141,74.1,5257629423,140,23.9,5257629429,213,3.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845397,975,1,2,83,47,77tfx9me4aaqhzv78bmgsy9bg,0,24.0,73.3,2024-09-30T18:41:02.176Z,2024-09-30T18:41:03Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5257629617,213,4.81,5257629609,56,Back,5257629611,140,24.1,5257629693,236,,5257629613,141,71.8,5257629615,212,1.0,5257629695,233,756,5257629699,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845403,756,74,2,83,47,9qsmopgutr7ut5g6workk8w4i,1,75.9,30.1,2024-09-30T18:41:02.177Z,2024-09-30T18:47:38Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5257629653,56,Center,5257629655,285,,5257629733,233,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845429,976,1,2,83,49,77tfx9me4aaqhzv78bmgsy9bg,0,24.1,71.8,2024-09-30T18:41:03.474Z,2024-09-30T18:41:04Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5257629791,141,77.5,5257629793,212,4.7,5257629789,140,21.6,5257629795,213,2.17,5257629787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845475,757,1,2,83,50,9qsmopgutr7ut5g6workk8w4i,1,75.5,19.1,2024-09-30T18:41:05.095Z,2024-09-30T18:41:06Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5257630029,56,Right,5257630033,141,7.0,5257630035,212,11.8,5257630037,213,3.92,5257630031,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845537,759,1,2,83,52,9qsmopgutr7ut5g6workk8w4i,1,67.5,6.4,2024-09-30T18:41:06.440Z,2024-09-30T18:41:09Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5257630351,212,10.1,5257630347,140,64.8,5257630349,141,20.7,5257630345,56,Right,5257630353,213,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845541,760,50,2,83,55,9qsmopgutr7ut5g6workk8w4i,1,66.4,24.8,2024-09-30T18:41:09.736Z,2024-09-30T18:47:41Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5257636255,233,977,5257630373,286,,5257630371,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845635,977,7,2,83,55,77tfx9me4aaqhzv78bmgsy9bg,1,33.6,75.2,2024-09-30T18:41:09.737Z,2024-09-30T21:14:44Z,e07zv7ag985v8lq9sebfi27l5,M. Iloski,,,5257636239,233,760,5258135089,384,,5257630869,285,,5257630867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845655,979,1,2,83,59,77tfx9me4aaqhzv78bmgsy9bg,1,36.8,69.4,2024-09-30T18:41:14.242Z,2024-09-30T18:42:35Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5257631009,56,Center,5257631025,1,,5257631023,213,5.80,5257631021,212,45.9,5257631019,141,38.3,5257636987,155,,5257631013,140,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845719,980,1,2,84,3,77tfx9me4aaqhzv78bmgsy9bg,1,78.4,38.6,2024-09-30T18:41:18.098Z,2024-09-30T18:41:36Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,1.0,,5257631391,212,20.7,5257632481,154,,5257631385,56,Center,5257632479,210,13,5257631389,141,59.6,5257631387,140,92.7,5257631393,213,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845723,981,13,2,84,7,77tfx9me4aaqhzv78bmgsy9bg,1,89.8,64.8,2024-09-30T18:41:21.729Z,2024-09-30T21:15:04Z,e07zv7ag985v8lq9sebfi27l5,M. Iloski,,,5257632499,29,,5257632513,214,,5257631777,72,,5258135691,64,,5257632509,102,57.1,5257632511,103,26.4,5257631417,56,Center,5257632503,154,,5257632495,83,5257631413,22,,,5257632515,230,5257632517,231,55.2,5257632505,55,980,,,,,,,,,,,,97.6,,,,,,,,,,
2728845871,761,5,2,84,8,9qsmopgutr7ut5g6workk8w4i,1,-1.2,44.0,2024-09-30T18:41:22.729Z,2024-09-30T18:47:45Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5257632281,56,Back,5257632355,233,982,5257632283,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728845729,982,5,2,84,8,77tfx9me4aaqhzv78bmgsy9bg,0,101.2,56.0,2024-09-30T18:41:22.729Z,2024-09-30T18:47:45Z,e07zv7ag985v8lq9sebfi27l5,M. Iloski,,,5257631435,346,,5257631433,56,Center,5257632375,233,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728846043,763,1,2,84,28,9qsmopgutr7ut5g6workk8w4i,1,4.7,50.3,2024-09-30T18:41:43.320Z,2024-09-30T18:41:55Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5257634119,189,,5257633173,213,0.80,5257633163,124,,5257633175,1,,5257633165,56,Back,5257633179,237,,5257633169,141,89.1,5257633167,140,28.9,5257633171,212,,,,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728846127,764,1,2,84,31,9qsmopgutr7ut5g6workk8w4i,1,28.0,85.6,2024-09-30T18:41:45.992Z,2024-09-30T18:41:56Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5257633681,141,95.7,5257633679,140,46.9,5257633677,56,Back,5257634167,189,,5257633685,213,0.33,5257633683,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728846139,765,1,2,84,36,9qsmopgutr7ut5g6workk8w4i,0,80.8,81.4,2024-09-30T18:41:50.841Z,2024-09-30T18:41:53Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5257633787,212,10.7,5257633781,56,Center,5257633789,213,5.13,5257633783,140,84.9,5257633785,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728846165,984,1,2,84,37,77tfx9me4aaqhzv78bmgsy9bg,1,15.0,33.3,2024-09-30T18:41:52.131Z,2024-09-30T18:41:53Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5257633967,212,6.9,5257633955,140,17.6,5257633953,56,Back,5257633959,141,24.0,5257633973,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728846193,986,1,2,84,39,77tfx9me4aaqhzv78bmgsy9bg,1,17.6,24.0,2024-09-30T18:41:53.439Z,2024-09-30T18:41:55Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5257634095,56,Back,5257634103,213,3.89,5257634099,141,9.5,5257634097,140,7.5,5257634101,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728846219,987,1,2,84,40,77tfx9me4aaqhzv78bmgsy9bg,1,10.3,9.2,2024-09-30T18:41:55.283Z,2024-09-30T18:41:56Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5257634193,140,16.8,5257634189,56,Back,5257634199,212,12.8,5257634197,141,25.2,5257634201,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728846239,988,1,2,84,42,77tfx9me4aaqhzv78bmgsy9bg,0,16.8,25.3,2024-09-30T18:41:56.482Z,2024-09-30T18:41:57Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5257634339,213,5.67,5257634331,56,Back,5257634337,212,15.1,5257634335,141,12.5,5257634333,140,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728846309,767,1,2,84,44,9qsmopgutr7ut5g6workk8w4i,1,69.4,81.8,2024-09-30T18:41:58.856Z,2024-09-30T18:42:03Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5257634699,141,80.2,5257634703,213,6.13,5257634695,56,Left,5257634697,140,76.2,5257634701,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728846333,768,1,2,84,48,9qsmopgutr7ut5g6workk8w4i,1,75.8,66.1,2024-09-30T18:42:02.840Z,2024-09-30T18:42:04Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5257634851,56,Center,5257634859,213,0.96,5257634857,212,5.1,5257634855,141,72.3,5257634853,140,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
