id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/13/value
2807266005,702,1,2,81,35,b3r6d8ydtmtjckam6pku9y400,1,40.1,82.7,2025-04-27T15:42:09.948Z,2025-04-27T15:42:14Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5685721011,141,62.3,5685721019,213,4.02,5685721015,212,18.1,5685721007,140,29.1,5685721003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266065,703,1,2,81,39,b3r6d8ydtmtjckam6pku9y400,1,29.1,62.3,2025-04-27T15:42:14.108Z,2025-04-27T15:42:18Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5685721359,141,38.3,5685721363,213,5.01,5685721357,140,33.9,5685721353,56,Back,5685721361,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266077,704,1,2,81,43,b3r6d8ydtmtjckam6pku9y400,0,31.3,37.7,2025-04-27T15:42:18.140Z,2025-04-27T18:34:52Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5685721433,213,0.15,5685721425,56,Center,5685721431,212,47.5,5686653855,155,,5685721429,141,48.2,5685721427,140,76.0,5685721435,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266237,689,1,2,81,48,5rz9enoyknpg8ji78za5b82p0,0,19.4,61.8,2025-04-27T15:42:22.261Z,2025-04-27T15:42:27Z,5f4qlbohzja204gxm9tkiekq2,L. Wahlstedt,,,5685722373,213,6.05,5685722371,212,83.1,5685722365,56,Center,5685722367,140,96.4,5685722363,157,,5685722375,1,,5685722369,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266321,705,52,2,82,0,b3r6d8ydtmtjckam6pku9y400,1,9.5,54.8,2025-04-27T15:42:34.542Z,2025-04-27T18:35:57Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5686658585,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266359,706,1,2,82,0,b3r6d8ydtmtjckam6pku9y400,1,9.5,54.8,2025-04-27T15:42:34.924Z,2025-04-27T18:36:00Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5685723007,140,29.5,5685723011,212,22.6,5686658745,189,,5685723013,213,0.38,5685723009,141,67.2,5685838373,123,,5685723005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266411,707,1,2,82,2,b3r6d8ydtmtjckam6pku9y400,1,29.5,67.2,2025-04-27T15:42:36.412Z,2025-04-27T15:42:39Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5685723275,140,26.8,5685723277,141,31.3,5685723281,213,4.60,5685723273,56,Back,5685723279,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266457,708,1,2,82,5,b3r6d8ydtmtjckam6pku9y400,1,27.4,31.8,2025-04-27T15:42:39.949Z,2025-04-27T15:42:41Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5685723531,213,4.88,5685723525,141,7.0,5685723517,56,Back,5685723521,140,30.2,5685723529,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266485,709,1,2,82,6,b3r6d8ydtmtjckam6pku9y400,1,30.2,7.0,2025-04-27T15:42:41.116Z,2025-04-27T15:42:42Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5685723695,140,31.5,5685723697,141,29.8,5685723701,213,1.48,5685723693,56,Back,5685723699,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266495,710,1,2,82,8,b3r6d8ydtmtjckam6pku9y400,0,31.5,29.8,2025-04-27T15:42:42.444Z,2025-04-27T15:42:43Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5685723765,213,6.17,5685723763,212,39.0,5685723759,140,68.4,5685723767,1,,5685723761,141,23.1,5685723757,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266519,690,43,2,82,9,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-04-27T15:42:44.212Z,2025-04-27T18:36:13Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5685723899,56,Back,5686659613,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266615,692,1,2,82,11,5rz9enoyknpg8ji78za5b82p0,1,40.0,67.0,2025-04-27T15:42:45.236Z,2025-04-27T15:42:48Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5685724433,141,45.1,5685724437,213,5.56,5685724431,140,56.0,5685724429,56,Center,5685724435,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266693,693,1,2,82,14,5rz9enoyknpg8ji78za5b82p0,1,56.6,35.2,2025-04-27T15:42:48.228Z,2025-04-27T15:42:52Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5685724867,56,Center,5685724875,213,0.23,5685724869,140,72.1,5685724873,212,16.7,5685724871,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266711,694,1,2,82,18,5rz9enoyknpg8ji78za5b82p0,1,65.6,35.2,2025-04-27T15:42:52.628Z,2025-04-27T15:42:54Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5685724985,141,16.4,5685724987,212,12.8,5685724983,140,66.3,5685724981,56,Right,5685724989,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266731,695,1,2,82,19,5rz9enoyknpg8ji78za5b82p0,1,66.3,16.4,2025-04-27T15:42:53.908Z,2025-04-27T15:42:54Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5685725111,212,12.3,5685725107,140,63.4,5685725113,213,1.82,5685725109,141,33.9,5685725105,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266761,696,1,2,82,20,5rz9enoyknpg8ji78za5b82p0,1,63.6,33.9,2025-04-27T15:42:54.692Z,2025-04-27T15:42:56Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5685725261,140,55.6,5685725263,141,16.7,5685725267,213,4.09,5685725265,212,14.4,5685725259,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266793,697,1,2,82,22,5rz9enoyknpg8ji78za5b82p0,1,55.0,15.9,2025-04-27T15:42:56.483Z,2025-04-27T15:42:58Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5685725463,141,50.7,5685725467,213,2.01,5685725461,140,44.4,5685725457,56,Back,5685725465,212,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266829,698,1,2,82,24,5rz9enoyknpg8ji78za5b82p0,1,44.4,50.7,2025-04-27T15:42:58.676Z,2025-04-27T15:43:01Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5685725663,141,84.2,5685725667,213,1.06,5685725661,140,56.5,5685725659,56,Left,5685725665,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266857,699,1,2,82,27,5rz9enoyknpg8ji78za5b82p0,1,56.9,83.8,2025-04-27T15:43:01.652Z,2025-04-27T15:43:03Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5685725813,212,14.8,5685725809,140,70.5,5685725811,141,89.7,5685725807,56,Left,5685725815,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266901,700,1,2,82,29,5rz9enoyknpg8ji78za5b82p0,1,70.5,89.7,2025-04-27T15:43:03.796Z,2025-04-27T15:43:06Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5685726071,56,Back,5685726079,213,3.25,5685726073,140,36.8,5685726077,212,35.6,5685726081,1,,5685726075,141,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267043,701,1,2,82,31,5rz9enoyknpg8ji78za5b82p0,1,36.8,84.2,2025-04-27T15:43:06.100Z,2025-04-27T15:43:15Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5685726949,140,22.8,5685726961,213,4.20,5685726953,141,46.1,5685726957,212,29.8,5685726945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267111,702,1,2,82,41,5rz9enoyknpg8ji78za5b82p0,0,23.5,43.6,2025-04-27T15:43:15.268Z,2025-04-27T15:43:19Z,5f4qlbohzja204gxm9tkiekq2,L. Wahlstedt,,,5685727343,1,,5685727341,213,6.11,5685727335,140,89.9,5685727333,56,Center,5685727337,141,25.5,5685727331,157,,5685727339,212,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267139,712,52,2,82,46,b3r6d8ydtmtjckam6pku9y400,1,5.6,76.0,2025-04-27T15:43:20.652Z,2025-04-27T18:36:42Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5686661641,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267213,713,1,2,82,47,b3r6d8ydtmtjckam6pku9y400,1,8.1,75.3,2025-04-27T15:43:21.676Z,2025-04-27T15:43:24Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5685727915,212,29.6,5685727909,56,Back,5685727907,123,,5685727913,141,95.9,5685727917,213,0.49,5685727911,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267343,714,1,2,82,50,b3r6d8ydtmtjckam6pku9y400,1,32.4,95.6,2025-04-27T15:43:24.492Z,2025-04-27T15:43:32Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5685728639,141,80.3,5685728637,140,29.3,5685728641,212,10.9,5685728643,213,4.41,5685728635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267395,715,1,2,82,58,b3r6d8ydtmtjckam6pku9y400,1,45.3,69.7,2025-04-27T15:43:32.380Z,2025-04-27T15:43:35Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5685728937,56,Back,5685728947,141,35.5,5685728943,140,36.6,5685728955,213,4.34,5685728953,212,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267455,716,1,2,83,1,b3r6d8ydtmtjckam6pku9y400,1,36.6,35.5,2025-04-27T15:43:35.420Z,2025-04-27T15:43:38Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5685729267,56,Right,5685729275,213,5.47,5685729269,140,53.4,5685729273,212,25.7,5685729271,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267535,717,1,2,83,4,b3r6d8ydtmtjckam6pku9y400,1,54.6,7.6,2025-04-27T15:43:38.716Z,2025-04-27T15:43:42Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5685729651,141,30.6,5685729653,212,16.2,5685729655,213,1.30,5685729649,140,58.8,5685729647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267567,718,1,2,83,8,b3r6d8ydtmtjckam6pku9y400,1,59.5,18.6,2025-04-27T15:43:42.732Z,2025-04-27T15:43:45Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5685729879,212,19.2,5685729873,56,Back,5685729881,213,2.81,5685729877,141,27.9,5685729875,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267623,719,1,2,83,10,b3r6d8ydtmtjckam6pku9y400,1,42.2,27.9,2025-04-27T15:43:44.940Z,2025-04-27T15:43:48Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5685730233,140,39.5,5685730237,212,25.3,5685730231,56,Back,5685730239,213,1.68,5685730235,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267651,720,1,2,83,13,b3r6d8ydtmtjckam6pku9y400,1,39.5,64.8,2025-04-27T15:43:47.883Z,2025-04-27T15:43:50Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5685730421,213,1.08,5685730415,140,45.5,5685730419,212,13.3,5685730413,56,Back,5685730417,141,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267743,721,1,2,83,16,b3r6d8ydtmtjckam6pku9y400,1,42.3,80.9,2025-04-27T15:43:50.299Z,2025-04-27T15:43:54Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5685730955,212,21.9,5685730949,56,Left,5685730951,140,60.6,5685730953,141,96.2,5685730957,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267781,722,1,2,83,20,b3r6d8ydtmtjckam6pku9y400,1,61.8,94.8,2025-04-27T15:43:54.556Z,2025-04-27T15:43:56Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5685731195,141,70.3,5685731191,56,Center,5685731199,213,4.43,5685731193,140,57.2,5685731197,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267841,723,1,2,83,22,b3r6d8ydtmtjckam6pku9y400,1,57.2,70.3,2025-04-27T15:43:56.395Z,2025-04-27T15:44:00Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5685731521,140,55.2,5685731527,213,1.88,5685731523,141,80.0,5685731525,212,6.9,5685731519,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267869,724,1,2,83,25,b3r6d8ydtmtjckam6pku9y400,1,55.2,80.0,2025-04-27T15:43:59.996Z,2025-04-27T15:44:02Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5685731655,212,19.8,5685731657,213,3.96,5685731653,141,58.8,5685731651,140,42.3,5685731649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267949,725,1,2,83,27,b3r6d8ydtmtjckam6pku9y400,1,42.3,58.8,2025-04-27T15:44:01.867Z,2025-04-27T15:44:05Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5685732105,213,5.50,5685732097,56,Center,5685732099,140,64.9,5685732103,212,33.5,5685732107,1,,5685732101,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267985,726,1,2,83,31,b3r6d8ydtmtjckam6pku9y400,1,70.9,22.5,2025-04-27T15:44:05.724Z,2025-04-27T18:37:24Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5685732315,56,Center,5685732323,213,0.97,5685732321,212,29.2,5686665023,20,,5685732319,141,57.9,5685732311,2,,5685732313,155,,5686665021,224,,5685732317,140,,,,,,,,,,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807436147,859,44,2,83,31,b3r6d8ydtmtjckam6pku9y400,1,86.3,62.5,2025-04-27T15:44:06.060Z,2025-04-27T18:37:40Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5686666197,233,846,5686666193,286,,5686666185,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807436139,846,44,2,83,31,5rz9enoyknpg8ji78za5b82p0,0,13.7,37.5,2025-04-27T15:44:06.061Z,2025-04-27T18:37:40Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5686666231,233,859,5686666131,285,,5686666129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807268035,727,1,2,83,32,b3r6d8ydtmtjckam6pku9y400,1,85.5,58.8,2025-04-27T15:44:06.707Z,2025-04-27T18:37:44Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,1.0,5685732567,141,42.1,5685737289,22,,5685732563,56,Center,5685737287,154,,5685732569,212,12.3,5685737285,210,16,5685732571,213,5.11,5685732565,140,90.1,5685732559,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807268043,728,16,2,83,34,b3r6d8ydtmtjckam6pku9y400,1,88.3,46.4,2025-04-27T15:44:08.972Z,2025-04-27T18:38:25Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5685737393,102,51.4,5685737399,328,,5686669305,395,96.9,5685737387,154,,5685737395,103,28.5,5685732603,56,Center,5685732599,22,,5685737403,231,49.5,5685737397,214,5685732601,17,,5685737389,55,727,5685734219,375,83:33.994,,5685737383,79,,5685737385,29,5686669307,396,5685734215,374,2025-04-27 16:44:08.220,49.5,5685734209,72,,5685737401,230,96.9,,,,,,,,,,
2807271001,718,18,2,84,28,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-04-27T15:45:02.829Z,2025-04-27T15:46:53Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5685748629,59,10,5685748627,44,Midfielder,5685748625,42,,5685748665,55,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807271007,719,19,2,84,28,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-04-27T15:45:02.830Z,2025-04-27T15:46:53Z,5qvy65ckiigykkowpyco05zv9,M. Duelund,,,5685748655,293,2,5685748661,55,718,5685748643,42,,5685748647,145,7,5685748649,59,20,5685748653,292,7,5685748659,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269997,709,18,2,84,29,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-04-27T15:45:03.275Z,2025-04-27T15:45:56Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5685743065,44,Midfielder,5685743177,55,710,5685743063,42,,5685743067,59,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807270005,710,19,2,84,29,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-04-27T15:45:03.276Z,2025-04-27T16:10:02Z,5lssweodhkyifhj333v6f6r6c,T. Bach,,,5685743125,59,23,5685744027,293,1,5685866845,292,3,5685743115,42,,5685743129,55,709,5685743121,145,3,5685743127,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269405,704,1,2,84,40,5rz9enoyknpg8ji78za5b82p0,1,50.3,49.9,2025-04-27T15:45:14.228Z,2025-04-27T15:45:21Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5685739893,279,G,5685739881,140,33.5,5685739889,213,3.33,5685739883,141,44.9,5685739885,212,18.0,5685739879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269443,705,1,2,84,45,5rz9enoyknpg8ji78za5b82p0,1,32.6,45.5,2025-04-27T15:45:20.157Z,2025-04-27T18:39:37Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5685740107,212,53.3,5685740103,140,79.8,5685740109,213,5.90,5685740095,157,,5685740111,1,,5685740099,56,Right,5685740105,141,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807438085,847,44,2,84,46,5rz9enoyknpg8ji78za5b82p0,1,81.3,12.7,2025-04-27T15:45:20.423Z,2025-04-27T18:39:54Z,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,5686676071,56,Right,5686676077,233,860,5686676075,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807438077,860,44,2,84,46,b3r6d8ydtmtjckam6pku9y400,0,18.7,87.3,2025-04-27T15:45:20.424Z,2025-04-27T18:39:53Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5686676051,285,,5686676085,233,847,5686676049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269451,706,1,2,84,46,5rz9enoyknpg8ji78za5b82p0,0,78.3,15.5,2025-04-27T15:45:20.439Z,2025-04-27T18:40:00Z,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,5685740147,56,Center,5685740155,213,1.41,5685740149,140,79.6,5685740153,212,8.3,5685740151,141,27.6,5685740145,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269495,729,1,2,84,47,b3r6d8ydtmtjckam6pku9y400,0,18.9,70.9,2025-04-27T15:45:21.467Z,2025-04-27T18:40:29Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5685740369,56,Back,5685740375,212,15.9,5686677949,3,,5685740371,140,26.5,5685740377,213,1.04,5685740373,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807438543,848,8,2,84,48,5rz9enoyknpg8ji78za5b82p0,1,74.3,21.9,2025-04-27T15:45:22.663Z,2025-04-27T18:40:37Z,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,5686678405,56,Center,5686679427,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269587,731,3,2,84,54,b3r6d8ydtmtjckam6pku9y400,0,48.2,94.8,2025-04-27T15:45:28.556Z,2025-04-27T18:40:46Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5686680165,465,,5685740849,286,,5685740847,56,Back,5685741079,233,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269615,707,7,2,84,54,5rz9enoyknpg8ji78za5b82p0,1,51.8,5.2,2025-04-27T15:45:28.557Z,2025-04-27T18:40:50Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5686680449,385,,5685740975,167,,5685741053,233,731,5685740981,285,,5686680451,178,,5685740979,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269699,708,5,2,84,55,5rz9enoyknpg8ji78za5b82p0,0,46.6,-1.3,2025-04-27T15:45:29.326Z,2025-04-27T16:07:16Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5685741401,347,,5685741489,233,732,5685741399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269629,732,5,2,84,55,b3r6d8ydtmtjckam6pku9y400,1,53.4,101.3,2025-04-27T15:45:29.326Z,2025-04-27T16:07:15Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5685741469,233,708,5685741089,347,,5685741087,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807270275,734,1,2,85,25,b3r6d8ydtmtjckam6pku9y400,1,54.2,100.0,2025-04-27T15:45:59.499Z,2025-04-27T15:46:01Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5685744555,212,14.9,5685744539,107,,5685744545,140,66.0,5685744541,56,Left,5685744551,141,89.7,5685744559,213,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807270355,735,1,2,85,27,b3r6d8ydtmtjckam6pku9y400,1,66.1,87.7,2025-04-27T15:46:01.340Z,2025-04-27T15:46:05Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5685744993,213,4.70,5685744975,56,Center,5685744987,212,14.1,5685744983,141,66.9,5685744979,140,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807270359,736,61,2,85,27,b3r6d8ydtmtjckam6pku9y400,0,66.0,66.9,2025-04-27T15:46:01.372Z,2025-04-27T16:03:15Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5685745013,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807270415,712,1,2,85,30,5rz9enoyknpg8ji78za5b82p0,1,27.3,39.8,2025-04-27T15:46:05.203Z,2025-04-27T15:46:08Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5685745317,140,34.4,5685745313,56,Back,5685745329,212,7.5,5685745327,141,40.4,5685745337,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807284545,821,43,2,85,33,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-04-27T15:46:07.226Z,2025-04-27T16:02:57Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5685824235,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807284229,837,43,2,85,34,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-27T15:46:08.226Z,2025-04-27T16:03:11Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5685825161,212,22.1,5685825155,141,44.8,5685825151,140,31.3,5685825443,144,1,5685825165,213,3.11,5685821467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807270429,713,1,2,85,34,5rz9enoyknpg8ji78za5b82p0,0,37.6,46.9,2025-04-27T15:46:08.275Z,2025-04-27T15:46:08Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5685745405,212,13.7,5685745399,56,Center,5685745403,141,50.9,5685745407,213,0.20,5685745401,140,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
