id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/17/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2702544159,824,19,2,72,56,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-07-21T17:33:30.945Z,2024-07-21T17:34:21Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5113067957,292,4,5113067961,44,Defender,5113067949,42,,5113067963,55,823,5113067953,145,5,5113067959,293,3,5113067955,59,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544205,825,18,2,73,5,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-07-21T17:33:39.563Z,2024-07-21T17:34:08Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5113068251,42,,5113068295,55,826,5113068255,59,10,5113068253,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544211,826,19,2,73,5,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-07-21T17:33:39.564Z,2024-07-21T17:34:08Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5113068291,55,825,5113068287,293,5,5113068281,145,7,5113068283,59,22,5113068277,42,,5113068289,44,Midfielder,5113068285,292,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702546031,897,40,2,73,6,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-07-21T17:33:40.096Z,2024-07-21T18:04:06Z,,,,,5113078509,130,17,5113078513,194,etz3rjq7chhaomst5u28nnff9,5113078511,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",5113078505,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",5113119513,319,,5113078507,59,"1, 31, 37, 4, 18, 30, 22, 35, 9, 28, 11, 2, 3, 8, 16, 23, 99",5113078503,30,"4ilnnpfgjfz35lni9ppzd93v9, 6anvl82jyio52wo87cbxdp4np, 1gr0k94d0nh7msa32f6728aok, bnar4f48vnx4oaz2lzch48es5, cft1n7qn5juaedelpvqwo2f3d, 56sjqxlsf5iitgww0hogez8ph, 94didhw8o1blxonn4amoahcr9, 2xp7fbcl6a4nua9jpm7b4k1sk, 53tbs0tyag4c741oqro5t7b2t, 53nd6a4o02ebb0w2s12prijje, 9auqrrixu34cgkpe8trlkaoh6, hsobzlp177f9755mpsi7szmy, cqwjwlsum5q92s2k80w3temi2, 8domjmewnw5h6b19vef8w0afp, 3hi7nroqhsvj8elv8nd9a8ted, 7ctsofo6904i5ysgpfh2sdv1m, 22760086vtvx2xulry32q21hw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544209,623,28,2,73,10,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-07-21T17:33:44.572Z,2024-07-21T17:37:07Z,,,,,5113073939,233,821,5113068273,55,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544039,821,28,2,73,10,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-07-21T17:33:44.572Z,2024-07-21T17:37:08Z,,,,,5113073985,233,623,5113067187,55,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544277,624,18,2,73,42,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-07-21T17:34:16.569Z,2024-07-21T17:34:17Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5113068615,55,625,5113068577,41,,5113068579,44,Defender,5113068581,59,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544281,625,19,2,73,42,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-07-21T17:34:16.570Z,2024-07-21T17:35:26Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5113068609,44,Defender,5113068605,145,2,5113068617,293,2,5113068611,55,624,5113068607,59,30,5113068601,41,,5113070411,292,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544321,626,18,2,73,54,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-07-21T17:34:28.722Z,2024-07-21T17:34:29Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5113068801,44,Midfielder,5113068799,42,,5113068835,55,627,5113068803,59,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544323,627,19,2,73,54,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-07-21T17:34:28.723Z,2024-07-21T17:35:24Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5113068815,44,Midfielder,5113068807,42,,5113070315,292,7,5113068837,293,2,5113068813,59,18,5113068811,145,7,5113068817,55,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544369,628,18,2,74,0,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-07-21T17:34:34.778Z,2024-07-21T17:34:40Z,195o7hchielt14ic49r3k06sq,Serginho,,,5113068965,44,Forward,5113068989,55,629,5113068963,42,,5113068967,59,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544375,629,19,2,74,0,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-07-21T17:34:34.779Z,2024-07-21T17:35:21Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,,5113068977,145,10,5113070243,292,8,5113068973,42,,5113068991,293,2,5113068979,59,8,5113068981,44,Forward,5113068983,55,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544447,631,52,2,74,14,cftj6g399tknheudaxsdpfdgb,1,13.9,50.5,2024-07-21T17:34:48.202Z,2024-07-21T19:31:37Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5113329681,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544503,632,1,2,74,26,cftj6g399tknheudaxsdpfdgb,0,14.4,35.6,2024-07-21T17:35:00.231Z,2024-07-21T17:35:05Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5113069663,1,,5113069655,140,71.5,5113069653,56,Right,5113069659,212,61.6,5113069651,199,,5113069657,141,14.5,5113069661,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544507,828,1,2,74,31,9qsmopgutr7ut5g6workk8w4i,0,31.2,79.4,2024-07-21T17:35:05.375Z,2024-07-21T17:35:06Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5113069673,3,,5113069675,56,Back,5113069683,213,6.01,5113069681,212,11.8,5113069677,140,42.0,5113069679,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544515,633,44,2,74,33,cftj6g399tknheudaxsdpfdgb,1,63.0,28.9,2024-07-21T17:35:07.494Z,2024-07-21T17:35:08Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5113069751,233,829,5113069727,286,,5113069725,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544517,829,44,2,74,33,9qsmopgutr7ut5g6workk8w4i,0,37.0,71.1,2024-07-21T17:35:07.495Z,2024-07-21T17:35:08Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5113069731,285,,5113069769,233,633,5113069729,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544527,634,1,2,74,33,cftj6g399tknheudaxsdpfdgb,0,64.2,28.1,2024-07-21T17:35:07.750Z,2024-07-21T17:35:10Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5113069807,140,69.8,5113069803,3,,5113069809,141,40.5,5113069813,213,0.96,5113069811,212,10.3,5113069805,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544557,831,1,2,74,36,9qsmopgutr7ut5g6workk8w4i,1,34.3,63.1,2024-07-21T17:35:10.799Z,2024-07-21T17:35:13Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5113069961,213,2.36,5113069957,141,74.5,5113069959,212,11.1,5113069953,56,Back,5113069955,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544581,832,1,2,74,39,9qsmopgutr7ut5g6workk8w4i,1,28.3,81.1,2024-07-21T17:35:13.647Z,2024-07-21T17:35:16Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5113070059,213,5.83,5113070051,56,Back,5113070057,212,10.6,5113070055,141,74.2,5113070053,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544593,833,1,2,74,42,9qsmopgutr7ut5g6workk8w4i,1,39.4,71.7,2024-07-21T17:35:16.703Z,2024-07-21T17:35:18Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5113070125,56,Back,5113070129,141,52.7,5113070131,212,13.7,5113070127,140,43.8,5113070133,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544613,834,1,2,74,43,9qsmopgutr7ut5g6workk8w4i,1,44.7,50.9,2024-07-21T17:35:17.904Z,2024-07-21T17:35:21Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5113070239,213,5.08,5113070235,141,16.1,5113070237,212,25.4,5113070231,56,Right,5113070233,140,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544635,835,1,2,74,47,9qsmopgutr7ut5g6workk8w4i,1,53.8,13.8,2024-07-21T17:35:21.455Z,2024-07-21T17:35:24Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5113070355,140,42.8,5113070353,56,Back,5113070357,141,15.3,5113070359,212,11.6,5113070361,213,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544673,836,1,2,74,50,9qsmopgutr7ut5g6workk8w4i,1,46.3,12.9,2024-07-21T17:35:24.639Z,2024-07-21T17:35:29Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5113070561,213,6.00,5113070557,141,7.1,5113070559,212,14.1,5113070553,56,Right,5113070555,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544685,837,1,2,74,55,9qsmopgutr7ut5g6workk8w4i,1,70.0,8.2,2024-07-21T17:35:29.329Z,2024-07-21T17:35:31Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5113070641,140,58.1,5113070647,213,2.94,5113070643,141,12.0,5113070639,56,Right,5113070645,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544701,838,1,2,74,57,9qsmopgutr7ut5g6workk8w4i,1,55.6,18.0,2024-07-21T17:35:31.504Z,2024-07-21T17:35:33Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5113070745,212,33.2,5113070739,56,Center,5113070749,1,,5113070743,141,66.4,5113070741,140,51.6,5113070747,213,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544709,839,1,2,74,59,9qsmopgutr7ut5g6workk8w4i,1,52.1,66.6,2024-07-21T17:35:33.585Z,2024-07-21T17:35:35Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5113070789,213,5.18,5113070781,56,Center,5113070787,212,11.7,5113070785,141,51.2,5113070783,140,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544733,840,1,2,75,0,9qsmopgutr7ut5g6workk8w4i,1,57.1,51.6,2024-07-21T17:35:34.864Z,2024-07-21T17:35:37Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5113070895,141,46.7,5113070899,213,3.31,5113070893,140,38.9,5113070897,212,19.4,5113070887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544741,841,1,2,75,2,9qsmopgutr7ut5g6workk8w4i,1,38.1,44.8,2024-07-21T17:35:36.912Z,2024-07-21T17:35:39Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5113070939,212,19.1,5113070935,140,42.1,5113070937,141,17.4,5113070941,213,4.93,5113070933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544761,842,1,2,75,5,9qsmopgutr7ut5g6workk8w4i,1,43.9,16.4,2024-07-21T17:35:39.536Z,2024-07-21T17:35:41Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5113071049,212,17.6,5113071047,141,2.3,5113071043,56,Right,5113071051,213,5.71,5113071045,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544765,843,1,2,75,7,9qsmopgutr7ut5g6workk8w4i,0,57.8,1.9,2024-07-21T17:35:41.424Z,2024-07-21T19:32:33Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5113071181,286,,5113071069,213,0.17,5113071065,141,2.7,5113071175,236,,5113071067,212,3.2,5113071061,56,Right,5113071177,233,636,5113071063,140,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544775,636,74,2,75,7,cftj6g399tknheudaxsdpfdgb,1,37.5,97.3,2024-07-21T17:35:41.425Z,2024-07-21T19:32:29Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5113071183,233,843,5113071125,285,,5113071123,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544785,637,5,2,75,9,cftj6g399tknheudaxsdpfdgb,0,37.0,101.6,2024-07-21T17:35:44.033Z,2024-07-21T17:37:07Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5113071201,56,Back,5113071315,233,844,5113071203,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544803,844,5,2,75,9,9qsmopgutr7ut5g6workk8w4i,1,63.0,-1.6,2024-07-21T17:35:44.033Z,2024-07-21T17:35:48Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5113071311,233,637,5113071297,347,,5113071295,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544809,845,1,2,75,13,9qsmopgutr7ut5g6workk8w4i,1,61.8,0.0,2024-07-21T17:35:47.472Z,2024-07-21T17:35:49Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5113071337,107,,5113071347,213,0.49,5113071341,140,69.0,5113071343,141,4.9,5113071339,56,Right,5113071345,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702590113,788,83,2,75,14,cftj6g399tknheudaxsdpfdgb,1,37.6,96.8,2024-07-21T17:35:49.050Z,2024-07-21T19:32:50Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5113333515,399,53nd6a4o02ebb0w2s12prijje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544817,846,1,2,75,15,9qsmopgutr7ut5g6workk8w4i,1,70.6,5.3,2024-07-21T17:35:49.121Z,2024-07-21T17:35:50Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5113071389,140,65.2,5113071399,213,3.33,5113071393,141,3.7,5113071387,56,Right,5113071397,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544823,847,1,2,75,16,9qsmopgutr7ut5g6workk8w4i,1,65.1,3.4,2024-07-21T17:35:50.417Z,2024-07-21T17:35:52Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5113071439,141,3.5,5113071435,56,Right,5113071441,212,14.2,5113071437,140,51.6,5113071443,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544829,848,1,2,75,18,9qsmopgutr7ut5g6workk8w4i,1,51.6,3.5,2024-07-21T17:35:52.657Z,2024-07-21T17:35:53Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5113071469,140,58.0,5113071475,213,0.43,5113071467,56,Right,5113071473,212,7.4,5113071471,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544839,849,1,2,75,19,9qsmopgutr7ut5g6workk8w4i,1,56.9,8.0,2024-07-21T17:35:53.809Z,2024-07-21T17:35:55Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5113071511,141,2.9,5113071507,56,Back,5113071513,212,11.6,5113071509,140,46.4,5113071515,213,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544841,850,1,2,75,21,9qsmopgutr7ut5g6workk8w4i,1,47.0,5.2,2024-07-21T17:35:55.218Z,2024-07-21T17:35:56Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5113071537,213,0.34,5113071531,140,54.1,5113071533,141,9.1,5113071535,212,7.9,5113071529,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544851,851,1,2,75,21,9qsmopgutr7ut5g6workk8w4i,1,54.1,9.1,2024-07-21T17:35:55.905Z,2024-07-21T17:35:58Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5113071595,212,9.6,5113071589,56,Back,5113071593,141,4.1,5113071597,213,3.50,5113071591,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544853,852,1,2,75,24,9qsmopgutr7ut5g6workk8w4i,1,46.3,4.4,2024-07-21T17:35:58.705Z,2024-07-21T17:35:59Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5113071607,141,3.8,5113071603,56,Right,5113071609,212,10.7,5113071611,213,6.25,5113071605,140,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544859,853,1,2,75,25,9qsmopgutr7ut5g6workk8w4i,1,55.4,3.8,2024-07-21T17:35:59.793Z,2024-07-21T17:36:01Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5113071641,212,12.8,5113071637,140,44.6,5113071647,156,,5113071643,213,2.66,5113071639,141,12.5,5113071635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544867,854,1,2,75,29,9qsmopgutr7ut5g6workk8w4i,0,44.4,24.6,2024-07-21T17:36:03.170Z,2024-07-21T19:33:13Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5113071699,212,44.8,5113071695,140,75.2,5113071691,155,,5113071697,141,70.1,5113071701,213,0.76,5113071703,1,,5113071693,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544879,639,1,2,75,32,cftj6g399tknheudaxsdpfdgb,1,21.1,27.3,2024-07-21T17:36:06.985Z,2024-07-21T17:36:08Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5113071753,212,10.2,5113071749,140,30.8,5113071745,3,,5113071751,141,26.3,5113071755,213,6.22,5113071747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544891,640,44,2,75,34,cftj6g399tknheudaxsdpfdgb,1,30.3,24.4,2024-07-21T17:36:08.609Z,2024-07-21T17:36:09Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,,5113071795,56,Back,5113071821,233,855,5113071797,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544881,855,44,2,75,34,9qsmopgutr7ut5g6workk8w4i,0,69.7,75.6,2024-07-21T17:36:08.610Z,2024-07-21T17:36:10Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5113071761,286,,5113071833,233,640,5113071759,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544893,641,1,2,75,34,cftj6g399tknheudaxsdpfdgb,0,30.8,26.3,2024-07-21T17:36:08.889Z,2024-07-21T17:36:09Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,,5113071809,140,36.1,5113071813,212,7.9,5113071805,168,,5113071811,141,34.5,5113071817,213,0.79,5113071807,56,Back,5113071803,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544925,856,1,2,75,36,9qsmopgutr7ut5g6workk8w4i,1,64.4,62.4,2024-07-21T17:36:10.721Z,2024-07-21T17:36:14Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5113071999,213,3.84,5113071995,141,49.3,5113071997,212,13.8,5113071991,56,Center,5113071993,140,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544967,857,1,2,75,39,9qsmopgutr7ut5g6workk8w4i,1,53.9,40.7,2024-07-21T17:36:13.954Z,2024-07-21T17:36:19Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5113072213,56,Right,5113072221,213,5.19,5113072217,141,7.7,5113072215,140,65.0,5113072219,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702544983,858,1,2,75,45,9qsmopgutr7ut5g6workk8w4i,1,69.7,15.6,2024-07-21T17:36:19.106Z,2024-07-21T17:36:21Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5113072313,140,79.5,5113072315,141,24.0,5113072319,213,0.51,5113072311,56,Center,5113072317,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702545023,859,1,2,75,46,9qsmopgutr7ut5g6workk8w4i,1,80.8,19.8,2024-07-21T17:36:20.961Z,2024-07-21T17:36:27Z,53tbs0tyag4c741oqro5t7b2t,O. Omoijuanfo,,,5113072539,140,85.7,5113072545,213,5.37,5113072541,141,10.1,5113072537,56,Right,5113072543,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702545027,860,1,2,75,53,9qsmopgutr7ut5g6workk8w4i,1,80.5,8.2,2024-07-21T17:36:27.586Z,2024-07-21T17:36:30Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5113072611,213,3.37,5113072609,212,10.7,5113072603,140,70.6,5113072601,56,Right,5113072607,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702545037,861,1,2,75,56,9qsmopgutr7ut5g6workk8w4i,1,68.9,7.6,2024-07-21T17:36:30.738Z,2024-07-21T17:36:33Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5113072687,213,1.90,5113072681,140,66.0,5113072679,56,Right,5113072683,141,20.7,5113072685,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702545055,862,1,2,75,59,9qsmopgutr7ut5g6workk8w4i,1,68.1,31.9,2024-07-21T17:36:33.842Z,2024-07-21T17:36:36Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5113072771,212,22.6,5113072773,213,1.65,5113072767,140,66.5,5113072765,56,Center,5113072769,141,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702545079,863,1,2,76,2,9qsmopgutr7ut5g6workk8w4i,1,67.1,53.0,2024-07-21T17:36:36.674Z,2024-07-21T17:36:39Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5113072891,213,3.13,5113072887,141,53.3,5113072889,212,14.7,5113072883,56,Center,5113072885,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702545095,864,1,2,76,5,9qsmopgutr7ut5g6workk8w4i,1,52.2,52.2,2024-07-21T17:36:39.299Z,2024-07-21T17:36:41Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5113072993,140,49.3,5113072997,212,16.9,5113072991,56,Back,5113072995,141,27.7,5113072999,213,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702545111,865,1,2,76,7,9qsmopgutr7ut5g6workk8w4i,1,49.1,25.3,2024-07-21T17:36:41.347Z,2024-07-21T17:36:45Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5113073111,212,20.8,5113073105,56,Center,5113073107,140,68.9,5113073113,213,6.24,5113073109,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702545125,866,1,2,76,11,9qsmopgutr7ut5g6workk8w4i,1,75.2,44.8,2024-07-21T17:36:45.523Z,2024-07-21T17:36:55Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,1.0,,5113073191,141,66.6,5113073187,56,Center,5113073193,212,19.0,5113073449,210,13,5113073189,140,86.5,5113073195,213,0.90,5113073451,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702545131,868,13,2,76,13,9qsmopgutr7ut5g6workk8w4i,1,86.5,65.5,2024-07-21T17:36:47.522Z,2024-07-21T19:33:48Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5113073483,231,53.1,5113073273,20,,5113073481,230,97.5,5113073471,55,866,5113073231,56,Center,5113073469,154,,5113073475,102,43.5,5113073229,64,,5113073479,328,,5113073465,84,,5113073467,29,5113073227,22,5113073477,103,,,11.1,,,,,,,,,,,,,,,,,,,,,,,
