id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2734889667,871,43,2,80,9,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-10-18T18:44:14.510Z,2024-10-18T19:07:10Z,,,,,5290888405,144,79,5290763283,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734911857,1033,1,2,80,11,b3r6d8ydtmtjckam6pku9y400,1,71.4,32.8,2024-10-18T18:44:16.190Z,2024-10-18T19:06:41Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,1.0,,5290885151,154,,5290881035,212,21.7,5290881029,56,Center,5290881031,140,73.8,5290885149,210,15,5290881033,141,64.5,5290881037,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734912263,1034,15,2,80,13,b3r6d8ydtmtjckam6pku9y400,1,77.8,62.4,2024-10-18T18:44:18.190Z,2024-10-18T19:06:45Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5290885605,233,806,5290885203,154,,5290885221,230,97.8,5290885219,147,58.5,5290885199,76,,5290885223,231,51.8,5290885215,328,,5290883023,22,,5290885201,29,5290883403,82,,5290883025,18,5290885209,102,52.8,5290885217,146,86.8,5290885213,215,,5290883399,20,,5290885211,103,19,,,5290883029,56,Center,5290885205,55,1033,,,,
2734912709,806,10,2,80,13,c165yjiny1qnmfdvefxvflnkc,1,13.2,41.5,2024-10-18T18:44:18.290Z,2024-10-18T19:06:46Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5290885567,56,Back,5290885633,233,1034,5290885565,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734913313,807,12,2,80,15,c165yjiny1qnmfdvefxvflnkc,1,12.6,43.6,2024-10-18T18:44:20.190Z,2024-10-18T19:07:17Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5290888563,56,Back,5290888565,140,13.5,5290888567,141,44.6,5290888569,212,1.2,5290888575,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734912879,1035,13,2,80,15,b3r6d8ydtmtjckam6pku9y400,1,85.4,55.2,2024-10-18T18:44:20.290Z,2024-10-18T19:07:19Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5290888141,328,,5290888137,102,34.6,5290888145,230,98.4,5290888139,103,31.9,5290886469,56,Center,5290886821,20,,5290886467,17,,5290886465,22,,5290888147,231,5290888135,75,,5290888143,458,,,,,,,,,,,,,,,,,51.8,,,,,,,,,,
2734890569,704,5,2,80,20,c165yjiny1qnmfdvefxvflnkc,1,-1.1,64.1,2024-10-18T18:44:25.425Z,2024-10-18T19:07:25Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5290768135,56,Back,5290768139,346,,5290812907,233,873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734890635,873,5,2,80,20,b3r6d8ydtmtjckam6pku9y400,0,101.1,35.9,2024-10-18T18:44:25.425Z,2024-10-18T19:07:23Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5290768459,346,,5290768457,56,Center,5290768507,233,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734890301,872,43,2,80,34,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-10-18T18:44:39.484Z,2024-10-18T19:07:11Z,,,,,5290888511,144,79,5290766617,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734891479,874,18,2,81,19,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-10-18T18:45:24.662Z,2024-10-18T18:45:43Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5290773045,55,875,5290772913,44,Defender,5290772915,59,22,5290772911,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734891487,875,19,2,81,19,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-10-18T18:45:24.663Z,2024-10-18T18:59:25Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5290774361,293,2,5290772989,55,874,5290772975,42,,5290772983,59,17,5290772987,44,Defender,5290772979,145,2,5290848445,292,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734891267,705,1,2,81,20,c165yjiny1qnmfdvefxvflnkc,1,4.7,60.3,2024-10-18T18:45:25.985Z,2024-10-18T18:55:24Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5290771645,56,Back,5290771673,74,,5290771659,212,50.9,5290771663,213,0.51,5290771667,1,,5290771643,124,,5290771653,141,96.8,5290771649,140,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734891321,707,1,2,81,22,c165yjiny1qnmfdvefxvflnkc,0,53.8,71.8,2024-10-18T18:45:27.521Z,2024-10-18T18:55:19Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5290771899,155,,5290771909,213,6.15,5290771901,56,Center,5290771907,212,17.4,5290771903,140,70.2,5290771905,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734905851,1028,1,2,81,23,b3r6d8ydtmtjckam6pku9y400,0,28.3,37.6,2024-10-18T18:45:28.190Z,2024-10-18T19:03:35Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5290850525,213,5.84,5290850519,140,43.7,5290850521,141,26.4,5290850523,212,17.9,5290850527,1,,5290850515,56,Back,5290850511,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734891307,706,1,2,81,23,c165yjiny1qnmfdvefxvflnkc,1,47.0,96.6,2024-10-18T18:45:28.969Z,2024-10-18T19:03:38Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5290771831,140,53.7,5290771829,56,Center,5290771835,212,17.9,5290771827,3,,5290771837,213,5.12,5290771833,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734891455,708,1,2,81,24,c165yjiny1qnmfdvefxvflnkc,1,54.0,88.9,2024-10-18T18:45:29.681Z,2024-10-18T19:03:39Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5290772769,140,56.9,5290772775,213,1.07,5290772771,141,97.1,5290772767,56,Left,5290772773,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734891529,709,1,2,81,25,c165yjiny1qnmfdvefxvflnkc,1,61.2,96.2,2024-10-18T18:45:30.425Z,2024-10-18T19:03:40Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5290773229,213,5.86,5290773227,212,15.1,5290773213,155,,5290773217,56,Left,5290773225,141,87.1,5290773221,140,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734891549,710,50,2,81,28,c165yjiny1qnmfdvefxvflnkc,1,78.3,88.9,2024-10-18T18:45:33.424Z,2024-10-18T19:11:18Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5290773345,56,Left,5290862143,286,,5290862221,233,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734892127,878,7,2,81,28,b3r6d8ydtmtjckam6pku9y400,0,21.7,11.1,2024-10-18T18:45:33.425Z,2024-10-18T19:11:18Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5290830809,56,Back,5290830841,233,710,5290830811,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734891559,711,61,2,81,29,c165yjiny1qnmfdvefxvflnkc,0,83.4,92.4,2024-10-18T18:45:34.545Z,2024-10-18T19:02:49Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5290773381,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734891627,876,43,2,81,29,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-10-18T18:45:34.546Z,2024-10-18T18:45:57Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5290776055,144,7,5290773761,56,Back,5290773787,233,711,5290773763,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734892013,877,4,2,81,36,b3r6d8ydtmtjckam6pku9y400,1,18.0,7.0,2024-10-18T18:45:41.224Z,2024-10-18T18:58:49Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5290813653,233,712,5290775871,13,,5290775875,152,,5290775879,285,,5290775877,265,,5290775873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734891705,712,4,2,81,36,c165yjiny1qnmfdvefxvflnkc,0,82.0,93.0,2024-10-18T18:45:41.225Z,2024-10-18T18:58:49Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5290774275,265,,5290774269,13,,5290774271,56,Left,5290774273,152,,5290774277,286,,5290813673,233,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734892407,879,1,2,82,2,b3r6d8ydtmtjckam6pku9y400,0,15.2,15.8,2024-10-18T18:46:07.997Z,2024-10-18T18:46:12Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5290778093,212,56.6,5290778089,140,68.5,5290778097,1,,5290778087,56,Center,5290778083,157,,5290778095,213,0.15,5290778091,141,28.3,5290778085,152,,5290778079,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734892425,713,44,2,82,6,c165yjiny1qnmfdvefxvflnkc,1,29.8,74.1,2024-10-18T18:46:11.676Z,2024-10-18T18:51:27Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5290778167,56,Back,5290778245,233,880,5290778169,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734892423,880,44,2,82,6,b3r6d8ydtmtjckam6pku9y400,0,70.2,25.9,2024-10-18T18:46:11.677Z,2024-10-18T18:51:28Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5290778159,286,,5290778307,233,713,5290778157,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734892489,714,1,2,82,6,c165yjiny1qnmfdvefxvflnkc,1,29.8,75.6,2024-10-18T18:46:12.161Z,2024-10-18T18:46:14Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5290778469,213,1.02,5290778461,56,Back,5290778467,212,13.0,5290778465,141,91.8,5290778463,140,36.3,5290778459,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734892503,715,1,2,82,7,c165yjiny1qnmfdvefxvflnkc,0,35.4,94.5,2024-10-18T18:46:12.241Z,2024-10-18T19:04:05Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5290778543,212,8.0,5290778535,168,,5290778541,141,93.5,5290778537,56,Back,5290778533,3,,5290778545,213,6.20,5290778539,140,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734892585,881,1,2,82,7,b3r6d8ydtmtjckam6pku9y400,1,60.7,4.3,2024-10-18T18:46:12.893Z,2024-10-18T19:01:40Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5290778965,212,15.4,5290778961,140,74.5,5290778959,56,Right,5290778963,141,11.9,5290778967,213,0.34,5290778957,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734892595,882,61,2,82,8,b3r6d8ydtmtjckam6pku9y400,0,72.5,6.5,2024-10-18T18:46:13.852Z,2024-10-18T19:01:41Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5290779035,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734892603,717,1,2,82,13,c165yjiny1qnmfdvefxvflnkc,0,27.6,85.6,2024-10-18T18:46:18.241Z,2024-10-18T19:04:02Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5290779073,140,31.3,5290864025,236,,5290779077,212,3.9,5290779079,213,0.07,5290779075,141,86.0,5290867833,233,883,5290864027,286,,5290779071,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734892625,883,74,2,82,13,b3r6d8ydtmtjckam6pku9y400,1,69.7,25.3,2024-10-18T18:46:18.242Z,2024-10-18T19:04:06Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5290779199,56,Center,5290869145,233,717,5290779201,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734892689,718,1,2,82,14,c165yjiny1qnmfdvefxvflnkc,1,27.4,86.8,2024-10-18T18:46:19.545Z,2024-10-18T18:46:22Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5290779549,213,0.41,5290779537,56,Back,5290779541,141,95.9,5290779545,212,15.4,5290779539,140,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734892751,719,1,2,82,17,c165yjiny1qnmfdvefxvflnkc,0,40.5,96.3,2024-10-18T18:46:22.601Z,2024-10-18T18:46:25Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5290779913,213,5.47,5290779905,56,Center,5290779907,140,72.9,5290779911,212,49.6,5290779915,1,,5290779903,155,,5290779909,141,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734892801,884,61,2,82,22,b3r6d8ydtmtjckam6pku9y400,0,22.0,66.1,2024-10-18T18:46:28.060Z,2024-10-18T18:46:28Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5290780175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734892847,720,15,2,82,24,c165yjiny1qnmfdvefxvflnkc,1,90.1,34.6,2024-10-18T18:46:29.833Z,2024-10-18T18:49:31Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5290784101,146,93.3,5290780405,63,,5290784093,103,19,5290784097,458,,5290784105,147,40.8,5290784177,233,885,5290783897,72,,5290784113,231,46.0,5290784089,102,5290784087,78,,5290783909,82,5290780403,22,,5290780407,56,Center,5290784109,230,98.5,,,,,,,,50.4,,,,,,,,,,
2734892879,885,10,2,82,24,b3r6d8ydtmtjckam6pku9y400,1,6.7,59.2,2024-10-18T18:46:29.933Z,2024-10-18T18:46:55Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5290784259,233,720,5290780573,56,Back,5290780571,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893043,721,3,2,82,29,c165yjiny1qnmfdvefxvflnkc,1,88.0,12.4,2024-10-18T18:46:35.129Z,2024-10-18T18:51:22Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5290781475,233,886,5290781393,286,,5290781391,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893017,886,45,2,82,29,b3r6d8ydtmtjckam6pku9y400,0,12.0,87.6,2024-10-18T18:46:35.129Z,2024-10-18T18:51:22Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5290781199,285,,5290781511,233,721,5290781193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893127,722,1,2,82,32,c165yjiny1qnmfdvefxvflnkc,0,88.2,20.4,2024-10-18T18:46:37.401Z,2024-10-18T18:46:41Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5290781839,141,54.9,5290781833,155,,5290781841,212,23.7,5290781837,140,85.3,5290781843,213,1.70,5290781829,2,,5290781835,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893109,887,44,2,82,34,b3r6d8ydtmtjckam6pku9y400,1,12.2,46.2,2024-10-18T18:46:39.453Z,2024-10-18T18:51:28Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5290781759,285,,5290782109,233,723,5290781757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893147,723,44,2,82,34,c165yjiny1qnmfdvefxvflnkc,0,87.8,53.8,2024-10-18T18:46:39.454Z,2024-10-18T18:51:28Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,,5290781977,56,Center,5290782147,233,887,5290781979,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893141,888,12,2,82,34,b3r6d8ydtmtjckam6pku9y400,1,8.2,47.8,2024-10-18T18:46:39.740Z,2024-10-18T18:46:41Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5290781927,140,15.8,5290782003,15,,5290781929,141,67.0,5290781925,56,Back,5290781933,212,15.3,5290781937,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893201,724,1,2,82,36,c165yjiny1qnmfdvefxvflnkc,1,76.8,47.9,2024-10-18T18:46:41.513Z,2024-10-18T18:46:42Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5290782293,56,Center,5290782297,141,52.2,5290782299,212,4.6,5290782301,213,2.46,5290782295,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893259,725,1,2,82,37,c165yjiny1qnmfdvefxvflnkc,1,73.4,52.2,2024-10-18T18:46:42.617Z,2024-10-18T18:46:44Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5290782593,141,15.9,5290782595,212,24.7,5290782589,56,Right,5290782597,213,4.77,5290782591,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893313,726,1,2,82,39,c165yjiny1qnmfdvefxvflnkc,0,74.8,15.9,2024-10-18T18:46:44.449Z,2024-10-18T18:46:46Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5290782885,56,Center,5290782881,2,,5290782891,212,26.4,5290782883,155,,5290782887,140,91.6,5290782889,141,44.8,5290782893,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893357,889,12,2,82,42,b3r6d8ydtmtjckam6pku9y400,1,9.1,54.0,2024-10-18T18:46:47.452Z,2024-10-18T18:46:48Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5290783089,213,0.00,5290783137,15,,5290783085,141,54.0,5290783083,140,21.8,5290783087,212,13.3,5290783081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893473,891,12,2,82,45,b3r6d8ydtmtjckam6pku9y400,1,22.3,57.0,2024-10-18T18:46:50.501Z,2024-10-18T18:54:33Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5290783737,56,Back,5290783747,213,1.57,5290783741,141,100.0,5290783989,167,,5290783743,212,30.1,5290783739,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893501,727,5,2,82,46,c165yjiny1qnmfdvefxvflnkc,1,78.6,-1.3,2024-10-18T18:46:51.449Z,2024-10-18T18:51:12Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5290783873,56,Right,5290783937,233,892,5290783877,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893481,892,5,2,82,46,b3r6d8ydtmtjckam6pku9y400,0,21.4,101.3,2024-10-18T18:46:51.449Z,2024-10-18T18:51:12Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5290783805,347,,5290783803,56,Back,5290783953,233,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893623,728,1,2,82,52,c165yjiny1qnmfdvefxvflnkc,1,80.4,0.0,2024-10-18T18:46:57.777Z,2024-10-18T18:46:58Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5290784777,56,Right,5290784781,141,3.2,5290784779,140,68.3,5290784785,213,2.91,5290784775,107,,5290784783,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893631,729,1,2,82,53,c165yjiny1qnmfdvefxvflnkc,1,62.0,6.2,2024-10-18T18:46:58.672Z,2024-10-18T18:47:07Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5290784827,141,3.5,5290784823,140,75.5,5290784831,213,6.15,5290784829,212,14.3,5290784819,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893633,730,43,2,82,53,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-10-18T18:46:58.845Z,2024-10-18T18:47:03Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5290785417,144,5,5290784847,56,Right,5290784849,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893695,731,1,2,82,53,c165yjiny1qnmfdvefxvflnkc,1,74.8,1.7000000000000002,2024-10-18T18:46:59.049Z,2024-10-18T18:54:37Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5290785189,141,4.3,5290785193,213,2.95,5290785187,140,66.0,5290785191,212,9.4,5290785185,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893827,732,1,2,82,56,c165yjiny1qnmfdvefxvflnkc,1,44.4,17.1,2024-10-18T18:47:01.633Z,2024-10-18T18:47:07Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5290785885,213,1.71,5290785879,140,40.6,5290785881,141,60.2,5290785877,56,Back,5290785883,212,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734893997,733,1,2,83,3,c165yjiny1qnmfdvefxvflnkc,1,38.1,58.5,2024-10-18T18:47:08.673Z,2024-10-18T18:47:15Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5290786789,140,96.7,5290786797,1,,5290786793,212,71.7,5290786787,56,Right,5290786791,141,4.4,5290786795,213,5.74,5290786785,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734894011,734,1,2,83,9,c165yjiny1qnmfdvefxvflnkc,1,93.0,5.8,2024-10-18T18:47:14.993Z,2024-10-18T18:47:15Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5290786873,212,19.5,5290786867,56,Right,5290786871,141,7.7,5290786869,140,74.5,5290786875,213,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734894135,735,1,2,83,10,c165yjiny1qnmfdvefxvflnkc,1,74.5,7.7,2024-10-18T18:47:15.697Z,2024-10-18T18:47:21Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5290787477,213,1.13,5290787473,212,5.0,5290787469,141,14.3,5290787467,140,76.5,5290787465,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734894169,736,1,2,83,16,c165yjiny1qnmfdvefxvflnkc,1,86.5,8.3,2024-10-18T18:47:21.474Z,2024-10-18T18:47:23Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5290787699,213,3.06,5290787667,56,Right,5290787671,141,9.4,5290787673,212,9.5,5290787669,140,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734894239,737,1,2,83,17,c165yjiny1qnmfdvefxvflnkc,1,77.5,9.4,2024-10-18T18:47:23.153Z,2024-10-18T18:47:41Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,1.0,,5290788089,141,28.6,5290788093,212,13.3,5290788087,140,79.8,5290788095,213,1.39,5290789891,210,15,5290788085,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734894245,738,15,2,83,19,c165yjiny1qnmfdvefxvflnkc,1,77.4,31.2,2024-10-18T18:47:25.185Z,2024-10-18T18:47:41Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5290788111,22,,5290789935,146,96.8,5290788115,18,,5290789907,120,,5290789919,55,737,5290788775,72,,5290789927,102,53.0,5290789915,29,,5290789929,103,5290789911,76,,5290789991,233,5290788117,56,Center,5290789933,215,,5290789937,147,49.8,,,,,,,893,5.7,,,,,,,,,,
2734894261,893,10,2,83,20,b3r6d8ydtmtjckam6pku9y400,1,3.5,50.0,2024-10-18T18:47:25.285Z,2024-10-18T18:47:36Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5290789265,179,,5290788177,56,Back,5290788171,173,,5290789335,233,738,5290788175,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734894293,739,6,2,83,23,c165yjiny1qnmfdvefxvflnkc,1,87.0,40.6,2024-10-18T18:47:28.905Z,2024-10-18T18:51:14Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5290788373,56,Center,5290813267,233,894,5290788377,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734894487,894,6,2,83,23,b3r6d8ydtmtjckam6pku9y400,0,13.0,59.4,2024-10-18T18:47:28.905Z,2024-10-18T18:51:15Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5290813313,233,739,5290789505,73,,5290789503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734894965,740,1,2,83,51,c165yjiny1qnmfdvefxvflnkc,0,99.5,99.5,2024-10-18T18:47:56.721Z,2024-10-18T18:47:59Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5290791759,2,,5290791763,155,,5290791767,56,Center,5290791769,140,93.8,5290791775,213,4.47,5290791771,141,64.5,5290791765,223,,5290791761,6,,5290791773,212,,,,,,,,,,,,,,,,,,,,,,24.5,,,,,,,,,,
