id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2737215851,800,1,2,83,36,9qsmopgutr7ut5g6workk8w4i,0,66.0,88.1,2024-10-21T18:47:43.390Z,2024-10-21T18:47:55Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303338575,56,Left,5303338807,286,,5303338803,233,685,5303338579,141,88.3,5303338801,236,,5303338581,212,2.2,5303338583,213,0.06,5303338577,140,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737215747,685,74,2,83,36,5rz9enoyknpg8ji78za5b82p0,1,33.6,7.7,2024-10-21T18:47:43.391Z,2024-10-21T19:06:58Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5303338861,233,800,5303337919,56,Back,5303337921,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737215751,794,43,2,83,37,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-10-21T18:47:44.181Z,2024-10-21T21:56:46Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303337949,140,60.3,5303737309,144,1,5303337953,212,4.0,5303337951,141,90.9,5303337947,56,Left,5303337955,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737215777,796,1,2,83,38,9qsmopgutr7ut5g6workk8w4i,1,60.3,90.9,2024-10-21T18:47:45.574Z,2024-10-21T18:47:47Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5303338127,56,Left,5303338135,213,0.10,5303338133,212,5.4,5303338129,140,65.4,5303338131,141,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737215787,797,1,2,83,39,9qsmopgutr7ut5g6workk8w4i,1,67.2,88.7,2024-10-21T18:47:46.062Z,2024-10-21T19:04:21Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5303338171,56,Left,5303338175,140,68.7,5303338189,213,5.19,5303338183,212,3.4,5303338179,141,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737215801,798,1,2,83,39,9qsmopgutr7ut5g6workk8w4i,0,68.7,84.2,2024-10-21T18:47:46.671Z,2024-10-21T19:04:19Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5303338281,141,100.0,5303338277,56,Left,5303338279,140,81.6,5303338287,213,0.73,5303338283,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737215811,686,5,2,83,40,5rz9enoyknpg8ji78za5b82p0,1,21.1,-1.7000000000000002,2024-10-21T18:47:47.576Z,2024-10-21T18:48:30Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5303338337,233,799,5303338307,347,,5303338305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737215813,799,5,2,83,40,9qsmopgutr7ut5g6workk8w4i,0,78.9,101.7,2024-10-21T18:47:47.576Z,2024-10-21T18:48:30Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5303338319,347,,5303338317,56,Left,5303338353,233,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216015,687,1,2,83,54,5rz9enoyknpg8ji78za5b82p0,0,23.8,0.0,2024-10-21T18:48:01.638Z,2024-10-21T18:48:05Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5303339497,107,,5303339515,1,,5303339501,56,Right,5303339507,140,65.5,5303339511,212,45.2,5303339513,213,0.25,5303339509,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216045,801,1,2,83,59,9qsmopgutr7ut5g6workk8w4i,1,21.3,83.6,2024-10-21T18:48:06.423Z,2024-10-21T18:48:07Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5303339681,212,18.7,5303339675,56,Back,5303339677,140,11.6,5303339683,213,4.14,5303339679,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216073,803,1,2,84,1,9qsmopgutr7ut5g6workk8w4i,0,11.6,60.5,2024-10-21T18:48:08.231Z,2024-10-21T18:48:09Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303339841,141,69.1,5303339837,56,Back,5303339847,1,,5303339843,212,28.4,5303339835,157,,5303339845,213,0.21,5303339839,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216137,689,1,2,84,6,5rz9enoyknpg8ji78za5b82p0,1,60.6,28.1,2024-10-21T18:48:12.887Z,2024-10-21T18:48:14Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5303340155,140,71.8,5303340159,212,12.6,5303340161,213,5.92,5303340153,56,Center,5303340157,141,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216151,690,1,2,84,7,5rz9enoyknpg8ji78za5b82p0,1,71.8,21.6,2024-10-21T18:48:14.215Z,2024-10-21T18:48:30Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5303340219,140,66.7,5303340225,213,2.69,5303340217,56,Center,5303340223,212,5.9,5303340221,141,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216165,691,1,2,84,8,5rz9enoyknpg8ji78za5b82p0,1,66.7,25.4,2024-10-21T18:48:14.823Z,2024-10-21T18:48:16Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5303340281,212,30.7,5303340275,56,Right,5303340277,140,92.7,5303340283,213,5.81,5303340279,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216167,692,3,2,84,9,5rz9enoyknpg8ji78za5b82p0,0,93.2,7.2,2024-10-21T18:48:15.943Z,2024-10-21T21:57:24Z,6jgd09iosfe5mn3tputmjx2ad,M. Power,,5303737699,465,,5303340453,233,804,5303340289,286,,5303340287,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216195,804,7,2,84,9,9qsmopgutr7ut5g6workk8w4i,1,6.8,92.8,2024-10-21T18:48:15.944Z,2024-10-21T21:57:27Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5303737743,385,,5303340405,285,,5303340403,56,Back,5303340433,233,692,5303340401,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216175,693,43,2,84,10,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-10-21T18:48:17.080Z,2024-10-21T18:48:19Z,6jgd09iosfe5mn3tputmjx2ad,M. Power,,5303340379,56,Right,5303340549,144,6,5303340381,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216233,694,6,2,84,11,5rz9enoyknpg8ji78za5b82p0,1,100.0,46.3,2024-10-21T18:48:18.103Z,2024-10-21T18:48:31Z,6jgd09iosfe5mn3tputmjx2ad,M. Power,,5303340665,75,,5303340715,233,805,5303340663,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216237,805,6,2,84,11,9qsmopgutr7ut5g6workk8w4i,0,0.0,53.7,2024-10-21T18:48:18.103Z,2024-10-21T21:57:54Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5303340645,56,Back,5303340647,73,,5303340725,233,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216689,695,1,2,84,53,5rz9enoyknpg8ji78za5b82p0,0,99.5,0.5,2024-10-21T18:48:59.896Z,2024-10-21T21:57:45Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5303343337,213,1.71,5303343333,141,49.3,5303343329,56,Center,5303343331,140,95.0,5303343325,155,,5303343327,223,,5303343323,6,,5303343339,1,,5303343321,2,5303737957,72,5303343335,212,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216703,806,44,2,84,57,9qsmopgutr7ut5g6workk8w4i,1,4.8,51.5,2024-10-21T18:49:04.566Z,2024-10-21T19:03:12Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5303343411,285,,5303346553,233,704,5303343409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737217225,704,44,2,84,57,5rz9enoyknpg8ji78za5b82p0,0,95.2,48.5,2024-10-21T18:49:04.567Z,2024-10-21T19:03:13Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5303346333,56,Center,5303346557,233,806,5303346335,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216715,807,12,2,84,58,9qsmopgutr7ut5g6workk8w4i,1,4.8,51.8,2024-10-21T18:49:04.966Z,2024-10-21T18:49:52Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5303343513,15,,5303343485,213,5.08,5303343481,141,18.8,5303343477,56,Back,5303343483,212,24.0,5303343479,140,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216763,696,1,2,85,0,5rz9enoyknpg8ji78za5b82p0,1,88.9,83.7,2024-10-21T18:49:06.887Z,2024-10-21T18:50:09Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,1.0,5303343749,213,3.65,5303343745,141,72.8,5303343747,212,15.2,5303343743,140,76.3,5303343741,56,Center,5303344393,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216769,697,13,2,85,2,5rz9enoyknpg8ji78za5b82p0,1,76.8,71.7,2024-10-21T18:49:09.063Z,2024-10-21T18:49:19Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5303343891,20,,5303344457,103,73.6,5303344461,215,,5303344437,74,,5303344441,29,,5303343783,56,Center,5303344467,230,99.5,5303344469,231,52.2,5303344447,55,5303343781,18,5303344431,25,,5303344455,102,,,,696,,45.9,,,,,,,,,,,,,,,,,,,,,,,
2737216777,698,5,2,85,3,5rz9enoyknpg8ji78za5b82p0,0,100.8,46.0,2024-10-21T18:49:10.104Z,2024-10-21T18:53:23Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5303343833,56,Center,5303343835,346,,5303344685,233,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216929,808,5,2,85,3,9qsmopgutr7ut5g6workk8w4i,1,-0.8,54.0,2024-10-21T18:49:10.104Z,2024-10-21T18:53:22Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303344617,56,Back,5303344651,233,698,5303344621,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216937,809,1,2,85,14,9qsmopgutr7ut5g6workk8w4i,1,3.9,53.1,2024-10-21T18:49:20.982Z,2024-10-21T21:59:45Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303344719,141,58.4,5303344731,237,,5303344715,56,Back,5303344723,213,1.48,5303344713,124,,5303344717,140,4.2,5303344721,212,3.6,5303739639,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737216987,810,1,2,85,14,9qsmopgutr7ut5g6workk8w4i,1,4.2,58.4,2024-10-21T18:49:21.797Z,2024-10-21T18:49:25Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303344965,213,4.96,5303344959,140,7.7,5303344961,141,37.4,5303344957,56,Back,5303344963,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737217003,811,1,2,85,18,9qsmopgutr7ut5g6workk8w4i,0,6.4,20.1,2024-10-21T18:49:25.446Z,2024-10-21T18:49:27Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5303345069,212,35.5,5303345065,140,40.2,5303345063,56,Back,5303345067,141,23.1,5303345071,213,0.06,5303345061,157,,5303345073,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737217029,699,1,2,85,20,5rz9enoyknpg8ji78za5b82p0,1,54.6,85.2,2024-10-21T18:49:27.334Z,2024-10-21T18:49:29Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5303345215,56,Left,5303345219,141,86.4,5303345221,212,16.2,5303345217,140,70.0,5303345213,3,,5303345223,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737217119,701,1,2,85,28,5rz9enoyknpg8ji78za5b82p0,1,80.5,79.1,2024-10-21T18:49:35.431Z,2024-10-21T18:49:37Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5303345763,141,75.5,5303345767,213,6.15,5303345761,140,97.5,5303345759,56,Center,5303345765,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737217131,702,1,2,85,30,5rz9enoyknpg8ji78za5b82p0,0,97.5,75.5,2024-10-21T18:49:37.334Z,2024-10-21T18:49:38Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5303345823,141,58.4,5303345827,213,4.57,5303345819,56,Center,5303345821,140,95.9,5303345825,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737217159,812,12,2,85,31,9qsmopgutr7ut5g6workk8w4i,1,4.1,41.8,2024-10-21T18:49:38.094Z,2024-10-21T19:07:17Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303345961,140,0.0,5303345967,213,4.18,5303345963,141,29.8,5303345991,167,,5303345965,212,9.5,5303345959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737217147,703,6,2,85,32,5rz9enoyknpg8ji78za5b82p0,1,98.8,65.8,2024-10-21T18:49:38.902Z,2024-10-21T18:53:24Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5303345929,56,Center,5303345931,73,,5303346769,233,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737217161,813,6,2,85,32,9qsmopgutr7ut5g6workk8w4i,0,1.2,34.2,2024-10-21T18:49:38.902Z,2024-10-21T22:00:40Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303346755,73,,5303346785,233,703,5303346753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737217659,705,1,2,86,20,5rz9enoyknpg8ji78za5b82p0,0,99.5,99.4,2024-10-21T18:50:27.479Z,2024-10-21T22:00:43Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303348795,56,Center,5303348789,6,,5303348791,155,,5303348803,213,4.65,5303351411,233,815,5303348785,2,,5303348805,1,,5303348799,141,48.7,5303740653,20,5303348797,140,5303348793,223,,5303348801,212,,,,,97.5,34.5,,,,,,,,,,,,,,,,,,,,,,,
2737217667,814,44,2,86,23,9qsmopgutr7ut5g6workk8w4i,1,2.8,47.4,2024-10-21T18:50:30.246Z,2024-10-21T18:50:34Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303348845,285,,5303348877,233,706,5303348843,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737217661,706,44,2,86,23,5rz9enoyknpg8ji78za5b82p0,0,97.2,52.6,2024-10-21T18:50:30.247Z,2024-10-21T18:50:35Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5303348813,56,Center,5303348815,286,,5303348883,233,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737217689,815,41,2,86,23,9qsmopgutr7ut5g6workk8w4i,1,3.4,43.6,2024-10-21T18:50:30.623Z,2024-10-21T22:37:55Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303740817,141,88.5,5303740823,378,,5303740821,213,1.42,5303740819,212,30.9,5303351429,233,705,5303740815,140,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737217769,817,1,2,86,32,9qsmopgutr7ut5g6workk8w4i,1,8.4,83.2,2024-10-21T18:50:38.934Z,2024-10-21T18:50:40Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5303349499,141,66.0,5303349495,56,Back,5303349501,212,13.1,5303349497,140,2.8,5303349503,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737217793,818,1,2,86,33,9qsmopgutr7ut5g6workk8w4i,0,2.8,66.1,2024-10-21T18:50:40.518Z,2024-10-21T18:50:43Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303349593,140,47.1,5303349597,212,46.5,5303349601,1,,5303349591,56,Back,5303349599,213,6.26,5303349589,157,,5303349595,141,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737217833,707,1,2,86,36,5rz9enoyknpg8ji78za5b82p0,0,52.2,33.9,2024-10-21T18:50:43.719Z,2024-10-21T18:50:47Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5303349833,213,0.70,5303349823,3,,5303349827,140,71.7,5303349829,141,59.5,5303349831,212,26.9,5303349825,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737217879,708,4,2,86,43,5rz9enoyknpg8ji78za5b82p0,1,68.3,54.8,2024-10-21T18:50:50.614Z,2024-10-21T18:50:54Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5303350173,152,,5303350171,56,Center,5303350167,13,,5303350217,233,819,5303350169,294,,5303350175,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737217891,819,4,2,86,43,9qsmopgutr7ut5g6workk8w4i,0,31.7,45.2,2024-10-21T18:50:50.615Z,2024-10-21T18:53:26Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5303350207,294,,5303350209,56,Back,5303350213,285,,5303350231,233,708,5303350211,152,,5303350205,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737218531,712,17,2,87,21,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-10-21T18:51:28.046Z,2024-10-21T18:52:19Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303353679,31,,5303355663,37,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737218467,709,1,2,87,33,5rz9enoyknpg8ji78za5b82p0,1,68.7,56.4,2024-10-21T18:51:40.694Z,2024-10-21T18:51:42Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303353219,152,,5303353229,213,0.63,5303353215,5,,5303353225,141,81.9,5303353223,140,91.4,5303353227,212,29.5,5303353217,155,,5303353221,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737218471,710,1,2,87,36,5rz9enoyknpg8ji78za5b82p0,0,91.4,81.9,2024-10-21T18:51:42.854Z,2024-10-21T18:51:43Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5303353247,56,Center,5303353249,140,84.6,5303353253,212,11.9,5303353255,213,4.07,5303353245,3,,5303353251,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737218517,820,12,2,87,37,9qsmopgutr7ut5g6workk8w4i,1,14.2,40.4,2024-10-21T18:51:44.294Z,2024-10-21T18:51:46Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,5303353441,56,Back,5303353443,140,29.1,5303353447,212,24.9,5303353445,141,11.9,5303353451,15,,5303353449,213,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737218551,821,1,2,87,40,9qsmopgutr7ut5g6workk8w4i,1,33.3,9.4,2024-10-21T18:51:47.189Z,2024-10-21T18:51:49Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5303353633,56,Back,5303353637,141,11.4,5303353641,213,0.33,5303353631,3,,5303353639,212,4.2,5303353635,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737218553,822,61,2,87,42,9qsmopgutr7ut5g6workk8w4i,0,37.1,11.4,2024-10-21T18:51:48.901Z,2024-10-21T18:51:49Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5303353653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737218585,713,43,2,87,44,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-10-21T18:51:51.448Z,2024-10-21T22:06:10Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5303746353,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737218621,714,3,2,87,45,5rz9enoyknpg8ji78za5b82p0,1,82.9,71.8,2024-10-21T18:51:52.614Z,2024-10-21T22:06:22Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5303353997,286,,5303353993,56,Center,5303746453,465,,5303354087,233,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737218627,823,45,2,87,45,9qsmopgutr7ut5g6workk8w4i,0,17.1,28.2,2024-10-21T18:51:52.614Z,2024-10-21T18:53:27Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5303354115,233,714,5303354049,56,Back,5303354051,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737218667,715,1,2,87,47,5rz9enoyknpg8ji78za5b82p0,1,86.7,64.8,2024-10-21T18:51:53.942Z,2024-10-21T18:52:55Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,1.0,5303354233,213,5.46,5303357969,154,,5303354229,141,59.5,5303354231,212,4.9,5303354225,56,Center,5303354227,140,89.9,5303357967,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737218677,716,15,2,87,49,5rz9enoyknpg8ji78za5b82p0,1,87.8,60.7,2024-10-21T18:51:56.389Z,2024-10-21T22:06:53Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5303358081,102,52.6,5303354901,22,,5303357819,20,,5303358077,55,715,5303358073,29,,5303357827,82,,5303357823,17,,5303358085,146,90.1,5303747049,76,5303358091,231,5303358087,147,59.2,5303358083,103,5303358075,154,,,51.6,19,5303358137,233,824,5303358089,230,99.1,5303354281,56,,,,,,,Center,,,,,,,,
2737218685,824,10,2,87,49,9qsmopgutr7ut5g6workk8w4i,1,7.9,42.1,2024-10-21T18:51:56.489Z,2024-10-21T18:52:58Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5303354309,56,Back,5303354307,94,,5303358149,233,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737218771,717,1,2,87,56,5rz9enoyknpg8ji78za5b82p0,0,66.4,20.9,2024-10-21T18:52:03.686Z,2024-10-21T18:52:05Z,6jgd09iosfe5mn3tputmjx2ad,M. Power,,5303354829,233,825,5303354687,56,Right,5303354833,286,,5303354693,212,14.0,5303354691,141,4.7,5303354689,140,74.7,5303354827,236,,5303354695,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737218785,825,74,2,87,56,9qsmopgutr7ut5g6workk8w4i,1,22.8,96.2,2024-10-21T18:52:03.687Z,2024-10-21T19:06:59Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5303354841,233,717,5303354769,56,Back,5303354771,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737218811,718,5,2,87,57,5rz9enoyknpg8ji78za5b82p0,1,76.5,-1.5,2024-10-21T18:52:04.550Z,2024-10-21T18:53:23Z,6jgd09iosfe5mn3tputmjx2ad,M. Power,,5303354885,56,Right,5303354963,233,826,5303354887,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737218825,826,5,2,87,57,9qsmopgutr7ut5g6workk8w4i,0,23.5,101.5,2024-10-21T18:52:04.550Z,2024-10-21T18:53:23Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5303354949,347,,5303354943,56,Back,5303354989,233,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737219035,719,1,2,88,19,5rz9enoyknpg8ji78za5b82p0,1,75.0,0.0,2024-10-21T18:52:26.007Z,2024-10-21T18:52:29Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5303356249,56,Right,5303356257,213,0.42,5303356253,141,11.8,5303356251,140,93.3,5303356247,107,,5303356255,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737289225,931,83,2,88,21,9qsmopgutr7ut5g6workk8w4i,1,4.2,85.9,2024-10-21T18:52:28.752Z,2024-10-21T22:08:04Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303747957,399,3uytpqx0e0jr6zgbfl1znsm7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737219065,720,1,2,88,22,5rz9enoyknpg8ji78za5b82p0,0,96.9,13.4,2024-10-21T18:52:29.205Z,2024-10-21T18:52:30Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5303356403,213,5.27,5303356395,56,Right,5303356397,140,100.0,5303356399,141,5.4,5303356401,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
