id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/15/value,qualifier/17/value
2710641515,787,43,2,68,48,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-08-18T17:28:57.684Z,2024-08-18T17:29:01Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5157855309,140,20.9,5157855315,213,5.91,5157855311,141,94.5,5157855579,144,1,5157855307,56,Back,5157855313,212,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710641545,788,50,2,68,48,9qsmopgutr7ut5g6workk8w4i,1,21.4,92.8,2024-08-18T17:28:58.058Z,2024-08-18T19:41:12Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5157855439,285,,5157855507,233,512,5157855437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710641535,512,7,2,68,48,36g6ifzjliec1jqnbtf7yesme,1,78.6,7.2,2024-08-18T17:28:58.059Z,2024-08-18T19:41:12Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5158485273,383,,5157855409,286,,5157855407,56,Right,5157855491,233,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710641587,514,1,2,68,53,36g6ifzjliec1jqnbtf7yesme,1,72.0,25.1,2024-08-18T17:29:02.747Z,2024-08-18T17:29:03Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5157855669,212,8.9,5157855663,56,Right,5157855671,213,4.64,5157855667,141,12.1,5157855665,140,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710641597,515,1,2,68,54,36g6ifzjliec1jqnbtf7yesme,1,71.5,12.3,2024-08-18T17:29:03.771Z,2024-08-18T17:29:04Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5157855723,141,19.4,5157855721,140,81.5,5157855725,212,11.6,5157855719,56,Right,5157855727,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710641605,516,1,2,68,55,36g6ifzjliec1jqnbtf7yesme,1,81.5,19.4,2024-08-18T17:29:04.811Z,2024-08-18T19:41:34Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5157855779,213,2.97,5157855771,140,72.7,5157855767,56,Center,5157855775,141,21.8,5157855777,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710641621,517,1,2,68,56,36g6ifzjliec1jqnbtf7yesme,1,73.4,22.7,2024-08-18T17:29:05.931Z,2024-08-18T17:29:06Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5157855873,140,78.8,5157855871,56,Center,5157855879,213,0.59,5157855875,141,28.3,5157855877,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710641627,518,1,2,68,57,36g6ifzjliec1jqnbtf7yesme,1,78.8,28.3,2024-08-18T17:29:06.699Z,2024-08-18T17:29:07Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5157855897,56,Center,5157855905,141,24.2,5157855907,212,6.5,5157855903,140,84.4,5157855909,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710641641,519,1,2,68,58,36g6ifzjliec1jqnbtf7yesme,1,84.4,24.2,2024-08-18T17:29:07.547Z,2024-08-18T17:29:09Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5157855977,140,83.8,5157855975,56,Center,5157855979,141,30.7,5157855983,213,1.71,5157855981,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710641651,520,61,2,68,59,36g6ifzjliec1jqnbtf7yesme,1,84.5,30.9,2024-08-18T17:29:09.108Z,2024-08-18T17:29:09Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5157856037,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710641665,521,61,2,69,1,36g6ifzjliec1jqnbtf7yesme,0,87.2,28.3,2024-08-18T17:29:10.251Z,2024-08-18T17:29:10Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5157856079,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710641693,789,52,2,69,3,9qsmopgutr7ut5g6workk8w4i,1,3.2,57.6,2024-08-18T17:29:12.293Z,2024-08-18T19:41:50Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5158488955,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710641851,790,1,2,69,19,9qsmopgutr7ut5g6workk8w4i,1,11.0,50.9,2024-08-18T17:29:28.820Z,2024-08-18T19:41:58Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5157857031,56,Back,5157857151,1,,5157857035,141,7.4,5158489617,189,,5157857037,212,34.0,5157857033,140,26.9,5157857039,213,5.23,5157857029,123,,5157857063,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710641891,791,1,2,69,22,9qsmopgutr7ut5g6workk8w4i,1,26.9,7.4,2024-08-18T17:29:31.332Z,2024-08-18T17:29:33Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5157857309,212,21.2,5157857303,56,Back,5157857311,213,0.83,5157857307,141,30.3,5157857305,140,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710641915,792,1,2,69,24,9qsmopgutr7ut5g6workk8w4i,1,40.6,30.3,2024-08-18T17:29:33.683Z,2024-08-18T17:29:35Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5157857447,141,40.3,5157857445,140,34.0,5157857449,212,9.7,5157857451,213,2.37,5157857443,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710641939,793,1,2,69,26,9qsmopgutr7ut5g6workk8w4i,1,34.0,40.3,2024-08-18T17:29:35.204Z,2024-08-18T17:29:37Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5157857569,56,Back,5157857573,141,68.4,5157857571,140,43.1,5157857575,212,21.4,5157857577,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710641977,794,1,2,69,27,9qsmopgutr7ut5g6workk8w4i,1,43.1,68.5,2024-08-18T17:29:37.172Z,2024-08-18T17:29:40Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5157857817,141,92.6,5157857815,140,62.0,5157857821,212,25.7,5157857813,56,Left,5157857825,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642005,795,1,2,69,31,9qsmopgutr7ut5g6workk8w4i,1,65.4,89.9,2024-08-18T17:29:40.260Z,2024-08-18T17:29:42Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5157857967,140,59.3,5157857965,56,Left,5157857971,212,8.4,5157857973,213,3.84,5157857969,141,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642029,796,1,2,69,33,9qsmopgutr7ut5g6workk8w4i,1,60.8,82.7,2024-08-18T17:29:42.292Z,2024-08-18T17:29:44Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5157858089,140,56.9,5157858095,213,3.54,5157858091,141,80.2,5157858087,56,Left,5157858093,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642055,797,1,2,69,34,9qsmopgutr7ut5g6workk8w4i,1,56.8,79.7,2024-08-18T17:29:43.940Z,2024-08-18T17:29:46Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5157858245,140,65.1,5157858247,141,59.6,5157858243,56,Center,5157858251,213,5.28,5157858249,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642081,798,1,2,69,36,9qsmopgutr7ut5g6workk8w4i,1,65.1,54.2,2024-08-18T17:29:46.132Z,2024-08-18T17:29:48Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5157858361,141,25.3,5157858365,213,5.01,5157858357,56,Center,5157858363,212,20.6,5157858359,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642105,799,1,2,69,38,9qsmopgutr7ut5g6workk8w4i,1,70.8,25.3,2024-08-18T17:29:48.051Z,2024-08-18T17:29:50Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5157858501,213,0.16,5157858497,141,30.4,5157858495,140,91.8,5157858499,212,22.3,5157858493,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642109,800,1,2,69,41,9qsmopgutr7ut5g6workk8w4i,0,92.6,29.2,2024-08-18T17:29:50.724Z,2024-08-18T17:29:51Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5157858617,233,522,5157858615,236,,5157858529,213,1.78,5157858523,140,91.8,5157858621,286,,5157858527,212,4.0,5157858525,141,34.9,5157858521,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642115,522,74,2,69,41,36g6ifzjliec1jqnbtf7yesme,1,6.5,66.9,2024-08-18T17:29:50.725Z,2024-08-18T17:56:05Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5157858669,233,800,5157858569,56,Back,5157858571,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642141,523,5,2,69,43,36g6ifzjliec1jqnbtf7yesme,0,5.7,102.0,2024-08-18T17:29:52.331Z,2024-08-18T17:55:46Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5157858717,347,,5157860319,233,801,5157858715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642401,801,5,2,69,43,9qsmopgutr7ut5g6workk8w4i,1,94.3,-2.0,2024-08-18T17:29:52.331Z,2024-08-18T17:55:45Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5157860243,347,,5157860241,56,Right,5157860275,233,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642425,802,1,2,70,6,9qsmopgutr7ut5g6workk8w4i,1,94.9,0.0,2024-08-18T17:30:15.971Z,2024-08-18T17:30:17Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5157860379,212,10.8,5157860381,213,1.93,5157860373,56,Right,5157860377,141,12.9,5157860375,140,91.3,5157860371,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642431,803,1,2,70,8,9qsmopgutr7ut5g6workk8w4i,1,91.4,12.8,2024-08-18T17:30:17.188Z,2024-08-18T17:30:18Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5157860439,213,4.58,5157860433,140,90.7,5157860431,56,Right,5157860437,212,5.6,5157860435,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642447,804,1,2,70,9,9qsmopgutr7ut5g6workk8w4i,1,90.7,4.4,2024-08-18T17:30:18.356Z,2024-08-18T17:30:20Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5157860533,212,15.3,5157860527,56,Right,5157860531,141,4.1,5157860529,140,76.1,5157860535,213,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642509,805,1,2,70,10,9qsmopgutr7ut5g6workk8w4i,1,75.4,4.9,2024-08-18T17:30:20.131Z,2024-08-18T17:30:23Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5157860875,212,15.7,5157860877,213,2.01,5157860869,56,Center,5157860873,141,25.8,5157860871,140,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642549,806,1,2,70,14,9qsmopgutr7ut5g6workk8w4i,1,68.4,27.3,2024-08-18T17:30:23.636Z,2024-08-18T17:30:26Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5157861041,56,Center,5157861049,213,2.18,5157861043,140,62.0,5157861047,212,11.8,5157861045,141,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642569,807,1,2,70,16,9qsmopgutr7ut5g6workk8w4i,1,61.7,41.6,2024-08-18T17:30:25.891Z,2024-08-18T17:30:27Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5157861167,212,6.3,5157861165,141,46.4,5157861161,56,Center,5157861169,213,0.55,5157861163,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642575,808,1,2,70,17,9qsmopgutr7ut5g6workk8w4i,1,66.8,46.4,2024-08-18T17:30:27.155Z,2024-08-18T17:30:27Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5157861195,56,Center,5157861203,213,4.69,5157861197,140,66.7,5157861201,212,5.6,5157861199,141,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642585,809,1,2,70,18,9qsmopgutr7ut5g6workk8w4i,1,66.7,38.0,2024-08-18T17:30:27.811Z,2024-08-18T17:30:28Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5157861271,212,12.9,5157861261,56,Center,5157861267,141,46.1,5157861263,140,55.6,5157861273,213,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642611,810,1,2,70,19,9qsmopgutr7ut5g6workk8w4i,1,55.6,45.8,2024-08-18T17:30:28.644Z,2024-08-18T17:30:31Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5157861439,212,11.1,5157861433,56,Center,5157861441,213,5.92,5157861437,141,40.0,5157861435,140,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642641,811,50,2,70,21,9qsmopgutr7ut5g6workk8w4i,1,70.4,30.6,2024-08-18T17:30:30.299Z,2024-08-18T20:25:23Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5158495481,233,524,5158495255,286,,5157861613,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642631,524,7,2,70,21,36g6ifzjliec1jqnbtf7yesme,0,29.6,69.4,2024-08-18T17:30:30.300Z,2024-08-18T20:25:23Z,rv6r0bwbl75er38wklyfpsr9,N. Helenius,,,5158495569,385,,5158493775,56,Back,5158712917,233,811,5158493777,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642677,812,1,2,70,23,9qsmopgutr7ut5g6workk8w4i,1,66.3,29.4,2024-08-18T17:30:32.404Z,2024-08-18T17:30:34Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5157861815,212,29.1,5157861809,56,Right,5157861817,213,5.95,5157861813,141,15.5,5157861811,140,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642695,813,1,2,70,24,9qsmopgutr7ut5g6workk8w4i,0,92.5,15.8,2024-08-18T17:30:34.099Z,2024-08-18T19:43:14Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5158496271,386,,5157861903,212,14.3,5157861893,2,,5157861899,140,90.8,5158496269,225,,5157861901,141,36.6,5158496273,20,,5157861897,56,Center,5157861905,213,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642725,525,12,2,70,26,36g6ifzjliec1jqnbtf7yesme,1,8.2,65.2,2024-08-18T17:30:35.563Z,2024-08-18T17:30:37Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5157862043,141,90.3,5157862051,213,2.10,5157862039,56,Back,5157862047,212,19.7,5157862041,140,0.0,5157862111,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642735,526,6,2,70,27,36g6ifzjliec1jqnbtf7yesme,0,3.0,79.6,2024-08-18T17:30:36.220Z,2024-08-18T19:43:19Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5157862175,73,,5157862173,56,Back,5157862301,233,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710642745,814,6,2,70,27,9qsmopgutr7ut5g6workk8w4i,1,97.0,20.4,2024-08-18T17:30:36.220Z,2024-08-18T17:55:36Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5157862229,56,Right,5157862269,233,526,5157862235,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710643031,815,1,2,70,51,9qsmopgutr7ut5g6workk8w4i,1,99.5,0.5,2024-08-18T17:31:00.883Z,2024-08-18T17:31:07Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5157863757,141,6.8,5157863755,140,89.5,5157863761,213,2.75,5157863749,6,,5157863759,212,11.3,5157863753,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710643073,816,1,2,70,53,9qsmopgutr7ut5g6workk8w4i,1,87.2,7.0,2024-08-18T17:31:02.771Z,2024-08-18T17:31:06Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5157864041,212,19.5,5157864033,56,Center,5157864039,141,25.8,5157864043,213,2.43,5157864037,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710643099,817,1,2,70,57,9qsmopgutr7ut5g6workk8w4i,1,73.2,25.8,2024-08-18T17:31:06.739Z,2024-08-18T17:31:08Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5157864171,56,Right,5157864173,140,86.8,5157864181,213,5.75,5157864177,212,16.5,5157864175,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710643117,818,1,2,70,58,9qsmopgutr7ut5g6workk8w4i,1,86.8,13.5,2024-08-18T17:31:08.020Z,2024-08-18T19:43:32Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5157864295,56,Center,5157864303,213,1.38,5157864297,140,90.3,5157864291,2,,5157864301,212,19.0,5158497621,20,,5157864293,155,,5157864299,141,40.9,5158497619,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710643149,819,1,2,70,59,9qsmopgutr7ut5g6workk8w4i,1,90.3,40.9,2024-08-18T17:31:09.075Z,2024-08-18T19:43:37Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5157864461,56,Center,5157864465,141,34.8,5157864467,212,5.4,5157864463,140,87.0,5157864469,213,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710643167,820,1,2,71,2,9qsmopgutr7ut5g6workk8w4i,1,87.0,34.5,2024-08-18T17:31:11.348Z,2024-08-18T17:31:24Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5157864547,56,Right,5157864555,213,4.07,5157864551,141,16.4,5157864553,212,15.4,5157864549,140,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710643193,821,1,2,71,3,9qsmopgutr7ut5g6workk8w4i,1,77.8,15.8,2024-08-18T17:31:12.387Z,2024-08-18T17:31:15Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5157864663,140,94.5,5157864669,213,6.27,5157864665,141,15.5,5157864667,212,17.5,5157864661,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710643225,822,1,2,71,5,9qsmopgutr7ut5g6workk8w4i,1,95.0,17.8,2024-08-18T17:31:15.091Z,2024-08-18T19:43:48Z,8domjmewnw5h6b19vef8w0afp,M. Greve,1.0,,5157864915,141,43.6,5157864909,155,,5157864917,212,17.6,5157868783,154,,5157864911,56,Center,5158498883,225,,5158498887,20,,5158498885,386,,5157864913,140,93.3,5157864907,2,,5157868781,210,15,5157864919,213,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,
2710643233,823,44,2,71,7,9qsmopgutr7ut5g6workk8w4i,1,93.5,41.3,2024-08-18T17:31:16.697Z,2024-08-18T19:43:50Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5157864963,56,Center,5157864965,286,,5157867759,233,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710643203,527,44,2,71,7,36g6ifzjliec1jqnbtf7yesme,0,6.5,58.7,2024-08-18T17:31:16.698Z,2024-08-18T19:43:50Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5157864751,285,,5157867813,233,823,5157864749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710643605,826,15,2,71,8,9qsmopgutr7ut5g6workk8w4i,1,93.1,40.5,2024-08-18T17:31:17.211Z,2024-08-18T19:44:04Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5157867107,17,,5158500419,81,,5157868795,102,46.2,5157868789,154,,5157868801,147,41.0,5157868411,82,,5157868797,103,29.2,5157868805,231,47.3,5157868409,328,,5157868403,25,,5157868791,55,822,5157868803,230,99.1,5157868405,15,,5157868787,29,,5157868799,146,94.2,5157867109,56,5157868857,233,529,,,,,,,,,,,Center,
2710643517,529,10,2,71,8,36g6ifzjliec1jqnbtf7yesme,1,6.3,59.7,2024-08-18T17:31:17.311Z,2024-08-18T17:32:03Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5157868873,233,826,5157866587,56,Back,5157866585,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710643235,528,61,2,71,9,36g6ifzjliec1jqnbtf7yesme,0,17.8,68.5,2024-08-18T17:31:18.586Z,2024-08-18T17:31:18Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5157864971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710643739,530,27,2,71,16,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-08-18T17:31:25.771Z,2024-08-18T17:56:00Z,,,,,5157984041,233,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710643377,824,27,2,71,16,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-08-18T17:31:25.771Z,2024-08-18T17:56:00Z,,,,,5157865819,41,Injury,5157984051,233,530,5157865821,53,53nd6a4o02ebb0w2s12prijje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710644091,531,28,2,71,34,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-08-18T17:31:43.316Z,2024-08-18T17:56:00Z,,,,,5157984103,233,825,5157869837,55,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710643587,825,28,2,71,34,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-08-18T17:31:43.316Z,2024-08-18T17:56:01Z,,,,,5157984111,233,531,5157867015,55,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710646003,558,18,2,72,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-08-18T17:32:09.700Z,2024-08-18T17:58:18Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5157880967,59,10,5157880965,44,Forward,5157881049,55,559,5157880963,42,,5157882647,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710646007,559,19,2,72,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-08-18T17:32:09.701Z,2024-08-18T17:58:17Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5157881003,59,21,5157880997,42,,5157881011,55,558,5157881709,292,7,5157882801,189,,5157881529,293,3,5157881001,145,11,5157881007,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710644485,828,1,2,72,29,9qsmopgutr7ut5g6workk8w4i,1,68.9,30.3,2024-08-18T17:32:38.659Z,2024-08-18T17:32:42Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5157872039,212,8.3,5157872033,56,Center,5157872041,213,3.42,5157872037,141,27.0,5157872035,140,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710644519,829,1,2,72,33,9qsmopgutr7ut5g6workk8w4i,0,63.3,15.5,2024-08-18T17:32:42.371Z,2024-08-18T17:32:45Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5157872255,140,66.4,5157872257,141,15.5,5157872253,56,Right,5157872261,213,0.00,5157872259,212,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710644565,534,1,2,72,37,36g6ifzjliec1jqnbtf7yesme,1,9.8,94.7,2024-08-18T17:32:46.640Z,2024-08-18T17:44:00Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5157872515,141,94.2,5157872517,212,11.0,5157872513,140,20.3,5157872519,213,6.25,5157872511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710644571,535,61,2,72,39,36g6ifzjliec1jqnbtf7yesme,0,20.8,94.2,2024-08-18T17:32:48.299Z,2024-08-18T17:43:59Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5157872541,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
