id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/16/value
2818232801,728,1,2,77,0,cftj6g399tknheudaxsdpfdgb,1,40.9,91.8,2025-05-24T14:33:45.642Z,2025-05-24T21:06:47Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5746431737,212,19.3,5746431735,141,72.6,5746431739,213,3.88,5746431731,56,Back,5746431733,140,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818232817,729,1,2,77,3,cftj6g399tknheudaxsdpfdgb,1,27.3,75.0,2025-05-24T14:33:48.339Z,2025-05-24T21:06:54Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5746431877,140,30.5,5746431881,212,26.7,5746431875,56,Back,5746431879,141,36.0,5746431883,213,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818232863,730,1,2,77,7,cftj6g399tknheudaxsdpfdgb,1,28.6,32.2,2025-05-24T14:33:52.002Z,2025-05-24T14:33:54Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5746432157,213,1.53,5746432149,56,Back,5746432151,140,29.5,5746432155,212,21.2,5746432153,141,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818232903,731,1,2,77,11,cftj6g399tknheudaxsdpfdgb,1,36.9,70.1,2025-05-24T14:33:56.507Z,2025-05-24T21:07:02Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5746432393,213,0.89,5746432389,141,92.6,5746432385,56,Back,5746432391,212,19.6,5746432387,140,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818232959,732,1,2,77,13,cftj6g399tknheudaxsdpfdgb,1,49.3,92.8,2025-05-24T14:33:57.859Z,2025-05-24T21:07:08Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5746432697,140,31.9,5746432701,212,24.0,5746432695,56,Back,5746432703,213,3.85,5746432699,141,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818232989,733,1,2,77,17,cftj6g399tknheudaxsdpfdgb,1,33.5,68.1,2025-05-24T14:34:02.307Z,2025-05-24T14:34:05Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5746432925,212,25.2,5746432923,141,31.5,5746432919,56,Back,5746432927,213,4.55,5746432921,140,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233023,734,1,2,77,20,cftj6g399tknheudaxsdpfdgb,1,32.5,33.9,2025-05-24T14:34:05.091Z,2025-05-24T14:34:07Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5746433105,56,Back,5746433109,141,13.4,5746433113,213,4.95,5746433107,140,35.7,5746433111,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233043,735,1,2,77,23,cftj6g399tknheudaxsdpfdgb,0,36.9,12.9,2025-05-24T14:34:07.796Z,2025-05-24T14:34:10Z,dacr7r8nr09ke3o8dhqmdrklw,H. Bidstrup,,,5746433223,141,10.9,5746433233,1,,5746433211,155,,5746433231,213,6.26,5746433215,56,Right,5746433219,140,83.5,5746433227,212,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233063,812,1,2,77,25,ahnt9ejgwj58ul8auzdvi3czf,1,18.0,85.0,2025-05-24T14:34:10.244Z,2025-05-24T21:07:24Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5746433371,213,0.05,5746433361,3,,5746433367,141,85.9,5746433363,56,Back,5746433369,212,12.0,5746433365,140,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233081,813,1,2,77,26,ahnt9ejgwj58ul8auzdvi3czf,1,25.9,84.6,2025-05-24T14:34:10.948Z,2025-05-24T21:07:30Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5746433465,141,67.5,5746433469,212,12.1,5746433473,213,5.00,5746433453,3,,5746433457,56,Back,5746433461,140,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233205,815,1,2,77,28,ahnt9ejgwj58ul8auzdvi3czf,1,24.9,70.3,2025-05-24T14:34:12.980Z,2025-05-24T21:07:43Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5746434207,212,12.2,5746434201,56,Back,5746434205,141,87.5,5746434209,213,1.28,5746434203,140,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233107,736,83,2,77,29,cftj6g399tknheudaxsdpfdgb,0,70.2,11.9,2025-05-24T14:34:14.691Z,2025-05-24T14:34:30Z,dacr7r8nr09ke3o8dhqmdrklw,H. Bidstrup,,,5746434739,399,lioz4hr2umpne2bwar18qa96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233265,816,4,2,77,38,ahnt9ejgwj58ul8auzdvi3czf,1,15.0,95.2,2025-05-24T14:34:22.802Z,2025-05-24T14:35:32Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5746434525,233,737,5746434503,56,Back,5746434505,152,,5746434509,285,,5746434501,13,,5746440535,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233223,737,4,2,77,38,cftj6g399tknheudaxsdpfdgb,0,85.0,4.8,2025-05-24T14:34:22.803Z,2025-05-24T14:34:31Z,dacr7r8nr09ke3o8dhqmdrklw,H. Bidstrup,,,5746434453,56,Right,5746434455,152,,5746434451,294,,5746434449,13,,5746434561,233,816,5746434457,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233377,817,1,2,77,44,ahnt9ejgwj58ul8auzdvi3czf,1,18.8,93.6,2025-05-24T14:34:29.676Z,2025-05-24T21:08:43Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5746435141,140,10.0,5746435137,56,Back,5746435135,152,,5746435231,189,,5746435133,5,,5746435151,213,4.38,5746435149,212,28.2,5746435145,141,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233541,818,1,2,77,53,ahnt9ejgwj58ul8auzdvi3czf,1,8.5,54.6,2025-05-24T14:34:38.141Z,2025-05-24T21:08:49Z,d8nahz092xxj6muqc24hocp3o,A. Andrésen,,,5746436063,212,28.4,5746436109,189,,5746436059,140,20.2,5746436065,213,1.12,5746436061,141,92.2,5746436057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233573,819,1,2,77,57,ahnt9ejgwj58ul8auzdvi3czf,1,21.2,82.8,2025-05-24T14:34:42.205Z,2025-05-24T21:08:58Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5746436221,212,13.2,5746436219,141,95.7,5746436215,56,Back,5746436223,213,0.73,5746436217,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233613,820,1,2,77,58,ahnt9ejgwj58ul8auzdvi3czf,1,25.5,92.4,2025-05-24T14:34:43.357Z,2025-05-24T21:09:13Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5746436453,213,5.22,5746436447,140,32.6,5746436451,212,15.4,5746436449,141,72.6,5746436445,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233621,821,4,2,78,2,ahnt9ejgwj58ul8auzdvi3czf,1,38.0,77.3,2025-05-24T14:34:47.259Z,2025-05-24T14:35:30Z,alqg6ch3anqkq9613hu6m1d04,F. Carlsen,,,5746436517,286,,5746436511,56,Back,5746436509,13,,5746440295,294,,5746436597,233,738,5746436513,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233611,738,4,2,78,2,cftj6g399tknheudaxsdpfdgb,0,62.0,22.7,2025-05-24T14:34:47.260Z,2025-05-24T14:35:18Z,wnin2353js3p5rh4d7e2ymwa,M. Søndergaard,,,5746436563,152,,5746436561,56,Center,5746436633,233,821,5746436559,294,,5746436565,285,,5746436557,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233741,822,1,2,78,8,ahnt9ejgwj58ul8auzdvi3czf,1,37.4,79.3,2025-05-24T14:34:53.389Z,2025-05-24T14:34:55Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5746437087,141,46.6,5746437081,152,,5746437079,5,,5746437091,213,4.48,5746437085,140,32.3,5746437089,212,22.9,5746437083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233787,823,1,2,78,11,ahnt9ejgwj58ul8auzdvi3czf,1,30.8,42.4,2025-05-24T14:34:55.757Z,2025-05-24T14:34:59Z,lmrff8mviimc33yyrpjzr2tw,O. Boesen,,,5746437387,212,25.3,5746437391,213,5.28,5746437375,56,Back,5746437379,140,43.8,5746437383,141,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233815,824,1,2,78,14,ahnt9ejgwj58ul8auzdvi3czf,1,52.7,7.9,2025-05-24T14:34:59.582Z,2025-05-24T14:35:01Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5746437523,56,Center,5746437531,213,0.71,5746437529,212,20.3,5746437525,140,67.4,5746437527,141,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233831,825,1,2,78,16,ahnt9ejgwj58ul8auzdvi3czf,1,67.4,27.4,2025-05-24T14:35:01.205Z,2025-05-24T21:10:00Z,6f6x6f9iybgp9pmkqati2otn8,A. Simmelhack,,,5746437579,56,Center,5746437585,212,16.4,5746437583,141,25.5,5746437587,213,3.22,5746437581,140,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233905,826,1,2,78,18,ahnt9ejgwj58ul8auzdvi3czf,1,52.3,26.5,2025-05-24T14:35:03.246Z,2025-05-24T14:35:06Z,lmrff8mviimc33yyrpjzr2tw,O. Boesen,,,5746437997,140,46.7,5746438001,212,9.0,5746437995,56,Back,5746438003,213,2.28,5746437999,141,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233933,827,1,2,78,21,ahnt9ejgwj58ul8auzdvi3czf,0,49.0,37.9,2025-05-24T14:35:05.854Z,2025-05-24T14:35:08Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5746438177,212,39.4,5746438181,1,,5746438171,56,Center,5746438179,213,0.66,5746438169,155,,5746438175,141,73.5,5746438173,140,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233973,740,1,2,78,23,cftj6g399tknheudaxsdpfdgb,1,25.7,31.6,2025-05-24T14:35:08.309Z,2025-05-24T14:35:10Z,dacr7r8nr09ke3o8dhqmdrklw,H. Bidstrup,,,5746438387,140,7.8,5746438393,213,2.66,5746438383,3,,5746438391,212,21.2,5746438385,56,Back,5746438389,141,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818233977,741,52,2,78,25,cftj6g399tknheudaxsdpfdgb,1,7.8,46.0,2025-05-24T14:35:10.461Z,2025-05-24T21:10:27Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5748048995,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818234195,742,1,2,78,33,cftj6g399tknheudaxsdpfdgb,1,9.3,46.6,2025-05-24T14:35:18.693Z,2025-05-24T21:10:54Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5746439557,141,35.2,5746439561,213,5.67,5746439551,123,,5746439555,140,19.7,5746439559,212,13.4,5746439553,56,Back,5748050251,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818234209,743,1,2,78,36,cftj6g399tknheudaxsdpfdgb,1,19.7,29.3,2025-05-24T14:35:21.357Z,2025-05-24T21:11:02Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5746439655,213,5.20,5746439651,141,7.2,5746439649,140,27.2,5746439653,212,17.0,5746439647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818234237,744,1,2,78,38,cftj6g399tknheudaxsdpfdgb,1,31.1,12.2,2025-05-24T14:35:23.301Z,2025-05-24T14:35:25Z,dacr7r8nr09ke3o8dhqmdrklw,H. Bidstrup,,,5746439867,141,33.1,5746439871,213,2.19,5746439865,140,21.4,5746439869,212,17.5,5746439863,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818234319,745,1,2,78,41,cftj6g399tknheudaxsdpfdgb,1,22.3,31.9,2025-05-24T14:35:25.725Z,2025-05-24T14:35:29Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5746440253,213,0.43,5746440245,141,37.3,5746440249,212,8.9,5746440241,56,Back,5746440243,140,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818234373,746,1,2,78,44,cftj6g399tknheudaxsdpfdgb,1,23.1,47.2,2025-05-24T14:35:29.501Z,2025-05-24T14:35:32Z,wnin2353js3p5rh4d7e2ymwa,M. Søndergaard,,,5746440581,212,20.2,5746440577,140,13.9,5746440583,213,2.07,5746440579,141,73.3,5746440575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818234427,747,1,2,78,47,cftj6g399tknheudaxsdpfdgb,1,12.7,70.0,2025-05-24T14:35:32.622Z,2025-05-24T14:35:35Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5746440827,141,50.3,5746440829,212,16.8,5746440825,140,3.1,5746440823,56,Back,5746440831,213,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818234517,748,1,2,78,51,cftj6g399tknheudaxsdpfdgb,1,7.2,49.7,2025-05-24T14:35:35.822Z,2025-05-24T14:35:42Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5746441355,213,5.83,5746441351,141,37.7,5746441349,140,23.1,5746441345,56,Back,5746441353,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818234587,749,1,2,78,57,cftj6g399tknheudaxsdpfdgb,1,34.2,45.1,2025-05-24T14:35:41.894Z,2025-05-24T14:35:46Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5746441769,141,95.3,5746441765,56,Back,5746441773,213,1.36,5746441767,140,41.2,5746441777,1,,5746441771,212,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818234691,750,1,2,79,1,cftj6g399tknheudaxsdpfdgb,1,56.7,85.1,2025-05-24T14:35:46.646Z,2025-05-24T14:35:53Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5746442305,140,66.1,5746442313,213,0.48,5746442311,212,11.1,5746442307,141,92.6,5746442301,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818234675,828,83,2,79,4,ahnt9ejgwj58ul8auzdvi3czf,0,32.9,23.7,2025-05-24T14:35:49.671Z,2025-05-24T21:11:46Z,lmrff8mviimc33yyrpjzr2tw,O. Boesen,,,5746442491,399,6d8194j12jdzgqk5uwcemecr8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818234705,751,1,2,79,8,cftj6g399tknheudaxsdpfdgb,0,67.3,56.7,2025-05-24T14:35:53.270Z,2025-05-24T14:35:54Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5746442387,140,76.5,5746442391,212,13.7,5746442393,213,5.50,5746442389,141,42.5,5746442385,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818234707,829,8,2,79,9,ahnt9ejgwj58ul8auzdvi3czf,1,26.6,53.2,2025-05-24T14:35:54.655Z,2025-05-24T21:11:57Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5748053259,384,,5746442395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818234829,831,1,2,79,14,ahnt9ejgwj58ul8auzdvi3czf,1,24.5,77.1,2025-05-24T14:35:59.095Z,2025-05-24T21:12:16Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5746442987,141,50.5,5746442983,56,Back,5746442991,213,4.93,5746442989,212,18.5,5746442985,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235027,832,1,2,79,16,ahnt9ejgwj58ul8auzdvi3czf,1,29.7,46.9,2025-05-24T14:36:01.647Z,2025-05-24T14:36:13Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5746443987,212,16.0,5746443985,141,36.6,5746443989,213,5.83,5746443981,56,Back,5746443983,140,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235085,833,1,2,79,28,ahnt9ejgwj58ul8auzdvi3czf,1,62.4,26.7,2025-05-24T14:36:13.455Z,2025-05-24T14:36:17Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5746444307,196,,5746444313,141,97.4,5746444315,212,52.0,5746444319,1,,5746444311,140,81.3,5746444309,56,Left,5746444305,155,,5746444317,213,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235121,834,1,2,79,31,ahnt9ejgwj58ul8auzdvi3czf,1,82.0,96.6,2025-05-24T14:36:16.567Z,2025-05-24T14:36:19Z,alqg6ch3anqkq9613hu6m1d04,F. Carlsen,,,5746444473,3,,5746444483,213,4.07,5746444475,56,Left,5746444479,141,80.2,5746444481,212,13.9,5746444477,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235137,835,1,2,79,34,ahnt9ejgwj58ul8auzdvi3czf,1,69.5,79.7,2025-05-24T14:36:19.199Z,2025-05-24T21:12:40Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5746444555,212,10.9,5746444553,141,93.4,5746444557,213,1.02,5746444549,56,Left,5746444551,140,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235169,836,1,2,79,35,ahnt9ejgwj58ul8auzdvi3czf,1,82.3,95.9,2025-05-24T14:36:20.416Z,2025-05-24T14:36:23Z,alqg6ch3anqkq9613hu6m1d04,F. Carlsen,,,5746444713,140,70.6,5746444719,213,3.39,5746444715,141,91.4,5746444711,56,Left,5746444717,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235189,837,1,2,79,38,ahnt9ejgwj58ul8auzdvi3czf,1,68.7,89.0,2025-05-24T14:36:22.936Z,2025-05-24T14:36:24Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5746444845,213,3.66,5746444833,140,60.4,5746444837,141,81.7,5746444829,56,Left,5746444841,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235231,838,1,2,79,39,ahnt9ejgwj58ul8auzdvi3czf,1,60.4,81.7,2025-05-24T14:36:24.615Z,2025-05-24T14:36:28Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5746445049,56,Center,5746445051,140,61.1,5746445057,213,4.78,5746445053,141,66.3,5746445055,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235287,839,1,2,79,43,ahnt9ejgwj58ul8auzdvi3czf,1,59.0,65.8,2025-05-24T14:36:28.392Z,2025-05-24T14:36:31Z,lmrff8mviimc33yyrpjzr2tw,O. Boesen,,,5746445313,141,30.6,5746445315,212,24.0,5746445309,56,Center,5746445311,140,57.8,5746445317,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235333,840,1,2,79,46,ahnt9ejgwj58ul8auzdvi3czf,1,58.0,29.7,2025-05-24T14:36:31.552Z,2025-05-24T14:36:34Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5746445583,213,1.96,5746445579,141,54.3,5746445575,56,Center,5746445581,212,18.1,5746445577,140,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235387,841,1,2,79,49,ahnt9ejgwj58ul8auzdvi3czf,1,51.7,54.3,2025-05-24T14:36:34.663Z,2025-05-24T14:36:37Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5746445831,213,1.12,5746445823,56,Left,5746445827,141,85.4,5746445829,212,23.5,5746445825,140,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235411,842,1,2,79,52,ahnt9ejgwj58ul8auzdvi3czf,1,61.9,84.2,2025-05-24T14:36:37.584Z,2025-05-24T14:36:39Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5746445953,213,5.32,5746445947,140,70.7,5746445951,212,16.3,5746445945,56,Center,5746445949,141,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235423,843,1,2,79,54,ahnt9ejgwj58ul8auzdvi3czf,1,70.8,64.5,2025-05-24T14:36:39.048Z,2025-05-24T14:36:40Z,alqg6ch3anqkq9613hu6m1d04,F. Carlsen,,,5746446017,141,59.0,5746446021,213,3.80,5746446013,56,Center,5746446019,212,6.1,5746446015,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235449,844,1,2,79,55,ahnt9ejgwj58ul8auzdvi3czf,1,66.2,59.0,2025-05-24T14:36:40.358Z,2025-05-24T14:36:43Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5746446155,213,1.80,5746446147,56,Left,5746446153,212,15.5,5746446151,141,81.2,5746446149,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235471,845,1,2,79,58,ahnt9ejgwj58ul8auzdvi3czf,1,63.3,81.5,2025-05-24T14:36:42.897Z,2025-05-24T14:36:44Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5746446271,141,65.2,5746446267,140,59.5,5746446273,212,11.8,5746446275,213,4.37,5746446265,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235511,846,1,2,80,0,ahnt9ejgwj58ul8auzdvi3czf,1,58.1,65.7,2025-05-24T14:36:44.720Z,2025-05-24T14:36:48Z,lmrff8mviimc33yyrpjzr2tw,O. Boesen,,,5746446519,212,18.6,5746446515,140,55.0,5746446513,56,Center,5746446521,213,4.54,5746446517,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235551,847,1,2,80,3,ahnt9ejgwj58ul8auzdvi3czf,1,55.0,38.8,2025-05-24T14:36:47.920Z,2025-05-24T14:36:51Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5746446705,56,Center,5746446709,141,24.1,5746446713,213,5.37,5746446711,212,12.6,5746446707,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235571,848,1,2,80,6,ahnt9ejgwj58ul8auzdvi3czf,1,58.6,30.4,2025-05-24T14:36:51.424Z,2025-05-24T14:36:53Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5746446833,213,1.10,5746446831,212,16.4,5746446827,140,65.7,5746446825,56,Center,5746446829,141,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235575,849,1,2,80,8,ahnt9ejgwj58ul8auzdvi3czf,0,65.5,51.8,2025-05-24T14:36:53.352Z,2025-05-24T14:36:54Z,alqg6ch3anqkq9613hu6m1d04,F. Carlsen,,,5746446851,140,69.0,5746446849,56,Center,5746446853,141,43.1,5746446857,213,5.27,5746446855,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235619,754,1,2,80,9,cftj6g399tknheudaxsdpfdgb,0,22.1,46.0,2025-05-24T14:36:54.320Z,2025-05-24T21:13:17Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5746447049,56,Back,5746447051,140,21.5,5746447057,213,4.68,5746447053,141,16.2,5746447047,157,,5746447055,212,20.3,5746447059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235641,850,1,2,80,12,ahnt9ejgwj58ul8auzdvi3czf,1,72.5,90.1,2025-05-24T14:36:56.848Z,2025-05-24T21:13:32Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5748057873,213,3.18,5746447123,56,Left,5748057869,141,89.5,5748057871,212,10.5,5748057867,140,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818235745,851,1,2,80,16,ahnt9ejgwj58ul8auzdvi3czf,1,64.9,85.0,2025-05-24T14:37:01.392Z,2025-05-24T14:37:03Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5746447657,212,13.8,5746447651,56,Center,5746447655,141,67.6,5746447659,213,4.18,5746447653,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
