id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2731771767,633,1,2,71,2,5rz9enoyknpg8ji78za5b82p0,1,33.4,21.2,2024-10-06T15:32:14.736Z,2024-10-06T15:32:18Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5273582861,212,16.4,5273582857,140,45.2,5273582855,56,Back,5273582859,141,5.3,5273582863,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731771787,634,1,2,71,6,5rz9enoyknpg8ji78za5b82p0,0,44.8,6.1,2024-10-06T15:32:18.825Z,2024-10-06T21:15:18Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5273582959,140,74.8,5273582965,213,0.27,5273582967,1,,5273582957,56,Right,5275540097,155,,5273582961,141,19.1,5273582963,212,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731771823,644,8,2,71,8,cftj6g399tknheudaxsdpfdgb,1,30.2,77.4,2024-10-06T15:32:20.835Z,2024-10-06T21:13:01Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5273583191,56,Back,5275541239,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731771853,635,1,2,71,9,5rz9enoyknpg8ji78za5b82p0,0,72.8,6.1,2024-10-06T15:32:21.295Z,2024-10-06T16:18:43Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5273583361,56,Right,5273583373,213,3.07,5273583369,141,7.1,5273583371,212,9.1,5273583365,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731771911,636,1,2,71,11,5rz9enoyknpg8ji78za5b82p0,1,64.4,8.9,2024-10-06T15:32:23.680Z,2024-10-06T15:32:27Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5273583635,213,1.98,5273583629,140,53.5,5273583633,212,28.8,5273583627,56,Center,5273583631,141,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731771935,637,1,2,71,15,5rz9enoyknpg8ji78za5b82p0,1,57.0,57.3,2024-10-06T15:32:27.472Z,2024-10-06T15:32:29Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5273583809,212,13.6,5273583811,213,1.30,5273583805,140,60.5,5273583807,141,76.5,5273583803,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772013,638,1,2,71,17,5rz9enoyknpg8ji78za5b82p0,1,60.0,82.8,2024-10-06T15:32:29.304Z,2024-10-06T15:32:34Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5273584267,56,Left,5273584275,213,0.47,5273584271,141,94.5,5273584269,140,75.0,5273584273,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772049,639,1,2,71,22,5rz9enoyknpg8ji78za5b82p0,1,70.2,95.9,2024-10-06T15:32:34.360Z,2024-10-06T15:32:36Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5273584451,140,65.9,5273584453,141,81.6,5273584449,56,Left,5273584457,212,10.7,5273584461,213,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772093,640,1,2,71,24,5rz9enoyknpg8ji78za5b82p0,1,63.5,78.6,2024-10-06T15:32:36.512Z,2024-10-06T15:32:39Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5273584709,213,3.72,5273584701,56,Back,5273584703,140,47.2,5273584707,212,20.4,5273584705,141,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772171,641,1,2,71,26,5rz9enoyknpg8ji78za5b82p0,1,46.9,62.0,2024-10-06T15:32:39.148Z,2024-10-06T15:32:44Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5273585169,141,5.3,5273585173,212,53.8,5273585179,1,,5273585163,56,Right,5273585177,213,5.48,5273585167,140,82.6,5273585159,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772181,642,1,2,71,31,5rz9enoyknpg8ji78za5b82p0,0,82.8,5.9,2024-10-06T15:32:43.920Z,2024-10-06T21:13:26Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5273585237,212,13.6,5273585235,141,25.4,5273585233,140,80.1,5273585239,213,1.78,5275543439,155,,5273585231,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732126183,862,45,2,71,33,5rz9enoyknpg8ji78za5b82p0,0,83.3,24.5,2024-10-06T15:32:45.759Z,2024-10-06T21:13:56Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5275546323,286,,5275546319,56,Center,5275546325,233,879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732126181,879,3,2,71,33,cftj6g399tknheudaxsdpfdgb,1,16.7,75.5,2024-10-06T15:32:45.759Z,2024-10-06T22:24:38Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5275546309,285,,5275822067,233,862,5275546311,465,,5275546305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772233,646,43,2,71,34,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-10-06T15:32:46.843Z,2024-10-06T15:33:06Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5273585545,56,Back,5273587365,144,3,5273585549,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772359,647,1,2,71,35,cftj6g399tknheudaxsdpfdgb,1,19.1,90.3,2024-10-06T15:32:48.011Z,2024-10-06T15:32:54Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5273586193,141,96.5,5273586189,56,Back,5273586195,212,11.4,5273586197,213,0.38,5273586191,140,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772367,643,45,2,71,42,5rz9enoyknpg8ji78za5b82p0,0,81.2,2.0,2024-10-06T15:32:54.572Z,2024-10-06T15:35:46Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5273586235,56,Right,5273586237,286,,5273586789,233,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772455,648,3,2,71,42,cftj6g399tknheudaxsdpfdgb,1,18.8,98.0,2024-10-06T15:32:54.572Z,2024-10-06T21:14:17Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5275548007,465,,5273586697,285,,5273586695,56,Back,5273586727,233,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772481,650,61,2,71,43,cftj6g399tknheudaxsdpfdgb,0,21.2,98.3,2024-10-06T15:32:55.597Z,2024-10-06T21:15:55Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5273586841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732127717,863,1,2,71,44,5rz9enoyknpg8ji78za5b82p0,0,71.1,4.9,2024-10-06T15:32:56.379Z,2024-10-06T22:24:44Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5275596577,236,,5275555425,56,Right,5275555427,140,74.5,5275555433,213,0.41,5275555431,212,3.9,5275596579,286,,5275555429,141,7.2,5275822471,233,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772477,649,74,2,71,44,cftj6g399tknheudaxsdpfdgb,1,23.0,98.4,2024-10-06T15:32:56.380Z,2024-10-06T22:24:45Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5273586833,285,,5275822475,233,863,5273586831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772553,645,5,2,71,45,5rz9enoyknpg8ji78za5b82p0,1,77.7,-1.6,2024-10-06T15:32:57.218Z,2024-10-06T21:15:59Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5273587215,56,Right,5273587217,347,,5273587271,233,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772513,651,5,2,71,45,cftj6g399tknheudaxsdpfdgb,0,22.3,101.6,2024-10-06T15:32:57.218Z,2024-10-06T21:16:00Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5273587033,56,Back,5273587307,233,645,5273587035,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772641,646,1,2,71,52,5rz9enoyknpg8ji78za5b82p0,1,74.1,0.0,2024-10-06T15:33:04.993Z,2024-10-06T21:16:16Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5275558511,1,,5273587673,140,52.7,5273587669,107,,5273587671,56,Right,5273587679,213,2.55,5273587675,141,20.7,5273587677,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772657,647,1,2,71,56,5rz9enoyknpg8ji78za5b82p0,1,57.3,21.2,2024-10-06T15:33:09.113Z,2024-10-06T15:33:10Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5273587785,213,2.11,5273587779,140,47.5,5273587777,56,Back,5273587783,212,20.2,5273587781,141,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772681,648,1,2,71,58,5rz9enoyknpg8ji78za5b82p0,1,47.5,46.7,2024-10-06T15:33:10.434Z,2024-10-06T15:33:12Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5273587949,212,15.8,5273587951,213,5.12,5273587943,56,Center,5273587945,140,53.5,5273587947,141,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772703,649,1,2,72,0,5rz9enoyknpg8ji78za5b82p0,1,52.1,25.9,2024-10-06T15:33:12.490Z,2024-10-06T15:33:13Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5273588101,213,0.83,5273588097,212,10.0,5273588091,141,36.8,5273588083,56,Center,5273588087,140,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772771,650,1,2,72,1,5rz9enoyknpg8ji78za5b82p0,1,58.5,36.8,2024-10-06T15:33:13.553Z,2024-10-06T15:33:17Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5273588501,212,22.2,5273588507,213,4.96,5273588493,140,63.7,5273588497,141,5.2,5273588489,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772795,651,1,2,72,5,5rz9enoyknpg8ji78za5b82p0,1,63.7,6.2,2024-10-06T15:33:17.561Z,2024-10-06T15:33:18Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5273588671,140,62.6,5273588669,56,Right,5273588675,212,8.2,5273588677,213,1.71,5273588673,141,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772901,652,1,2,72,6,5rz9enoyknpg8ji78za5b82p0,1,63.4,18.8,2024-10-06T15:33:18.674Z,2024-10-06T15:33:24Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5273589325,213,0.04,5273589317,140,76.6,5273589323,212,13.9,5273589313,56,Right,5273589321,141,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772955,653,1,2,72,12,5rz9enoyknpg8ji78za5b82p0,1,71.9,30.1,2024-10-06T15:33:24.513Z,2024-10-06T21:16:34Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5273589553,56,Left,5273589559,212,35.3,5273589561,213,1.31,5273589555,140,80.5,5273589557,141,80.3,5273589563,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772969,654,1,2,72,14,5rz9enoyknpg8ji78za5b82p0,0,84.0,78.3,2024-10-06T15:33:27.090Z,2024-10-06T21:16:44Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5273589783,286,,5273589777,233,652,5273589647,213,5.02,5273589645,212,3.5,5273589635,2,,5273589637,155,,5273589639,56,Center,5275560869,224,,5273589643,141,73.4,5273589773,236,,5273589641,140,85.0,5275560871,72,,,,,,,,,,,,,,,,,,,,
2731772987,652,12,2,72,14,cftj6g399tknheudaxsdpfdgb,1,16.2,22.9,2024-10-06T15:33:27.190Z,2024-10-06T21:17:30Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5273589729,56,Back,5273589785,233,654,5273589727,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731772999,653,6,2,72,17,cftj6g399tknheudaxsdpfdgb,0,15.8,24.4,2024-10-06T15:33:29.259Z,2024-10-06T21:18:08Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5273589825,73,,5273589823,56,Back,5273589977,233,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731773003,655,6,2,72,17,5rz9enoyknpg8ji78za5b82p0,1,84.2,75.6,2024-10-06T15:33:29.259Z,2024-10-06T15:33:32Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5273589959,233,653,5273589927,73,,5273589925,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731773739,656,1,2,72,54,5rz9enoyknpg8ji78za5b82p0,0,99.5,99.5,2024-10-06T15:34:06.884Z,2024-10-06T21:18:11Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5273593861,213,4.59,5273593849,155,,5273593857,141,49.0,5273593855,140,95.5,5273593863,1,,5273593853,56,Center,5275568219,20,,5273593851,223,,5273593859,212,34.6,5273593845,2,,5273593847,6,,,,,,,,,,,,,,,,,,,,,,,
2731773763,654,12,2,72,56,cftj6g399tknheudaxsdpfdgb,1,9.7,43.6,2024-10-06T15:34:08.685Z,2024-10-06T15:34:09Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5273594031,15,,5273593997,212,14.7,5273593995,141,26.8,5273593991,140,18.5,5273593987,56,Back,5273593999,213,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731773885,657,1,2,73,1,5rz9enoyknpg8ji78za5b82p0,1,82.8,89.7,2024-10-06T15:34:13.403Z,2024-10-06T15:34:14Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5273594641,140,90.2,5273594647,213,0.44,5273594645,212,8.6,5273594643,141,95.1,5273594639,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731773947,658,1,2,73,2,5rz9enoyknpg8ji78za5b82p0,0,90.2,95.7,2024-10-06T15:34:14.611Z,2024-10-06T15:34:17Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5273594957,212,15.5,5273594955,141,81.3,5273594953,140,100.0,5273594959,213,5.60,5273594951,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731774117,655,5,2,73,5,cftj6g399tknheudaxsdpfdgb,1,-1.4,18.3,2024-10-06T15:34:17.630Z,2024-10-06T15:35:43Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5273595781,56,Back,5273595785,346,,5273595813,233,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731773957,659,5,2,73,5,5rz9enoyknpg8ji78za5b82p0,0,101.4,81.7,2024-10-06T15:34:17.630Z,2024-10-06T15:35:43Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5273595005,346,,5273595829,233,655,5273595001,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731774145,656,1,2,73,14,cftj6g399tknheudaxsdpfdgb,1,3.8,40.7,2024-10-06T15:34:26.781Z,2024-10-06T15:34:28Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5273595979,213,1.85,5273595971,56,Back,5273595969,124,,5273595973,140,1.8,5273595983,237,,5273595975,141,51.5,5273595977,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731774195,657,1,2,73,16,cftj6g399tknheudaxsdpfdgb,1,1.5,54.9,2024-10-06T15:34:28.478Z,2024-10-06T15:34:33Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5273596283,56,Back,5273596291,213,1.38,5273596285,140,4.2,5273596287,141,76.7,5273596289,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731774219,658,1,2,73,20,cftj6g399tknheudaxsdpfdgb,1,6.5,72.4,2024-10-06T15:34:32.925Z,2024-10-06T21:20:06Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5273596413,213,0.36,5273596409,141,79.9,5273596405,56,Back,5273596411,212,14.6,5273596407,140,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731774241,659,1,2,73,22,cftj6g399tknheudaxsdpfdgb,1,16.0,91.6,2024-10-06T15:34:34.624Z,2024-10-06T15:34:35Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5273596515,56,Back,5273596525,213,5.97,5273596521,141,81.9,5273596513,155,,5273596519,140,35.6,5273596523,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731774245,660,1,2,73,23,cftj6g399tknheudaxsdpfdgb,0,47.0,80.1,2024-10-06T15:34:35.839Z,2024-10-06T21:20:17Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5275578957,212,8.8,5275578955,141,74.0,5275578953,140,39.6,5273596535,56,Back,5275578963,213,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731774299,660,61,2,73,27,5rz9enoyknpg8ji78za5b82p0,1,54.8,32.5,2024-10-06T15:34:39.445Z,2024-10-06T15:34:39Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5273596885,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731774419,662,1,2,73,29,5rz9enoyknpg8ji78za5b82p0,1,47.8,56.4,2024-10-06T15:34:41.788Z,2024-10-06T15:34:45Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5273597495,140,47.8,5273597497,141,35.3,5273597493,56,Back,5273597499,212,14.3,5273597501,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731774479,663,1,2,73,32,5rz9enoyknpg8ji78za5b82p0,1,47.6,33.4,2024-10-06T15:34:44.989Z,2024-10-06T15:34:48Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5273597841,213,5.33,5273597835,140,59.8,5273597837,141,7.0,5273597833,56,Right,5273597839,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731774561,664,1,2,73,36,5rz9enoyknpg8ji78za5b82p0,1,58.2,6.2,2024-10-06T15:34:48.500Z,2024-10-06T15:34:52Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5273598261,140,36.7,5273598259,56,Back,5273598263,141,32.8,5273598267,213,2.47,5273598265,212,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731774601,665,1,2,73,40,5rz9enoyknpg8ji78za5b82p0,1,38.2,28.9,2024-10-06T15:34:52.564Z,2024-10-06T15:34:54Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5273598471,140,32.6,5273598473,141,57.9,5273598475,212,20.6,5273598477,213,1.86,5273598469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731774687,666,1,2,73,42,5rz9enoyknpg8ji78za5b82p0,1,33.9,54.8,2024-10-06T15:34:54.733Z,2024-10-06T15:34:58Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5273598911,140,32.4,5273598909,56,Back,5273598913,141,80.3,5273598917,213,1.66,5273598915,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731774701,667,1,2,73,46,5rz9enoyknpg8ji78za5b82p0,1,31.6,72.5,2024-10-06T15:34:58.533Z,2024-10-06T15:34:59Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5273598997,140,33.0,5273598995,56,Back,5273599001,212,5.6,5273598999,141,64.5,5273599003,213,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731774751,668,1,2,73,47,5rz9enoyknpg8ji78za5b82p0,1,33.0,64.5,2024-10-06T15:34:59.341Z,2024-10-06T15:35:15Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5273599251,140,40.7,5273599257,213,0.91,5273599255,212,13.1,5273599249,56,Back,5273599253,141,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731774821,661,83,2,73,53,cftj6g399tknheudaxsdpfdgb,0,57.1,20.7,2024-10-06T15:35:05.887Z,2024-10-06T15:35:17Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5273600845,399,43q9ytkbmtk5y3tgv77v7pmg9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731774927,669,4,2,73,55,5rz9enoyknpg8ji78za5b82p0,1,78.2,70.4,2024-10-06T15:35:08.111Z,2024-10-06T21:21:45Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5275586381,294,,5273600265,152,,5273600261,13,,5273600269,286,,5273600263,56,Center,5273600305,233,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731774907,662,4,2,73,55,cftj6g399tknheudaxsdpfdgb,0,21.8,29.6,2024-10-06T15:35:08.112Z,2024-10-06T21:21:47Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5273600153,13,,5273600705,55,663,5275586595,294,,5273600155,56,Back,5273600157,152,,5273600161,285,,5273600349,233,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731774935,663,17,2,73,59,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-10-06T15:35:11.456Z,2024-10-06T15:35:15Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5273600677,393,,5273600675,31,,5273600681,55,662,5273600679,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731776261,670,15,2,75,18,5rz9enoyknpg8ji78za5b82p0,1,80.0,69.7,2024-10-06T15:36:30.656Z,2024-10-06T21:22:25Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5273607575,56,Center,5273608663,146,86.8,5273608657,102,51.1,5273608661,458,,5273608669,231,52.5,5273608659,103,19,5273608665,147,63.4,5273608667,230,98.8,5273607865,20,,5273607571,26,,5273609353,233,664,5273607573,18,,5273607875,82,5275589737,78,,,,,,,,,,,,,,,
2731776511,664,10,2,75,18,cftj6g399tknheudaxsdpfdgb,1,11.9,35.4,2024-10-06T15:36:30.756Z,2024-10-06T21:22:14Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5273609073,56,Back,5273609357,233,670,5273609071,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731776821,665,27,2,75,19,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-10-06T15:36:31.978Z,2024-10-06T21:22:34Z,,,,,5273841867,233,673,5273610749,53,9o10vhew3jar8tqnkabw0qoyx,5273610747,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731777941,673,28,2,75,19,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-10-06T15:36:31.978Z,2024-10-06T21:22:37Z,,,,,5273616717,55,672,5273841907,233,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731779175,666,28,2,77,48,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-10-06T15:39:01.102Z,2024-10-06T21:23:35Z,,,,,5273841933,233,789,5273623481,55,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731818961,789,28,2,77,48,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-10-06T15:39:01.102Z,2024-10-06T21:23:37Z,,,,,5273841979,233,666,5273839611,55,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731779399,667,18,2,78,1,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-10-06T15:39:13.576Z,2024-10-06T21:25:12Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5273624741,59,19,5273624735,41,,5273624739,44,Midfielder,5273624803,55,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731779409,668,19,2,78,1,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-10-06T15:39:13.577Z,2024-10-06T21:25:13Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5273624789,59,23,5273624793,293,5,5273624791,292,7,5273624783,41,,5273624795,44,Midfielder,5273624797,55,667,5273624787,145,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731779699,676,1,2,78,21,5rz9enoyknpg8ji78za5b82p0,1,89.9,95.0,2024-10-06T15:39:34.044Z,2024-10-06T15:39:36Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5273626395,56,Left,5273626397,140,77.6,5273626403,213,3.45,5273626399,141,89.0,5273626401,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731779811,677,1,2,78,23,5rz9enoyknpg8ji78za5b82p0,1,75.8,88.5,2024-10-06T15:39:36.013Z,2024-10-06T15:39:40Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5273626959,213,3.95,5273626951,56,Center,5273626957,212,26.9,5273626955,141,60.0,5273626953,140,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
