id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2708519761,588,19,2,72,7,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-08-12T18:36:52.739Z,2024-08-12T18:36:53Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,,5146081131,293,4,5146081129,292,7,5146081121,42,,5146081127,59,8,5146081125,145,8,5146081133,44,Midfielder,5146081135,55,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708519863,589,1,2,72,19,cftj6g399tknheudaxsdpfdgb,1,4.6,50.1,2024-08-12T18:37:05.226Z,2024-08-12T20:52:08Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5146081655,124,,5146081669,237,,5146388835,189,,5146081661,141,59.3,5146081665,213,0.56,5146081659,140,14.1,5146081657,56,Back,5146081663,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708519891,590,1,2,72,22,cftj6g399tknheudaxsdpfdgb,1,26.2,56.7,2024-08-12T18:37:08.010Z,2024-08-12T18:37:11Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5146081827,140,29.1,5146081829,141,32.7,5146081833,213,4.90,5146081825,56,Back,5146081831,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708519899,591,1,2,72,26,cftj6g399tknheudaxsdpfdgb,1,31.6,31.6,2024-08-12T18:37:11.769Z,2024-08-12T18:37:13Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5146081871,213,1.02,5146081869,212,10.1,5146081865,140,36.6,5146081863,56,Back,5146081867,141,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708519907,592,1,2,72,27,cftj6g399tknheudaxsdpfdgb,1,36.6,44.3,2024-08-12T18:37:12.922Z,2024-08-12T18:37:15Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5146081927,140,27.5,5146081929,141,35.4,5146081925,56,Back,5146081933,213,3.71,5146081931,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708519933,593,1,2,72,29,cftj6g399tknheudaxsdpfdgb,1,27.5,35.4,2024-08-12T18:37:15.162Z,2024-08-12T18:37:18Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5146082087,56,Back,5146082097,1,,5146082091,141,93.2,5146082089,140,38.2,5146082093,212,40.9,5146082085,155,,5146082095,213,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708519949,594,1,2,72,33,cftj6g399tknheudaxsdpfdgb,1,37.2,89.0,2024-08-12T18:37:18.681Z,2024-08-12T18:37:23Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5146082187,56,Back,5146082193,212,12.4,5146082191,141,76.1,5146082195,213,3.93,5146082189,140,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708519973,595,1,2,72,37,cftj6g399tknheudaxsdpfdgb,1,29.8,66.4,2024-08-12T18:37:23.242Z,2024-08-12T18:37:27Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5146082309,56,Back,5146082315,212,21.9,5146082311,140,32.5,5146082317,213,4.84,5146082313,141,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520023,596,1,2,72,42,cftj6g399tknheudaxsdpfdgb,1,54.0,28.6,2024-08-12T18:37:27.626Z,2024-08-12T18:37:33Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5146082565,213,6.11,5146082559,140,70.3,5146082561,141,24.3,5146082557,56,Center,5146082563,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520067,597,3,2,72,48,cftj6g399tknheudaxsdpfdgb,1,88.4,26.7,2024-08-12T18:37:33.703Z,2024-08-12T20:52:25Z,195o7hchielt14ic49r3k06sq,Serginho,,,5146389215,464,,5146082841,286,,5146082839,56,Center,5146082913,233,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520021,661,45,2,72,48,36g6ifzjliec1jqnbtf7yesme,0,11.6,73.3,2024-08-12T18:37:33.703Z,2024-08-12T19:08:09Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5146082553,56,Back,5146082555,285,,5146082921,233,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520081,598,1,2,72,53,cftj6g399tknheudaxsdpfdgb,0,99.0,27.0,2024-08-12T18:37:38.650Z,2024-08-12T20:52:41Z,195o7hchielt14ic49r3k06sq,Serginho,,,5146082945,56,Center,5146082951,212,12.5,5146082943,155,,5146389625,20,,5146082949,141,44.8,5146082953,213,1.83,5146389623,224,,5146082947,140,95.9,5146082941,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520093,662,12,2,72,54,36g6ifzjliec1jqnbtf7yesme,1,3.5,56.3,2024-08-12T18:37:40.215Z,2024-08-12T18:37:41Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5146083015,212,20.7,5146083019,15,,5146083017,213,1.45,5146083013,141,86.6,5146083007,56,Back,5146083011,140,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520103,599,1,2,72,56,cftj6g399tknheudaxsdpfdgb,0,91.5,17.1,2024-08-12T18:37:41.914Z,2024-08-12T20:52:47Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5146389839,224,,5146083059,212,8.6,5146083057,141,29.7,5146083055,140,91.7,5146389841,20,,5146083049,2,,5146083061,213,1.55,5146083053,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520159,663,12,2,72,57,36g6ifzjliec1jqnbtf7yesme,1,9.5,72.3,2024-08-12T18:37:42.679Z,2024-08-12T18:37:49Z,bcdp9e3dezuaybm8ndrsanbx0,M. Nielsen,,,5146083359,140,20.6,5146083365,213,4.95,5146083363,212,48.7,5146083357,56,Back,5146083361,141,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520233,600,1,2,73,11,cftj6g399tknheudaxsdpfdgb,0,90.3,84.4,2024-08-12T18:37:56.474Z,2024-08-12T20:53:08Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5146083775,2,,5146083783,141,46.7,5146083785,212,25.8,5146390255,223,,5146083781,140,92.9,5146390257,20,,5146083787,213,4.82,5146083779,56,Center,5146083777,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520237,664,12,2,73,12,36g6ifzjliec1jqnbtf7yesme,1,2.7,54.0,2024-08-12T18:37:58.231Z,2024-08-12T18:37:59Z,bcdp9e3dezuaybm8ndrsanbx0,M. Nielsen,,,5146083821,140,21.6,5146083819,56,Back,5146083827,213,0.25,5146083823,141,61.5,5146083825,212,20.5,5146083829,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520267,665,12,2,73,14,36g6ifzjliec1jqnbtf7yesme,1,21.6,61.5,2024-08-12T18:37:59.471Z,2024-08-12T18:38:03Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5146083975,212,1.0,5146083977,213,1.47,5146083973,141,63.0,5146083971,140,21.7,5146083969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520245,601,61,2,73,14,cftj6g399tknheudaxsdpfdgb,1,79.3,37.0,2024-08-12T18:38:00.025Z,2024-08-12T18:38:00Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5146083851,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520259,602,1,2,73,15,cftj6g399tknheudaxsdpfdgb,1,73.6,41.8,2024-08-12T18:38:01.226Z,2024-08-12T18:38:02Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5146083905,213,4.86,5146083897,56,Center,5146083903,212,8.7,5146083899,140,74.8,5146083901,141,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520273,603,1,2,73,17,cftj6g399tknheudaxsdpfdgb,1,74.1,25.5,2024-08-12T18:38:02.426Z,2024-08-12T18:38:04Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5146083999,213,5.62,5146083997,212,6.9,5146083991,56,Right,5146083995,141,19.2,5146083993,140,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520345,604,1,2,73,18,cftj6g399tknheudaxsdpfdgb,1,79.7,21.0,2024-08-12T18:38:04.218Z,2024-08-12T18:38:13Z,8ngloyr6r0m71p8kgpfe69bvu,S. Berger,,,5146084395,141,11.6,5146084393,140,92.4,5146084399,213,5.84,5146084397,212,14.8,5146084391,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520347,605,1,2,73,28,cftj6g399tknheudaxsdpfdgb,0,91.4,15.0,2024-08-12T18:38:13.625Z,2024-08-12T18:38:14Z,195o7hchielt14ic49r3k06sq,Serginho,,,5146084411,212,0.9,5146084433,233,666,5146084405,56,Right,5146084437,286,,5146084407,140,90.5,5146084413,213,3.21,5146084431,236,,5146084409,141,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520349,666,74,2,73,28,36g6ifzjliec1jqnbtf7yesme,1,15.6,92.0,2024-08-12T18:38:13.626Z,2024-08-12T18:43:43Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5146084439,233,605,5146084415,56,Back,5146084417,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520353,606,61,2,73,29,cftj6g399tknheudaxsdpfdgb,1,90.9,14.9,2024-08-12T18:38:14.665Z,2024-08-12T18:38:15Z,195o7hchielt14ic49r3k06sq,Serginho,,,5146084443,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520355,667,4,2,73,29,36g6ifzjliec1jqnbtf7yesme,1,12.2,87.3,2024-08-12T18:38:15.239Z,2024-08-12T18:43:38Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5146084527,152,,5146085315,294,,5146084521,13,,5146084529,285,,5146084571,233,607,5146084525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520361,607,4,2,73,29,cftj6g399tknheudaxsdpfdgb,0,87.8,12.7,2024-08-12T18:38:15.240Z,2024-08-12T18:43:38Z,195o7hchielt14ic49r3k06sq,Serginho,,,5146084569,286,,5146084599,233,667,5146084567,152,,5146084561,13,,5146084565,56,Right,5146085107,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520635,668,1,2,74,2,36g6ifzjliec1jqnbtf7yesme,0,9.9,85.0,2024-08-12T18:38:47.655Z,2024-08-12T18:38:52Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5146086023,56,Left,5146086019,157,,5146086033,1,,5146086025,140,70.4,5146086017,5,,5146086027,141,88.3,5146086021,152,,5146086029,212,63.6,5146086031,213,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,
2708520675,609,1,2,74,6,cftj6g399tknheudaxsdpfdgb,1,22.0,12.9,2024-08-12T18:38:51.353Z,2024-08-12T18:38:55Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5146086273,213,2.13,5146086271,212,27.5,5146086265,141,47.3,5146086261,140,8.2,5146086257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520699,610,1,2,74,10,cftj6g399tknheudaxsdpfdgb,1,13.0,44.0,2024-08-12T18:38:55.625Z,2024-08-12T18:39:00Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5146086407,140,15.1,5146086411,212,12.4,5146086413,213,1.39,5146086405,56,Back,5146086409,141,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520727,611,1,2,74,14,cftj6g399tknheudaxsdpfdgb,1,17.1,57.8,2024-08-12T18:39:00.264Z,2024-08-12T18:39:04Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5146086613,56,Back,5146086617,141,42.1,5146086621,213,5.25,5146086619,212,12.4,5146086615,140,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520739,612,1,2,74,19,cftj6g399tknheudaxsdpfdgb,1,31.9,31.2,2024-08-12T18:39:04.297Z,2024-08-12T18:39:05Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5146086693,140,51.6,5146086695,141,21.9,5146086691,56,Center,5146086697,212,21.6,5146086699,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520745,613,1,2,74,20,cftj6g399tknheudaxsdpfdgb,1,51.7,21.9,2024-08-12T18:39:05.785Z,2024-08-12T18:39:50Z,195o7hchielt14ic49r3k06sq,Serginho,,,5146086727,140,46.4,5146086729,141,7.7,5146086731,212,11.1,5146086733,213,4.19,5146086725,56,Back,5146086753,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520799,614,1,2,74,22,cftj6g399tknheudaxsdpfdgb,1,47.0,7.3,2024-08-12T18:39:07.801Z,2024-08-12T18:39:11Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5146087033,140,40.2,5146087037,212,14.8,5146087031,56,Back,5146087039,213,2.07,5146087035,141,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520821,615,1,2,74,27,cftj6g399tknheudaxsdpfdgb,1,38.9,28.6,2024-08-12T18:39:13.177Z,2024-08-12T18:39:14Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5146087163,212,10.4,5146087157,56,Back,5146087161,141,40.9,5146087165,213,2.21,5146087159,140,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520853,616,1,2,74,29,cftj6g399tknheudaxsdpfdgb,1,33.2,40.9,2024-08-12T18:39:14.459Z,2024-08-12T18:39:18Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5146087367,212,46.1,5146087361,56,Left,5146087369,213,0.94,5146087371,1,,5146087363,140,59.0,5146087365,141,95.7,5146087359,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520887,617,1,2,74,33,cftj6g399tknheudaxsdpfdgb,1,57.2,94.1,2024-08-12T18:39:18.585Z,2024-08-12T18:39:22Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5146087525,141,77.8,5146087529,213,3.82,5146087521,56,Back,5146087527,212,17.7,5146087523,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520917,618,1,2,74,37,cftj6g399tknheudaxsdpfdgb,1,46.8,66.1,2024-08-12T18:39:22.633Z,2024-08-12T18:39:27Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5146087693,56,Back,5146087701,213,4.83,5146087695,140,48.6,5146087697,141,41.6,5146087699,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520971,619,1,2,74,42,cftj6g399tknheudaxsdpfdgb,1,65.2,36.3,2024-08-12T18:39:27.705Z,2024-08-12T18:39:31Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5146087979,213,0.87,5146087981,1,,5146087977,212,42.7,5146087969,155,,5146087971,56,Left,5146087975,141,84.4,5146087973,140,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520975,620,61,2,74,46,cftj6g399tknheudaxsdpfdgb,0,91.4,84.4,2024-08-12T18:39:31.369Z,2024-08-12T18:39:31Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5146087985,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708520979,621,5,2,74,46,cftj6g399tknheudaxsdpfdgb,0,101.3,81.3,2024-08-12T18:39:32.073Z,2024-08-12T18:43:42Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5146089049,233,669,5146088001,56,Left,5146088003,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521173,669,5,2,74,46,36g6ifzjliec1jqnbtf7yesme,1,-1.3,18.7,2024-08-12T18:39:32.073Z,2024-08-12T18:43:42Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5146088999,346,,5146089039,233,621,5146088997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521199,670,1,2,75,5,36g6ifzjliec1jqnbtf7yesme,0,3.7,44.5,2024-08-12T18:39:50.503Z,2024-08-12T18:44:57Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5146089127,141,69.9,5146089121,124,,5146089129,212,51.0,5146089131,213,0.35,5146089123,56,Back,5146089135,74,,5146089179,189,,5146089125,140,49.4,5146089133,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521243,625,61,2,75,6,cftj6g399tknheudaxsdpfdgb,1,44.9,31.6,2024-08-12T18:39:51.779Z,2024-08-12T18:40:09Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5146090203,189,,5146089315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521211,623,1,2,75,8,cftj6g399tknheudaxsdpfdgb,1,59.5,33.0,2024-08-12T18:39:53.369Z,2024-08-12T18:39:54Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5146089163,56,Center,5146089167,141,43.4,5146089171,213,2.06,5146089169,212,8.0,5146089165,140,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521237,624,1,2,75,8,cftj6g399tknheudaxsdpfdgb,1,55.9,43.4,2024-08-12T18:39:54.056Z,2024-08-12T18:39:55Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,,5146089295,141,32.1,5146089293,140,45.3,5146089299,213,3.75,5146089291,56,Back,5146089297,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521261,626,1,2,75,12,cftj6g399tknheudaxsdpfdgb,0,45.4,30.7,2024-08-12T18:39:57.417Z,2024-08-12T18:39:58Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5146089441,141,34.5,5146089443,212,22.2,5146089439,140,66.4,5146089437,56,Center,5146089445,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521297,671,1,2,75,14,36g6ifzjliec1jqnbtf7yesme,0,24.4,68.5,2024-08-12T18:39:59.959Z,2024-08-12T18:40:01Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5146089611,140,58.0,5146089607,157,,5146089613,141,63.4,5146089617,213,6.19,5146089609,56,Center,5146089619,1,,5146089615,212,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521303,627,44,2,75,15,cftj6g399tknheudaxsdpfdgb,1,40.4,35.4,2024-08-12T18:40:01.078Z,2024-08-12T19:03:52Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5146089643,56,Back,5146089645,285,,5146089691,233,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521299,672,44,2,75,15,36g6ifzjliec1jqnbtf7yesme,0,59.6,64.6,2024-08-12T18:40:01.079Z,2024-08-12T19:03:53Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5146089623,56,Center,5146089625,286,,5146089717,233,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521359,628,1,2,75,16,cftj6g399tknheudaxsdpfdgb,1,37.8,33.6,2024-08-12T18:40:01.546Z,2024-08-12T18:40:05Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5146089971,56,Center,5146089969,3,,5146089977,212,16.7,5146089973,140,52.8,5146089975,141,41.6,5146089979,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521335,673,83,2,75,18,36g6ifzjliec1jqnbtf7yesme,0,58.9,57.6,2024-08-12T18:40:04.135Z,2024-08-12T18:40:07Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5146090041,399,7w7ufa4v85hmj1qxnmqc4zgiy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521365,629,1,2,75,20,cftj6g399tknheudaxsdpfdgb,0,52.5,41.6,2024-08-12T18:40:05.769Z,2024-08-12T18:40:06Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,,5146090011,140,67.1,5146090013,141,47.9,5146090017,213,0.27,5146090009,56,Center,5146090015,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521373,674,8,2,75,21,36g6ifzjliec1jqnbtf7yesme,1,31.2,48.4,2024-08-12T18:40:07.015Z,2024-08-12T20:55:11Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5146392739,384,,5146090049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521401,676,1,2,75,23,36g6ifzjliec1jqnbtf7yesme,1,34.5,52.1,2024-08-12T18:40:08.919Z,2024-08-12T18:40:10Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5146090219,140,54.3,5146090221,141,74.1,5146090223,212,25.6,5146090217,56,Center,5146090225,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521465,677,1,2,75,24,36g6ifzjliec1jqnbtf7yesme,1,54.9,73.5,2024-08-12T18:40:10.023Z,2024-08-12T18:40:26Z,5lz41celw55rz3zh8pohclw5w,O. Ross,1.0,,5146090577,56,Center,5146090585,213,0.10,5146090581,141,78.7,5146090963,210,15,5146090579,140,88.0,5146090583,212,34.9,5146090587,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521469,678,15,2,75,30,36g6ifzjliec1jqnbtf7yesme,1,90.6,67.7,2024-08-12T18:40:15.975Z,2024-08-12T20:59:17Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5146090985,103,19,5146090747,20,,5146090993,230,99.4,5146090595,64,,5146090989,146,91.7,5146090979,55,677,5146090995,231,52.7,5146090973,23,,5146090597,56,5146397073,78,,5146091121,233,5146090983,102,49.9,5146090977,29,Center,630,5146090751,82,5146090991,147,,,,,,,,,,65.5,,,,,,,,
2708521477,630,10,2,75,30,cftj6g399tknheudaxsdpfdgb,1,8.5,27.3,2024-08-12T18:40:16.075Z,2024-08-12T18:40:34Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5146090637,56,Back,5146091143,233,678,5146091119,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521491,631,6,2,75,32,cftj6g399tknheudaxsdpfdgb,0,6.4,23.4,2024-08-12T18:40:17.702Z,2024-08-12T20:59:22Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5146090775,56,Back,5146090797,233,679,5146090777,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521485,679,6,2,75,32,36g6ifzjliec1jqnbtf7yesme,1,93.6,76.6,2024-08-12T18:40:17.702Z,2024-08-12T18:43:40Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5146090709,73,,5146090789,233,631,5146090707,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521709,680,1,2,76,14,36g6ifzjliec1jqnbtf7yesme,0,99.5,99.5,2024-08-12T18:40:59.383Z,2024-08-12T20:59:28Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5146092055,6,,5146092069,213,4.46,5146397221,20,,5146092067,212,23.3,5146092053,2,,5146092061,56,Center,5146092059,223,,5146092065,141,66.3,5146092063,140,5146092057,155,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,
2708521725,632,12,2,76,16,cftj6g399tknheudaxsdpfdgb,1,7.8,41.2,2024-08-12T18:41:01.481Z,2024-08-12T18:42:33Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5146092175,212,15.2,5146092201,15,,5146092177,213,1.20,5146092173,141,62.1,5146092171,140,13.0,5146092169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708521777,633,12,2,76,17,cftj6g399tknheudaxsdpfdgb,1,13.0,62.1,2024-08-12T18:41:02.545Z,2024-08-12T21:00:16Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,,5146092463,213,0.11,5146092457,140,26.5,5146092459,141,64.3,5146095719,15,,5146092461,212,14.3,5146092455,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708576011,855,3,2,76,17,cftj6g399tknheudaxsdpfdgb,0,33.9,74.3,2024-08-12T18:41:02.843Z,2024-08-12T21:00:11Z,195o7hchielt14ic49r3k06sq,Serginho,,,5146397911,465,,5146397907,56,Back,5146397913,467,bcdp9e3dezuaybm8ndrsanbx0,5146397909,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
