id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2710427471,624,61,2,65,55,ahnt9ejgwj58ul8auzdvi3czf,1,88.6,74.1,2024-08-18T13:29:13.422Z,2024-08-18T13:29:27Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5156647651,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427447,623,5,2,65,56,ahnt9ejgwj58ul8auzdvi3czf,0,77.8,101.2,2024-08-18T13:29:14.311Z,2024-08-18T14:12:04Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5156647711,233,768,5156647543,347,,5156647529,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427401,768,5,2,65,56,77tfx9me4aaqhzv78bmgsy9bg,1,22.2,-1.2,2024-08-18T13:29:14.311Z,2024-08-18T14:12:04Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156647269,56,Back,5156647271,347,,5156647703,233,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427493,769,1,2,66,3,77tfx9me4aaqhzv78bmgsy9bg,1,16.3,0.0,2024-08-18T13:29:22.244Z,2024-08-18T13:29:24Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156647789,140,14.6,5156647787,56,Back,5156647795,213,1.67,5156647793,212,18.8,5156647785,107,,5156647791,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427509,770,1,2,66,5,77tfx9me4aaqhzv78bmgsy9bg,1,13.8,28.2,2024-08-18T13:29:23.941Z,2024-08-18T13:29:26Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156647889,140,17.9,5156647893,212,20.0,5156647895,213,1.35,5156647887,56,Back,5156647891,141,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427537,771,1,2,66,8,77tfx9me4aaqhzv78bmgsy9bg,1,19.2,54.5,2024-08-18T13:29:26.709Z,2024-08-18T13:29:29Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156648049,213,0.62,5156648043,140,30.4,5156648045,141,66.9,5156648047,212,14.5,5156648041,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427553,772,1,2,66,11,77tfx9me4aaqhzv78bmgsy9bg,1,31.9,70.3,2024-08-18T13:29:29.301Z,2024-08-18T13:29:30Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156648119,140,38.8,5156648125,213,1.10,5156648123,212,16.1,5156648117,56,Back,5156648121,141,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427573,773,1,2,66,12,77tfx9me4aaqhzv78bmgsy9bg,1,39.0,92.7,2024-08-18T13:29:30.740Z,2024-08-18T13:29:34Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156648249,213,4.24,5156648245,141,75.4,5156648243,140,33.3,5156648247,212,13.2,5156648241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427585,774,1,2,66,15,77tfx9me4aaqhzv78bmgsy9bg,1,33.7,68.5,2024-08-18T13:29:33.637Z,2024-08-18T13:29:36Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156648333,212,21.8,5156648335,213,4.73,5156648327,56,Back,5156648329,140,34.1,5156648331,141,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427613,775,1,2,66,17,77tfx9me4aaqhzv78bmgsy9bg,1,34.9,33.4,2024-08-18T13:29:36.214Z,2024-08-18T13:29:39Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156648491,213,1.41,5156648485,140,37.4,5156648483,56,Back,5156648489,212,16.3,5156648487,141,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427637,776,1,2,66,21,77tfx9me4aaqhzv78bmgsy9bg,1,40.5,56.7,2024-08-18T13:29:39.590Z,2024-08-18T13:29:41Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156648603,141,73.3,5156648605,212,19.0,5156648601,140,55.1,5156648599,56,Center,5156648607,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427683,777,1,2,66,23,77tfx9me4aaqhzv78bmgsy9bg,1,55.3,73.0,2024-08-18T13:29:41.526Z,2024-08-18T13:29:45Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156648877,140,39.3,5156648879,141,51.3,5156648883,213,3.86,5156648881,212,22.4,5156648873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427701,778,1,2,66,26,77tfx9me4aaqhzv78bmgsy9bg,1,42.8,55.1,2024-08-18T13:29:44.837Z,2024-08-18T13:29:47Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156649007,56,Center,5156649013,212,20.6,5156649015,213,5.25,5156649011,141,29.2,5156649009,140,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427729,779,1,2,66,28,77tfx9me4aaqhzv78bmgsy9bg,1,53.6,24.9,2024-08-18T13:29:46.981Z,2024-08-18T13:29:49Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156649135,212,20.9,5156649133,141,53.0,5156649129,56,Back,5156649131,140,45.5,5156649137,213,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427765,780,1,2,66,31,77tfx9me4aaqhzv78bmgsy9bg,1,51.1,54.2,2024-08-18T13:29:49.798Z,2024-08-18T13:29:54Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156649367,140,58.6,5156649371,212,13.3,5156649369,141,70.0,5156649365,56,Center,5156649373,213,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427779,781,1,2,66,35,77tfx9me4aaqhzv78bmgsy9bg,0,56.7,71.7,2024-08-18T13:29:54.118Z,2024-08-18T13:29:55Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156649447,140,80.4,5156649453,213,5.74,5156649449,141,49.7,5156649451,212,29.0,5156649445,56,Center,5156649443,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427837,625,12,2,66,38,ahnt9ejgwj58ul8auzdvi3czf,1,19.2,51.2,2024-08-18T13:29:56.997Z,2024-08-18T19:31:38Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5156649811,212,24.8,5156649809,141,83.9,5156649807,140,29.7,5156649805,56,Back,5158436105,15,,5156649813,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427893,627,1,2,66,44,ahnt9ejgwj58ul8auzdvi3czf,1,36.8,88.7,2024-08-18T13:30:02.507Z,2024-08-18T13:30:07Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5156650203,212,11.3,5156650205,213,4.76,5156650197,56,Back,5156650199,140,37.3,5156650201,141,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427951,628,1,2,66,49,ahnt9ejgwj58ul8auzdvi3czf,1,67.8,52.1,2024-08-18T13:30:07.554Z,2024-08-18T13:30:15Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5156650533,1,,5156650527,213,5.45,5156650521,212,38.6,5156650509,56,Right,5156650513,140,92.4,5156650515,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427981,629,1,2,66,56,ahnt9ejgwj58ul8auzdvi3czf,1,91.2,11.7,2024-08-18T13:30:15.272Z,2024-08-18T13:30:18Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5156650681,213,2.59,5156650673,56,Center,5156650675,140,77.0,5156650677,141,25.2,5156650679,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710427999,630,1,2,67,0,ahnt9ejgwj58ul8auzdvi3czf,1,76.1,25.5,2024-08-18T13:30:18.335Z,2024-08-18T13:30:21Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5156650823,141,38.5,5156650825,212,13.2,5156650821,140,66.8,5156650827,213,2.41,5156650817,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710428001,631,1,2,67,2,ahnt9ejgwj58ul8auzdvi3czf,1,66.2,38.9,2024-08-18T13:30:20.428Z,2024-08-18T13:30:21Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5156650831,56,Center,5156650837,212,24.0,5156650839,213,1.39,5156650835,141,73.6,5156650833,140,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710428013,632,1,2,67,3,ahnt9ejgwj58ul8auzdvi3czf,1,70.3,73.6,2024-08-18T13:30:21.553Z,2024-08-18T13:30:22Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5156650897,140,67.3,5156650899,141,61.1,5156650903,213,4.36,5156650901,212,9.1,5156650895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710428055,633,1,2,67,4,ahnt9ejgwj58ul8auzdvi3czf,1,66.7,59.0,2024-08-18T13:30:22.756Z,2024-08-18T13:30:27Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5156651151,140,67.9,5156651157,213,4.76,5156651149,56,Center,5156651155,212,24.6,5156651153,141,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710428079,634,1,2,67,8,ahnt9ejgwj58ul8auzdvi3czf,1,68.0,22.8,2024-08-18T13:30:26.756Z,2024-08-18T13:30:29Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5156651313,141,7.1,5156651315,212,16.6,5156651311,140,80.1,5156651309,56,Right,5156651317,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710428111,635,1,2,67,11,ahnt9ejgwj58ul8auzdvi3czf,1,80.1,7.1,2024-08-18T13:30:29.428Z,2024-08-18T13:30:32Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5156651515,212,16.5,5156651513,141,17.7,5156651509,56,Right,5156651511,140,94.2,5156651517,213,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710428147,636,1,2,67,14,ahnt9ejgwj58ul8auzdvi3czf,0,94.2,17.7,2024-08-18T13:30:32.444Z,2024-08-18T19:32:12Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5158438979,20,,5156651681,1,,5158438977,224,,5156651673,140,94.3,5156651675,141,100.0,5156651677,212,57.3,5156651667,2,,5156651671,56,Left,5156651679,213,1.57,5156651669,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710428151,637,5,2,67,16,ahnt9ejgwj58ul8auzdvi3czf,0,91.0,102.0,2024-08-18T13:30:34.850Z,2024-08-18T14:12:12Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5156651691,347,,5156835017,233,782,5156651689,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710428351,782,5,2,67,16,77tfx9me4aaqhzv78bmgsy9bg,1,9.0,-2.0,2024-08-18T13:30:34.850Z,2024-08-18T14:12:12Z,e07zv7ag985v8lq9sebfi27l5,M. Iloski,,,5156652779,56,Back,5156835007,233,637,5156652781,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710428371,783,1,2,67,34,77tfx9me4aaqhzv78bmgsy9bg,1,14.5,0.0,2024-08-18T13:30:52.488Z,2024-08-18T13:30:54Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156652899,213,2.46,5156652897,212,11.8,5156652891,56,Back,5156652909,189,,5156652895,141,8.9,5156652893,140,5.8,5156652889,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710428391,784,1,2,67,36,77tfx9me4aaqhzv78bmgsy9bg,0,7.5,8.8,2024-08-18T13:30:55.208Z,2024-08-18T13:30:56Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156653029,157,,5156653041,1,,5156653035,141,34.5,5156653033,140,15.7,5156653037,212,19.5,5156653031,56,Back,5156653039,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710428409,638,61,2,67,38,ahnt9ejgwj58ul8auzdvi3czf,0,89.1,71.4,2024-08-18T13:30:56.990Z,2024-08-18T13:31:31Z,242y4x99xvpu9zvln5vxoepjp,R. Orazov,,,5156653119,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710428475,785,61,2,67,41,77tfx9me4aaqhzv78bmgsy9bg,0,3.2,36.0,2024-08-18T13:30:59.784Z,2024-08-18T14:15:48Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5156653471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710428459,639,6,2,67,42,ahnt9ejgwj58ul8auzdvi3czf,1,96.6,63.6,2024-08-18T13:31:00.599Z,2024-08-18T13:57:30Z,242y4x99xvpu9zvln5vxoepjp,R. Orazov,,,5156653485,56,Center,5156653539,233,786,5156653487,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710428483,786,6,2,67,42,77tfx9me4aaqhzv78bmgsy9bg,0,3.4,36.4,2024-08-18T13:31:00.599Z,2024-08-18T19:33:11Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5156653579,233,639,5156653493,73,,5156653491,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710429095,640,1,2,68,19,ahnt9ejgwj58ul8auzdvi3czf,1,99.5,99.5,2024-08-18T13:31:38.161Z,2024-08-18T19:33:13Z,242y4x99xvpu9zvln5vxoepjp,R. Orazov,,,5156656877,1,,5158443725,20,,5156656865,140,98.0,5156656855,2,,5156656873,213,4.67,5156656861,223,,5156656857,6,,5156656867,141,44.6,5156656859,155,,5156656869,212,5156656863,56,Center,,,,,,,,,,,37.4,,,,,,,,,,,,,,,,,,,
2710429159,787,4,2,68,25,77tfx9me4aaqhzv78bmgsy9bg,1,5.6,57.2,2024-08-18T13:31:44.238Z,2024-08-18T20:04:21Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156657323,152,,5156657325,285,,5156657317,13,,5156657321,56,Back,5156657353,233,641,5156842895,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710429115,641,4,2,68,25,ahnt9ejgwj58ul8auzdvi3czf,0,94.4,42.8,2024-08-18T13:31:44.239Z,2024-08-18T20:04:22Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5156657049,56,Center,5156657045,13,,5156657051,152,,5156657373,233,787,5156657047,264,,5156657053,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710429415,788,1,2,68,43,77tfx9me4aaqhzv78bmgsy9bg,1,10.8,60.0,2024-08-18T13:32:01.626Z,2024-08-18T13:33:04Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156658677,213,0.70,5156658667,56,Back,5156658671,141,91.5,5156658669,140,35.0,5156658681,1,,5156658663,5,,5156658665,152,,5156663483,189,,5156658675,212,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710429437,789,1,2,68,45,77tfx9me4aaqhzv78bmgsy9bg,1,34.9,91.5,2024-08-18T13:32:04.041Z,2024-08-18T13:32:05Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156658817,212,35.3,5156658811,56,Back,5156658821,1,,5156658819,213,4.49,5156658815,141,40.9,5156658813,140,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710429491,790,1,2,68,47,77tfx9me4aaqhzv78bmgsy9bg,1,27.5,39.2,2024-08-18T13:32:05.305Z,2024-08-18T13:32:08Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156659145,141,60.9,5156659143,140,32.8,5156659139,56,Back,5156659149,213,1.21,5156659147,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710429525,791,1,2,68,50,77tfx9me4aaqhzv78bmgsy9bg,1,36.0,59.1,2024-08-18T13:32:08.457Z,2024-08-18T13:33:23Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156659357,141,70.2,5156659359,212,11.2,5156659353,140,43.9,5156659347,56,Back,5156659363,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710429557,792,1,2,68,52,77tfx9me4aaqhzv78bmgsy9bg,1,44.9,70.2,2024-08-18T13:32:11.002Z,2024-08-18T13:32:13Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156659537,213,4.30,5156659531,140,38.1,5156659529,56,Back,5156659535,212,17.7,5156659533,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710429591,793,1,2,68,54,77tfx9me4aaqhzv78bmgsy9bg,1,39.7,50.1,2024-08-18T13:32:13.289Z,2024-08-18T13:32:15Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156659721,141,31.8,5156659717,56,Back,5156659725,213,4.94,5156659723,212,12.8,5156659719,140,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710429605,794,1,2,68,58,77tfx9me4aaqhzv78bmgsy9bg,1,55.9,32.1,2024-08-18T13:32:16.538Z,2024-08-18T13:32:17Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156659827,141,55.4,5156659825,140,68.4,5156659823,56,Center,5156659829,212,20.6,5156659831,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710429613,795,1,2,68,59,77tfx9me4aaqhzv78bmgsy9bg,1,69.4,55.4,2024-08-18T13:32:17.290Z,2024-08-18T13:32:18Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5156659867,56,Center,5156659871,141,43.9,5156659877,213,4.14,5156659875,212,9.3,5156659869,140,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710429623,796,1,2,68,59,77tfx9me4aaqhzv78bmgsy9bg,0,64.6,43.9,2024-08-18T13:32:17.897Z,2024-08-18T13:32:19Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5156659927,56,Center,5156659935,213,1.14,5156659933,212,19.5,5156659931,141,70.0,5156659929,140,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710429721,643,1,2,69,7,ahnt9ejgwj58ul8auzdvi3czf,1,58.3,33.6,2024-08-18T13:32:25.362Z,2024-08-18T13:32:28Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5156660491,56,Center,5156660497,141,50.4,5156660495,140,69.2,5156660555,213,0.78,5156660499,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710429757,644,1,2,69,8,ahnt9ejgwj58ul8auzdvi3czf,1,70.2,55.5,2024-08-18T13:32:26.784Z,2024-08-18T13:32:30Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5156660781,140,81.5,5156660787,213,0.66,5156660783,141,69.0,5156660785,212,15.0,5156660779,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710747145,860,3,2,69,11,ahnt9ejgwj58ul8auzdvi3czf,0,85.1,55.9,2024-08-18T13:32:29.563Z,2024-08-18T19:35:18Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5158453271,467,6rd6a2f1k124dzp1p904yq3h0,5158453267,286,,5158453265,56,Center,5158453269,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710429809,645,4,2,69,12,ahnt9ejgwj58ul8auzdvi3czf,1,87.6,55.8,2024-08-18T13:32:30.565Z,2024-08-18T20:04:18Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5156661173,56,Center,5156661175,152,,5156661179,286,,5156666947,348,n2annzbap7hll02zo2v0ccgk,5156666607,9,,5156661223,233,797,5156661177,265,,5156661171,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710429787,797,4,2,69,12,77tfx9me4aaqhzv78bmgsy9bg,0,12.4,44.2,2024-08-18T13:32:30.566Z,2024-08-18T20:04:17Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5156661095,285,,5156661093,265,,5156661087,13,,5156661089,56,Back,5156661255,233,645,5156661085,9,,5156661091,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710430977,646,16,2,70,40,ahnt9ejgwj58ul8auzdvi3czf,1,88.5,50.0,2024-08-18T13:33:58.950Z,2024-08-18T20:08:46Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5156667717,214,,5156667711,9,,5156670063,282,418,5156670053,458,,5156670061,281,bb8q9cgqzw9n2tmkl8s3bth0q,5156670057,231,49.8,5156670045,78,,5156670067,472,645,5156670051,390,544066,5158459243,395,5156670059,280,PENALTY_WON,5156667713,17,,5156670049,103,5156670047,102,50.7,5156670055,230,0.9,12.7,5158459245,396,99.0,52.5,5156667715,56,5156668041,375,70:39.936,5156670175,353,798,Center,5156668033,72,5156668037,374,2024-08-18 14:33:58.226
2710430981,798,58,2,70,40,77tfx9me4aaqhzv78bmgsy9bg,0,0.0,0.0,2024-08-18T13:33:58.950Z,2024-08-18T20:00:40Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5156667729,9,,5156667733,179,,5156667735,73,,5156667731,186,,5156667737,56,Back,5156668147,233,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710431821,799,1,2,71,41,77tfx9me4aaqhzv78bmgsy9bg,1,50.4,50.7,2024-08-18T13:34:59.439Z,2024-08-18T13:37:18Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5156672523,279,G,5156672525,278,,5156672515,140,46.8,5156672513,56,Back,5156672521,213,3.81,5156672517,141,46.3,5156684289,189,,5156672519,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710431829,800,1,2,71,41,77tfx9me4aaqhzv78bmgsy9bg,1,46.8,46.3,2024-08-18T13:34:59.967Z,2024-08-18T13:35:00Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5156672591,141,63.3,5156672589,140,42.0,5156672587,56,Back,5156672593,212,12.6,5156672595,213,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710431837,801,1,2,71,42,77tfx9me4aaqhzv78bmgsy9bg,1,42.0,63.3,2024-08-18T13:35:00.671Z,2024-08-18T13:35:01Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156672663,141,47.0,5156672673,213,5.03,5156672657,56,Back,5156672667,212,11.7,5156672659,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710431865,802,1,2,71,42,77tfx9me4aaqhzv78bmgsy9bg,1,45.5,47.0,2024-08-18T13:35:01.168Z,2024-08-18T13:35:04Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5156672819,212,27.6,5156672807,56,Right,5156672821,213,5.30,5156672811,140,60.1,5156672815,141,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710431981,803,1,2,71,45,77tfx9me4aaqhzv78bmgsy9bg,1,58.1,23.0,2024-08-18T13:35:03.903Z,2024-08-18T13:35:12Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156673515,140,43.1,5156673513,56,Back,5156673519,212,27.5,5156673521,213,2.18,5156673517,141,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710432049,804,1,2,71,54,77tfx9me4aaqhzv78bmgsy9bg,1,56.2,57.0,2024-08-18T13:35:12.543Z,2024-08-18T13:35:17Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156673863,141,31.6,5156673865,212,18.8,5156673859,56,Center,5156673867,213,5.11,5156673861,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710432065,805,1,2,71,59,77tfx9me4aaqhzv78bmgsy9bg,1,63.2,33.3,2024-08-18T13:35:17.343Z,2024-08-18T13:35:18Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156673901,56,Center,5156673907,212,17.9,5156673905,141,59.0,5156673903,140,59.4,5156673909,213,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710432125,806,1,2,71,59,77tfx9me4aaqhzv78bmgsy9bg,1,59.4,59.0,2024-08-18T13:35:18.095Z,2024-08-18T13:35:21Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156674207,140,66.2,5156674209,141,76.7,5156674211,212,14.0,5156674213,213,1.04,5156674205,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
