id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2746941225,856,1,2,85,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,70.9,9.1,2024-11-10T14:43:10.173Z,2024-11-10T14:43:12Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5356410781,56,Center,5356410785,141,29.7,5356410787,212,16.3,5356410783,140,62.9,5356410789,213,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746941289,857,1,2,85,14,9w3sjm5ml4sjr2v81oxzdrt8v,1,60.8,26.2,2024-11-10T14:43:12.605Z,2024-11-10T14:43:14Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5356411075,212,19.2,5356411071,141,28.3,5356411061,56,Back,5356411079,213,3.07,5356411067,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746941335,858,1,2,85,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.5,28.2,2024-11-10T14:43:14.285Z,2024-11-10T14:43:16Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5356411329,212,19.7,5356411323,56,Center,5356411325,140,54.9,5356411327,141,51.2,5356411331,213,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746941403,859,1,2,85,17,9w3sjm5ml4sjr2v81oxzdrt8v,1,54.6,51.9,2024-11-10T14:43:16.093Z,2024-11-10T14:43:18Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5356411745,213,0.87,5356411741,141,69.9,5356411739,140,64.4,5356411743,212,16.0,5356411737,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746941473,860,1,2,85,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,61.8,79.9,2024-11-10T14:43:18.046Z,2024-11-10T20:04:01Z,2datlbzulrzdgpyxv3fkzn0et,B. Kopplin,,,5356412179,213,3.49,5356412173,140,50.6,5356412177,212,12.5,5356412171,56,Center,5356412175,141,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746941509,861,1,2,85,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,52.8,61.7,2024-11-10T14:43:20.334Z,2024-11-10T14:43:22Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5356412353,140,58.0,5356412359,213,1.17,5356412357,212,13.9,5356412351,56,Left,5356412355,141,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746941575,862,1,2,85,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,48.7,84.0,2024-11-10T14:43:21.869Z,2024-11-10T20:04:07Z,2datlbzulrzdgpyxv3fkzn0et,B. Kopplin,,,5356412675,212,14.0,5356412671,141,69.1,5356412669,140,39.5,5356412663,56,Back,5356412679,213,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746941661,863,1,2,85,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.7,69.7,2024-11-10T14:43:24.701Z,2024-11-10T14:43:27Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5356413147,212,24.9,5356413139,56,Back,5356413149,213,4.69,5356413143,141,33.1,5356413141,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746941771,864,1,2,85,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.5,32.4,2024-11-10T14:43:27.086Z,2024-11-10T14:43:30Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5356413709,140,60.0,5356413715,213,0.11,5356413711,141,35.1,5356413713,212,17.4,5356413707,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747309699,981,45,2,85,32,ahnt9ejgwj58ul8auzdvi3czf,0,34.5,76.6,2024-11-10T14:43:30.783Z,2024-11-10T20:04:24Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5358438207,56,Back,5358438249,233,992,5358438209,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747309707,992,3,2,85,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.5,23.4,2024-11-10T14:43:30.783Z,2024-11-10T20:04:25Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5358438245,233,981,5358438241,286,,5358438243,464,,5358438237,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746941809,865,1,2,85,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,60.0,34.9,2024-11-10T14:43:31.670Z,2024-11-10T20:04:27Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5356413917,212,16.3,5356413911,56,Right,5356413915,141,18.2,5356413919,213,5.51,5356413913,140,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746941823,866,1,2,85,33,9w3sjm5ml4sjr2v81oxzdrt8v,0,70.7,19.5,2024-11-10T14:43:32.125Z,2024-11-10T14:43:32Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5356413999,141,40.7,5356414003,213,1.34,5356414001,212,14.8,5356413997,140,73.9,5356413995,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746941899,867,1,2,85,34,ahnt9ejgwj58ul8auzdvi3czf,1,26.1,72.1,2024-11-10T14:43:33.372Z,2024-11-10T14:43:35Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5356414401,56,Back,5356414407,212,12.6,5356414405,141,87.2,5356414403,140,19.1,5356414409,213,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746941887,867,43,2,85,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-11-10T14:43:34.654Z,2024-11-10T20:04:45Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5358439441,144,83,5356414679,399,2513579m13glsous1p82fbjzd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746941931,868,1,2,85,36,ahnt9ejgwj58ul8auzdvi3czf,0,17.4,83.2,2024-11-10T14:43:35.001Z,2024-11-10T14:43:36Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5356414631,212,27.7,5356414627,140,40.2,5356414625,56,Back,5356414623,157,,5356414629,141,62.6,5356414635,1,,5356414633,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746942015,868,1,2,85,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.7,36.1,2024-11-10T14:43:37.166Z,2024-11-10T14:43:38Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5356415013,213,0.43,5356415007,140,65.9,5356415005,56,Center,5356415009,141,43.3,5356415011,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746942121,870,1,2,85,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,64.8,41.6,2024-11-10T14:43:38.750Z,2024-11-10T14:43:41Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5356415585,213,5.17,5356415581,141,16.4,5356415577,56,Right,5356415579,140,72.9,5356415583,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746942169,871,1,2,85,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,71.7,18.2,2024-11-10T14:43:40.958Z,2024-11-10T14:43:42Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5356415823,213,1.04,5356415819,212,6.5,5356415815,141,26.4,5356415809,56,Center,5356415811,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746942201,872,1,2,85,43,9w3sjm5ml4sjr2v81oxzdrt8v,1,77.6,26.2,2024-11-10T14:43:42.014Z,2024-11-10T20:05:14Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5356415997,213,3.88,5356415987,56,Right,5356415995,212,7.8,5358441141,156,,5356415989,140,72.1,5356415991,141,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746942215,873,3,2,85,44,9w3sjm5ml4sjr2v81oxzdrt8v,0,77.2,20.2,2024-11-10T14:43:43.118Z,2024-11-10T20:05:24Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5358442037,465,,5356416921,233,869,5356416069,56,Right,5356416071,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746942353,869,7,2,85,44,ahnt9ejgwj58ul8auzdvi3czf,0,22.8,79.8,2024-11-10T14:43:43.119Z,2024-11-10T20:05:27Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5356416743,56,Back,5356416851,233,873,5358442199,385,,5356416745,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747310453,993,61,2,85,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,67.1,24.5,2024-11-10T14:43:44.289Z,2024-11-10T20:05:36Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5358442623,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747310763,983,1,2,85,46,ahnt9ejgwj58ul8auzdvi3czf,1,27.3,78.4,2024-11-10T14:43:44.964Z,2024-11-10T20:06:03Z,242y4x99xvpu9zvln5vxoepjp,R. Orazov,,,5358444445,213,0.56,5358444439,140,31.7,5358444441,141,82.7,5358444437,56,Back,5358444443,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746942365,870,43,2,85,49,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-11-10T14:43:47.992Z,2024-11-10T20:05:57Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5358443877,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746942565,871,1,2,85,50,ahnt9ejgwj58ul8auzdvi3czf,1,35.9,67.7,2024-11-10T14:43:49.160Z,2024-11-10T20:06:10Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5356417889,56,Back,5356417893,141,25.8,5356417891,140,47.3,5356417895,212,30.9,5356417897,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746942589,872,1,2,85,56,ahnt9ejgwj58ul8auzdvi3czf,1,60.7,21.9,2024-11-10T14:43:55.096Z,2024-11-10T14:43:56Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5356417991,56,Center,5356417995,141,30.6,5356417997,212,11.5,5356417993,140,51.3,5356417999,213,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746942637,873,1,2,85,57,ahnt9ejgwj58ul8auzdvi3czf,1,51.3,30.6,2024-11-10T14:43:56.104Z,2024-11-10T14:43:57Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5356418225,212,11.9,5356418221,140,52.3,5356418227,213,4.80,5356418219,56,Right,5356418223,141,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746942695,874,1,2,85,58,ahnt9ejgwj58ul8auzdvi3czf,1,52.3,13.1,2024-11-10T14:43:57.416Z,2024-11-10T14:43:59Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5356418507,56,Right,5356418513,212,11.5,5356418515,213,5.88,5356418509,140,62.4,5356418511,141,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746942821,875,1,2,86,0,ahnt9ejgwj58ul8auzdvi3czf,1,57.7,5.9,2024-11-10T14:43:58.937Z,2024-11-10T14:44:03Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5356419215,213,2.88,5356419209,140,37.1,5356419211,141,14.3,5356419213,212,22.4,5356419207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746942869,876,1,2,86,4,ahnt9ejgwj58ul8auzdvi3czf,1,26.1,35.5,2024-11-10T14:44:03.320Z,2024-11-10T14:44:05Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5356419487,56,Back,5356419495,213,2.57,5356419491,141,42.4,5356419493,212,8.7,5356419489,140,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746942913,877,1,2,86,7,ahnt9ejgwj58ul8auzdvi3czf,1,18.1,47.0,2024-11-10T14:44:05.528Z,2024-11-10T14:44:07Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5356419715,213,5.62,5356419709,140,26.8,5356419711,141,36.4,5356419707,56,Back,5356419713,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746943005,878,1,2,86,8,ahnt9ejgwj58ul8auzdvi3czf,1,27.0,35.1,2024-11-10T14:44:06.857Z,2024-11-10T20:06:30Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5356420259,140,21.2,5356420257,56,Back,5358446213,156,,5356420261,141,12.9,5356420263,212,16.3,5356420267,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746943103,879,1,2,86,11,ahnt9ejgwj58ul8auzdvi3czf,1,24.0,11.7,2024-11-10T14:44:10.072Z,2024-11-10T14:44:13Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5356420697,56,Back,5356420705,213,5.83,5356420701,141,5.2,5356420699,140,32.6,5356420703,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746943143,880,1,2,86,15,ahnt9ejgwj58ul8auzdvi3czf,0,35.9,4.6,2024-11-10T14:44:13.512Z,2024-11-10T14:44:15Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5356420903,141,9.1,5356420905,212,7.4,5356420907,213,0.43,5356420941,236,,5356420943,233,874,5356420947,286,,5356420901,140,42.3,5356420899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746943131,874,74,2,86,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,72.7,96.1,2024-11-10T14:44:13.513Z,2024-11-10T20:06:43Z,bz76p441ynj57eytvsz9kmtck,A. Sulemana,,,5356420847,285,,5356420845,56,Left,5356420981,233,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747311215,984,61,2,86,15,ahnt9ejgwj58ul8auzdvi3czf,0,36.5,4.3,2024-11-10T14:44:14.454Z,2024-11-10T20:06:40Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5358446899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746943263,876,1,2,86,18,9w3sjm5ml4sjr2v81oxzdrt8v,1,58.3,96.7,2024-11-10T14:44:16.478Z,2024-11-10T20:06:53Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5356421573,213,5.69,5356421571,212,10.7,5356421569,141,87.9,5356421565,56,Left,5356421567,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746943301,877,1,2,86,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,74.5,83.6,2024-11-10T14:44:18.174Z,2024-11-10T20:06:55Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5356421769,212,13.5,5356421763,56,Left,5356421771,213,3.25,5358447547,156,,5356421767,141,81.4,5356421765,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746943339,878,1,2,86,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,62.7,69.9,2024-11-10T14:44:19.470Z,2024-11-10T14:44:20Z,2datlbzulrzdgpyxv3fkzn0et,B. Kopplin,,,5356421959,141,65.5,5356421955,56,Back,5356421961,212,28.6,5356421957,140,35.6,5356421963,213,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746943593,879,1,2,86,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,40.2,69.7,2024-11-10T14:44:20.590Z,2024-11-10T14:44:29Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5356423251,213,5.11,5356423247,141,18.8,5356423245,140,54.1,5356423249,212,37.6,5356423241,56,Right,5356423253,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746943607,880,1,2,86,30,9w3sjm5ml4sjr2v81oxzdrt8v,0,59.4,13.4,2024-11-10T14:44:29.358Z,2024-11-10T14:44:30Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5356423351,141,13.1,5356423355,213,6.27,5356423347,56,Right,5356423353,212,24.2,5356423349,140,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746943663,881,12,2,86,32,ahnt9ejgwj58ul8auzdvi3czf,1,12.0,87.4,2024-11-10T14:44:31.016Z,2024-11-10T14:47:02Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5356423645,141,100.0,5356423647,212,16.8,5356423643,140,24.9,5356423649,213,0.63,5356423641,56,Back,5356446517,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746943743,881,5,2,86,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,71.4,-2.0,2024-11-10T14:44:31.736Z,2024-11-10T14:58:16Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5356424073,233,882,5356424027,347,,5356424025,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746943675,882,5,2,86,33,ahnt9ejgwj58ul8auzdvi3czf,0,28.6,102.0,2024-11-10T14:44:31.736Z,2024-11-10T14:44:37Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5356424101,233,881,5356423701,56,Back,5356423705,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746943829,882,1,2,86,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.6,0.0,2024-11-10T14:44:35.966Z,2024-11-10T14:44:38Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5356424525,212,10.8,5356424529,213,0.73,5356424523,141,8.6,5356424515,56,Right,5356424513,107,,5356424519,140,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746943853,883,1,2,86,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,73.6,10.3,2024-11-10T14:44:37.518Z,2024-11-10T14:44:39Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5356424705,156,,5356424669,212,7.7,5356424663,56,Right,5356424671,213,3.64,5356424667,141,4.9,5356424665,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746943911,884,1,2,86,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,71.7,8.5,2024-11-10T14:44:40.494Z,2024-11-10T14:44:41Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5356425019,141,7.4,5356425017,140,59.0,5356425021,212,13.4,5356425015,56,Right,5356425023,213,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746944047,885,1,2,86,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,58.5,7.6,2024-11-10T14:44:41.246Z,2024-11-10T14:44:45Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5356425795,212,17.0,5356425791,141,31.2,5356425797,213,1.90,5356425785,140,53.3,5356425781,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746944177,886,1,2,86,47,9w3sjm5ml4sjr2v81oxzdrt8v,1,56.6,35.5,2024-11-10T14:44:45.758Z,2024-11-10T14:44:49Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5356426499,141,59.7,5356426495,56,Center,5356426497,140,62.9,5356426501,212,17.7,5356426503,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746944267,887,1,2,86,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,62.3,60.9,2024-11-10T14:44:49.263Z,2024-11-10T14:44:52Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5356426981,141,47.6,5356426985,213,4.54,5356426977,56,Center,5356426979,140,60.8,5356426983,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746944339,888,1,2,86,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,62.0,50.4,2024-11-10T14:44:51.982Z,2024-11-10T14:44:54Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5356427387,56,Center,5356427397,141,33.4,5356427403,213,4.86,5356427391,140,63.6,5356427401,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746944409,889,1,2,86,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.5,36.7,2024-11-10T14:44:54.046Z,2024-11-10T14:44:56Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5356427751,141,23.0,5356427755,213,5.04,5356427747,56,Center,5356427753,212,9.8,5356427749,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746944465,890,1,2,86,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,64.7,21.6,2024-11-10T14:44:56.318Z,2024-11-10T14:44:57Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5356427983,141,26.5,5356427979,56,Center,5356427987,213,0.35,5356427985,212,9.7,5356427981,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746944517,891,1,2,86,59,9w3sjm5ml4sjr2v81oxzdrt8v,1,74.4,28.5,2024-11-10T14:44:57.631Z,2024-11-10T14:44:59Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5356428213,212,12.1,5356428205,140,64.8,5356428197,56,Right,5356428215,213,3.73,5356428209,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746944525,892,1,2,87,1,9w3sjm5ml4sjr2v81oxzdrt8v,0,71.4,19.8,2024-11-10T14:44:59.487Z,2024-11-10T20:20:27Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5358450339,20,,5358450337,224,,5358503981,286,,5358504251,233,883,5358503979,236,,5356428279,140,75.4,5358450181,2,,5356428281,141,22.7,5356428277,56,5356428283,212,5356428285,213,,,,,,,,,,,,,Center,4.6,,0.44,,,,,,,,,,,
2746944553,883,12,2,87,1,ahnt9ejgwj58ul8auzdvi3czf,1,29.0,73.0,2024-11-10T14:44:59.587Z,2024-11-10T20:20:27Z,242y4x99xvpu9zvln5vxoepjp,R. Orazov,,,5358503887,185,,5356428431,56,Back,5358504257,233,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746944637,884,44,2,87,4,ahnt9ejgwj58ul8auzdvi3czf,1,21.2,72.4,2024-11-10T14:45:02.573Z,2024-11-10T14:59:47Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5356428937,233,893,5356428885,56,Back,5356428887,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746944617,893,44,2,87,4,9w3sjm5ml4sjr2v81oxzdrt8v,0,78.8,27.6,2024-11-10T14:45:02.574Z,2024-11-10T14:59:48Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5356428773,56,Center,5356429011,233,884,5356428775,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746944675,885,12,2,87,5,ahnt9ejgwj58ul8auzdvi3czf,1,22.3,66.3,2024-11-10T14:45:03.528Z,2024-11-10T20:07:49Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5358450639,15,,5356429073,141,70.6,5356429077,213,0.18,5356429069,56,Back,5356429071,140,38.0,5356429075,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746944719,894,1,2,87,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,77.4,27.4,2024-11-10T14:45:04.063Z,2024-11-10T20:07:55Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5356429283,213,3.28,5356429277,140,68.5,5356429281,212,9.4,5356429275,56,Center,5358450993,155,,5356429279,141,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746944745,895,1,2,87,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,70.2,27.6,2024-11-10T14:45:06.302Z,2024-11-10T14:45:07Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5356429451,213,3.47,5356429447,141,23.6,5356429445,140,62.6,5356429443,56,Center,5356429449,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746944865,896,1,2,87,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.8,26.7,2024-11-10T14:45:07.166Z,2024-11-10T14:45:12Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5356430043,140,69.1,5356430049,141,12.6,5356430039,56,Right,5356430059,213,5.24,5356430055,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746944875,897,3,2,87,13,9w3sjm5ml4sjr2v81oxzdrt8v,0,87.8,7.4,2024-11-10T14:45:11.582Z,2024-11-10T20:08:06Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5356430111,286,,5356430109,56,Right,5358451925,464,,5356430589,233,886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746944941,886,7,2,87,13,ahnt9ejgwj58ul8auzdvi3czf,1,12.2,92.6,2024-11-10T14:45:11.583Z,2024-11-10T20:08:08Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5358452045,385,,5356430485,167,,5356430487,56,Back,5356430533,233,897,5356430489,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
