id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2703436323,741,1,2,79,14,aljua8crr0vkwit0j3m59jw9j,1,63.8,26.5,2024-07-26T18:40:16.376Z,2024-07-26T18:40:17Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,5118079453,140,73.1,5118079459,213,6.11,5118079451,56,Center,5118079455,141,24.0,5118079457,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436329,742,1,2,79,15,aljua8crr0vkwit0j3m59jw9j,0,73.1,24.0,2024-07-26T18:40:17.497Z,2024-07-26T19:05:23Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,5118079499,213,2.68,5118079521,156,,5118079495,141,32.4,5118079497,212,12.8,5118079493,140,62.2,5118079491,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436431,625,1,2,79,17,anga7587r1zv4ey71ge9zxol3,1,32.8,67.5,2024-07-26T18:40:19.515Z,2024-07-26T18:40:26Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5118079937,140,35.7,5118079939,141,42.1,5118079941,212,17.5,5118079945,213,4.89,5118079935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436437,626,3,2,79,23,anga7587r1zv4ey71ge9zxol3,1,43.0,38.8,2024-07-26T18:40:24.882Z,2024-07-26T21:16:01Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,5118080037,233,743,5118079993,286,,5118079991,56,Back,5118344051,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436407,743,45,2,79,23,aljua8crr0vkwit0j3m59jw9j,0,57.0,61.2,2024-07-26T18:40:24.882Z,2024-07-26T18:40:28Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,5118079887,56,Center,5118080041,233,626,5118079889,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436449,627,1,2,79,25,anga7587r1zv4ey71ge9zxol3,1,34.7,31.8,2024-07-26T18:40:27.516Z,2024-07-26T18:40:28Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,5118080077,212,15.2,5118080071,56,Back,5118080075,141,9.8,5118080073,140,32.2,5118080079,213,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436459,628,1,2,79,26,anga7587r1zv4ey71ge9zxol3,1,32.2,9.8,2024-07-26T18:40:28.667Z,2024-07-26T18:40:31Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,5118080133,56,Back,5118080137,141,23.0,5118080135,140,36.4,5118080141,213,1.11,5118080139,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436497,629,1,2,79,29,anga7587r1zv4ey71ge9zxol3,1,36.3,26.6,2024-07-26T18:40:31.068Z,2024-07-26T18:40:33Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,5118080327,212,16.9,5118080325,141,48.9,5118080321,56,Back,5118080329,213,2.03,5118080323,140,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436513,630,1,2,79,31,anga7587r1zv4ey71ge9zxol3,1,29.0,48.9,2024-07-26T18:40:33.723Z,2024-07-26T18:40:35Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5118080415,141,73.9,5118080419,213,1.31,5118080417,212,17.6,5118080411,56,Back,5118080413,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436643,631,1,2,79,33,anga7587r1zv4ey71ge9zxol3,1,33.3,73.9,2024-07-26T18:40:35.195Z,2024-07-26T18:40:47Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5118081067,212,14.6,5118081069,213,6.28,5118081065,141,73.8,5118081063,140,47.2,5118081061,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436655,632,1,2,79,45,anga7587r1zv4ey71ge9zxol3,0,96.8,92.5,2024-07-26T18:40:47.501Z,2024-07-26T21:16:16Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5118081125,213,4.49,5118344065,224,,5118081113,2,,5118344067,72,,5118081121,141,87.8,5118081119,140,96.1,5118081123,212,3.3,5118081117,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436651,744,61,2,79,45,aljua8crr0vkwit0j3m59jw9j,1,3.8,12.9,2024-07-26T18:40:47.690Z,2024-07-26T18:40:47Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,5118081089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436693,745,83,2,79,48,aljua8crr0vkwit0j3m59jw9j,0,7.4,9.8,2024-07-26T18:40:50.609Z,2024-07-26T18:40:56Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,5118081537,399,2sgey1g99rmupumezjo9rkxcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436701,633,1,2,79,49,anga7587r1zv4ey71ge9zxol3,1,85.7,91.3,2024-07-26T18:40:50.882Z,2024-07-26T18:40:52Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,5118081325,140,93.3,5118081323,56,Left,5118081329,212,8.5,5118081327,141,95.4,5118081331,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436703,634,3,2,79,50,anga7587r1zv4ey71ge9zxol3,0,93.3,93.9,2024-07-26T18:40:51.884Z,2024-07-26T21:16:28Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5118344153,464,,5118081341,56,Left,5118081377,233,746,5118081343,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436709,746,7,2,79,50,aljua8crr0vkwit0j3m59jw9j,1,6.7,6.1,2024-07-26T18:40:51.885Z,2024-07-26T21:16:31Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,5118344171,383,,5118081371,285,,5118081369,56,Back,5118081373,233,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436737,748,1,2,79,52,aljua8crr0vkwit0j3m59jw9j,0,4.2,7.9,2024-07-26T18:40:54.427Z,2024-07-26T18:40:57Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,5118081581,141,29.8,5118081583,212,29.9,5118081579,140,28.9,5118081575,155,,5118081577,56,Back,5118081585,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436765,635,1,2,79,55,anga7587r1zv4ey71ge9zxol3,1,63.9,72.9,2024-07-26T18:40:57.133Z,2024-07-26T18:41:00Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5118081729,56,Left,5118081737,213,0.40,5118081727,3,,5118081735,212,11.8,5118081731,140,74.2,5118081733,141,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436753,749,83,2,79,57,aljua8crr0vkwit0j3m59jw9j,0,22.0,21.3,2024-07-26T18:40:58.883Z,2024-07-26T18:41:01Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,5118081847,399,6d0lxiep13vdv32bdb0xwyrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436789,637,50,2,79,58,anga7587r1zv4ey71ge9zxol3,1,81.4,80.4,2024-07-26T18:41:00.377Z,2024-07-26T18:41:02Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5118081921,233,750,5118081849,56,Left,5118081851,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436783,750,7,2,79,58,aljua8crr0vkwit0j3m59jw9j,1,18.6,19.6,2024-07-26T18:41:00.378Z,2024-07-26T21:16:45Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,5118081885,233,637,5118081817,56,Back,5118344205,384,,5118081819,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436791,751,1,2,79,59,aljua8crr0vkwit0j3m59jw9j,0,15.4,21.9,2024-07-26T18:41:01.361Z,2024-07-26T18:41:03Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,5118081855,140,15.9,5118081939,233,638,5118081859,212,4.5,5118081943,286,,5118081937,236,,5118081857,141,15.3,5118081853,56,Back,5118081861,213,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436795,638,74,2,79,59,anga7587r1zv4ey71ge9zxol3,1,81.0,81.2,2024-07-26T18:41:01.362Z,2024-07-26T19:07:04Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5118081957,233,751,5118081875,56,Left,5118081877,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436811,753,1,2,80,1,aljua8crr0vkwit0j3m59jw9j,1,8.3,23.6,2024-07-26T18:41:03.626Z,2024-07-26T18:41:04Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,5118081967,56,Back,5118081973,212,15.8,5118081971,141,44.6,5118081969,140,1.9,5118081975,213,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437049,754,1,2,80,2,aljua8crr0vkwit0j3m59jw9j,0,2.6,45.0,2024-07-26T18:41:04.580Z,2024-07-26T19:05:13Z,a6ham5hnwv62w3tynikyal68l,N. Flø,,5118083365,157,,5118083373,212,37.6,5118083375,213,5.31,5118083371,141,0.0,5118083369,140,22.8,5118083377,1,,5118083367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703436839,639,5,2,80,4,anga7587r1zv4ey71ge9zxol3,1,80.4,102.0,2024-07-26T18:41:05.805Z,2024-07-26T19:06:27Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5118082093,56,Left,5118145185,233,912,5118082095,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703447963,912,5,2,80,4,aljua8crr0vkwit0j3m59jw9j,0,19.6,-2.0,2024-07-26T18:41:05.805Z,2024-07-26T19:05:08Z,a6ham5hnwv62w3tynikyal68l,N. Flø,,5118143151,56,Back,5118143153,347,,5118145207,233,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437033,640,18,2,80,30,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-07-26T18:41:32.400Z,2024-07-26T18:41:33Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5118083303,55,641,5118083245,59,14,5118083241,42,,5118083243,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437037,641,19,2,80,30,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-07-26T18:41:32.401Z,2024-07-26T18:44:16Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,5118083281,145,8,5118089905,292,7,5118083283,59,19,5118083287,55,640,5118083285,44,Midfielder,5118083277,42,,5118083313,293,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437153,642,1,2,80,39,anga7587r1zv4ey71ge9zxol3,1,67.1,100.0,2024-07-26T18:41:41.645Z,2024-07-26T18:41:44Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,5118084007,212,17.9,5118084005,141,81.9,5118084009,213,5.41,5118083999,107,,5118084001,56,Left,5118084003,140,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437155,643,61,2,80,42,anga7587r1zv4ey71ge9zxol3,0,78.2,81.9,2024-07-26T18:41:44.782Z,2024-07-26T18:41:45Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,5118084013,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437181,755,1,2,80,44,aljua8crr0vkwit0j3m59jw9j,1,19.3,17.4,2024-07-26T18:41:46.011Z,2024-07-26T18:41:47Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,5118084125,212,13.9,5118084121,140,7.1,5118084119,56,Back,5118084123,141,25.3,5118084127,213,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437197,757,1,2,80,45,aljua8crr0vkwit0j3m59jw9j,1,9.0,24.0,2024-07-26T18:41:47.755Z,2024-07-26T18:41:48Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,5118084177,212,17.1,5118084173,140,3.8,5118084179,213,1.89,5118084171,56,Back,5118084175,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437221,758,1,2,80,46,aljua8crr0vkwit0j3m59jw9j,0,3.8,47.9,2024-07-26T18:41:48.781Z,2024-07-26T18:41:51Z,a6ham5hnwv62w3tynikyal68l,N. Flø,,5118084351,213,6.15,5118084343,140,39.2,5118084353,1,,5118084341,56,Back,5118084339,157,,5118084347,141,40.6,5118084349,212,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437241,644,1,2,80,51,anga7587r1zv4ey71ge9zxol3,1,65.9,51.8,2024-07-26T18:41:53.198Z,2024-07-26T18:41:54Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,5118084497,140,60.5,5118084501,212,9.7,5118084495,56,Center,5118084499,141,63.3,5118084503,213,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437261,646,1,2,80,53,anga7587r1zv4ey71ge9zxol3,1,60.5,63.3,2024-07-26T18:41:55.054Z,2024-07-26T18:41:57Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5118084625,141,41.3,5118084621,56,Back,5118084629,213,3.77,5118084623,140,41.0,5118084627,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437303,647,1,2,80,55,anga7587r1zv4ey71ge9zxol3,1,40.8,38.9,2024-07-26T18:41:57.007Z,2024-07-26T18:42:02Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5118084851,140,87.5,5118084853,141,11.4,5118084847,155,,5118084857,213,5.92,5118084849,56,Right,5118084855,212,52.5,5118084859,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437293,759,83,2,80,59,aljua8crr0vkwit0j3m59jw9j,0,25.1,84.4,2024-07-26T18:42:01.748Z,2024-07-26T18:42:05Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,5118084997,399,6v4ykv7aw86ql22oksh682kus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437313,648,1,2,81,0,anga7587r1zv4ey71ge9zxol3,1,80.9,8.1,2024-07-26T18:42:02.542Z,2024-07-26T18:42:04Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,5118084907,141,3.6,5118084909,212,10.9,5118084905,140,70.9,5118084903,56,Right,5118084911,213,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437325,649,1,2,81,2,anga7587r1zv4ey71ge9zxol3,1,71.5,3.9,2024-07-26T18:42:03.934Z,2024-07-26T18:42:05Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,5118084953,141,12.2,5118084951,140,75.8,5118084949,56,Right,5118084955,212,7.2,5118084957,213,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437331,650,1,2,81,3,anga7587r1zv4ey71ge9zxol3,0,75.8,12.2,2024-07-26T18:42:05.198Z,2024-07-26T18:42:05Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,5118084991,212,9.9,5118084987,140,77.7,5118084993,213,4.92,5118084985,56,Right,5118084989,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437333,651,5,2,81,3,anga7587r1zv4ey71ge9zxol3,0,76.6,-1.4,2024-07-26T18:42:05.578Z,2024-07-26T18:42:20Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,5118085011,347,,5118085009,56,Right,5118085395,233,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437389,760,5,2,81,3,aljua8crr0vkwit0j3m59jw9j,1,23.4,101.4,2024-07-26T18:42:05.578Z,2024-07-26T19:06:27Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,5118085391,233,651,5118085387,56,Back,5118085389,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437409,761,1,2,81,18,aljua8crr0vkwit0j3m59jw9j,0,25.6,100.0,2024-07-26T18:42:19.892Z,2024-07-26T18:42:22Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,5118085443,107,,5118085451,212,13.7,5118085453,213,5.48,5118085447,140,34.7,5118085449,141,87.2,5118085445,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437401,652,8,2,81,20,anga7587r1zv4ey71ge9zxol3,1,65.6,12.0,2024-07-26T18:42:22.240Z,2024-07-26T21:17:56Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,5118085429,56,Right,5118085459,15,,5118344413,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437477,653,1,2,81,21,anga7587r1zv4ey71ge9zxol3,1,61.6,16.8,2024-07-26T18:42:23.551Z,2024-07-26T18:42:26Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5118085759,141,28.6,5118085755,56,Center,5118085757,140,68.9,5118085763,213,0.81,5118085761,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437483,654,1,2,81,24,anga7587r1zv4ey71ge9zxol3,1,60.5,27.6,2024-07-26T18:42:26.333Z,2024-07-26T18:43:50Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5118088737,3,,5118088741,56,Back,5118088751,213,3.11,5118088747,141,28.6,5118088745,140,42.3,5118088749,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437545,657,1,2,81,27,anga7587r1zv4ey71ge9zxol3,1,33.0,42.1,2024-07-26T18:42:28.961Z,2024-07-26T18:42:32Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5118086113,140,14.0,5118086111,56,Back,5118086119,213,3.15,5118086115,141,42.0,5118086117,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437557,658,1,2,81,30,anga7587r1zv4ey71ge9zxol3,1,18.2,43.5,2024-07-26T18:42:32.497Z,2024-07-26T18:42:37Z,15fo180vixn0lb65fujttit3p,J. Storch,,5118086175,140,68.3,5118086179,212,55.7,5118086177,141,16.6,5118086171,157,,5118086173,56,Right,5118086183,1,,5118086181,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437601,659,1,2,81,35,anga7587r1zv4ey71ge9zxol3,1,68.3,16.6,2024-07-26T18:42:37.215Z,2024-07-26T18:42:44Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,5118086445,141,8.0,5118086449,213,6.05,5118086447,212,25.6,5118086439,168,,5118086441,56,Right,5118086443,140,92.0,5118086437,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437603,660,61,2,81,41,anga7587r1zv4ey71ge9zxol3,0,92.0,8.0,2024-07-26T18:42:43.624Z,2024-07-26T19:04:16Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,5118086455,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437631,763,1,2,81,44,aljua8crr0vkwit0j3m59jw9j,1,18.2,93.0,2024-07-26T18:42:45.813Z,2024-07-26T18:42:49Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,5118086611,140,46.6,5118086613,141,49.9,5118086607,155,,5118086617,213,5.51,5118086615,212,41.8,5118086619,1,,5118086609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437643,764,1,2,81,47,aljua8crr0vkwit0j3m59jw9j,1,46.6,49.9,2024-07-26T18:42:49.053Z,2024-07-26T18:42:50Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,5118086689,140,53.2,5118086691,141,57.9,5118086695,213,0.67,5118086693,212,8.8,5118086687,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437645,765,1,2,81,48,aljua8crr0vkwit0j3m59jw9j,0,53.2,57.9,2024-07-26T18:42:50.084Z,2024-07-26T18:42:50Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,5118086707,141,51.6,5118086703,56,Center,5118086709,212,11.2,5118086705,140,63.1,5118086711,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437669,661,1,2,81,49,anga7587r1zv4ey71ge9zxol3,1,41.4,43.5,2024-07-26T18:42:51.152Z,2024-07-26T18:42:53Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5118086817,213,5.50,5118086815,212,21.4,5118086811,140,55.9,5118086809,56,Center,5118086813,141,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437701,663,1,2,81,53,anga7587r1zv4ey71ge9zxol3,1,61.0,18.6,2024-07-26T18:42:55.792Z,2024-07-26T18:42:57Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5118086983,212,9.5,5118086985,213,4.09,5118086977,56,Right,5118086981,141,7.3,5118086979,140,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437741,664,1,2,81,55,anga7587r1zv4ey71ge9zxol3,1,55.7,7.3,2024-07-26T18:42:57.552Z,2024-07-26T18:43:00Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,5118087197,213,2.63,5118087189,56,Back,5118087191,140,37.6,5118087195,212,21.8,5118087193,141,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437757,665,1,2,81,58,anga7587r1zv4ey71ge9zxol3,1,37.9,24.5,2024-07-26T18:43:00.464Z,2024-07-26T18:43:01Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5118087267,141,30.3,5118087269,212,17.6,5118087271,213,0.23,5118087265,140,54.2,5118087263,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437777,666,1,2,82,0,anga7587r1zv4ey71ge9zxol3,1,54.2,30.3,2024-07-26T18:43:01.872Z,2024-07-26T18:43:03Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5118087357,140,53.1,5118087363,212,7.7,5118087365,213,4.56,5118087361,141,19.1,5118087353,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437799,667,1,2,82,1,anga7587r1zv4ey71ge9zxol3,1,53.1,19.1,2024-07-26T18:43:03.152Z,2024-07-26T18:43:08Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,5118087479,140,63.0,5118087493,213,5.66,5118087477,56,Right,5118087485,141,8.1,5118087489,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437805,668,4,2,82,6,anga7587r1zv4ey71ge9zxol3,1,66.2,11.0,2024-07-26T18:43:08.165Z,2024-07-26T18:43:09Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5118087531,265,,5118087533,286,,5118087527,56,Right,5118087541,233,766,5118087529,152,,5118087525,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437795,766,4,2,82,6,aljua8crr0vkwit0j3m59jw9j,0,33.8,89.0,2024-07-26T18:43:08.166Z,2024-07-26T18:43:10Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,5118087515,152,,5118087519,285,,5118087517,265,,5118087511,13,,5118087561,233,668,5118087513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437977,767,18,2,82,38,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-07-26T18:43:40.334Z,2024-07-26T18:43:41Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,5118088663,55,768,5118088629,44,Forward,5118088631,59,10,5118088627,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703437981,768,19,2,82,38,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-07-26T18:43:40.335Z,2024-07-26T18:43:41Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,5118088645,292,7,5118088649,44,Midfielder,5118088647,293,5,5118088641,145,8,5118088651,55,767,5118088643,59,8,5118088637,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703438135,669,1,2,82,59,anga7587r1zv4ey71ge9zxol3,0,65.6,7.8,2024-07-26T18:44:00.946Z,2024-07-26T18:44:05Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5118089479,140,74.2,5118089491,1,,5118089487,213,1.36,5118089475,152,,5118089477,56,Center,5118089473,155,,5118089557,196,,5118089471,5,,5118089481,141,69.7,5118089483,212,43.0,,,,,,,,,,,,,,,,,,,,,
2703438145,769,12,2,83,1,aljua8crr0vkwit0j3m59jw9j,1,22.1,28.3,2024-07-26T18:44:03.784Z,2024-07-26T18:44:05Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,5118089551,15,,5118089543,212,20.2,5118089545,213,5.99,5118089539,140,40.5,5118089541,141,19.7,5118089537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703438193,670,1,2,83,5,anga7587r1zv4ey71ge9zxol3,0,61.9,83.9,2024-07-26T18:44:07.618Z,2024-07-26T18:44:11Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,5118089817,212,38.5,5118089809,155,,5118089819,213,5.49,5118089821,1,,5118089815,141,43.7,5118089813,140,87.7,5118089811,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703438205,770,52,2,83,11,aljua8crr0vkwit0j3m59jw9j,1,14.8,51.3,2024-07-26T18:44:13.456Z,2024-07-26T21:19:30Z,a6ham5hnwv62w3tynikyal68l,N. Flø,,5118345053,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703438223,771,1,2,83,12,aljua8crr0vkwit0j3m59jw9j,1,13.5,53.4,2024-07-26T18:44:14.536Z,2024-07-26T18:44:17Z,a6ham5hnwv62w3tynikyal68l,N. Flø,,5118089993,141,40.1,5118089987,123,,5118089995,212,9.2,5118089991,140,14.9,5118089989,56,Back,5118089997,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
