id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2710566843,883,17,2,88,25,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-08-18T16:08:23.797Z,2024-08-18T16:09:16Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5157432661,189,,5157432169,184,,5157432167,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710567003,731,1,2,89,2,cftj6g399tknheudaxsdpfdgb,1,35.8,7.0,2024-08-18T16:09:01.080Z,2024-08-18T16:09:15Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5157432623,141,13.5,5157432617,152,,5157432621,140,41.8,5157432625,212,7.7,5157432615,5,,5157432619,56,Back,5157434053,189,,5157432627,213,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710567049,732,1,2,89,3,cftj6g399tknheudaxsdpfdgb,1,41.8,13.5,2024-08-18T16:09:02.057Z,2024-08-18T16:09:03Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5157432855,212,10.7,5157432859,213,3.48,5157432875,189,,5157432853,141,8.2,5157432849,140,32.2,5157432847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710567105,733,1,2,89,5,cftj6g399tknheudaxsdpfdgb,1,31.1,8.8,2024-08-18T16:09:04.393Z,2024-08-18T16:09:07Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5157433167,141,47.5,5157433173,1,,5157433171,213,2.30,5157433165,140,8.5,5157433169,212,35.4,5157433163,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710567163,734,1,2,89,8,cftj6g399tknheudaxsdpfdgb,1,6.9,51.5,2024-08-18T16:09:06.906Z,2024-08-18T16:09:11Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5157433557,140,39.6,5157433565,1,,5157433561,212,41.1,5157433563,213,0.58,5157433559,141,84.8,5157433555,56,Back,5157433553,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710567173,735,4,2,89,12,cftj6g399tknheudaxsdpfdgb,1,40.3,88.2,2024-08-18T16:09:11.129Z,2024-08-18T16:18:56Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5157433737,56,Back,5157433741,286,,5157433739,152,,5157433735,295,,5157437101,233,884,5157433733,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710567287,884,4,2,89,12,b3r6d8ydtmtjckam6pku9y400,0,59.7,11.8,2024-08-18T16:09:11.130Z,2024-08-18T16:18:57Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5157437139,233,735,5157434379,152,,5157434375,295,,5157434373,13,,5157434381,285,,5157434377,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710567345,736,1,2,89,20,cftj6g399tknheudaxsdpfdgb,1,42.8,84.1,2024-08-18T16:09:18.762Z,2024-08-18T16:10:16Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5157434587,212,18.4,5157434571,5,,5157434575,56,Back,5157434583,141,57.8,5157434579,140,46.8,5157439383,189,,5157434591,213,4.94,5157434573,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710567349,737,3,2,89,21,cftj6g399tknheudaxsdpfdgb,1,37.6,51.8,2024-08-18T16:09:20.347Z,2024-08-18T16:20:19Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5157434615,286,,5157442359,233,899,5157434613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710568469,899,45,2,89,21,b3r6d8ydtmtjckam6pku9y400,0,62.4,48.2,2024-08-18T16:09:20.347Z,2024-08-18T16:20:19Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5157440811,56,Center,5157442397,233,737,5157442401,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710567423,738,1,2,89,23,cftj6g399tknheudaxsdpfdgb,1,55.2,47.6,2024-08-18T16:09:22.137Z,2024-08-18T16:09:25Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5157435077,140,67.0,5157435079,141,91.2,5157435083,213,1.17,5157435075,56,Left,5157435085,1,,5157435081,212,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710567431,739,50,2,89,26,cftj6g399tknheudaxsdpfdgb,1,56.0,89.8,2024-08-18T16:09:25.179Z,2024-08-18T16:10:47Z,195o7hchielt14ic49r3k06sq,Serginho,,,5157435549,233,885,5157435117,286,,5157435115,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710567493,885,7,2,89,26,b3r6d8ydtmtjckam6pku9y400,1,41.8,10.0,2024-08-18T16:09:25.180Z,2024-08-18T16:11:45Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5157435499,233,739,5157435481,56,Back,5157435483,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710567477,740,43,2,89,29,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-08-18T16:09:27.881Z,2024-08-18T16:11:44Z,195o7hchielt14ic49r3k06sq,Serginho,,,5157450435,144,50,5157435387,286,0,5157436061,233,886,5157435385,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710567581,886,43,2,89,29,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-08-18T16:09:27.882Z,2024-08-18T16:11:47Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5157450715,144,7,5157435987,56,Back,5157435989,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710567641,888,4,2,89,34,b3r6d8ydtmtjckam6pku9y400,1,36.2,27.6,2024-08-18T16:09:33.289Z,2024-08-18T16:18:57Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5157436407,286,,5157436393,56,Back,5157436399,152,,5157436389,13,,5157436465,233,741,5157436403,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710567583,741,4,2,89,34,cftj6g399tknheudaxsdpfdgb,0,63.8,72.4,2024-08-18T16:09:33.290Z,2024-08-18T16:09:39Z,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,5157436103,56,Center,5157436109,265,,5157436105,152,,5157436101,13,,5157436527,233,888,5157436113,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710567871,889,1,2,89,45,b3r6d8ydtmtjckam6pku9y400,1,39.2,31.5,2024-08-18T16:09:44.579Z,2024-08-18T16:09:48Z,rq6npjy37kolscu8lrj4r2dx,R. Falk,,,5157437593,152,,5157437599,140,33.7,5157437591,5,,5157437595,56,Back,5157437605,213,1.87,5157437943,189,,5157437601,141,59.1,5157437603,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710567927,890,1,2,89,47,b3r6d8ydtmtjckam6pku9y400,1,33.7,59.1,2024-08-18T16:09:46.115Z,2024-08-18T16:09:48Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5157437907,140,37.7,5157437909,141,76.7,5157437905,56,Back,5157437913,213,1.23,5157437911,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710568007,891,1,2,89,50,b3r6d8ydtmtjckam6pku9y400,1,37.5,75.3,2024-08-18T16:09:49.284Z,2024-08-18T16:09:52Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5157438405,141,49.9,5157438401,140,36.6,5157438409,212,17.3,5157438397,56,Back,5157438415,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710568089,892,1,2,89,53,b3r6d8ydtmtjckam6pku9y400,1,37.1,48.4,2024-08-18T16:09:52.052Z,2024-08-18T16:09:56Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5157438817,213,5.11,5157438807,56,Back,5157438815,212,30.9,5157438813,141,6.5,5157438809,140,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710568179,893,1,2,89,57,b3r6d8ydtmtjckam6pku9y400,1,48.5,6.5,2024-08-18T16:09:55.892Z,2024-08-18T16:09:59Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5157439223,213,2.10,5157439215,141,27.7,5157439211,140,40.5,5157439205,56,Back,5157439221,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710568229,894,1,2,90,0,b3r6d8ydtmtjckam6pku9y400,1,38.5,31.0,2024-08-18T16:09:59.060Z,2024-08-18T16:10:01Z,w0wt7gjkdddn63a4258j8frp,D. Vavro,,,5157439499,141,62.0,5157439495,56,Back,5157439497,140,36.3,5157439503,213,1.68,5157439501,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710568323,895,1,2,90,2,b3r6d8ydtmtjckam6pku9y400,1,36.3,62.0,2024-08-18T16:10:01.027Z,2024-08-18T16:10:05Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5157439965,56,Back,5157439969,141,88.7,5157439973,213,1.24,5157439967,140,42.3,5157439971,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710568413,896,1,2,90,6,b3r6d8ydtmtjckam6pku9y400,1,40.4,87.4,2024-08-18T16:10:05.364Z,2024-08-18T16:10:10Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5157440493,212,19.3,5157440489,140,35.7,5157440491,141,59.9,5157440487,56,Back,5157440497,213,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710568439,897,1,2,90,11,b3r6d8ydtmtjckam6pku9y400,1,37.3,58.2,2024-08-18T16:10:10.276Z,2024-08-18T16:10:11Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5157440623,140,44.2,5157440629,213,5.01,5157440621,56,Back,5157440625,141,23.3,5157440627,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710568463,898,1,2,90,13,b3r6d8ydtmtjckam6pku9y400,1,44.2,23.3,2024-08-18T16:10:11.732Z,2024-08-18T16:10:13Z,w0wt7gjkdddn63a4258j8frp,D. Vavro,,,5157440773,140,44.8,5157440771,56,Back,5157440775,141,36.6,5157440779,213,1.50,5157440777,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710568629,900,1,2,90,17,b3r6d8ydtmtjckam6pku9y400,1,53.9,42.5,2024-08-18T16:10:16.052Z,2024-08-18T16:10:36Z,rq6npjy37kolscu8lrj4r2dx,R. Falk,1.0,,5157441707,141,52.2,5157443171,210,15,5157441705,140,68.8,5157441709,212,17.0,5157441711,213,0.40,5157441703,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710568635,901,15,2,90,22,b3r6d8ydtmtjckam6pku9y400,1,76.5,35.5,2024-08-18T16:10:21.556Z,2024-08-18T16:10:37Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5157443183,78,,5157443191,102,50.3,5157443207,231,48.2,5157443185,29,,5157443203,147,37.9,5157441735,56,Center,5157442805,82,,5157441733,18,,5157443187,55,900,5157443205,230,5157443209,233,5157443193,103,5157442801,20,,98.0,19,5157441731,22,,5157443201,146,5157443197,215,742,80.3,,,,,,,,,,
2710568623,742,10,2,90,22,cftj6g399tknheudaxsdpfdgb,1,19.7,62.1,2024-08-18T16:10:21.656Z,2024-08-18T16:10:37Z,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,5157441653,94,,5157443289,233,901,5157441655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710568645,743,6,2,90,23,cftj6g399tknheudaxsdpfdgb,0,22.2,65.8,2024-08-18T16:10:22.372Z,2024-08-18T16:18:59Z,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,5157442015,233,902,5157441797,56,Back,5157441799,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710568653,902,6,2,90,23,b3r6d8ydtmtjckam6pku9y400,1,77.8,34.2,2024-08-18T16:10:22.372Z,2024-08-18T16:18:58Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5157441929,75,,5157441925,56,Center,5157441953,233,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710569281,903,1,2,90,55,b3r6d8ydtmtjckam6pku9y400,0,99.5,0.5,2024-08-18T16:10:54.501Z,2024-08-18T16:11:04Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5157445321,212,32.2,5157445329,1,,5157445307,56,Center,5157445299,2,,5157445317,141,46.1,5157445301,6,,5157445305,224,,5157445327,213,1.84,5157445311,140,91.3,5157445303,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710569295,744,12,2,90,57,cftj6g399tknheudaxsdpfdgb,1,6.6,54.5,2024-08-18T16:10:56.233Z,2024-08-18T16:11:03Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5157445421,15,,5157445399,141,88.6,5157445395,56,Back,5157445401,212,24.1,5157445403,213,1.29,5157445397,140,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710569397,904,1,2,91,0,b3r6d8ydtmtjckam6pku9y400,0,91.6,10.9,2024-08-18T16:10:59.620Z,2024-08-18T16:11:05Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5157445943,212,26.6,5157445937,56,Center,5157445945,213,1.38,5157445941,141,49.3,5157445933,2,,5157445939,140,96.4,5157445935,155,,5157446271,233,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710569445,745,41,2,91,4,cftj6g399tknheudaxsdpfdgb,1,7.8,51.5,2024-08-18T16:11:03.528Z,2024-08-18T16:11:06Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5157446229,141,28.8,5157446237,213,5.58,5157446225,140,25.0,5157446321,233,904,5157446233,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710569505,747,50,2,91,9,cftj6g399tknheudaxsdpfdgb,1,31.8,10.6,2024-08-18T16:11:08.545Z,2024-08-18T16:11:12Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,,5157446571,285,,5157446569,56,Back,5157446685,233,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710569523,905,7,2,91,9,b3r6d8ydtmtjckam6pku9y400,0,68.3,89.5,2024-08-18T16:11:08.546Z,2024-08-18T16:11:12Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5157446651,233,747,5157446655,286,,5157446641,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710569517,748,61,2,91,10,cftj6g399tknheudaxsdpfdgb,1,30.4,9.7,2024-08-18T16:11:09.257Z,2024-08-18T16:11:09Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,,5157446627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710569565,749,1,2,91,12,cftj6g399tknheudaxsdpfdgb,0,23.7,11.0,2024-08-18T16:11:11.529Z,2024-08-18T16:11:13Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5157446891,56,Back,5157446889,157,,5157447091,286,,5157447085,236,,5157447087,233,906,5157446909,1,,5157446905,213,6.20,5157446893,140,24.5,5157446897,141,10.9,5157446901,212,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,
2710569593,906,74,2,91,12,b3r6d8ydtmtjckam6pku9y400,1,73.8,85.6,2024-08-18T16:11:11.530Z,2024-08-18T16:20:12Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,1.0,,5157447037,285,,5157447035,56,Left,5157447141,233,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710569665,908,15,2,91,16,b3r6d8ydtmtjckam6pku9y400,1,75.2,50.6,2024-08-18T16:11:15.619Z,2024-08-18T16:11:26Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5157448487,80,,5157448503,146,81.8,5157447433,56,Center,5157448583,233,750,5157448509,231,49.6,5157448505,147,49.8,5157448491,29,,5157448247,20,,5157447429,22,,5157448507,230,5157448497,102,5157447431,18,5157448501,215,,97.6,,5157448499,103,19,5157448251,82,5157448493,55,47.6,,906,,,,,,,,,
2710569723,750,10,2,91,17,cftj6g399tknheudaxsdpfdgb,1,18.3,50.2,2024-08-18T16:11:15.719Z,2024-08-18T16:11:37Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5157447741,56,Back,5157447739,94,,5157448643,233,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710569731,751,6,2,91,20,cftj6g399tknheudaxsdpfdgb,0,21.8,48.2,2024-08-18T16:11:18.905Z,2024-08-18T16:18:59Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5157447805,73,,5157447973,233,910,5157447803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710569737,910,6,2,91,20,b3r6d8ydtmtjckam6pku9y400,1,78.2,51.8,2024-08-18T16:11:18.905Z,2024-08-18T16:18:59Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5157447865,73,,5157447891,233,751,5157447863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710570531,752,27,2,91,45,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-08-18T16:11:43.827Z,2024-08-18T16:18:48Z,,,,,5157452173,41,Injury,5157500859,233,911,5157452177,53,bitixkzgt5p65rlo2bnllcf6x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710570419,911,27,2,91,45,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-08-18T16:11:43.827Z,2024-08-18T16:18:48Z,,,,,5157500825,233,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710570909,753,28,2,92,21,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-08-18T16:12:19.707Z,2024-08-18T16:12:23Z,,,,,5157454183,233,912,5157454107,55,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710570855,912,28,2,92,21,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-08-18T16:12:19.707Z,2024-08-18T16:12:23Z,,,,,5157453893,55,911,5157454141,233,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710571033,913,1,2,92,23,b3r6d8ydtmtjckam6pku9y400,1,99.5,99.5,2024-08-18T16:12:22.515Z,2024-08-18T16:12:39Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,1.0,,5157454877,223,,5157454887,213,4.60,5157455985,210,13,5157454871,2,,5157454875,155,,5157454879,56,Center,5157454883,141,57.6,5157454881,140,96.4,5157454885,212,28.7,5157454873,6,5157455987,154,,,,,,,,,,,,,,,,,,,,,,,,,,
2710571051,914,44,2,92,25,b3r6d8ydtmtjckam6pku9y400,1,93.6,55.9,2024-08-18T16:12:24.426Z,2024-08-18T16:21:01Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5157456089,233,755,5157454963,56,Center,5157454965,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710571161,755,44,2,92,25,cftj6g399tknheudaxsdpfdgb,0,6.4,44.1,2024-08-18T16:12:24.427Z,2024-08-18T16:21:01Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5157456151,233,914,5157455587,56,Back,5157455589,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710571059,915,13,2,92,26,b3r6d8ydtmtjckam6pku9y400,1,96.4,57.6,2024-08-18T16:12:24.763Z,2024-08-18T16:12:40Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5157456031,29,,5157455507,15,,5157455511,328,,5157454995,56,Center,5157455505,25,,5157456041,103,77.8,5157456033,154,,5157456035,55,913,5157456039,102,56.0,5157456043,230,5157454991,61,5157456045,231,5157456029,77,,99.4,52.3,,,,,,,,,,,,,,,,,,,
2710571047,754,5,2,92,30,cftj6g399tknheudaxsdpfdgb,1,-0.9,46.0,2024-08-18T16:12:29.162Z,2024-08-18T16:18:51Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5157454957,346,,5157454955,56,Back,5157455043,233,916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710571063,916,5,2,92,30,b3r6d8ydtmtjckam6pku9y400,0,100.9,54.0,2024-08-18T16:12:29.162Z,2024-08-18T16:18:51Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5157455025,56,Center,5157455113,233,754,5157455031,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710571385,756,1,2,92,46,cftj6g399tknheudaxsdpfdgb,1,5.1,49.7,2024-08-18T16:12:45.225Z,2024-08-18T16:12:48Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5157456893,212,10.6,5157456889,140,8.7,5157456895,213,5.08,5157456891,141,35.1,5157456885,124,,5157456899,237,,5157456887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710571463,757,1,2,92,49,cftj6g399tknheudaxsdpfdgb,1,11.1,39.4,2024-08-18T16:12:47.994Z,2024-08-18T16:12:52Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5157457319,56,Back,5157457327,213,0.99,5157457323,141,96.2,5157457317,155,,5157457329,1,,5157457325,212,46.1,5157457321,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710571465,758,1,2,92,52,cftj6g399tknheudaxsdpfdgb,0,35.0,96.2,2024-08-18T16:12:51.585Z,2024-08-18T16:21:03Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5157457343,140,42.8,5157457345,141,100.0,5157457341,56,Back,5157457349,213,0.45,5157457339,3,,5157457347,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710571477,759,5,2,92,53,cftj6g399tknheudaxsdpfdgb,0,43.0,101.6,2024-08-18T16:12:51.906Z,2024-08-18T16:18:52Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5157457421,347,,5157457417,56,Back,5157457659,233,917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710571503,917,5,2,92,53,b3r6d8ydtmtjckam6pku9y400,1,57.0,-1.6,2024-08-18T16:12:51.906Z,2024-08-18T16:18:52Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5157457577,56,Right,5157457579,347,,5157457595,233,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710571539,918,1,2,92,55,b3r6d8ydtmtjckam6pku9y400,1,60.1,0.0,2024-08-18T16:12:54.338Z,2024-08-18T16:12:55Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5157457783,140,43.6,5157457773,107,,5157457791,213,2.87,5157457789,212,18.0,5157457777,56,Back,5157457787,141,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710571597,919,1,2,92,56,b3r6d8ydtmtjckam6pku9y400,1,43.6,5.6,2024-08-18T16:12:55.442Z,2024-08-18T16:12:59Z,w0wt7gjkdddn63a4258j8frp,D. Vavro,,,5157458123,56,Back,5157458125,140,32.3,5157458127,141,33.4,5157458131,212,22.3,5157458135,213,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710571649,920,1,2,93,0,b3r6d8ydtmtjckam6pku9y400,1,31.2,36.3,2024-08-18T16:12:59.170Z,2024-08-18T16:13:02Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5157458463,212,19.5,5157458459,140,18.9,5157458457,56,Back,5157458465,213,2.29,5157458461,141,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710571703,921,1,2,93,3,b3r6d8ydtmtjckam6pku9y400,1,18.9,57.8,2024-08-18T16:13:02.482Z,2024-08-18T16:13:05Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5157458787,212,14.3,5157458785,141,48.4,5157458781,56,Back,5157458789,213,5.82,5157458783,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710571767,922,1,2,93,6,b3r6d8ydtmtjckam6pku9y400,1,31.1,46.6,2024-08-18T16:13:05.378Z,2024-08-18T16:13:08Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5157459191,141,21.9,5157459189,140,41.1,5157459193,212,19.8,5157459187,56,Back,5157459197,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710571807,923,1,2,93,10,b3r6d8ydtmtjckam6pku9y400,1,41.1,21.6,2024-08-18T16:13:08.772Z,2024-08-18T16:13:10Z,w0wt7gjkdddn63a4258j8frp,D. Vavro,,,5157459443,213,0.04,5157459425,56,Center,5157459419,155,,5157459435,141,23.1,5157459431,140,66.1,5157459439,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
