id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2789464251,807,1,2,73,21,59as3grjvj19voay31j3yfgni,0,88.8,77.9,2025-03-16T17:30:33.765Z,2025-03-17T01:51:28Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5587831773,141,68.7,5587831769,56,Center,5587831771,140,91.2,5589481889,223,,5587831775,212,6.7,5589481891,20,,5587831765,2,,5587831777,213,5.10,5587831767,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789464369,694,61,2,73,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,10.1,27.3,2025-03-16T17:30:35.151Z,2025-03-16T17:30:40Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5587832241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789464405,808,1,2,73,24,59as3grjvj19voay31j3yfgni,1,76.0,70.0,2025-03-16T17:30:37.093Z,2025-03-16T17:30:40Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5587832481,141,94.4,5587832477,56,Left,5587832483,212,17.1,5587832485,213,1.33,5587832479,140,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789464455,809,1,2,73,27,59as3grjvj19voay31j3yfgni,1,79.6,89.7,2025-03-16T17:30:40.037Z,2025-03-16T17:30:42Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5587832733,213,0.44,5587832727,140,87.8,5587832731,212,9.5,5587832723,56,Left,5587832729,141,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789464519,810,1,2,73,29,59as3grjvj19voay31j3yfgni,1,85.2,94.5,2025-03-16T17:30:42.005Z,2025-03-16T17:30:44Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5587833095,141,67.8,5587833099,213,5.30,5587833093,140,96.8,5587833097,212,21.9,5587833091,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789464561,811,1,2,73,32,59as3grjvj19voay31j3yfgni,1,96.8,67.8,2025-03-16T17:30:44.805Z,2025-03-16T17:30:46Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5587833329,213,1.91,5587833323,140,95.5,5587833325,141,73.5,5587833321,56,Center,5587833327,212,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789464567,812,61,2,73,34,59as3grjvj19voay31j3yfgni,0,95.5,73.5,2025-03-16T17:30:46.389Z,2025-03-16T17:30:46Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5587833361,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789464677,695,12,2,73,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,2.4,32.7,2025-03-16T17:30:48.614Z,2025-03-16T17:30:51Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5587833989,56,Back,5587833993,140,28.0,5587833999,213,5.91,5587833995,141,17.4,5587833997,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789464639,813,83,2,73,37,59as3grjvj19voay31j3yfgni,0,76.9,90.0,2025-03-16T17:30:50.006Z,2025-03-16T17:30:52Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5587834153,399,54ipja7wrxji6kn8yw5uhr6ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789464685,696,61,2,73,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,27.4,14.6,2025-03-16T17:30:51.304Z,2025-03-16T17:30:51Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5587834041,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789464715,697,1,2,73,40,9w3sjm5ml4sjr2v81oxzdrt8v,0,25.0,14.1,2025-03-16T17:30:52.823Z,2025-03-16T18:03:53Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5587834225,56,Center,5587834239,1,,5587834227,140,59.0,5587834229,141,31.5,5587834237,213,0.32,5587834223,157,,5587834235,212,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789464901,814,1,2,73,42,59as3grjvj19voay31j3yfgni,1,40.5,65.4,2025-03-16T17:30:54.342Z,2025-03-16T17:31:00Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5587835229,141,53.4,5587835223,56,Back,5587835225,140,20.8,5587835231,212,22.2,5587835233,213,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789464989,816,1,2,73,48,59as3grjvj19voay31j3yfgni,1,19.0,49.6,2025-03-16T17:31:00.454Z,2025-03-16T17:31:03Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5587835617,140,37.7,5587835621,212,30.8,5587835623,213,5.40,5587835615,56,Back,5587835619,141,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789465139,817,1,2,73,50,59as3grjvj19voay31j3yfgni,1,44.4,11.6,2025-03-16T17:31:02.984Z,2025-03-16T17:31:09Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5587836487,213,6.27,5587836479,56,Right,5587836485,212,47.5,5587836477,155,,5587836481,140,89.6,5587836489,1,,5587836483,141,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789465203,818,1,2,73,57,59as3grjvj19voay31j3yfgni,1,94.6,12.7,2025-03-16T17:31:09.222Z,2025-03-17T01:52:00Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,1.0,,5587843769,154,,5587836913,56,Center,5587836907,2,,5587843771,22,,5587836923,141,51.3,5589482547,20,,5587843767,210,16,5587836909,155,,5587836919,140,5587836933,213,1.52,5587836929,212,26.3,5589482545,224,,,,,,,,,,,,,,,,,,,95.9,,,,,,,
2789465211,819,16,2,73,58,59as3grjvj19voay31j3yfgni,1,96.4,51.1,2025-03-16T17:31:10.762Z,2025-03-17T01:52:20Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5589482815,78,,5587843849,108,,5587836969,16,,5587843853,328,,5587843841,102,51.8,5587841617,375,73:58.372,5587843867,231,49.3,5587841607,72,,5589482817,395,5587841613,374,2025-03-16 17:31:10.531,5587836965,22,,5587843843,103,3.8,5587843861,230,5589482819,396,50.5,5587843835,154,,5587843833,29,5587843837,55,5587836973,56,Center,,,0.3,99.4,,818,,,,
2789467053,702,18,2,74,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-16T17:32:10.231Z,2025-03-16T17:32:46Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5587846895,59,26,5587846893,44,Forward,5587848565,189,,5587847087,55,703,5587846891,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789467081,703,19,2,74,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-16T17:32:10.232Z,2025-03-16T17:32:43Z,bz76p441ynj57eytvsz9kmtck,A. Sulemana,,,5587847033,42,,5587847051,292,9,5587847049,59,20,5587847059,55,702,5587848213,189,,5587847057,44,Forward,5587847045,145,9,5587847055,293,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789466759,699,1,2,75,3,9w3sjm5ml4sjr2v81oxzdrt8v,1,50.2,50.4,2025-03-16T17:32:15.510Z,2025-03-16T17:32:19Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5587845271,213,2.62,5587845273,279,G,5587845263,56,Back,5587845269,212,17.7,5587845267,141,63.3,5587845265,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789466777,700,1,2,75,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,35.8,63.1,2025-03-16T17:32:19.318Z,2025-03-16T17:32:20Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5587845387,213,3.14,5587845385,212,8.5,5587845379,56,Back,5587845381,140,27.7,5587845383,141,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789467029,701,1,2,75,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,26.1,61.4,2025-03-16T17:32:20.598Z,2025-03-16T18:21:00Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5587846777,56,Back,5587846789,141,29.7,5587846783,140,24.8,5587846793,212,21.6,5587846799,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789467449,706,1,2,75,12,9w3sjm5ml4sjr2v81oxzdrt8v,0,31.1,27.6,2025-03-16T17:32:24.359Z,2025-03-16T18:22:29Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5588177189,141,26.2,5588177185,56,Center,5588177451,155,,5588177193,213,6.25,5588177187,140,61.4,5588177191,212,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789466923,820,1,2,75,14,59as3grjvj19voay31j3yfgni,1,35.9,72.9,2025-03-16T17:32:26.409Z,2025-03-16T17:32:27Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5587846225,141,89.0,5587846219,3,,5587846227,212,11.1,5587846229,213,1.42,5587846223,140,37.5,5587846221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789467039,822,1,2,75,17,59as3grjvj19voay31j3yfgni,0,45.4,89.6,2025-03-16T17:32:29.785Z,2025-03-16T17:32:32Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5587846829,212,42.2,5587846823,56,Center,5587846831,213,5.98,5587846825,140,83.8,5587846833,1,,5587846827,141,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789467433,704,1,2,75,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,13.8,36.4,2025-03-16T17:32:36.237Z,2025-03-16T18:22:46Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5587849019,140,17.8,5587849025,213,1.08,5587849023,212,8.9,5587849021,141,47.9,5587849017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789471363,731,1,2,75,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,22.2,51.1,2025-03-16T17:32:38.534Z,2025-03-16T18:26:02Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5588193675,140,27.5,5588193679,212,7.5,5588193671,56,Back,5588193677,141,43.6,5588193681,213,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789491299,845,1,2,75,31,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.8,38.0,2025-03-16T17:32:44.034Z,2025-03-16T18:27:37Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5588198157,140,27.3,5588198155,56,Back,5588198161,212,8.3,5588198163,213,2.53,5588198159,141,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789467547,707,61,2,75,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.1,43.1,2025-03-16T17:32:49.663Z,2025-03-17T01:54:22Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5587849599,56,Back,5588189373,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789467559,824,1,2,75,39,59as3grjvj19voay31j3yfgni,0,70.1,61.1,2025-03-16T17:32:51.649Z,2025-03-17T01:54:23Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5587857953,140,77.4,5587857959,213,5.64,5587857955,141,52.6,5587857957,212,9.6,5587857951,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789467541,823,43,2,75,42,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-03-16T17:32:54.442Z,2025-03-16T17:34:17Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5587860061,144,49,5587856809,189,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789764269,903,1,2,75,43,9w3sjm5ml4sjr2v81oxzdrt8v,1,19.5,31.4,2025-03-16T17:32:55.570Z,2025-03-17T01:54:55Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5589484941,213,1.06,5589484937,141,39.2,5589484939,212,6.1,5589484933,56,Back,5589484935,140,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789467637,708,1,2,75,45,9w3sjm5ml4sjr2v81oxzdrt8v,0,25.2,46.6,2025-03-16T17:32:57.327Z,2025-03-17T01:55:02Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5588187259,213,0.89,5588187253,140,33.0,5588187255,141,61.5,5588187251,56,Back,5588187257,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789764271,904,45,2,75,46,9w3sjm5ml4sjr2v81oxzdrt8v,0,29.3,58.8,2025-03-16T17:32:58.834Z,2025-03-17T01:54:56Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5589484945,56,Back,5589484947,285,,5589484973,233,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789764275,1010,3,2,75,46,59as3grjvj19voay31j3yfgni,1,70.7,41.2,2025-03-16T17:32:58.834Z,2025-03-17T01:54:56Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5589484961,286,,5589484957,56,Center,5589484965,233,904,5589484963,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789467751,826,1,2,75,51,59as3grjvj19voay31j3yfgni,1,68.1,55.1,2025-03-16T17:33:03.641Z,2025-03-16T17:33:07Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5587850773,140,75.8,5587850779,213,0.51,5587850775,141,61.7,5587850777,212,9.2,5587850771,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789467789,827,1,2,75,54,59as3grjvj19voay31j3yfgni,1,77.1,71.2,2025-03-16T17:33:07.049Z,2025-03-16T17:33:08Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5587850983,140,90.9,5587850995,213,0.57,5587850991,212,17.3,5587850987,141,85.0,5587850979,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789467853,828,1,2,75,56,59as3grjvj19voay31j3yfgni,1,92.0,85.0,2025-03-16T17:33:08.681Z,2025-03-17T01:55:17Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,1.0,5587851351,2,,5587851361,141,48.4,5588011741,154,,5587851367,213,4.77,5587851357,140,93.3,5588011739,210,15,5587851363,212,24.9,5587851353,155,,5589485225,72,5587851355,56,Center,5589485223,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789467867,829,15,2,75,59,59as3grjvj19voay31j3yfgni,1,91.7,48.5,2025-03-16T17:33:12.129Z,2025-03-17T01:55:27Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5587851431,56,Center,5588011805,154,,5587893009,82,,5587893255,100,,5587893265,231,49.1,5588011821,328,,5587893249,102,49.8,5587893257,146,94.9,5587893351,233,5587851427,22,,5588011813,55,828,5587851429,17,,5587893261,230,5587893251,103,19,5587893243,78,,5587893259,147,5588011795,15,5588011801,29,,,,710,99.3,48.7,,,,,
2789467849,710,10,2,76,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,3.8,50.2,2025-03-16T17:33:12.229Z,2025-03-16T17:38:03Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5587851329,56,Back,5587851327,94,,5587893433,233,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789468049,711,12,2,76,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,8.2,46.9,2025-03-16T17:33:13.205Z,2025-03-16T17:33:21Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5587852399,56,Back,5587852411,213,1.49,5587852403,140,10.4,5587852409,212,27.1,5587852407,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789467981,831,1,2,76,4,59as3grjvj19voay31j3yfgni,1,87.8,14.0,2025-03-16T17:33:17.050Z,2025-03-16T17:33:18Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5587852071,140,91.0,5587852069,56,Right,5587852073,141,3.7,5587852077,213,5.16,5587852075,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789468027,832,1,2,76,6,59as3grjvj19voay31j3yfgni,0,91.0,3.5,2025-03-16T17:33:18.346Z,2025-03-17T01:55:41Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5587852271,2,,5587852279,141,35.4,5587852273,155,,5589485443,20,,5587852281,212,21.7,5587852277,140,91.5,5587852283,213,1.55,5589485441,224,,5587852275,56,,,,,,,,,,,,,,,,,,,,,,,,,,,Center,,,,,,,
2789468097,713,12,2,76,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,7.8,70.9,2025-03-16T17:33:19.559Z,2025-03-17T01:55:53Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5587852697,213,6.09,5587852687,56,Back,5587852693,141,67.1,5587852695,212,13.3,5587852689,140,20.2,5587852769,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789468071,712,43,2,76,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-16T17:33:20.026Z,2025-03-17T01:55:46Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5589485479,144,44,5587852505,285,0,5587852503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789468039,833,43,2,76,7,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-03-16T17:33:20.027Z,2025-03-17T01:55:46Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5589485461,144,44,5587852639,233,712,5587852353,56,Center,5587852355,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789468315,715,3,2,76,16,9w3sjm5ml4sjr2v81oxzdrt8v,0,62.9,93.5,2025-03-16T17:33:28.209Z,2025-03-17T01:56:04Z,bz76p441ynj57eytvsz9kmtck,A. Sulemana,,,5587853929,56,Left,5587853991,233,834,5589485639,464,,5587853933,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789468301,834,7,2,76,16,59as3grjvj19voay31j3yfgni,1,37.1,6.5,2025-03-16T17:33:28.210Z,2025-03-17T01:56:08Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5587853883,167,,5589485651,385,,5587853887,285,,5587853885,56,Back,5587853965,233,715,5589485653,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789468627,716,5,2,76,17,9w3sjm5ml4sjr2v81oxzdrt8v,1,62.7,101.2,2025-03-16T17:33:29.932Z,2025-03-16T17:52:22Z,bz76p441ynj57eytvsz9kmtck,A. Sulemana,,,5587855607,347,,5587855601,56,Left,5587855643,233,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789468323,835,5,2,76,17,59as3grjvj19voay31j3yfgni,0,37.3,-1.2,2025-03-16T17:33:29.932Z,2025-03-16T17:52:22Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5587853963,347,,5587855677,233,716,5587853961,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789468659,717,1,2,76,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,64.4,100.0,2025-03-16T17:33:44.853Z,2025-03-16T17:33:46Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5587855809,1,,5587855795,140,42.9,5587855789,56,Back,5587855805,212,26.1,5587855787,107,,5587855799,141,81.1,5587855807,213,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789468707,718,1,2,76,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,42.6,80.6,2025-03-16T17:33:46.140Z,2025-03-16T17:33:47Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5587856071,56,Left,5587856077,212,11.6,5587856079,213,0.25,5587856073,140,53.3,5587856075,141,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789468777,719,1,2,76,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.3,85.3,2025-03-16T17:33:47.701Z,2025-03-16T17:33:50Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5587856515,141,78.5,5587856519,213,3.48,5587856507,56,Back,5587856517,212,13.8,5587856511,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789468807,720,1,2,76,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,35.8,71.1,2025-03-16T17:33:50.725Z,2025-03-16T17:33:52Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5587856679,56,Back,5587856685,212,15.2,5587856687,213,4.63,5587856683,141,48.8,5587856681,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789468843,721,1,2,76,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.6,49.0,2025-03-16T17:33:52.005Z,2025-03-16T17:33:54Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5587856847,140,38.6,5587856851,212,8.3,5587856849,141,59.6,5587856843,56,Back,5587856853,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789469327,722,1,2,76,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,40.2,64.5,2025-03-16T17:33:54.149Z,2025-03-16T17:34:13Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5587859399,140,53.3,5587859405,213,0.66,5587859403,212,17.4,5587859401,141,80.2,5587859397,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789469409,723,1,2,77,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,41.4,72.4,2025-03-16T17:34:13.349Z,2025-03-16T17:34:15Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5587859845,213,5.55,5587859843,212,14.8,5587859839,140,51.9,5587859835,56,Center,5587859841,141,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789469451,724,1,2,77,3,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.3,61.4,2025-03-16T17:34:15.382Z,2025-03-16T17:34:17Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5587860007,212,27.2,5587860001,140,76.7,5587859995,56,Left,5587860009,213,0.84,5587860005,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789469471,725,1,2,77,4,9w3sjm5ml4sjr2v81oxzdrt8v,0,74.4,86.9,2025-03-16T17:34:16.980Z,2025-03-16T18:03:56Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5587860113,141,91.6,5587860115,212,7.8,5587860117,213,0.42,5587860109,56,Left,5587860111,140,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789471069,728,1,2,77,5,9w3sjm5ml4sjr2v81oxzdrt8v,0,78.3,91.1,2025-03-16T17:34:17.422Z,2025-03-17T01:56:32Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5587868905,212,33.4,5587868897,155,,5589485807,224,,5587868911,1,,5587868895,2,,5587868907,213,5.29,5587868903,141,49.9,5587868899,56,Center,5589485809,72,5587868901,140,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789497919,999,52,2,77,6,59as3grjvj19voay31j3yfgni,1,8.8,50.9,2025-03-16T17:34:18.159Z,2025-03-17T01:56:35Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5589485837,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789498273,1000,1,2,77,8,59as3grjvj19voay31j3yfgni,1,11.0,49.4,2025-03-16T17:34:20.159Z,2025-03-16T17:53:11Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5588018629,213,6.19,5588018623,140,34.5,5588018617,123,,5588018619,56,Back,5588018625,141,46.1,5588018627,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789498391,1001,1,2,77,12,59as3grjvj19voay31j3yfgni,1,39.4,43.4,2025-03-16T17:34:24.159Z,2025-03-16T17:53:29Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5588019329,212,49.5,5588019323,56,Left,5588019327,141,94.8,5588019333,1,,5588019331,213,0.78,5588019325,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789469775,836,43,2,77,19,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-03-16T17:34:31.500Z,2025-03-16T17:53:20Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5588019669,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
