id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/16/value,qualifier/17/value,qualifier/15/value,qualifier/18/value,qualifier/19/value,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2716414809,734,1,2,73,16,ahnt9ejgwj58ul8auzdvi3czf,1,57.1,14.6,2024-09-01T15:30:57.644Z,2024-09-01T15:31:00Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5189538159,212,15.9,5189538153,56,Center,5189538155,140,68.5,5189538161,213,0.72,5189538157,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716414787,677,83,2,73,18,59as3grjvj19voay31j3yfgni,0,33.3,63.9,2024-09-01T15:31:00.011Z,2024-09-01T15:31:05Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5189538513,399,n2annzbap7hll02zo2v0ccgk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716414815,735,50,2,73,19,ahnt9ejgwj58ul8auzdvi3czf,1,68.2,41.1,2024-09-01T15:31:00.619Z,2024-09-01T21:47:53Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5189538463,233,678,5189538179,286,,5189538177,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716414857,678,7,2,73,19,59as3grjvj19voay31j3yfgni,1,31.8,58.9,2024-09-01T15:31:00.620Z,2024-09-01T21:47:52Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5191493289,384,,5189538381,56,Back,5189538383,285,,5189538421,233,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716414881,680,1,2,73,23,59as3grjvj19voay31j3yfgni,1,41.4,7.6,2024-09-01T15:31:04.547Z,2024-09-01T15:31:07Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5189538523,212,20.1,5189538525,213,2.87,5189538521,141,15.6,5189538517,56,Back,5189538519,140,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716414935,681,1,2,73,25,59as3grjvj19voay31j3yfgni,1,22.0,13.4,2024-09-01T15:31:06.907Z,2024-09-01T15:31:09Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5189538835,140,14.3,5189538839,212,17.0,5189538833,56,Back,5189538837,141,35.4,5189538841,213,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716414963,682,1,2,73,27,59as3grjvj19voay31j3yfgni,1,12.3,36.0,2024-09-01T15:31:09.003Z,2024-09-01T15:31:11Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5189539031,213,1.52,5189539029,212,20.0,5189539027,141,65.4,5189539025,140,13.2,5189539023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716415003,683,1,2,73,29,59as3grjvj19voay31j3yfgni,1,12.4,67.2,2024-09-01T15:31:10.956Z,2024-09-01T15:31:13Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5189539177,140,26.0,5189539175,56,Back,5189539183,213,0.84,5189539181,212,21.5,5189539179,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716415117,684,1,2,73,31,59as3grjvj19voay31j3yfgni,1,30.1,91.2,2024-09-01T15:31:13.435Z,2024-09-01T15:31:19Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5189539811,141,70.0,5189539815,213,5.03,5189539807,140,34.6,5189539799,56,Back,5189539813,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716415181,685,1,2,73,38,59as3grjvj19voay31j3yfgni,1,44.0,80.2,2024-09-01T15:31:19.819Z,2024-09-01T15:31:22Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5189540117,140,31.4,5189540115,56,Back,5189540119,141,48.4,5189540123,213,4.16,5189540121,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716415333,686,1,2,73,41,59as3grjvj19voay31j3yfgni,1,31.6,42.5,2024-09-01T15:31:22.827Z,2024-09-01T15:31:29Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5189540919,212,27.3,5189540915,141,7.3,5189540907,56,Back,5189540911,140,44.2,5189540923,213,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716415395,687,1,2,73,47,59as3grjvj19voay31j3yfgni,1,46.5,14.7,2024-09-01T15:31:28.876Z,2024-09-01T15:31:32Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5189541251,212,20.2,5189541253,213,2.12,5189541249,141,40.1,5189541245,56,Back,5189541247,140,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716415437,688,1,2,73,50,59as3grjvj19voay31j3yfgni,1,41.4,42.1,2024-09-01T15:31:32.010Z,2024-09-01T15:31:34Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5189541511,56,Back,5189541517,212,32.6,5189541513,140,43.7,5189541519,213,1.50,5189541515,141,89.9,5189541521,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716415503,689,1,2,73,52,59as3grjvj19voay31j3yfgni,1,42.2,93.6,2024-09-01T15:31:34.315Z,2024-09-01T15:31:37Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5189541877,141,97.1,5189541875,140,59.8,5189541881,213,0.13,5189541873,56,Left,5189541879,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716415535,690,1,2,73,55,59as3grjvj19voay31j3yfgni,1,57.5,93.8,2024-09-01T15:31:37.403Z,2024-09-01T15:31:39Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5189542009,56,Left,5189542011,140,62.2,5189542017,213,5.25,5189542013,141,81.7,5189542015,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716415601,691,1,2,73,57,59as3grjvj19voay31j3yfgni,1,62.2,81.4,2024-09-01T15:31:38.875Z,2024-09-01T15:31:41Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5189542301,212,18.5,5189542295,56,Back,5189542299,141,93.6,5189542303,213,2.68,5189542297,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716415695,692,1,2,74,0,59as3grjvj19voay31j3yfgni,1,51.0,87.8,2024-09-01T15:31:41.739Z,2024-09-01T15:31:48Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5189542787,56,Back,5189542789,140,34.7,5189542791,141,48.2,5189542793,212,31.9,5189542795,213,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716415817,693,1,2,74,6,59as3grjvj19voay31j3yfgni,1,53.9,23.3,2024-09-01T15:31:47.963Z,2024-09-01T15:31:53Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5189543459,212,11.4,5189543453,140,63.0,5189543457,141,32.4,5189543461,213,0.57,5189543447,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716415877,694,1,2,74,12,59as3grjvj19voay31j3yfgni,1,69.8,21.9,2024-09-01T15:31:53.659Z,2024-09-01T15:31:57Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5189543793,212,12.5,5189543795,213,5.67,5189543791,141,11.3,5189543789,140,79.5,5189543787,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716415883,695,1,2,74,16,59as3grjvj19voay31j3yfgni,0,77.2,21.3,2024-09-01T15:31:57.563Z,2024-09-01T21:48:32Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5189543823,141,23.1,5189543825,212,3.8,5189543821,140,80.6,5189543827,213,0.33,5189543819,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716415915,739,8,2,74,18,ahnt9ejgwj58ul8auzdvi3czf,1,17.5,75.2,2024-09-01T15:31:59.530Z,2024-09-01T21:48:53Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5189544003,56,Back,5191496135,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716415937,696,6,2,74,19,59as3grjvj19voay31j3yfgni,1,93.2,19.6,2024-09-01T15:32:00.588Z,2024-09-01T15:32:15Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5189544249,56,Right,5189544307,233,740,5189544253,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716415945,740,6,2,74,19,ahnt9ejgwj58ul8auzdvi3czf,0,6.8,80.4,2024-09-01T15:32:00.588Z,2024-09-01T21:50:16Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5189544311,233,696,5189544271,75,,5189544269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716416967,741,18,2,74,58,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-09-01T15:32:40.438Z,2024-09-01T21:49:43Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5189549393,59,8,5189549391,44,Midfielder,5189549389,42,,5189549499,55,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716416981,742,19,2,74,58,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-09-01T15:32:40.439Z,2024-09-01T21:49:44Z,6f6x6f9iybgp9pmkqati2otn8,A. Simmelhack,,,5189549467,145,10,5189549475,292,9,5189549471,59,9,5189549477,293,2,5189549481,55,741,5189549479,44,Forward,5189549459,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716417109,743,18,2,75,2,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-09-01T15:32:44.022Z,2024-09-01T21:49:24Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5189550217,55,744,5189550123,59,33,5189550121,44,Midfielder,5189550119,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716417117,744,19,2,75,2,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-09-01T15:32:44.023Z,2024-09-01T21:50:04Z,lmrff8mviimc33yyrpjzr2tw,O. Boesen,,,5189550185,55,743,5189550169,145,7,5189550183,44,Midfielder,5189550179,293,4,5189550177,292,7,5189550163,42,,5189550173,59,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716417163,697,1,2,75,15,59as3grjvj19voay31j3yfgni,0,99.5,0.5,2024-09-01T15:32:57.467Z,2024-09-01T21:50:13Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5189550451,141,41.8,5189550455,213,1.65,5189550439,2,,5189550453,212,28.2,5189550443,155,,5189550445,223,,5189550441,6,,5189550447,56,Center,5189550449,140,97.4,5191500391,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716417251,745,12,2,75,18,ahnt9ejgwj58ul8auzdvi3czf,1,3.5,60.6,2024-09-01T15:33:00.299Z,2024-09-01T15:33:09Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5189551513,15,,5189550907,141,100.0,5189550903,56,Back,5189550911,213,0.98,5189550909,212,33.7,5189550905,140,21.4,5189550935,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716417489,698,5,2,75,21,59as3grjvj19voay31j3yfgni,1,74.0,-1.8,2024-09-01T15:33:02.635Z,2024-09-01T15:33:21Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5189552359,233,746,5189552265,56,Right,5189552267,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716417255,746,5,2,75,21,ahnt9ejgwj58ul8auzdvi3czf,0,26.0,101.8,2024-09-01T15:33:02.635Z,2024-09-01T15:47:47Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5189552339,233,698,5189550925,56,Back,5189550927,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716417807,699,1,2,75,45,59as3grjvj19voay31j3yfgni,1,76.3,0.0,2024-09-01T15:33:27.003Z,2024-09-01T15:37:12Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,1.0,,5189577645,154,,5189577643,210,15,5189554099,141,40.6,5189554103,213,1.09,5189554105,1,,5189554101,212,32.2,5189554093,107,,5189554095,56,Center,5189554097,140,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716417823,700,44,2,75,47,59as3grjvj19voay31j3yfgni,1,90.0,46.0,2024-09-01T15:33:29.392Z,2024-09-01T22:35:50Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5189554243,286,,5189554241,56,Center,5191629507,233,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716767395,957,44,2,75,47,ahnt9ejgwj58ul8auzdvi3czf,0,10.0,54.0,2024-09-01T15:33:29.393Z,2024-09-01T22:35:51Z,6f6x6f9iybgp9pmkqati2otn8,A. Simmelhack,,,5191629543,233,700,5191513411,285,,5191513409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716417795,747,43,2,75,48,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-09-01T15:33:29.812Z,2024-09-01T21:53:57Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5189554025,285,0,5189554023,56,Back,5189554351,233,700,5191513067,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716417829,701,15,2,75,48,59as3grjvj19voay31j3yfgni,1,90.6,45.2,2024-09-01T15:33:30.111Z,2024-09-01T21:51:03Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5189577703,102,53.7,5189577707,146,92.1,5189554277,56,Center,5189843045,76,,5189577711,230,99.1,5189577709,147,45.5,5189576927,82,,5189577695,29,,5189577713,231,48.2,5189576919,160,5189577697,154,,5189576921,15,5189576925,328,,5189577705,103,19,5189554275,17,,5189577699,55,5189577771,233,,,,,,,,,,,752,,699,,,,,,
2716418429,752,10,2,75,48,ahnt9ejgwj58ul8auzdvi3czf,1,8.7,54.6,2024-09-01T15:33:30.211Z,2024-09-01T22:35:47Z,6f6x6f9iybgp9pmkqati2otn8,A. Simmelhack,,,5189577815,233,701,5189557451,56,Back,5189557449,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716417855,749,1,2,75,53,ahnt9ejgwj58ul8auzdvi3czf,0,7.3,86.9,2024-09-01T15:33:35.502Z,2024-09-01T21:56:02Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5189554445,140,34.8,5189554441,56,Back,5189554451,212,29.1,5189554453,213,6.15,5189554439,157,,5189554455,1,,5189554449,141,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716417869,702,1,2,75,54,59as3grjvj19voay31j3yfgni,0,62.4,20.3,2024-09-01T15:33:36.011Z,2024-09-01T21:56:08Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5189554507,140,69.9,5189554513,213,6.05,5189554505,56,Right,5189554509,141,17.6,5189554511,212,8.1,5191520305,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716417919,750,61,2,75,57,ahnt9ejgwj58ul8auzdvi3czf,0,35.2,79.7,2024-09-01T15:33:38.745Z,2024-09-01T21:56:17Z,lmrff8mviimc33yyrpjzr2tw,O. Boesen,,,5189554723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716418191,704,1,2,75,59,59as3grjvj19voay31j3yfgni,1,39.0,25.5,2024-09-01T15:33:40.891Z,2024-09-01T15:33:52Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5189556241,213,2.75,5189556235,140,15.0,5189556239,212,27.3,5189556233,56,Back,5189556237,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716418359,705,1,2,76,10,59as3grjvj19voay31j3yfgni,1,22.5,36.1,2024-09-01T15:33:51.900Z,2024-09-01T15:33:57Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5189557063,1,,5189557053,56,Center,5189557055,140,68.0,5189557061,213,0.08,5189557051,157,,5189557057,141,41.6,5189557059,212,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716418365,706,44,2,76,13,59as3grjvj19voay31j3yfgni,1,67.1,39.1,2024-09-01T15:33:55.282Z,2024-09-01T21:57:34Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5189557097,56,Center,5189557099,286,,5189557157,233,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716418319,751,44,2,76,13,ahnt9ejgwj58ul8auzdvi3czf,0,32.9,60.9,2024-09-01T15:33:55.283Z,2024-09-01T21:57:35Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5189557187,233,706,5189556869,285,,5189556867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716418413,707,1,2,76,14,59as3grjvj19voay31j3yfgni,0,68.2,39.5,2024-09-01T15:33:55.834Z,2024-09-01T21:57:37Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5189557369,140,68.5,5189557375,213,0.41,5189557373,212,0.3,5189557367,56,Center,5189557363,3,,5189557365,168,,5189557371,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716769599,958,61,2,76,14,ahnt9ejgwj58ul8auzdvi3czf,1,27.9,62.0,2024-09-01T15:33:56.423Z,2024-09-01T21:57:40Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5191524669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716418477,708,1,2,76,15,59as3grjvj19voay31j3yfgni,1,74.2,46.8,2024-09-01T15:33:57.202Z,2024-09-01T21:57:46Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,1.0,5189557755,140,80.9,5189557753,56,Center,5189557757,141,39.3,5189557761,213,5.66,5189564495,210,16,5189564497,22,,5189557759,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716418493,709,16,2,76,16,59as3grjvj19voay31j3yfgni,1,81.7,39.7,2024-09-01T15:33:58.042Z,2024-09-01T22:04:33Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5189564605,103,3.2,5189557835,22,,5191527243,214,,5189564595,29,,5189560139,374,2024-09-01 16:33:56.815,5189564619,231,48.4,5189557839,56,Center,5191546563,396,47.1,5189560135,18,,5189560143,375,5189564613,230,76:15.298,5189564603,102,5189564597,55,708,5189564593,80,,5189560133,20,,5191546561,395,,,,,,,,,,,95.5,45.9,,,95.9,,,,,,
2716419651,753,1,2,77,19,ahnt9ejgwj58ul8auzdvi3czf,1,50.2,50.0,2024-09-01T15:35:00.859Z,2024-09-01T22:05:10Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5189564473,279,G,5189564467,141,75.6,5189564463,56,Back,5189564465,140,26.6,5189564471,213,2.53,5189564515,189,,5189564469,212,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716419719,754,1,2,77,22,ahnt9ejgwj58ul8auzdvi3czf,1,25.7,78.2,2024-09-01T15:35:04.043Z,2024-09-01T22:05:14Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5189564891,56,Back,5189564897,212,26.1,5189564899,213,3.26,5189564893,140,1.0,5189564895,141,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716419737,755,1,2,77,26,ahnt9ejgwj58ul8auzdvi3czf,0,1.0,73.6,2024-09-01T15:35:07.643Z,2024-09-01T22:05:22Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5189565017,56,Back,5189565019,140,21.3,5189565015,157,,5189565025,213,0.74,5189565023,212,28.8,5189565027,1,,5189565021,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716419851,710,5,2,77,28,59as3grjvj19voay31j3yfgni,1,83.4,-2.0,2024-09-01T15:35:10.140Z,2024-09-01T15:35:19Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5189565565,56,Right,5189565569,347,,5189565607,233,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716419739,756,5,2,77,28,ahnt9ejgwj58ul8auzdvi3czf,0,16.6,102.0,2024-09-01T15:35:10.140Z,2024-09-01T15:47:47Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5189565035,347,,5189565625,233,710,5189565033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716420197,711,1,2,77,53,59as3grjvj19voay31j3yfgni,1,85.7,0.0,2024-09-01T15:35:34.842Z,2024-09-01T15:35:38Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5189567625,141,27.9,5189567623,140,86.2,5189567627,212,20.3,5189567621,56,Center,5189567619,107,,5189567629,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716420209,712,44,2,77,57,59as3grjvj19voay31j3yfgni,1,92.4,33.0,2024-09-01T15:35:38.762Z,2024-09-01T15:35:41Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5189567693,56,Center,5189567735,233,757,5189567697,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716420203,757,44,2,77,57,ahnt9ejgwj58ul8auzdvi3czf,0,7.6,67.0,2024-09-01T15:35:38.763Z,2024-09-01T15:35:40Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5189567645,56,Back,5189567649,285,,5189567791,233,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716420267,713,1,2,77,57,59as3grjvj19voay31j3yfgni,0,93.2,34.6,2024-09-01T15:35:38.784Z,2024-09-01T22:05:39Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5189568027,168,,5189568025,3,,5189568033,141,57.7,5189568035,212,16.0,5189568031,140,96.0,5189568037,213,1.39,5189568029,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716420395,758,12,2,77,58,ahnt9ejgwj58ul8auzdvi3czf,1,3.3,42.4,2024-09-01T15:35:40.139Z,2024-09-01T15:35:48Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5189568743,141,74.8,5189568745,212,24.0,5189568741,140,12.4,5189568747,213,1.16,5189568739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716420359,714,61,2,77,58,59as3grjvj19voay31j3yfgni,1,88.9,38.2,2024-09-01T15:35:40.498Z,2024-09-01T22:06:26Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5189568525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716420369,715,61,2,77,59,59as3grjvj19voay31j3yfgni,1,93.6,37.3,2024-09-01T15:35:40.569Z,2024-09-01T22:06:32Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5189568573,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716775261,959,61,2,78,0,ahnt9ejgwj58ul8auzdvi3czf,1,11.5,73.8,2024-09-01T15:35:41.529Z,2024-09-01T22:06:20Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5191553339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716420421,760,61,2,78,7,ahnt9ejgwj58ul8auzdvi3czf,0,29.5,83.5,2024-09-01T15:35:48.668Z,2024-09-01T15:37:55Z,6f6x6f9iybgp9pmkqati2otn8,A. Simmelhack,,,5189568871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716420425,716,43,2,78,7,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-09-01T15:35:48.907Z,2024-09-01T22:07:30Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5191556921,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
