id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/12/value,qualifier/9/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2775995011,763,1,2,70,8,9qsmopgutr7ut5g6workk8w4i,1,8.1,54.6,2025-02-14T19:33:29.768Z,2025-02-14T19:33:34Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5514269631,1,,5514269619,157,,5514269625,141,49.7,5514269623,140,57.3,5514269621,56,Center,5514269629,213,6.22,5514269627,212,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775995039,764,1,2,70,13,9qsmopgutr7ut5g6workk8w4i,0,54.1,49.5,2025-02-14T19:33:34.207Z,2025-02-15T05:15:33Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5514269779,213,4.33,5514269777,212,6.7,5514269775,141,40.3,5514269773,140,51.7,5514269771,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775995051,637,8,2,70,15,cftj6g399tknheudaxsdpfdgb,1,48.4,59.1,2025-02-14T19:33:36.174Z,2025-02-15T05:15:30Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5515036553,383,,5514269833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775995059,765,83,2,70,15,9qsmopgutr7ut5g6workk8w4i,0,53.5,43.6,2025-02-14T19:33:36.912Z,2025-02-14T19:33:46Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5514270517,399,96uzhuuez4q5pgxb566ryk53p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775995497,641,3,2,70,16,cftj6g399tknheudaxsdpfdgb,0,52.0,57.3,2025-02-14T19:33:37.183Z,2025-02-15T05:15:46Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5514273059,233,768,5515037015,465,,5514272161,56,Center,5514272163,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775995665,768,7,2,70,16,9qsmopgutr7ut5g6workk8w4i,1,48.0,42.7,2025-02-14T19:33:37.184Z,2025-02-15T05:15:50Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5514273033,56,Back,5514273035,285,,5515037143,383,,5514273045,233,641,5515037145,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775995101,639,43,2,70,17,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-02-14T19:33:38.270Z,2025-02-14T19:33:43Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5514270095,286,0,5514270587,144,3,5514270333,233,766,5514270093,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775995161,640,4,2,70,17,cftj6g399tknheudaxsdpfdgb,1,52.3,54.3,2025-02-14T19:33:38.270Z,2025-02-14T19:51:45Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5514270399,286,,5514270387,56,Center,5514270383,13,,5514270395,265,,5514271007,233,766,5514270391,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775995129,766,4,2,70,17,9qsmopgutr7ut5g6workk8w4i,0,47.7,45.7,2025-02-14T19:33:38.271Z,2025-02-14T19:51:46Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5514270969,13,,5514270973,265,,5514270971,152,,5514270237,56,Back,5514270239,285,,5514271045,233,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775995141,767,43,2,70,19,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-02-14T19:33:40.128Z,2025-02-14T19:33:50Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5514271085,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775995769,642,1,2,70,54,cftj6g399tknheudaxsdpfdgb,1,52.0,59.9,2025-02-14T19:34:16.024Z,2025-02-15T05:16:54Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5514273605,152,,5514273615,213,4.79,5514273611,141,44.4,5514273613,212,10.6,5514273603,5,,5514273609,140,52.8,5514273623,189,,5514273607,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775995801,643,1,2,70,56,cftj6g399tknheudaxsdpfdgb,1,52.7,46.7,2025-02-14T19:34:17.518Z,2025-02-14T19:34:18Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5514273767,213,1.54,5514273759,56,Center,5514273765,212,17.2,5514273761,140,53.2,5514273763,141,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775995867,644,1,2,70,57,cftj6g399tknheudaxsdpfdgb,1,53.2,72.0,2025-02-14T19:34:18.766Z,2025-02-14T19:34:22Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5514274109,212,17.0,5514274107,141,47.2,5514274105,140,51.1,5514274111,213,4.58,5514274103,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775995923,645,1,2,71,1,cftj6g399tknheudaxsdpfdgb,1,51.5,45.2,2025-02-14T19:34:22.126Z,2025-02-14T19:34:25Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5514274379,212,13.2,5514274377,141,64.5,5514274375,140,53.0,5514274381,213,1.45,5514274373,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775995967,646,1,2,71,4,cftj6g399tknheudaxsdpfdgb,0,56.9,67.8,2025-02-14T19:34:25.166Z,2025-02-14T19:34:28Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5514274631,141,46.9,5514274633,212,41.3,5514274625,56,Center,5514274621,155,,5514274629,140,93.8,5514274637,213,5.93,5514274639,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996025,769,11,2,71,10,9qsmopgutr7ut5g6workk8w4i,1,8.5,50.7,2025-02-14T19:34:31.711Z,2025-02-15T05:17:22Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5514274923,56,Back,5514274925,88,,5515039341,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996153,770,1,2,71,17,9qsmopgutr7ut5g6workk8w4i,1,15.7,52.7,2025-02-14T19:34:38.118Z,2025-02-14T19:34:39Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5514275559,123,,5514275565,141,59.7,5514275561,56,Back,5514275563,140,15.2,5514275569,213,1.68,5514275567,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996169,771,1,2,71,18,9qsmopgutr7ut5g6workk8w4i,1,15.2,59.7,2025-02-14T19:34:39.150Z,2025-02-14T19:34:40Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5514275665,141,35.0,5514275661,140,9.9,5514275659,56,Back,5514275669,213,4.39,5514275667,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996177,772,1,2,71,19,9qsmopgutr7ut5g6workk8w4i,0,9.9,35.0,2025-02-14T19:34:40.583Z,2025-02-14T19:34:41Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5514275723,56,Back,5514275725,140,27.6,5514275727,141,33.1,5514275729,212,18.6,5514275731,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996237,649,1,2,71,23,cftj6g399tknheudaxsdpfdgb,1,69.9,77.8,2025-02-14T19:34:44.878Z,2025-02-14T19:34:46Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5514276027,56,Center,5514276035,213,6.21,5514276033,212,12.8,5514276029,140,82.1,5514276031,141,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996243,650,61,2,71,24,cftj6g399tknheudaxsdpfdgb,0,86.0,74.0,2025-02-14T19:34:45.917Z,2025-02-15T05:18:01Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5514276051,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996247,773,61,2,71,25,9qsmopgutr7ut5g6workk8w4i,1,14.0,26.4,2025-02-14T19:34:46.311Z,2025-02-15T05:18:05Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5514276057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996261,651,45,2,71,26,cftj6g399tknheudaxsdpfdgb,0,77.8,72.1,2025-02-14T19:34:47.054Z,2025-02-14T19:58:46Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5514276119,286,,5514276117,56,Center,5514276239,233,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996281,774,3,2,71,26,9qsmopgutr7ut5g6workk8w4i,1,22.2,27.9,2025-02-14T19:34:47.054Z,2025-02-15T05:18:11Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5515040483,465,,5514276187,56,Back,5514276189,285,,5514276213,233,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996293,652,83,2,71,26,cftj6g399tknheudaxsdpfdgb,0,78.5,73.2,2025-02-14T19:34:47.943Z,2025-02-15T05:18:35Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5515040875,399,2xp7fbcl6a4nua9jpm7b4k1sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996295,775,43,2,71,26,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-02-14T19:34:47.943Z,2025-02-15T05:18:21Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5514276279,233,652,5514276275,285,0,5515040673,144,3,5514276273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996351,777,1,2,71,29,9qsmopgutr7ut5g6workk8w4i,1,35.4,26.3,2025-02-14T19:34:50.806Z,2025-02-14T19:34:54Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5514276547,140,43.2,5514276551,212,13.5,5514276549,141,10.6,5514276553,213,5.37,5514276545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996413,778,1,2,71,32,9qsmopgutr7ut5g6workk8w4i,1,40.9,17.0,2025-02-14T19:34:53.366Z,2025-02-14T19:35:00Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5514276871,212,39.9,5514276867,140,46.4,5514276873,213,1.43,5514276869,141,75.0,5514276875,1,,5514276865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996449,779,1,2,71,39,9qsmopgutr7ut5g6workk8w4i,1,72.6,82.2,2025-02-14T19:35:00.558Z,2025-02-14T19:35:02Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5514277033,140,72.5,5514277029,56,Center,5514277041,212,13.1,5514277037,141,62.9,5514277045,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996461,780,1,2,71,41,9qsmopgutr7ut5g6workk8w4i,1,72.5,62.9,2025-02-14T19:35:02.470Z,2025-02-15T05:18:51Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5514277093,56,Center,5514277095,140,69.0,5514277097,141,70.5,5514277101,212,6.3,5514277103,213,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996505,781,1,2,71,42,9qsmopgutr7ut5g6workk8w4i,1,69.0,70.5,2025-02-14T19:35:03.638Z,2025-02-14T19:35:06Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5514277315,212,14.8,5514277311,140,75.1,5514277313,141,90.2,5514277309,56,Left,5514277317,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996543,782,1,2,71,44,9qsmopgutr7ut5g6workk8w4i,1,75.1,90.2,2025-02-14T19:35:05.862Z,2025-02-14T19:35:08Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5514277527,141,70.5,5514277529,212,13.8,5514277521,56,Center,5514277523,140,72.0,5514277531,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996595,783,1,2,71,46,9qsmopgutr7ut5g6workk8w4i,1,72.4,72.6,2025-02-14T19:35:07.942Z,2025-02-14T19:35:11Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5514277835,56,Center,5514277843,213,6.17,5514277839,141,69.2,5514277841,212,20.0,5514277837,140,91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996603,784,1,2,71,50,9qsmopgutr7ut5g6workk8w4i,0,95.2,71.0,2025-02-14T19:35:11.350Z,2025-02-15T05:19:01Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5514277887,213,4.83,5514277875,2,,5514277879,56,Center,5514277881,140,96.4,5514277883,141,54.8,5515041561,224,,5514277885,212,11.1,5515041563,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996641,653,12,2,71,51,cftj6g399tknheudaxsdpfdgb,1,7.0,43.9,2025-02-14T19:35:12.477Z,2025-02-14T19:36:19Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5514278057,213,3.48,5514278097,167,,5514278051,140,0.0,5514278049,56,Back,5514278053,141,39.5,5514278055,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996645,654,6,2,71,52,cftj6g399tknheudaxsdpfdgb,0,5.0,43.0,2025-02-14T19:35:13.358Z,2025-02-15T05:19:27Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5514282613,233,785,5514282561,73,,5514282559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775996623,785,6,2,71,52,9qsmopgutr7ut5g6workk8w4i,1,95.0,57.0,2025-02-14T19:35:13.358Z,2025-02-14T19:51:48Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5514282591,233,654,5514277985,56,Center,5514277989,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775997625,786,1,2,73,6,9qsmopgutr7ut5g6workk8w4i,1,99.5,99.5,2025-02-14T19:36:27.574Z,2025-02-14T19:36:30Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5514283403,6,,5514283413,213,4.43,5514283411,212,19.7,5514283405,56,Center,5514283407,140,94.3,5514283409,141,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775997629,787,1,2,73,8,9qsmopgutr7ut5g6workk8w4i,1,94.3,71.6,2025-02-14T19:36:29.382Z,2025-02-14T19:36:30Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5514283427,212,11.5,5514283527,156,,5514283429,213,1.83,5514283423,140,91.5,5514283421,56,Left,5514283425,141,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775997719,788,1,2,73,10,9qsmopgutr7ut5g6workk8w4i,0,88.3,87.0,2025-02-14T19:36:31.567Z,2025-02-15T05:20:01Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5514283933,141,48.5,5515042995,20,,5514283941,213,4.82,5515042993,223,,5514283921,56,Center,5514283915,155,,5514283911,2,,5514283927,140,91.1,5514283937,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775997697,655,44,2,73,12,cftj6g399tknheudaxsdpfdgb,1,7.6,52.2,2025-02-14T19:36:33.789Z,2025-02-14T20:02:57Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5514283803,56,Back,5514284015,233,789,5514283805,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775997727,789,44,2,73,12,9qsmopgutr7ut5g6workk8w4i,0,92.4,47.8,2025-02-14T19:36:33.790Z,2025-02-14T20:02:57Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5514283959,286,,5514283955,56,Center,5514284051,233,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775997703,656,12,2,73,13,cftj6g399tknheudaxsdpfdgb,1,5.1,53.4,2025-02-14T19:36:34.382Z,2025-02-14T19:36:35Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5514283865,15,,5514283849,212,3.0,5514283847,141,53.6,5514283845,140,8.0,5514283843,56,Back,5514283851,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775997735,790,61,2,73,13,9qsmopgutr7ut5g6workk8w4i,1,91.1,48.5,2025-02-14T19:36:34.924Z,2025-02-14T19:37:11Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5514283993,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775997753,657,12,2,73,15,cftj6g399tknheudaxsdpfdgb,1,6.9,50.6,2025-02-14T19:36:36.367Z,2025-02-14T19:36:39Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5514284075,213,5.42,5514284069,140,9.7,5514284073,212,4.5,5514284071,141,45.5,5514284067,56,Back,5514284091,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775997743,791,1,2,73,16,9qsmopgutr7ut5g6workk8w4i,1,86.5,56.6,2025-02-14T19:36:37.753Z,2025-02-14T19:46:30Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5514333541,140,89.2,5514333539,56,Center,5514333543,141,46.2,5514333545,212,7.6,5514333547,213,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775997763,792,1,2,73,17,9qsmopgutr7ut5g6workk8w4i,0,87.6,49.3,2025-02-14T19:36:38.838Z,2025-02-15T05:20:29Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5515043681,156,,5514335909,155,,5514284145,213,2.28,5514284137,56,Center,5514284143,212,10.0,5514284141,141,60.5,5514284139,140,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775997797,659,1,2,73,19,cftj6g399tknheudaxsdpfdgb,1,21.4,37.4,2025-02-14T19:36:40.189Z,2025-02-15T05:20:40Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5514284361,213,0.34,5514284355,140,28.6,5514284353,56,Back,5514284359,212,8.0,5514284357,141,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775997807,660,1,2,73,21,cftj6g399tknheudaxsdpfdgb,1,27.2,40.0,2025-02-14T19:36:42.477Z,2025-02-14T19:36:44Z,195o7hchielt14ic49r3k06sq,Serginho,,,5514284405,141,16.5,5514284401,56,Back,5514284403,140,24.0,5514284409,213,4.51,5514284399,155,,5514284407,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775997827,661,1,2,73,22,cftj6g399tknheudaxsdpfdgb,0,30.6,12.3,2025-02-14T19:36:44.013Z,2025-02-15T05:20:50Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5514284545,140,70.1,5514284537,157,,5514284541,56,Right,5514284553,213,6.28,5514284551,212,41.5,5514284549,141,11.9,5514284555,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775997911,793,12,2,73,27,9qsmopgutr7ut5g6workk8w4i,1,27.7,91.7,2025-02-14T19:36:48.310Z,2025-02-14T20:00:30Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5514284929,212,9.8,5514285015,167,,5514284927,141,100.0,5514284931,213,0.77,5514284925,140,34.4,5514284945,15,,5514284923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775997951,662,5,2,73,28,cftj6g399tknheudaxsdpfdgb,1,66.6,-1.4,2025-02-14T19:36:49.245Z,2025-02-14T19:58:37Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5514285147,347,,5514285193,233,794,5514285145,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775997927,794,5,2,73,28,9qsmopgutr7ut5g6workk8w4i,0,33.4,101.4,2025-02-14T19:36:49.245Z,2025-02-14T19:58:37Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5514285207,233,662,5514284985,347,,5514284983,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775998405,795,18,2,73,59,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-02-14T19:37:20.266Z,2025-02-14T19:37:57Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5514287747,59,36,5514287861,55,796,5514287743,42,,5514287745,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775998419,796,19,2,73,59,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-02-14T19:37:20.267Z,2025-02-14T19:38:09Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5514287813,42,,5514291519,292,8,5514288457,293,1,5514287819,59,11,5514287821,44,Forward,5514287823,55,795,5514287817,145,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775998723,663,18,2,74,2,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-02-14T19:37:23.764Z,2025-02-15T05:22:10Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5514289393,55,664,5514289295,42,,5514289297,44,Forward,5514289299,59,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775998733,664,19,2,74,2,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-02-14T19:37:23.765Z,2025-02-15T05:22:11Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5514289361,59,11,5514289363,44,Forward,5514289365,55,663,5514289359,145,9,5514289355,42,,5514313159,292,9,5514296987,293,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775998839,665,18,2,74,7,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-02-14T19:37:28.310Z,2025-02-15T05:22:07Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5514289939,59,19,5514289929,42,,5514290001,55,666,5514289933,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775998845,666,19,2,74,7,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-02-14T19:37:28.311Z,2025-02-15T05:22:07Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,,5514289965,42,,5514301989,292,6,5514297351,293,4,5514289973,44,Midfielder,5514289971,59,8,5514289975,55,665,5514289969,145,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775998879,667,1,2,74,18,cftj6g399tknheudaxsdpfdgb,1,69.9,0.0,2025-02-14T19:37:39.777Z,2025-02-15T05:23:09Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5514290169,141,17.2,5514290175,1,,5514290171,212,27.7,5514290167,140,46.2,5514290173,213,2.69,5514290165,56,Back,5514290163,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775998883,668,1,2,74,20,cftj6g399tknheudaxsdpfdgb,1,48.1,17.6,2025-02-14T19:37:41.755Z,2025-02-15T05:23:15Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5514298131,212,23.3,5514298133,213,1.74,5514298125,56,Back,5514298127,140,44.3,5514298129,141,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775998891,669,1,2,74,31,cftj6g399tknheudaxsdpfdgb,1,51.9,64.4,2025-02-14T19:37:52.925Z,2025-02-15T05:23:23Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5514298487,212,15.2,5514298489,213,4.29,5514298483,140,45.9,5514298481,56,Back,5514298485,141,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775998943,671,1,2,74,33,cftj6g399tknheudaxsdpfdgb,1,53.6,36.4,2025-02-14T19:37:54.557Z,2025-02-15T05:23:30Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5514290487,212,18.6,5514290489,213,5.14,5514290481,56,Right,5514290483,140,61.0,5514290485,141,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775999023,672,1,2,74,35,cftj6g399tknheudaxsdpfdgb,1,62.6,11.6,2025-02-14T19:37:56.061Z,2025-02-14T19:38:00Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5514290897,213,2.14,5514290887,56,Center,5514290891,141,23.1,5514290893,212,9.3,5514290889,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
