id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId
2805839145,691,1,2,74,15,9qsmopgutr7ut5g6workk8w4i,1,36.4,60.8,2025-04-25T18:35:01.535Z,2025-04-25T18:35:03Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5678027803,56,Back,5678027819,213,6.02,5678027815,212,8.5,5678027805,140,44.2,5678027809,141,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805839189,692,1,2,74,17,9qsmopgutr7ut5g6workk8w4i,1,44.2,57.5,2025-04-25T18:35:03.263Z,2025-04-25T18:35:06Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,5678028077,212,13.6,5678028079,213,1.95,5678028071,56,Back,5678028073,140,39.4,5678028075,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805839235,693,1,2,74,20,9qsmopgutr7ut5g6workk8w4i,1,39.4,76.1,2025-04-25T18:35:05.871Z,2025-04-25T18:35:08Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5678028329,141,95.3,5678028327,140,52.1,5678028333,213,0.77,5678028331,212,18.7,5678028325,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805839281,694,1,2,74,22,9qsmopgutr7ut5g6workk8w4i,1,52.1,95.3,2025-04-25T18:35:07.967Z,2025-04-25T18:35:10Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5678028553,141,78.5,5678028551,140,67.6,5678028557,212,19.9,5678028549,56,Center,5678028561,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805839287,695,61,2,74,24,9qsmopgutr7ut5g6workk8w4i,0,67.6,78.4,2025-04-25T18:35:10.191Z,2025-04-25T18:35:10Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5678028579,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805839381,788,1,2,74,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.6,30.1,2025-04-25T18:35:11.110Z,2025-04-25T21:38:50Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5678029055,140,35.8,5678029059,212,8.7,5678029061,213,1.91,5678029057,141,42.2,5678029053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805839321,787,43,2,74,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-25T18:35:11.951Z,2025-04-25T21:38:58Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5678631447,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805839419,789,43,2,74,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-25T18:35:15.871Z,2025-04-25T18:35:21Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5678029205,56,Back,5678029207,140,41.9,5678029209,141,29.2,5678029213,212,8.3,5678029661,144,1,5678029215,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805839425,790,4,2,74,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,35.4,37.1,2025-04-25T18:35:17.646Z,2025-04-25T19:05:09Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5678029377,56,Back,5678029433,233,696,5678029379,152,,5678029375,295,,5678029381,286,,5678029373,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805839417,696,4,2,74,32,9qsmopgutr7ut5g6workk8w4i,0,64.6,62.9,2025-04-25T18:35:17.647Z,2025-04-25T19:05:09Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5678029399,56,Center,5678029397,295,,5678029401,152,,5678029395,13,,5678029403,285,,5678029495,233,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805839795,791,1,2,74,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,41.9,36.0,2025-04-25T18:35:34.007Z,2025-04-25T21:39:14Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,5678031183,140,38.7,5678031175,5,,5678031179,56,Back,5678031177,152,,5678031233,189,,5678031185,141,31.7,5678031187,212,4.5,5678031189,213,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805839889,792,1,2,74,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,32.1,35.3,2025-04-25T18:35:35.366Z,2025-04-25T21:39:16Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5678031675,212,12.0,5678031671,140,30.4,5678031673,141,52.8,5678031677,213,1.72,5678031669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805839907,793,1,2,74,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.6,50.3,2025-04-25T18:35:41.039Z,2025-04-25T18:35:42Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5678031791,56,Back,5678031793,140,27.8,5678031795,141,32.2,5678031797,212,12.7,5678031799,213,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840029,794,1,2,74,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.1,37.6,2025-04-25T18:35:43.231Z,2025-04-25T18:35:47Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5678032367,140,28.0,5678032381,212,14.1,5678032363,56,Back,5678032385,213,2.04,5678032373,141,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840143,795,1,2,75,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.7,65.6,2025-04-25T18:35:47.776Z,2025-04-25T18:35:52Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5678032915,212,20.5,5678032919,213,0.95,5678032913,141,90.2,5678032909,56,Back,5678032911,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840189,796,1,2,75,7,9w3sjm5ml4sjr2v81oxzdrt8v,0,46.5,88.8,2025-04-25T18:35:52.607Z,2025-04-25T18:42:58Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5678033183,1,,5678033175,140,92.3,5678033181,213,6.26,5678033177,141,87.0,5678033179,212,48.1,5678033173,56,Left,5678033171,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840223,697,61,2,75,11,9qsmopgutr7ut5g6workk8w4i,0,8.1,15.2,2025-04-25T18:35:57.087Z,2025-04-25T18:58:59Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5678033387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840275,797,1,2,75,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,91.9,96.0,2025-04-25T18:35:57.566Z,2025-04-25T18:36:00Z,3aoh34sqan7y34c2qa1d6xkyy,Noah Shamoun,,5678033673,56,Left,5678033681,213,4.22,5678033675,140,88.2,5678033677,141,85.4,5678033679,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840281,798,1,2,75,14,9w3sjm5ml4sjr2v81oxzdrt8v,0,97.9,71.4,2025-04-25T18:36:00.495Z,2025-04-25T18:36:01Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5678033725,212,9.0,5678033723,141,61.7,5678033721,140,92.1,5678033719,56,Center,5678033727,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840317,698,12,2,75,15,9qsmopgutr7ut5g6workk8w4i,1,8.8,54.5,2025-04-25T18:36:01.487Z,2025-04-25T18:36:03Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5678033915,213,5.08,5678033907,56,Back,5678033909,140,12.8,5678033913,212,11.8,5678033911,141,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840393,700,1,2,75,17,9qsmopgutr7ut5g6workk8w4i,1,13.6,37.0,2025-04-25T18:36:03.246Z,2025-04-25T18:36:06Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,5678034299,56,Back,5678034307,213,5.19,5678034305,212,19.9,5678034301,140,22.4,5678034303,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840403,701,3,2,75,20,9qsmopgutr7ut5g6workk8w4i,0,27.4,8.6,2025-04-25T18:36:06.512Z,2025-04-25T22:06:00Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5678631841,465,,5678034361,285,,5678034359,56,Back,5678649437,233,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840467,799,7,2,75,20,9w3sjm5ml4sjr2v81oxzdrt8v,0,72.6,91.4,2025-04-25T18:36:06.513Z,2025-04-25T22:06:00Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5678034735,56,Left,5678649421,233,701,5678631863,385,,5678034757,286,,5678631865,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840417,702,61,2,75,21,9qsmopgutr7ut5g6workk8w4i,1,23.6,5.2,2025-04-25T18:36:07.356Z,2025-04-25T18:36:07Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5678034417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840429,703,5,2,75,22,9qsmopgutr7ut5g6workk8w4i,0,28.7,-0.8,2025-04-25T18:36:08.207Z,2025-04-25T19:05:25Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5678035489,233,800,5678034515,347,,5678034513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840593,800,5,2,75,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,71.3,100.8,2025-04-25T18:36:08.207Z,2025-04-25T19:05:25Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5678035395,56,Left,5678035449,233,703,5678035397,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840643,801,1,2,75,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.0,100.0,2025-04-25T18:36:17.886Z,2025-04-25T18:36:21Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5678035727,213,3.65,5678035725,212,15.5,5678035719,56,Left,5678035717,107,,5678035723,141,90.0,5678035721,140,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840721,802,1,2,75,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,47.2,87.5,2025-04-25T18:36:20.878Z,2025-04-25T18:36:25Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5678036181,213,4.67,5678036175,140,46.4,5678036179,212,17.8,5678036177,141,61.4,5678036173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840845,803,1,2,75,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.4,63.5,2025-04-25T18:36:25.278Z,2025-04-25T18:36:32Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5678036857,140,48.9,5678036861,212,12.5,5678036859,141,81.5,5678036863,213,1.36,5678036855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840869,804,1,2,75,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.8,79.2,2025-04-25T18:36:32.462Z,2025-04-25T18:36:34Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5678036945,212,13.6,5678036943,141,85.1,5678036941,140,70.2,5678036947,213,0.30,5678036939,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840909,805,1,2,75,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,68.0,83.6,2025-04-25T18:36:34.190Z,2025-04-25T18:36:35Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5678037155,212,10.0,5678037149,56,Center,5678037157,213,4.79,5678037147,155,,5678037151,140,68.7,5678037153,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840927,806,3,2,75,49,9w3sjm5ml4sjr2v81oxzdrt8v,0,70.2,69.6,2025-04-25T18:36:35.488Z,2025-04-25T21:40:26Z,3aoh34sqan7y34c2qa1d6xkyy,Noah Shamoun,,5678037213,56,Center,5678037215,286,,5678037435,233,704,5678631985,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840955,704,7,2,75,49,9qsmopgutr7ut5g6workk8w4i,0,29.8,30.4,2025-04-25T18:36:35.489Z,2025-04-25T21:40:30Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5678631999,178,,5678037369,56,Back,5678631997,385,,5678037371,285,,5678037413,233,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805840943,807,61,2,75,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,69.4,69.5,2025-04-25T18:36:36.440Z,2025-04-25T18:36:36Z,3aoh34sqan7y34c2qa1d6xkyy,Noah Shamoun,,5678037287,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805849519,882,61,2,75,51,9w3sjm5ml4sjr2v81oxzdrt8v,1,74.9,71.7,2025-04-25T18:36:36.767Z,2025-04-25T18:44:05Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5678083441,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841011,705,61,2,75,52,9qsmopgutr7ut5g6workk8w4i,1,25.5,27.6,2025-04-25T18:36:38.272Z,2025-04-25T18:36:40Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5678037685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841027,808,1,2,75,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,72.1,74.3,2025-04-25T18:36:38.766Z,2025-04-25T18:36:40Z,3aoh34sqan7y34c2qa1d6xkyy,Noah Shamoun,,5678037761,212,13.9,5678037759,141,72.9,5678037763,213,6.21,5678037757,140,85.3,5678037755,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841035,809,1,2,75,55,9w3sjm5ml4sjr2v81oxzdrt8v,0,93.6,74.3,2025-04-25T18:36:40.846Z,2025-04-25T18:36:41Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5678037819,56,Center,5678037827,213,4.29,5678037825,212,14.8,5678037823,141,54.5,5678037821,140,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841125,706,12,2,75,56,9qsmopgutr7ut5g6workk8w4i,1,8.6,57.6,2025-04-25T18:36:42.319Z,2025-04-25T18:36:45Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5678038313,56,Back,5678038321,213,5.28,5678038315,140,11.9,5678038317,141,49.6,5678038319,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841211,707,12,2,75,59,9qsmopgutr7ut5g6workk8w4i,1,11.9,50.0,2025-04-25T18:36:44.862Z,2025-04-25T18:36:50Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5678038819,212,30.6,5678038827,213,6.19,5678038807,56,Back,5678038813,141,45.8,5678038809,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841183,810,1,2,76,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,62.5,72.5,2025-04-25T18:36:46.494Z,2025-04-25T18:36:48Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5678038683,213,4.84,5678038675,56,Center,5678038681,212,14.8,5678038677,140,64.3,5678038679,141,50.9,5678038673,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841187,811,1,2,76,2,9w3sjm5ml4sjr2v81oxzdrt8v,0,64.2,42.8,2025-04-25T18:36:48.094Z,2025-04-25T18:44:44Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,5678038717,141,44.8,5678038719,212,2.3,5678038941,286,,5678038935,233,708,5678038721,213,0.62,5678038715,140,66.0,5678038929,236,,5678038713,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841223,708,74,2,76,2,9qsmopgutr7ut5g6workk8w4i,1,31.3,55.7,2025-04-25T18:36:48.095Z,2025-04-25T19:05:18Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5678038885,285,,5678038879,56,Back,5678038983,233,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841263,710,3,2,76,5,9qsmopgutr7ut5g6workk8w4i,1,37.2,66.7,2025-04-25T18:36:50.990Z,2025-04-25T21:41:17Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5678039059,56,Back,5678039061,286,,5678632227,464,,5678039095,233,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841243,812,45,2,76,5,9w3sjm5ml4sjr2v81oxzdrt8v,0,62.8,33.3,2025-04-25T18:36:50.990Z,2025-04-25T19:05:16Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,5678038989,285,,5678039121,233,710,5678038987,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841381,711,1,2,76,6,9qsmopgutr7ut5g6workk8w4i,1,41.9,82.0,2025-04-25T18:36:52.063Z,2025-04-25T18:36:57Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5678039683,56,Left,5678039691,213,0.35,5678039687,141,95.9,5678039689,212,27.4,5678039685,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841515,712,1,2,76,12,9qsmopgutr7ut5g6workk8w4i,1,77.7,83.2,2025-04-25T18:36:57.615Z,2025-04-25T18:37:03Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5678040461,141,50.4,5678040463,212,22.3,5678040459,140,76.4,5678040457,56,Center,5678040465,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841543,713,3,2,76,17,9qsmopgutr7ut5g6workk8w4i,1,88.4,61.8,2025-04-25T18:37:03.470Z,2025-04-25T21:41:27Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5678040681,233,813,5678040625,286,,5678040623,56,Center,5678632309,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841555,813,45,2,76,17,9w3sjm5ml4sjr2v81oxzdrt8v,0,11.6,38.2,2025-04-25T18:37:03.470Z,2025-04-25T21:41:34Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5678040661,56,Back,5678040663,285,,5678040701,233,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841565,714,1,2,76,19,9qsmopgutr7ut5g6workk8w4i,0,96.3,65.2,2025-04-25T18:37:04.991Z,2025-04-25T18:37:06Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5678040777,213,4.73,5678040775,212,10.3,5678040769,56,Center,5678040767,155,,5678040773,141,50.1,5678040771,140,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841575,814,11,2,76,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,2.9,43.1,2025-04-25T18:37:05.719Z,2025-04-25T21:41:48Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,5678632387,88,,5678632397,378,,5678632385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841697,815,1,2,76,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,6.6,44.6,2025-04-25T18:37:09.902Z,2025-04-25T18:37:12Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,5678041403,212,17.4,5678041401,141,55.4,5678041397,56,Back,5678041399,140,21.6,5678041405,213,0.44,5678041395,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841735,816,1,2,76,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,27.6,35.9,2025-04-25T18:37:12.287Z,2025-04-25T18:37:14Z,3aoh34sqan7y34c2qa1d6xkyy,Noah Shamoun,,5678041563,141,22.0,5678041559,140,19.0,5678041571,213,3.95,5678041555,56,Back,5678041567,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841931,817,1,2,76,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,15.9,22.1,2025-04-25T18:37:13.998Z,2025-04-25T18:37:25Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,5678042639,56,Back,5678042647,213,1.42,5678042641,140,19.6,5678042643,141,59.6,5678042645,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805841969,818,1,2,76,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,21.9,72.2,2025-04-25T18:37:25.438Z,2025-04-25T21:41:58Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5678042865,212,27.3,5678632473,189,,5678042859,140,44.5,5678042863,141,92.1,5678042869,213,0.52,5678042855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805842011,819,1,2,76,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,47.2,81.3,2025-04-25T18:37:27.198Z,2025-04-25T18:37:29Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5678043135,56,Back,5678043141,212,11.7,5678043143,213,4.36,5678043137,140,43.4,5678043139,141,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805842031,820,1,2,76,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.2,65.1,2025-04-25T18:37:29.839Z,2025-04-25T18:48:14Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5678043227,213,5.14,5678043229,1,,5678043225,212,38.6,5678043217,155,,5678043219,56,Right,5678043221,140,58.3,5678043223,141,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805842139,821,1,2,76,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,78.1,16.6,2025-04-25T18:37:35.056Z,2025-04-25T18:37:37Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,5678043795,141,41.6,5678043793,140,81.2,5678043791,56,Center,5678043799,213,1.38,5678043797,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805842147,822,1,2,76,51,9w3sjm5ml4sjr2v81oxzdrt8v,0,81.2,38.9,2025-04-25T18:37:36.862Z,2025-04-25T18:37:37Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5678043833,56,Center,5678043841,213,0.86,5678043835,140,87.2,5678043837,141,49.7,5678043839,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805842839,715,12,2,76,51,9qsmopgutr7ut5g6workk8w4i,1,13.2,53.1,2025-04-25T18:37:36.918Z,2025-04-25T18:38:16Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5678047443,140,49.0,5678047441,56,Back,5678047445,141,95.9,5678047447,212,47.5,5678047449,213,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805842413,823,1,2,77,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.6,18.5,2025-04-25T18:37:50.766Z,2025-04-25T18:37:52Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5678045175,213,1.84,5678045171,141,37.9,5678045173,212,13.7,5678045167,56,Center,5678045169,140,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805842431,824,1,2,77,6,9w3sjm5ml4sjr2v81oxzdrt8v,1,52.0,37.3,2025-04-25T18:37:51.934Z,2025-04-25T18:37:52Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5678045267,213,0.24,5678045265,212,13.1,5678045261,140,64.1,5678045263,141,41.8,5678045259,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805842455,825,1,2,77,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,64.0,41.0,2025-04-25T18:37:52.766Z,2025-04-25T18:52:22Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5678045387,212,15.7,5678045389,213,4.28,5678045381,56,Right,5678045383,140,57.8,5678045385,141,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805842483,826,1,2,77,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.7,20.2,2025-04-25T18:37:54.574Z,2025-04-25T18:37:55Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5678045573,141,28.0,5678045571,140,62.9,5678045575,212,7.6,5678045577,213,0.77,5678045569,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805842523,827,1,2,77,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,62.7,24.4,2025-04-25T18:37:55.518Z,2025-04-25T18:37:58Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,5678045775,56,Right,5678045783,213,5.28,5678045781,212,10.1,5678045779,141,11.9,5678045777,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805842535,828,1,2,77,12,9w3sjm5ml4sjr2v81oxzdrt8v,1,68.0,11.9,2025-04-25T18:37:57.918Z,2025-04-25T18:37:59Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5678045867,141,6.4,5678045869,212,5.7,5678045863,56,Right,5678045871,213,5.57,5678045865,140,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
