id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/13/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2781344359,698,61,2,84,19,36g6ifzjliec1jqnbtf7yesme,1,58.4,79.5,2025-02-26T20:14:49.534Z,2025-02-26T20:36:18Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5543430639,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781344363,916,1,2,84,20,77tfx9me4aaqhzv78bmgsy9bg,1,33.3,11.5,2025-02-26T20:14:50.436Z,2025-02-26T20:36:19Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5543430661,212,5.1,5543430659,141,14.0,5543430657,140,37.9,5543430655,56,Back,5543430663,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781344367,917,61,2,84,20,77tfx9me4aaqhzv78bmgsy9bg,1,37.9,14.0,2025-02-26T20:14:50.650Z,2025-02-26T20:14:51Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5543430669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781344433,699,5,2,84,21,36g6ifzjliec1jqnbtf7yesme,1,54.7,101.2,2025-02-26T20:14:51.613Z,2025-02-26T20:32:57Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5543431003,347,,5543431001,56,Left,5543431041,233,918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781344375,918,5,2,84,21,77tfx9me4aaqhzv78bmgsy9bg,0,45.3,-1.2,2025-02-26T20:14:51.613Z,2025-02-26T20:32:57Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5543430701,56,Back,5543430703,347,,5543431053,233,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781344625,919,18,2,84,45,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-02-26T20:15:15.636Z,2025-02-27T08:58:29Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,5543432179,55,920,5543432117,59,7,5543432113,42,,5543432115,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781344631,920,19,2,84,45,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-02-26T20:15:15.637Z,2025-02-27T08:58:30Z,bgviotid6bht0k2452r5gehw4,A. Mohammed,,5543496931,293,3,5543432155,42,,5543432165,59,20,5543496929,292,7,5543432161,145,10,5543432169,44,Midfielder,5543432173,55,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781344765,700,18,2,85,7,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-02-26T20:15:37.751Z,2025-02-26T20:15:38Z,5vrsflxiv2dgfa8199a2qxsve,K. John,,5543432959,59,27,5543432955,42,,5543433011,55,701,5543432957,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781344769,701,19,2,85,7,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-02-26T20:15:37.752Z,2025-02-26T20:15:38Z,20g27z0cklenjg7k0ox73wyc5,A. Seydel,,5543432975,42,,5543432983,292,9,5543432985,293,3,5543432981,59,19,5543432979,145,9,5543432989,55,700,5543432987,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781344853,702,1,2,85,13,36g6ifzjliec1jqnbtf7yesme,1,44.8,100.0,2025-02-26T20:15:43.843Z,2025-02-26T20:15:47Z,bcdp9e3dezuaybm8ndrsanbx0,M. Nielsen,,5543433485,141,82.5,5543433477,56,Left,5543433481,140,55.0,5543433473,107,,5543433491,213,5.42,5543433487,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781344845,921,43,2,85,16,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-02-26T20:15:46.316Z,2025-02-26T20:16:15Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5543433441,285,0,5543435007,144,45,5543433439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781344855,703,4,2,85,17,36g6ifzjliec1jqnbtf7yesme,1,53.5,70.2,2025-02-26T20:15:47.140Z,2025-02-26T20:27:06Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5543433605,152,,5543433499,56,Center,5543433603,13,,5543433501,286,,5543433621,233,922,5543433607,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781344867,922,4,2,85,17,77tfx9me4aaqhzv78bmgsy9bg,0,46.5,29.8,2025-02-26T20:15:47.141Z,2025-02-26T20:30:31Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5543433581,56,Back,5543433587,285,,5543433627,233,703,5543433583,152,,5543433585,265,,5543433579,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345197,704,1,2,85,48,36g6ifzjliec1jqnbtf7yesme,0,60.2,78.0,2025-02-26T20:16:18.523Z,2025-02-27T08:59:43Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,5543435437,141,22.3,5543435449,1,,5543435441,212,46.3,5543435431,56,Center,5543435425,5,,5543435445,213,5.33,5543435427,155,,5543435429,152,,5543435433,140,85.6,,,,,,,,,,,,,,,,,,,,,,,,,
2781345219,923,44,2,85,49,77tfx9me4aaqhzv78bmgsy9bg,1,13.8,64.9,2025-02-26T20:16:19.674Z,2025-02-27T09:23:50Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5543441227,285,,5543435555,56,Back,5543441411,233,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345227,705,44,2,85,49,36g6ifzjliec1jqnbtf7yesme,0,86.2,35.1,2025-02-26T20:16:19.675Z,2025-02-27T09:00:02Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5543435587,286,,5543435585,56,Center,5543441385,233,923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781460603,1025,12,2,85,49,77tfx9me4aaqhzv78bmgsy9bg,1,13.1,69.7,2025-02-26T20:16:19.676Z,2025-02-27T08:59:59Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5544063647,141,75.2,5544063651,213,2.53,5544063649,212,6.5,5544063641,15,,5544063645,140,8.0,5544063643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345243,706,43,2,85,54,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-02-26T20:16:24.339Z,2025-02-27T08:59:44Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5543435665,212,11.1,5543435663,141,33.1,5543435657,3,0,5544063635,144,1,5543435667,213,5.95,5543435661,140,93.5,5543435659,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345277,924,12,2,85,55,77tfx9me4aaqhzv78bmgsy9bg,1,3.2,70.1,2025-02-26T20:16:25.453Z,2025-02-26T20:16:29Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5543435849,140,35.6,5543435867,167,,5543435853,212,40.1,5543435855,213,0.56,5543435851,141,100.0,5543435847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345283,707,5,2,85,56,36g6ifzjliec1jqnbtf7yesme,1,69.4,-1.2,2025-02-26T20:16:26.804Z,2025-02-26T20:32:58Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5543435905,233,925,5543435863,56,Right,5543435865,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345279,925,5,2,85,56,77tfx9me4aaqhzv78bmgsy9bg,0,30.6,101.2,2025-02-26T20:16:26.804Z,2025-02-26T20:32:58Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5543435859,56,Back,5543435861,347,,5543435925,233,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345367,708,1,2,86,3,36g6ifzjliec1jqnbtf7yesme,1,75.6,0.0,2025-02-26T20:16:33.579Z,2025-02-26T20:17:30Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5543436349,56,Back,5543436355,212,34.1,5543436353,141,8.9,5543436347,107,,5543436357,213,2.94,5543436359,1,,5543436351,140,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345405,709,1,2,86,6,36g6ifzjliec1jqnbtf7yesme,1,43.8,11.2,2025-02-26T20:16:36.915Z,2025-02-26T20:17:38Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5543436525,212,20.4,5543436517,140,43.3,5543436513,56,Back,5543436521,141,41.2,5543436529,213,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345435,710,1,2,86,9,36g6ifzjliec1jqnbtf7yesme,1,43.3,41.2,2025-02-26T20:16:39.227Z,2025-02-26T20:16:42Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,5543436675,141,8.9,5543436673,140,52.8,5543436677,212,24.1,5543436679,213,5.14,5543436671,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345475,711,1,2,86,11,36g6ifzjliec1jqnbtf7yesme,1,53.0,9.8,2025-02-26T20:16:41.932Z,2025-02-26T20:17:40Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5543436855,212,40.8,5543436853,141,51.5,5543436847,155,,5543436849,56,Center,5543436859,1,,5543436851,140,80.9,5543436857,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345485,712,44,2,86,15,36g6ifzjliec1jqnbtf7yesme,1,82.6,53.7,2025-02-26T20:16:45.587Z,2025-02-27T09:23:50Z,20g27z0cklenjg7k0ox73wyc5,A. Seydel,,5543436893,286,,5543436891,56,Center,5543436911,233,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345481,926,44,2,86,15,77tfx9me4aaqhzv78bmgsy9bg,0,17.4,46.3,2025-02-26T20:16:45.588Z,2025-02-27T09:23:51Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5543436877,56,Back,5543436917,233,712,5543436879,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345487,713,1,2,86,15,36g6ifzjliec1jqnbtf7yesme,0,80.9,51.5,2025-02-26T20:16:45.789Z,2025-02-26T20:16:46Z,20g27z0cklenjg7k0ox73wyc5,A. Seydel,,5543436907,212,17.9,5543436899,168,,5543436903,140,92.3,5543436905,141,71.0,5543436897,3,,5543436901,56,Center,5543436909,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345503,927,12,2,86,16,77tfx9me4aaqhzv78bmgsy9bg,1,10.3,36.5,2025-02-26T20:16:46.868Z,2025-02-26T20:16:48Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5543436995,141,34.6,5543436993,140,21.8,5543436999,213,6.18,5543436991,56,Back,5543436997,212,12.1,5543437015,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345547,928,12,2,86,18,77tfx9me4aaqhzv78bmgsy9bg,1,20.9,34.3,2025-02-26T20:16:48.572Z,2025-02-26T20:16:52Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5543437209,140,28.2,5543437215,213,5.88,5543437207,56,Back,5543437213,212,8.3,5543437211,141,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345557,714,4,2,86,22,36g6ifzjliec1jqnbtf7yesme,1,71.8,69.5,2025-02-26T20:16:52.123Z,2025-02-26T20:17:56Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5543437391,286,,5543437387,152,,5543437385,56,Center,5543438151,294,,5543437383,13,,5543437395,233,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345549,929,4,2,86,22,77tfx9me4aaqhzv78bmgsy9bg,0,28.2,30.5,2025-02-26T20:16:52.124Z,2025-02-26T20:36:14Z,bgviotid6bht0k2452r5gehw4,A. Mohammed,,5543437405,233,714,5543438799,55,930,5543437327,152,,5543437323,13,,5543437325,56,Back,5543437331,285,,5543492505,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346077,715,27,2,86,24,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-02-26T20:16:54.676Z,2025-02-27T09:00:54Z,,,,5543440089,41,Injury,5543440093,233,931,5543440091,53,8vi3l756ez0e96k7muvg4ekbu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345991,931,27,2,86,24,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-02-26T20:16:54.676Z,2025-02-27T09:00:59Z,,,,5543440105,233,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781345597,930,17,2,86,25,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-02-26T20:16:55.596Z,2025-02-27T09:00:45Z,bgviotid6bht0k2452r5gehw4,A. Mohammed,,5543438787,13,243,5543438783,31,,5543438785,392,,5543438789,55,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346101,716,28,2,87,24,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-02-26T20:17:54.876Z,2025-02-27T09:01:14Z,,,,5543440229,55,715,5543440347,233,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346143,932,28,2,87,24,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-02-26T20:17:54.876Z,2025-02-27T09:01:12Z,,,,5543440387,233,716,5543440337,55,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346341,717,1,2,87,42,36g6ifzjliec1jqnbtf7yesme,0,70.2,74.0,2025-02-26T20:18:12.652Z,2025-02-27T09:01:18Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,5543441477,140,86.5,5544063701,224,,5543441471,155,,5543441479,141,56.0,5543441483,213,5.66,5543441467,2,,5544063703,72,,5543441481,212,21.0,5543441469,5,,5543441473,152,,5543441475,56,Center,,,,,,,,,,,,,,,,,,,
2781346381,934,44,2,87,45,77tfx9me4aaqhzv78bmgsy9bg,1,14.9,50.4,2025-02-26T20:18:15.266Z,2025-02-27T09:23:51Z,179f3j88wnmze82aicikkez9,E. Marxen,,5543441733,285,,5543441731,56,Back,5543442987,233,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346581,723,44,2,87,45,36g6ifzjliec1jqnbtf7yesme,0,85.1,49.6,2025-02-26T20:18:15.267Z,2025-02-27T09:23:51Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5543442867,286,,5543442995,233,934,5543442865,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346367,933,12,2,87,45,77tfx9me4aaqhzv78bmgsy9bg,1,12.1,51.2,2025-02-26T20:18:15.330Z,2025-02-27T09:30:27Z,179f3j88wnmze82aicikkez9,E. Marxen,,5543441649,140,25.9,5543441677,15,,5543441647,56,Back,5543441651,141,74.7,5543441655,213,0.83,5543441653,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346413,718,1,2,87,52,36g6ifzjliec1jqnbtf7yesme,0,91.3,0.8,2025-02-26T20:18:22.675Z,2025-02-27T09:01:39Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,5543441917,2,,5543441983,236,,5543441923,140,91.5,5543441931,213,1.46,5543441921,56,Right,5544063725,20,,5543441989,286,,5543441985,233,935,5543441925,141,3.7,5543441919,155,,5544063723,224,,5543441927,212,,,,,,,,,,,2.0,,,,,,
2781346423,935,12,2,87,52,77tfx9me4aaqhzv78bmgsy9bg,1,12.0,91.4,2025-02-26T20:18:22.775Z,2025-02-26T20:18:24Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5543441973,56,Back,5543441971,185,,5543442021,233,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346501,719,5,2,87,53,36g6ifzjliec1jqnbtf7yesme,1,88.4,-1.4,2025-02-26T20:18:23.597Z,2025-02-26T20:32:58Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,5543442395,233,936,5543442381,347,,5543442379,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346441,936,5,2,87,53,77tfx9me4aaqhzv78bmgsy9bg,0,11.6,101.4,2025-02-26T20:18:23.597Z,2025-02-26T20:32:58Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5543442399,233,719,5543442051,347,,5543442045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346523,720,1,2,88,2,36g6ifzjliec1jqnbtf7yesme,1,89.8,0.0,2025-02-26T20:18:32.987Z,2025-02-26T20:18:38Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5543442499,56,Center,5543442507,213,1.57,5543442509,1,,5543442501,140,89.9,5543442497,107,,5543442505,212,38.0,5543442503,141,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346525,721,61,2,88,8,36g6ifzjliec1jqnbtf7yesme,1,89.9,54.8,2025-02-26T20:18:38.332Z,2025-02-26T20:18:38Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,1.0,5543442513,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346543,722,13,2,88,10,36g6ifzjliec1jqnbtf7yesme,1,81.8,52.7,2025-02-26T20:18:40.331Z,2025-02-27T09:31:24Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5543455479,55,721,5543445407,153,,5543445415,231,50,5543455485,328,,5543445399,83,,5543446095,160,,5543444989,20,,5543444991,18,,5543445413,230,98.4,5543455483,215,,5543442621,56,Center,5543445401,102,5543445409,146,5543455477,29,5543445411,147,55.2,5543445403,103,6.9,58.5,,93.2,,,,
2781346545,937,61,2,88,10,77tfx9me4aaqhzv78bmgsy9bg,1,10.2,43.4,2025-02-26T20:18:40.821Z,2025-02-26T20:18:40Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5543442629,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346571,938,52,2,88,16,77tfx9me4aaqhzv78bmgsy9bg,1,2.7,49.4,2025-02-26T20:18:46.143Z,2025-02-27T09:04:48Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5544063939,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346643,939,1,2,88,25,77tfx9me4aaqhzv78bmgsy9bg,1,2.5,48.1,2025-02-26T20:18:55.723Z,2025-02-27T09:05:02Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5543443211,212,41.8,5544063953,189,,5543443203,199,,5543443205,56,Back,5543443213,213,0.48,5543443215,1,,5543443207,140,37.8,5543443209,141,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346659,940,1,2,88,28,77tfx9me4aaqhzv78bmgsy9bg,1,37.8,86.6,2025-02-26T20:18:58.235Z,2025-02-27T09:05:04Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5543443325,213,3.22,5543443323,212,14.3,5543443317,56,Back,5543443319,140,24.2,5543443321,141,84.9,5544063983,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346683,941,1,2,88,30,77tfx9me4aaqhzv78bmgsy9bg,1,24.2,84.9,2025-02-26T20:19:00.539Z,2025-02-26T20:19:02Z,179f3j88wnmze82aicikkez9,E. Marxen,,5543443475,213,3.97,5543443469,140,10.1,5543443473,212,21.9,5543443471,141,61.1,5543443467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346709,942,1,2,88,34,77tfx9me4aaqhzv78bmgsy9bg,1,7.7,61.2,2025-02-26T20:19:04.139Z,2025-02-26T20:19:06Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5543443607,141,92.9,5543443615,213,1.44,5543443603,140,10.5,5543443597,56,Back,5543443611,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346737,943,1,2,88,36,77tfx9me4aaqhzv78bmgsy9bg,0,10.5,92.9,2025-02-26T20:19:06.347Z,2025-02-26T20:19:08Z,179f3j88wnmze82aicikkez9,E. Marxen,,5543443727,212,30.0,5543443719,155,,5543443725,141,80.3,5543443723,140,37.9,5543443729,213,5.99,5543443721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346747,724,1,2,88,38,36g6ifzjliec1jqnbtf7yesme,0,52.9,16.6,2025-02-26T20:19:08.642Z,2025-02-26T20:19:09Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,5543443761,56,Right,5543443769,213,5.78,5543443763,140,62.7,5543443765,141,8.2,5543443759,3,,5543443767,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346789,944,1,2,88,42,77tfx9me4aaqhzv78bmgsy9bg,1,41.0,92.4,2025-02-26T20:19:12.546Z,2025-02-27T09:05:43Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5543443923,140,47.9,5543443925,141,85.2,5543443921,56,Back,5543443929,213,5.69,5543443927,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781460619,1026,61,2,88,42,77tfx9me4aaqhzv78bmgsy9bg,0,48.6,85.3,2025-02-26T20:19:12.646Z,2025-02-27T09:05:44Z,bgviotid6bht0k2452r5gehw4,A. Mohammed,,5544064003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346829,726,1,2,88,43,36g6ifzjliec1jqnbtf7yesme,1,47.5,31.3,2025-02-26T20:19:13.570Z,2025-02-26T20:19:18Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5543444201,140,54.4,5543444203,141,15.2,5543444205,212,13.1,5543444199,56,Right,5543444207,213,5.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346857,727,1,2,88,47,36g6ifzjliec1jqnbtf7yesme,0,59.1,15.2,2025-02-26T20:19:17.906Z,2025-02-26T20:19:20Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,5543444377,213,0.25,5543444379,1,,5543444371,140,97.9,5543444375,212,42.0,5543444369,56,Center,5543444373,141,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346861,945,52,2,88,51,77tfx9me4aaqhzv78bmgsy9bg,1,1.9,67.4,2025-02-26T20:19:21.530Z,2025-02-27T09:06:02Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5544064011,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346921,946,1,2,88,55,77tfx9me4aaqhzv78bmgsy9bg,1,1.9,67.4,2025-02-26T20:19:26.043Z,2025-02-26T20:19:29Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5543444777,141,37.0,5543444779,212,21.8,5543444765,123,,5543444781,213,5.04,5543444773,140,8.6,5543444769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346933,947,1,2,88,59,77tfx9me4aaqhzv78bmgsy9bg,1,8.9,35.5,2025-02-26T20:19:29.739Z,2025-02-26T20:19:31Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5543444863,56,Back,5543444865,140,16.8,5543444871,213,0.26,5543444869,212,8.6,5543444867,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346969,948,1,2,89,1,77tfx9me4aaqhzv78bmgsy9bg,1,16.9,36.8,2025-02-26T20:19:31.786Z,2025-02-26T20:19:35Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5543445103,56,Back,5543445121,213,4.72,5543445111,141,10.0,5543445115,212,18.2,5543445107,140,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781346995,949,1,2,89,5,77tfx9me4aaqhzv78bmgsy9bg,1,17.2,9.8,2025-02-26T20:19:35.515Z,2025-02-26T20:19:37Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5543445245,213,1.32,5543445243,212,15.1,5543445237,56,Back,5543445241,141,31.3,5543445239,140,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781347021,950,1,2,89,7,77tfx9me4aaqhzv78bmgsy9bg,0,20.8,31.3,2025-02-26T20:19:37.179Z,2025-02-26T20:19:40Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5543445379,212,37.7,5543445371,157,,5543445383,1,,5543445377,141,11.6,5543445381,213,5.92,5543445375,140,54.4,5543445373,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781347071,728,1,2,89,11,36g6ifzjliec1jqnbtf7yesme,1,42.5,81.2,2025-02-26T20:19:41.322Z,2025-02-26T20:19:43Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,5543445675,56,Left,5543445673,3,,5543445681,212,19.2,5543445677,140,60.7,5543445683,213,0.12,5543445679,141,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781347077,730,1,2,89,13,36g6ifzjliec1jqnbtf7yesme,1,60.7,84.6,2025-02-26T20:19:43.746Z,2025-02-26T20:19:45Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5543445697,141,96.0,5543445699,212,21.8,5543445701,213,2.78,5543445695,140,41.3,5543445693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781347097,731,1,2,89,14,36g6ifzjliec1jqnbtf7yesme,1,41.3,96.0,2025-02-26T20:19:45.026Z,2025-02-26T20:19:46Z,bcdp9e3dezuaybm8ndrsanbx0,M. Nielsen,,5543445821,213,5.68,5543445817,141,81.0,5543445819,212,18.0,5543445813,56,Left,5543445815,140,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
