id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2807097957,510,4,2,63,33,anga7587r1zv4ey71ge9zxol3,0,81.7,5.4,2025-04-27T13:23:32.998Z,2025-04-27T13:57:00Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5684800567,56,Right,5684800565,13,,5684800573,286,,5684800569,152,,5684800647,233,752,5684800571,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807098627,753,18,2,63,50,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-04-27T13:23:49.495Z,2025-04-27T13:24:35Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5684803855,44,Midfielder,5684803941,55,754,5684803857,59,10,5684803853,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807098639,754,19,2,63,50,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-04-27T13:23:49.496Z,2025-04-27T14:28:26Z,lmrff8mviimc33yyrpjzr2tw,O. Boesen,,,5685265091,292,6,5684803913,55,753,5684803909,59,41,5684803903,41,,5684803911,44,Midfielder,5684803907,145,11,5684808637,293,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807098679,755,1,2,64,3,ahnt9ejgwj58ul8auzdvi3czf,1,23.8,69.0,2025-04-27T13:24:03.022Z,2025-04-27T16:53:46Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684804175,5,,5684804177,152,,5684804181,140,15.1,5684804179,56,Back,5684804183,141,44.4,5686138909,189,,5684804187,213,4.21,5684804185,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807098731,756,1,2,64,4,ahnt9ejgwj58ul8auzdvi3czf,1,15.1,44.4,2025-04-27T13:24:03.950Z,2025-04-27T13:24:06Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5684804431,213,5.77,5684804427,141,31.0,5684804425,140,30.4,5684804429,212,18.5,5684804423,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807098955,757,1,2,64,7,ahnt9ejgwj58ul8auzdvi3czf,1,30.6,28.4,2025-04-27T13:24:06.301Z,2025-04-27T13:24:14Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5684805549,56,Back,5684805551,140,26.5,5684805555,212,10.8,5684805557,213,1.98,5684805553,141,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807099037,758,1,2,64,14,ahnt9ejgwj58ul8auzdvi3czf,1,39.1,57.9,2025-04-27T13:24:13.998Z,2025-04-27T14:28:15Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5684805993,141,88.0,5684805997,213,1.16,5684805995,212,22.3,5684805991,140,47.6,5684805989,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807099053,759,1,2,64,17,ahnt9ejgwj58ul8auzdvi3czf,0,57.7,82.1,2025-04-27T13:24:16.207Z,2025-04-27T13:24:17Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684806063,140,59.0,5684806059,155,,5684806069,212,1.8,5684806101,236,,5684806065,141,80.3,5684806103,233,511,5684806071,213,5.55,5684806107,286,,5684806061,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807099045,511,74,2,64,17,anga7587r1zv4ey71ge9zxol3,1,44.9,25.5,2025-04-27T13:24:16.208Z,2025-04-27T13:24:18Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5684806037,56,Back,5684806039,285,,5684806181,233,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807099155,760,4,2,64,20,ahnt9ejgwj58ul8auzdvi3czf,1,45.7,94.5,2025-04-27T13:24:19.986Z,2025-04-27T14:04:07Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684806703,152,,5684806957,233,512,5685067201,294,,5684806707,286,,5684806701,56,Back,5684806699,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807099139,512,4,2,64,20,anga7587r1zv4ey71ge9zxol3,0,54.3,5.5,2025-04-27T13:24:19.987Z,2025-04-27T13:57:00Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5684806977,233,760,5684806915,152,,5684806919,285,,5684806911,56,Right,5684806903,13,,5684806907,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807099789,761,1,2,64,42,ahnt9ejgwj58ul8auzdvi3czf,1,44.1,72.1,2025-04-27T13:24:41.357Z,2025-04-27T13:24:46Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5684809839,152,,5684809849,213,4.33,5684809843,140,40.6,5684809837,5,,5684809845,141,58.7,5684809841,56,Back,5684809847,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807099877,762,1,2,64,47,ahnt9ejgwj58ul8auzdvi3czf,1,48.1,51.3,2025-04-27T13:24:46.494Z,2025-04-27T13:24:49Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5684810237,212,26.0,5684810235,141,17.4,5684810233,140,59.6,5684810239,213,5.19,5684810231,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807099913,763,1,2,64,50,ahnt9ejgwj58ul8auzdvi3czf,1,62.7,16.2,2025-04-27T13:24:49.837Z,2025-04-27T13:24:51Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5684810489,213,2.48,5684810487,212,8.1,5684810485,141,23.6,5684810477,56,Center,5684810481,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100013,764,1,2,64,52,ahnt9ejgwj58ul8auzdvi3czf,1,56.6,23.6,2025-04-27T13:24:51.391Z,2025-04-27T13:24:54Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5684811021,56,Center,5684811017,155,,5684811029,213,0.67,5684811023,140,72.9,5684811027,212,21.9,5684811025,141,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100029,513,83,2,64,54,anga7587r1zv4ey71ge9zxol3,0,24.6,58.4,2025-04-27T13:24:54.008Z,2025-04-27T16:54:20Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5684811725,399,6f6x6f9iybgp9pmkqati2otn8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100067,765,1,2,64,55,ahnt9ejgwj58ul8auzdvi3czf,1,74.4,45.2,2025-04-27T13:24:54.685Z,2025-04-27T16:54:24Z,6f6x6f9iybgp9pmkqati2otn8,A. Simmelhack,,,5684811253,212,10.9,5684811247,56,Center,5684811251,141,30.5,5684811255,213,5.12,5684811249,140,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100093,766,1,2,64,57,ahnt9ejgwj58ul8auzdvi3czf,0,75.5,27.6,2025-04-27T13:24:56.542Z,2025-04-27T13:26:15Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5684811405,141,48.4,5684811399,56,Center,5684811401,140,95.5,5684811407,212,25.3,5684811411,213,0.59,5684811397,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100085,514,52,2,64,58,anga7587r1zv4ey71ge9zxol3,1,3.6,44.5,2025-04-27T13:24:57.242Z,2025-04-27T16:54:32Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5686142853,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100515,515,1,2,65,12,anga7587r1zv4ey71ge9zxol3,0,13.8,32.5,2025-04-27T13:25:11.426Z,2025-04-27T13:25:15Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5684813537,1,,5684813525,199,,5684813535,213,6.07,5684813527,56,Right,5684813533,212,50.7,5684813529,140,61.0,5684813531,141,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100559,767,1,2,65,16,ahnt9ejgwj58ul8auzdvi3czf,0,45.4,85.4,2025-04-27T13:25:15.893Z,2025-04-27T16:54:46Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5684813767,212,15.9,5684813765,141,73.5,5684813761,56,Center,5684813769,213,5.75,5684813763,140,58.4,5684813759,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100577,516,1,2,65,17,anga7587r1zv4ey71ge9zxol3,0,44.1,21.0,2025-04-27T13:25:16.613Z,2025-04-27T13:25:18Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5684813871,141,22.2,5684813873,212,22.1,5684813865,3,,5684813867,56,Center,5684813879,213,0.04,5684813869,140,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100615,768,1,2,65,20,ahnt9ejgwj58ul8auzdvi3czf,0,19.6,77.5,2025-04-27T13:25:19.517Z,2025-04-27T13:25:20Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684814093,56,Back,5684814101,213,5.84,5684814099,212,9.9,5684814097,141,71.3,5684814095,140,28.1,5684814089,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100627,517,1,2,65,21,anga7587r1zv4ey71ge9zxol3,0,57.1,28.3,2025-04-27T13:25:20.097Z,2025-04-27T13:25:20Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5684814153,140,62.2,5684814147,56,Center,5684814165,213,0.06,5684814161,212,5.4,5684814157,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100691,770,1,2,65,24,ahnt9ejgwj58ul8auzdvi3czf,1,32.0,66.7,2025-04-27T13:25:23.061Z,2025-04-27T16:55:05Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5684814491,56,Back,5684814493,140,35.2,5684814499,213,5.80,5684814497,212,3.8,5684814495,141,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100689,518,43,2,65,24,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-04-27T13:25:23.065Z,2025-04-27T16:55:13Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5684814481,56,Center,5686146415,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100759,771,61,2,65,26,ahnt9ejgwj58ul8auzdvi3czf,0,46.1,45.9,2025-04-27T13:25:25.470Z,2025-04-27T13:25:31Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5684814887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100733,519,4,2,65,26,anga7587r1zv4ey71ge9zxol3,1,53.8,51.9,2025-04-27T13:25:25.971Z,2025-04-27T13:57:00Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5684814861,152,,5684815207,233,772,5684814863,265,,5684814859,56,Center,5684814865,286,,5684814857,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100787,772,4,2,65,26,ahnt9ejgwj58ul8auzdvi3czf,0,46.2,48.1,2025-04-27T13:25:25.972Z,2025-04-27T13:57:01Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5684815161,265,,5684815151,56,Back,5684815147,13,,5684815303,233,519,5684815165,285,,5684815155,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807101143,520,1,2,65,43,anga7587r1zv4ey71ge9zxol3,1,55.5,53.1,2025-04-27T13:25:42.794Z,2025-04-27T13:25:43Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5684817069,213,0.84,5684817059,152,,5684817063,140,58.9,5684817061,56,Center,5684817065,141,59.0,5684817067,212,5.4,5684817057,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807101187,521,1,2,65,44,anga7587r1zv4ey71ge9zxol3,1,58.9,59.0,2025-04-27T13:25:43.560Z,2025-04-27T13:25:45Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5684817309,140,54.4,5684817315,213,4.51,5684817311,141,25.9,5684817313,212,23.0,5684817307,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807101255,522,1,2,65,46,anga7587r1zv4ey71ge9zxol3,0,54.7,23.6,2025-04-27T13:25:45.715Z,2025-04-27T13:25:49Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5684817669,212,39.4,5684817671,213,6.22,5684817663,56,Right,5684817667,141,19.7,5684817661,155,,5684817665,140,92.1,5684817673,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807101335,773,12,2,65,52,ahnt9ejgwj58ul8auzdvi3czf,1,9.0,76.4,2025-04-27T13:25:51.869Z,2025-04-27T13:25:53Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684818099,56,Back,5684818107,212,6.9,5684818101,140,8.6,5684818103,141,86.6,5684818109,213,1.63,5684818135,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807101355,523,1,2,65,53,anga7587r1zv4ey71ge9zxol3,1,93.9,4.1,2025-04-27T13:25:52.260Z,2025-04-27T13:25:53Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5684818191,212,6.7,5684818189,141,3.2,5684818193,213,3.23,5684818187,140,87.5,5684818185,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807101435,524,1,2,65,54,anga7587r1zv4ey71ge9zxol3,1,78.5,8.0,2025-04-27T13:25:53.417Z,2025-04-27T16:55:41Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5684818577,212,6.1,5684818575,141,15.2,5684818567,56,Right,5684818579,213,0.94,5684818573,140,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807343439,1069,83,2,65,56,ahnt9ejgwj58ul8auzdvi3czf,1,16.3,80.7,2025-04-27T13:25:55.281Z,2025-04-27T16:55:49Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5686149109,399,8gdfn7j6xac9p4jh94hk40jdg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807101443,525,61,2,65,57,anga7587r1zv4ey71ge9zxol3,0,81.0,19.8,2025-04-27T13:25:56.415Z,2025-04-27T13:25:57Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5684818623,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807101559,774,1,2,66,0,ahnt9ejgwj58ul8auzdvi3czf,1,15.6,66.1,2025-04-27T13:25:59.677Z,2025-04-27T13:26:02Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5684819199,212,5.8,5684819201,213,1.10,5684819193,140,18.1,5684819189,56,Back,5684819197,141,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807101579,775,12,2,66,1,ahnt9ejgwj58ul8auzdvi3czf,1,18.6,74.1,2025-04-27T13:26:00.302Z,2025-04-27T16:55:55Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684819305,140,28.4,5684819307,141,76.7,5684819309,212,10.4,5684819311,213,0.17,5684819303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807101687,526,1,2,66,1,anga7587r1zv4ey71ge9zxol3,1,58.2,15.0,2025-04-27T13:26:00.602Z,2025-04-27T13:26:07Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5684819871,141,19.4,5684819877,213,0.12,5684819875,212,25.5,5684819863,56,Right,5684819859,157,,5684819867,140,82.3,5684819879,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807101701,527,3,2,66,8,anga7587r1zv4ey71ge9zxol3,0,89.2,10.7,2025-04-27T13:26:07.335Z,2025-04-27T16:56:07Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5684819917,56,Right,5684820189,233,776,5684819919,286,,5686150745,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807101733,776,7,2,66,8,ahnt9ejgwj58ul8auzdvi3czf,1,10.8,89.3,2025-04-27T13:26:07.336Z,2025-04-27T16:56:11Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5686150999,383,,5684820107,56,Back,5686151001,178,,5684820109,285,,5684820153,233,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807101789,778,1,2,66,11,ahnt9ejgwj58ul8auzdvi3czf,0,16.4,93.5,2025-04-27T13:26:10.174Z,2025-04-27T13:26:12Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5684820447,233,528,5684820409,141,93.5,5684820411,212,1.2,5684820405,56,Back,5684820407,140,17.5,5684820443,236,,5684820451,286,,5684820413,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807101781,528,74,2,66,11,anga7587r1zv4ey71ge9zxol3,1,87.2,2.8,2025-04-27T13:26:10.175Z,2025-04-27T13:26:13Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5684820371,285,,5684820369,56,Right,5684820577,233,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807101811,529,5,2,66,12,anga7587r1zv4ey71ge9zxol3,0,89.5,-1.7,2025-04-27T13:26:11.506Z,2025-04-27T14:01:51Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5684820501,56,Right,5684821039,233,779,5684820511,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807101889,779,5,2,66,12,ahnt9ejgwj58ul8auzdvi3czf,1,10.5,101.7,2025-04-27T13:26:11.506Z,2025-04-27T14:01:51Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5684820931,347,,5684820927,56,Back,5684820955,233,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807101973,780,1,2,66,18,ahnt9ejgwj58ul8auzdvi3czf,1,10.9,100.0,2025-04-27T13:26:17.549Z,2025-04-27T13:26:19Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5684821381,141,88.1,5684821379,140,18.0,5684821377,56,Back,5684821375,107,,5684821385,213,5.41,5684821383,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807101993,781,1,2,66,19,ahnt9ejgwj58ul8auzdvi3czf,1,17.9,88.1,2025-04-27T13:26:18.909Z,2025-04-27T16:56:21Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5684821479,212,3.1,5684821481,213,1.99,5684821473,56,Back,5684821475,140,16.7,5684821477,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807102207,782,1,2,66,22,ahnt9ejgwj58ul8auzdvi3czf,0,17.0,91.5,2025-04-27T13:26:21.965Z,2025-04-27T14:27:26Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5684822655,213,5.31,5684822659,1,,5684822651,212,40.5,5684822643,140,38.7,5684822639,56,Back,5684822635,155,,5684822647,141,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807102131,530,43,2,66,23,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-04-27T13:26:22.715Z,2025-04-27T16:56:30Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5684822247,56,Center,5686152649,144,44,5684822249,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807103569,783,43,2,66,23,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-04-27T13:26:22.716Z,2025-04-27T16:56:30Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5684831081,233,530,5686152585,144,44,5684830095,285,0,5684830089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807102163,531,1,2,66,23,anga7587r1zv4ey71ge9zxol3,1,64.8,59.9,2025-04-27T13:26:23.050Z,2025-04-27T16:56:33Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5684822443,140,77.6,5684822449,213,5.73,5684822445,141,47.6,5684822441,56,Center,5684822435,3,,5684822447,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807102345,533,1,2,66,26,anga7587r1zv4ey71ge9zxol3,1,76.9,48.1,2025-04-27T13:26:25.455Z,2025-04-27T13:29:29Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,1.0,5684829883,210,16,5684823335,141,39.1,5684823331,140,95.0,5684823327,56,Center,5684823341,213,5.97,5684823337,212,20.0,5684829885,154,,5684829887,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807102357,534,16,2,66,27,anga7587r1zv4ey71ge9zxol3,1,94.8,38.5,2025-04-27T13:26:26.271Z,2025-04-27T16:56:54Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5684829977,89,,5684825445,374,2025-04-27 14:26:25.699,5684829979,328,,5684829983,231,41.5,5684829971,102,49.5,5686154799,396,41.0,5684829955,29,,5684823371,22,,5686154797,395,96.2,5684823375,56,Center,5684829951,78,,5684829963,55,5684829975,214,,533,5684825449,375,5684825441,60,,5684825439,20,,66:26.638,5684829957,154,,5684829973,103,13.3,5686154795,114,5684829981,230,96.4
2807104051,784,1,2,67,40,ahnt9ejgwj58ul8auzdvi3czf,1,50.1,50.1,2025-04-27T13:27:39.236Z,2025-04-27T16:57:30Z,6f6x6f9iybgp9pmkqati2otn8,A. Simmelhack,,,5686156653,189,,5684832501,279,G,5684832491,141,28.9,5684832499,213,3.93,5684832487,140,36.5,5684832483,56,Back,5684832495,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807344907,1070,1,2,67,42,ahnt9ejgwj58ul8auzdvi3czf,1,34.5,29.7,2025-04-27T13:27:41.435Z,2025-04-27T16:57:31Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5686157665,189,,5686157507,213,5.76,5686157501,140,43.6,5686157505,212,11.0,5686157503,141,21.6,5686157499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807104137,785,1,2,67,46,ahnt9ejgwj58ul8auzdvi3czf,1,42.3,19.7,2025-04-27T13:27:45.308Z,2025-04-27T13:27:49Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5684832953,140,59.7,5684832959,213,5.88,5684832955,141,8.3,5684832951,56,Right,5684832957,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807104193,786,1,2,67,50,ahnt9ejgwj58ul8auzdvi3czf,1,48.0,16.0,2025-04-27T13:27:49.581Z,2025-04-27T13:27:52Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5684833297,141,29.1,5684833295,140,32.7,5684833293,56,Back,5684833301,213,2.64,5684833299,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807104253,787,1,2,67,52,ahnt9ejgwj58ul8auzdvi3czf,1,32.0,29.9,2025-04-27T13:27:52.012Z,2025-04-27T13:27:54Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5684833591,140,37.6,5684833595,212,30.4,5684833589,56,Back,5684833597,213,1.38,5684833593,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807104329,788,1,2,67,54,ahnt9ejgwj58ul8auzdvi3czf,1,38.3,73.2,2025-04-27T13:27:54.029Z,2025-04-27T13:27:58Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684833977,213,4.42,5684833969,56,Back,5684833971,140,35.7,5684833975,212,9.3,5684833973,141,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807104379,789,1,2,67,58,ahnt9ejgwj58ul8auzdvi3czf,1,46.2,53.8,2025-04-27T13:27:58.044Z,2025-04-27T13:28:00Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5684834231,212,15.3,5684834225,56,Back,5684834227,140,47.5,5684834233,213,4.80,5684834229,141,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807104463,790,1,2,68,1,ahnt9ejgwj58ul8auzdvi3czf,1,55.2,28.0,2025-04-27T13:28:00.348Z,2025-04-27T13:28:03Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5684834671,140,66.4,5684834675,212,13.4,5684834669,56,Right,5684834677,213,5.79,5684834673,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807104505,791,1,2,68,4,ahnt9ejgwj58ul8auzdvi3czf,1,63.0,13.3,2025-04-27T13:28:03.837Z,2025-04-27T16:57:49Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5684834887,140,66.9,5684834885,56,Center,5684834893,213,1.06,5684834889,141,24.0,5684834891,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807345209,1071,1,2,68,5,ahnt9ejgwj58ul8auzdvi3czf,0,66.7,31.4,2025-04-27T13:28:04.668Z,2025-04-27T16:57:56Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5686159217,140,70.3,5686159215,56,Center,5686159221,212,7.5,5686159219,141,40.9,5686159223,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
