id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2816603697,668,1,2,75,45,anga7587r1zv4ey71ge9zxol3,0,78.0,17.9,2025-05-18T15:37:26.592Z,2025-05-18T15:37:27Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5737280113,212,25.6,5737280111,141,30.2,5737280103,3,,5737280105,56,Center,5737280115,213,0.33,5737280109,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604111,669,5,2,75,46,anga7587r1zv4ey71ge9zxol3,0,101.0,30.2,2025-05-18T15:37:27.831Z,2025-05-18T15:37:54Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5737282539,346,,5737282533,56,Center,5737282653,233,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816603963,728,5,2,75,46,aljua8crr0vkwit0j3m59jw9j,1,-1.0,69.8,2025-05-18T15:37:27.831Z,2025-05-18T16:27:47Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5737282613,233,669,5737281653,346,,5737281651,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816603981,729,1,2,76,4,aljua8crr0vkwit0j3m59jw9j,1,5.1,48.4,2025-05-18T15:37:45.976Z,2025-05-18T15:37:47Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5737281747,140,2.8,5737281753,213,1.77,5737281751,212,12.1,5737281757,237,,5737281743,124,,5737281745,56,Back,5737281749,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604049,730,1,2,76,5,aljua8crr0vkwit0j3m59jw9j,1,2.8,67.2,2025-05-18T15:37:47.061Z,2025-05-18T15:37:50Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5737282165,212,19.4,5737282159,56,Back,5737282167,213,1.36,5737282163,141,95.1,5737282161,140,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604095,731,1,2,76,8,aljua8crr0vkwit0j3m59jw9j,1,8.5,95.3,2025-05-18T15:37:50.357Z,2025-05-18T15:37:53Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5737282453,213,0.04,5737282451,212,21.8,5737282447,141,96.5,5737282443,140,29.2,5737282439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604103,732,1,2,76,11,aljua8crr0vkwit0j3m59jw9j,0,29.2,96.5,2025-05-18T15:37:52.911Z,2025-05-18T15:37:54Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5737282499,213,6.25,5737282681,286,,5737282495,212,3.9,5737282487,56,Back,5737282677,233,670,5737282489,140,32.9,5737282491,141,96.3,5737282485,168,,5737282675,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604119,670,74,2,76,11,anga7587r1zv4ey71ge9zxol3,1,69.0,11.9,2025-05-18T15:37:52.912Z,2025-05-18T16:23:44Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5737282687,233,732,5737282567,56,Right,5737282569,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604157,672,1,2,76,13,anga7587r1zv4ey71ge9zxol3,1,72.9,7.1,2025-05-18T15:37:55.104Z,2025-05-18T15:37:55Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5737282765,141,9.1,5737282769,213,2.84,5737282767,212,4.5,5737282763,140,68.8,5737282761,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604191,673,1,2,76,14,anga7587r1zv4ey71ge9zxol3,1,68.8,9.1,2025-05-18T15:37:55.760Z,2025-05-18T15:37:57Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5737282961,213,0.34,5737282955,140,75.5,5737282957,141,12.8,5737282953,56,Right,5737282959,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604195,674,3,2,76,16,anga7587r1zv4ey71ge9zxol3,0,78.6,9.6,2025-05-18T15:37:57.744Z,2025-05-18T22:07:00Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5738963013,233,733,5737282979,286,,5738880739,465,,5737282977,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604219,733,7,2,76,16,aljua8crr0vkwit0j3m59jw9j,1,21.4,90.4,2025-05-18T15:37:57.745Z,2025-05-18T22:07:00Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5738881129,178,,5737283085,56,Back,5737283087,285,,5738962983,233,674,5738881127,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604259,735,1,2,76,18,aljua8crr0vkwit0j3m59jw9j,1,24.7,94.4,2025-05-18T15:37:59.440Z,2025-05-18T15:38:00Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5737283309,212,4.4,5737283303,56,Back,5737283307,141,88.0,5737283305,140,24.5,5737283311,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604283,736,1,2,76,19,aljua8crr0vkwit0j3m59jw9j,1,24.6,87.8,2025-05-18T15:38:00.455Z,2025-05-18T15:38:01Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5737283437,56,Back,5737283445,213,5.26,5737283441,141,78.1,5737283443,212,7.7,5737283439,140,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604363,737,1,2,76,20,aljua8crr0vkwit0j3m59jw9j,1,28.4,78.1,2025-05-18T15:38:01.630Z,2025-05-18T15:38:05Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5737283851,140,17.7,5737283853,141,73.0,5737283857,213,3.44,5737283849,56,Back,5737283855,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604457,738,1,2,76,24,aljua8crr0vkwit0j3m59jw9j,1,21.7,76.3,2025-05-18T15:38:05.392Z,2025-05-18T15:38:10Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5737284421,212,49.2,5737284423,213,5.10,5737284409,155,,5737284415,56,Back,5737284419,141,9.4,5737284417,140,39.5,5737284413,196,,5737284425,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604507,739,1,2,76,29,aljua8crr0vkwit0j3m59jw9j,1,43.7,9.1,2025-05-18T15:38:10.676Z,2025-05-18T15:38:13Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5737284667,213,0.37,5737284659,56,Back,5737284665,212,4.7,5737284661,140,47.9,5737284663,141,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604529,740,1,2,76,31,aljua8crr0vkwit0j3m59jw9j,1,46.0,13.8,2025-05-18T15:38:13.347Z,2025-05-18T15:38:14Z,d4emkl168o7w0fy7shqdp6t5g,A. Rrahmani,,,5737284793,141,20.4,5737284791,140,38.2,5737284789,56,Back,5737284795,212,9.3,5737284797,213,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604569,741,1,2,76,33,aljua8crr0vkwit0j3m59jw9j,1,38.2,20.4,2025-05-18T15:38:14.613Z,2025-05-18T15:38:17Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5737284997,56,Back,5737285001,141,14.0,5737285003,212,13.8,5737285005,213,3.46,5737284999,140,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604623,742,1,2,76,35,aljua8crr0vkwit0j3m59jw9j,1,26.2,20.1,2025-05-18T15:38:17.119Z,2025-05-18T15:38:20Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5737285371,140,37.3,5737285379,212,16.3,5737285381,213,0.78,5737285367,56,Back,5737285377,141,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604679,743,1,2,76,39,aljua8crr0vkwit0j3m59jw9j,0,36.9,36.6,2025-05-18T15:38:20.431Z,2025-05-18T15:38:23Z,d4emkl168o7w0fy7shqdp6t5g,A. Rrahmani,,,5737285679,141,0.0,5737285681,212,28.9,5737285683,213,4.23,5737285675,56,Back,5737285677,140,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604805,675,5,2,76,42,anga7587r1zv4ey71ge9zxol3,1,75.6,101.5,2025-05-18T15:38:23.437Z,2025-05-18T16:27:47Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5737286469,56,Left,5737286473,347,,5737286475,233,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604689,744,5,2,76,42,aljua8crr0vkwit0j3m59jw9j,0,24.4,-1.5,2025-05-18T15:38:23.437Z,2025-05-18T16:27:47Z,d4emkl168o7w0fy7shqdp6t5g,A. Rrahmani,,,5737285735,347,,5737285733,56,Back,5737286523,233,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604871,676,1,2,76,49,anga7587r1zv4ey71ge9zxol3,1,72.8,100.0,2025-05-18T15:38:31.184Z,2025-05-18T15:38:34Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5737286835,213,3.42,5737286827,56,Left,5737286825,107,,5737286831,141,95.6,5737286833,212,15.8,5737286829,140,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604923,677,1,2,76,52,anga7587r1zv4ey71ge9zxol3,1,58.0,95.2,2025-05-18T15:38:34.240Z,2025-05-18T15:38:37Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5737287123,56,Back,5737287131,213,4.09,5737287129,212,29.2,5737287125,140,41.7,5737287127,141,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604967,678,1,2,76,55,anga7587r1zv4ey71ge9zxol3,1,41.7,60.4,2025-05-18T15:38:37.232Z,2025-05-18T15:38:39Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5737287363,212,18.6,5737287355,56,Back,5737287359,141,87.4,5737287357,140,44.7,5737287365,213,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816604993,679,1,2,76,57,anga7587r1zv4ey71ge9zxol3,1,44.7,87.4,2025-05-18T15:38:39.360Z,2025-05-18T15:38:41Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5737287497,213,6.05,5737287495,212,9.7,5737287491,140,53.7,5737287489,56,Left,5737287493,141,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816605085,680,1,2,76,59,anga7587r1zv4ey71ge9zxol3,1,54.7,83.7,2025-05-18T15:38:41.119Z,2025-05-18T15:38:46Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5737288043,56,Left,5737288049,212,11.5,5737288051,213,0.52,5737288047,141,92.1,5737288045,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816605103,681,3,2,77,4,anga7587r1zv4ey71ge9zxol3,0,69.8,92.2,2025-05-18T15:38:46.069Z,2025-05-18T21:39:31Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5738883869,465,,5737288383,233,745,5737288119,286,,5737288113,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816605147,745,7,2,77,4,aljua8crr0vkwit0j3m59jw9j,0,30.2,7.8,2025-05-18T15:38:46.070Z,2025-05-18T21:39:35Z,d4emkl168o7w0fy7shqdp6t5g,A. Rrahmani,,,5737288323,56,Back,5738884121,385,,5738884125,178,,5737288325,285,,5737288365,233,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816605121,682,61,2,77,6,anga7587r1zv4ey71ge9zxol3,1,69.8,91.9,2025-05-18T15:38:47.533Z,2025-05-18T15:38:47Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5737288209,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816605153,746,43,2,77,7,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-05-18T15:38:48.444Z,2025-05-18T15:38:52Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5737288871,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816605177,747,1,2,77,7,aljua8crr0vkwit0j3m59jw9j,0,17.1,3.8,2025-05-18T15:38:49.241Z,2025-05-18T15:38:49Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5737288493,140,19.8,5737288489,56,Back,5737288487,157,,5737288505,212,2.8,5737288499,141,3.4,5737288515,1,,5737288509,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816605211,683,1,2,77,9,anga7587r1zv4ey71ge9zxol3,1,77.2,95.1,2025-05-18T15:38:50.704Z,2025-05-18T21:39:45Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5737288671,56,Left,5738884599,140,88.5,5738884597,3,,5738884607,213,5.83,5738884601,141,86.5,5738884603,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816605321,684,1,2,77,10,anga7587r1zv4ey71ge9zxol3,1,91.5,66.8,2025-05-18T15:38:51.647Z,2025-05-18T21:40:06Z,58o5ram4bf58357786j9jr7kk,M. Opoku,1.0,,5737289327,141,61.6,5737289323,56,Center,5737293415,210,15,5737289325,140,88.9,5737289329,212,4.5,5737289331,213,4.05,5737293417,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816605325,685,15,2,77,11,anga7587r1zv4ey71ge9zxol3,1,88.9,61.6,2025-05-18T15:38:52.919Z,2025-05-18T21:40:24Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5737289375,17,,5737293533,29,,5737296825,233,748,5737293535,154,,5737293547,146,99.4,5737289373,22,,5737293545,328,,5737293537,55,684,5737293549,147,5737292821,20,,5738886705,78,5737289377,56,5737293543,103,52.9,11.4,5737293541,102,49.2,,,,,Center,,,,,,,,,,,,,,
2816605301,748,10,2,77,11,aljua8crr0vkwit0j3m59jw9j,1,2.9,46.3,2025-05-18T15:38:53.019Z,2025-05-18T22:06:47Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5737289179,173,,5737289185,56,Back,5737296935,233,685,5737296785,179,,5738886851,376,,5737289183,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816605363,686,43,2,77,18,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-05-18T15:38:59.984Z,2025-05-18T21:40:36Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5737289811,399,7sbdudf1vycn8hinw0giakpyi,5738887233,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816605395,749,1,2,77,18,aljua8crr0vkwit0j3m59jw9j,0,1.9,91.1,2025-05-18T15:39:00.081Z,2025-05-18T21:40:45Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5737289773,212,21.0,5738887595,1,,5737289769,140,21.9,5737289771,141,91.4,5737289775,213,0.01,5738887593,157,,5737289767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816605495,687,1,2,77,21,anga7587r1zv4ey71ge9zxol3,1,78.6,8.3,2025-05-18T15:39:02.911Z,2025-05-18T15:39:05Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5737290279,140,95.9,5737290281,141,24.1,5737290283,212,21.1,5737290277,56,Center,5737290285,213,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816605519,688,3,2,77,24,anga7587r1zv4ey71ge9zxol3,1,97.0,27.2,2025-05-18T15:39:05.839Z,2025-05-18T21:40:52Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5737290405,56,Center,5737290407,286,,5738888095,464,,5737290489,233,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816605507,750,45,2,77,24,aljua8crr0vkwit0j3m59jw9j,0,3.0,72.8,2025-05-18T15:39:05.839Z,2025-05-18T16:25:04Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5737290335,285,,5737290541,233,688,5737290333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816605549,689,1,2,77,25,anga7587r1zv4ey71ge9zxol3,0,95.9,24.1,2025-05-18T15:39:07.007Z,2025-05-18T15:39:08Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5737290625,213,1.52,5737290619,140,96.4,5737290617,56,Center,5737290623,212,11.3,5737290621,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816605567,690,6,2,77,27,anga7587r1zv4ey71ge9zxol3,1,96.6,42.0,2025-05-18T15:39:08.806Z,2025-05-18T15:57:18Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5737290853,233,752,5737290851,75,,5737290849,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816605559,752,6,2,77,27,aljua8crr0vkwit0j3m59jw9j,0,3.4,58.0,2025-05-18T15:39:08.806Z,2025-05-18T21:41:07Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5737290699,73,,5737290891,233,690,5737290697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816606183,691,1,2,77,59,anga7587r1zv4ey71ge9zxol3,1,99.5,0.5,2025-05-18T15:39:40.496Z,2025-05-18T21:41:27Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,1.0,5737294337,213,1.91,5737294327,224,,5738889801,20,,5737294333,141,46.3,5737294331,140,88.9,5737297625,25,,5737294329,56,Center,5737294325,155,,5737294321,2,5737294323,6,,5737294339,1,5737297623,154,5737297621,210,,16,5737294335,212,33.1,,,,,,,,,,,,,,,,,,,
2816606191,692,16,2,78,2,anga7587r1zv4ey71ge9zxol3,1,89.6,52.1,2025-05-18T15:39:44.128Z,2025-05-18T21:42:45Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5737296707,374,2025-05-18 16:39:43.467,5737294373,56,Center,5737297703,102,51.0,5738892099,396,52.7,5737297707,136,,5737297685,29,,5738892091,79,,5737297689,154,,5737297705,103,5737297695,55,691,5737296711,375,5737294371,17,5737297709,230,27.8,99.0,5738892097,395,99.3,5737296701,15,5737296705,328,,78:02.087,,5737297711,231,,5737296699,25,,,,,,,49.8
2816609263,708,18,2,78,10,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-05-18T15:39:51.513Z,2025-05-18T15:43:09Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5737311825,55,709,5737311743,42,,5737311747,59,18,5737311745,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816609269,709,19,2,78,10,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-05-18T15:39:51.514Z,2025-05-18T16:06:42Z,cty7nsrs5yn785m330c2gbwq2,N. Baden,,,5737311791,44,Forward,5737311789,59,29,5737311793,55,708,5737313509,293,1,5737311787,145,2,5737410521,292,9,5737311781,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816609911,710,18,2,78,10,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-05-18T15:39:52.263Z,2025-05-18T15:43:45Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5737315407,44,Forward,5737315405,42,,5737315411,59,21,5737315463,55,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816609917,711,19,2,78,10,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-05-18T15:39:52.264Z,2025-05-18T16:06:44Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5737315445,59,24,5737410695,292,7,5737315449,44,Midfielder,5737315431,42,,5737315451,55,710,5737410697,293,2,5737315441,145,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816606893,753,1,2,78,45,aljua8crr0vkwit0j3m59jw9j,1,50.6,50.0,2025-05-18T15:40:27.049Z,2025-05-18T21:43:09Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,,5737298389,279,G,5737298379,140,20.7,5737298415,189,,5737298385,213,3.46,5737298381,141,34.6,5737298383,212,33.1,5737298387,1,,5737298377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816890809,949,61,2,78,47,aljua8crr0vkwit0j3m59jw9j,1,25.1,40.3,2025-05-18T15:40:28.448Z,2025-05-18T21:43:06Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5738894823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816606937,754,1,2,78,49,aljua8crr0vkwit0j3m59jw9j,1,18.4,31.2,2025-05-18T15:40:30.751Z,2025-05-18T21:43:16Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5737298655,212,23.0,5737298657,213,5.30,5737298649,56,Back,5737298653,141,3.1,5737298651,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816606955,755,1,2,78,54,aljua8crr0vkwit0j3m59jw9j,0,30.6,3.1,2025-05-18T15:40:35.838Z,2025-05-18T15:40:38Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5737298789,236,,5737298791,233,693,5737298729,140,32.4,5737298733,212,2.0,5737298731,141,4.0,5737298735,213,0.31,5737298727,56,Back,5737298795,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816606933,693,74,2,78,54,anga7587r1zv4ey71ge9zxol3,1,69.4,96.4,2025-05-18T15:40:35.839Z,2025-05-18T15:40:37Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5737298627,56,Left,5737298851,233,755,5737298631,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816606977,694,5,2,78,55,anga7587r1zv4ey71ge9zxol3,0,68.2,101.4,2025-05-18T15:40:37.056Z,2025-05-18T15:40:44Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5737298853,56,Left,5737298855,347,,5737299493,233,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816607087,756,5,2,78,55,aljua8crr0vkwit0j3m59jw9j,1,31.8,-1.4,2025-05-18T15:40:37.056Z,2025-05-18T16:27:47Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5737299477,233,694,5737299441,347,,5737299439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816607123,757,1,2,79,2,aljua8crr0vkwit0j3m59jw9j,1,32.1,0.0,2025-05-18T15:40:44.066Z,2025-05-18T15:40:46Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5737299629,213,1.74,5737299625,141,5.9,5737299623,140,31.3,5737299621,56,Back,5737299619,107,,5737299627,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816607143,758,1,2,79,4,aljua8crr0vkwit0j3m59jw9j,0,32.5,5.5,2025-05-18T15:40:45.909Z,2025-05-18T15:40:47Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5737299765,140,50.9,5737299771,213,0.24,5737299769,212,19.9,5737299773,1,,5737299767,141,12.5,5737299763,56,Right,5737299761,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816607205,695,1,2,79,6,anga7587r1zv4ey71ge9zxol3,1,48.2,90.3,2025-05-18T15:40:48.032Z,2025-05-18T15:40:52Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5737300147,56,Left,5737300153,212,20.9,5737300151,141,81.3,5737300155,213,5.99,5737300149,140,67.2,5737300145,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816607217,696,1,2,79,10,anga7587r1zv4ey71ge9zxol3,1,67.8,61.7,2025-05-18T15:40:52.356Z,2025-05-18T21:43:54Z,cty7nsrs5yn785m330c2gbwq2,N. Baden,,,5738897443,156,,5738897327,213,4.00,5738897325,212,12.4,5737382501,56,Center,5738897321,140,60.1,5738897323,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816621801,793,1,2,79,12,anga7587r1zv4ey71ge9zxol3,1,70.5,30.9,2025-05-18T15:40:53.380Z,2025-05-18T15:59:44Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5737384179,213,5.74,5737384175,141,23.8,5737384173,140,78.2,5737384171,56,Center,5737384177,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816607325,697,1,2,79,15,anga7587r1zv4ey71ge9zxol3,0,83.8,30.4,2025-05-18T15:40:57.023Z,2025-05-18T15:40:58Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5737300689,140,83.9,5737300779,236,,5737300701,213,1.40,5737300693,141,31.3,5737300697,212,0.6,5737300785,286,,5737300685,56,Center,5737300781,233,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816607337,759,74,2,79,15,aljua8crr0vkwit0j3m59jw9j,1,16.8,70.5,2025-05-18T15:40:57.024Z,2025-05-18T16:23:44Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5737300749,285,,5737300813,233,697,5737300747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
