id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2740210873,624,12,2,77,53,cftj6g399tknheudaxsdpfdgb,1,14.9,41.0,2024-10-27T16:40:23.760Z,2024-10-27T16:40:29Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5319724957,56,Back,5319724965,213,1.02,5319724959,140,17.3,5319724961,141,47.0,5319724963,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740210827,807,61,2,77,55,aljua8crr0vkwit0j3m59jw9j,0,80.5,50.5,2024-10-27T16:40:26.148Z,2024-10-27T17:06:00Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5319872697,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740210897,625,12,2,77,58,cftj6g399tknheudaxsdpfdgb,1,16.5,68.0,2024-10-27T16:40:29.424Z,2024-10-27T16:40:30Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5319725099,213,5.18,5319725097,212,14.2,5319725087,56,Back,5319725091,140,22.6,5319725095,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740210889,809,44,2,77,59,aljua8crr0vkwit0j3m59jw9j,1,76.2,48.7,2024-10-27T16:40:29.683Z,2024-10-27T17:09:25Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319725227,233,626,5319725065,56,Center,5319725067,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740210917,626,44,2,77,59,cftj6g399tknheudaxsdpfdgb,0,23.8,51.3,2024-10-27T16:40:29.684Z,2024-10-27T17:09:25Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5319725269,233,809,5319725175,285,,5319725173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740210913,810,1,2,77,59,aljua8crr0vkwit0j3m59jw9j,0,73.4,46.2,2024-10-27T16:40:30.116Z,2024-10-27T16:40:31Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319725157,212,7.8,5319725151,56,Center,5319725155,141,38.4,5319725159,213,5.53,5319725153,140,78.8,5319725149,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740210951,627,12,2,78,1,cftj6g399tknheudaxsdpfdgb,1,15.4,64.8,2024-10-27T16:40:31.551Z,2024-10-27T16:40:32Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5319725379,140,29.3,5319725377,56,Back,5319725425,15,,5319725385,213,5.82,5319725383,212,16.3,5319725381,141,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740211015,628,61,2,78,4,cftj6g399tknheudaxsdpfdgb,0,23.4,52.8,2024-10-27T16:40:34.736Z,2024-10-27T16:40:34Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5319725655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740211031,811,1,2,78,4,aljua8crr0vkwit0j3m59jw9j,0,63.1,41.7,2024-10-27T16:40:35.059Z,2024-10-27T17:06:33Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5319876041,140,70.7,5319876237,3,,5319876047,213,0.62,5319876045,212,9.8,5319876039,56,Center,5319876043,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740211111,629,83,2,78,8,cftj6g399tknheudaxsdpfdgb,0,23.4,49.1,2024-10-27T16:40:38.512Z,2024-10-27T17:07:26Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5319740161,399,1902oagnhlo7x9xpumxvg1t78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740211147,814,1,2,78,8,aljua8crr0vkwit0j3m59jw9j,1,73.1,48.1,2024-10-27T16:40:39.467Z,2024-10-27T17:07:23Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5319879063,213,3.12,5319879057,140,60.3,5319879061,212,13.4,5319879055,56,Center,5319879059,141,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740211129,630,45,2,78,9,cftj6g399tknheudaxsdpfdgb,0,33.9,49.6,2024-10-27T16:40:39.475Z,2024-10-27T17:09:20Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5319881001,285,,5319880999,56,Back,5319881601,233,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740239321,1008,3,2,78,9,aljua8crr0vkwit0j3m59jw9j,1,66.1,50.4,2024-10-27T16:40:39.475Z,2024-10-27T17:09:19Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319881569,233,630,5319881475,56,Center,5319881477,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740211193,815,1,2,78,10,aljua8crr0vkwit0j3m59jw9j,1,69.3,51.1,2024-10-27T16:40:41.219Z,2024-10-27T16:40:42Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319726677,141,68.3,5319726673,140,59.5,5319726667,56,Center,5319726689,213,2.29,5319726683,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740211245,816,1,2,78,12,aljua8crr0vkwit0j3m59jw9j,1,59.4,67.4,2024-10-27T16:40:42.643Z,2024-10-27T16:40:45Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5319726977,56,Left,5319726985,213,0.71,5319726983,212,23.3,5319726979,140,76.2,5319726981,141,89.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740211261,817,1,2,78,15,aljua8crr0vkwit0j3m59jw9j,1,77.0,90.6,2024-10-27T16:40:45.603Z,2024-10-27T16:40:49Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5319727073,213,3.52,5319727071,212,17.3,5319727061,56,Left,5319727069,141,81.3,5319727065,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740211581,631,27,2,78,18,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-10-27T16:40:48.629Z,2024-10-27T16:40:58Z,,,,,5319728691,233,818,5319728675,53,73lwz4he5erpp25zi8crjvztg,5319728673,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740211333,818,27,2,78,18,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-10-27T16:40:48.629Z,2024-10-27T16:40:59Z,,,,,5319728771,233,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740211421,819,43,2,78,21,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-10-27T16:40:52.316Z,2024-10-27T16:40:58Z,,,,,5319728731,144,28,5319727843,55,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740213731,632,28,2,79,46,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-10-27T16:42:16.607Z,2024-10-27T16:43:41Z,,,,,5319740399,55,631,5319748801,233,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740213329,821,28,2,79,46,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-10-27T16:42:16.607Z,2024-10-27T16:43:42Z,,,,,5319748849,233,632,5319738141,55,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740213805,823,1,2,80,5,aljua8crr0vkwit0j3m59jw9j,1,53.6,78.0,2024-10-27T16:42:36.246Z,2024-10-27T16:42:38Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5319740765,56,Center,5319740769,141,64.0,5319740767,140,54.1,5319740773,213,4.77,5319740771,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740213845,824,1,2,80,8,aljua8crr0vkwit0j3m59jw9j,1,53.7,62.6,2024-10-27T16:42:38.566Z,2024-10-27T16:42:41Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5319741073,213,4.90,5319741071,212,16.1,5319741065,56,Center,5319741067,140,56.5,5319741069,141,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740213927,825,1,2,80,10,aljua8crr0vkwit0j3m59jw9j,1,60.1,36.5,2024-10-27T16:42:41.223Z,2024-10-27T16:42:44Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319741471,1,,5319741459,155,,5319741461,56,Center,5319741467,212,40.8,5319741465,141,74.9,5319741469,213,0.69,5319741463,140,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740213933,826,61,2,80,14,aljua8crr0vkwit0j3m59jw9j,0,89.9,74.8,2024-10-27T16:42:44.503Z,2024-10-27T16:42:44Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5319741507,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740214467,633,12,2,80,15,cftj6g399tknheudaxsdpfdgb,1,10.6,25.4,2024-10-27T16:42:46.243Z,2024-10-27T16:43:08Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5319744397,212,39.1,5319744399,213,0.96,5319744387,56,Back,5319744391,140,31.8,5319744395,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740214045,827,1,2,80,17,aljua8crr0vkwit0j3m59jw9j,1,61.3,36.3,2024-10-27T16:42:47.814Z,2024-10-27T16:42:50Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319742173,141,55.4,5319742175,212,14.6,5319742169,56,Center,5319742171,140,67.6,5319742177,213,1.10,5319742167,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740214097,828,1,2,80,20,aljua8crr0vkwit0j3m59jw9j,1,67.0,51.8,2024-10-27T16:42:50.582Z,2024-10-27T16:42:52Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5319742483,212,10.0,5319742485,213,3.96,5319742477,56,Center,5319742481,141,41.0,5319742479,140,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740214147,829,1,2,80,21,aljua8crr0vkwit0j3m59jw9j,1,60.1,39.3,2024-10-27T16:42:52.470Z,2024-10-27T16:42:54Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319742755,141,21.0,5319742759,213,5.12,5319742757,212,13.5,5319742753,140,65.2,5319742749,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740214203,830,1,2,80,24,aljua8crr0vkwit0j3m59jw9j,1,65.2,20.8,2024-10-27T16:42:54.518Z,2024-10-27T16:42:57Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5319743049,56,Center,5319743053,141,28.5,5319743055,212,6.3,5319743051,140,68.6,5319743057,213,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740214295,831,1,2,80,26,aljua8crr0vkwit0j3m59jw9j,1,68.3,29.0,2024-10-27T16:42:57.447Z,2024-10-27T16:43:01Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5319743485,56,Center,5319743493,141,50.8,5319743499,213,1.42,5319743489,140,70.4,5319743497,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740214429,832,1,2,80,30,aljua8crr0vkwit0j3m59jw9j,1,73.3,38.6,2024-10-27T16:43:01.430Z,2024-10-27T16:43:06Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5319744169,56,Right,5319744173,141,11.8,5319744175,212,24.2,5319744177,213,5.43,5319744171,140,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740214437,833,1,2,80,36,aljua8crr0vkwit0j3m59jw9j,0,93.8,17.4,2024-10-27T16:43:06.760Z,2024-10-27T16:43:09Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5319744497,233,634,5319744501,286,,5319744217,213,1.75,5319744211,140,93.5,5319744203,2,,5319744209,56,Right,5319744495,236,,5319744213,141,19.9,5319744207,155,,5319744215,212,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740214479,634,12,2,80,36,cftj6g399tknheudaxsdpfdgb,1,9.3,79.4,2024-10-27T16:43:06.860Z,2024-10-27T16:43:09Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5319744541,233,833,5319744433,56,Back,5319744431,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740214839,635,12,2,80,39,cftj6g399tknheudaxsdpfdgb,1,9.4,77.1,2024-10-27T16:43:09.508Z,2024-10-27T16:43:24Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5319746505,56,Left,5319746517,213,0.14,5319746513,212,63.6,5319746507,140,69.4,5319746509,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740214705,834,1,2,80,43,aljua8crr0vkwit0j3m59jw9j,1,28.6,13.0,2024-10-27T16:43:13.974Z,2024-10-27T16:43:17Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5319745719,141,46.2,5319745717,140,39.1,5319745715,56,Back,5319745723,213,1.12,5319745721,212,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740214803,835,1,2,80,46,aljua8crr0vkwit0j3m59jw9j,1,39.0,44.0,2024-10-27T16:43:17.239Z,2024-10-27T16:43:22Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5319746299,213,5.45,5319746297,212,20.6,5319746293,141,21.6,5319746289,140,52.2,5319746287,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740214827,836,1,2,80,52,aljua8crr0vkwit0j3m59jw9j,0,59.2,21.3,2024-10-27T16:43:22.810Z,2024-10-27T16:43:23Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319746447,56,Center,5319746443,155,,5319746455,141,61.0,5319746461,213,1.19,5319746451,140,69.5,5319746459,212,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740215145,637,3,2,81,1,cftj6g399tknheudaxsdpfdgb,1,81.9,51.0,2024-10-27T16:43:32.376Z,2024-10-27T17:02:14Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5319748271,286,,5319748331,233,837,5319748269,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740215053,837,45,2,81,1,aljua8crr0vkwit0j3m59jw9j,0,18.1,49.0,2024-10-27T16:43:32.376Z,2024-10-27T17:02:14Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319747781,285,,5319748361,233,637,5319747773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740215157,638,16,2,81,3,cftj6g399tknheudaxsdpfdgb,1,86.1,53.4,2024-10-27T16:43:33.804Z,2024-10-27T17:10:45Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5319753803,214,,5319753811,458,,5319748309,254,,5319753799,103,5.7,5319753793,76,,5319759383,215,,5319753819,300,,5319753817,231,50.5,5319748305,17,,5319752161,23,,5319748307,56,5319753797,102,5319753815,230,96.2,5319752173,375,81:02.442,5319752163,72,,Center,53.7,5319752169,374,,,,2024-10-27 16:43:32.917,,,,,,
2740216577,838,1,2,82,9,aljua8crr0vkwit0j3m59jw9j,1,50.7,49.5,2024-10-27T16:44:39.498Z,2024-10-27T16:45:12Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5319756095,140,16.1,5319756099,212,36.3,5319756093,56,Back,5319756101,213,3.14,5319756131,189,,5319756103,279,G,5319756097,141,49.7,5319759483,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740216643,839,1,2,82,13,aljua8crr0vkwit0j3m59jw9j,1,16.1,49.7,2024-10-27T16:44:44.042Z,2024-10-27T16:45:08Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5319758235,189,,5319756511,56,Back,5319756517,212,29.0,5319756513,140,21.8,5319756519,213,1.36,5319756515,141,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740216669,840,1,2,82,15,aljua8crr0vkwit0j3m59jw9j,1,34.6,91.2,2024-10-27T16:44:45.610Z,2024-10-27T16:44:47Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5319756671,56,Back,5319756679,213,4.86,5319756677,212,24.1,5319756673,140,38.0,5319756675,141,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740216787,841,1,2,82,16,aljua8crr0vkwit0j3m59jw9j,1,37.5,57.5,2024-10-27T16:44:46.906Z,2024-10-27T16:44:52Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5319757279,141,3.7,5319757275,56,Right,5319757281,212,53.1,5319757271,155,,5319757277,140,74.1,5319757285,1,,5319757283,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740216853,842,1,2,82,22,aljua8crr0vkwit0j3m59jw9j,1,79.4,3.7,2024-10-27T16:44:52.762Z,2024-10-27T16:44:56Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5319757699,56,Center,5319757703,141,28.2,5319757705,212,18.0,5319757701,140,85.8,5319757707,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740216899,843,1,2,82,25,aljua8crr0vkwit0j3m59jw9j,0,87.0,26.4,2024-10-27T16:44:56.458Z,2024-10-27T16:44:58Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319757955,213,1.11,5319757953,212,32.2,5319757945,155,,5319757943,2,,5319757949,140,100.0,5319757957,1,,5319757951,141,68.9,5319757947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740217141,639,5,2,82,27,cftj6g399tknheudaxsdpfdgb,1,-0.6000000000000001,31.9,2024-10-27T16:44:58.231Z,2024-10-27T16:45:54Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5319759425,233,844,5319759353,56,Back,5319759355,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740216903,844,5,2,82,27,aljua8crr0vkwit0j3m59jw9j,0,100.6,68.1,2024-10-27T16:44:58.231Z,2024-10-27T16:45:55Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319757965,346,,5319757963,56,Center,5319759493,233,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740217745,640,18,2,83,1,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-10-27T16:45:31.844Z,2024-10-27T16:45:52Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5319762673,44,Midfielder,5319762671,42,,5319762675,59,12,5319762777,55,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740217751,641,19,2,83,1,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-10-27T16:45:31.845Z,2024-10-27T17:04:32Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5319762719,44,Defender,5319762715,145,7,5319762711,42,,5319762717,59,23,5319763647,293,1,5319863869,292,3,5319762721,55,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740218045,642,1,2,83,25,cftj6g399tknheudaxsdpfdgb,1,5.2,38.9,2024-10-27T16:45:56.024Z,2024-10-27T16:45:58Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5319764345,213,1.85,5319764339,140,3.5,5319764349,237,,5319764343,212,6.6,5319764337,56,Back,5319764341,141,48.2,5319764329,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740218131,643,1,2,83,27,cftj6g399tknheudaxsdpfdgb,1,6.6,44.8,2024-10-27T16:45:57.848Z,2024-10-27T16:46:02Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5319764847,212,13.8,5319764849,213,4.68,5319764843,140,6.2,5319764841,56,Back,5319764845,141,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740218163,644,1,2,83,32,cftj6g399tknheudaxsdpfdgb,0,15.4,15.7,2024-10-27T16:46:02.840Z,2024-10-27T16:46:04Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5319765081,155,,5319765091,213,0.53,5319765087,141,43.9,5319765085,140,46.8,5319765093,1,,5319765089,212,38.1,5319765083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740218203,845,1,2,83,34,aljua8crr0vkwit0j3m59jw9j,1,55.7,54.4,2024-10-27T16:46:04.731Z,2024-10-27T16:46:07Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319765315,212,17.4,5319765313,141,67.4,5319765319,213,0.53,5319765309,56,Center,5319765311,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740218217,847,4,2,83,37,aljua8crr0vkwit0j3m59jw9j,1,65.9,60.8,2024-10-27T16:46:08.157Z,2024-10-27T16:47:08Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5319765511,286,,5319765509,152,,5319765503,13,,5319765507,56,Center,5319765505,294,,5319765679,233,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740218227,645,4,2,83,37,cftj6g399tknheudaxsdpfdgb,0,34.1,39.2,2024-10-27T16:46:08.158Z,2024-10-27T16:47:08Z,wnin2353js3p5rh4d7e2ymwa,M. Søndergaard,,,5319765625,285,,5319765701,233,847,5319765623,152,,5319765619,294,,5319765621,56,Back,5319765617,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740218369,848,1,2,83,45,aljua8crr0vkwit0j3m59jw9j,1,61.8,59.0,2024-10-27T16:46:16.109Z,2024-10-27T16:46:16Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5319766343,56,Center,5319766349,212,4.4,5319766345,140,65.8,5319766339,5,,5319766351,213,5.98,5319766341,152,,5319766347,141,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740218395,849,1,2,83,46,aljua8crr0vkwit0j3m59jw9j,1,65.8,57.1,2024-10-27T16:46:16.588Z,2024-10-27T16:46:18Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319766491,141,60.5,5319766487,56,Center,5319766495,213,2.73,5319766489,140,60.7,5319766493,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740218481,850,1,2,83,47,aljua8crr0vkwit0j3m59jw9j,1,60.7,60.5,2024-10-27T16:46:18.060Z,2024-10-27T16:46:22Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5319766849,140,71.7,5319766845,56,Left,5319766859,212,25.7,5319766855,141,94.3,5319766861,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740218629,851,1,2,83,51,aljua8crr0vkwit0j3m59jw9j,1,69.3,93.9,2024-10-27T16:46:21.964Z,2024-10-27T16:46:28Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5319767673,140,51.4,5319767679,213,3.64,5319767677,212,21.4,5319767671,56,Left,5319767675,141,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740218717,852,1,2,83,57,aljua8crr0vkwit0j3m59jw9j,1,52.3,66.5,2024-10-27T16:46:27.996Z,2024-10-27T16:46:31Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5319768139,212,18.0,5319768137,141,40.8,5319768133,56,Back,5319768135,140,48.1,5319768141,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740218763,853,1,2,84,1,aljua8crr0vkwit0j3m59jw9j,1,51.9,31.4,2024-10-27T16:46:31.708Z,2024-10-27T16:46:33Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319768359,141,2.5,5319768355,56,Right,5319768361,212,19.9,5319768357,140,55.0,5319768363,213,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740218855,854,1,2,84,3,aljua8crr0vkwit0j3m59jw9j,1,55.2,10.3,2024-10-27T16:46:33.709Z,2024-10-27T16:46:37Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5319768803,212,18.3,5319768805,213,2.40,5319768799,140,42.3,5319768801,141,28.5,5319768797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740218955,855,1,2,84,7,aljua8crr0vkwit0j3m59jw9j,1,45.7,32.7,2024-10-27T16:46:37.837Z,2024-10-27T16:46:41Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319769233,141,76.6,5319769235,212,31.5,5319769237,213,1.90,5319769231,140,36.0,5319769229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740219009,856,1,2,84,11,aljua8crr0vkwit0j3m59jw9j,0,36.0,76.6,2024-10-27T16:46:41.565Z,2024-10-27T16:46:43Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5319769543,213,6.08,5319769541,212,29.3,5319769535,140,63.3,5319769539,141,68.0,5319769531,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740219053,646,8,2,84,15,cftj6g399tknheudaxsdpfdgb,1,34.8,26.2,2024-10-27T16:46:46.202Z,2024-10-27T16:46:46Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5319769801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
