id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/13/value,qualifier/15/value,qualifier/16/value
2747229013,644,5,2,73,37,5rz9enoyknpg8ji78za5b82p0,1,44.3,101.4,2024-11-10T18:35:33.829Z,2024-11-10T18:55:46Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5357990531,233,616,5357990477,347,,5357990473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229137,645,1,2,73,51,5rz9enoyknpg8ji78za5b82p0,1,57.8,100.0,2024-11-10T18:35:47.085Z,2024-11-10T18:35:51Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5357991179,141,88.7,5357991175,56,Left,5357991183,213,5.77,5357991173,107,,5357991177,140,72.3,5357991181,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229149,646,61,2,73,53,5rz9enoyknpg8ji78za5b82p0,0,72.3,88.7,2024-11-10T18:35:49.510Z,2024-11-10T19:09:18Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5357991247,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229141,617,1,2,73,54,b3r6d8ydtmtjckam6pku9y400,0,30.8,7.4,2024-11-10T18:35:50.918Z,2024-11-10T19:07:47Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5357991219,213,0.39,5357991211,140,35.9,5357991217,212,5.8,5357991209,56,Back,5357991213,141,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229173,647,61,2,73,57,5rz9enoyknpg8ji78za5b82p0,1,70.3,86.5,2024-11-10T18:35:53.347Z,2024-11-10T19:01:25Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5357991365,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229223,618,1,2,73,58,b3r6d8ydtmtjckam6pku9y400,1,36.3,3.7,2024-11-10T18:35:55.062Z,2024-11-10T18:35:57Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5357991637,56,Back,5357991643,212,15.1,5357991641,141,4.6,5357991645,213,3.10,5357991639,140,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229313,620,1,2,74,2,b3r6d8ydtmtjckam6pku9y400,1,21.9,4.6,2024-11-10T18:35:58.374Z,2024-11-10T18:36:04Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5357992101,1,,5357992091,56,Back,5357992089,196,,5357992095,141,69.4,5357992099,213,2.00,5357992097,212,48.4,5357992093,140,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229349,621,1,2,74,7,b3r6d8ydtmtjckam6pku9y400,1,1.9,83.2,2024-11-10T18:36:03.943Z,2024-11-10T18:36:06Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5357992293,157,,5357992297,56,Back,5357992313,1,,5357992303,141,95.6,5357992299,140,37.8,5357992311,213,0.22,5357992307,212,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229373,622,1,2,74,10,b3r6d8ydtmtjckam6pku9y400,0,37.8,95.6,2024-11-10T18:36:06.694Z,2024-11-10T18:36:07Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5357992469,213,5.25,5357992465,141,76.9,5357992463,140,45.1,5357992459,3,,5357992467,212,14.8,5357992461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229405,648,8,2,74,14,5rz9enoyknpg8ji78za5b82p0,1,59.3,19.5,2024-11-10T18:36:10.430Z,2024-11-10T18:36:10Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5357992653,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229449,649,1,2,74,16,5rz9enoyknpg8ji78za5b82p0,1,46.7,16.7,2024-11-10T18:36:12.294Z,2024-11-10T18:36:13Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5357992891,141,37.7,5357992887,56,Back,5357992885,155,,5357992889,140,43.8,5357992895,213,1.78,5357992893,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229517,651,1,2,74,18,5rz9enoyknpg8ji78za5b82p0,1,48.8,55.2,2024-11-10T18:36:14.725Z,2024-11-10T18:36:17Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5357993215,212,12.3,5357993217,213,1.66,5357993213,141,73.2,5357993211,140,47.7,5357993209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229543,652,1,2,74,20,5rz9enoyknpg8ji78za5b82p0,1,47.7,73.6,2024-11-10T18:36:16.916Z,2024-11-10T18:36:18Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5357993353,56,Left,5357993357,141,92.6,5357993359,212,17.4,5357993355,140,58.8,5357993361,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229645,653,1,2,74,22,5rz9enoyknpg8ji78za5b82p0,1,60.7,92.9,2024-11-10T18:36:18.725Z,2024-11-10T18:36:26Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5357993983,213,6.14,5357993979,141,89.9,5357993975,56,Left,5357993977,140,74.4,5357993981,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229687,654,1,2,74,29,5rz9enoyknpg8ji78za5b82p0,1,75.2,80.5,2024-11-10T18:36:25.933Z,2024-11-10T18:36:28Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5357994155,56,Left,5357994159,141,89.4,5357994167,213,0.72,5357994165,212,9.2,5357994157,140,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229763,655,1,2,74,31,5rz9enoyknpg8ji78za5b82p0,1,84.5,89.7,2024-11-10T18:36:27.886Z,2024-11-10T18:36:32Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5357994613,212,12.7,5357994615,213,5.33,5357994609,140,91.5,5357994605,155,,5357994607,56,Center,5357994611,141,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229767,656,3,2,74,36,5rz9enoyknpg8ji78za5b82p0,0,93.4,71.2,2024-11-10T18:36:32.404Z,2024-11-10T18:36:39Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5357994649,56,Center,5357994651,286,,5357995193,233,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229865,623,7,2,74,36,b3r6d8ydtmtjckam6pku9y400,1,6.6,28.8,2024-11-10T18:36:32.405Z,2024-11-10T18:36:40Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5357995127,167,,5357995175,233,656,5357995131,285,,5357995129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229875,624,6,2,74,37,b3r6d8ydtmtjckam6pku9y400,0,0.2,20.4,2024-11-10T18:36:33.629Z,2024-11-10T18:55:37Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5357995393,56,Back,5357995395,73,,5357995501,233,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747229795,657,6,2,74,37,5rz9enoyknpg8ji78za5b82p0,1,99.8,79.6,2024-11-10T18:36:33.629Z,2024-11-10T18:55:37Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5357994909,73,,5357995411,233,624,5357994905,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747230483,658,1,2,75,19,5rz9enoyknpg8ji78za5b82p0,0,99.5,99.5,2024-11-10T18:37:15.950Z,2024-11-10T18:37:18Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5357998477,155,,5357998481,56,Center,5357998473,2,,5357998493,213,4.64,5357998479,223,,5357998475,6,,5357998489,212,27.2,5357998485,141,59.6,5357998483,140,,,,,,,,,,,,,,,,,,,,,,,,,97.5,,,
2747230533,625,12,2,75,23,b3r6d8ydtmtjckam6pku9y400,1,5.9,40.0,2024-11-10T18:37:19.542Z,2024-11-10T18:37:30Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5357998741,141,8.9,5357998739,140,28.8,5357998745,213,5.56,5357998771,15,,5357998737,56,Back,5357998743,212,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747230617,659,1,2,75,26,5rz9enoyknpg8ji78za5b82p0,1,81.6,92.0,2024-11-10T18:37:23.004Z,2024-11-10T18:37:25Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5357999159,141,92.0,5357999163,213,0.00,5357999155,56,Left,5357999161,212,7.6,5357999157,140,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747230673,660,1,2,75,29,5rz9enoyknpg8ji78za5b82p0,0,89.9,92.1,2024-11-10T18:37:25.101Z,2024-11-10T18:37:28Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5357999471,2,,5357999483,213,4.98,5357999479,141,52.1,5357999475,56,Center,5357999473,155,,5357999481,212,28.2,5357999477,140,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747230715,626,44,2,75,33,b3r6d8ydtmtjckam6pku9y400,1,4.6,49.9,2024-11-10T18:37:29.846Z,2024-11-10T18:56:01Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5357999727,56,Back,5357999779,233,661,5357999729,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747230707,661,44,2,75,33,5rz9enoyknpg8ji78za5b82p0,0,95.4,50.1,2024-11-10T18:37:29.847Z,2024-11-10T18:56:01Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5357999803,233,626,5357999665,286,,5357999663,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747230731,627,12,2,75,34,b3r6d8ydtmtjckam6pku9y400,1,7.2,53.4,2024-11-10T18:37:30.651Z,2024-11-10T18:37:44Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5357999821,56,Back,5357999823,140,13.1,5357999827,212,11.8,5357999859,15,,5357999829,213,5.26,5357999825,141,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747230739,662,15,2,75,36,5rz9enoyknpg8ji78za5b82p0,1,85.7,56.3,2024-11-10T18:37:32.564Z,2024-11-10T18:40:04Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5358013561,230,99.3,5358013549,102,49.4,5357999867,56,Center,5358013553,108,,5358013559,147,53.2,5358013555,458,,5358012563,20,,5357999865,17,,5358012561,25,5358013551,103,19,5358013547,78,,5358013565,233,628,5358013557,146,92.0,5358013563,231,5358012567,82,,,,,,,,,,50.9,,
2747230931,628,10,2,75,36,b3r6d8ydtmtjckam6pku9y400,1,8.0,46.7,2024-11-10T18:37:32.664Z,2024-11-10T19:06:29Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5358013575,233,662,5358000939,56,Back,5358000937,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747230947,629,6,2,75,41,b3r6d8ydtmtjckam6pku9y400,0,4.7,53.8,2024-11-10T18:37:37.085Z,2024-11-10T18:55:38Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5358001123,56,Back,5358001569,233,663,5358001125,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747230799,663,6,2,75,41,5rz9enoyknpg8ji78za5b82p0,1,95.3,46.2,2024-11-10T18:37:37.085Z,2024-11-10T18:55:37Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5358000381,56,Center,5358000383,75,,5358001517,233,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747231475,664,1,2,76,23,5rz9enoyknpg8ji78za5b82p0,0,99.5,0.5,2024-11-10T18:38:19.371Z,2024-11-10T18:38:22Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5358003863,212,29.3,5358003859,140,100.0,5358003855,223,,5358003865,213,1.52,5358003853,155,,5358003857,56,Center,5358003851,6,,5358003861,141,43.6,5358003849,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747231671,630,5,2,76,25,b3r6d8ydtmtjckam6pku9y400,1,-1.0,56.7,2024-11-10T18:38:21.926Z,2024-11-10T18:55:47Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5358004913,346,,5358004977,233,665,5358004911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747231485,665,5,2,76,25,5rz9enoyknpg8ji78za5b82p0,0,101.0,43.3,2024-11-10T18:38:21.926Z,2024-11-10T18:55:47Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5358003907,346,,5358005041,233,630,5358003905,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747231707,631,1,2,76,36,b3r6d8ydtmtjckam6pku9y400,1,5.0,63.0,2024-11-10T18:38:32.229Z,2024-11-10T18:38:33Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5358005099,124,,5358005105,141,84.7,5358005109,213,1.16,5358005107,212,16.1,5358005103,140,11.1,5358005113,237,,5358005101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747231727,632,1,2,76,37,b3r6d8ydtmtjckam6pku9y400,1,11.1,84.7,2024-11-10T18:38:33.733Z,2024-11-10T18:38:35Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5358005241,141,76.9,5358005239,140,27.6,5358005245,213,5.99,5358005243,212,18.1,5358005237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747231755,633,1,2,76,39,b3r6d8ydtmtjckam6pku9y400,1,27.6,76.9,2024-11-10T18:38:35.334Z,2024-11-10T18:38:36Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5358005353,212,7.6,5358005349,140,30.9,5358005351,141,86.9,5358005355,213,1.10,5358005347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747231767,634,1,2,76,40,b3r6d8ydtmtjckam6pku9y400,0,30.9,86.9,2024-11-10T18:38:36.150Z,2024-11-10T18:38:37Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5358005411,56,Back,5358005419,213,5.89,5358005415,141,77.3,5358005413,140,45.9,5358005417,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747231835,635,45,2,76,41,b3r6d8ydtmtjckam6pku9y400,0,45.2,74.7,2024-11-10T18:38:37.852Z,2024-11-10T18:38:42Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5358005821,56,Back,5358005825,285,,5358005903,233,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747231807,667,3,2,76,41,5rz9enoyknpg8ji78za5b82p0,1,52.8,24.5,2024-11-10T18:38:37.852Z,2024-11-10T18:38:42Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5358005623,286,,5358005621,56,Center,5358005873,233,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747231845,668,1,2,76,43,5rz9enoyknpg8ji78za5b82p0,1,59.1,34.6,2024-11-10T18:38:39.140Z,2024-11-10T18:38:41Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5358005861,140,61.3,5358005865,212,7.0,5358005867,213,1.23,5358005859,56,Center,5358005863,141,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747231855,669,1,2,76,45,5rz9enoyknpg8ji78za5b82p0,1,61.3,44.5,2024-11-10T18:38:41.651Z,2024-11-10T18:38:42Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5358005929,212,21.6,5358005925,140,42.9,5358005931,213,3.60,5358005923,56,Back,5358005927,141,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747231903,670,1,2,76,46,5rz9enoyknpg8ji78za5b82p0,1,43.1,30.0,2024-11-10T18:38:42.595Z,2024-11-10T18:38:46Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5358006199,213,4.87,5358006195,141,18.0,5358006193,140,44.3,5358006197,212,8.3,5358006189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747231923,671,1,2,76,49,5rz9enoyknpg8ji78za5b82p0,1,39.8,23.7,2024-11-10T18:38:46.043Z,2024-11-10T18:38:47Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5358006291,213,2.62,5358006287,141,44.0,5358006283,56,Back,5358006285,140,16.9,5358006289,212,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747232027,672,1,2,76,51,5rz9enoyknpg8ji78za5b82p0,1,16.7,44.9,2024-11-10T18:38:47.523Z,2024-11-10T18:38:53Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5358006845,140,24.6,5358006849,212,22.1,5358006847,141,75.1,5358006851,213,1.19,5358006843,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747232093,673,1,2,76,57,5rz9enoyknpg8ji78za5b82p0,1,39.5,79.4,2024-11-10T18:38:53.251Z,2024-11-10T18:38:57Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5358007205,140,30.0,5358007209,212,12.8,5358007203,56,Back,5358007211,213,3.82,5358007207,141,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747232171,674,1,2,77,1,5rz9enoyknpg8ji78za5b82p0,1,29.3,61.7,2024-11-10T18:38:57.243Z,2024-11-10T18:39:04Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5358007705,212,20.3,5358007707,213,4.87,5358007703,141,32.2,5358007701,140,32.4,5358007699,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747232191,675,1,2,77,8,5rz9enoyknpg8ji78za5b82p0,1,32.4,57.0,2024-11-10T18:39:04.203Z,2024-11-10T18:39:05Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5358007849,212,12.8,5358007845,140,36.4,5358007847,141,74.8,5358007851,213,1.24,5358007843,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747232275,676,1,2,77,9,5rz9enoyknpg8ji78za5b82p0,1,35.9,74.8,2024-11-10T18:39:05.387Z,2024-11-10T18:39:11Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5358008335,212,7.0,5358008329,140,39.4,5358008327,56,Back,5358008333,141,66.1,5358008337,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747232305,677,1,2,77,14,5rz9enoyknpg8ji78za5b82p0,1,52.0,73.6,2024-11-10T18:39:10.979Z,2024-11-10T18:39:13Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5358008497,56,Left,5358008505,213,1.01,5358008501,141,91.7,5358008499,140,59.3,5358008503,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747232325,678,1,2,77,16,5rz9enoyknpg8ji78za5b82p0,0,59.3,91.5,2024-11-10T18:39:12.987Z,2024-11-10T18:39:15Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5358008663,213,6.10,5358008659,141,82.0,5358008655,56,Left,5358008657,140,91.9,5358008665,1,,5358008661,212,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747232393,637,1,2,77,22,b3r6d8ydtmtjckam6pku9y400,0,3.8,3.7,2024-11-10T18:39:18.790Z,2024-11-10T18:39:19Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5358009001,140,8.5,5358009041,286,,5358009037,233,679,5358009007,213,0.00,5358008999,56,Back,5358009003,141,3.7,5358009009,1,,5358008997,157,,5358009035,236,5358009005,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,
2747232383,679,74,2,77,22,5rz9enoyknpg8ji78za5b82p0,1,91.5,92.7,2024-11-10T18:39:18.791Z,2024-11-10T18:39:20Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5358008945,56,Left,5358008949,285,,5358009047,233,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747232675,638,5,2,77,24,b3r6d8ydtmtjckam6pku9y400,1,9.0,-1.6,2024-11-10T18:39:20.315Z,2024-11-10T18:55:47Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5358010429,347,,5358010487,233,680,5358010427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747232413,680,5,2,77,24,5rz9enoyknpg8ji78za5b82p0,0,91.0,101.6,2024-11-10T18:39:20.315Z,2024-11-10T18:55:48Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5358009115,347,,5358010497,233,638,5358009113,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747232769,639,1,2,77,38,b3r6d8ydtmtjckam6pku9y400,1,10.0,0.0,2024-11-10T18:39:35.062Z,2024-11-10T18:39:39Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5358010973,140,16.0,5358010977,212,14.8,5358010975,141,18.3,5358010979,213,1.13,5358010969,107,,5358010971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747232859,640,1,2,77,43,b3r6d8ydtmtjckam6pku9y400,1,25.2,25.2,2024-11-10T18:39:39.525Z,2024-11-10T18:39:44Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5358011413,141,66.3,5358011417,213,1.30,5358011415,212,29.0,5358011409,56,Back,5358011411,140,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747232893,641,1,2,77,48,b3r6d8ydtmtjckam6pku9y400,1,33.3,69.6,2024-11-10T18:39:44.773Z,2024-11-10T18:39:46Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5358011647,213,1.49,5358011643,141,89.6,5358011645,212,13.6,5358011639,56,Back,5358011641,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747232905,642,3,2,77,50,b3r6d8ydtmtjckam6pku9y400,0,33.2,88.5,2024-11-10T18:39:46.162Z,2024-11-10T18:39:48Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5358011823,233,681,5358011747,56,Back,5358011827,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747232895,681,7,2,77,50,5rz9enoyknpg8ji78za5b82p0,1,66.1,10.2,2024-11-10T18:39:46.163Z,2024-11-10T18:39:48Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5358011681,167,,5358011861,285,,5358011815,233,642,5358011683,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747233119,643,5,2,77,50,b3r6d8ydtmtjckam6pku9y400,1,27.2,100.9,2024-11-10T18:39:46.914Z,2024-11-10T18:55:48Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5358013023,56,Back,5358013067,233,682,5358013025,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747232919,682,5,2,77,50,5rz9enoyknpg8ji78za5b82p0,0,72.8,-0.9,2024-11-10T18:39:46.914Z,2024-11-10T18:55:48Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5358011805,56,Right,5358013113,233,643,5358011807,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747233175,644,1,2,78,3,b3r6d8ydtmtjckam6pku9y400,1,30.1,100.0,2024-11-10T18:39:59.654Z,2024-11-10T18:40:02Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5358013387,213,3.99,5358013385,212,14.8,5358013369,107,,5358013377,140,20.8,5358013381,141,84.1,5358013373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747233239,645,1,2,78,6,b3r6d8ydtmtjckam6pku9y400,1,22.6,82.9,2024-11-10T18:40:02.677Z,2024-11-10T18:40:07Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5358013761,212,20.9,5358013757,140,13.4,5358013759,141,55.7,5358013763,213,4.23,5358013755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747233327,646,1,2,78,10,b3r6d8ydtmtjckam6pku9y400,1,14.9,48.7,2024-11-10T18:40:06.966Z,2024-11-10T18:40:11Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5358014185,157,,5358014189,140,48.7,5358014187,56,Back,5358014191,141,66.0,5358014197,1,,5358014193,212,37.4,5358014195,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747233341,647,1,2,78,15,b3r6d8ydtmtjckam6pku9y400,0,48.9,65.8,2024-11-10T18:40:11.413Z,2024-11-10T18:40:17Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5358014251,3,,5358014261,212,11.0,5358014263,213,6.09,5358014259,141,62.7,5358014255,56,Center,5358014257,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747233373,683,1,2,78,15,5rz9enoyknpg8ji78za5b82p0,1,47.3,33.9,2024-11-10T18:40:11.595Z,2024-11-10T18:40:13Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5358014395,56,Center,5358014399,141,40.6,5358014393,3,,5358014401,212,7.9,5358014397,140,53.5,5358014403,213,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
