id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2720959703,734,1,2,80,46,cftj6g399tknheudaxsdpfdgb,1,13.6,85.0,2024-09-15T15:40:30.559Z,2024-09-15T15:40:32Z,wnin2353js3p5rh4d7e2ymwa,M. Søndergaard,,,5214439483,56,Back,5214439489,212,6.6,5214439485,140,10.0,5214439491,213,2.18,5214439487,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720959711,735,1,2,80,47,cftj6g399tknheudaxsdpfdgb,0,10.0,92.9,2024-09-15T15:40:31.695Z,2024-09-15T15:40:32Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5214439521,140,23.6,5214439527,213,5.92,5214439525,212,15.3,5214439523,141,85.0,5214439513,157,,5214439529,1,,5214439517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720959733,658,1,2,80,49,c165yjiny1qnmfdvefxvflnkc,1,77.4,6.2,2024-09-15T15:40:33.303Z,2024-09-15T15:40:34Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5214439687,141,9.7,5214439691,213,0.70,5214439683,56,Right,5214439689,212,3.7,5214439685,140,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720959755,659,1,2,80,50,c165yjiny1qnmfdvefxvflnkc,1,80.1,9.7,2024-09-15T15:40:34.343Z,2024-09-15T15:40:35Z,22760086vtvx2xulry32q21hw,E. Yeboah,,,5214439809,141,5.2,5214439803,56,Right,5214439811,212,6.6,5214439807,140,74.5,5214439813,213,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720959781,736,83,2,80,52,cftj6g399tknheudaxsdpfdgb,0,21.2,74.1,2024-09-15T15:40:36.255Z,2024-09-15T15:40:38Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5214440229,399,22zuxw8lez5w4vjd8spzzysyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720959813,661,1,2,80,52,c165yjiny1qnmfdvefxvflnkc,0,76.1,21.0,2024-09-15T15:40:36.935Z,2024-09-15T15:40:37Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5214440125,140,90.7,5214440129,212,21.4,5214440123,56,Right,5214440131,213,5.51,5214440127,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720959819,662,5,2,80,53,c165yjiny1qnmfdvefxvflnkc,0,88.3,-0.8,2024-09-15T15:40:37.704Z,2024-09-15T15:49:38Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5214440193,56,Right,5214440195,347,,5214497027,233,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720960039,738,5,2,80,53,cftj6g399tknheudaxsdpfdgb,1,11.7,100.8,2024-09-15T15:40:37.704Z,2024-09-15T15:49:38Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5214441317,56,Back,5214441321,347,,5214497001,233,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720960081,739,1,2,81,4,cftj6g399tknheudaxsdpfdgb,1,15.7,100.0,2024-09-15T15:40:48.606Z,2024-09-15T15:40:50Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5214441521,107,,5214441525,56,Back,5214441543,213,4.23,5214441535,141,83.5,5214441529,140,9.9,5214441539,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720960139,740,1,2,81,6,cftj6g399tknheudaxsdpfdgb,0,9.9,83.5,2024-09-15T15:40:50.382Z,2024-09-15T15:41:03Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5214442947,155,,5214441831,213,6.14,5214441821,56,Back,5214441827,212,36.3,5214441835,1,,5214441825,141,76.1,5214441823,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720960147,663,44,2,81,9,c165yjiny1qnmfdvefxvflnkc,1,52.4,23.5,2024-09-15T15:40:53.432Z,2024-09-15T20:25:46Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5214441863,56,Center,5214442035,233,741,5214442039,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720960157,741,44,2,81,9,cftj6g399tknheudaxsdpfdgb,0,47.6,76.5,2024-09-15T15:40:53.433Z,2024-09-15T20:25:46Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5214441885,56,Back,5214441891,285,,5214442069,233,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720960179,664,1,2,81,9,c165yjiny1qnmfdvefxvflnkc,0,46.6,22.8,2024-09-15T15:40:53.705Z,2024-09-15T15:40:54Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5214442011,3,,5214442017,141,32.5,5214442015,140,71.3,5214442013,56,Center,5214442019,212,26.8,5214442021,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720960265,742,1,2,81,11,cftj6g399tknheudaxsdpfdgb,1,37.6,44.0,2024-09-15T15:40:55.279Z,2024-09-15T15:41:00Z,wnin2353js3p5rh4d7e2ymwa,M. Søndergaard,,,5214442595,140,43.9,5214442599,212,21.1,5214442593,56,Back,5214442597,141,14.6,5214442603,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720960313,665,27,2,81,13,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-09-15T15:40:57.479Z,2024-09-15T15:41:03Z,,,,,5214442891,41,Injury,5214442895,53,1ykl08k2c2kwxukw0gvslf6qd,5214442931,233,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720960273,743,27,2,81,13,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-09-15T15:40:57.479Z,2024-09-15T15:41:03Z,,,,,5214442649,41,Injury,5214442651,53,5m27f84vvraap8bmfujt1qiok,5214442957,233,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720960997,666,28,2,81,49,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-09-15T15:41:34.055Z,2024-09-15T15:41:35Z,,,,,5214446705,233,744,5214446671,55,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720960971,744,28,2,81,49,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-09-15T15:41:34.055Z,2024-09-15T15:41:36Z,,,,,5214446509,55,743,5214446749,233,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961025,745,1,2,81,51,cftj6g399tknheudaxsdpfdgb,1,46.8,28.0,2024-09-15T15:41:35.630Z,2024-09-15T15:41:36Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5214446801,213,1.91,5214446797,141,60.8,5214446793,56,Back,5214446795,140,39.3,5214446799,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961081,746,1,2,81,52,cftj6g399tknheudaxsdpfdgb,1,39.3,60.8,2024-09-15T15:41:36.319Z,2024-09-15T15:41:39Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5214447095,56,Left,5214447105,212,26.2,5214447099,140,60.5,5214447101,141,81.1,5214447107,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961097,747,1,2,81,55,cftj6g399tknheudaxsdpfdgb,1,61.2,80.2,2024-09-15T15:41:39.821Z,2024-09-15T15:41:41Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5214447195,141,90.3,5214447193,140,66.4,5214447191,56,Left,5214447197,212,8.8,5214447199,213,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961101,748,3,2,81,57,cftj6g399tknheudaxsdpfdgb,0,63.2,78.8,2024-09-15T15:41:41.165Z,2024-09-15T20:11:42Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5214447219,56,Center,5214447221,286,,5215788863,464,,5214447509,233,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961133,668,7,2,81,57,c165yjiny1qnmfdvefxvflnkc,1,36.8,21.2,2024-09-15T15:41:41.166Z,2024-09-15T20:11:44Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5214447401,285,,5215789057,384,,5214447439,233,748,5214447399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961141,669,50,2,81,58,c165yjiny1qnmfdvefxvflnkc,1,38.1,28.1,2024-09-15T15:41:42.493Z,2024-09-15T16:00:55Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5214447427,286,,5214447425,56,Back,5214447539,233,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961139,749,7,2,81,58,cftj6g399tknheudaxsdpfdgb,0,61.9,71.9,2024-09-15T15:41:42.494Z,2024-09-15T20:11:53Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5214447481,233,669,5214447419,56,Center,5214447421,285,,5215789697,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961239,670,4,2,82,3,c165yjiny1qnmfdvefxvflnkc,1,35.0,26.2,2024-09-15T15:41:47.230Z,2024-09-15T16:00:15Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5214448087,152,,5214448081,13,,5214489683,295,,5214448083,56,Back,5214448127,233,750,5214448093,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961177,750,4,2,82,3,cftj6g399tknheudaxsdpfdgb,0,65.0,73.8,2024-09-15T15:41:47.231Z,2024-09-15T15:41:56Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5214447831,285,,5214447827,56,Center,5214448137,233,670,5214447825,295,,5214447829,152,,5214447823,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961307,671,1,2,82,8,c165yjiny1qnmfdvefxvflnkc,1,38.0,25.0,2024-09-15T15:41:52.583Z,2024-09-15T15:41:55Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5214448459,56,Back,5214448461,140,30.5,5214448467,213,2.32,5214448455,5,,5214448465,212,11.5,5214448463,141,37.4,5214448457,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961317,672,1,2,82,9,c165yjiny1qnmfdvefxvflnkc,1,30.5,37.4,2024-09-15T15:41:53.894Z,2024-09-15T15:41:56Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5214448529,213,1.45,5214448521,56,Back,5214448527,212,17.5,5214448525,141,62.9,5214448523,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961329,673,1,2,82,10,c165yjiny1qnmfdvefxvflnkc,1,32.5,62.9,2024-09-15T15:41:54.535Z,2024-09-15T15:41:56Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5214448565,141,40.9,5214448563,140,28.9,5214448561,56,Back,5214448569,212,15.4,5214448573,213,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961425,674,1,2,82,13,c165yjiny1qnmfdvefxvflnkc,1,32.0,37.1,2024-09-15T15:41:57.879Z,2024-09-15T15:42:04Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5214449235,140,43.7,5214449233,56,Back,5214449237,141,32.5,5214449241,213,6.03,5214449239,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961479,675,1,2,82,20,c165yjiny1qnmfdvefxvflnkc,1,54.6,29.8,2024-09-15T15:42:04.425Z,2024-09-15T15:42:08Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5214449579,212,47.7,5214449573,56,Left,5214449575,140,73.4,5214449581,213,1.14,5214449569,155,,5214449583,1,,5214449577,141,93.6,5214449571,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961533,676,1,2,82,24,c165yjiny1qnmfdvefxvflnkc,0,73.4,93.6,2024-09-15T15:42:08.599Z,2024-09-15T15:42:10Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5214449831,140,92.5,5214449837,213,5.95,5214449835,212,21.2,5214449829,56,Left,5214449833,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961583,752,12,2,82,27,cftj6g399tknheudaxsdpfdgb,1,15.6,12.6,2024-09-15T15:42:11.791Z,2024-09-15T20:12:24Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5214450141,212,30.8,5214450137,140,44.6,5214450143,213,6.13,5214450135,56,Back,5214450139,141,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961653,677,1,2,82,31,c165yjiny1qnmfdvefxvflnkc,1,61.1,90.9,2024-09-15T15:42:15.782Z,2024-09-15T15:42:17Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5214450577,212,13.6,5214450565,56,Center,5214450581,213,4.11,5214450569,140,53.8,5214450573,141,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961703,678,1,2,82,33,c165yjiny1qnmfdvefxvflnkc,1,53.9,76.1,2024-09-15T15:42:17.351Z,2024-09-15T15:42:21Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5214450821,140,71.7,5214450827,213,0.57,5214450819,56,Left,5214450825,212,22.2,5214450823,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961741,679,1,2,82,36,c165yjiny1qnmfdvefxvflnkc,1,76.0,91.8,2024-09-15T15:42:21.142Z,2024-09-15T15:42:23Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5214451079,56,Left,5214451083,141,79.7,5214451085,212,23.0,5214451087,213,5.92,5214451081,140,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961831,680,1,2,82,39,c165yjiny1qnmfdvefxvflnkc,1,96.5,79.7,2024-09-15T15:42:23.846Z,2024-09-15T20:12:38Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,1.0,,5214451607,140,95.6,5214451603,56,Center,5214451615,213,4.63,5214451613,212,12.2,5214453365,210,13,5214451611,141,61.8,5214453367,154,,5215793389,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961837,681,13,2,82,40,c165yjiny1qnmfdvefxvflnkc,1,96.7,62.2,2024-09-15T15:42:24.647Z,2024-09-15T20:12:49Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5214451641,22,,5214453445,29,,5214451643,61,,5214453447,154,,5214453461,231,53.2,5214453453,102,56.6,5214451647,56,Center,5214452603,72,,5214453443,83,5214453455,103,29.2,5214453449,55,680,5214453457,230,99.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720961857,682,5,2,82,42,c165yjiny1qnmfdvefxvflnkc,0,101.0,58.7,2024-09-15T15:42:26.463Z,2024-09-15T15:49:32Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5214453137,233,753,5214451731,56,Center,5214451733,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720962093,753,5,2,82,42,cftj6g399tknheudaxsdpfdgb,1,-1.0,41.3,2024-09-15T15:42:26.463Z,2024-09-15T15:49:32Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5214453085,56,Back,5214453113,233,682,5214453087,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720962109,754,1,2,83,0,cftj6g399tknheudaxsdpfdgb,1,5.2,40.4,2024-09-15T15:42:44.574Z,2024-09-15T15:42:45Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5214453187,56,Back,5214453199,237,,5214453185,124,,5214453195,213,5.07,5214453193,212,10.3,5214453189,140,8.6,5214453191,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720962135,755,1,2,83,1,cftj6g399tknheudaxsdpfdgb,1,8.6,26.2,2024-09-15T15:42:45.310Z,2024-09-15T15:42:47Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5214453391,140,4.6,5214453397,213,1.87,5214453389,56,Back,5214453395,212,14.3,5214453393,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720962245,756,1,2,83,2,cftj6g399tknheudaxsdpfdgb,0,5.7,46.9,2024-09-15T15:42:46.863Z,2024-09-15T15:42:52Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5214454107,213,5.95,5214454101,140,83.0,5214454103,141,6.2,5214454105,212,85.8,5214454097,56,Right,5214454109,1,,5214454093,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720962355,684,1,2,83,8,c165yjiny1qnmfdvefxvflnkc,1,21.5,88.1,2024-09-15T15:42:52.774Z,2024-09-15T15:42:56Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5214454729,56,Back,5214454737,213,3.99,5214454731,140,4.6,5214454733,141,58.7,5214454735,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720962387,685,1,2,83,12,c165yjiny1qnmfdvefxvflnkc,0,5.4,55.8,2024-09-15T15:42:56.520Z,2024-09-15T15:42:59Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5214454947,141,47.2,5214454941,157,,5214454959,1,,5214454943,56,Center,5214454945,140,66.2,5214454951,212,64.1,5214454955,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720962435,757,1,2,83,14,cftj6g399tknheudaxsdpfdgb,1,45.1,49.7,2024-09-15T15:42:58.958Z,2024-09-15T15:43:01Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5214455267,140,56.2,5214455265,56,Center,5214455263,3,,5214455271,212,15.2,5214455269,141,35.4,5214455273,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720962455,759,1,2,83,17,cftj6g399tknheudaxsdpfdgb,1,56.2,35.4,2024-09-15T15:43:01.746Z,2024-09-15T15:43:03Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5214455355,141,58.2,5214455359,212,15.9,5214455345,56,Center,5214455349,140,52.7,5214455363,213,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720962577,760,1,2,83,18,cftj6g399tknheudaxsdpfdgb,1,52.6,57.9,2024-09-15T15:43:03.101Z,2024-09-15T15:44:14Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,1.0,,5214462647,210,13,5214456049,56,Left,5214456053,141,89.0,5214456055,212,28.4,5214456057,213,0.84,5214456051,140,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720962557,686,45,2,83,24,c165yjiny1qnmfdvefxvflnkc,0,17.2,30.9,2024-09-15T15:43:08.521Z,2024-09-15T20:25:36Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5214455871,56,Back,5214456273,233,761,5214455873,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720962603,761,3,2,83,24,cftj6g399tknheudaxsdpfdgb,1,82.8,69.1,2024-09-15T15:43:08.521Z,2024-09-15T20:25:36Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5215797695,465,,5214456213,56,Center,5214456215,286,,5214456257,233,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720962609,762,13,2,83,26,cftj6g399tknheudaxsdpfdgb,1,91.8,62.8,2024-09-15T15:43:10.638Z,2024-09-15T20:13:49Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,1.0,5214462667,75,,5214462691,147,52.3,5214461331,153,,5214462677,103,5.6,5214462675,102,38.5,5214462687,146,95.4,5214456233,22,,5214461325,72,,5214462697,231,5214462679,215,,5214462695,230,99.0,5215798839,17,,5214462671,55,760,52.5,5214456239,56,Center,5214462669,29,,,,,,,,,,,,,,,,,,
2720962653,763,16,2,83,27,cftj6g399tknheudaxsdpfdgb,1,95.2,50.5,2024-09-15T15:43:11.293Z,2024-09-15T20:14:14Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5214459711,374,2024-09-15 16:43:10.990,5214456497,56,Center,5214461037,230,99.0,5214461019,29,,5215800649,395,1.2,5214456493,22,,5214461029,214,,5214459715,375,83:26.835,5215800651,396,5214461033,328,,5214461027,103,2.5,5214461025,102,48.9,5214461043,231,52.0,50.7,5214461017,78,,5214459705,20,,5214461021,55,762,5214459707,16,,,,,,,,,,,,
2720964031,687,1,2,84,42,c165yjiny1qnmfdvefxvflnkc,1,50.1,50.1,2024-09-15T15:44:26.678Z,2024-09-15T15:45:25Z,22760086vtvx2xulry32q21hw,E. Yeboah,,,5214464371,279,G,5214464369,213,2.28,5214470153,189,,5214464361,56,Back,5214464367,212,14.4,5214464365,141,66.2,5214464363,140,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720964035,688,61,2,84,43,c165yjiny1qnmfdvefxvflnkc,1,47.4,50.6,2024-09-15T15:44:27.778Z,2024-09-15T15:44:59Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5214464381,56,Back,5214464413,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720964011,764,61,2,84,44,cftj6g399tknheudaxsdpfdgb,1,53.4,45.2,2024-09-15T15:44:28.927Z,2024-09-15T15:44:58Z,wnin2353js3p5rh4d7e2ymwa,M. Søndergaard,,,5214464237,56,Center,5214464805,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720964039,765,3,2,84,45,cftj6g399tknheudaxsdpfdgb,0,60.0,30.4,2024-09-15T15:44:29.341Z,2024-09-15T20:14:50Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,,5214464913,233,689,5214464403,56,Center,5215803155,464,,5214464405,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720964109,689,7,2,84,45,c165yjiny1qnmfdvefxvflnkc,0,40.0,69.6,2024-09-15T15:44:29.342Z,2024-09-15T20:14:58Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5214464827,285,,5214464869,233,765,5214464825,56,Back,5215803667,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721205115,892,61,2,84,46,cftj6g399tknheudaxsdpfdgb,1,64.5,34.6,2024-09-15T15:44:30.811Z,2024-09-15T20:15:05Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,,5215803951,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720964157,690,1,2,84,49,c165yjiny1qnmfdvefxvflnkc,0,54.9,68.2,2024-09-15T15:44:33.526Z,2024-09-15T15:44:36Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5214465101,56,Center,5214465107,212,22.5,5214465105,141,71.2,5214465109,213,0.09,5214465103,140,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720964167,766,8,2,84,51,cftj6g399tknheudaxsdpfdgb,1,22.9,20.6,2024-09-15T15:44:36.029Z,2024-09-15T20:15:16Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5215804975,385,,5214465147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720964309,691,1,2,84,54,c165yjiny1qnmfdvefxvflnkc,1,88.2,74.5,2024-09-15T15:44:39.110Z,2024-09-15T15:44:55Z,22760086vtvx2xulry32q21hw,E. Yeboah,1.0,,5214465929,141,51.6,5214467219,210,13,5214465921,56,Center,5214465931,212,19.7,5214465925,140,76.7,5214465933,213,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720964283,767,83,2,84,57,cftj6g399tknheudaxsdpfdgb,0,24.3,43.4,2024-09-15T15:44:41.853Z,2024-09-15T15:44:49Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5214466527,399,22zuxw8lez5w4vjd8spzzysyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720964313,692,13,2,84,58,c165yjiny1qnmfdvefxvflnkc,1,80.5,53.0,2024-09-15T15:44:42.886Z,2024-09-15T20:15:32Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5214467261,230,98.4,5214467251,55,691,5214467263,231,50.4,5214467259,215,,5214465957,56,Center,5214466315,72,,5214467247,29,,5214465955,18,,5214467255,102,5214467257,103,77.8,5214467243,74,,5214465953,22,,,,,51.8,,,,,,,,,,,,,,,,,,,,,,,
