id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2754106541,718,1,2,76,41,aljua8crr0vkwit0j3m59jw9j,1,38.8,78.2,2024-12-01T14:39:36.137Z,2024-12-01T14:39:39Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5395498503,141,49.7,5395498507,213,3.82,5395498499,56,Back,5395498505,212,30.7,5395498501,140,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754106643,719,1,2,76,44,aljua8crr0vkwit0j3m59jw9j,1,17.1,46.0,2024-12-01T14:39:38.986Z,2024-12-01T18:33:10Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5395498965,141,33.4,5395498971,1,,5395498961,56,Center,5395498959,157,,5395498969,213,6.09,5395498963,140,59.1,5395498967,212,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754106659,720,44,2,76,48,aljua8crr0vkwit0j3m59jw9j,1,63.1,32.8,2024-12-01T14:39:42.883Z,2024-12-01T14:51:49Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5395499079,56,Center,5395499123,233,664,5395499081,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754106649,664,44,2,76,48,anga7587r1zv4ey71ge9zxol3,0,36.9,67.2,2024-12-01T14:39:42.884Z,2024-12-01T14:51:49Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5395499009,56,Back,5395499011,285,,5395499151,233,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754106721,721,1,2,76,49,aljua8crr0vkwit0j3m59jw9j,1,59.1,33.4,2024-12-01T14:39:43.881Z,2024-12-01T14:39:47Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5395499425,141,42.8,5395499421,56,Center,5395499423,140,65.1,5395499429,213,0.79,5395499417,3,,5395499427,212,9.0,5395499419,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754106727,722,3,2,76,51,aljua8crr0vkwit0j3m59jw9j,0,65.4,43.6,2024-12-01T14:39:46.001Z,2024-12-01T18:33:18Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,,5395499475,211,,5395499457,286,,5395499455,56,Center,5396771141,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754106827,666,1,2,76,53,anga7587r1zv4ey71ge9zxol3,0,35.0,79.3,2024-12-01T14:39:47.703Z,2024-12-01T14:39:52Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5395500149,157,,5395499949,213,6.16,5395499943,140,83.7,5395499947,212,51.5,5395499941,56,Center,5395499945,141,70.3,5395499951,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754106837,723,52,2,76,56,aljua8crr0vkwit0j3m59jw9j,1,15.1,38.5,2024-12-01T14:39:51.051Z,2024-12-01T18:33:23Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5396771441,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754107349,725,1,2,77,15,aljua8crr0vkwit0j3m59jw9j,1,17.5,28.6,2024-12-01T14:40:10.345Z,2024-12-01T18:33:32Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5395502763,213,5.94,5395502757,140,57.0,5395502759,141,7.1,5395502753,198,,5395502761,212,44.0,5395502755,56,Right,5395502765,1,,5395502751,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754107359,726,44,2,77,18,aljua8crr0vkwit0j3m59jw9j,1,61.0,8.5,2024-12-01T14:40:12.633Z,2024-12-01T14:51:49Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5395506011,233,673,5395502793,286,,5395502791,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754107607,673,44,2,77,18,anga7587r1zv4ey71ge9zxol3,0,39.0,91.5,2024-12-01T14:40:12.634Z,2024-12-01T14:51:50Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5395504003,285,,5395504001,56,Back,5395506061,233,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754107373,727,1,2,77,18,aljua8crr0vkwit0j3m59jw9j,0,57.0,7.1,2024-12-01T14:40:12.857Z,2024-12-01T14:40:13Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5395502859,56,Right,5395502853,168,,5395502873,212,4.4,5395502847,3,,5395502865,140,60.3,5395502875,213,0.68,5395502871,141,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754107421,668,1,2,77,19,anga7587r1zv4ey71ge9zxol3,1,26.6,72.9,2024-12-01T14:40:13.796Z,2024-12-01T14:40:15Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5395503083,140,39.0,5395503087,212,18.4,5395503085,141,92.1,5395503079,3,,5395503091,213,0.79,5395503081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754107433,669,43,2,77,20,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-12-01T14:40:14.917Z,2024-12-01T18:33:40Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5396772279,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754107481,670,1,2,77,20,anga7587r1zv4ey71ge9zxol3,1,39.5,91.8,2024-12-01T14:40:15.220Z,2024-12-01T14:40:16Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5395503357,141,76.0,5395503359,212,14.8,5395503353,56,Back,5395503355,140,29.8,5395503361,213,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754107533,671,1,2,77,22,anga7587r1zv4ey71ge9zxol3,1,29.8,76.0,2024-12-01T14:40:16.678Z,2024-12-01T14:40:19Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5395503635,56,Back,5395503641,212,18.3,5395503643,213,5.59,5395503633,155,,5395503639,141,58.7,5395503637,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754107543,672,61,2,77,25,anga7587r1zv4ey71ge9zxol3,0,44.7,54.6,2024-12-01T14:40:19.621Z,2024-12-01T14:40:20Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5395503663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754107575,728,43,2,77,26,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-12-01T14:40:20.985Z,2024-12-01T18:33:53Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5396773029,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754107773,729,1,2,77,30,aljua8crr0vkwit0j3m59jw9j,1,59.3,72.4,2024-12-01T14:40:24.585Z,2024-12-01T14:40:32Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5395504971,213,0.35,5395504963,56,Left,5395504969,212,30.7,5395504967,141,87.8,5395504965,140,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754107811,730,1,2,77,37,aljua8crr0vkwit0j3m59jw9j,0,84.4,84.6,2024-12-01T14:40:32.088Z,2024-12-01T14:40:34Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5395505203,141,59.2,5395505207,213,5.31,5395505201,140,95.7,5395505199,56,Center,5395505205,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754107835,674,52,2,77,40,anga7587r1zv4ey71ge9zxol3,1,3.9,38.9,2024-12-01T14:40:35.524Z,2024-12-01T18:34:09Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5396774183,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108017,675,1,2,77,47,anga7587r1zv4ey71ge9zxol3,1,7.3,39.4,2024-12-01T14:40:42.133Z,2024-12-01T14:40:44Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5395506383,213,5.53,5395506377,140,15.2,5395506379,141,28.0,5395506373,123,,5395506381,212,11.4,5395506375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108075,676,1,2,77,50,anga7587r1zv4ey71ge9zxol3,1,19.0,27.9,2024-12-01T14:40:44.788Z,2024-12-01T14:40:47Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5395506675,213,0.21,5395506671,212,16.5,5395506661,56,Back,5395506667,141,33.0,5395506663,140,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108155,677,1,2,77,52,anga7587r1zv4ey71ge9zxol3,1,30.8,27.7,2024-12-01T14:40:47.092Z,2024-12-01T14:40:50Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5395507085,212,16.6,5395507081,140,32.4,5395507079,56,Back,5395507083,141,3.4,5395507087,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108221,678,1,2,77,55,anga7587r1zv4ey71ge9zxol3,1,30.3,6.7,2024-12-01T14:40:50.053Z,2024-12-01T14:40:53Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5395507421,140,6.8,5395507425,212,28.8,5395507427,213,2.60,5395507423,141,28.5,5395507419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108401,679,1,2,77,58,anga7587r1zv4ey71ge9zxol3,1,6.9,28.5,2024-12-01T14:40:53.125Z,2024-12-01T14:41:01Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5395508425,56,Back,5395508431,212,29.0,5395508427,140,15.5,5395508429,141,69.1,5395508433,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108473,680,1,2,78,6,anga7587r1zv4ey71ge9zxol3,1,29.2,68.5,2024-12-01T14:41:01.237Z,2024-12-01T14:41:05Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5395508851,140,48.7,5395508859,213,0.33,5395508853,141,78.8,5395508857,212,21.6,5395508847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108545,681,1,2,78,11,anga7587r1zv4ey71ge9zxol3,1,49.2,76.3,2024-12-01T14:41:05.556Z,2024-12-01T14:41:08Z,d85h1t14o7agqal849ca7fehg,E. Otoo,,,5395509301,213,3.50,5395509297,141,67.9,5395509299,212,16.4,5395509293,56,Back,5395509295,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108597,682,1,2,78,13,anga7587r1zv4ey71ge9zxol3,1,38.8,72.0,2024-12-01T14:41:08.181Z,2024-12-01T14:41:10Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5395509513,56,Back,5395509519,212,17.7,5395509517,141,92.0,5395509521,213,0.88,5395509515,140,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108611,683,1,2,78,15,anga7587r1zv4ey71ge9zxol3,0,55.8,89.6,2024-12-01T14:41:10.501Z,2024-12-01T14:41:10Z,d85h1t14o7agqal849ca7fehg,E. Otoo,,,5395509603,212,7.3,5395509607,213,6.06,5395509589,56,Left,5395509599,141,87.2,5395509595,140,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108683,732,61,2,78,17,aljua8crr0vkwit0j3m59jw9j,0,28.7,6.0,2024-12-01T14:41:12.295Z,2024-12-01T18:35:00Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5395509943,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108647,684,1,2,78,18,anga7587r1zv4ey71ge9zxol3,0,67.0,97.5,2024-12-01T14:41:12.821Z,2024-12-01T18:35:16Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5395509825,140,68.4,5395509821,56,Left,5395509829,212,2.4,5395509831,213,5.39,5395509827,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108655,731,61,2,78,19,aljua8crr0vkwit0j3m59jw9j,1,32.6,9.3,2024-12-01T14:41:14.356Z,2024-12-01T18:35:20Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5396778503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108695,685,61,2,78,20,anga7587r1zv4ey71ge9zxol3,0,62.9,78.8,2024-12-01T14:41:14.612Z,2024-12-01T14:41:14Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5395509995,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108729,733,1,2,78,20,aljua8crr0vkwit0j3m59jw9j,1,26.9,28.5,2024-12-01T14:41:15.384Z,2024-12-01T14:41:16Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5395510125,56,Back,5395510131,212,14.8,5395510129,141,19.6,5395510127,140,39.8,5395510133,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108747,734,1,2,78,21,aljua8crr0vkwit0j3m59jw9j,0,39.8,19.6,2024-12-01T14:41:16.153Z,2024-12-01T14:41:16Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5395510215,213,5.79,5395510213,212,14.9,5395510211,141,9.3,5395510207,140,52.3,5395510203,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108775,686,43,2,78,22,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-12-01T14:41:17.365Z,2024-12-01T18:35:28Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5395510339,56,Back,5396778963,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108791,687,43,2,78,23,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-12-01T14:41:17.893Z,2024-12-01T18:35:30Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5396779119,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108869,688,1,2,78,23,anga7587r1zv4ey71ge9zxol3,1,49.8,85.7,2024-12-01T14:41:18.341Z,2024-12-01T14:41:21Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5395510873,212,14.1,5395510867,56,Back,5395510869,140,47.9,5395510875,213,4.57,5395510871,141,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754108967,689,1,2,78,26,anga7587r1zv4ey71ge9zxol3,1,47.8,65.2,2024-12-01T14:41:21.222Z,2024-12-01T14:41:25Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5395511381,140,53.7,5395511379,56,Right,5395511377,196,,5395511385,212,42.3,5395511383,141,3.7,5395511389,1,,5395511387,213,4.86,5395511375,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754109105,690,1,2,78,30,anga7587r1zv4ey71ge9zxol3,1,54.4,4.1,2024-12-01T14:41:25.013Z,2024-12-01T14:41:31Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5395512085,140,73.5,5395512091,213,6.27,5395512087,141,3.7,5395512089,212,20.1,5395512083,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754109051,735,83,2,78,34,aljua8crr0vkwit0j3m59jw9j,0,36.1,87.3,2024-12-01T14:41:29.224Z,2024-12-01T14:41:32Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5395512199,399,58o5ram4bf58357786j9jr7kk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754109111,691,1,2,78,36,anga7587r1zv4ey71ge9zxol3,0,71.5,22.1,2024-12-01T14:41:31.428Z,2024-12-01T14:41:31Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5395512125,141,28.6,5395512121,56,Center,5395512133,213,2.28,5395512123,140,67.9,5395512129,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754109123,736,43,2,78,37,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-12-01T14:41:32.058Z,2024-12-01T18:35:59Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5395512183,56,Back,5396780791,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754109333,738,1,2,78,38,aljua8crr0vkwit0j3m59jw9j,1,33.8,72.1,2024-12-01T14:41:32.969Z,2024-12-01T14:41:41Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5395513307,56,Center,5395513309,140,60.5,5395513313,212,33.5,5395513317,1,,5395513311,141,45.0,5395513315,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754339121,897,45,2,78,42,anga7587r1zv4ey71ge9zxol3,0,36.1,62.8,2024-12-01T14:41:36.742Z,2024-12-01T18:36:18Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5396782033,233,901,5396781977,285,,5396781975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754339125,901,3,2,78,42,aljua8crr0vkwit0j3m59jw9j,1,63.9,37.2,2024-12-01T14:41:36.742Z,2024-12-01T18:36:18Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,,5396782005,56,Center,5396782009,286,,5396782011,464,,5396782013,233,897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754109381,739,1,2,78,47,aljua8crr0vkwit0j3m59jw9j,0,73.4,33.2,2024-12-01T14:41:41.737Z,2024-12-01T14:41:44Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,,5395513635,141,54.3,5395513631,56,Center,5395513639,213,1.06,5395513633,140,81.0,5395513637,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754109469,692,8,2,78,48,anga7587r1zv4ey71ge9zxol3,1,17.0,42.2,2024-12-01T14:41:43.198Z,2024-12-01T18:36:34Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5395514099,56,Back,5396782831,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754109487,693,6,2,78,50,anga7587r1zv4ey71ge9zxol3,0,9.4,50.4,2024-12-01T14:41:44.568Z,2024-12-01T18:36:48Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5395514593,233,740,5395514241,73,,5395514239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754109559,740,6,2,78,50,aljua8crr0vkwit0j3m59jw9j,1,90.6,49.6,2024-12-01T14:41:44.568Z,2024-12-01T14:41:56Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,,5395514547,233,693,5395514529,56,Center,5395514531,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754110195,741,1,2,79,24,aljua8crr0vkwit0j3m59jw9j,1,99.7,0.7000000000000001,2024-12-01T14:42:19.465Z,2024-12-01T18:36:44Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,1.0,,5395582757,1,,5395583917,154,,5395517915,140,86.9,5396783521,20,,5395517921,213,1.95,5395517919,212,35.9,5395517917,141,49.7,5395517913,56,Center,5395517909,155,,5395517903,2,5395517907,6,,,5395583915,210,13,5395532683,224,,,,,,,,,,,,,,,,,,,,,
2754110203,742,13,2,79,26,aljua8crr0vkwit0j3m59jw9j,1,91.8,46.8,2024-12-01T14:42:20.696Z,2024-12-01T18:37:18Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5395523793,73,,5395523797,103,6.9,5395523313,15,,5395523319,328,,5395583947,29,,5395583949,154,,5395523805,147,79.6,5395523311,25,,5395523803,146,98.0,5395523809,231,5395523807,230,99.3,48.9,5395517947,17,,5395517949,56,Center,5395583953,55,741,5395523795,102,84.4,5395523801,153,,,,,,,,,,,,
2754110245,695,1,2,79,28,anga7587r1zv4ey71ge9zxol3,0,7.2,13.4,2024-12-01T14:42:22.902Z,2024-12-01T14:42:24Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5395518171,213,6.11,5395518161,157,,5395518173,1,,5395518169,212,32.6,5395518167,141,5.2,5395518163,56,Back,5395518165,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754110329,743,2,2,79,31,aljua8crr0vkwit0j3m59jw9j,1,63.4,97.3,2024-12-01T14:42:26.200Z,2024-12-01T18:37:41Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5395518649,140,84.5,5395519555,7,94560hgwsjkx8qgz48f7gzitw,5395519557,56,Center,5395518651,141,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754110339,744,43,2,79,33,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-12-01T14:42:28.441Z,2024-12-01T14:42:34Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5395519349,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754110399,745,43,2,79,36,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-12-01T14:42:30.952Z,2024-12-01T14:42:32Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5395519011,140,86.9,5395519099,144,1,5395519015,212,0,5395519009,56,Left,5395519017,213,0.00,5395519013,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754110583,697,1,2,79,44,anga7587r1zv4ey71ge9zxol3,1,21.8,17.6,2024-12-01T14:42:39.492Z,2024-12-01T14:42:41Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5395520209,241,,5395520207,5,,5395520219,212,30.2,5395520223,213,1.84,5395520213,140,14.2,5395520217,141,60.5,5395520211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754110719,698,1,2,79,46,anga7587r1zv4ey71ge9zxol3,1,13.2,61.5,2024-12-01T14:42:41.492Z,2024-12-01T14:42:49Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5395521059,56,Back,5395521067,213,4.89,5395521063,141,27.6,5395521065,212,23.4,5395521061,140,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754110773,699,1,2,79,54,anga7587r1zv4ey71ge9zxol3,1,32.7,22.2,2024-12-01T14:42:49.252Z,2024-12-01T14:42:52Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5395521349,212,18.5,5395521337,56,Back,5395521353,213,5.49,5395521341,140,45.1,5395521345,141,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754110821,700,1,2,79,57,anga7587r1zv4ey71ge9zxol3,1,43.2,4.6,2024-12-01T14:42:52.276Z,2024-12-01T14:42:56Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5395521655,140,31.0,5395521661,213,2.32,5395521659,212,18.8,5395521653,56,Back,5395521657,141,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754110883,701,1,2,80,1,anga7587r1zv4ey71ge9zxol3,1,31.0,24.9,2024-12-01T14:42:56.148Z,2024-12-01T14:42:59Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5395522021,213,1.77,5395522015,140,25.4,5395522019,212,30.2,5395522017,141,68.5,5395522013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754110927,702,1,2,80,5,anga7587r1zv4ey71ge9zxol3,1,25.4,68.5,2024-12-01T14:42:59.749Z,2024-12-01T14:43:01Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5395522231,213,0.61,5395522229,212,33.6,5395522227,141,96.6,5395522223,56,Left,5395522233,1,,5395522225,140,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754110963,703,1,2,80,7,anga7587r1zv4ey71ge9zxol3,1,51.7,96.6,2024-12-01T14:43:01.588Z,2024-12-01T14:43:03Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5395522429,56,Center,5395522423,155,,5395522441,212,25.4,5395522437,141,73.0,5395522433,140,70.4,5395522443,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754110969,704,61,2,80,8,anga7587r1zv4ey71ge9zxol3,0,70.5,72.9,2024-12-01T14:43:03.412Z,2024-12-01T14:43:03Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5395522457,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754110993,746,52,2,80,11,aljua8crr0vkwit0j3m59jw9j,1,6.2,29.2,2024-12-01T14:43:05.576Z,2024-12-01T18:38:04Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5396788093,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
