id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2802622033,594,1,2,71,0,9qsmopgutr7ut5g6workk8w4i,1,11.9,49.6,2025-04-18T18:30:30.859Z,2025-04-18T18:30:32Z,844k9wmnxkk24xsjd4fdb4rca,G. Beavers,,5660350455,140,12.3,5660350461,213,4.74,5660350457,141,23.1,5660350453,56,Back,5660350459,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622081,595,1,2,71,2,9qsmopgutr7ut5g6workk8w4i,1,12.3,22.7,2025-04-18T18:30:32.011Z,2025-04-18T18:30:34Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5660350735,140,23.6,5660350741,213,5.38,5660350737,141,0.4,5660350733,56,Back,5660350739,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622151,596,1,2,71,4,9qsmopgutr7ut5g6workk8w4i,1,23.6,0.5,2025-04-18T18:30:34.187Z,2025-04-18T18:30:38Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5660351155,141,2.8,5660351157,212,11.6,5660351153,140,34.5,5660351151,56,Back,5660351159,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622159,597,4,2,71,8,9qsmopgutr7ut5g6workk8w4i,1,39.8,4.2,2025-04-18T18:30:38.780Z,2025-04-18T18:30:48Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5660351661,294,,5660351671,286,,5660351667,152,,5660351663,56,Back,5660351709,233,766,5660351659,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622165,766,4,2,71,8,77tfx9me4aaqhzv78bmgsy9bg,0,60.2,95.8,2025-04-18T18:30:38.781Z,2025-04-18T18:31:00Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5660351759,233,597,5660351279,285,,5660353085,294,,5660351271,13,,5660351275,152,,5660351273,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622395,598,1,2,71,23,9qsmopgutr7ut5g6workk8w4i,0,31.1,4.9,2025-04-18T18:30:53.692Z,2025-04-18T20:32:19Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5660352401,212,51.4,5660352389,56,Center,5660352393,140,68.1,5660352397,141,54.5,5660352409,1,,5660352587,189,,5660352381,157,,5660352405,213,0.71,5660352379,5,5660352385,152,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622405,767,12,2,71,24,77tfx9me4aaqhzv78bmgsy9bg,1,23.5,49.7,2025-04-18T18:30:54.004Z,2025-04-18T18:30:55Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,5660352455,212,12.5,5660352457,213,0.53,5660352453,141,59.0,5660352451,140,33.8,5660352449,56,Back,5660352491,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622435,768,1,2,71,26,77tfx9me4aaqhzv78bmgsy9bg,0,34.6,59.1,2025-04-18T18:30:56.580Z,2025-04-18T18:30:58Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,5660352675,141,54.0,5660352677,212,7.3,5660352665,168,,5660352673,140,40.7,5660352785,3,,5660352669,56,Back,5660352679,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622469,599,1,2,71,27,9qsmopgutr7ut5g6workk8w4i,1,59.9,53.1,2025-04-18T18:30:57.611Z,2025-04-18T18:30:58Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5660352849,56,Center,5660352851,140,53.5,5660352857,213,2.36,5660352855,212,9.5,5660352853,141,63.0,5660352847,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622539,600,1,2,71,28,9qsmopgutr7ut5g6workk8w4i,1,53.9,68.2,2025-04-18T18:30:58.698Z,2025-04-18T18:31:01Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5660353221,140,58.9,5660353223,141,90.8,5660353225,212,16.2,5660353227,213,1.24,5660353219,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622579,601,1,2,71,31,9qsmopgutr7ut5g6workk8w4i,1,63.7,84.7,2025-04-18T18:31:01.355Z,2025-04-18T18:31:04Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5660353489,141,76.7,5660353493,213,5.58,5660353485,56,Center,5660353487,140,69.8,5660353491,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622595,602,1,2,71,33,9qsmopgutr7ut5g6workk8w4i,1,67.4,76.0,2025-04-18T18:31:03.883Z,2025-04-18T18:31:04Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,5660353547,56,Left,5660353553,141,89.3,5660353561,213,1.75,5660353557,212,9.2,5660353549,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622603,603,1,2,71,34,9qsmopgutr7ut5g6workk8w4i,1,65.8,89.3,2025-04-18T18:31:04.459Z,2025-04-18T18:31:05Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5660353601,56,Left,5660353609,213,0.84,5660353603,140,69.1,5660353607,212,5.2,5660353605,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622619,604,1,2,71,35,9qsmopgutr7ut5g6workk8w4i,1,69.1,95.0,2025-04-18T18:31:05.004Z,2025-04-18T18:31:06Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5660353719,212,16.9,5660353721,213,4.67,5660353713,56,Center,5660353717,141,70.2,5660353715,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622681,605,1,2,71,35,9qsmopgutr7ut5g6workk8w4i,1,68.4,70.6,2025-04-18T18:31:05.804Z,2025-04-18T18:31:09Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,5660354073,213,0.41,5660354069,141,85.1,5660354071,212,24.5,5660354063,140,89.8,5660354059,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622707,606,1,2,71,39,9qsmopgutr7ut5g6workk8w4i,0,94.0,69.1,2025-04-18T18:31:09.274Z,2025-04-18T18:31:10Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5660354245,195,,5660354197,56,Center,5660354199,140,87.2,5660354201,141,59.0,5660354203,212,9.9,5660354205,213,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622741,770,1,2,71,41,77tfx9me4aaqhzv78bmgsy9bg,0,14.7,49.1,2025-04-18T18:31:11.565Z,2025-04-18T18:31:12Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5660354389,140,26.8,5660354391,141,40.6,5660354393,212,14.0,5660354387,56,Back,5660354395,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622853,608,1,2,71,45,9qsmopgutr7ut5g6workk8w4i,1,75.0,47.9,2025-04-18T18:31:15.067Z,2025-04-18T18:31:17Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5660354989,212,16.1,5660354987,141,24.4,5660354985,140,76.5,5660354983,56,Center,5660354991,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622919,609,1,2,71,47,9qsmopgutr7ut5g6workk8w4i,1,76.5,24.4,2025-04-18T18:31:17.371Z,2025-04-18T18:31:25Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,1.0,5660355447,212,5.3,5660355445,141,31.5,5660355941,210,15,5660355443,140,74.4,5660355441,56,Center,5660355449,213,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622923,610,15,2,71,49,9qsmopgutr7ut5g6workk8w4i,1,74.9,34.9,2025-04-18T18:31:19.819Z,2025-04-18T20:33:34Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5660356005,215,,5660356003,103,21.5,5660355463,18,,5660355465,56,Center,5660355995,29,,5660355993,79,,5660355565,72,,5660356007,146,97.6,5660355461,22,5660356001,102,5660355997,55,5660356009,147,,609,49.1,48.9,5660356059,233,771,,,,,,,,,,,,,,,
2802622931,771,10,2,71,49,77tfx9me4aaqhzv78bmgsy9bg,1,0.9,51.0,2025-04-18T18:31:19.919Z,2025-04-18T20:33:38Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5660355513,178,,5660355515,182,,5660355517,56,Back,5661009823,378,,5660355511,173,,5660356107,233,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802622939,772,52,2,71,51,77tfx9me4aaqhzv78bmgsy9bg,1,0.9,51.0,2025-04-18T18:31:21.780Z,2025-04-18T20:33:45Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5661010113,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623243,773,1,2,72,7,77tfx9me4aaqhzv78bmgsy9bg,1,7.6,61.4,2025-04-18T18:31:37.092Z,2025-04-18T18:31:39Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5660357347,123,,5660357355,212,18.0,5660357357,213,0.60,5660357353,141,76.3,5660357351,140,21.8,5660357349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623333,774,1,2,72,9,77tfx9me4aaqhzv78bmgsy9bg,1,21.7,75.6,2025-04-18T18:31:39.044Z,2025-04-18T18:31:44Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5660357885,56,Left,5660357891,141,87.2,5660357899,213,0.25,5660357895,212,31.5,5660357889,140,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802739653,807,83,2,72,13,9qsmopgutr7ut5g6workk8w4i,1,34.7,7.2,2025-04-18T18:31:43.784Z,2025-04-18T20:34:12Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5661011675,399,4oxlpwcwpa44hstpm70iep0id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623345,775,61,2,72,14,77tfx9me4aaqhzv78bmgsy9bg,1,60.1,80.0,2025-04-18T18:31:43.988Z,2025-04-18T18:31:44Z,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,5660357953,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623387,776,50,2,72,14,77tfx9me4aaqhzv78bmgsy9bg,1,69.6,73.0,2025-04-18T18:31:44.970Z,2025-04-18T18:31:51Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,5660358185,286,,5660358181,56,Center,5660358387,233,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623413,611,7,2,72,14,9qsmopgutr7ut5g6workk8w4i,0,30.4,27.0,2025-04-18T18:31:44.971Z,2025-04-18T20:34:23Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5660358341,233,776,5660358325,56,Back,5660358327,285,,5661012257,178,,5661012255,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623419,777,3,2,72,17,77tfx9me4aaqhzv78bmgsy9bg,0,80.4,74.9,2025-04-18T18:31:47.619Z,2025-04-18T20:34:27Z,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,5661012371,464,,5660364581,233,612,5660358361,56,Center,5660358363,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623477,612,7,2,72,17,9qsmopgutr7ut5g6workk8w4i,1,19.6,25.1,2025-04-18T18:31:47.620Z,2025-04-18T20:34:56Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5660358753,56,Back,5660358755,285,,5661012501,178,,5661012499,383,,5660364545,233,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623517,614,1,2,72,19,9qsmopgutr7ut5g6workk8w4i,1,15.7,18.9,2025-04-18T18:31:49.098Z,2025-04-18T20:35:07Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5660358971,212,9.7,5660358965,56,Back,5660358973,213,5.77,5660358967,140,23.7,5660358969,141,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623523,615,43,2,72,22,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-04-18T18:31:52.083Z,2025-04-18T18:31:57Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5660359285,233,778,5660359567,144,3,5660358999,56,Back,5660359001,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623579,778,83,2,72,22,77tfx9me4aaqhzv78bmgsy9bg,0,75.6,87.1,2025-04-18T18:31:52.083Z,2025-04-18T18:32:01Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5660360073,399,hsobzlp177f9755mpsi7szmy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623531,616,43,2,72,22,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-04-18T18:31:52.235Z,2025-04-18T18:31:56Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5660359411,144,3,5660359035,56,Back,5660359037,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623553,617,4,2,72,24,9qsmopgutr7ut5g6workk8w4i,1,25.6,9.7,2025-04-18T18:31:54.235Z,2025-04-18T18:38:00Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5660359209,13,,5660359211,56,Back,5660359713,233,779,5660359217,285,,5660359213,152,,5660400447,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623603,779,4,2,72,24,77tfx9me4aaqhzv78bmgsy9bg,0,74.4,90.3,2025-04-18T18:31:54.236Z,2025-04-18T18:37:51Z,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,5660359661,295,,5660359663,56,Left,5660359749,233,617,5660359665,152,,5660359667,286,,5660359659,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623695,618,1,2,72,29,9qsmopgutr7ut5g6workk8w4i,1,20.3,9.7,2025-04-18T18:31:59.788Z,2025-04-18T18:32:01Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5660360003,213,2.22,5660359999,141,43.4,5660359991,5,,5660360001,212,28.7,5660359993,152,,5660359997,140,3.9,5660359995,56,Back,5660360019,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623725,619,1,2,72,32,9qsmopgutr7ut5g6workk8w4i,1,3.9,43.4,2025-04-18T18:32:02.010Z,2025-04-18T18:32:02Z,844k9wmnxkk24xsjd4fdb4rca,G. Beavers,,5660360149,212,15.1,5660360151,213,0.99,5660360145,140,11.8,5660360147,141,62.0,5660360143,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623775,620,1,2,72,32,9qsmopgutr7ut5g6workk8w4i,1,11.8,62.0,2025-04-18T18:32:02.842Z,2025-04-18T18:32:06Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5660360459,141,44.0,5660360463,213,4.46,5660360461,212,12.6,5660360457,140,8.8,5660360455,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623859,621,1,2,72,36,9qsmopgutr7ut5g6workk8w4i,1,7.8,49.3,2025-04-18T18:32:06.043Z,2025-04-18T18:32:10Z,844k9wmnxkk24xsjd4fdb4rca,G. Beavers,,5660360989,56,Back,5660360999,213,5.01,5660360993,141,37.9,5660360997,212,8.1,5660360991,140,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623931,622,1,2,72,40,9qsmopgutr7ut5g6workk8w4i,1,9.7,31.9,2025-04-18T18:32:10.762Z,2025-04-18T18:32:15Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5660361431,141,8.8,5660361427,56,Back,5660361433,212,20.3,5660361429,140,21.9,5660361435,213,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802623957,623,1,2,72,45,9qsmopgutr7ut5g6workk8w4i,1,20.2,7.9,2025-04-18T18:32:15.114Z,2025-04-18T18:32:16Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5660361571,140,26.1,5660361577,213,5.76,5660361575,212,7.2,5660361573,141,2.6,5660361569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624087,624,1,2,72,46,9qsmopgutr7ut5g6workk8w4i,1,26.1,2.6,2025-04-18T18:32:16.603Z,2025-04-18T18:32:22Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5660362319,213,2.16,5660362311,141,18.2,5660362305,56,Back,5660362307,140,19.3,5660362315,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624157,625,1,2,72,52,9qsmopgutr7ut5g6workk8w4i,1,21.7,30.3,2025-04-18T18:32:22.506Z,2025-04-18T18:32:25Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5660362679,212,17.8,5660362675,140,29.2,5660362677,141,6.8,5660362673,56,Back,5660362681,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624187,626,1,2,72,55,9qsmopgutr7ut5g6workk8w4i,1,29.3,6.1,2025-04-18T18:32:25.546Z,2025-04-18T18:32:27Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5660362859,56,Back,5660362861,140,38.3,5660362865,212,9.6,5660362867,213,6.12,5660362863,141,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624195,627,1,2,72,56,9qsmopgutr7ut5g6workk8w4i,1,38.3,3.8,2025-04-18T18:32:26.922Z,2025-04-18T18:32:27Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5660362907,141,11.3,5660362905,140,34.9,5660362903,56,Back,5660362911,213,2.18,5660362949,156,,5660362909,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624279,628,1,2,72,58,9qsmopgutr7ut5g6workk8w4i,1,34.4,5.5,2025-04-18T18:32:28.794Z,2025-04-18T18:32:32Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5660363403,212,4.4,5660363405,213,3.13,5660363399,140,30.2,5660363401,141,5.6,5660363397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624299,629,1,2,73,2,9qsmopgutr7ut5g6workk8w4i,0,29.8,1.4,2025-04-18T18:32:32.250Z,2025-04-18T18:32:34Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5660363499,140,32.3,5660363693,286,,5660363501,141,0.8,5660363689,233,780,5660363687,236,,5660363505,213,6.13,5660363503,212,2.7,5660363497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624329,780,74,2,73,2,77tfx9me4aaqhzv78bmgsy9bg,1,63.9,96.3,2025-04-18T18:32:32.251Z,2025-04-18T18:37:55Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5660363635,56,Left,5660363637,285,,5660363741,233,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624449,630,5,2,73,3,9qsmopgutr7ut5g6workk8w4i,1,34.0,-1.8,2025-04-18T18:32:33.355Z,2025-04-18T18:37:24Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5660364359,233,781,5660364295,347,,5660364293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624351,781,5,2,73,3,77tfx9me4aaqhzv78bmgsy9bg,0,66.0,101.8,2025-04-18T18:32:33.355Z,2025-04-18T18:37:24Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5660363751,347,,5660363749,56,Left,5660364377,233,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624581,631,1,2,73,15,9qsmopgutr7ut5g6workk8w4i,0,37.0,0.0,2025-04-18T18:32:45.610Z,2025-04-18T18:32:46Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5660365019,56,Back,5660365039,213,0.38,5660365025,140,48.2,5660365035,212,12.7,5660365029,141,5.8,5660365013,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624637,782,61,2,73,19,77tfx9me4aaqhzv78bmgsy9bg,1,47.2,93.6,2025-04-18T18:32:49.380Z,2025-04-18T18:32:55Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5660365351,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624659,783,61,2,73,20,77tfx9me4aaqhzv78bmgsy9bg,0,46.2,94.7,2025-04-18T18:32:50.869Z,2025-04-18T18:32:51Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5660365499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624705,632,5,2,73,21,9qsmopgutr7ut5g6workk8w4i,1,50.9,-1.4,2025-04-18T18:32:51.204Z,2025-04-18T18:37:24Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5660365741,347,,5660365739,56,Right,5660365763,233,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624669,784,5,2,73,21,77tfx9me4aaqhzv78bmgsy9bg,0,49.1,101.4,2025-04-18T18:32:51.204Z,2025-04-18T18:37:24Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5660365549,56,Back,5660365767,233,632,5660365551,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624835,633,1,2,73,23,9qsmopgutr7ut5g6workk8w4i,1,46.3,0.0,2025-04-18T18:32:53.210Z,2025-04-18T18:33:02Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5660366483,56,Back,5660366487,141,6.7,5660366485,140,29.6,5660366491,213,2.84,5660366489,212,18.4,5660366481,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624857,634,1,2,73,32,9qsmopgutr7ut5g6workk8w4i,1,34.3,25.9,2025-04-18T18:33:02.409Z,2025-04-18T18:33:04Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5660366653,212,13.4,5660366657,213,5.01,5660366637,56,Back,5660366641,140,38.1,5660366647,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624917,635,1,2,73,34,9qsmopgutr7ut5g6workk8w4i,1,38.1,7.1,2025-04-18T18:33:04.393Z,2025-04-18T18:33:08Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5660366961,140,55.6,5660366963,141,5.0,5660366967,213,6.21,5660366965,212,18.4,5660366959,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624955,636,1,2,73,37,9qsmopgutr7ut5g6workk8w4i,0,57.4,4.4,2025-04-18T18:33:07.851Z,2025-04-18T18:33:09Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5660367219,140,70.7,5660367223,212,14.5,5660367225,213,0.28,5660367221,141,10.4,5660367215,155,,5660367217,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802624991,785,50,2,73,41,77tfx9me4aaqhzv78bmgsy9bg,1,28.6,95.4,2025-04-18T18:33:11.653Z,2025-04-18T18:33:16Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5660367427,56,Back,5660367717,233,637,5660367429,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802625019,637,7,2,73,41,9qsmopgutr7ut5g6workk8w4i,1,71.4,4.6,2025-04-18T18:33:11.654Z,2025-04-18T20:36:25Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,5661016959,385,,5660367649,233,785,5660367595,286,,5660367593,56,Right,5660367591,167,,5661016961,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802625085,638,5,2,73,42,9qsmopgutr7ut5g6workk8w4i,0,68.8,-1.8,2025-04-18T18:33:12.500Z,2025-04-18T18:37:25Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,5660368635,233,786,5660367987,56,Right,5660367989,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802625161,786,5,2,73,42,77tfx9me4aaqhzv78bmgsy9bg,1,31.2,101.8,2025-04-18T18:33:12.500Z,2025-04-18T18:37:25Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5660368607,233,638,5660368483,56,Back,5660368485,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802625229,787,1,2,73,52,77tfx9me4aaqhzv78bmgsy9bg,1,31.4,100.0,2025-04-18T18:33:22.436Z,2025-04-18T18:33:23Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5660368889,107,,5660368905,212,10.4,5660368897,140,35.0,5660368893,56,Back,5660368901,141,87.7,5660368909,213,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802625269,788,1,2,73,53,77tfx9me4aaqhzv78bmgsy9bg,1,35.0,88.1,2025-04-18T18:33:23.186Z,2025-04-18T18:33:24Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5660369079,213,2.46,5660369071,56,Back,5660369077,212,7.7,5660369075,141,95.3,5660369073,140,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802625303,789,1,2,73,54,77tfx9me4aaqhzv78bmgsy9bg,1,28.6,96.0,2025-04-18T18:33:24.339Z,2025-04-18T18:33:26Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5660369329,212,18.5,5660369331,213,3.39,5660369321,56,Back,5660369325,140,11.5,5660369327,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
