id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2804443851,745,1,2,72,47,ahnt9ejgwj58ul8auzdvi3czf,1,44.2,65.4,2025-04-21T13:31:57.535Z,2025-04-21T13:32:00Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5670166731,212,14.8,5670166727,140,45.7,5670166725,56,Back,5670166729,141,87.1,5670166733,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804443869,746,1,2,72,50,ahnt9ejgwj58ul8auzdvi3czf,1,45.7,87.1,2025-04-21T13:32:00.272Z,2025-04-21T13:32:02Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5670166811,212,15.1,5670166805,56,Left,5670166809,141,96.5,5670166813,213,0.44,5670166807,140,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804443879,747,1,2,72,52,ahnt9ejgwj58ul8auzdvi3czf,1,58.4,96.0,2025-04-21T13:32:02.624Z,2025-04-21T13:32:03Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5670166875,212,16.5,5670166873,141,73.9,5670166871,140,51.9,5670166877,213,4.29,5670166869,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804443895,748,1,2,72,53,ahnt9ejgwj58ul8auzdvi3czf,1,51.9,73.9,2025-04-21T13:32:03.631Z,2025-04-21T13:32:06Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5670167001,212,17.7,5670166995,56,Back,5670166999,141,86.5,5670167003,213,2.64,5670166997,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804443921,749,1,2,72,56,ahnt9ejgwj58ul8auzdvi3czf,1,34.6,81.4,2025-04-21T13:32:06.592Z,2025-04-21T13:32:11Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5670167151,213,3.89,5670167147,141,59.9,5670167145,140,19.5,5670167149,212,21.6,5670167143,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804443935,750,1,2,73,0,ahnt9ejgwj58ul8auzdvi3czf,1,21.6,56.6,2025-04-21T13:32:11.088Z,2025-04-21T13:32:13Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5670167237,212,13.7,5670167231,56,Back,5670167233,140,23.5,5670167239,213,1.43,5670167235,141,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804443951,751,1,2,73,3,ahnt9ejgwj58ul8auzdvi3czf,1,23.3,76.6,2025-04-21T13:32:13.536Z,2025-04-21T13:32:15Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5670167325,212,4.9,5670167327,213,5.23,5670167321,140,25.6,5670167323,141,70.3,5670167319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804443971,752,1,2,73,5,ahnt9ejgwj58ul8auzdvi3czf,1,25.6,70.3,2025-04-21T13:32:15.584Z,2025-04-21T13:32:18Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5670167435,140,33.2,5670167439,212,19.4,5670167437,141,96.3,5670167441,213,1.15,5670167433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804443997,753,1,2,73,7,ahnt9ejgwj58ul8auzdvi3czf,1,28.1,94.2,2025-04-21T13:32:18.144Z,2025-04-21T13:32:20Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5670167531,212,17.4,5670167527,140,12.1,5670167529,141,87.4,5670167533,213,3.41,5670167525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444001,754,1,2,73,10,ahnt9ejgwj58ul8auzdvi3czf,1,12.1,87.4,2025-04-21T13:32:20.704Z,2025-04-21T13:32:21Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5670167579,213,5.34,5670167575,141,71.8,5670167573,140,19.5,5670167571,56,Back,5670167577,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444033,755,1,2,73,11,ahnt9ejgwj58ul8auzdvi3czf,1,19.5,71.8,2025-04-21T13:32:21.664Z,2025-04-21T13:32:23Z,lmrff8mviimc33yyrpjzr2tw,O. Boesen,,,5670167763,140,21.7,5670167767,212,8.7,5670167761,56,Back,5670167765,141,84.2,5670167769,213,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444037,756,50,2,73,13,ahnt9ejgwj58ul8auzdvi3czf,1,18.4,88.8,2025-04-21T13:32:23.680Z,2025-04-21T13:32:29Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5670167851,233,620,5670167787,285,,5670167785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444053,620,7,2,73,13,c165yjiny1qnmfdvefxvflnkc,1,81.6,11.2,2025-04-21T13:32:23.681Z,2025-04-21T19:09:01Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5671672231,385,,5671672233,178,,5670167839,286,,5670167845,233,756,5670167835,167,,5670167837,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444063,621,5,2,73,14,c165yjiny1qnmfdvefxvflnkc,0,81.2,-1.8,2025-04-21T13:32:24.992Z,2025-04-21T14:08:35Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5670167883,56,Right,5670167885,347,,5670168203,233,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444117,757,5,2,73,14,ahnt9ejgwj58ul8auzdvi3czf,1,18.8,101.8,2025-04-21T13:32:24.992Z,2025-04-21T14:08:35Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5670168177,56,Back,5670168197,233,621,5670168179,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444131,759,1,2,73,27,ahnt9ejgwj58ul8auzdvi3czf,1,20.4,100.0,2025-04-21T13:32:38.183Z,2025-04-21T19:09:22Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5670168269,107,,5670168277,212,11.4,5670168271,56,Back,5670168273,140,27.4,5670168275,141,88.9,5670168279,213,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444145,760,1,2,73,28,ahnt9ejgwj58ul8auzdvi3czf,1,27.4,88.9,2025-04-21T13:32:38.608Z,2025-04-21T19:09:24Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5670168351,213,1.72,5670168341,140,26.4,5670168345,141,98.9,5670168349,212,6.9,5670168339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444149,761,1,2,73,30,ahnt9ejgwj58ul8auzdvi3czf,1,28.2,98.9,2025-04-21T13:32:40.615Z,2025-04-21T19:09:29Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5670220107,140,21.4,5670220111,212,8.6,5670220109,141,91.8,5670220113,213,3.74,5670220105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444159,762,1,2,73,32,ahnt9ejgwj58ul8auzdvi3czf,0,24.8,91.8,2025-04-21T13:32:42.921Z,2025-04-21T19:16:38Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5671674179,213,0.18,5671695173,233,622,5671674169,157,,5671674173,140,26.2,5671674381,236,,5671674175,141,92.2,5671674181,1,,5671674383,286,,5670168395,56,Back,5671674177,212,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444153,622,74,2,73,32,c165yjiny1qnmfdvefxvflnkc,1,75.6,8.2,2025-04-21T13:32:42.922Z,2025-04-21T19:16:39Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5671695177,233,762,5671674239,285,,5670168371,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444169,763,43,2,73,34,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-04-21T13:32:45.232Z,2025-04-21T19:09:51Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5671674695,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444175,764,1,2,73,35,ahnt9ejgwj58ul8auzdvi3czf,1,10.7,93.3,2025-04-21T13:32:45.488Z,2025-04-21T13:32:46Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5670168493,141,68.8,5670168489,56,Back,5670168497,213,4.25,5670168491,140,2.7,5670168495,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444191,765,1,2,73,36,ahnt9ejgwj58ul8auzdvi3czf,1,2.7,68.8,2025-04-21T13:32:46.576Z,2025-04-21T13:32:49Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5670168571,213,0.61,5670168569,212,33.5,5670168565,140,28.8,5670168573,1,,5670168563,56,Back,5670168567,141,97.1,5670168561,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444227,766,1,2,73,38,ahnt9ejgwj58ul8auzdvi3czf,1,26.0,96.6,2025-04-21T13:32:48.976Z,2025-04-21T13:32:51Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5670168765,212,16.6,5670168759,56,Back,5670168763,141,90.6,5670168761,140,10.7,5670168767,213,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444245,767,1,2,73,41,ahnt9ejgwj58ul8auzdvi3czf,1,9.4,90.2,2025-04-21T13:32:51.344Z,2025-04-21T13:32:53Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5670168905,1,,5670168899,141,80.6,5670168895,56,Back,5670168893,155,,5670168903,213,6.09,5670168897,140,40.9,5670168901,212,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444247,768,61,2,73,43,ahnt9ejgwj58ul8auzdvi3czf,0,40.9,80.6,2025-04-21T13:32:53.792Z,2025-04-21T13:59:48Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5670168909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804446063,649,61,2,73,44,c165yjiny1qnmfdvefxvflnkc,1,59.2,12.8,2025-04-21T13:32:55.122Z,2025-04-21T13:37:18Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5670179161,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444281,623,1,2,73,45,c165yjiny1qnmfdvefxvflnkc,0,64.2,11.0,2025-04-21T13:32:55.810Z,2025-04-21T14:04:15Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5670169135,213,1.95,5670169133,212,5.1,5670169129,140,62.4,5670169127,56,Right,5670169131,141,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444959,637,45,2,73,46,c165yjiny1qnmfdvefxvflnkc,0,63.4,23.5,2025-04-21T13:32:56.768Z,2025-04-21T14:04:08Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5670173147,285,,5670173323,233,769,5670173145,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444265,769,3,2,73,46,ahnt9ejgwj58ul8auzdvi3czf,1,36.6,76.5,2025-04-21T13:32:56.768Z,2025-04-21T19:10:05Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5670168995,286,,5670173307,233,637,5671675523,465,,5670168991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444295,770,1,2,73,47,ahnt9ejgwj58ul8auzdvi3czf,1,33.8,79.4,2025-04-21T13:32:57.304Z,2025-04-21T14:04:13Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5670169179,56,Center,5670169181,140,58.4,5670169187,213,6.18,5670169183,141,75.3,5670169185,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444321,771,1,2,73,50,ahnt9ejgwj58ul8auzdvi3czf,1,75.2,70.2,2025-04-21T13:33:00.640Z,2025-04-21T13:59:52Z,lioz4hr2umpne2bwar18qa96,A. Klynge,1.0,,5670169325,212,20.7,5670170389,154,,5670169319,140,82.4,5670169315,56,Center,5670170387,210,15,5670169323,141,41.8,5670169327,213,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444323,772,15,2,73,52,ahnt9ejgwj58ul8auzdvi3czf,1,87.6,40.4,2025-04-21T13:33:02.992Z,2025-04-21T19:10:55Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5670170399,55,771,5670170421,230,94.9,5670170423,231,45.1,5670169337,56,Center,5670170393,80,,5670170407,214,,5670170395,29,,5670170417,146,89.1,5671677981,22,,5670170441,233,625,5670170419,147,5670170403,102,47.9,5670170017,20,,5670170411,215,,41.3,5670169335,17,5670170021,82,,5670170397,154,,,5670170405,103,19,,,,,,
2804444381,625,10,2,73,52,c165yjiny1qnmfdvefxvflnkc,1,10.9,58.7,2025-04-21T13:33:03.092Z,2025-04-21T13:33:35Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5670169703,94,,5670170449,233,772,5670169705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444387,626,6,2,73,55,c165yjiny1qnmfdvefxvflnkc,0,10.9,59.3,2025-04-21T13:33:05.536Z,2025-04-21T19:11:50Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5670170121,233,773,5670169765,73,,5670169763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444325,773,6,2,73,55,ahnt9ejgwj58ul8auzdvi3czf,1,89.1,40.7,2025-04-21T13:33:05.536Z,2025-04-21T13:42:20Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5670169373,75,,5670170099,233,626,5670169371,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444547,774,1,2,74,28,ahnt9ejgwj58ul8auzdvi3czf,0,99.5,0.5,2025-04-21T13:33:39.008Z,2025-04-21T19:12:15Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5670170647,155,,5671681075,72,,5670170659,213,1.66,5670170655,141,45.4,5670170643,2,,5670170651,56,Center,5670170657,212,30.7,5670170653,140,96.9,5670170645,6,,5670170649,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444565,627,12,2,74,31,c165yjiny1qnmfdvefxvflnkc,1,4.4,53.1,2025-04-21T13:33:41.722Z,2025-04-21T14:08:32Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5670170759,212,23.6,5670170755,140,16.9,5670170757,141,82.0,5670170761,213,0.98,5670170753,56,Back,5670170775,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444595,775,1,2,74,35,ahnt9ejgwj58ul8auzdvi3czf,1,83.5,15.8,2025-04-21T13:33:45.279Z,2025-04-21T13:34:16Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,1.0,,5670170995,141,4.9,5670170999,213,5.46,5670172177,210,13,5670170993,140,90.0,5670170997,212,10.1,5670170991,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444599,776,43,2,74,36,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-04-21T13:33:47.024Z,2025-04-21T13:34:09Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5670171017,286,0,5670171015,56,Right,5670171927,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444611,628,45,2,74,38,c165yjiny1qnmfdvefxvflnkc,0,10.6,88.6,2025-04-21T13:33:48.624Z,2025-04-21T14:04:36Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5670171079,56,Back,5670171081,285,,5670171319,233,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444641,777,3,2,74,38,ahnt9ejgwj58ul8auzdvi3czf,1,89.4,11.4,2025-04-21T13:33:48.624Z,2025-04-21T19:12:20Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5670171249,56,Right,5670171297,233,628,5671682433,465,,5670171251,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444647,778,13,2,74,40,ahnt9ejgwj58ul8auzdvi3czf,1,86.5,32.2,2025-04-21T13:33:50.752Z,2025-04-21T19:12:41Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5670171807,231,48.0,5670172183,29,,5670171279,63,,5670171491,72,,5670171805,230,99.4,5670171799,103,11.1,5670171797,102,94.8,5671683589,391,,5670171281,56,Center,5670171801,215,,5670171489,25,5671683583,120,,5670171795,73,,5670172185,55,775,,,,,,,,,,,,,,,,,,,
2804444739,629,5,2,74,43,c165yjiny1qnmfdvefxvflnkc,1,-0.9,18.4,2025-04-21T13:33:54.057Z,2025-04-21T14:08:35Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5670171747,346,,5670171745,56,Back,5670171767,233,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444661,779,5,2,74,43,ahnt9ejgwj58ul8auzdvi3czf,0,100.9,81.6,2025-04-21T13:33:54.057Z,2025-04-21T14:08:35Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5670171343,346,,5670171773,233,629,5670171341,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444745,630,1,2,74,55,c165yjiny1qnmfdvefxvflnkc,1,4.6,48.8,2025-04-21T13:34:05.513Z,2025-04-21T13:34:06Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5670171783,141,79.6,5670171779,56,Back,5670171781,140,5.6,5670171787,213,1.52,5670171785,212,21.0,5670171777,124,,5670171791,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444755,631,1,2,74,56,c165yjiny1qnmfdvefxvflnkc,1,5.5,74.8,2025-04-21T13:34:06.520Z,2025-04-21T13:34:07Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5670171851,213,4.74,5670171841,196,,5670171847,141,10.6,5670171853,1,,5670171845,140,6.6,5670171843,56,Back,5670171849,212,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444765,632,1,2,74,57,c165yjiny1qnmfdvefxvflnkc,1,5.3,7.4,2025-04-21T13:34:07.801Z,2025-04-21T13:34:09Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5670171917,212,15.4,5670171911,56,Back,5670171915,141,5.8,5670171913,140,19.9,5670171919,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444785,633,1,2,74,59,c165yjiny1qnmfdvefxvflnkc,1,20.0,6.7,2025-04-21T13:34:09.577Z,2025-04-21T13:34:12Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5670172027,141,31.5,5670172031,213,1.54,5670172023,56,Back,5670172029,212,16.9,5670172025,140,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444817,634,1,2,75,2,c165yjiny1qnmfdvefxvflnkc,1,20.5,31.5,2025-04-21T13:34:12.697Z,2025-04-21T13:34:15Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5670172163,141,44.2,5670172161,140,6.9,5670172167,213,2.60,5670172165,212,16.7,5670172159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444827,635,1,2,75,5,c165yjiny1qnmfdvefxvflnkc,0,7.3,37.3,2025-04-21T13:34:15.593Z,2025-04-21T13:34:18Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5670172251,212,33.4,5670172247,141,42.4,5670172241,157,,5670172253,213,0.10,5670172245,140,38.9,5670172255,1,,5670172243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444847,781,1,2,75,8,ahnt9ejgwj58ul8auzdvi3czf,0,58.8,43.7,2025-04-21T13:34:18.823Z,2025-04-21T19:13:08Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5670172389,213,0.28,5670172385,141,46.1,5670172423,233,636,5670172383,140,64.3,5670172387,212,6.0,5670172381,56,Center,5670172421,236,,5670172427,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444855,636,74,2,75,8,c165yjiny1qnmfdvefxvflnkc,1,35.0,53.6,2025-04-21T13:34:18.824Z,2025-04-21T19:13:10Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5670172429,233,781,5670172419,285,,5670172417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804453707,998,61,2,75,9,ahnt9ejgwj58ul8auzdvi3czf,1,57.5,50.1,2025-04-21T13:34:19.256Z,2025-04-21T19:13:12Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5670223653,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804714817,783,61,2,75,11,c165yjiny1qnmfdvefxvflnkc,0,35.7,44.7,2025-04-21T13:34:21.837Z,2025-04-21T19:13:22Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5671685799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804715481,1017,1,2,75,13,ahnt9ejgwj58ul8auzdvi3czf,1,64.3,55.3,2025-04-21T13:34:23.629Z,2025-04-21T19:14:30Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5671689523,212,37.0,5671689519,140,29.1,5671689521,141,52.7,5671689527,1,,5671689525,213,3.19,5671689517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444893,782,1,2,75,15,ahnt9ejgwj58ul8auzdvi3czf,1,30.2,63.7,2025-04-21T13:34:25.471Z,2025-04-21T13:34:28Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5670172657,213,1.03,5670172651,140,38.7,5670172653,141,85.4,5670172649,56,Back,5670172655,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444913,783,1,2,75,18,ahnt9ejgwj58ul8auzdvi3czf,1,38.7,85.4,2025-04-21T13:34:28.431Z,2025-04-21T13:34:34Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5670172801,141,69.9,5670172797,56,Back,5670172803,212,11.2,5670172799,140,42.4,5670172805,213,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444919,784,1,2,75,23,ahnt9ejgwj58ul8auzdvi3czf,1,42.8,64.8,2025-04-21T13:34:33.903Z,2025-04-21T13:34:34Z,lmrff8mviimc33yyrpjzr2tw,O. Boesen,,,5670172855,140,60.8,5670172859,212,18.9,5670172861,213,0.06,5670172853,56,Center,5670172857,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444921,785,1,2,75,24,ahnt9ejgwj58ul8auzdvi3czf,1,60.8,66.6,2025-04-21T13:34:34.831Z,2025-04-21T13:34:36Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5670172879,141,78.1,5670172875,56,Back,5670172881,212,17.4,5670172883,213,2.68,5670172877,140,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444935,786,1,2,75,26,ahnt9ejgwj58ul8auzdvi3czf,1,46.0,78.1,2025-04-21T13:34:36.479Z,2025-04-21T13:34:39Z,lmrff8mviimc33yyrpjzr2tw,O. Boesen,,,5670173013,212,16.9,5670173009,140,58.2,5670173011,141,94.2,5670173015,213,0.71,5670173007,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444969,787,1,2,75,29,ahnt9ejgwj58ul8auzdvi3czf,1,61.2,93.8,2025-04-21T13:34:39.632Z,2025-04-21T13:34:44Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5670173211,140,54.1,5670173217,213,3.62,5670173209,56,Left,5670173213,141,88.1,5670173215,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444981,788,1,2,75,34,ahnt9ejgwj58ul8auzdvi3czf,1,57.7,69.6,2025-04-21T13:34:44.623Z,2025-04-21T13:34:47Z,lmrff8mviimc33yyrpjzr2tw,O. Boesen,,,5670173295,213,3.27,5670173287,56,Back,5670173293,212,18.0,5670173291,141,66.3,5670173289,140,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804444999,789,1,2,75,36,ahnt9ejgwj58ul8auzdvi3czf,1,42.5,66.1,2025-04-21T13:34:47.056Z,2025-04-21T13:34:49Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5670173429,140,52.5,5670173435,213,5.51,5670173433,212,14.7,5670173431,141,51.0,5670173427,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
