id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/17/value
2751293471,759,8,2,77,39,cftj6g399tknheudaxsdpfdgb,1,31.9,35.4,2024-11-24T14:37:10.741Z,2024-11-24T18:04:00Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,5381336511,383,,5380219453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751293523,761,3,2,77,41,cftj6g399tknheudaxsdpfdgb,0,34.9,30.6,2024-11-24T14:37:13.245Z,2024-11-24T18:25:08Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,5381434045,233,691,5380219701,56,Back,5381337475,464,,5380219703,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751293537,691,7,2,77,41,36g6ifzjliec1jqnbtf7yesme,1,65.1,69.4,2024-11-24T14:37:13.246Z,2024-11-24T18:25:08Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5381337575,384,,5380219743,285,,5381337711,389,,5381434035,233,761,5380219741,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751293591,693,1,2,77,42,36g6ifzjliec1jqnbtf7yesme,1,65.3,70.8,2024-11-24T14:37:14.398Z,2024-11-24T14:37:16Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,5380220017,140,73.5,5380220015,56,Center,5380220023,141,72.0,5380220039,213,0.09,5380220033,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751293677,694,1,2,77,44,36g6ifzjliec1jqnbtf7yesme,0,70.4,73.2,2024-11-24T14:37:16.047Z,2024-11-24T14:37:19Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5380220441,56,Center,5380220447,212,21.2,5380220445,141,75.7,5380220449,213,0.08,5380220443,140,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751293761,762,12,2,77,49,cftj6g399tknheudaxsdpfdgb,1,5.1,21.9,2024-11-24T14:37:20.877Z,2024-11-24T18:04:22Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5380220911,141,0.0,5380220907,140,29.8,5380220903,56,Back,5381338309,167,,5380220917,213,5.74,5380220915,212,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751293793,695,5,2,77,50,36g6ifzjliec1jqnbtf7yesme,1,68.2,101.4,2024-11-24T14:37:22.091Z,2024-11-24T15:13:33Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5380221083,56,Left,5380221085,347,,5380221105,233,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751293773,763,5,2,77,50,cftj6g399tknheudaxsdpfdgb,0,31.8,-1.4,2024-11-24T14:37:22.091Z,2024-11-24T14:37:25Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5380221155,233,695,5380220979,347,,5380220975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751294147,696,1,2,78,3,36g6ifzjliec1jqnbtf7yesme,1,65.5,100.0,2024-11-24T14:37:35.103Z,2024-11-24T18:04:28Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5380222841,141,85.0,5380222839,140,51.7,5380222835,107,,5380222837,56,Left,5380222843,212,18.5,5380222845,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751294201,697,61,2,78,6,36g6ifzjliec1jqnbtf7yesme,1,50.9,82.7,2024-11-24T14:37:38.350Z,2024-11-24T14:37:39Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5380223205,189,,5380223095,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751294475,702,61,2,78,7,36g6ifzjliec1jqnbtf7yesme,1,62.9,75.7,2024-11-24T14:37:39.042Z,2024-11-24T14:37:52Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5380224439,56,Center,5380224907,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751294289,698,1,2,78,8,36g6ifzjliec1jqnbtf7yesme,1,62.0,91.5,2024-11-24T14:37:40.607Z,2024-11-24T14:37:42Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5380223511,56,Left,5380223513,140,54.1,5380223519,213,3.88,5380223515,141,80.5,5380223517,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751294383,699,1,2,78,10,36g6ifzjliec1jqnbtf7yesme,1,53.8,78.8,2024-11-24T14:37:42.319Z,2024-11-24T14:37:46Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5380224027,213,4.44,5380224023,141,46.9,5380224025,212,22.5,5380224019,56,Back,5380224021,140,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751294447,700,1,2,78,14,36g6ifzjliec1jqnbtf7yesme,0,52.0,46.3,2024-11-24T14:37:45.857Z,2024-11-24T14:37:48Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5380224343,155,,5380224345,56,Center,5380224349,141,72.6,5380224353,213,0.33,5380224355,1,,5380224351,212,54.9,5380224347,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751294465,701,5,2,78,16,36g6ifzjliec1jqnbtf7yesme,0,101.4,68.1,2024-11-24T14:37:47.751Z,2024-11-24T15:13:33Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5380432955,233,764,5380224415,346,,5380224411,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751294817,764,5,2,78,16,cftj6g399tknheudaxsdpfdgb,1,-1.4,31.9,2024-11-24T14:37:47.751Z,2024-11-24T15:13:33Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5380432889,233,701,5380226483,346,,5380226479,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751295153,765,1,2,78,49,cftj6g399tknheudaxsdpfdgb,1,3.8,45.2,2024-11-24T14:38:21.356Z,2024-11-24T14:38:22Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,5380228367,237,,5380228363,213,5.03,5380228357,140,6.9,5380228361,212,10.6,5380228353,124,,5380228355,56,Back,5380228359,141,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751295233,766,1,2,78,51,cftj6g399tknheudaxsdpfdgb,1,6.8,31.0,2024-11-24T14:38:22.781Z,2024-11-24T14:38:27Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5380228787,213,1.48,5380228779,56,Back,5380228783,141,70.6,5380228785,212,27.0,5380228781,140,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751295307,767,1,2,78,55,cftj6g399tknheudaxsdpfdgb,1,14.8,66.3,2024-11-24T14:38:27.580Z,2024-11-24T14:38:30Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5380229213,141,48.5,5380229215,212,13.7,5380229217,213,4.23,5380229209,56,Back,5380229211,140,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751295379,768,1,2,78,58,cftj6g399tknheudaxsdpfdgb,0,9.8,44.8,2024-11-24T14:38:30.397Z,2024-11-24T14:38:37Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,5380229569,56,Back,5380229571,140,22.9,5380229567,155,,5380229575,212,33.8,5380229573,141,0.0,5380229897,1,,5380229577,213,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751295427,703,5,2,79,1,36g6ifzjliec1jqnbtf7yesme,1,71.0,101.8,2024-11-24T14:38:33.116Z,2024-11-24T15:13:34Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5380229843,347,,5380229839,56,Left,5380229877,233,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751295389,769,5,2,79,1,cftj6g399tknheudaxsdpfdgb,0,29.0,-1.8,2024-11-24T14:38:33.116Z,2024-11-24T14:38:40Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5380229933,233,703,5380229639,347,,5380229637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751295601,704,1,2,79,10,36g6ifzjliec1jqnbtf7yesme,1,64.3,100.0,2024-11-24T14:38:42.001Z,2024-11-24T14:38:45Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5380230735,107,,5380230739,140,53.9,5380230741,141,88.4,5380230737,56,Left,5380230745,213,3.83,5380230743,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751295663,705,1,2,79,13,36g6ifzjliec1jqnbtf7yesme,1,52.3,82.7,2024-11-24T14:38:45.217Z,2024-11-24T14:38:48Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5380231019,56,Back,5380231021,140,45.3,5380231027,213,4.37,5380231023,141,52.4,5380231025,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751295853,706,1,2,79,16,36g6ifzjliec1jqnbtf7yesme,1,45.8,51.3,2024-11-24T14:38:48.225Z,2024-11-24T14:38:55Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5380231953,56,Back,5380231955,140,46.0,5380231959,212,15.8,5380231961,213,1.56,5380231957,141,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751296309,710,61,2,79,20,36g6ifzjliec1jqnbtf7yesme,0,55.3,90.8,2024-11-24T14:38:52.459Z,2024-11-24T14:39:17Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5380234255,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751295901,770,3,2,79,21,cftj6g399tknheudaxsdpfdgb,0,40.7,7.4,2024-11-24T14:38:53.241Z,2024-11-24T18:05:46Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,5381344309,465,,5380236113,56,Back,5380236115,286,,5380236781,233,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751296455,711,7,2,79,21,36g6ifzjliec1jqnbtf7yesme,0,59.3,92.6,2024-11-24T14:38:53.242Z,2024-11-24T18:06:20Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5380235121,285,,5380235119,56,Left,5380236753,233,770,5381346913,389,,5381344591,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751297829,785,61,2,79,22,cftj6g399tknheudaxsdpfdgb,1,41.1,4.3,2024-11-24T14:38:53.704Z,2024-11-24T18:06:36Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,5380242517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751296533,712,61,2,79,22,36g6ifzjliec1jqnbtf7yesme,1,53.8,91.1,2024-11-24T14:38:53.824Z,2024-11-24T18:06:38Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5380235589,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751295885,707,43,2,79,24,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-24T14:38:55.778Z,2024-11-24T14:55:51Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5380334783,144,1,5380232115,56,Left,5380232121,141,90.5,5380232117,140,61.6,5380232127,213,0.42,5380232123,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751295887,708,3,2,79,25,36g6ifzjliec1jqnbtf7yesme,0,64.4,91.3,2024-11-24T14:38:56.802Z,2024-11-24T18:06:45Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5380232143,286,,5381348695,464,,5380232141,56,Left,5380232879,233,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751295975,771,7,2,79,25,cftj6g399tknheudaxsdpfdgb,1,35.6,8.7,2024-11-24T14:38:56.803Z,2024-11-24T18:06:53Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,5380232635,56,Back,5381349297,178,,5381349131,384,,5380232843,233,708,5380232637,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751295979,772,4,2,79,29,cftj6g399tknheudaxsdpfdgb,1,43.6,5.4,2024-11-24T14:39:01.132Z,2024-11-24T14:53:35Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,5380232695,152,,5380232699,286,,5380232693,56,Back,5380233001,233,709,5380232697,265,,5380232691,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751295993,709,4,2,79,29,36g6ifzjliec1jqnbtf7yesme,0,56.4,94.6,2024-11-24T14:39:01.133Z,2024-11-24T14:53:35Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5380232917,13,,5380232921,152,,5380232919,56,Left,5380232925,285,,5380232923,265,,5380233043,233,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751296337,773,1,2,79,41,cftj6g399tknheudaxsdpfdgb,1,38.0,4.6,2024-11-24T14:39:13.260Z,2024-11-24T15:07:57Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5380234427,141,18.3,5380234425,140,30.0,5380234429,212,12.5,5380234423,56,Back,5380234419,5,,5380234421,152,,5380402509,189,,5380234431,213,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751296393,774,1,2,79,43,cftj6g399tknheudaxsdpfdgb,1,30.0,18.3,2024-11-24T14:39:14.717Z,2024-11-24T14:39:17Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5380234785,141,36.4,5380234789,213,1.24,5380234783,140,34.0,5380234781,56,Back,5380234787,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751296463,775,1,2,79,47,cftj6g399tknheudaxsdpfdgb,1,33.3,60.9,2024-11-24T14:39:18.829Z,2024-11-24T14:39:21Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,5380235151,140,42.3,5380235153,141,70.0,5380235155,212,11.3,5380235159,213,0.58,5380235149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751296525,776,1,2,79,49,cftj6g399tknheudaxsdpfdgb,0,39.0,66.9,2024-11-24T14:39:20.894Z,2024-11-24T14:39:24Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,5380235551,155,,5380235563,1,,5380235561,213,0.02,5380235557,141,68.2,5380235559,212,49.3,5380235555,140,85.9,5380235553,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751296611,713,52,2,79,56,36g6ifzjliec1jqnbtf7yesme,1,13.2,34.3,2024-11-24T14:39:28.226Z,2024-11-24T18:07:22Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5381351823,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751296735,714,1,2,80,0,36g6ifzjliec1jqnbtf7yesme,1,11.0,40.6,2024-11-24T14:39:32.227Z,2024-11-24T14:39:34Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5380236617,212,14.4,5380236613,140,19.2,5380236615,141,57.5,5380236619,213,0.93,5380236611,56,Back,5380236609,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751296749,715,1,2,80,2,36g6ifzjliec1jqnbtf7yesme,1,19.2,57.5,2024-11-24T14:39:34.018Z,2024-11-24T14:39:35Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5380236713,212,11.5,5380236705,140,12.5,5380236709,141,44.2,5380236717,213,4.05,5380236701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751296853,716,1,2,80,3,36g6ifzjliec1jqnbtf7yesme,0,12.5,44.2,2024-11-24T14:39:35.091Z,2024-11-24T14:39:39Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5380237277,1,,5380237261,157,,5380237275,213,0.21,5380237267,141,59.0,5380237271,212,48.4,5380237263,56,Center,5380237265,140,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751296957,778,1,2,80,9,cftj6g399tknheudaxsdpfdgb,1,44.7,49.4,2024-11-24T14:39:40.908Z,2024-11-24T14:39:43Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5380237771,213,0.89,5380237767,141,72.9,5380237765,140,57.0,5380237769,212,20.5,5380237763,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751296975,779,1,2,80,11,cftj6g399tknheudaxsdpfdgb,1,57.9,75.1,2024-11-24T14:39:43.372Z,2024-11-24T14:39:44Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,5380237859,141,67.5,5380237855,56,Center,5380237857,140,53.3,5380237861,212,7.1,5380237863,213,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751297027,780,1,2,80,12,cftj6g399tknheudaxsdpfdgb,1,53.5,67.2,2024-11-24T14:39:44.268Z,2024-11-24T14:39:46Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,5380238135,56,Center,5380238139,141,72.6,5380238141,212,3.7,5380238137,140,53.3,5380238143,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751297099,781,1,2,80,14,cftj6g399tknheudaxsdpfdgb,1,51.5,59.7,2024-11-24T14:39:46.524Z,2024-11-24T14:39:49Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,5380238521,140,56.9,5380238519,56,Right,5380238517,155,,5380238527,213,4.89,5380238525,212,31.6,5380238523,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751297203,782,1,2,80,17,cftj6g399tknheudaxsdpfdgb,1,58.9,16.1,2024-11-24T14:39:49.516Z,2024-11-24T14:39:53Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5380239043,213,0.30,5380239037,140,80.7,5380239041,212,24.0,5380239039,141,26.5,5380239035,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751297251,783,1,2,80,22,cftj6g399tknheudaxsdpfdgb,1,89.6,26.1,2024-11-24T14:39:53.788Z,2024-11-24T14:40:09Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,1.0,5380240635,210,15,5380239281,213,1.68,5380239277,141,40.0,5380239275,140,88.6,5380239279,212,9.5,5380239273,56,Center,5380240637,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751297259,784,15,2,80,23,cftj6g399tknheudaxsdpfdgb,1,89.5,44.2,2024-11-24T14:39:55.533Z,2024-11-24T18:07:56Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,5380239331,22,,5380240687,154,,5380240689,55,783,5380239739,20,,5380239749,82,,5381354547,78,,5380239333,17,,5380239335,56,Center,5380240693,102,5380240703,146,5380240705,147,5380240695,103,5380240753,233,48.5,45.1,717,5380240685,29,,5380240707,230,98.9,5380240709,231,48.0,91.7,,,,,,,,,19,
2751297311,717,10,2,80,23,36g6ifzjliec1jqnbtf7yesme,1,8.3,54.3,2024-11-24T14:39:55.633Z,2024-11-24T14:40:10Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5380240789,233,784,5380239603,56,Back,5380239601,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751297349,718,52,2,80,25,36g6ifzjliec1jqnbtf7yesme,1,5.0,52.5,2024-11-24T14:39:57.035Z,2024-11-24T18:08:01Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5381354817,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751297671,719,1,2,80,42,36g6ifzjliec1jqnbtf7yesme,1,8.7,50.4,2024-11-24T14:40:14.643Z,2024-11-24T18:08:15Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5380241633,56,Back,5380241639,140,23.8,5380241627,123,,5381355901,189,,5380241647,212,16.7,5380241643,141,58.2,5380241649,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751297717,720,1,2,80,44,36g6ifzjliec1jqnbtf7yesme,1,24.3,58.5,2024-11-24T14:40:16.212Z,2024-11-24T14:40:18Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5380241895,56,Back,5380241899,141,59.4,5380241901,212,25.6,5380241897,140,48.7,5380241903,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751297763,721,1,2,80,46,36g6ifzjliec1jqnbtf7yesme,1,49.0,59.4,2024-11-24T14:40:18.115Z,2024-11-24T14:40:20Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5380242151,140,60.3,5380242149,56,Center,5380242153,141,51.0,5380242155,212,13.2,5380242157,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751297877,722,1,2,80,49,36g6ifzjliec1jqnbtf7yesme,1,60.3,51.0,2024-11-24T14:40:20.788Z,2024-11-24T14:56:10Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,5380242697,1,,5380242695,213,5.61,5380242693,212,40.5,5380242687,56,Right,5380242691,141,13.7,5380242689,140,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751297901,723,1,2,80,53,36g6ifzjliec1jqnbtf7yesme,0,86.4,25.9,2024-11-24T14:40:25.461Z,2024-11-24T18:08:39Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5380242817,213,1.32,5381358289,223,,5381358291,72,,5380242815,212,18.4,5380242813,141,52.1,5380242811,140,90.8,5380242807,155,,5380242805,2,,5380242809,56,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,
2751297953,786,12,2,80,57,cftj6g399tknheudaxsdpfdgb,1,8.8,40.7,2024-11-24T14:40:28.860Z,2024-11-24T14:41:10Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5380243199,15,,5380243137,212,12.9,5380243131,56,Back,5380243133,140,18.8,5380243139,213,0.62,5380243135,141,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751298277,787,12,2,80,58,cftj6g399tknheudaxsdpfdgb,1,18.7,47.7,2024-11-24T14:40:30.060Z,2024-11-24T14:41:17Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,5380244913,56,Back,5380244921,213,5.52,5380244919,212,14.9,5380244915,140,28.9,5380244917,141,32.5,5380244911,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751298101,724,1,2,81,0,36g6ifzjliec1jqnbtf7yesme,1,63.2,81.5,2024-11-24T14:40:32.244Z,2024-11-24T14:40:35Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5380243913,56,Left,5380243921,212,8.7,5380243915,140,69.9,5380243917,141,89.1,5380243923,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751298157,725,1,2,81,3,36g6ifzjliec1jqnbtf7yesme,1,69.9,89.1,2024-11-24T14:40:35.463Z,2024-11-24T14:40:37Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5380244241,141,79.0,5380244239,140,70.7,5380244237,56,Left,5380244243,212,6.9,5380244245,213,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751298171,726,1,2,81,5,36g6ifzjliec1jqnbtf7yesme,0,72.1,75.0,2024-11-24T14:40:37.332Z,2024-11-24T14:40:38Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5380244319,140,74.9,5380244321,141,70.9,5380244323,212,4.1,5380244325,213,5.52,5380244317,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751298311,788,61,2,81,7,cftj6g399tknheudaxsdpfdgb,1,22.5,41.1,2024-11-24T14:40:39.301Z,2024-11-24T14:41:37Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,5380245129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751298275,727,1,2,81,9,36g6ifzjliec1jqnbtf7yesme,1,68.3,77.2,2024-11-24T14:40:41.236Z,2024-11-24T14:40:42Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,5380244903,213,0.69,5380244901,212,16.0,5380244895,56,Left,5380244899,141,92.1,5380244897,140,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751298299,728,1,2,81,10,36g6ifzjliec1jqnbtf7yesme,0,83.3,92.9,2024-11-24T14:40:42.309Z,2024-11-24T18:08:58Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,5381359893,224,,5381359895,72,,5380245045,212,23.1,5380245049,213,4.91,5380245043,141,59.6,5380245033,155,,5380245041,140,87.6,5380245037,56,Center,5380245029,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751298397,789,12,2,81,13,cftj6g399tknheudaxsdpfdgb,1,11.0,48.5,2024-11-24T14:40:44.908Z,2024-11-24T15:08:35Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,5380245601,56,Back,5380245611,212,3.2,5380245613,213,4.41,5380245605,140,10.1,5380245609,141,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
