id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2794366905,707,8,2,76,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,22.0,31.9,2025-03-31T18:39:04.387Z,2025-04-01T00:36:19Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5615406581,385,,5614714149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794366907,869,61,2,76,26,b3r6d8ydtmtjckam6pku9y400,0,75.6,70.9,2025-03-31T18:39:05.469Z,2025-03-31T18:39:05Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5614714151,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794366933,708,1,2,76,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,22.0,28.8,2025-03-31T18:39:06.508Z,2025-03-31T18:39:07Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5614714241,56,Back,5614714245,141,36.9,5614714247,212,8.8,5614714243,140,28.5,5614714249,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794366999,710,1,2,76,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.1,35.7,2025-03-31T18:39:07.787Z,2025-03-31T18:39:12Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5614714709,141,22.1,5614714713,213,5.76,5614714705,56,Back,5614714711,212,18.4,5614714707,140,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794367021,711,1,2,76,33,9w3sjm5ml4sjr2v81oxzdrt8v,0,41.5,8.5,2025-03-31T18:39:11.868Z,2025-03-31T18:39:14Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5614714801,213,0.04,5614714793,56,Right,5614714797,141,9.8,5614714799,212,22.2,5614714795,140,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794367045,870,12,2,76,35,b3r6d8ydtmtjckam6pku9y400,1,37.1,92.7,2025-03-31T18:39:13.989Z,2025-03-31T19:03:16Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5614714955,213,1.65,5614714951,141,100.0,5614714949,140,36.6,5614714953,212,6.3,5614715003,167,,5614714947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794367427,712,5,2,76,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,62.8,-2.0,2025-03-31T18:39:14.829Z,2025-03-31T18:41:07Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5614717411,233,871,5614717219,347,,5614717217,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794367051,871,5,2,76,36,b3r6d8ydtmtjckam6pku9y400,0,37.2,102.0,2025-03-31T18:39:14.829Z,2025-03-31T18:41:07Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5614714979,56,Back,5614717431,233,712,5614714981,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794367441,713,18,2,76,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-31T18:39:34.851Z,2025-03-31T18:39:43Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5614717297,59,9,5614717293,42,,5614717355,55,714,5614717295,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794367451,714,19,2,76,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-31T18:39:34.852Z,2025-03-31T18:42:35Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5614717319,42,,5614717325,59,10,5614717323,145,10,5614717327,44,Midfielder,5614717329,55,713,5614732993,292,6,5614717803,293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794370047,750,40,2,76,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-31T18:39:36.046Z,2025-03-31T18:42:32Z,,,,,5614731887,194,8cox96ikk1k4c24f0y5ef45x,5614731875,30,"dmxzug2enscx331w5vmdzn2s5, 3cdo7b8vwb5kzeoaxzqm6esk4, 6m5ftd7c68b2d4d2931xs5srt, 6uj3c69lgu6boblkjiuhoy6eh, effgiwtme6eu08o1ninlnqqqd, 8cox96ikk1k4c24f0y5ef45x, d1j2a0az2datf1l2efdzne7vu, 2mawaijd9czgtd5jh9myk434l, 54ipja7wrxji6kn8yw5uhr6ga, 8domjmewnw5h6b19vef8w0afp, ag40mk09zc8tzbkr7dnnqumay, 2datlbzulrzdgpyxv3fkzn0et, brsecgiiou4wcogoimzawyhp0, 3aoh34sqan7y34c2qa1d6xkyy, cyuoj9pesenese4i3pklv7d2h, 4vfbiav52mg5s9vnx53f0nhuc, 9yuyz4ci6wqikd6ckjstbt2i1",5614731885,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",5614731877,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",5614731881,130,8,5614731879,59,"1, 24, 27, 6, 3, 4, 11, 28, 26, 17, 10, 15, 16, 18, 25, 30, 90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794367559,715,1,2,77,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,61.8,0.0,2025-03-31T18:39:44.219Z,2025-03-31T18:39:45Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5614717899,107,,5614717935,189,,5614717901,56,Right,5614717905,141,12.0,5614717903,140,59.3,5614717907,212,9.9,5614717909,213,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794367581,716,1,2,77,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.3,12.0,2025-03-31T18:39:45.771Z,2025-03-31T18:39:46Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5614718059,189,,5614718027,56,Back,5614718037,213,2.84,5614718029,140,43.1,5614718031,141,19.7,5614718035,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794367609,717,1,2,77,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.9,19.8,2025-03-31T18:39:47.371Z,2025-03-31T18:39:48Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5614718195,212,23.0,5614718189,140,48.0,5614718193,141,53.1,5614718197,213,1.38,5614718187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794367649,718,1,2,77,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.4,63.7,2025-03-31T18:39:48.540Z,2025-03-31T18:39:51Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5614718417,56,Left,5614718419,140,64.1,5614718421,141,91.4,5614718425,213,1.12,5614718423,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794367703,719,1,2,77,12,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.1,91.4,2025-03-31T18:39:51.339Z,2025-03-31T18:39:55Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5614718751,212,23.2,5614718749,141,76.1,5614718745,56,Back,5614718747,140,43.3,5614718753,213,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794367753,720,1,2,77,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.5,70.3,2025-03-31T18:39:54.987Z,2025-03-31T18:39:57Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5614718927,213,4.78,5614718923,212,28.1,5614718921,141,29.1,5614718919,140,46.3,5614718917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794367869,721,1,2,77,18,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.3,29.1,2025-03-31T18:39:57.595Z,2025-03-31T18:40:04Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5614719535,56,Back,5614719537,140,42.5,5614719541,212,22.1,5614719539,141,61.1,5614719543,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794367911,722,1,2,77,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.1,56.1,2025-03-31T18:40:04.107Z,2025-04-01T00:46:05Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5614719787,213,5.12,5614719783,141,2.5,5614719779,56,Right,5614719785,212,39.7,5614719789,1,,5614719781,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794367969,723,1,2,77,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.4,2.9,2025-03-31T18:40:06.827Z,2025-03-31T18:40:10Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5614720111,213,2.56,5614720107,141,18.9,5614720103,56,Back,5614720105,140,43.6,5614720109,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794367983,724,1,2,77,31,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.7,19.1,2025-03-31T18:40:10.107Z,2025-03-31T18:40:10Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5614720165,56,Back,5614720173,213,1.84,5614720169,141,48.4,5614720167,140,38.5,5614720171,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794368047,725,1,2,77,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.5,48.4,2025-03-31T18:40:10.843Z,2025-03-31T18:40:14Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5614720499,140,44.7,5614720497,56,Back,5614720503,212,10.9,5614720505,213,0.93,5614720501,141,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794368155,726,1,2,77,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.8,62.3,2025-03-31T18:40:14.748Z,2025-03-31T18:40:21Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5614721109,141,52.5,5614721111,212,27.5,5614721107,140,18.4,5614721105,56,Back,5614721113,213,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794368183,727,1,2,77,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,18.4,52.5,2025-03-31T18:40:21.035Z,2025-03-31T18:40:22Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5614721291,213,5.71,5614721285,140,37.6,5614721283,56,Back,5614721287,141,33.3,5614721289,212,24.0,5614721299,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794368261,728,1,2,77,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,40.4,43.4,2025-03-31T18:40:24.363Z,2025-03-31T18:40:27Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5614721679,212,34.4,5614721675,140,53.6,5614721683,1,,5614721681,213,1.16,5614721673,56,Left,5614721677,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794368357,729,1,2,77,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.7,91.4,2025-03-31T18:40:27.371Z,2025-03-31T18:40:33Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5614722187,212,9.8,5614722183,140,66.7,5614722181,56,Left,5614722189,213,0.25,5614722185,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794368401,730,1,2,77,54,9w3sjm5ml4sjr2v81oxzdrt8v,0,71.5,79.0,2025-03-31T18:40:33.100Z,2025-03-31T18:40:36Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5614722377,213,4.66,5614722369,56,Right,5614722373,141,0.0,5614722375,212,55.2,5614722371,140,68.7,5614722365,155,,5614722379,1,,5614722367,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794368405,731,5,2,77,57,9w3sjm5ml4sjr2v81oxzdrt8v,0,69.0,-2.0,2025-03-31T18:40:36.191Z,2025-03-31T18:40:44Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5614722409,347,,5614722849,233,872,5614722407,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794368479,872,5,2,77,57,b3r6d8ydtmtjckam6pku9y400,1,31.0,102.0,2025-03-31T18:40:36.191Z,2025-03-31T18:41:08Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5614722805,347,,5614722811,233,731,5614722803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794368721,873,1,2,78,17,b3r6d8ydtmtjckam6pku9y400,1,34.4,100.0,2025-03-31T18:40:56.028Z,2025-03-31T18:40:59Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5614724197,212,9.0,5614724193,140,38.7,5614724199,213,5.24,5614724191,56,Back,5614724189,107,,5614724195,141,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794368785,874,1,2,78,20,b3r6d8ydtmtjckam6pku9y400,1,38.7,89.9,2025-03-31T18:40:59.356Z,2025-03-31T18:41:03Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5614724545,212,23.7,5614724551,213,3.22,5614724541,141,87.2,5614724537,140,16.2,5614724533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794368815,875,1,2,78,24,b3r6d8ydtmtjckam6pku9y400,1,16.7,86.5,2025-03-31T18:41:02.908Z,2025-03-31T18:41:05Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5614724721,213,4.87,5614724719,212,19.8,5614724713,56,Back,5614724717,141,57.8,5614724715,140,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794368891,876,1,2,78,26,b3r6d8ydtmtjckam6pku9y400,1,21.4,52.2,2025-03-31T18:41:05.292Z,2025-03-31T18:41:09Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5614725161,213,0.62,5614725159,212,5.8,5614725157,141,57.2,5614725155,140,25.9,5614725151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794368913,877,1,2,78,30,b3r6d8ydtmtjckam6pku9y400,1,24.9,59.9,2025-03-31T18:41:09.052Z,2025-03-31T18:41:11Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5614725333,213,4.92,5614725329,141,24.4,5614725325,56,Back,5614725323,155,,5614725331,212,24.7,5614725327,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794368921,878,1,2,78,32,b3r6d8ydtmtjckam6pku9y400,0,30.8,21.6,2025-03-31T18:41:11.052Z,2025-03-31T18:41:11Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5614725379,212,7.2,5614725377,141,18.8,5614725373,140,37.4,5614725369,56,Back,5614725365,3,,5614725381,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794368971,732,1,2,78,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,54.3,86.6,2025-03-31T18:41:13.227Z,2025-03-31T18:41:14Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5614725643,213,6.19,5614725641,212,8.6,5614725639,141,85.4,5614725637,140,62.5,5614725633,3,,5614725635,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794368975,734,61,2,78,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,61.7,82.9,2025-03-31T18:41:15.093Z,2025-03-31T18:41:15Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5614725667,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794368977,879,61,2,78,36,b3r6d8ydtmtjckam6pku9y400,1,29.8,32.4,2025-03-31T18:41:15.190Z,2025-03-31T18:41:15Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5614725671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794368991,735,1,2,78,37,9w3sjm5ml4sjr2v81oxzdrt8v,0,62.2,80.3,2025-03-31T18:41:15.963Z,2025-03-31T18:41:16Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5614725769,140,66.1,5614725775,141,81.5,5614725783,213,0.20,5614725767,56,Left,5614725779,212,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369019,881,1,2,78,39,b3r6d8ydtmtjckam6pku9y400,1,17.7,36.1,2025-03-31T18:41:17.756Z,2025-03-31T18:41:18Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5614725907,212,6.1,5614725903,140,12.0,5614725905,141,37.7,5614725901,56,Back,5614725909,213,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369051,882,1,2,78,40,b3r6d8ydtmtjckam6pku9y400,1,15.2,35.8,2025-03-31T18:41:19.107Z,2025-04-01T00:49:24Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5614726125,56,Back,5614726133,213,2.69,5614726129,141,42.7,5614726127,140,6.0,5614726131,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369107,883,1,2,78,43,b3r6d8ydtmtjckam6pku9y400,1,9.5,44.0,2025-03-31T18:41:22.126Z,2025-03-31T18:41:23Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5614726437,56,Center,5614726435,157,,5614726451,1,,5614726449,213,0.27,5614726447,212,51.1,5614726443,141,63.7,5614726439,140,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369119,884,1,2,78,45,b3r6d8ydtmtjckam6pku9y400,0,56.5,63.7,2025-03-31T18:41:23.836Z,2025-03-31T18:41:24Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5614726523,213,5.35,5614726521,212,17.6,5614726519,141,43.0,5614726517,140,66.5,5614726513,3,,5614726515,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369197,737,1,2,78,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.8,54.2,2025-03-31T18:41:26.698Z,2025-03-31T18:41:29Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5614726931,213,1.72,5614726923,56,Back,5614726927,141,81.8,5614726925,140,42.2,5614726929,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369253,738,1,2,78,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.5,82.1,2025-03-31T18:41:29.371Z,2025-03-31T18:41:33Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5614727229,213,4.43,5614727219,141,43.7,5614727215,56,Back,5614727223,212,27.2,5614727217,140,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369295,739,1,2,78,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.0,38.5,2025-03-31T18:41:32.986Z,2025-03-31T18:41:35Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5614727477,212,14.8,5614727473,140,37.5,5614727475,141,60.3,5614727471,56,Back,5614727479,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369319,740,1,2,78,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.6,63.0,2025-03-31T18:41:35.451Z,2025-03-31T18:41:37Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5614727705,141,57.2,5614727701,56,Back,5614727707,212,6.6,5614727703,140,44.6,5614727709,213,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369359,741,1,2,78,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,41.6,55.7,2025-03-31T18:41:37.434Z,2025-03-31T18:41:40Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5614727981,212,15.5,5614727973,140,32.8,5614727977,141,37.4,5614727971,56,Back,5614727983,213,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369379,742,1,2,79,1,9w3sjm5ml4sjr2v81oxzdrt8v,0,35.9,41.3,2025-03-31T18:41:40.363Z,2025-03-31T18:42:11Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5614728073,140,38.9,5614728069,56,Back,5614728081,212,3.5,5614728083,213,0.46,5614728079,141,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369369,885,61,2,79,2,b3r6d8ydtmtjckam6pku9y400,1,67.1,64.2,2025-03-31T18:41:41.364Z,2025-04-01T00:51:32Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5614728027,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369553,743,1,2,79,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,12.7,90.2,2025-03-31T18:41:46.922Z,2025-03-31T18:41:51Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5614729023,56,Back,5614729031,212,15.0,5614729027,140,6.0,5614729029,141,70.8,5614729033,213,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369633,744,1,2,79,12,9w3sjm5ml4sjr2v81oxzdrt8v,1,7.1,64.9,2025-03-31T18:41:50.939Z,2025-03-31T18:41:55Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5614729499,213,5.37,5614729489,157,,5614729501,1,,5614729491,56,Back,5614729495,141,4.0,5614729493,140,37.5,5614729497,212,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369679,745,1,2,79,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,37.5,4.0,2025-03-31T18:41:55.563Z,2025-03-31T18:41:59Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,,5614729769,212,21.9,5614729771,213,2.92,5614729765,140,17.1,5614729767,141,11.0,5614729763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369705,746,3,2,79,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,23.2,8.8,2025-03-31T18:41:59.451Z,2025-04-01T00:56:43Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5614735735,233,892,5615423807,464,,5614729945,56,Back,5614729947,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794370717,892,45,2,79,20,b3r6d8ydtmtjckam6pku9y400,0,76.8,91.2,2025-03-31T18:41:59.451Z,2025-03-31T18:44:30Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5614735419,56,Left,5614735421,286,,5614735771,233,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369735,747,1,2,79,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,21.2,8.2,2025-03-31T18:42:00.859Z,2025-03-31T18:42:02Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5614730155,140,28.7,5614730153,56,Back,5614730157,141,2.2,5614730159,212,8.9,5614730161,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369739,748,61,2,79,24,9w3sjm5ml4sjr2v81oxzdrt8v,0,29.5,2.6,2025-03-31T18:42:02.811Z,2025-03-31T18:42:03Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,,5614730181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369831,886,1,2,79,27,b3r6d8ydtmtjckam6pku9y400,0,69.9,95.9,2025-03-31T18:42:06.267Z,2025-03-31T18:42:07Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5614730753,213,5.94,5614730743,157,,5614730747,140,100.0,5614730749,141,78.7,5614730751,212,35.0,5614730755,1,,5614730745,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369891,749,5,2,79,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,-1.2,28.0,2025-03-31T18:42:06.715Z,2025-03-31T18:44:23Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,,5614733673,233,887,5614731073,346,,5614731071,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794370351,887,5,2,79,28,b3r6d8ydtmtjckam6pku9y400,0,101.2,72.0,2025-03-31T18:42:06.715Z,2025-03-31T18:44:23Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5614733601,346,,5614733599,56,Center,5614733753,233,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794370355,888,18,2,80,14,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-03-31T18:42:52.942Z,2025-03-31T18:44:28Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5614733631,44,Midfielder,5614733775,55,889,5614733633,59,36,5614733629,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794370367,889,19,2,80,14,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-03-31T18:42:52.943Z,2025-03-31T18:44:29Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5614733709,59,12,5614733697,42,,5614733715,44,Midfielder,5614733711,292,7,5614733717,55,888,5614733705,145,4,5614733713,293,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794370471,890,18,2,80,18,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-03-31T18:42:57.204Z,2025-03-31T18:44:11Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5614734245,44,Midfielder,5614734333,55,891,5614734243,42,,5614734247,59,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
