id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2743972357,676,1,2,68,46,36g6ifzjliec1jqnbtf7yesme,1,32.8,57.2,2024-11-03T18:30:56.981Z,2024-11-03T19:01:04Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5340222699,140,56.1,5340222705,213,0.71,5340222697,56,Left,5340222695,155,,5340222707,1,,5340222701,141,88.4,5340222703,212,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743972391,519,83,2,68,50,c165yjiny1qnmfdvefxvflnkc,0,36.5,14.9,2024-11-03T18:31:01.252Z,2024-11-03T18:31:13Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5340223691,399,4sgxth7onhb5mu29bgyupby3u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743972419,520,83,2,68,52,c165yjiny1qnmfdvefxvflnkc,0,40.5,17.0,2024-11-03T18:31:03.365Z,2024-11-03T18:31:12Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5340223673,399,4sgxth7onhb5mu29bgyupby3u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743972521,677,1,2,68,57,36g6ifzjliec1jqnbtf7yesme,1,52.9,63.3,2024-11-03T18:31:08.492Z,2024-11-03T18:31:12Z,4sgxth7onhb5mu29bgyupby3u,J. Adedeji,,,5340223647,140,55.2,5340223653,213,4.79,5340223649,141,17.0,5340223651,212,31.6,5340223645,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743972581,678,1,2,69,2,36g6ifzjliec1jqnbtf7yesme,1,56.4,15.6,2024-11-03T18:31:12.924Z,2024-11-03T18:31:15Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5340223935,56,Right,5340223939,141,4.4,5340223937,140,69.5,5340223943,213,5.78,5340223941,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743972597,679,1,2,69,5,36g6ifzjliec1jqnbtf7yesme,1,76.4,6.2,2024-11-03T18:31:15.852Z,2024-11-03T18:31:18Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5340224043,213,0.42,5340224041,212,22.4,5340224039,141,19.5,5340224037,140,95.9,5340224035,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743972619,680,1,2,69,7,36g6ifzjliec1jqnbtf7yesme,1,95.9,19.5,2024-11-03T18:31:17.852Z,2024-11-03T18:31:20Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5340224153,56,Center,5340224157,141,69.9,5340224159,212,38.7,5340224197,195,,5340224163,1,,5340224161,213,2.05,5340224155,140,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743972635,521,43,2,69,10,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-11-03T18:31:21.524Z,2024-11-03T18:31:40Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5340224259,285,0,5340224257,56,Back,5340225517,144,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743972651,681,43,2,69,10,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-03T18:31:21.524Z,2024-11-03T18:31:38Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5340224331,56,Center,5340224333,286,0,5340225423,144,3,5340224335,233,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743972689,682,1,2,69,12,36g6ifzjliec1jqnbtf7yesme,1,84.2,68.5,2024-11-03T18:31:23.164Z,2024-11-03T18:31:26Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5340224515,141,73.3,5340224511,56,Center,5340224517,212,12.3,5340224513,140,95.5,5340224519,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743972707,683,1,2,69,15,36g6ifzjliec1jqnbtf7yesme,0,95.5,73.3,2024-11-03T18:31:25.972Z,2024-11-03T18:31:26Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5340224595,212,14.4,5340224593,141,52.4,5340224597,213,4.56,5340224591,140,93.4,5340224589,56,Center,5340224587,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743972697,522,43,2,69,15,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-11-03T18:31:26.228Z,2024-11-03T18:31:29Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5340224557,213,0.00,5340224551,140,3.6,5340224553,141,48.8,5340224549,56,Back,5340224803,144,12,5340224555,212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743972715,523,12,2,69,15,c165yjiny1qnmfdvefxvflnkc,1,3.6,48.8,2024-11-03T18:31:26.415Z,2024-11-03T18:31:27Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5340224637,212,7.6,5340224631,56,Back,5340224633,140,0.0,5340224639,213,3.91,5340224669,167,,5340224649,15,,5340224635,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743972721,524,6,2,69,16,c165yjiny1qnmfdvefxvflnkc,0,1.4,43.4,2024-11-03T18:31:26.932Z,2024-11-03T22:26:41Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5340225707,56,Back,5340225785,233,684,5340225709,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743972717,684,6,2,69,16,36g6ifzjliec1jqnbtf7yesme,1,98.6,56.6,2024-11-03T18:31:26.932Z,2024-11-03T18:55:05Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5340225739,233,524,5340224707,56,Center,5340224709,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743973119,685,1,2,69,46,36g6ifzjliec1jqnbtf7yesme,0,99.5,99.5,2024-11-03T18:31:57.197Z,2024-11-03T22:26:44Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5340226845,6,,5340226857,212,33.1,5340226853,140,92.5,5340226851,56,Center,5340226855,141,52.1,5341116723,20,,5340226847,155,,5340226863,1,,5340226861,213,4.49,5340226843,2,5340226849,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743973357,527,43,2,69,47,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-11-03T18:31:58.116Z,2024-11-03T18:33:05Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5340228235,285,0,5340231427,144,44,5340228233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743973149,525,12,2,69,47,c165yjiny1qnmfdvefxvflnkc,1,4.6,48.8,2024-11-03T18:31:58.212Z,2024-11-03T18:32:01Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5340227083,15,,5340227067,141,48.1,5340227063,140,27.1,5340227059,56,Back,5340227071,212,23.6,5340227073,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743973163,526,43,2,69,51,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-11-03T18:32:02.532Z,2024-11-03T18:33:11Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5340231927,144,44,5340227171,285,0,5340227169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743973191,686,1,2,69,52,36g6ifzjliec1jqnbtf7yesme,1,73.9,64.8,2024-11-03T18:32:03.060Z,2024-11-03T18:34:15Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5340227325,212,12.9,5340227317,3,,5340227319,56,Center,5340227327,213,3.35,5340227321,140,61.9,5340227323,141,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743973205,687,1,2,69,54,36g6ifzjliec1jqnbtf7yesme,1,61.9,60.8,2024-11-03T18:32:05.300Z,2024-11-03T18:34:12Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5340227405,212,18.6,5340227399,56,Left,5340227403,141,86.2,5340227407,213,1.19,5340227401,140,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743973311,688,43,2,69,56,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-03T18:32:07.380Z,2024-11-03T18:32:19Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5340227947,140,94.3,5340227943,155,0,5340227949,141,33.6,5340227955,1,0,5340228287,144,1,5340227951,212,43.7,5340227953,213,5.38,5340227945,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743974221,692,1,2,69,56,36g6ifzjliec1jqnbtf7yesme,1,70.1,76.5,2024-11-03T18:32:07.572Z,2024-11-03T22:27:27Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,1.0,,5340232889,213,5.43,5340232881,141,31.7,5340232883,212,40.4,5341118305,154,,5340232875,56,Center,5340232891,1,,5340232871,155,,5340232879,140,95.4,5340250141,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743974453,695,13,2,69,59,36g6ifzjliec1jqnbtf7yesme,1,95.5,33.1,2024-11-03T18:32:10.535Z,2024-11-03T22:27:27Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5340250161,73,,5340249771,20,,5341118327,154,,5340250187,146,97.8,5340250181,391,,5340250171,103,13.9,5340250177,328,,5340249775,153,,5340250165,55,692,5340250193,230,5340250169,102,83.0,99.8,5340250163,29,,5340234137,56,Center,5340250189,147,74.9,5340251635,25,,5340249569,62,5340250197,231,,44.0,,,,,,,,,,,,
2743974559,696,43,2,70,1,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-03T18:32:12.036Z,2024-11-03T18:33:57Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5340234727,140,98.3,5340234721,2,0,5340234729,141,44.5,5340235453,144,1,5340234733,213,4.81,5340234731,212,21.5,5340234725,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743973399,689,2,2,70,3,36g6ifzjliec1jqnbtf7yesme,1,96.6,74.4,2024-11-03T18:32:14.611Z,2024-11-03T22:27:40Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5340228555,56,Center,5340228439,140,99.7,5340228441,141,30.5,5340228551,7,1arzd8hqj73byhduozscqz5uy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743973783,529,27,2,70,36,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-11-03T18:32:47.628Z,2024-11-03T18:32:54Z,,,,,5340230417,53,1xjhud4hyekcg08nue1iosmsq,5340230435,233,690,5340230415,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743973739,690,27,2,70,36,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-03T18:32:47.628Z,2024-11-03T18:32:53Z,,,,,5340230425,233,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743974493,530,28,2,71,5,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-11-03T18:33:16.372Z,2024-11-03T18:55:06Z,,,,,5340234407,55,529,5340331161,233,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743974119,691,28,2,71,5,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-03T18:33:16.372Z,2024-11-03T18:55:06Z,,,,,5340232281,55,690,5340331117,233,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743974347,693,18,2,71,19,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-03T18:33:30.486Z,2024-11-03T22:29:02Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5340233527,42,,5340233529,44,Midfielder,5340233531,59,21,5340233609,55,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743974355,694,19,2,71,19,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-03T18:33:30.487Z,2024-11-03T22:29:02Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5340233559,145,8,5340354845,292,5,5340233565,55,693,5340233563,44,Midfielder,5340354849,293,5,5340233561,59,6,5340233555,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743975109,531,18,2,72,13,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-11-03T18:34:24.318Z,2024-11-03T18:34:25Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5340237871,55,532,5340237781,44,Defender,5340237783,59,2,5340237779,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743975123,532,19,2,72,13,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-11-03T18:34:24.319Z,2024-11-03T18:35:20Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5340237845,44,Defender,5340242143,292,3,5340237843,59,25,5340237841,145,2,5340237847,55,531,5340242145,293,2,5340237837,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743975381,533,18,2,72,34,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-11-03T18:34:45.379Z,2024-11-03T18:34:46Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5340239261,59,17,5340239259,44,Forward,5340239257,42,,5340239325,55,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743975385,534,19,2,72,34,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-11-03T18:34:45.380Z,2024-11-03T18:35:16Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5340239295,44,Midfielder,5340241729,292,6,5340241731,293,1,5340239293,59,7,5340239297,55,533,5340239291,145,11,5340239287,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743975537,535,1,2,72,46,c165yjiny1qnmfdvefxvflnkc,1,12.9,56.1,2024-11-03T18:34:57.235Z,2024-11-03T18:34:58Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5340240265,56,Back,5340240269,141,30.6,5340240295,189,,5340240273,213,5.16,5340240271,212,19.3,5340240263,241,,5340240261,5,,5340240267,140,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743975575,536,1,2,72,49,c165yjiny1qnmfdvefxvflnkc,1,24.1,28.0,2024-11-03T18:34:59.636Z,2024-11-03T18:35:01Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5340240495,56,Back,5340240501,212,25.8,5340240503,213,0.16,5340240499,141,34.2,5340240497,140,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743975593,537,1,2,72,50,c165yjiny1qnmfdvefxvflnkc,0,48.3,34.2,2024-11-03T18:35:01.156Z,2024-11-03T22:31:29Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5340240575,168,,5340240585,213,6.24,5340240583,212,17.3,5340240581,141,33.0,5340240579,140,64.8,5340240577,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743975623,698,1,2,72,53,36g6ifzjliec1jqnbtf7yesme,1,31.7,68.5,2024-11-03T18:35:03.778Z,2024-11-03T19:01:29Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5340240765,3,,5340240775,213,1.01,5340240769,140,41.4,5340240767,56,Back,5340240771,141,92.1,5340240773,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743975727,700,1,2,72,57,36g6ifzjliec1jqnbtf7yesme,1,34.9,85.6,2024-11-03T18:35:07.954Z,2024-11-03T18:35:11Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5340241387,56,Back,5340241389,140,15.2,5340241391,141,60.0,5340241393,212,27.0,5340241395,213,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743975815,701,1,2,73,0,36g6ifzjliec1jqnbtf7yesme,1,14.3,57.5,2024-11-03T18:35:11.162Z,2024-11-03T18:35:17Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5340241865,213,5.03,5340241859,140,20.9,5340241857,56,Back,5340241861,141,27.0,5340241863,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743975927,702,1,2,73,6,36g6ifzjliec1jqnbtf7yesme,1,29.2,33.9,2024-11-03T18:35:17.091Z,2024-11-03T18:35:23Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5340242487,213,1.62,5340242479,56,Back,5340242483,141,67.3,5340242481,140,28.1,5340242485,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743975975,703,1,2,73,13,36g6ifzjliec1jqnbtf7yesme,1,38.0,66.7,2024-11-03T18:35:23.699Z,2024-11-03T18:35:26Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5340242737,212,19.9,5340242733,140,30.2,5340242731,56,Back,5340242741,213,4.29,5340242735,141,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743976045,704,1,2,73,15,36g6ifzjliec1jqnbtf7yesme,1,30.2,40.1,2024-11-03T18:35:26.083Z,2024-11-03T18:35:29Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5340243109,213,5.04,5340243101,56,Back,5340243107,212,22.4,5340243103,140,37.0,5340243105,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743975979,538,43,2,73,15,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-11-03T18:35:26.339Z,2024-11-03T18:35:28Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5340242929,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743976101,705,1,2,73,19,36g6ifzjliec1jqnbtf7yesme,1,33.8,16.8,2024-11-03T18:35:29.698Z,2024-11-03T18:35:33Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5340243457,213,2.60,5340243451,140,8.4,5340243453,141,40.4,5340243449,56,Back,5340243455,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743976133,706,1,2,73,22,36g6ifzjliec1jqnbtf7yesme,1,7.9,42.2,2024-11-03T18:35:32.954Z,2024-11-03T18:35:36Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5340243621,56,Back,5340243627,212,15.1,5340243623,140,13.3,5340243625,141,21.6,5340243631,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743976159,707,1,2,73,25,36g6ifzjliec1jqnbtf7yesme,0,14.3,17.1,2024-11-03T18:35:35.868Z,2024-11-03T18:35:37Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5340243769,140,29.6,5340243771,141,34.9,5340243773,212,20.1,5340243767,56,Back,5340243775,213,0.65,5340243765,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743976185,539,1,2,73,27,c165yjiny1qnmfdvefxvflnkc,1,67.2,83.0,2024-11-03T18:35:37.891Z,2024-11-03T22:32:01Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5340243927,140,70.1,5340243923,3,,5340243929,141,73.0,5340243931,212,7.5,5340243933,213,5.13,5340243925,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744135335,714,1,2,73,27,c165yjiny1qnmfdvefxvflnkc,0,69.7,70.0,2024-11-03T18:35:38.625Z,2024-11-03T23:05:04Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5341203199,233,708,5341129285,213,5.86,5341129557,286,,5341129279,140,71.7,5341129277,56,Center,5341129283,212,2.3,5341129555,236,,5341129281,141,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743976189,708,74,2,73,27,36g6ifzjliec1jqnbtf7yesme,1,23.0,33.9,2024-11-03T18:35:38.626Z,2024-11-03T23:05:04Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5341203203,233,714,5340243941,56,Back,5341129511,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743976229,541,1,2,73,31,c165yjiny1qnmfdvefxvflnkc,0,66.0,91.7,2024-11-03T18:35:42.179Z,2024-11-03T18:35:42Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5340244125,56,Left,5340244131,212,8.1,5340244133,213,5.69,5340244129,141,85.0,5340244127,140,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743976219,709,8,2,73,31,36g6ifzjliec1jqnbtf7yesme,1,30.6,11.0,2024-11-03T18:35:42.414Z,2024-11-03T22:32:32Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5340244097,56,Back,5341130223,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743976273,711,4,2,73,34,36g6ifzjliec1jqnbtf7yesme,1,31.8,15.0,2024-11-03T18:35:44.850Z,2024-11-03T18:54:41Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5340244327,56,Back,5340244465,233,542,5340244329,152,,5340244331,265,,5340244333,285,,5340244325,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743976283,542,4,2,73,34,c165yjiny1qnmfdvefxvflnkc,0,68.2,85.0,2024-11-03T18:35:44.851Z,2024-11-03T18:54:41Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5340244479,233,711,5340244409,265,,5340244403,13,,5340244407,152,,5340244405,56,Left,5340244411,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743976445,712,1,2,73,44,36g6ifzjliec1jqnbtf7yesme,1,25.7,10.0,2024-11-03T18:35:55.106Z,2024-11-03T18:35:55Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5340245245,152,,5340245253,212,12.0,5340245251,141,13.2,5340245255,213,0.18,5340245249,140,36.9,5340245243,5,,5340245247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743976473,713,1,2,73,45,36g6ifzjliec1jqnbtf7yesme,1,36.9,13.2,2024-11-03T18:35:55.666Z,2024-11-03T18:35:57Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5340245423,212,13.9,5340245421,141,12.0,5340245419,140,23.7,5340245417,56,Back,5340245425,213,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743976537,714,1,2,73,46,36g6ifzjliec1jqnbtf7yesme,1,26.8,26.4,2024-11-03T18:35:57.618Z,2024-11-03T18:36:01Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5340245723,141,67.6,5340245727,213,1.63,5340245721,140,25.3,5340245725,212,28.1,5340245719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743976591,715,1,2,73,50,36g6ifzjliec1jqnbtf7yesme,1,27.1,70.8,2024-11-03T18:36:00.986Z,2024-11-03T18:36:03Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5340245889,56,Back,5340245895,212,19.2,5340245897,213,1.31,5340245891,140,31.8,5340245893,141,98.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743976619,716,1,2,73,52,36g6ifzjliec1jqnbtf7yesme,1,30.1,92.0,2024-11-03T18:36:03.402Z,2024-11-03T18:36:06Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5340246055,140,30.0,5340246051,56,Back,5340246063,213,4.71,5340246061,212,17.8,5340246059,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743976641,717,1,2,73,55,36g6ifzjliec1jqnbtf7yesme,1,33.5,67.5,2024-11-03T18:36:05.922Z,2024-11-03T19:02:07Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5340246111,56,Left,5340246119,141,94.2,5340246121,212,30.3,5340246125,213,0.64,5340246115,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743976675,718,4,2,73,57,36g6ifzjliec1jqnbtf7yesme,1,55.6,92.0,2024-11-03T18:36:08.370Z,2024-11-03T18:54:41Z,4sgxth7onhb5mu29bgyupby3u,J. Adedeji,,,5340246505,233,543,5340246369,152,,5340246367,56,Left,5340246371,265,,5340246373,286,,5340246365,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
