id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2795690959,661,1,2,78,40,59as3grjvj19voay31j3yfgni,0,3.6,89.7,2025-04-04T18:40:45.104Z,2025-04-04T18:43:05Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5622176713,140,5.1,5622176711,56,Back,5622176721,1,,5622176715,141,89.9,5622176719,213,0.09,5622176709,157,,5622176717,212,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795690945,718,61,2,78,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,92.5,10.6,2025-04-04T18:40:46.437Z,2025-04-04T21:15:55Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5622176639,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795690993,662,1,2,78,41,59as3grjvj19voay31j3yfgni,0,4.7,85.2,2025-04-04T18:40:46.543Z,2025-04-04T18:43:14Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5622176979,157,,5622176981,56,Back,5622176995,1,,5622176991,212,29.1,5622176985,140,29.5,5622176989,141,66.2,5622176993,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691073,720,1,2,78,43,9w3sjm5ml4sjr2v81oxzdrt8v,0,73.5,37.5,2025-04-04T18:40:48.258Z,2025-04-04T18:40:50Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5622177451,140,88.7,5622177449,56,Center,5622177459,213,6.26,5622177455,141,37.0,5622177457,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691091,663,8,2,78,45,59as3grjvj19voay31j3yfgni,1,13.9,62.6,2025-04-04T18:40:50.529Z,2025-04-04T21:16:15Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5622955965,384,,5622177523,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691177,664,12,2,78,46,59as3grjvj19voay31j3yfgni,1,12.7,56.1,2025-04-04T18:40:51.695Z,2025-04-04T18:40:53Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5622177945,141,57.6,5622177955,212,5.2,5622177957,213,0.20,5622177931,56,Back,5622177937,140,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691165,721,61,2,78,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,81.0,40.6,2025-04-04T18:40:53.301Z,2025-04-04T18:40:53Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5622177891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691249,665,12,2,78,48,59as3grjvj19voay31j3yfgni,1,13.4,47.6,2025-04-04T18:40:53.631Z,2025-04-04T18:40:56Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5622178309,140,43.4,5622178305,56,Back,5622178315,213,0.28,5622178311,141,60.8,5622178313,212,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795831739,900,44,2,78,50,59as3grjvj19voay31j3yfgni,1,37.6,72.3,2025-04-04T18:40:54.974Z,2025-04-04T22:17:29Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5622956251,56,Back,5622956257,233,938,5622956255,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795831737,938,44,2,78,50,9w3sjm5ml4sjr2v81oxzdrt8v,0,62.4,27.7,2025-04-04T18:40:54.975Z,2025-04-04T21:16:36Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5622956265,233,900,5622956249,286,,5622956247,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691279,666,1,2,78,51,59as3grjvj19voay31j3yfgni,0,43.4,60.8,2025-04-04T18:40:56.624Z,2025-04-04T18:40:58Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5622178535,213,0.47,5622178523,56,Center,5622178521,3,,5622178525,140,60.7,5622178529,141,74.4,5622178533,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691385,722,1,2,78,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.2,29.5,2025-04-04T18:40:59.154Z,2025-04-04T18:41:04Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5622179165,140,21.1,5622179169,212,21.8,5622179167,141,45.2,5622179163,56,Back,5622179171,213,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691469,723,1,2,78,59,9w3sjm5ml4sjr2v81oxzdrt8v,0,22.2,45.5,2025-04-04T18:41:04.242Z,2025-04-04T18:41:08Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5622179647,212,43.0,5622179649,213,0.21,5622179645,141,58.8,5622179639,157,,5622179651,1,,5622179643,140,62.2,5622179641,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691447,667,12,2,79,1,59as3grjvj19voay31j3yfgni,1,36.1,49.3,2025-04-04T18:41:06.352Z,2025-04-04T21:16:44Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5622179529,140,46.9,5622179527,56,Back,5622179533,212,13.7,5622956325,15,,5622179531,141,38.0,5622179535,213,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691509,724,1,2,79,5,9w3sjm5ml4sjr2v81oxzdrt8v,0,51.9,62.5,2025-04-04T18:41:10.067Z,2025-04-04T18:41:11Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5622179911,140,75.4,5622179913,141,48.1,5622179909,56,Center,5622179915,212,26.5,5622179917,213,5.91,5622179907,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691713,669,1,2,79,10,59as3grjvj19voay31j3yfgni,1,25.6,49.6,2025-04-04T18:41:15.152Z,2025-04-04T18:41:20Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5622181067,56,Back,5622181079,212,26.7,5622181075,141,10.9,5622181071,140,29.7,5622181083,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691759,670,1,2,79,15,59as3grjvj19voay31j3yfgni,0,37.2,6.2,2025-04-04T18:41:20.338Z,2025-04-04T18:41:24Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5622181361,140,79.8,5622181359,56,Center,5622181363,141,28.9,5622181357,155,,5622181369,1,,5622181365,212,47.3,5622181367,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691795,725,44,2,79,18,9w3sjm5ml4sjr2v81oxzdrt8v,1,19.8,70.4,2025-04-04T18:41:23.823Z,2025-04-04T18:41:27Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5622181537,285,,5622181535,56,Back,5622181563,233,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691767,671,44,2,79,18,59as3grjvj19voay31j3yfgni,0,80.2,29.6,2025-04-04T18:41:23.824Z,2025-04-04T18:41:29Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5622181409,286,,5622181407,56,Center,5622181597,233,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691881,726,12,2,79,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,19.4,69.1,2025-04-04T18:41:24.787Z,2025-04-04T18:41:42Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5622182063,56,Back,5622183699,15,,5622182071,213,0.93,5622182067,141,82.2,5622182065,140,25.7,5622182069,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691907,727,12,2,79,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,25.7,82.2,2025-04-04T18:41:25.987Z,2025-04-04T18:41:29Z,2datlbzulrzdgpyxv3fkzn0et,B. Kopplin,,,5622182211,212,19.7,5622182213,213,5.50,5622182205,56,Back,5622182209,141,61.8,5622182207,140,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691927,728,1,2,79,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.0,61.8,2025-04-04T18:41:29.684Z,2025-04-04T18:41:30Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5622182329,213,1.16,5622182325,141,75.1,5622182319,3,,5622182327,212,9.9,5622182323,140,42.8,5622182321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691915,672,43,2,79,25,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-04T18:41:29.985Z,2025-04-04T18:41:44Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5622183991,144,8,5622182255,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795691941,729,61,2,79,25,9w3sjm5ml4sjr2v81oxzdrt8v,0,42.8,75.1,2025-04-04T18:41:30.499Z,2025-04-04T18:41:30Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5622182397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795692007,730,83,2,79,29,9w3sjm5ml4sjr2v81oxzdrt8v,0,35.8,77.4,2025-04-04T18:41:34.404Z,2025-04-04T18:41:46Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5622184275,399,bwfg9frq2ecbzg7wlzqjtnv2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795692267,673,1,2,79,36,59as3grjvj19voay31j3yfgni,1,57.9,60.3,2025-04-04T18:41:41.041Z,2025-04-04T18:41:46Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5622184229,213,3.58,5622184225,212,14.3,5622184219,56,Back,5622184223,141,51.3,5622184221,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795692371,674,1,2,79,41,59as3grjvj19voay31j3yfgni,1,49.9,58.4,2025-04-04T18:41:46.689Z,2025-04-04T18:41:50Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5622184817,213,1.00,5622184807,141,88.4,5622184799,56,Left,5622184803,140,62.3,5622184811,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795692413,675,1,2,79,45,59as3grjvj19voay31j3yfgni,0,65.9,90.2,2025-04-04T18:41:49.873Z,2025-04-04T18:41:51Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5622185021,141,91.1,5622185023,212,13.0,5622185025,213,0.05,5622185017,56,Left,5622185019,140,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795692715,731,8,2,79,47,9w3sjm5ml4sjr2v81oxzdrt8v,1,26.6,8.6,2025-04-04T18:41:52.246Z,2025-04-04T21:17:26Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5622186689,56,Back,5622956821,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795692639,676,1,2,79,53,59as3grjvj19voay31j3yfgni,1,30.1,86.0,2025-04-04T18:41:58.577Z,2025-04-04T18:42:00Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5622186297,212,17.6,5622186299,213,5.90,5622186295,141,76.3,5622186293,140,45.6,5622186291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795692659,677,1,2,79,55,59as3grjvj19voay31j3yfgni,1,43.4,77.5,2025-04-04T18:42:00.833Z,2025-04-04T21:17:35Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5622186387,140,30.1,5622186391,141,79.7,5622186435,156,,5622186399,213,3.03,5622186383,56,Back,5622186395,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795692853,678,1,2,80,1,59as3grjvj19voay31j3yfgni,1,34.5,74.1,2025-04-04T18:42:05.954Z,2025-04-04T18:42:09Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5622187637,213,4.54,5622187635,212,26.2,5622187629,56,Back,5622187631,140,30.3,5622187633,141,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795692877,679,1,2,80,4,59as3grjvj19voay31j3yfgni,0,28.5,30.1,2025-04-04T18:42:09.393Z,2025-04-04T18:42:11Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5622187807,141,29.5,5622187805,140,28.7,5622187809,212,0.5,5622187921,233,732,5622187929,286,,5622187917,236,,5622187811,213,5.19,5622187803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795692883,732,74,2,80,4,9w3sjm5ml4sjr2v81oxzdrt8v,1,69.5,77.4,2025-04-04T18:42:09.394Z,2025-04-04T19:05:39Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5622187831,285,,5622187983,233,679,5622187829,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795693021,733,49,2,80,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,81.5,95.9,2025-04-04T18:42:16.053Z,2025-04-04T21:17:55Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5622957273,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795693047,734,1,2,80,12,9w3sjm5ml4sjr2v81oxzdrt8v,0,91.3,95.4,2025-04-04T18:42:17.061Z,2025-04-04T21:18:01Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5622957243,286,,5622957241,236,,5622188725,213,5.05,5622188717,56,Left,5622188719,140,92.4,5622188721,141,90.6,5622188723,212,3.5,5622957341,233,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795693051,680,74,2,80,12,59as3grjvj19voay31j3yfgni,1,9.1,9.7,2025-04-04T18:42:17.062Z,2025-04-04T21:18:01Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5622188741,56,Back,5622957181,285,,5622957375,233,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795693069,681,6,2,80,13,59as3grjvj19voay31j3yfgni,0,8.6,9.6,2025-04-04T18:42:18.274Z,2025-04-04T21:17:58Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5622189069,56,Back,5622189269,233,735,5622189071,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795693095,735,6,2,80,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,91.4,90.4,2025-04-04T18:42:18.274Z,2025-04-04T18:44:03Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5622189213,233,681,5622189133,56,Left,5622189137,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795693507,682,27,2,80,31,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-04T18:42:36.619Z,2025-04-04T18:42:43Z,,,,,5622191881,233,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795693577,736,27,2,80,31,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-04T18:42:36.619Z,2025-04-04T18:42:42Z,,,,,5622191783,41,Injury,5622191785,53,54ipja7wrxji6kn8yw5uhr6ga,5622191821,233,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795696143,739,18,2,81,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-04T18:43:19.999Z,2025-04-04T18:45:34Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5622206301,55,740,5622206105,44,Midfielder,5622206107,59,16,5622206103,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795696165,740,19,2,81,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-04T18:43:20Z,2025-04-04T18:45:35Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5622206251,55,739,5622206237,42,,5622206249,44,Midfielder,5622206245,292,7,5622206247,293,3,5622206241,145,4,5622206243,59,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795694869,683,18,2,81,27,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-04T18:43:32.293Z,2025-04-04T18:43:50Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5622199237,59,11,5622199235,44,Midfielder,5622199233,42,,5622199307,55,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795694879,684,19,2,81,27,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-04T18:43:32.294Z,2025-04-04T18:45:33Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5622199275,44,Midfielder,5622200901,293,2,5622199277,55,683,5622199273,59,20,5622199271,145,7,5622214685,292,6,5622199267,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795696227,685,28,2,82,10,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-04T18:44:15.685Z,2025-04-04T18:53:25Z,,,,,5622274061,233,741,5622206527,55,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795696431,741,28,2,82,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-04T18:44:15.685Z,2025-04-04T18:53:25Z,,,,,5622274011,233,685,5622207555,55,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795695819,737,18,2,82,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-04T18:44:16.125Z,2025-04-04T18:44:17Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5622204425,44,Forward,5622204551,55,738,5622204427,59,26,5622204423,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795695827,738,19,2,82,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-04T18:44:16.126Z,2025-04-04T19:22:00Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5622204515,44,Forward,5622204507,41,,5622204517,55,737,5622493567,292,9,5622204513,59,14,5622204511,145,9,5622493569,293,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795696675,742,1,2,82,43,9w3sjm5ml4sjr2v81oxzdrt8v,0,99.5,99.2,2025-04-04T18:44:48.555Z,2025-04-04T21:22:58Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5622208829,212,31.2,5622208825,140,93.2,5622208817,6,,5622208827,141,54.4,5622208815,2,,5622208831,213,4.50,5622960111,20,,5622208823,56,Center,5622208821,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795696689,686,43,2,82,45,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-04T18:44:50.790Z,2025-04-04T18:47:36Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5622208913,213,1.43,5622208911,212,24.6,5622232821,144,12,5622208907,140,9.1,5622208905,56,Back,5622208909,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795696871,688,1,2,82,54,59as3grjvj19voay31j3yfgni,1,22.6,78.8,2025-04-04T18:44:59.239Z,2025-04-04T18:45:00Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5622209953,213,0.99,5622209937,56,Back,5622209941,140,28.9,5622209949,212,12.0,5622209945,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795696927,689,1,2,82,55,59as3grjvj19voay31j3yfgni,1,28.9,93.6,2025-04-04T18:45:00.663Z,2025-04-04T18:45:03Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5622210237,213,3.40,5622210235,212,7.5,5622210229,56,Back,5622210233,141,90.8,5622210231,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795696985,690,1,2,82,58,59as3grjvj19voay31j3yfgni,1,22.6,89.0,2025-04-04T18:45:02.887Z,2025-04-04T18:45:05Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5622210529,213,5.30,5622210525,141,67.6,5622210527,212,17.5,5622210523,140,31.9,5622210521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795697023,691,1,2,83,0,59as3grjvj19voay31j3yfgni,1,32.1,70.6,2025-04-04T18:45:05.703Z,2025-04-04T18:45:06Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5622210757,213,1.32,5622210747,140,34.4,5622210751,141,84.4,5622210743,56,Back,5622210753,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795697109,692,1,2,83,1,59as3grjvj19voay31j3yfgni,1,34.0,84.4,2025-04-04T18:45:06.855Z,2025-04-04T18:45:10Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5622211213,56,Back,5622211221,212,18.4,5622211223,213,3.60,5622211215,140,18.3,5622211217,141,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795697227,693,1,2,83,5,59as3grjvj19voay31j3yfgni,1,23.2,63.7,2025-04-04T18:45:10.071Z,2025-04-04T18:45:15Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5622211863,212,21.7,5622211855,140,25.9,5622211859,141,32.1,5622211851,56,Back,5622211865,213,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795697375,694,1,2,83,10,59as3grjvj19voay31j3yfgni,1,34.4,16.8,2025-04-04T18:45:15.031Z,2025-04-04T18:45:19Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5622212587,213,5.98,5622212585,212,31.3,5622212583,141,3.1,5622212581,140,62.9,5622212579,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795697417,695,1,2,83,14,59as3grjvj19voay31j3yfgni,0,75.0,4.0,2025-04-04T18:45:19.528Z,2025-04-04T21:23:30Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5622213137,345,,5622212833,140,100.0,5622212843,1,,5622212837,141,48.1,5622212839,212,40.5,5622960435,20,,5622212841,213,0.83,5622212825,155,,5622212829,56,Center,5622960433,224,,5622212823,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795697469,696,5,2,83,16,59as3grjvj19voay31j3yfgni,0,100.8,48.0,2025-04-04T18:45:21.206Z,2025-04-04T18:54:22Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5622214951,233,743,5622213081,346,,5622213079,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795697777,743,5,2,83,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,-0.8,52.0,2025-04-04T18:45:21.206Z,2025-04-04T18:54:22Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5622214781,346,,5622214911,233,696,5622214779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795698371,744,1,2,83,43,9w3sjm5ml4sjr2v81oxzdrt8v,0,5.4,46.4,2025-04-04T18:45:48.043Z,2025-04-04T18:45:53Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5622217737,74,,5622217735,1,,5622217723,124,,5622217727,140,60.9,5622217729,141,0.0,5622217725,56,Right,5622217731,212,66.8,5622217733,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795698517,697,5,2,83,48,59as3grjvj19voay31j3yfgni,1,39.6,101.8,2025-04-04T18:45:53.276Z,2025-04-04T18:54:23Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5622218403,347,,5622218401,56,Back,5622218443,233,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795698377,745,5,2,83,48,9w3sjm5ml4sjr2v81oxzdrt8v,0,60.4,-1.8,2025-04-04T18:45:53.276Z,2025-04-04T18:54:23Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5622218469,233,697,5622217765,56,Right,5622217767,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795698551,698,1,2,83,54,59as3grjvj19voay31j3yfgni,1,52.3,100.0,2025-04-04T18:45:59.817Z,2025-04-04T18:46:01Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5622218593,213,5.92,5622218589,141,95.6,5622218591,212,12.0,5622218587,140,63.0,5622218583,56,Left,5622218577,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
