id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2750145473,610,4,2,70,23,5rz9enoyknpg8ji78za5b82p0,1,55.4,53.6,2024-11-22T19:30:48.338Z,2024-11-22T19:30:51Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5374160613,286,,5374160603,13,,5374160623,233,640,5374160605,264,,5374160609,152,,5374160607,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750145465,640,4,2,70,23,77tfx9me4aaqhzv78bmgsy9bg,0,44.6,46.4,2024-11-22T19:30:48.339Z,2024-11-22T19:30:52Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,5374160555,152,,5374160557,285,,5374160549,13,,5374160635,233,610,5374160553,56,Back,5374160551,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750146139,611,1,2,71,2,5rz9enoyknpg8ji78za5b82p0,0,58.4,60.9,2024-11-22T19:31:27.795Z,2024-11-22T22:56:39Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5374164199,56,Center,5374164201,140,86.8,5374164209,1,,5374164193,5,,5374164203,141,38.3,5374164197,152,,5374164205,212,33.5,5374164207,213,5.81,5374164195,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750146149,642,12,2,71,8,77tfx9me4aaqhzv78bmgsy9bg,1,12.7,67.2,2024-11-22T19:31:33.252Z,2024-11-22T19:31:34Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,5374164251,140,21.5,5374164257,213,6.18,5374164249,56,Back,5374164255,212,9.3,5374164253,141,65.8,5374164287,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750146173,643,61,2,71,9,77tfx9me4aaqhzv78bmgsy9bg,1,21.5,65.8,2024-11-22T19:31:34.589Z,2024-11-22T19:31:34Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,5374164383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750146221,645,1,2,71,11,77tfx9me4aaqhzv78bmgsy9bg,1,18.2,67.3,2024-11-22T19:31:35.923Z,2024-11-22T19:31:37Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,5374164607,141,83.6,5374164605,140,35.0,5374164603,56,Back,5374164611,213,0.56,5374164609,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750146309,646,1,2,71,12,77tfx9me4aaqhzv78bmgsy9bg,0,38.6,82.4,2024-11-22T19:31:37.108Z,2024-11-22T19:31:41Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,5374165053,56,Center,5374165051,155,,5374165059,212,63.7,5374165061,213,5.73,5374165055,140,90.3,5374165057,141,33.4,5374165063,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750146301,612,52,2,71,16,5rz9enoyknpg8ji78za5b82p0,1,13.1,65.1,2024-11-22T19:31:40.978Z,2024-11-22T22:57:06Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5374680799,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750146691,614,1,2,71,35,5rz9enoyknpg8ji78za5b82p0,1,14.3,49.9,2024-11-22T19:31:59.857Z,2024-11-22T19:32:02Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5374166903,213,4.76,5374166887,56,Back,5374166895,141,27.9,5374166899,212,15.0,5374166891,140,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750146741,615,1,2,71,37,5rz9enoyknpg8ji78za5b82p0,0,14.8,25.6,2024-11-22T19:32:02.609Z,2024-11-22T19:32:15Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5374167157,56,Back,5374167163,141,20.0,5374167165,212,15.8,5374167167,213,6.04,5374167161,140,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750146707,647,8,2,71,39,77tfx9me4aaqhzv78bmgsy9bg,1,67.6,77.8,2024-11-22T19:32:03.987Z,2024-11-22T22:57:33Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,5374680909,384,,5374167001,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750146723,648,1,2,71,39,77tfx9me4aaqhzv78bmgsy9bg,1,64.3,76.6,2024-11-22T19:32:04.723Z,2024-11-22T19:32:05Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,5374167085,213,6.27,5374167081,141,76.4,5374167083,212,7.8,5374167077,56,Center,5374167079,140,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750146787,650,1,2,71,41,77tfx9me4aaqhzv78bmgsy9bg,1,72.1,76.4,2024-11-22T19:32:05.988Z,2024-11-22T19:32:09Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,5374167373,212,21.2,5374167365,155,,5374167367,56,Center,5374167369,140,89.0,5374167371,141,59.4,5374167375,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750146793,651,1,2,71,44,77tfx9me4aaqhzv78bmgsy9bg,0,91.6,63.0,2024-11-22T19:32:09.747Z,2024-11-22T19:32:10Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5374167415,141,52.7,5374167419,212,7.1,5374167411,56,Center,5374167413,140,90.3,5374167423,213,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750146893,617,1,2,71,47,5rz9enoyknpg8ji78za5b82p0,1,7.8,35.8,2024-11-22T19:32:12.337Z,2024-11-22T19:32:14Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5374167905,140,13.1,5374167907,141,9.8,5374167909,212,18.5,5374167911,213,5.02,5374167903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750146943,618,1,2,71,50,5rz9enoyknpg8ji78za5b82p0,0,14.1,6.8,2024-11-22T19:32:15.665Z,2024-11-22T19:32:22Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5374168185,1,,5374168173,157,,5374168179,141,8.2,5374168681,286,,5374168181,212,3.0,5374168677,233,652,5374168175,56,Back,5374168183,213,0.32,5374168177,140,5374168675,236,,,,,,,,16.8,,,,,,,,,,,,,,,,,,,,,,,,
2750146933,652,74,2,71,50,77tfx9me4aaqhzv78bmgsy9bg,1,76.1,91.8,2024-11-22T19:32:15.666Z,2024-11-22T19:59:25Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5374168127,285,,5374168719,233,618,5374168125,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750146993,619,45,2,71,53,5rz9enoyknpg8ji78za5b82p0,0,31.3,25.4,2024-11-22T19:32:18.194Z,2024-11-22T19:59:28Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5374168421,56,Back,5374168423,285,,5374168901,233,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147077,654,3,2,71,53,77tfx9me4aaqhzv78bmgsy9bg,1,68.7,74.6,2024-11-22T19:32:18.194Z,2024-11-22T22:58:07Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,5374168835,56,Center,5374168837,286,,5374168879,233,619,5374681061,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147115,655,1,2,71,58,77tfx9me4aaqhzv78bmgsy9bg,1,69.7,61.5,2024-11-22T19:32:23.267Z,2024-11-22T19:32:24Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,5374169025,212,16.3,5374169027,213,4.57,5374169019,56,Center,5374169021,140,67.5,5374169023,141,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147169,656,1,2,71,59,77tfx9me4aaqhzv78bmgsy9bg,1,68.1,35.5,2024-11-22T19:32:24.819Z,2024-11-22T19:32:27Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5374169275,140,55.7,5374169277,141,43.6,5374169281,213,2.74,5374169279,212,14.1,5374169273,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147207,657,1,2,72,2,77tfx9me4aaqhzv78bmgsy9bg,1,55.7,43.6,2024-11-22T19:32:27.187Z,2024-11-22T19:32:28Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,5374169449,141,71.4,5374169451,212,19.0,5374169447,140,53.8,5374169445,56,Center,5374169453,213,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147235,658,1,2,72,3,77tfx9me4aaqhzv78bmgsy9bg,1,53.8,71.4,2024-11-22T19:32:28.675Z,2024-11-22T19:32:30Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,5374169603,141,84.2,5374169601,140,65.9,5374169609,213,0.60,5374169599,56,Left,5374169607,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147309,659,1,2,72,5,77tfx9me4aaqhzv78bmgsy9bg,1,65.8,87.1,2024-11-22T19:32:30.611Z,2024-11-22T19:32:34Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5374169941,140,41.3,5374169943,141,73.6,5374169945,212,27.3,5374169947,213,3.48,5374169939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147399,660,1,2,72,9,77tfx9me4aaqhzv78bmgsy9bg,1,38.8,69.0,2024-11-22T19:32:34.451Z,2024-11-22T19:32:38Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,5374170473,56,Back,5374170479,212,30.1,5374170481,213,4.94,5374170477,141,25.9,5374170475,140,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147483,661,1,2,72,13,77tfx9me4aaqhzv78bmgsy9bg,1,45.9,30.6,2024-11-22T19:32:38.499Z,2024-11-22T19:32:43Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,5374170931,213,1.70,5374170925,140,44.0,5374170927,141,52.5,5374170923,56,Back,5374170929,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147525,662,1,2,72,18,77tfx9me4aaqhzv78bmgsy9bg,1,45.9,49.1,2024-11-22T19:32:43.635Z,2024-11-22T19:32:46Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,5374171123,56,Center,5374171129,212,19.2,5374171131,213,1.09,5374171125,140,54.3,5374171127,141,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147605,663,1,2,72,21,77tfx9me4aaqhzv78bmgsy9bg,1,48.7,76.0,2024-11-22T19:32:46.548Z,2024-11-22T19:32:49Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5374171505,140,80.4,5374171507,141,36.6,5374171503,56,Center,5374171513,1,,5374171501,155,,5374171511,213,5.61,5374171509,212,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147615,664,1,2,72,25,77tfx9me4aaqhzv78bmgsy9bg,0,80.4,36.6,2024-11-22T19:32:49.827Z,2024-11-22T19:32:50Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,5374171563,56,Center,5374171571,213,1.67,5374171567,141,45.5,5374171569,212,6.1,5374171561,3,,5374171565,140,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147663,620,12,2,72,26,5rz9enoyknpg8ji78za5b82p0,1,16.3,57.5,2024-11-22T19:32:51.024Z,2024-11-22T19:32:52Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5374171809,213,6.18,5374171787,56,Back,5374171791,140,27.3,5374171803,212,11.6,5374171797,141,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147683,621,44,2,72,27,5rz9enoyknpg8ji78za5b82p0,1,29.7,55.7,2024-11-22T19:32:52.480Z,2024-11-22T20:03:06Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5374171891,56,Back,5374171969,233,665,5374171893,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147693,665,44,2,72,27,77tfx9me4aaqhzv78bmgsy9bg,0,70.3,44.3,2024-11-22T19:32:52.481Z,2024-11-22T20:03:06Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5374171955,56,Center,5374171957,286,,5374171989,233,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147709,622,1,2,72,28,5rz9enoyknpg8ji78za5b82p0,1,27.3,55.7,2024-11-22T19:32:53.217Z,2024-11-22T19:32:54Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5374172071,141,51.8,5374172075,213,5.87,5374172065,3,,5374172073,212,6.5,5374172069,140,33.0,5374172067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147715,623,44,2,72,29,5rz9enoyknpg8ji78za5b82p0,1,33.3,54.1,2024-11-22T19:32:54.081Z,2024-11-22T20:03:07Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5374172099,56,Back,5374172101,285,,5374172131,233,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147719,666,44,2,72,29,77tfx9me4aaqhzv78bmgsy9bg,0,66.7,45.9,2024-11-22T19:32:54.082Z,2024-11-22T20:03:07Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,5374172113,286,,5374172111,56,Center,5374172149,233,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147757,624,1,2,72,29,5rz9enoyknpg8ji78za5b82p0,1,33.0,51.8,2024-11-22T19:32:54.320Z,2024-11-22T19:32:56Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5374172337,213,0.07,5374172335,212,5.7,5374172329,56,Back,5374172331,140,38.4,5374172333,141,52.4,5374172327,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147781,625,1,2,72,31,5rz9enoyknpg8ji78za5b82p0,1,35.2,45.5,2024-11-22T19:32:56.705Z,2024-11-22T19:32:58Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5374172459,56,Back,5374172465,212,10.3,5374172467,213,4.76,5374172457,3,,5374172463,141,30.4,5374172461,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147793,627,1,2,72,33,5rz9enoyknpg8ji78za5b82p0,0,36.2,30.1,2024-11-22T19:32:58.353Z,2024-11-22T19:32:59Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5374172513,56,Center,5374172521,213,0.56,5374172517,141,47.3,5374172519,212,22.0,5374172515,140,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147861,668,1,2,72,35,77tfx9me4aaqhzv78bmgsy9bg,1,47.0,45.1,2024-11-22T19:33:00.691Z,2024-11-22T19:33:02Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,5374172955,140,52.8,5374172957,141,56.7,5374172961,213,0.91,5374172959,212,10.0,5374172953,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147885,669,1,2,72,37,77tfx9me4aaqhzv78bmgsy9bg,1,52.3,52.8,2024-11-22T19:33:02.244Z,2024-11-22T22:59:04Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5374173093,168,,5374173099,141,54.0,5374173103,213,0.19,5374173097,140,56.4,5374173095,56,Center,5374173101,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147907,670,3,2,72,39,77tfx9me4aaqhzv78bmgsy9bg,0,56.0,57.3,2024-11-22T19:33:04.287Z,2024-11-22T22:59:12Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,5374173219,286,,5374681379,464,,5374173353,233,628,5374173217,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750147913,628,7,2,72,39,5rz9enoyknpg8ji78za5b82p0,1,44.0,42.7,2024-11-22T19:33:04.288Z,2024-11-22T22:59:18Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5374173231,56,Back,5374681401,383,,5374173233,285,,5374173303,233,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750241765,817,3,2,72,40,5rz9enoyknpg8ji78za5b82p0,1,40.0,22.5,2024-11-22T19:33:04.852Z,2024-11-22T22:59:47Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5374681515,286,,5374681519,233,908,5374681511,56,Back,5374681517,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750241763,908,45,2,72,40,77tfx9me4aaqhzv78bmgsy9bg,0,60.0,77.5,2024-11-22T19:33:04.852Z,2024-11-22T22:59:47Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5374681509,285,,5374681507,56,Center,5374681523,233,817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750148095,630,1,2,72,45,5rz9enoyknpg8ji78za5b82p0,1,66.6,10.7,2024-11-22T19:33:10.401Z,2024-11-22T19:33:12Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5374174179,56,Center,5374174187,213,1.84,5374174185,212,13.0,5374174183,141,29.2,5374174181,140,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750148145,631,1,2,72,47,5rz9enoyknpg8ji78za5b82p0,1,64.1,31.5,2024-11-22T19:33:12.737Z,2024-11-22T19:33:15Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5374174439,56,Center,5374174447,213,1.90,5374174445,212,24.2,5374174443,141,65.2,5374174441,140,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750148197,632,1,2,72,50,5rz9enoyknpg8ji78za5b82p0,1,56.7,65.2,2024-11-22T19:33:15.105Z,2024-11-22T23:00:21Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5374174753,212,21.2,5374174749,140,65.5,5374174747,56,Left,5374174751,141,93.2,5374174755,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750148223,633,1,2,72,53,5rz9enoyknpg8ji78za5b82p0,1,73.2,92.0,2024-11-22T19:33:18.801Z,2024-11-22T19:33:20Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5374174893,141,84.4,5374174889,140,67.7,5374174895,212,7.7,5374174887,56,Left,5374174899,213,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750148319,634,1,2,72,55,5rz9enoyknpg8ji78za5b82p0,0,72.7,83.0,2024-11-22T19:33:20.433Z,2024-11-22T23:00:31Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5374681719,72,,5374175455,212,43.9,5374175449,56,Center,5374175457,213,5.48,5374175453,141,36.4,5374681717,224,,5374175445,2,,5374175459,1,,5374175451,140,5374175447,155,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,
2750148325,635,5,2,73,0,5rz9enoyknpg8ji78za5b82p0,0,101.4,39.0,2024-11-22T19:33:25.489Z,2024-11-22T19:33:28Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5374175489,346,,5374175487,56,Center,5374175711,233,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750148353,671,5,2,73,0,77tfx9me4aaqhzv78bmgsy9bg,1,-1.4,61.0,2024-11-22T19:33:25.489Z,2024-11-22T19:59:21Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5374175649,346,,5374175647,56,Back,5374175681,233,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750148943,672,18,2,73,34,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-11-22T19:33:58.835Z,2024-11-22T19:33:59Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,5374178745,42,,5374178749,59,4,5374178747,44,Defender,5374178879,55,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750148957,673,19,2,73,34,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-11-22T19:33:58.836Z,2024-11-22T19:36:51Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5374197415,293,4,5374178825,59,21,5374178827,44,Midfielder,5374178813,42,,5374178829,55,672,5374197413,292,5,5374178823,145,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750152373,705,40,2,73,35,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-11-22T19:34:00.107Z,2024-11-22T19:36:59Z,,,,5374196495,130,4,5374196497,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5374196489,30,"49wkw0wkn4ta18b6657vjvglx, 7cpkykvmy8ujrahzdz7ksk2c5, c9e54hwefvwos94ri459uylbe, etfoa7t308eq1xdmo9m2gfcgl, ddsv1cx4vopu1xis5xwkx2qz8, 2rvx2wlfj2rxzcgye6wiw0v84, 5r1v2w303bvj0vv1893qr5d5h, 6rd6a2f1k124dzp1p904yq3h0, 4rgz5z372h6sbwhpxl69cb6c5, 7a1vtc0e7ubua2t0dwx9ufk7o, 5uqf7a0y0fd1hf2rrmgx11tuy, 4cubrfqgrc5ivbd6fdj3k3zf8, 76k8ic97o66kaq2e52bmp27ai, 3qcjzsb466tfri5yrj35wztw4, 2r8s61bmydlumhg62wd0y6fis, e07zv7ag985v8lq9sebfi27l5, 3zc9hy5uicgp21wr6z5wyuntg, 9h6c9ue598hllcri39erjitqs, apspqh3shqfwobvh35x60q5g4",5374196491,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",5374196499,194,55gunqozsj8gs6oua7ee5xxhx,5374198011,319,,5374196493,59,"13, 2, 5, 6, 19, 24, 16, 21, 7, 14, 10, 8, 11, 17, 18, 32, 36, 38, 45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750149461,674,1,2,73,49,77tfx9me4aaqhzv78bmgsy9bg,0,5.3,45.4,2024-11-22T19:34:14.692Z,2024-11-22T19:34:21Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5374181371,141,4.9,5374181373,212,65.9,5374181385,74,,5374181369,140,62.3,5374181377,213,5.85,5374181365,124,,5374181381,1,,5374181367,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750149445,636,12,2,73,56,5rz9enoyknpg8ji78za5b82p0,1,31.5,98.9,2024-11-22T19:34:21.104Z,2024-11-22T19:34:22Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5374181307,141,100.0,5374181421,167,,5374181305,140,30.3,5374181303,56,Back,5374181309,212,2.5,5374181311,213,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750149455,637,5,2,73,56,5rz9enoyknpg8ji78za5b82p0,0,32.3,101.7,2024-11-22T19:34:21.274Z,2024-11-22T19:59:21Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5374183887,233,675,5374181351,347,,5374181349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750149909,675,5,2,73,56,77tfx9me4aaqhzv78bmgsy9bg,1,67.7,-1.7000000000000002,2024-11-22T19:34:21.274Z,2024-11-22T19:59:21Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5374183769,56,Right,5374183837,233,637,5374183773,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750149843,638,18,2,74,17,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-11-22T19:34:42.171Z,2024-11-22T19:34:43Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5374183413,59,19,5374183477,55,639,5374183411,44,Defender,5374183409,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750149849,639,19,2,74,17,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-11-22T19:34:42.172Z,2024-11-22T19:36:35Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,5374183437,145,4,5374183443,55,638,5374196029,292,4,5374183441,44,Defender,5374183439,59,14,5374196031,293,4,5374183433,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750150317,640,18,2,74,40,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-11-22T19:35:04.827Z,2024-11-22T19:35:05Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5374185913,59,2,5374185991,55,641,5374185911,44,Defender,5374185909,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750150325,641,19,2,74,40,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-11-22T19:35:04.828Z,2024-11-22T19:36:32Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5374185959,55,640,5374195821,293,2,5374185953,145,2,5374185955,59,26,5374195819,292,3,5374185957,44,Defender,5374185949,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
