id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2814225917,657,1,2,74,24,evf5hhqgnjhwjsth1m6pawxdp,1,56.9,79.9,2025-05-12T18:41:18.453Z,2025-05-12T18:41:22Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5724181473,56,Center,5724181477,141,68.1,5724181481,213,5.13,5724181475,140,60.3,5724181479,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814225945,658,1,2,74,27,evf5hhqgnjhwjsth1m6pawxdp,1,60.3,67.9,2025-05-12T18:41:21.928Z,2025-05-12T18:43:10Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724181637,141,89.9,5724181629,155,,5724181633,140,62.6,5724181631,56,Left,5724181639,212,15.2,5724181641,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814225975,659,1,2,74,29,evf5hhqgnjhwjsth1m6pawxdp,1,63.0,88.6,2025-05-12T18:41:23.918Z,2025-05-12T18:41:25Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5724181773,141,73.0,5724181777,213,4.71,5724181769,56,Center,5724181771,140,63.0,5724181775,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814225981,660,50,2,74,31,evf5hhqgnjhwjsth1m6pawxdp,1,62.4,75.0,2025-05-12T18:41:25.552Z,2025-05-12T19:06:25Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5724182017,233,719,5724181801,286,,5724181799,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226011,719,7,2,74,31,czkf5t3ai00ghwbga03i5aqxw,1,37.6,25.0,2025-05-12T18:41:25.553Z,2025-05-12T19:06:25Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5724181933,285,,5724181971,233,660,5724181927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226027,661,4,2,74,33,evf5hhqgnjhwjsth1m6pawxdp,1,62.4,75.8,2025-05-12T18:41:27.936Z,2025-05-12T18:41:36Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5724182135,13,,5724182615,295,,5724182143,152,,5724182147,286,,5724182139,56,Center,5724182153,233,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226015,720,4,2,74,33,czkf5t3ai00ghwbga03i5aqxw,0,37.6,24.2,2025-05-12T18:41:27.937Z,2025-05-12T18:43:21Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5724190303,295,,5724182587,55,721,5724182061,285,,5724182055,56,Back,5724182169,233,661,5724182053,13,,5724182057,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226041,721,17,2,74,35,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-12T18:41:29.640Z,2025-05-12T18:41:32Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5724182263,31,,5724182267,13,243,5724182271,55,720,5724182265,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226335,662,1,2,75,0,evf5hhqgnjhwjsth1m6pawxdp,1,61.9,72.1,2025-05-12T18:41:54.454Z,2025-05-12T18:41:56Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724183985,140,53.8,5724183987,141,70.5,5724183981,152,,5724183983,56,Center,5724183989,212,8.6,5724183991,213,3.27,5724183979,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226351,663,1,2,75,1,evf5hhqgnjhwjsth1m6pawxdp,1,53.8,69.9,2025-05-12T18:41:55.862Z,2025-05-12T18:41:56Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724184067,140,54.5,5724184065,56,Center,5724184073,213,4.83,5724184071,212,6.4,5724184069,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226371,664,1,2,75,2,evf5hhqgnjhwjsth1m6pawxdp,1,54.5,60.5,2025-05-12T18:41:56.742Z,2025-05-12T18:41:58Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724184203,213,1.41,5724184201,212,9.6,5724184199,141,74.4,5724184197,140,56.0,5724184195,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226437,665,1,2,75,3,evf5hhqgnjhwjsth1m6pawxdp,1,56.7,75.1,2025-05-12T18:41:58.278Z,2025-05-12T18:42:03Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724184593,212,17.0,5724184591,141,91.1,5724184589,140,69.2,5724184595,213,0.69,5724184587,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226459,666,1,2,75,8,evf5hhqgnjhwjsth1m6pawxdp,1,79.3,89.9,2025-05-12T18:42:02.958Z,2025-05-12T18:42:04Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5724184729,140,69.6,5724184731,141,74.2,5724184733,212,14.8,5724184735,213,3.95,5724184727,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226475,667,1,2,75,10,evf5hhqgnjhwjsth1m6pawxdp,1,69.5,74.1,2025-05-12T18:42:04.510Z,2025-05-12T18:42:05Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724184819,213,2.04,5724184815,141,79.3,5724184811,56,Left,5724184817,212,4.0,5724184813,140,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226491,668,1,2,75,11,evf5hhqgnjhwjsth1m6pawxdp,1,68.4,76.6,2025-05-12T18:42:05.494Z,2025-05-12T18:42:06Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5724184887,56,Center,5724184895,212,8.6,5724184897,213,3.79,5724184893,141,69.0,5724184891,140,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226549,669,1,2,75,12,evf5hhqgnjhwjsth1m6pawxdp,1,61.9,69.0,2025-05-12T18:42:06.422Z,2025-05-12T18:42:09Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724185239,141,60.5,5724185241,212,5.8,5724185243,213,4.80,5724185233,56,Center,5724185237,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226559,670,1,2,75,15,evf5hhqgnjhwjsth1m6pawxdp,0,61.4,55.1,2025-05-12T18:42:09.600Z,2025-05-12T18:42:10Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724185305,141,52.4,5724185303,140,82.4,5724185301,56,Center,5724185307,212,22.1,5724185299,155,,5724185309,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226629,722,12,2,75,16,czkf5t3ai00ghwbga03i5aqxw,1,12.3,48.7,2025-05-12T18:42:10.912Z,2025-05-12T18:42:15Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5724185683,140,38.2,5724185687,212,27.4,5724185681,56,Back,5724185685,141,53.4,5724185689,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226639,671,44,2,75,20,evf5hhqgnjhwjsth1m6pawxdp,1,64.2,39.8,2025-05-12T18:42:14.944Z,2025-05-12T18:42:16Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5724185727,286,,5724185743,233,723,5724185725,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226633,723,44,2,75,20,czkf5t3ai00ghwbga03i5aqxw,0,34.6,65.4,2025-05-12T18:42:14.945Z,2025-05-12T18:42:16Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5724185705,285,,5724185703,56,Back,5724185761,233,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226653,672,1,2,75,21,evf5hhqgnjhwjsth1m6pawxdp,0,67.8,24.4,2025-05-12T18:42:15.831Z,2025-05-12T18:42:17Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5724185817,56,Right,5724185825,213,5.07,5724185815,3,,5724185823,212,6.6,5724185821,141,15.3,5724185819,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226661,724,1,2,75,21,czkf5t3ai00ghwbga03i5aqxw,0,34.0,60.9,2025-05-12T18:42:15.937Z,2025-05-12T18:42:53Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5724185843,140,30.9,5724185847,212,14.8,5724185841,56,Back,5724185845,141,82.1,5724185849,213,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226745,673,1,2,75,29,evf5hhqgnjhwjsth1m6pawxdp,0,76.0,10.1,2025-05-12T18:42:23.519Z,2025-05-12T18:42:25Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5724186347,2,,5724186359,213,1.00,5724186455,233,725,5724186351,56,Center,5724186357,212,30.3,5724186353,140,91.6,5724186355,141,47.5,5724186349,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226757,725,11,2,75,31,czkf5t3ai00ghwbga03i5aqxw,1,7.2,49.1,2025-05-12T18:42:25.473Z,2025-05-12T18:42:26Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5724186471,233,673,5724186431,56,Back,5724186433,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226879,726,1,2,75,31,czkf5t3ai00ghwbga03i5aqxw,1,7.2,49.1,2025-05-12T18:42:26.356Z,2025-05-12T18:42:37Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5724187099,141,9.4,5724187087,199,,5724187107,213,5.96,5724187103,212,83.9,5724187095,140,82.9,5724187109,1,,5724187093,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226905,727,1,2,75,42,czkf5t3ai00ghwbga03i5aqxw,1,86.7,8.5,2025-05-12T18:42:37.208Z,2025-05-12T18:42:39Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5724187265,212,13.9,5724187263,141,5.3,5724187267,213,3.30,5724187261,140,73.6,5724187257,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226965,728,1,2,75,44,czkf5t3ai00ghwbga03i5aqxw,1,73.6,5.3,2025-05-12T18:42:39.216Z,2025-05-12T18:42:44Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5724187631,56,Right,5724187637,212,11.5,5724187633,140,68.7,5724187635,141,20.4,5724187639,213,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226969,729,4,2,75,49,czkf5t3ai00ghwbga03i5aqxw,1,71.3,28.1,2025-05-12T18:42:43.864Z,2025-05-12T19:06:01Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5724187717,56,Center,5724187715,13,,5724187901,233,674,5724187719,152,,5724187723,286,,5724187721,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814226979,674,4,2,75,49,evf5hhqgnjhwjsth1m6pawxdp,0,28.7,71.9,2025-05-12T18:42:43.865Z,2025-05-12T19:06:01Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5724187875,285,,5724187867,13,,5724187907,233,729,5724187873,265,,5724187869,56,Back,5724187871,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814227529,730,1,2,76,30,czkf5t3ai00ghwbga03i5aqxw,1,69.6,17.9,2025-05-12T18:43:24.504Z,2025-05-12T18:43:29Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5724190893,56,Right,5724190889,5,,5724190891,152,,5724190897,141,13.5,5724190895,140,86.0,5724190899,212,17.5,5724190901,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814227535,731,1,2,76,33,czkf5t3ai00ghwbga03i5aqxw,0,95.9,24.4,2025-05-12T18:43:27.663Z,2025-05-12T18:46:30Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5724190933,212,16.2,5724190929,140,97.4,5724190931,141,48.1,5724190927,56,Center,5724190923,2,,5724190935,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814227679,676,12,2,76,34,evf5hhqgnjhwjsth1m6pawxdp,1,2.8,54.8,2025-05-12T18:43:29.088Z,2025-05-12T18:46:32Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,,5724191721,212,3.1,5724191723,213,0.07,5724191719,141,55.1,5724191715,56,Back,5724191739,15,,5724191717,140,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814227565,675,43,2,76,38,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-12T18:43:32.446Z,2025-05-12T18:43:35Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,,5724191085,56,Back,5724191201,144,63,5724191079,173,0,5724191081,178,0,5724191083,182,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228063,732,16,2,76,38,czkf5t3ai00ghwbga03i5aqxw,1,97.0,46.0,2025-05-12T18:43:33.304Z,2025-05-12T18:46:24Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5724195173,458,,5724195181,281,370kkwnidcltqyooh51z6uzqi,5724195183,282,czkf5t3ai00ghwbga03i5aqxw,5724195169,214,,5724195177,231,50.9,5724195155,24,,5724195187,374,2025-05-12 19:43:33.054,5724195175,230,98.0,5724195193,472,731,5724195159,20,,5724195191,375,76:38.651,5724195165,102,48.4,5724195179,280,5724193891,56,5724195167,103,31.0,PASS_LOST,Center,5724193889,16,,5724204007,79
2814230497,704,1,2,77,48,evf5hhqgnjhwjsth1m6pawxdp,1,50.0,49.9,2025-05-12T18:44:42.559Z,2025-05-12T18:48:11Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724211675,279,G,5724211451,213,2.77,5724211449,212,15.4,5724211447,141,58.1,5724211443,56,Back,5724211445,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814230503,705,1,2,77,50,evf5hhqgnjhwjsth1m6pawxdp,0,34.6,49.5,2025-05-12T18:44:44.703Z,2025-05-12T18:48:42Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724213745,141,12.3,5724213749,213,5.54,5724213751,1,,5724213743,140,61.0,5724213747,212,37.5,5724213741,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228515,678,43,2,77,51,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-12T18:44:45.590Z,2025-05-12T18:49:23Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5724196445,56,Right,5724216383,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228497,734,8,2,77,51,czkf5t3ai00ghwbga03i5aqxw,1,39.6,91.4,2025-05-12T18:44:46.105Z,2025-05-12T18:49:27Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5724196371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228533,679,5,2,77,52,evf5hhqgnjhwjsth1m6pawxdp,1,56.8,-2.0,2025-05-12T18:44:46.631Z,2025-05-12T18:49:33Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5724206433,233,735,5724196531,347,,5724196529,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228513,735,5,2,77,52,czkf5t3ai00ghwbga03i5aqxw,0,43.2,102.0,2025-05-12T18:44:46.631Z,2025-05-12T19:06:12Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5724196437,56,Back,5724196439,347,,5724206453,233,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228589,680,1,2,77,57,evf5hhqgnjhwjsth1m6pawxdp,1,46.9,0.0,2025-05-12T18:44:52.047Z,2025-05-12T18:47:45Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5724204091,107,,5724196943,140,47.3,5724196941,56,Back,5724196947,212,12.4,5724196945,141,17.4,5724196949,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228597,681,1,2,77,58,evf5hhqgnjhwjsth1m6pawxdp,1,44.7,15.4,2025-05-12T18:44:53.134Z,2025-05-12T18:48:20Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724196973,56,Back,5724196977,141,5.8,5724196975,140,46.2,5724196981,213,4.95,5724196979,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814231163,713,1,2,77,59,evf5hhqgnjhwjsth1m6pawxdp,0,43.3,10.9,2025-05-12T18:44:53.575Z,2025-05-12T18:48:18Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5724212155,212,13.3,5724212149,141,14.8,5724212159,213,0.20,5724212145,140,55.7,5724212141,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228633,737,1,2,78,2,czkf5t3ai00ghwbga03i5aqxw,1,40.8,88.7,2025-05-12T18:44:56.752Z,2025-05-12T18:48:32Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5724197229,140,45.8,5724197235,213,0.86,5724197227,56,Back,5724197231,141,97.7,5724197233,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228673,738,1,2,78,4,czkf5t3ai00ghwbga03i5aqxw,1,45.8,97.7,2025-05-12T18:44:58.992Z,2025-05-12T18:48:35Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5724197465,56,Back,5724197469,141,77.5,5724197473,213,4.10,5724197471,212,16.7,5724197467,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228707,739,1,2,78,7,czkf5t3ai00ghwbga03i5aqxw,1,36.7,77.5,2025-05-12T18:45:01.641Z,2025-05-12T18:48:38Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5724197701,140,25.5,5724197707,213,4.17,5724197703,141,48.5,5724197699,56,Back,5724197705,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228751,740,1,2,78,10,czkf5t3ai00ghwbga03i5aqxw,1,25.5,48.5,2025-05-12T18:45:04.840Z,2025-05-12T18:48:46Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5724197951,56,Back,5724197957,212,26.0,5724197953,140,32.2,5724197959,213,4.99,5724197955,141,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228791,741,1,2,78,13,czkf5t3ai00ghwbga03i5aqxw,1,32.2,11.7,2025-05-12T18:45:08.112Z,2025-05-12T18:45:11Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5724198191,212,9.2,5724198193,213,0.82,5724198189,141,21.6,5724198185,56,Back,5724198187,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228795,742,1,2,78,16,czkf5t3ai00ghwbga03i5aqxw,0,38.2,21.6,2025-05-12T18:45:10.646Z,2025-05-12T18:45:12Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5724198211,141,18.9,5724198213,212,2.4,5724198215,213,5.42,5724198239,236,,5724198207,56,Back,5724198245,286,,5724198209,140,39.7,5724198241,233,682,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228785,682,74,2,78,16,evf5hhqgnjhwjsth1m6pawxdp,1,58.7,84.4,2025-05-12T18:45:10.647Z,2025-05-12T18:45:12Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5724198181,285,,5724198179,56,Left,5724198279,233,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228829,683,61,2,78,19,evf5hhqgnjhwjsth1m6pawxdp,1,62.4,71.5,2025-05-12T18:45:13.436Z,2025-05-12T18:45:13Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5724198385,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228925,684,1,2,78,21,evf5hhqgnjhwjsth1m6pawxdp,1,65.8,60.6,2025-05-12T18:45:16.287Z,2025-05-12T18:49:59Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5724198911,141,46.7,5724198913,212,13.6,5724198915,213,5.51,5724198907,56,Center,5724198909,140,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228931,685,61,2,78,22,evf5hhqgnjhwjsth1m6pawxdp,0,75.1,46.7,2025-05-12T18:45:16.855Z,2025-05-12T18:50:02Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5724198937,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228961,743,12,2,78,23,czkf5t3ai00ghwbga03i5aqxw,1,10.4,31.9,2025-05-12T18:45:17.464Z,2025-05-12T18:45:21Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5724199033,212,47.2,5724199031,141,0.0,5724199035,213,5.78,5724199027,56,Back,5724199061,167,,5724199029,140,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228993,686,5,2,78,26,evf5hhqgnjhwjsth1m6pawxdp,1,51.4,101.6,2025-05-12T18:45:20.625Z,2025-05-12T19:06:12Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5724199247,347,,5724199269,233,744,5724199245,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814228963,744,5,2,78,26,czkf5t3ai00ghwbga03i5aqxw,0,48.6,-1.6,2025-05-12T18:45:20.625Z,2025-05-12T18:45:26Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5724199047,347,,5724199275,233,686,5724199045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814229073,687,1,2,78,32,evf5hhqgnjhwjsth1m6pawxdp,1,53.6,100.0,2025-05-12T18:45:26.615Z,2025-05-12T18:45:28Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5724199697,212,13.8,5724199689,107,,5724199693,140,57.0,5724199691,56,Left,5724199695,141,82.4,5724199699,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814229093,688,1,2,78,33,evf5hhqgnjhwjsth1m6pawxdp,1,57.6,80.8,2025-05-12T18:45:28.142Z,2025-05-12T18:45:29Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724199809,213,4.93,5724199801,56,Center,5724199807,212,13.0,5724199803,140,60.3,5724199805,141,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814229111,689,1,2,78,35,evf5hhqgnjhwjsth1m6pawxdp,1,60.5,61.7,2025-05-12T18:45:29.463Z,2025-05-12T18:45:31Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724199945,56,Center,5724199947,140,61.8,5724199949,141,71.7,5724199951,212,6.9,5724199953,213,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814229171,690,1,2,78,36,evf5hhqgnjhwjsth1m6pawxdp,1,61.8,71.5,2025-05-12T18:45:31.101Z,2025-05-12T18:45:36Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724200315,212,9.4,5724200311,140,62.2,5724200317,213,1.53,5724200313,141,85.3,5724200309,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814229233,691,1,2,78,41,evf5hhqgnjhwjsth1m6pawxdp,1,62.9,64.9,2025-05-12T18:45:35.999Z,2025-05-12T18:45:41Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5724200609,213,3.44,5724200605,141,60.2,5724200603,140,53.0,5724200607,212,10.9,5724200601,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814229259,692,1,2,78,46,evf5hhqgnjhwjsth1m6pawxdp,1,63.6,64.2,2025-05-12T18:45:40.990Z,2025-05-12T18:45:42Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724200765,56,Left,5724200771,212,18.6,5724200773,213,1.10,5724200769,141,88.6,5724200767,140,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814229285,693,1,2,78,48,evf5hhqgnjhwjsth1m6pawxdp,1,71.6,88.6,2025-05-12T18:45:42.791Z,2025-05-12T18:45:45Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5724200949,213,3.93,5724200945,141,75.0,5724200941,56,Center,5724200947,212,13.0,5724200943,140,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814229309,694,1,2,78,50,evf5hhqgnjhwjsth1m6pawxdp,1,63.0,71.1,2025-05-12T18:45:45.063Z,2025-05-12T18:45:47Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724201075,213,3.76,5724201071,212,11.6,5724201067,141,61.2,5724201061,56,Center,5724201063,140,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814229345,695,1,2,78,53,evf5hhqgnjhwjsth1m6pawxdp,1,54.9,59.3,2025-05-12T18:45:47.831Z,2025-05-12T18:45:49Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724201287,213,3.88,5724201283,141,41.9,5724201281,140,42.6,5724201279,56,Back,5724201285,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814229317,745,83,2,78,53,czkf5t3ai00ghwbga03i5aqxw,0,40.1,30.4,2025-05-12T18:45:47.872Z,2025-05-12T18:45:54Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5724201611,399,2erjnb3l5mngpxyicnzhk7phx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814229383,696,1,2,78,55,evf5hhqgnjhwjsth1m6pawxdp,1,42.6,41.9,2025-05-12T18:45:49.839Z,2025-05-12T18:45:53Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5724201585,141,5.6,5724201587,212,33.1,5724201583,140,63.6,5724201581,56,Right,5724201591,1,,5724201589,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814229395,746,83,2,78,59,czkf5t3ai00ghwbga03i5aqxw,0,23.2,94.5,2025-05-12T18:45:53.903Z,2025-05-12T18:46:46Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5724201989,399,as7qhgi67gngq0nb3zmwg8jro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
