id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value
2796232271,510,45,2,73,31,6i936isoyj6d0uuxdj537uc97,0,46.2,50.9,2025-04-05T14:33:39.163Z,2025-04-05T14:44:26Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,5625086921,285,,5625087929,233,818,5625086919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796232433,818,3,2,73,31,evf5hhqgnjhwjsth1m6pawxdp,1,53.8,49.1,2025-04-05T14:33:39.163Z,2025-04-05T14:44:26Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5625087749,56,Center,5625087751,286,,5625087849,233,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796232521,819,1,2,73,36,evf5hhqgnjhwjsth1m6pawxdp,1,57.4,33.6,2025-04-05T14:33:44.200Z,2025-04-05T14:36:37Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5625088245,141,8.9,5625088249,213,5.63,5625088243,140,78.5,5625088247,212,27.8,5625088241,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796232939,820,1,2,73,41,evf5hhqgnjhwjsth1m6pawxdp,1,84.2,15.2,2025-04-05T14:33:48.780Z,2025-04-05T14:33:54Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,5625090441,140,77.3,5625090447,213,2.15,5625090443,141,31.6,5625090445,212,13.3,5625090439,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796233165,821,2,2,73,42,evf5hhqgnjhwjsth1m6pawxdp,1,76.2,22.9,2025-04-05T14:33:50.280Z,2025-04-05T14:38:12Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5625151781,7,bm0bafkutd9qb9qee06cys9re,5625091659,56,Center,5625091663,141,51.5,5625091661,140,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796232893,512,43,2,73,45,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-04-05T14:33:52.730Z,2025-04-05T14:34:10Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,5625090229,285,0,5625090227,56,Back,5625094211,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796233373,513,43,2,73,46,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-04-05T14:33:54.251Z,2025-04-05T14:37:43Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,5625092819,346,0,5625092817,56,Back,5625146795,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796233391,514,43,2,73,51,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-04-05T14:33:59.513Z,2025-04-05T14:35:52Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,5625093645,233,822,5625093549,285,0,5625119175,144,4,5625093545,56,Back,5625093543,264,0,5625093547,152,0,5625093541,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796233171,822,43,2,73,51,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-04-05T14:33:59.514Z,2025-04-05T14:37:46Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,5625092131,13,0,5625147723,144,4,5625092133,264,0,5625092135,56,Center,5625092139,152,0,5625092141,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796234135,517,1,2,74,11,6i936isoyj6d0uuxdj537uc97,0,11.1,42.2,2025-04-05T14:34:19.026Z,2025-04-05T14:34:23Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,5625096813,212,57.0,5625096817,213,6.26,5625096807,140,65.4,5625096799,157,,5625096803,241,,5625096805,56,Center,5625096819,1,,5625096809,141,40.1,5625096793,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796234255,823,44,2,74,14,evf5hhqgnjhwjsth1m6pawxdp,1,33.4,64.8,2025-04-05T14:34:21.706Z,2025-04-05T15:09:52Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,5625097403,56,Back,5625097405,285,,5625097541,233,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796234159,518,44,2,74,14,6i936isoyj6d0uuxdj537uc97,0,66.6,35.2,2025-04-05T14:34:21.707Z,2025-04-05T14:44:30Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,5625096919,56,Center,5625097617,233,823,5625096923,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796301185,995,61,2,74,14,evf5hhqgnjhwjsth1m6pawxdp,1,41.8,69.7,2025-04-05T14:34:21.806Z,2025-04-05T15:08:18Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,5625443805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796234283,519,3,2,74,17,6i936isoyj6d0uuxdj537uc97,0,66.6,7.0,2025-04-05T14:34:24.875Z,2025-04-05T14:34:31Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,5625097565,56,Right,5625098231,233,825,5625097567,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796234359,825,7,2,74,17,evf5hhqgnjhwjsth1m6pawxdp,1,33.4,93.0,2025-04-05T14:34:24.876Z,2025-04-05T14:34:30Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5625098101,233,519,5625098009,56,Back,5625098011,285,,5625098007,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796234269,824,61,2,74,17,evf5hhqgnjhwjsth1m6pawxdp,1,33.3,71.7,2025-04-05T14:34:25.176Z,2025-04-05T14:34:25Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5625097487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796234405,520,5,2,74,19,6i936isoyj6d0uuxdj537uc97,1,63.8,-1.6,2025-04-05T14:34:27.699Z,2025-04-05T14:38:04Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,5625098669,233,826,5625098313,347,,5625098311,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796234451,826,5,2,74,19,evf5hhqgnjhwjsth1m6pawxdp,0,36.2,101.6,2025-04-05T14:34:27.699Z,2025-04-05T14:38:04Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5625098591,56,Back,5625098885,233,520,5625098593,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796234541,521,1,2,74,21,6i936isoyj6d0uuxdj537uc97,1,65.7,0.0,2025-04-05T14:34:28.730Z,2025-04-05T14:34:32Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,5625099129,213,2.90,5625099119,107,,5625099127,212,28.2,5625099123,140,39.6,5625099121,56,Back,5625099131,1,,5625099125,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796234587,522,1,2,74,23,6i936isoyj6d0uuxdj537uc97,1,38.3,8.3,2025-04-05T14:34:31.386Z,2025-04-05T14:34:34Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,5625099415,141,43.3,5625099413,140,33.4,5625099417,212,24.3,5625099419,213,1.78,5625099409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796234965,523,1,2,74,25,6i936isoyj6d0uuxdj537uc97,1,34.8,44.6,2025-04-05T14:34:33.442Z,2025-04-05T14:34:43Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5625101305,140,39.0,5625101311,213,1.36,5625101309,212,21.4,5625101307,141,75.4,5625101303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796235073,524,1,2,74,34,6i936isoyj6d0uuxdj537uc97,1,61.7,91.4,2025-04-05T14:34:42.426Z,2025-04-05T14:34:45Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,5625101885,213,5.16,5625101883,212,7.8,5625101877,141,81.1,5625101873,140,64.9,5625101869,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796235173,525,1,2,74,36,6i936isoyj6d0uuxdj537uc97,1,63.8,78.4,2025-04-05T14:34:44.699Z,2025-04-05T14:34:47Z,eikthetfmpxyeqsisa7vs3hsl,G. Eyjólfsson,,5625102359,212,28.5,5625102353,56,Back,5625102357,141,79.0,5625102355,140,36.7,5625102361,213,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796235369,526,1,2,74,39,6i936isoyj6d0uuxdj537uc97,1,36.9,74.7,2025-04-05T14:34:46.922Z,2025-04-05T14:34:51Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5625103269,56,Back,5625103271,140,34.5,5625103273,141,35.5,5625103279,213,4.62,5625103277,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796235447,527,1,2,74,43,6i936isoyj6d0uuxdj537uc97,0,39.3,29.1,2025-04-05T14:34:50.915Z,2025-04-05T14:34:53Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,5625103767,212,47.4,5625103761,141,76.1,5625103749,155,,5625103771,1,,5625103769,213,0.74,5625103757,140,72.6,5625103753,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796235675,827,1,2,74,48,evf5hhqgnjhwjsth1m6pawxdp,0,36.8,32.2,2025-04-05T14:34:55.881Z,2025-04-05T14:34:58Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5625104905,213,0.82,5625104883,140,43.7,5625104893,141,43.7,5625104899,212,10.7,5625104877,56,Back,5625104871,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796235759,528,1,2,74,50,6i936isoyj6d0uuxdj537uc97,1,62.6,65.1,2025-04-05T14:34:58.691Z,2025-04-05T14:35:00Z,eikthetfmpxyeqsisa7vs3hsl,G. Eyjólfsson,,5625105351,213,4.41,5625105343,140,60.6,5625105349,212,7.1,5625105347,141,55.2,5625105339,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796235907,530,1,2,74,52,6i936isoyj6d0uuxdj537uc97,1,59.6,50.7,2025-04-05T14:35:00.372Z,2025-04-05T14:35:03Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,5625106121,140,46.9,5625106125,141,61.2,5625106135,213,2.65,5625106129,212,15.1,5625106119,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796235789,828,83,2,74,53,evf5hhqgnjhwjsth1m6pawxdp,0,48.7,42.5,2025-04-05T14:35:01.176Z,2025-04-05T14:35:08Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,5625107269,399,c36ffo382u9flu5foebt4di39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796236073,531,1,2,74,55,6i936isoyj6d0uuxdj537uc97,1,43.6,62.4,2025-04-05T14:35:02.906Z,2025-04-05T14:35:06Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5625106961,140,68.7,5625106967,212,28.1,5625106965,141,76.9,5625106969,213,0.36,5625106957,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796236143,532,1,2,74,58,6i936isoyj6d0uuxdj537uc97,1,70.1,76.4,2025-04-05T14:35:06.075Z,2025-04-05T14:35:08Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,5625107315,140,69.6,5625107321,212,13.1,5625107317,141,95.6,5625107313,56,Left,5625107325,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796236313,533,1,2,75,1,6i936isoyj6d0uuxdj537uc97,1,70.0,95.6,2025-04-05T14:35:09.042Z,2025-04-05T14:36:08Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,5625108099,56,Left,5625108105,140,62.2,5625108113,212,11.0,5625108109,141,84.7,5625108119,213,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796236455,534,1,2,75,3,6i936isoyj6d0uuxdj537uc97,1,62.2,84.7,2025-04-05T14:35:10.971Z,2025-04-05T14:35:14Z,eikthetfmpxyeqsisa7vs3hsl,G. Eyjólfsson,,5625108861,141,88.3,5625108863,212,13.4,5625108859,140,49.7,5625108865,213,2.96,5625108857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796236631,535,1,2,75,7,6i936isoyj6d0uuxdj537uc97,1,45.1,90.2,2025-04-05T14:35:15.082Z,2025-04-05T14:35:17Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,5625109823,140,43.1,5625109827,212,26.0,5625109821,56,Back,5625109825,141,52.1,5625109835,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796236749,536,1,2,75,9,6i936isoyj6d0uuxdj537uc97,1,43.1,47.2,2025-04-05T14:35:16.866Z,2025-04-05T14:35:20Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5625110487,56,Right,5625110499,213,5.59,5625110485,155,,5625110501,1,,5625110489,140,73.2,5625110493,141,8.3,5625110497,212,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796236847,537,1,2,75,11,6i936isoyj6d0uuxdj537uc97,1,74.1,7.1,2025-04-05T14:35:19.419Z,2025-04-05T14:35:22Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,5625111031,56,Right,5625111037,212,15.8,5625111033,140,88.3,5625111035,141,15.0,5625111039,213,0.35,5625111029,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796236935,538,1,2,75,13,6i936isoyj6d0uuxdj537uc97,0,87.6,15.5,2025-04-05T14:35:21.490Z,2025-04-05T14:35:23Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,5625111489,213,1.85,5625111487,212,9.1,5625111483,140,85.2,5625111481,56,Center,5625111485,141,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796237291,830,1,2,75,21,evf5hhqgnjhwjsth1m6pawxdp,0,41.1,62.9,2025-04-05T14:35:29.001Z,2025-04-05T14:35:29Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5625113405,140,59.8,5625113407,141,48.5,5625113411,213,5.82,5625113409,212,21.9,5625113403,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796237491,539,12,2,75,22,6i936isoyj6d0uuxdj537uc97,1,46.3,29.8,2025-04-05T14:35:30.411Z,2025-04-05T14:35:34Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5625114643,167,,5625114421,213,1.31,5625114415,212,50.8,5625114409,140,58.6,5625114411,141,100.0,5625114407,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796237509,540,5,2,75,25,6i936isoyj6d0uuxdj537uc97,0,56.0,102.0,2025-04-05T14:35:33.371Z,2025-04-05T14:35:37Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5625114495,56,Left,5625114497,347,,5625115049,233,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796237577,831,5,2,75,25,evf5hhqgnjhwjsth1m6pawxdp,1,44.0,-2.0,2025-04-05T14:35:33.371Z,2025-04-05T14:38:04Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5625114871,347,,5625114921,233,540,5625114869,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796237973,832,1,2,75,30,evf5hhqgnjhwjsth1m6pawxdp,1,47.7,0.0,2025-04-05T14:35:38.201Z,2025-04-05T14:35:43Z,1vla5l510mtb859zevvplneju,F. Eriksson,,5625117009,140,35.6,5625117011,141,12.0,5625117007,56,Back,5625117013,212,15.8,5625117015,213,2.50,5625117005,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796238063,833,1,2,75,35,evf5hhqgnjhwjsth1m6pawxdp,1,38.2,41.5,2025-04-05T14:35:43.625Z,2025-04-05T14:35:46Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5625117539,141,69.4,5625117543,213,1.72,5625117541,212,19.2,5625117531,56,Back,5625117533,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796238207,834,1,2,75,38,evf5hhqgnjhwjsth1m6pawxdp,1,38.8,69.0,2025-04-05T14:35:45.896Z,2025-04-05T14:35:49Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5625118271,213,4.67,5625118259,56,Back,5625118265,141,29.2,5625118261,140,37.6,5625118267,212,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796238275,835,1,2,75,41,evf5hhqgnjhwjsth1m6pawxdp,1,41.9,31.5,2025-04-05T14:35:49.064Z,2025-04-05T14:35:50Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5625118615,213,1.24,5625118593,140,44.0,5625118599,141,41.0,5625118609,212,6.8,5625118587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796238361,836,1,2,75,42,evf5hhqgnjhwjsth1m6pawxdp,1,44.0,41.0,2025-04-05T14:35:50.361Z,2025-04-05T14:35:52Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5625119063,212,13.8,5625119067,213,3.24,5625119061,141,39.1,5625119057,56,Back,5625119059,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796238489,837,1,2,75,44,evf5hhqgnjhwjsth1m6pawxdp,1,35.0,37.9,2025-04-05T14:35:52.377Z,2025-04-05T14:35:54Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5625119695,56,Back,5625119701,141,11.6,5625119703,212,19.7,5625119699,140,42.8,5625119705,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796238713,838,1,2,75,46,evf5hhqgnjhwjsth1m6pawxdp,1,43.7,13.2,2025-04-05T14:35:54.569Z,2025-04-05T14:35:58Z,1vla5l510mtb859zevvplneju,F. Eriksson,,5625120875,140,58.3,5625120881,213,5.98,5625120879,212,16.1,5625120877,141,6.1,5625120873,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796238857,839,1,2,75,51,evf5hhqgnjhwjsth1m6pawxdp,1,46.4,5.2,2025-04-05T14:35:58.761Z,2025-04-05T14:36:01Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,5625121581,140,38.0,5625121577,56,Back,5625121585,141,5.9,5625121605,213,3.09,5625121595,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796238885,840,50,2,75,53,evf5hhqgnjhwjsth1m6pawxdp,1,36.4,5.4,2025-04-05T14:36:01.161Z,2025-04-05T14:36:08Z,1vla5l510mtb859zevvplneju,F. Eriksson,,5625121725,286,,5625121715,56,Back,5625122683,233,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796239049,541,7,2,75,53,6i936isoyj6d0uuxdj537uc97,0,63.6,94.6,2025-04-05T14:36:01.162Z,2025-04-05T14:36:09Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,5625122527,285,,5625122525,56,Left,5625122617,233,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796238993,841,1,2,75,54,evf5hhqgnjhwjsth1m6pawxdp,0,41.2,4.1,2025-04-05T14:36:02.585Z,2025-04-05T14:36:41Z,1vla5l510mtb859zevvplneju,F. Eriksson,,5625131887,236,,5625122265,213,6.25,5625122263,212,1.8,5625122261,141,4.0,5625131889,233,542,5625122257,140,42.9,5625122255,56,Back,5625131895,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796240263,542,74,2,75,54,6i936isoyj6d0uuxdj537uc97,1,66.0,98.0,2025-04-05T14:36:02.586Z,2025-04-05T14:44:33Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,5625131949,233,841,5625128931,56,Left,5625128933,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796240325,543,5,2,75,59,6i936isoyj6d0uuxdj537uc97,0,62.2,101.8,2025-04-05T14:36:07.658Z,2025-04-05T14:38:05Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,5625130187,233,842,5625129261,56,Left,5625129263,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796239249,842,5,2,75,59,evf5hhqgnjhwjsth1m6pawxdp,1,37.8,-1.8,2025-04-05T14:36:07.658Z,2025-04-05T14:38:05Z,1vla5l510mtb859zevvplneju,F. Eriksson,,5625123617,56,Back,5625130103,233,543,5625123621,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796241575,843,1,2,76,48,evf5hhqgnjhwjsth1m6pawxdp,0,42.5,0.0,2025-04-05T14:36:56.217Z,2025-04-05T14:36:58Z,1vla5l510mtb859zevvplneju,F. Eriksson,,5625135773,107,,5625135779,141,7.4,5625135777,140,64.4,5625135783,213,0.27,5625135781,212,23.8,5625135775,56,Right,5625135785,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796241597,544,1,2,76,50,6i936isoyj6d0uuxdj537uc97,0,33.5,94.7,2025-04-05T14:36:57.762Z,2025-04-05T14:36:59Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,5625135869,56,Back,5625135875,212,14.3,5625135867,3,,5625135871,140,46.4,5625135877,213,0.32,5625135873,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796241637,545,5,2,76,51,6i936isoyj6d0uuxdj537uc97,0,48.2,101.6,2025-04-05T14:36:58.773Z,2025-04-05T14:37:07Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,5625136067,347,,5625137009,233,844,5625136057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796241787,844,5,2,76,51,evf5hhqgnjhwjsth1m6pawxdp,1,51.8,-1.6,2025-04-05T14:36:58.773Z,2025-04-05T14:38:05Z,1vla5l510mtb859zevvplneju,F. Eriksson,,5625136833,347,,5625136831,56,Right,5625136917,233,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796242075,845,1,2,77,1,evf5hhqgnjhwjsth1m6pawxdp,1,51.4,0.0,2025-04-05T14:37:09.081Z,2025-04-05T14:37:10Z,1vla5l510mtb859zevvplneju,F. Eriksson,,5625138591,1,,5625138579,141,22.4,5625138565,107,,5625138571,56,Center,5625138583,212,27.8,5625138587,213,0.63,5625138575,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796242097,846,1,2,77,3,evf5hhqgnjhwjsth1m6pawxdp,0,72.8,22.4,2025-04-05T14:37:10.776Z,2025-04-05T14:37:11Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,5625138719,141,30.0,5625138717,140,76.0,5625138721,212,6.2,5625138715,56,Center,5625138723,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796242197,546,1,2,77,3,6i936isoyj6d0uuxdj537uc97,1,27.8,70.3,2025-04-05T14:37:11.285Z,2025-04-05T14:37:13Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,5625139233,213,3.71,5625139223,56,Back,5625139229,141,53.7,5625139227,140,11.0,5625139231,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796242379,547,1,2,77,5,6i936isoyj6d0uuxdj537uc97,1,11.0,52.8,2025-04-05T14:37:13.338Z,2025-04-05T14:37:18Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,5625140265,212,27.9,5625140259,56,Back,5625140261,140,37.2,5625140267,213,0.17,5625140263,141,59.7,5625140257,157,,5625140269,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796242383,548,61,2,77,9,6i936isoyj6d0uuxdj537uc97,0,37.2,59.7,2025-04-05T14:37:17.571Z,2025-04-05T14:37:18Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,5625140295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796242511,847,4,2,77,13,evf5hhqgnjhwjsth1m6pawxdp,1,49.0,45.0,2025-04-05T14:37:20.857Z,2025-04-05T14:44:23Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5625141167,56,Back,5625141173,152,,5625141177,265,,5625141181,286,,5625141159,13,,5625141643,233,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796242613,549,4,2,77,13,6i936isoyj6d0uuxdj537uc97,0,51.0,55.0,2025-04-05T14:37:20.858Z,2025-04-05T14:44:23Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,5625141539,56,Center,5625141547,265,,5625141543,152,,5625141789,233,847,5625141533,13,,5625141549,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796243737,848,1,2,77,34,evf5hhqgnjhwjsth1m6pawxdp,1,43.7,43.6,2025-04-05T14:37:42.665Z,2025-04-05T14:37:44Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5625147299,212,15.3,5625147301,213,6.27,5625147295,140,58.3,5625147291,152,,5625147289,5,,5625147297,141,43.3,5625147293,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796243843,849,1,2,77,36,evf5hhqgnjhwjsth1m6pawxdp,1,58.8,38.3,2025-04-05T14:37:44.682Z,2025-04-05T14:37:46Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5625147841,140,38.4,5625147843,141,43.4,5625147847,213,2.98,5625147839,56,Back,5625147845,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
