id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2818936753,796,18,2,81,15,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-25T16:10:17.485Z,2025-05-25T16:11:21Z,aykbbz6l05b9t5n8uaxp6n2fo,L. Arrhov,,5750339843,189,,5750336667,42,,5750336671,59,31,5750336669,44,Midfielder,5750336813,55,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818936767,797,19,2,81,15,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-25T16:10:17.486Z,2025-05-25T16:11:19Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,5750336769,292,7,5750336771,293,5,5750336775,55,796,5750336757,42,,5750336773,44,Midfielder,5750336765,59,10,5750336761,145,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937085,798,1,2,81,24,ac8jow4mdkvnsv5s0och4qqm,1,20.2,88.9,2025-05-25T16:10:27.049Z,2025-05-25T16:31:08Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,5750456223,141,38.0,5750456527,152,,5750456221,140,25.6,5750456225,212,35.1,5750456227,213,4.87,5750456847,189,,5750456523,5,,5750456219,56,Back,5750456229,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937093,799,1,2,81,27,ac8jow4mdkvnsv5s0och4qqm,1,24.5,27.0,2025-05-25T16:10:29.220Z,2025-05-25T16:31:21Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5750458375,141,18.2,5750458371,140,43.2,5750458367,56,Back,5750458381,213,5.99,5750458377,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937095,800,1,2,81,33,ac8jow4mdkvnsv5s0och4qqm,1,42.7,35.2,2025-05-25T16:10:35.408Z,2025-05-25T16:31:39Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5750460553,141,78.5,5750460551,140,40.3,5750460555,212,29.6,5750460549,56,Back,5750460557,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937099,801,1,2,81,39,ac8jow4mdkvnsv5s0och4qqm,1,54.4,58.1,2025-05-25T16:10:41.570Z,2025-05-25T16:32:00Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,5750463575,213,4.87,5750463571,141,28.9,5750463573,212,20.1,5750463569,140,57.4,5750463567,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937107,802,1,2,81,44,ac8jow4mdkvnsv5s0och4qqm,0,56.4,24.6,2025-05-25T16:10:46.730Z,2025-05-25T16:32:22Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5750466091,213,0.87,5750466095,1,,5750466073,56,Center,5750466069,155,,5750466085,212,35.9,5750466081,141,65.0,5750466077,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818936895,650,12,2,81,47,5mbo4f0vps12dr0fcvjn3wyp5,1,21.5,32.8,2025-05-25T16:10:49.620Z,2025-05-25T16:32:25Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5750337475,56,Back,5750337477,140,32.5,5750337485,213,0.17,5750337483,212,11.7,5750337479,141,35.8,5750467377,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937111,803,1,2,81,48,ac8jow4mdkvnsv5s0och4qqm,1,64.7,61.7,2025-05-25T16:10:50.935Z,2025-05-25T16:32:47Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,5750470467,140,53.8,5750470469,141,76.9,5750470473,213,2.41,5750470471,212,15.4,5750470465,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937117,804,1,2,81,49,ac8jow4mdkvnsv5s0och4qqm,1,55.7,74.2,2025-05-25T16:10:52.066Z,2025-05-25T16:33:02Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,5750472301,213,0.87,5750472289,140,67.8,5750472299,212,19.7,5750472287,56,Left,5750472297,141,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818961255,925,1,2,81,55,ac8jow4mdkvnsv5s0och4qqm,1,68.1,83.4,2025-05-25T16:10:57.178Z,2025-05-25T16:33:57Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,5750479663,141,75.6,5750479659,56,Center,5750479665,212,22.6,5750479661,140,89.0,5750479667,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818961163,924,1,2,81,56,ac8jow4mdkvnsv5s0och4qqm,1,86.0,74.0,2025-05-25T16:10:58.178Z,2025-05-25T16:34:11Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,5750481213,141,82.4,5750481215,212,7.2,5750481211,140,81.9,5750481217,213,2.22,5750481209,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937123,805,1,2,81,58,ac8jow4mdkvnsv5s0och4qqm,0,84.5,74.2,2025-05-25T16:11:00.243Z,2025-05-25T16:34:29Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,5750483449,56,Center,5750483455,212,17.2,5750483451,140,100.0,5750483453,141,74.6,5750483457,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937045,651,5,2,81,59,5mbo4f0vps12dr0fcvjn3wyp5,1,-1.3,25.6,2025-05-25T16:11:01.828Z,2025-05-25T16:12:37Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5750338339,56,Back,5750338343,346,,5750347297,233,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937183,806,5,2,81,59,ac8jow4mdkvnsv5s0och4qqm,0,101.3,74.4,2025-05-25T16:11:01.828Z,2025-05-25T16:12:37Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5750339019,346,,5750339017,56,Center,5750347303,233,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937367,652,27,2,82,21,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-05-25T16:11:23.356Z,2025-05-25T16:12:38Z,,,,5750347355,233,807,5750340203,53,cwkz9uxtres4bockr3spd4hxx,5750340201,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937695,807,27,2,82,21,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-25T16:11:23.356Z,2025-05-25T16:12:38Z,,,,5750347329,233,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939039,653,28,2,83,58,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-05-25T16:13:00.618Z,2025-05-25T16:13:01Z,,,,5750349679,233,808,5750349565,55,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939033,808,28,2,83,58,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-25T16:13:00.618Z,2025-05-25T16:13:01Z,,,,5750349613,233,653,5750349517,55,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939293,654,1,2,84,5,5mbo4f0vps12dr0fcvjn3wyp5,0,5.2,46.1,2025-05-25T16:13:07.990Z,2025-05-25T16:13:13Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5750351009,213,5.85,5750351011,1,,5750351013,74,,5750350999,124,,5750351007,212,78.1,5750351001,56,Right,5750351005,141,0.0,5750351003,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939301,655,5,2,84,11,5mbo4f0vps12dr0fcvjn3wyp5,0,71.4,-1.6,2025-05-25T16:13:13.715Z,2025-05-25T16:13:17Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5750351047,56,Right,5750351049,347,,5750351139,233,809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939305,809,5,2,84,11,ac8jow4mdkvnsv5s0och4qqm,1,28.6,101.6,2025-05-25T16:13:13.715Z,2025-05-25T16:36:39Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5750351113,233,655,5750351075,347,,5750351073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939377,810,1,2,84,13,ac8jow4mdkvnsv5s0och4qqm,1,30.5,100.0,2025-05-25T16:13:15.290Z,2025-05-25T16:13:18Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,5750351487,141,67.8,5750351483,56,Back,5750351481,107,,5750351485,140,22.2,5750351489,212,24.6,5750351493,1,,5750351491,213,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939507,811,1,2,84,15,ac8jow4mdkvnsv5s0och4qqm,1,22.2,67.2,2025-05-25T16:13:18.026Z,2025-05-25T16:13:24Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,5750352237,141,25.8,5750352243,212,29.1,5750352229,56,Back,5750352247,213,4.97,5750352233,140,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939583,812,1,2,84,21,ac8jow4mdkvnsv5s0och4qqm,1,47.1,16.1,2025-05-25T16:13:23.754Z,2025-05-25T16:13:27Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5750352647,140,43.5,5750352645,56,Back,5750352653,213,1.92,5750352649,141,31.3,5750352651,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939669,813,1,2,84,24,ac8jow4mdkvnsv5s0och4qqm,1,47.4,39.8,2025-05-25T16:13:27.130Z,2025-05-25T16:13:33Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5750353183,213,1.24,5750353177,212,41.9,5750353171,56,Left,5750353187,1,,5750353175,141,98.0,5750353173,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939713,814,1,2,84,31,ac8jow4mdkvnsv5s0och4qqm,1,58.8,97.5,2025-05-25T16:13:34.010Z,2025-05-25T16:13:36Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,5750353453,141,84.8,5750353449,56,Left,5750353455,212,10.2,5750353451,140,53.6,5750353457,213,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939759,815,1,2,84,33,ac8jow4mdkvnsv5s0och4qqm,1,53.6,84.8,2025-05-25T16:13:36.170Z,2025-05-25T16:13:38Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,5750353663,212,18.0,5750353657,56,Left,5750353665,213,0.48,5750353659,140,68.8,5750353661,141,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939783,816,1,2,84,36,ac8jow4mdkvnsv5s0och4qqm,0,69.9,96.9,2025-05-25T16:13:38.361Z,2025-05-25T16:13:39Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,5750353763,213,5.73,5750353759,141,92.1,5750353761,212,6.2,5750353757,140,74.9,5750353753,155,,5750353751,2,,5750353755,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939773,656,61,2,84,36,5mbo4f0vps12dr0fcvjn3wyp5,1,21.2,12.3,2025-05-25T16:13:38.928Z,2025-05-25T16:13:39Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5750353723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939803,657,43,2,84,38,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-05-25T16:13:40.452Z,2025-05-25T16:14:14Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5750356927,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939875,658,1,2,84,38,5mbo4f0vps12dr0fcvjn3wyp5,0,24.6,22.4,2025-05-25T16:13:40.965Z,2025-05-25T16:13:44Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5750354193,141,23.1,5750354189,140,79.4,5750354203,1,,5750354197,212,57.5,5750354185,56,Center,5750354181,157,,5750354199,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939887,819,43,2,84,43,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-25T16:13:45.242Z,2025-05-25T16:14:16Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,5750357085,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939967,820,1,2,84,45,ac8jow4mdkvnsv5s0och4qqm,1,28.0,74.7,2025-05-25T16:13:47.227Z,2025-05-25T16:13:49Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,5750354721,140,36.2,5750354725,212,18.9,5750354723,141,50.0,5750354727,213,5.19,5750354719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940029,821,1,2,84,47,ac8jow4mdkvnsv5s0och4qqm,1,37.7,44.9,2025-05-25T16:13:49.722Z,2025-05-25T16:13:55Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5750355095,1,,5750355085,56,Right,5750355091,212,37.3,5750355093,213,5.40,5750355089,141,2.6,5750355087,140,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940083,822,1,2,84,53,ac8jow4mdkvnsv5s0och4qqm,1,56.6,9.8,2025-05-25T16:13:55.754Z,2025-05-25T16:13:59Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5750355405,140,46.2,5750355403,56,Back,5750355413,212,15.6,5750355409,141,26.2,5750355417,213,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940159,823,1,2,84,57,ac8jow4mdkvnsv5s0och4qqm,1,54.4,24.3,2025-05-25T16:13:59.387Z,2025-05-25T16:14:03Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5750355879,213,5.68,5750355873,141,5.8,5750355871,140,71.7,5750355875,212,22.1,5750355869,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940189,824,1,2,85,2,ac8jow4mdkvnsv5s0och4qqm,1,85.3,14.4,2025-05-25T16:14:04.298Z,2025-05-25T16:14:05Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5750356091,141,18.3,5750356095,213,0.22,5750356093,212,12.0,5750356089,140,96.4,5750356087,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940263,825,1,2,85,3,ac8jow4mdkvnsv5s0och4qqm,1,96.4,18.3,2025-05-25T16:14:05.643Z,2025-05-25T16:14:35Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,1.0,5750356467,140,96.6,5750356463,155,,5750356459,2,,5750356465,56,Center,5750359031,210,15,5750359033,154,,5750356469,141,59.7,5750356473,212,28.2,5750356475,213,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,
2818940267,826,15,2,85,6,ac8jow4mdkvnsv5s0och4qqm,1,96.6,59.7,2025-05-25T16:14:08.457Z,2025-05-25T16:14:58Z,32xfhqnf7sa2pyyttqac9u385,N. Bahoui,,5750359059,29,,5750359139,233,659,5750359063,154,,5750361327,76,,5750361329,328,,5750356511,61,,5750359081,102,53.9,5750359085,214,,5750361325,15,5750359089,147,54.3,5750356505,22,,5750359087,146,5750359071,55,825,5750359083,103,,99.1,15.2,5750356513,56,Center,,,,,,,,,
2818940261,659,10,2,85,6,5mbo4f0vps12dr0fcvjn3wyp5,1,1.5,46.9,2025-05-25T16:14:08.557Z,2025-05-25T16:15:27Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5750356443,173,,5750356445,178,,5750359169,233,826,5750356449,56,Back,5750364353,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940293,660,12,2,85,8,5mbo4f0vps12dr0fcvjn3wyp5,1,3.6,42.7,2025-05-25T16:14:10.644Z,2025-05-25T16:14:22Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,5750356655,140,22.2,5750356651,56,Back,5750356663,212,36.1,5750356659,141,0.0,5750356665,213,5.28,5750357255,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940297,661,5,2,85,9,5mbo4f0vps12dr0fcvjn3wyp5,0,22.6,-1.6,2025-05-25T16:14:11.364Z,2025-05-25T16:14:15Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,5750356671,56,Back,5750356907,233,827,5750356673,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940317,827,5,2,85,9,ac8jow4mdkvnsv5s0och4qqm,1,77.4,101.6,2025-05-25T16:14:11.364Z,2025-05-25T16:36:40Z,32xfhqnf7sa2pyyttqac9u385,N. Bahoui,,5750356855,233,661,5750356837,56,Left,5750356839,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940405,828,1,2,85,16,ac8jow4mdkvnsv5s0och4qqm,1,74.0,100.0,2025-05-25T16:14:18.410Z,2025-05-25T16:14:19Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,5750357369,212,5.6,5750357371,213,4.85,5750357357,107,,5750357367,141,93.9,5750357359,56,Left,5750357363,140,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940417,829,1,2,85,17,ac8jow4mdkvnsv5s0och4qqm,1,74.7,93.9,2025-05-25T16:14:19.259Z,2025-05-25T16:14:20Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,5750357481,141,98.3,5750357477,56,Left,5750357515,213,1.78,5750357479,140,74.1,5750357483,212,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940441,830,1,2,85,18,ac8jow4mdkvnsv5s0och4qqm,1,74.1,98.3,2025-05-25T16:14:20.298Z,2025-05-25T16:14:21Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,5750357619,141,86.5,5750357617,140,56.7,5750357623,213,3.56,5750357615,56,Left,5750357621,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940479,831,1,2,85,19,ac8jow4mdkvnsv5s0och4qqm,1,56.7,86.5,2025-05-25T16:14:21.595Z,2025-05-25T16:14:23Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,5750357859,212,13.0,5750357861,213,0.55,5750357857,141,96.5,5750357855,140,67.2,5750357853,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940521,832,1,2,85,21,ac8jow4mdkvnsv5s0och4qqm,1,67.2,96.5,2025-05-25T16:14:23.418Z,2025-05-25T16:14:25Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,5750358069,213,0.13,5750358067,212,7.8,5750358061,56,Left,5750358065,141,98.0,5750358063,140,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940603,833,1,2,85,23,ac8jow4mdkvnsv5s0och4qqm,0,73.5,96.9,2025-05-25T16:14:25.594Z,2025-05-25T16:14:29Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,5750358569,212,50.2,5750358571,213,5.33,5750358573,1,,5750358567,141,36.6,5750358561,155,,5750358565,140,100.0,5750358559,2,,5750358563,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940597,662,5,2,85,26,5mbo4f0vps12dr0fcvjn3wyp5,1,-1.2,63.1,2025-05-25T16:14:28.710Z,2025-05-25T16:36:40Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5750358775,233,834,5750358517,56,Back,5750358519,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940625,834,5,2,85,26,ac8jow4mdkvnsv5s0och4qqm,0,101.2,36.9,2025-05-25T16:14:28.710Z,2025-05-25T16:36:40Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,5750358713,346,,5750358711,56,Center,5750358801,233,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941229,663,1,2,85,59,5mbo4f0vps12dr0fcvjn3wyp5,0,5.0,45.7,2025-05-25T16:15:01.669Z,2025-05-25T16:15:05Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5750362269,56,Center,5750362277,213,6.13,5750362281,1,,5750362287,74,,5750362271,140,63.9,5750362275,212,62.6,5750362273,141,31.3,5750362267,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941247,835,44,2,86,2,ac8jow4mdkvnsv5s0och4qqm,1,36.0,70.8,2025-05-25T16:15:04.858Z,2025-05-25T16:36:07Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,5750362437,233,664,5750362361,285,,5750362359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941239,664,44,2,86,2,5mbo4f0vps12dr0fcvjn3wyp5,0,64.0,29.2,2025-05-25T16:15:04.859Z,2025-05-25T16:36:07Z,b0rem4wo1p6sumrp6mb77f11w,K. Karlsson,,5750362327,286,,5750362453,233,835,5750362325,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941279,836,1,2,86,3,ac8jow4mdkvnsv5s0och4qqm,0,35.0,74.2,2025-05-25T16:15:05.244Z,2025-05-25T16:15:08Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,5750362597,213,6.07,5750362587,3,,5750362599,1,,5750362589,56,Center,5750362593,141,63.9,5750362591,140,65.7,5750362595,212,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941305,665,1,2,86,6,5mbo4f0vps12dr0fcvjn3wyp5,0,23.9,37.6,2025-05-25T16:15:08.724Z,2025-05-25T16:15:09Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5750362747,1,,5750362735,157,,5750362737,56,Center,5750362743,212,40.9,5750362741,141,36.0,5750362745,213,6.26,5750362739,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941337,837,1,2,86,8,ac8jow4mdkvnsv5s0och4qqm,1,31.3,68.5,2025-05-25T16:15:10.538Z,2025-05-25T16:15:12Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,5750362937,213,5.16,5750362927,3,,5750362931,140,41.5,5750362935,212,24.5,5750362929,56,Back,5750362933,141,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941457,839,1,2,86,15,ac8jow4mdkvnsv5s0och4qqm,1,44.1,53.0,2025-05-25T16:15:17.292Z,2025-05-25T16:15:21Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5750363575,56,Left,5750363581,212,23.6,5750363577,140,52.8,5750363579,141,85.0,5750363583,213,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941555,840,1,2,86,19,ac8jow4mdkvnsv5s0och4qqm,1,54.0,85.0,2025-05-25T16:15:21.707Z,2025-05-25T16:15:25Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,5750364103,56,Back,5750364107,140,49.5,5750364113,213,4.42,5750364111,212,16.1,5750364109,141,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941635,841,1,2,86,23,ac8jow4mdkvnsv5s0och4qqm,1,55.5,67.2,2025-05-25T16:15:25.371Z,2025-05-25T16:15:29Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,5750364479,56,Left,5750364483,141,98.1,5750364481,140,66.0,5750364485,212,23.7,5750364487,213,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941701,842,1,2,86,26,ac8jow4mdkvnsv5s0och4qqm,1,64.0,92.4,2025-05-25T16:15:29.019Z,2025-05-25T16:15:32Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,5750364859,141,51.8,5750364861,212,27.6,5750364863,213,4.69,5750364855,56,Center,5750364857,140,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941757,843,1,2,86,29,ac8jow4mdkvnsv5s0och4qqm,1,65.0,45.5,2025-05-25T16:15:31.978Z,2025-05-25T16:15:37Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5750365251,1,,5750365249,213,5.39,5750365247,212,33.6,5750365245,141,7.1,5750365241,56,Right,5750365243,140,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941767,844,1,2,86,34,ac8jow4mdkvnsv5s0och4qqm,0,84.6,9.4,2025-05-25T16:15:37.146Z,2025-05-25T16:15:38Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5750365357,213,1.44,5750365353,141,15.3,5750365351,140,85.1,5750365349,56,Right,5750365355,212,4.0,5750365345,2,,5750365347,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941777,666,61,2,86,36,5mbo4f0vps12dr0fcvjn3wyp5,1,14.9,89.1,2025-05-25T16:15:39.142Z,2025-05-25T16:15:39Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,5750365419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941807,667,12,2,86,38,5mbo4f0vps12dr0fcvjn3wyp5,1,12.2,46.1,2025-05-25T16:15:40.181Z,2025-05-25T16:15:44Z,b0rem4wo1p6sumrp6mb77f11w,K. Karlsson,,5750365593,140,26.4,5750365595,141,54.3,5750365591,56,Back,5750365597,212,15.9,5750365609,15,,5750365599,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941865,845,4,2,86,41,ac8jow4mdkvnsv5s0och4qqm,1,73.8,47.8,2025-05-25T16:15:43.771Z,2025-05-25T16:36:00Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,5750366059,286,,5750366227,233,668,5750366057,152,,5750366053,294,,5750366055,56,Center,5750366051,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
