id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2796277305,870,1,2,76,30,czkf5t3ai00ghwbga03i5aqxw,0,91.9,65.2,2025-04-05T14:35:56.041Z,2025-04-05T14:52:06Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5625326051,212,2.0,5625327101,233,755,5625326045,56,Center,5625326053,213,3.34,5625327099,236,,5625326047,140,90.0,5625326049,141,64.6,5625327105,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796238831,755,74,2,76,30,4jg5vd59i24chckyua90dr1lg,1,16.5,36.1,2025-04-05T14:35:56.042Z,2025-04-05T14:59:55Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5625327113,233,870,5625327069,285,,5625121493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796238919,756,1,2,76,35,4jg5vd59i24chckyua90dr1lg,1,14.0,27.3,2025-04-05T14:36:00.786Z,2025-04-05T14:52:14Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5625121919,141,25.5,5625121911,140,24.3,5625121925,212,10.9,5625121929,213,6.17,5625121909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796239029,757,1,2,76,36,4jg5vd59i24chckyua90dr1lg,0,19.7,25.2,2025-04-05T14:36:02.258Z,2025-04-05T14:52:55Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5625122435,140,53.0,5625332767,1,,5625122445,212,36.0,5625122439,141,12.6,5625122447,213,6.04,5625122431,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796239055,727,1,2,76,38,czkf5t3ai00ghwbga03i5aqxw,1,53.5,87.4,2025-04-05T14:36:03.832Z,2025-04-05T14:36:05Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5625122561,141,64.3,5625122557,140,44.1,5625122563,212,18.6,5625122555,56,Back,5625122565,213,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796239143,728,1,2,76,39,czkf5t3ai00ghwbga03i5aqxw,1,44.1,64.3,2025-04-05T14:36:04.968Z,2025-04-05T14:36:07Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5625123045,56,Center,5625123057,212,15.4,5625123059,213,0.00,5625123051,140,58.8,5625123055,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796239209,729,1,2,76,41,czkf5t3ai00ghwbga03i5aqxw,1,58.8,64.3,2025-04-05T14:36:07.033Z,2025-04-05T14:36:08Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5625123431,141,80.6,5625123429,140,56.8,5625123427,56,Left,5625123435,213,1.76,5625123433,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796239337,730,1,2,76,42,czkf5t3ai00ghwbga03i5aqxw,1,56.8,80.6,2025-04-05T14:36:08.384Z,2025-04-05T14:36:10Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5625124049,140,43.4,5625124051,141,48.5,5625124047,56,Back,5625124053,212,26.0,5625124055,213,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796239439,731,1,2,76,44,czkf5t3ai00ghwbga03i5aqxw,1,43.4,48.5,2025-04-05T14:36:10.545Z,2025-04-05T14:36:12Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5625124537,140,56.0,5625124541,212,15.5,5625124539,141,36.6,5625124535,56,Center,5625124543,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796239575,732,1,2,76,47,czkf5t3ai00ghwbga03i5aqxw,1,56.0,36.6,2025-04-05T14:36:12.676Z,2025-04-05T14:36:15Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5625125247,141,9.1,5625125249,212,19.1,5625125243,140,52.5,5625125239,56,Right,5625125253,213,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796239701,733,1,2,76,49,czkf5t3ai00ghwbga03i5aqxw,1,53.8,8.3,2025-04-05T14:36:15.305Z,2025-04-05T14:36:17Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5625126003,213,2.62,5625125983,140,34.8,5625125995,212,23.0,5625125981,56,Back,5625125989,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796239927,734,1,2,76,52,czkf5t3ai00ghwbga03i5aqxw,1,34.9,25.8,2025-04-05T14:36:17.736Z,2025-04-05T14:36:22Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5625127133,140,30.5,5625127131,56,Back,5625127139,213,1.76,5625127137,212,24.0,5625127135,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796240193,735,1,2,76,56,czkf5t3ai00ghwbga03i5aqxw,1,29.5,64.5,2025-04-05T14:36:22.304Z,2025-04-05T14:36:27Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5625128547,56,Back,5625128563,212,19.8,5625128559,141,51.8,5625128567,213,3.59,5625128551,140,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796240403,736,1,2,77,1,czkf5t3ai00ghwbga03i5aqxw,0,14.5,45.1,2025-04-05T14:36:27.208Z,2025-04-05T14:53:14Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5625129699,213,5.83,5625129697,212,51.6,5625129691,56,Right,5625129693,140,58.6,5625129701,1,,5625129689,157,,5625129695,141,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796240421,758,61,2,77,6,4jg5vd59i24chckyua90dr1lg,1,24.5,93.5,2025-04-05T14:36:32.454Z,2025-04-05T14:36:32Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5625129797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796240767,759,12,2,77,9,4jg5vd59i24chckyua90dr1lg,1,33.7,87.4,2025-04-05T14:36:34.867Z,2025-04-05T14:53:26Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5625131665,213,0.14,5625131655,56,Left,5625131657,140,64.0,5625131659,141,93.9,5625131661,212,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796280367,888,44,2,77,11,czkf5t3ai00ghwbga03i5aqxw,1,33.2,5.5,2025-04-05T14:36:36.640Z,2025-04-05T15:00:10Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5625340413,56,Back,5625340415,285,,5625340459,233,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796240785,760,44,2,77,11,4jg5vd59i24chckyua90dr1lg,0,66.8,94.5,2025-04-05T14:36:36.641Z,2025-04-05T15:00:10Z,rxypx04u4hxdd5dfwoazp2xg,I. Bjerkebo,,,5625131759,286,,5625340475,233,888,5625131755,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796240699,737,12,2,77,11,czkf5t3ai00ghwbga03i5aqxw,1,31.5,4.9,2025-04-05T14:36:36.816Z,2025-04-05T14:59:32Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5625340733,15,,5625131421,167,,5625131303,56,Back,5625131307,140,39.9,5625131315,213,5.80,5625131311,141,0.0,5625131313,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796240715,738,5,2,77,12,czkf5t3ai00ghwbga03i5aqxw,0,40.0,-2.0,2025-04-05T14:36:38.474Z,2025-04-05T14:36:42Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5625131399,56,Back,5625132083,233,761,5625131401,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796240813,761,5,2,77,12,4jg5vd59i24chckyua90dr1lg,1,60.0,102.0,2025-04-05T14:36:38.474Z,2025-04-05T14:59:47Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5625131991,347,,5625131987,56,Left,5625132007,233,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796241955,741,43,2,77,42,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-04-05T14:37:07.893Z,2025-04-05T14:41:44Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5625137849,44,Forward,5625137851,59,15,5625137847,42,0,5625138071,55,742,5625204601,144,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796241975,742,43,2,77,42,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-04-05T14:37:07.894Z,2025-04-05T14:41:44Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5625137975,145,7,5625162531,293,0,5625137981,55,741,5625137979,44,Forward,5625137977,59,29,5625204663,144,19,5625137967,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796241541,739,18,2,77,44,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-04-05T14:37:10.587Z,2025-04-05T14:54:01Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5625135577,44,Forward,5625135579,59,11,5625135575,42,,5625135675,55,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796241543,740,19,2,77,44,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-04-05T14:37:10.588Z,2025-04-05T14:57:09Z,e5oacvmfe0ig0vfrk0oxaqcq1,N. Žugelj,,,5625356405,292,6,5625135605,55,739,5625135595,42,,5625139537,293,2,5625135603,44,Midfielder,5625135599,145,9,5625135601,59,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796243519,762,1,2,78,14,4jg5vd59i24chckyua90dr1lg,1,59.8,100.0,2025-04-05T14:37:39.907Z,2025-04-05T14:37:40Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5625146143,213,3.76,5625146133,56,Back,5625146141,212,20.0,5625146137,140,44.2,5625146139,141,85.0,5625146129,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796243583,763,1,2,78,14,4jg5vd59i24chckyua90dr1lg,1,44.2,85.0,2025-04-05T14:37:40.587Z,2025-04-05T14:37:41Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5625146435,212,15.6,5625146433,141,92.1,5625146423,56,Back,5625146429,140,30.1,5625146437,213,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796243685,764,1,2,78,15,4jg5vd59i24chckyua90dr1lg,1,30.1,92.1,2025-04-05T14:37:41.620Z,2025-04-05T14:37:43Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5625147025,56,Back,5625147033,212,11.3,5625147029,141,83.2,5625147027,140,39.2,5625147037,213,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796243827,765,1,2,78,18,4jg5vd59i24chckyua90dr1lg,1,40.9,82.4,2025-04-05T14:37:43.812Z,2025-04-05T14:37:46Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5625147767,212,8.7,5625147759,140,41.5,5625147765,141,95.1,5625147773,213,1.50,5625147755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796243929,766,1,2,78,20,4jg5vd59i24chckyua90dr1lg,1,41.5,95.1,2025-04-05T14:37:46.443Z,2025-04-05T14:37:48Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5625148237,56,Back,5625148239,140,39.4,5625148245,212,6.1,5625148241,141,86.8,5625148249,213,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796244073,767,1,2,78,22,4jg5vd59i24chckyua90dr1lg,1,38.1,82.0,2025-04-05T14:37:48.156Z,2025-04-05T14:37:51Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5625149075,212,15.7,5625149077,213,3.94,5625149071,140,27.6,5625149067,56,Back,5625149073,141,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796244135,768,1,2,78,25,4jg5vd59i24chckyua90dr1lg,1,26.8,63.3,2025-04-05T14:37:51.060Z,2025-04-05T14:54:33Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5625149401,56,Back,5625149409,213,5.94,5625149407,212,14.9,5625149403,140,40.2,5625149405,141,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796244163,769,1,2,78,27,4jg5vd59i24chckyua90dr1lg,1,42.4,56.7,2025-04-05T14:37:52.915Z,2025-04-05T14:54:35Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5625149535,140,48.9,5625149533,56,Back,5625149539,212,21.6,5625149541,213,1.25,5625149537,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796244201,770,1,2,78,28,4jg5vd59i24chckyua90dr1lg,1,48.9,86.9,2025-04-05T14:37:53.652Z,2025-04-05T14:54:37Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5625149725,140,67.9,5625149723,56,Left,5625149727,141,80.2,5625149731,213,6.06,5625149729,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796244247,771,1,2,78,28,4jg5vd59i24chckyua90dr1lg,1,67.9,80.2,2025-04-05T14:37:54.452Z,2025-04-05T14:57:05Z,rxypx04u4hxdd5dfwoazp2xg,I. Bjerkebo,,,5625149973,140,69.5,5625149971,56,Center,5625149977,212,13.3,5625149981,213,4.84,5625149975,141,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796244269,772,3,2,78,29,4jg5vd59i24chckyua90dr1lg,0,65.7,76.3,2025-04-05T14:37:55.261Z,2025-04-05T14:59:57Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5625345401,286,,5625345399,56,Center,5625345491,233,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796244389,743,7,2,78,29,czkf5t3ai00ghwbga03i5aqxw,1,34.3,23.7,2025-04-05T14:37:55.262Z,2025-04-05T14:59:57Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5625345413,233,772,5625150741,285,,5625150739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796244433,744,1,2,78,31,czkf5t3ai00ghwbga03i5aqxw,1,32.9,20.3,2025-04-05T14:37:57.223Z,2025-04-05T14:56:31Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5625150971,141,22.2,5625150969,140,37.4,5625150967,56,Back,5625150975,213,0.27,5625150973,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796282659,900,1,2,78,32,czkf5t3ai00ghwbga03i5aqxw,1,32.9,22.5,2025-04-05T14:37:57.626Z,2025-04-05T14:56:29Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5625349451,141,26.2,5625349447,56,Back,5625349449,140,37.5,5625349455,213,0.48,5625349453,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796244485,745,1,2,78,33,czkf5t3ai00ghwbga03i5aqxw,1,38.4,23.0,2025-04-05T14:37:58.711Z,2025-04-05T14:38:00Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5625151285,141,12.9,5625151283,140,30.2,5625151289,213,3.81,5625151287,212,11.0,5625151281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796244777,775,83,2,78,35,4jg5vd59i24chckyua90dr1lg,1,50.7,86.6,2025-04-05T14:38:01.132Z,2025-04-05T14:57:12Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5625355587,399,6n7sw8r0fhcoa8hfuxrtm96tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796244571,747,1,2,78,36,czkf5t3ai00ghwbga03i5aqxw,1,40.8,8.0,2025-04-05T14:38:01.751Z,2025-04-05T14:56:52Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5625151783,212,7.0,5625151777,140,46.2,5625151779,141,2.0,5625151787,213,5.66,5625151775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796244601,748,1,2,78,37,czkf5t3ai00ghwbga03i5aqxw,1,46.2,2.0,2025-04-05T14:38:02.776Z,2025-04-05T14:38:03Z,e5oacvmfe0ig0vfrk0oxaqcq1,N. Žugelj,,,5625151941,140,26.6,5625152085,156,,5625151945,141,6.5,5625151953,213,2.99,5625151937,56,Back,5625151951,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796244729,749,1,2,78,39,czkf5t3ai00ghwbga03i5aqxw,0,27.0,6.5,2025-04-05T14:38:05.440Z,2025-04-05T14:38:06Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5625152555,56,Right,5625152553,155,,5625152567,212,33.5,5625152571,213,0.02,5625152559,140,58.9,5625152577,1,,5625152561,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796244907,777,1,2,78,43,4jg5vd59i24chckyua90dr1lg,1,37.0,76.9,2025-04-05T14:38:09.203Z,2025-04-05T14:57:30Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5625153615,212,21.9,5625153609,56,Left,5625153613,141,83.5,5625153617,213,0.21,5625153611,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796245043,778,1,2,78,45,4jg5vd59i24chckyua90dr1lg,0,57.4,83.5,2025-04-05T14:38:10.703Z,2025-04-05T14:57:31Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5625154341,212,40.2,5625154339,141,100.0,5625154337,140,94.0,5625154333,155,,5625154345,1,,5625154335,56,Left,5625154343,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796245081,779,43,2,78,48,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-04-05T14:38:13.679Z,2025-04-05T14:57:50Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5625154519,56,Left,5625154521,347,0,5625359723,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796245293,780,1,2,78,50,4jg5vd59i24chckyua90dr1lg,0,96.4,96.1,2025-04-05T14:38:16.060Z,2025-04-05T14:59:28Z,rxypx04u4hxdd5dfwoazp2xg,I. Bjerkebo,,,5625155633,213,4.53,5625155613,2,,5625155625,141,51.5,5625155623,140,91.2,5625155629,212,30.8,5625155621,56,Center,5625155619,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796245941,750,12,2,78,52,czkf5t3ai00ghwbga03i5aqxw,1,5.8,41.0,2025-04-05T14:38:17.800Z,2025-04-05T14:38:31Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5625158957,141,27.9,5625158959,212,36.3,5625158953,56,Back,5625158963,213,6.04,5625158955,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796245323,781,61,2,78,54,4jg5vd59i24chckyua90dr1lg,1,63.0,61.5,2025-04-05T14:38:20.092Z,2025-04-05T14:58:37Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5625363435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796245343,782,1,2,78,54,4jg5vd59i24chckyua90dr1lg,1,63.2,56.0,2025-04-05T14:38:20.293Z,2025-04-05T14:59:05Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5625365321,141,64.0,5625365319,140,48.3,5625365317,56,Back,5625365325,213,2.81,5625365323,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796245835,784,1,2,79,1,4jg5vd59i24chckyua90dr1lg,1,42.1,65.5,2025-04-05T14:38:27.084Z,2025-04-05T14:59:19Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5625158391,213,5.31,5625158397,1,,5625158385,212,44.9,5625158365,56,Right,5625158357,155,,5625158373,140,66.3,5625158383,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796245879,785,1,2,79,3,4jg5vd59i24chckyua90dr1lg,0,66.3,4.3,2025-04-05T14:38:29.484Z,2025-04-05T14:38:32Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5625159133,236,,5625158617,141,3.2,5625158619,212,4.3,5625158613,140,70.3,5625159139,286,,5625159135,233,751,5625158621,213,6.11,5625158609,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796245955,751,74,2,79,3,czkf5t3ai00ghwbga03i5aqxw,1,30.3,92.1,2025-04-05T14:38:29.485Z,2025-04-05T14:59:55Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5625159033,56,Back,5625159035,285,,5625159209,233,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796246005,752,5,2,79,5,czkf5t3ai00ghwbga03i5aqxw,0,27.0,101.6,2025-04-05T14:38:30.692Z,2025-04-05T14:59:47Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5625159345,56,Back,5625159347,347,,5625159479,233,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796245909,786,5,2,79,5,4jg5vd59i24chckyua90dr1lg,1,73.0,-1.6,2025-04-05T14:38:30.692Z,2025-04-05T14:59:47Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5625158757,347,,5625158751,56,Right,5625159451,233,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796246533,787,1,2,79,18,4jg5vd59i24chckyua90dr1lg,1,69.1,0.0,2025-04-05T14:38:44.260Z,2025-04-05T14:38:45Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5625162099,141,7.1,5625162093,56,Right,5625162103,213,2.51,5625162089,107,,5625162095,140,61.9,5625162101,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796246619,788,1,2,79,19,4jg5vd59i24chckyua90dr1lg,1,55.4,10.7,2025-04-05T14:38:45.156Z,2025-04-05T14:38:47Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5625162633,141,36.3,5625162629,140,59.2,5625162637,212,17.9,5625162625,56,Center,5625162641,213,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796246647,789,1,2,79,22,4jg5vd59i24chckyua90dr1lg,1,56.4,32.1,2025-04-05T14:38:47.788Z,2025-04-05T14:38:48Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5625162769,56,Back,5625162781,212,13.3,5625162777,141,30.4,5625162773,140,43.8,5625162785,213,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796246861,790,1,2,79,22,4jg5vd59i24chckyua90dr1lg,1,43.8,30.4,2025-04-05T14:38:48.476Z,2025-04-05T14:38:53Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5625163973,140,53.2,5625163969,56,Right,5625163987,213,5.34,5625163981,212,16.7,5625163977,141,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796246885,791,1,2,79,26,4jg5vd59i24chckyua90dr1lg,1,53.7,10.6,2025-04-05T14:38:52.573Z,2025-04-05T14:38:53Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5625164125,140,74.8,5625164119,155,,5625164133,212,22.2,5625164137,213,6.21,5625164121,56,Right,5625164129,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796246907,792,1,2,79,27,4jg5vd59i24chckyua90dr1lg,0,74.8,8.3,2025-04-05T14:38:53.564Z,2025-04-05T14:38:54Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5625164249,56,Right,5625164251,140,85.4,5625164247,168,,5625164257,213,0.38,5625164245,3,,5625164253,141,14.9,5625164255,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796247055,753,1,2,79,28,czkf5t3ai00ghwbga03i5aqxw,1,17.8,82.7,2025-04-05T14:38:54.255Z,2025-04-05T14:38:57Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5625165021,212,21.8,5625165023,213,5.78,5625165015,56,Back,5625165017,140,36.0,5625165019,141,67.3,5625165013,157,,5625165025,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796247075,754,1,2,79,31,czkf5t3ai00ghwbga03i5aqxw,0,36.0,67.3,2025-04-05T14:38:57.462Z,2025-04-05T14:38:58Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5625165103,140,38.8,5625165097,3,,5625165099,56,Back,5625165111,213,1.23,5625165107,141,79.6,5625165109,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796247277,793,1,2,79,32,4jg5vd59i24chckyua90dr1lg,1,70.8,22.5,2025-04-05T14:38:57.654Z,2025-04-05T14:39:02Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5625166143,141,30.9,5625166135,56,Center,5625166149,213,0.88,5625166145,212,7.4,5625166133,3,,5625166139,140,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796247357,794,1,2,79,36,4jg5vd59i24chckyua90dr1lg,1,91.9,26.8,2025-04-05T14:39:02.612Z,2025-04-05T14:39:11Z,546vmchsyl1wt10pr13r5oup6,M. Heier,1.0,,5625166637,141,42.4,5625166633,56,Center,5625167975,210,15,5625166647,213,1.60,5625166641,212,10.6,5625167977,154,,5625166635,140,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
