id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2797353819,607,1,2,67,46,33hzf6j2rd9r50g2n4agsytkd,0,8.0,29.4,2025-04-06T15:55:28.468Z,2025-04-06T15:55:34Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5631137299,212,29.7,5631137297,141,0.0,5631137473,1,,5631137293,56,Back,5631137295,140,28.6,5631137471,157,,5631137301,213,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797353829,608,5,2,67,49,33hzf6j2rd9r50g2n4agsytkd,0,31.4,-1.0,2025-04-06T15:55:30.855Z,2025-04-06T15:55:33Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5631137407,233,712,5631137345,347,,5631137341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797353831,712,5,2,67,49,spvvjmk37iid7hsky9g3nce7,1,68.6,101.0,2025-04-06T15:55:30.855Z,2025-04-06T15:57:06Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5631137353,56,Left,5631137355,347,,5631137395,233,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797353901,713,1,2,67,54,spvvjmk37iid7hsky9g3nce7,1,72.2,100.0,2025-04-06T15:55:36.062Z,2025-04-06T15:56:20Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5631137749,56,Left,5631140705,189,,5631137753,141,85.4,5631137757,213,5.75,5631137747,107,,5631137755,212,21.0,5631137751,140,89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797353911,714,1,2,67,55,spvvjmk37iid7hsky9g3nce7,0,89.5,85.4,2025-04-06T15:55:37.181Z,2025-04-06T15:55:37Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5631137821,2,,5631137825,56,Left,5631137823,155,,5631137827,140,88.6,5631137833,213,4.47,5631137831,212,4.0,5631137829,141,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797353917,609,61,2,67,56,33hzf6j2rd9r50g2n4agsytkd,1,8.7,27.1,2025-04-06T15:55:38.015Z,2025-04-06T15:55:38Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5631137861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797354025,610,27,2,68,1,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-06T15:55:42.787Z,2025-04-06T15:55:46Z,,,,,5631138619,233,715,5631138519,53,7wesnkwthjcluc9b83s8ab1g4,5631138513,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797354001,715,27,2,68,1,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-04-06T15:55:42.787Z,2025-04-06T15:55:46Z,,,,,5631138557,233,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797354671,611,28,2,68,54,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-06T15:56:36.047Z,2025-04-06T15:56:40Z,,,,,5631142107,55,610,5631142139,233,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797354619,717,28,2,68,54,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-04-06T15:56:36.047Z,2025-04-06T15:56:40Z,,,,,5631141877,55,715,5631142131,233,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797354725,719,1,2,69,0,spvvjmk37iid7hsky9g3nce7,1,93.4,91.7,2025-04-06T15:56:42.078Z,2025-04-06T15:56:44Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5631142443,213,4.27,5631142435,56,Left,5631142439,141,81.8,5631142441,212,7.4,5631142437,140,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797354765,720,1,2,69,3,spvvjmk37iid7hsky9g3nce7,1,83.2,81.7,2025-04-06T15:56:44.662Z,2025-04-06T15:56:48Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5631142667,212,37.3,5631142659,155,,5631142663,140,94.0,5631142665,141,29.4,5631142661,56,Center,5631142669,213,5.02,5631142657,2,,5631142671,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797354787,721,43,2,69,7,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-04-06T15:56:48.583Z,2025-04-06T15:56:55Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5631142809,213,1.39,5631142799,140,97.4,5631142801,141,40.3,5631143357,144,1,5631142805,212,10.0,5631142797,56,Center,5631142793,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797354825,722,61,2,69,7,spvvjmk37iid7hsky9g3nce7,0,98.5,31.5,2025-04-06T15:56:49.494Z,2025-04-06T15:56:57Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5631142985,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797354811,613,5,2,69,9,33hzf6j2rd9r50g2n4agsytkd,1,-1.8,66.2,2025-04-06T15:56:51.427Z,2025-04-06T15:57:07Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5631143119,233,723,5631142929,56,Back,5631142931,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797354837,723,5,2,69,9,spvvjmk37iid7hsky9g3nce7,0,101.8,33.8,2025-04-06T15:56:51.427Z,2025-04-06T15:57:07Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5631143061,346,,5631143215,233,613,5631143057,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355059,614,1,2,69,26,33hzf6j2rd9r50g2n4agsytkd,0,4.4,56.3,2025-04-06T15:57:07.938Z,2025-04-06T15:57:10Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5631144423,213,0.21,5631144415,56,Center,5631144427,74,,5631144417,140,64.8,5631144425,1,,5631144413,124,,5631144421,212,64.9,5631144419,141,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355095,724,12,2,69,29,spvvjmk37iid7hsky9g3nce7,1,24.7,10.7,2025-04-06T15:57:11.046Z,2025-04-06T15:57:13Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5631144617,212,4.8,5631144613,140,27.6,5631144619,213,5.40,5631144611,56,Back,5631144615,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355131,725,1,2,69,31,spvvjmk37iid7hsky9g3nce7,0,29.0,5.6,2025-04-06T15:57:13.335Z,2025-04-06T15:57:15Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5631144845,157,,5631144853,212,30.7,5631144857,1,,5631144847,56,Right,5631144855,213,0.04,5631144851,141,7.4,5631144849,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355155,615,1,2,69,35,33hzf6j2rd9r50g2n4agsytkd,0,22.9,94.7,2025-04-06T15:57:16.756Z,2025-04-06T15:57:17Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5631144999,1,,5631144989,56,Back,5631144995,212,19.4,5631144991,140,41.2,5631144997,213,6.15,5631144987,157,,5631144993,141,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355195,726,1,2,69,37,spvvjmk37iid7hsky9g3nce7,1,54.5,7.1,2025-04-06T15:57:19.023Z,2025-04-06T15:57:20Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5631145197,213,6.15,5631145193,141,5.6,5631145195,212,7.8,5631145191,140,61.9,5631145189,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355209,728,1,2,69,38,spvvjmk37iid7hsky9g3nce7,1,61.9,5.6,2025-04-06T15:57:20.510Z,2025-04-06T15:57:22Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5631145243,141,5.9,5631145247,213,3.08,5631145239,56,Right,5631145241,140,58.9,5631145245,212,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355213,729,1,2,69,40,spvvjmk37iid7hsky9g3nce7,0,61.7,4.3,2025-04-06T15:57:21.887Z,2025-04-06T15:57:22Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5631145289,140,71.1,5631145293,212,10.1,5631145287,56,Right,5631145291,141,7.4,5631145295,213,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355221,616,8,2,69,42,33hzf6j2rd9r50g2n4agsytkd,1,26.6,83.3,2025-04-06T15:57:23.571Z,2025-04-06T15:57:23Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5631145335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355247,730,1,2,69,42,spvvjmk37iid7hsky9g3nce7,1,69.4,7.3,2025-04-06T15:57:24.207Z,2025-04-06T16:02:58Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5631145471,140,66.3,5631145475,212,6.5,5631145477,213,2.09,5631145473,141,15.6,5631145469,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355229,617,43,2,69,42,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-06T15:57:24.483Z,2025-04-06T16:03:06Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5631145383,56,Back,5631145385,285,0,5631169929,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355269,731,1,2,69,45,spvvjmk37iid7hsky9g3nce7,1,64.0,20.6,2025-04-06T15:57:27.415Z,2025-04-06T15:57:29Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5631145617,140,53.9,5631145621,212,24.6,5631145619,141,53.3,5631145623,213,2.02,5631145615,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355293,732,1,2,69,48,spvvjmk37iid7hsky9g3nce7,1,54.3,56.1,2025-04-06T15:57:29.567Z,2025-04-06T15:57:32Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5631145733,213,1.14,5631145725,56,Left,5631145727,140,63.2,5631145731,212,22.4,5631145729,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355305,733,1,2,69,50,spvvjmk37iid7hsky9g3nce7,1,62.8,83.5,2025-04-06T15:57:32.231Z,2025-04-06T15:57:33Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5631145843,140,53.6,5631145849,213,4.05,5631145847,212,15.8,5631145845,141,65.2,5631145841,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355313,734,1,2,69,52,spvvjmk37iid7hsky9g3nce7,1,53.6,65.2,2025-04-06T15:57:33.622Z,2025-04-06T15:57:35Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5631145899,212,15.5,5631145897,141,45.5,5631145893,56,Back,5631145895,140,46.1,5631145901,213,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355329,735,1,2,69,53,spvvjmk37iid7hsky9g3nce7,1,46.1,45.5,2025-04-06T15:57:34.839Z,2025-04-06T15:57:36Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5631145995,213,6.14,5631145991,141,43.7,5631145987,56,Center,5631145993,212,8.8,5631145989,140,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355361,736,1,2,69,54,spvvjmk37iid7hsky9g3nce7,1,53.9,42.1,2025-04-06T15:57:36.375Z,2025-04-06T15:57:38Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5631146145,140,54.0,5631146147,141,20.9,5631146143,56,Right,5631146151,213,4.72,5631146149,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355377,737,1,2,69,57,spvvjmk37iid7hsky9g3nce7,1,54.2,20.7,2025-04-06T15:57:38.575Z,2025-04-06T15:57:39Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5631146251,141,43.7,5631146261,213,1.59,5631146239,56,Center,5631146257,212,15.6,5631146245,140,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355383,738,1,2,69,57,spvvjmk37iid7hsky9g3nce7,1,53.9,43.7,2025-04-06T15:57:39.455Z,2025-04-06T15:57:40Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5631146301,141,47.6,5631146305,213,2.89,5631146295,56,Back,5631146297,140,44.1,5631146303,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355405,739,1,2,69,58,spvvjmk37iid7hsky9g3nce7,1,44.1,47.6,2025-04-06T15:57:40.423Z,2025-04-06T15:57:42Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5631146387,56,Back,5631146389,140,43.0,5631146393,212,17.4,5631146391,141,73.2,5631146395,213,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355429,740,1,2,70,0,spvvjmk37iid7hsky9g3nce7,1,44.6,77.8,2025-04-06T15:57:42.231Z,2025-04-06T15:57:45Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5631146513,141,90.8,5631146517,213,0.37,5631146511,140,66.1,5631146515,212,24.2,5631146509,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355489,741,1,2,70,3,spvvjmk37iid7hsky9g3nce7,1,67.2,86.6,2025-04-06T15:57:44.966Z,2025-04-06T15:57:49Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5631146891,212,16.5,5631146885,140,82.8,5631146895,213,0.10,5631146879,56,Left,5631146887,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355497,742,1,2,70,8,spvvjmk37iid7hsky9g3nce7,1,75.5,72.1,2025-04-06T15:57:49.558Z,2025-04-06T15:57:50Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5631146925,140,77.1,5631146931,213,4.92,5631146929,212,8.1,5631146923,56,Center,5631146927,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355505,743,1,2,70,9,spvvjmk37iid7hsky9g3nce7,1,77.1,60.5,2025-04-06T15:57:50.565Z,2025-04-06T15:57:51Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5631147015,156,,5631146985,212,6.2,5631146981,140,72.0,5631146987,213,2.60,5631146979,56,Center,5631146983,141,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797359957,680,45,2,70,10,33hzf6j2rd9r50g2n4agsytkd,0,23.3,38.9,2025-04-06T15:57:52.054Z,2025-04-06T16:04:15Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5631174149,285,,5631174525,233,744,5631174147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355523,744,3,2,70,10,spvvjmk37iid7hsky9g3nce7,1,76.7,61.1,2025-04-06T15:57:52.054Z,2025-04-06T16:04:15Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5631174493,233,680,5631147079,286,,5631147077,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355515,618,43,2,70,10,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-06T15:57:52.402Z,2025-04-06T16:03:51Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5631147249,399,drzdo6ouxi5n4jafhfajpor85,5631173075,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355555,745,1,2,70,11,spvvjmk37iid7hsky9g3nce7,1,77.2,64.6,2025-04-06T15:57:53.126Z,2025-04-06T15:57:56Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5631147211,212,17.2,5631147207,140,92.2,5631147209,141,74.8,5631147205,56,Center,5631147213,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355559,746,61,2,70,14,spvvjmk37iid7hsky9g3nce7,0,96.9,78.8,2025-04-06T15:57:56.238Z,2025-04-06T15:57:56Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5631147237,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355599,619,5,2,70,15,33hzf6j2rd9r50g2n4agsytkd,1,-1.4,26.6,2025-04-06T15:57:56.912Z,2025-04-06T16:04:04Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5631147527,346,,5631147569,233,747,5631147525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355561,747,5,2,70,15,spvvjmk37iid7hsky9g3nce7,0,101.4,73.4,2025-04-06T15:57:56.912Z,2025-04-06T16:04:04Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5631147253,346,,5631147595,233,619,5631147251,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355863,620,18,2,70,41,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-06T15:58:23.451Z,2025-04-06T15:58:24Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5631149105,55,621,5631149037,42,,5631149041,59,8,5631149039,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797355869,621,19,2,70,41,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-06T15:58:23.452Z,2025-04-06T15:58:24Z,1a112nxaob06fjynlat625u96,K. Holmén,,,5631149069,44,Midfielder,5631149057,42,,5631149071,55,620,5631149067,293,4,5631149063,59,18,5631149065,292,7,5631149061,145,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797356011,622,1,2,70,52,33hzf6j2rd9r50g2n4agsytkd,0,5.0,42.4,2025-04-06T15:58:33.954Z,2025-04-06T15:58:39Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5631149853,212,53.8,5631149841,124,,5631149877,74,,5631149847,140,55.2,5631149843,56,Center,5631149851,141,58.4,5631149861,213,0.20,5631149865,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797356009,748,44,2,70,56,spvvjmk37iid7hsky9g3nce7,1,41.0,40.8,2025-04-06T15:58:37.774Z,2025-04-06T16:04:30Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5631150003,233,623,5631149833,56,Back,5631149837,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797356021,623,44,2,70,56,33hzf6j2rd9r50g2n4agsytkd,0,59.0,59.2,2025-04-06T15:58:37.775Z,2025-04-06T16:04:30Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5631149903,56,Center,5631150031,233,748,5631149907,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797356017,749,1,2,70,56,spvvjmk37iid7hsky9g3nce7,0,34.8,38.0,2025-04-06T15:58:38.095Z,2025-04-06T15:58:38Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5631149893,140,39.1,5631149897,212,4.5,5631149891,56,Back,5631149895,141,38.2,5631149889,3,,5631149899,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797356105,624,1,2,70,58,33hzf6j2rd9r50g2n4agsytkd,1,58.8,64.0,2025-04-06T15:58:40.242Z,2025-04-06T15:58:44Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5631150345,140,61.4,5631150347,141,80.2,5631150343,56,Left,5631150351,213,1.33,5631150349,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797356107,625,4,2,71,1,33hzf6j2rd9r50g2n4agsytkd,1,67.8,91.2,2025-04-06T15:58:42.766Z,2025-04-06T16:05:36Z,1a112nxaob06fjynlat625u96,K. Holmén,,,5631150455,56,Left,5631150475,233,750,5631150457,152,,5631150453,13,,5631182179,294,,5631150461,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797356075,750,4,2,71,1,spvvjmk37iid7hsky9g3nce7,0,32.2,8.8,2025-04-06T15:58:42.767Z,2025-04-06T16:04:10Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5631150247,13,,5631150255,285,,5631150679,233,625,5631150251,152,,5631151013,294,,5631150249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797356267,626,1,2,71,15,33hzf6j2rd9r50g2n4agsytkd,1,62.8,83.5,2025-04-06T15:58:56.547Z,2025-04-06T15:58:58Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5631151397,141,67.8,5631151393,56,Center,5631151395,140,58.6,5631151391,152,,5631151399,212,11.6,5631151389,5,,5631151401,213,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797356289,627,1,2,71,17,33hzf6j2rd9r50g2n4agsytkd,1,57.1,70.6,2025-04-06T15:58:58.690Z,2025-04-06T16:05:45Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5631151535,212,11.7,5631151531,140,67.3,5631151529,56,Center,5631151533,141,77.6,5631151537,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797356297,628,1,2,71,19,33hzf6j2rd9r50g2n4agsytkd,1,66.5,80.8,2025-04-06T15:59:01.282Z,2025-04-06T16:05:07Z,1a112nxaob06fjynlat625u96,K. Holmén,,,5631151569,212,6.5,5631151571,213,0.73,5631151567,141,87.2,5631151563,56,Left,5631151565,140,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797361555,688,1,2,71,20,33hzf6j2rd9r50g2n4agsytkd,0,69.4,94.6,2025-04-06T15:59:01.997Z,2025-04-06T16:29:50Z,1bufat0ubgsc88lkybvxb1bs9,C. Amatkarijo,,,5631182287,56,Left,5631182293,212,1.6,5631182291,141,94.8,5631182285,168,,5631182295,213,0.09,5631182289,140,70.9,5631311801,233,755,5631183419,236,,5631183425,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797356305,755,74,2,71,20,spvvjmk37iid7hsky9g3nce7,1,28.4,6.5,2025-04-06T15:59:01.998Z,2025-04-06T16:11:28Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5631182747,285,,5631183473,233,688,5631151599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797356321,629,5,2,71,22,33hzf6j2rd9r50g2n4agsytkd,1,70.4,101.8,2025-04-06T15:59:03.935Z,2025-04-06T16:04:04Z,1bufat0ubgsc88lkybvxb1bs9,C. Amatkarijo,,,5631151703,233,756,5631151691,56,Left,5631151693,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797356307,756,5,2,71,22,spvvjmk37iid7hsky9g3nce7,0,29.6,-1.8,2025-04-06T15:59:03.935Z,2025-04-06T16:04:05Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5631151605,347,,5631151761,233,629,5631151603,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797356397,630,1,2,71,30,33hzf6j2rd9r50g2n4agsytkd,1,64.7,100.0,2025-04-06T15:59:12.178Z,2025-04-06T15:59:13Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5631152109,213,4.81,5631152103,140,65.2,5631152099,107,,5631152107,212,5.2,5631152101,56,Left,5631152105,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797356411,631,1,2,71,32,33hzf6j2rd9r50g2n4agsytkd,1,65.2,93.8,2025-04-06T15:59:13.554Z,2025-04-06T15:59:14Z,1a112nxaob06fjynlat625u96,K. Holmén,,,5631152227,212,3.6,5631152223,140,67.9,5631152221,56,Left,5631152225,141,97.1,5631152229,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797356471,632,3,2,71,33,33hzf6j2rd9r50g2n4agsytkd,1,78.2,95.5,2025-04-06T15:59:14.674Z,2025-04-06T16:06:18Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5631152569,286,,5631152589,233,757,5631152567,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797356439,757,45,2,71,33,spvvjmk37iid7hsky9g3nce7,0,21.8,4.5,2025-04-06T15:59:14.674Z,2025-04-06T16:06:19Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5631152381,285,,5631152379,56,Back,5631152597,233,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797356459,758,43,2,71,37,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-04-06T15:59:19.119Z,2025-04-06T15:59:26Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5631152517,285,0,5631152787,144,4,5631152513,152,0,5631152511,56,Back,5631152515,265,0,5631152509,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
