id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value
2819985335,714,4,2,81,56,czkf5t3ai00ghwbga03i5aqxw,0,37.0,5.3,2025-05-29T17:41:02.590Z,2025-05-29T18:02:49Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5756203865,56,Back,5756203867,152,,5756203863,13,,5756203879,233,683,5756204067,55,715,5756203869,265,,5756203871,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819985349,715,17,2,81,59,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-29T17:41:04.830Z,2025-05-29T18:02:28Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5756204047,13,243,5756204043,31,,5756204049,55,714,5756245101,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819985585,684,18,2,82,31,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-29T17:41:37.307Z,2025-05-29T17:41:38Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5756205221,44,Defender,5756205277,55,685,5756205219,42,,5756205223,59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819985593,685,19,2,82,31,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-29T17:41:37.308Z,2025-05-29T17:41:38Z,3slq45oyri6a8smz52fezhct0,K. Sever,,,5756205251,292,4,5756205243,42,,5756205247,145,5,5756205259,44,Defender,5756205249,59,14,5756205255,293,5,5756205263,55,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819985731,686,1,2,82,47,ac8jow4mdkvnsv5s0och4qqm,1,63.6,95.7,2025-05-29T17:41:53.119Z,2025-05-29T18:04:58Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,,5756205997,212,5.2,5756205995,141,95.0,5756205983,5,,5756205987,56,Left,5756205999,213,6.19,5756205985,152,,5756205991,140,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819985789,687,1,2,82,50,ac8jow4mdkvnsv5s0och4qqm,1,70.5,88.6,2025-05-29T17:41:56.447Z,2025-05-29T17:42:39Z,av9lz5umeimwlq7v4q4d7twr8,A. Kurochkin,1.0,,5756208247,154,,5756206285,2,,5756206291,140,86.7,5756206299,213,5.42,5756206287,155,,5756208245,210,15,5756206295,212,26.0,5756206289,56,Center,5756206293,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,
2819985793,688,15,2,82,54,ac8jow4mdkvnsv5s0och4qqm,1,88.1,59.9,2025-05-29T17:41:59.802Z,2025-05-29T18:05:08Z,32xfhqnf7sa2pyyttqac9u385,N. Bahoui,,,5756208271,103,19.6,5756208259,80,,5756206311,17,,5756208279,147,52.3,5756207967,328,,5756208265,55,687,5756208273,273,,5756206313,56,Center,5756208269,102,46.6,5756208261,29,,5756207961,24,,5756208263,154,5756208275,138,,5756207963,15,5756208277,146,5756208287,233,,,,,99.4,716,
2819985775,716,10,2,82,54,czkf5t3ai00ghwbga03i5aqxw,1,2.9,50.7,2025-05-29T17:41:59.902Z,2025-05-29T17:42:40Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5756206231,182,,5756207133,274,,5756207129,179,,5756206227,173,,5756208295,233,688,5756206233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819985805,717,12,2,82,55,czkf5t3ai00ghwbga03i5aqxw,1,3.5,49.7,2025-05-29T17:42:01.118Z,2025-05-29T17:42:02Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5756206381,213,4.98,5756206375,140,9.6,5756206379,212,24.3,5756206377,141,15.2,5756206373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819985813,689,61,2,82,57,ac8jow4mdkvnsv5s0och4qqm,0,91.7,83.3,2025-05-29T17:42:03.295Z,2025-05-29T17:42:03Z,32xfhqnf7sa2pyyttqac9u385,N. Bahoui,,,5756206411,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819985837,690,5,2,83,0,ac8jow4mdkvnsv5s0och4qqm,0,100.4,86.1,2025-05-29T17:42:05.903Z,2025-05-29T18:01:23Z,32xfhqnf7sa2pyyttqac9u385,N. Bahoui,,,5756206547,346,,5756206581,233,719,5756206545,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819985833,719,5,2,83,0,czkf5t3ai00ghwbga03i5aqxw,1,-0.4,13.9,2025-05-29T17:42:05.903Z,2025-05-29T18:01:23Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5756206527,346,,5756206565,233,690,5756206525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986139,720,1,2,83,33,czkf5t3ai00ghwbga03i5aqxw,0,5.3,39.4,2025-05-29T17:42:39.278Z,2025-05-29T17:42:41Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5756208365,1,,5756208355,56,Center,5756208357,140,55.6,5756208363,213,6.24,5756208353,124,,5756208367,74,,5756208361,212,52.9,5756208359,141,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986157,691,1,2,83,37,ac8jow4mdkvnsv5s0och4qqm,0,40.8,69.6,2025-05-29T17:42:43.535Z,2025-05-29T17:43:06Z,3slq45oyri6a8smz52fezhct0,K. Sever,,,5756208483,3,,5756208487,140,42.8,5756208485,56,Back,5756208491,212,2.4,5756208489,141,71.4,5756208493,213,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986159,721,1,2,83,37,czkf5t3ai00ghwbga03i5aqxw,0,51.1,33.0,2025-05-29T17:42:43.599Z,2025-05-29T17:42:44Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5756208495,3,,5756208503,212,11.8,5756208499,140,62.2,5756208497,56,Center,5756208501,141,35.8,5756208505,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986205,692,1,2,83,40,ac8jow4mdkvnsv5s0och4qqm,0,37.7,68.7,2025-05-29T17:42:45.840Z,2025-05-29T17:42:51Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5756208737,157,,5756208745,212,43.3,5756208741,140,77.5,5756208739,56,Left,5756208749,1,,5756208743,141,85.1,5756208747,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986199,722,44,2,83,43,czkf5t3ai00ghwbga03i5aqxw,1,22.2,14.8,2025-05-29T17:42:49.022Z,2025-05-29T17:42:52Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5756208709,285,,5756208805,233,693,5756208707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986209,693,44,2,83,43,ac8jow4mdkvnsv5s0och4qqm,0,78.0,85.4,2025-05-29T17:42:49.023Z,2025-05-29T17:42:52Z,av9lz5umeimwlq7v4q4d7twr8,A. Kurochkin,,,5756208755,286,,5756208813,233,722,5756208753,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986203,723,12,2,83,43,czkf5t3ai00ghwbga03i5aqxw,1,21.4,14.4,2025-05-29T17:42:49.486Z,2025-05-29T17:43:01Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5756208733,213,5.67,5756208729,141,2.6,5756208727,140,32.2,5756208735,15,,5756208731,212,13.9,5756208725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986257,694,1,2,83,49,ac8jow4mdkvnsv5s0och4qqm,1,71.4,89.6,2025-05-29T17:42:55.600Z,2025-05-29T17:42:57Z,32xfhqnf7sa2pyyttqac9u385,N. Bahoui,,,5756208969,140,79.5,5756208975,213,0.45,5756208967,56,Left,5756208971,141,95.7,5756208973,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986273,695,1,2,83,51,ac8jow4mdkvnsv5s0och4qqm,1,79.5,95.7,2025-05-29T17:42:57.344Z,2025-05-29T17:43:00Z,av9lz5umeimwlq7v4q4d7twr8,A. Kurochkin,,,5756209061,212,9.5,5756209055,56,Left,5756209059,141,96.2,5756209057,140,70.5,5756209063,213,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986277,696,1,2,83,54,ac8jow4mdkvnsv5s0och4qqm,0,70.4,96.2,2025-05-29T17:43:00.224Z,2025-05-29T17:43:01Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,,5756209089,141,57.5,5756209093,213,5.25,5756209081,2,,5756209087,140,85.2,5756209083,155,,5756209085,56,Center,5756209091,212,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986279,724,12,2,83,55,czkf5t3ai00ghwbga03i5aqxw,1,12.0,52.4,2025-05-29T17:43:01.087Z,2025-05-29T17:43:04Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5756209137,15,,5756209101,212,26.6,5756209095,56,Back,5756209099,141,84.4,5756209103,213,0.96,5756209097,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986373,726,1,2,84,0,czkf5t3ai00ghwbga03i5aqxw,1,33.3,93.8,2025-05-29T17:43:06.463Z,2025-05-29T17:43:13Z,9jszz4regvdvl0v4i8s41jbah,V. Bergh,,,5756209699,56,Center,5756209701,140,81.2,5756209709,1,,5756209705,212,51.7,5756209707,213,6.05,5756209703,141,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986387,727,1,2,84,7,czkf5t3ai00ghwbga03i5aqxw,1,96.4,94.8,2025-05-29T17:43:13.710Z,2025-05-29T17:43:16Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5756209775,141,96.6,5756209771,56,Left,5756209779,213,3.01,5756209773,140,87.8,5756209777,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986425,728,1,2,84,10,czkf5t3ai00ghwbga03i5aqxw,1,84.8,96.6,2025-05-29T17:43:16.335Z,2025-05-29T17:43:21Z,9jszz4regvdvl0v4i8s41jbah,V. Bergh,,,5756209985,56,Left,5756209991,212,6.2,5756209989,141,96.8,5756209993,213,0.02,5756209987,140,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986427,729,50,2,84,14,czkf5t3ai00ghwbga03i5aqxw,1,88.9,96.2,2025-05-29T17:43:20.591Z,2025-05-29T17:43:25Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5756210005,56,Left,5756210079,233,697,5756210007,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986431,697,7,2,84,14,ac8jow4mdkvnsv5s0och4qqm,1,11.1,3.8,2025-05-29T17:43:20.592Z,2025-05-29T17:43:25Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5756210009,167,,5756210013,285,,5756210059,233,729,5756210011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986435,698,5,2,84,15,ac8jow4mdkvnsv5s0och4qqm,0,14.6,-2.0,2025-05-29T17:43:21.280Z,2025-05-29T17:43:26Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5756210017,347,,5756210015,56,Back,5756210163,233,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986451,731,5,2,84,15,czkf5t3ai00ghwbga03i5aqxw,1,85.4,102.0,2025-05-29T17:43:21.280Z,2025-05-29T18:01:23Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5756210111,56,Left,5756210113,347,,5756210143,233,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986439,730,43,2,84,15,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-29T17:43:21.294Z,2025-05-29T17:43:24Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5756210043,213,3.14,5756210093,144,1,5756210035,56,Left,5756210041,212,0,5756210039,141,100.0,5756210037,140,85.3,5756210033,168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986477,732,1,2,84,23,czkf5t3ai00ghwbga03i5aqxw,0,85.3,100.0,2025-05-29T17:43:28.878Z,2025-05-29T17:43:30Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5756210281,140,87.5,5756210279,56,Left,5756210285,212,13.8,5756210283,141,82.0,5756210287,213,4.88,5756210277,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986529,699,50,2,84,27,ac8jow4mdkvnsv5s0och4qqm,1,8.7,18.0,2025-05-29T17:43:33.118Z,2025-05-29T18:04:27Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5756210921,233,733,5756210537,285,,5756210531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986499,733,7,2,84,27,czkf5t3ai00ghwbga03i5aqxw,1,91.3,82.0,2025-05-29T17:43:33.119Z,2025-05-29T17:43:47Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5756210407,56,Left,5756210839,167,,5756210517,286,,5756210889,233,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986797,705,5,2,84,28,ac8jow4mdkvnsv5s0och4qqm,1,13.4,-1.8,2025-05-29T17:43:34.064Z,2025-05-29T17:44:15Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,,5756212023,233,734,5756212011,56,Back,5756212013,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986585,734,5,2,84,28,czkf5t3ai00ghwbga03i5aqxw,0,86.6,101.8,2025-05-29T17:43:34.064Z,2025-05-29T18:01:23Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5756210843,347,,5756212029,233,705,5756210841,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986617,700,1,2,84,42,ac8jow4mdkvnsv5s0och4qqm,1,11.7,0.0,2025-05-29T17:43:48.432Z,2025-05-29T18:04:33Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5756212225,107,,5756211045,56,Back,5756211051,212,9.2,5756211047,140,5.4,5756212353,189,,5756211053,213,2.37,5756211049,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986621,701,1,2,84,44,ac8jow4mdkvnsv5s0och4qqm,0,5.3,7.9,2025-05-29T17:43:50.338Z,2025-05-29T18:04:34Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5756211085,213,0.62,5756211075,157,,5756211087,1,,5756211083,212,35.0,5756211077,56,Back,5756211081,141,37.6,5756211079,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986645,735,1,2,84,44,czkf5t3ai00ghwbga03i5aqxw,0,70.4,64.6,2025-05-29T17:43:50.527Z,2025-05-29T17:43:53Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5756211217,141,51.6,5756211213,56,Center,5756211221,213,5.94,5756211219,212,26.4,5756211211,3,,5756211215,140,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986663,703,1,2,84,50,ac8jow4mdkvnsv5s0och4qqm,1,9.6,52.4,2025-05-29T17:43:55.953Z,2025-05-29T17:43:57Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5756211333,287,,5756211329,1,,5756211319,56,Back,5756211321,140,36.2,5756211323,141,93.0,5756211327,213,0.78,5756211325,212,39.3,5756211317,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986703,704,1,2,84,54,ac8jow4mdkvnsv5s0och4qqm,0,47.8,96.9,2025-05-29T17:44:00.528Z,2025-05-29T17:44:01Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,,5756211505,141,97.5,5756211501,56,Left,5756211503,140,70.8,5756211507,212,24.2,5756211509,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986729,737,1,2,84,58,czkf5t3ai00ghwbga03i5aqxw,1,31.0,10.6,2025-05-29T17:44:03.871Z,2025-05-29T17:44:04Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5756211635,56,Back,5756211643,213,1.09,5756211637,140,34.8,5756211641,212,8.6,5756211639,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986745,738,1,2,84,58,czkf5t3ai00ghwbga03i5aqxw,1,34.8,21.8,2025-05-29T17:44:04.546Z,2025-05-29T17:44:07Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5756211731,212,11.4,5756211725,56,Back,5756211733,213,4.15,5756211729,141,7.6,5756211727,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986753,739,1,2,85,1,czkf5t3ai00ghwbga03i5aqxw,1,29.9,10.9,2025-05-29T17:44:07.455Z,2025-05-29T17:44:08Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5756211781,141,4.0,5756211785,212,8.2,5756211787,213,5.67,5756211777,140,36.3,5756211773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986773,740,1,2,85,2,czkf5t3ai00ghwbga03i5aqxw,1,36.3,4.0,2025-05-29T17:44:08.751Z,2025-05-29T17:44:10Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5756211867,56,Back,5756211871,140,38.1,5756211881,213,1.43,5756211877,212,13.8,5756211873,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986859,741,1,2,85,5,czkf5t3ai00ghwbga03i5aqxw,1,38.1,27.4,2025-05-29T17:44:10.848Z,2025-05-29T17:44:20Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5756212345,141,67.8,5756212339,155,,5756212343,140,38.8,5756212347,212,27.5,5756212341,56,Back,5756212349,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986879,742,1,2,85,14,czkf5t3ai00ghwbga03i5aqxw,1,64.7,96.8,2025-05-29T17:44:20.031Z,2025-05-29T17:44:22Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5756212463,140,43.5,5756212467,212,23.5,5756212465,141,85.9,5756212469,213,3.46,5756212461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986893,743,1,2,85,16,czkf5t3ai00ghwbga03i5aqxw,1,43.5,85.9,2025-05-29T17:44:22.751Z,2025-05-29T17:44:27Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5756212545,212,15.8,5756212539,140,52.2,5756212535,56,Center,5756212543,141,66.9,5756212547,213,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986907,744,1,2,85,21,czkf5t3ai00ghwbga03i5aqxw,0,44.5,67.2,2025-05-29T17:44:27.103Z,2025-05-29T17:44:28Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5756212599,56,Center,5756212607,213,0.03,5756212603,141,67.9,5756212601,140,58.5,5756212605,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986935,707,1,2,85,23,ac8jow4mdkvnsv5s0och4qqm,1,39.5,29.7,2025-05-29T17:44:29.696Z,2025-05-29T17:44:34Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5756212779,56,Back,5756212781,140,44.5,5756212787,213,1.01,5756212783,141,42.1,5756212785,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986937,708,4,2,85,28,ac8jow4mdkvnsv5s0och4qqm,1,47.8,47.7,2025-05-29T17:44:34.050Z,2025-05-29T18:02:49Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5756212809,265,,5756212805,56,Back,5756212917,233,745,5756212811,286,,5756212807,152,,5756212803,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819986943,745,4,2,85,28,czkf5t3ai00ghwbga03i5aqxw,0,52.2,52.3,2025-05-29T17:44:34.051Z,2025-05-29T18:02:49Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5756212905,285,,5756212897,13,,5756212933,233,708,5756212903,265,,5756212901,152,,5756212899,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819987025,709,1,2,85,38,ac8jow4mdkvnsv5s0och4qqm,1,47.8,50.1,2025-05-29T17:44:44.049Z,2025-05-29T18:04:06Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5756213311,56,Center,5756213319,213,5.14,5756213307,5,,5756213315,141,21.5,5756213313,140,56.2,5756213309,152,,5756213317,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819987049,710,1,2,85,42,ac8jow4mdkvnsv5s0och4qqm,1,59.1,10.9,2025-05-29T17:44:47.873Z,2025-05-29T17:44:49Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5756213473,212,29.1,5756213475,213,6.17,5756213471,141,6.2,5756213467,56,Right,5756213469,140,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819987055,711,43,2,85,43,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-29T17:44:48.976Z,2025-05-29T17:44:51Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5756213495,56,Right,5756213497,140,88.3,5756213501,212,0,5756213503,213,0.00,5756213575,144,12,5756213499,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819987061,712,1,2,85,43,ac8jow4mdkvnsv5s0och4qqm,0,88.3,8.2,2025-05-29T17:44:49.378Z,2025-05-29T17:44:50Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5756213535,155,,5756213543,212,19.0,5756213533,2,,5756213537,56,Center,5756213539,140,88.5,5756213541,141,36.1,5756213545,213,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819987081,747,1,2,85,45,czkf5t3ai00ghwbga03i5aqxw,1,7.0,61.2,2025-05-29T17:44:51.231Z,2025-05-29T17:44:53Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5756213661,212,14.2,5756213655,56,Back,5756213659,141,74.7,5756213663,213,0.70,5756213657,140,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819987091,748,1,2,85,47,czkf5t3ai00ghwbga03i5aqxw,0,20.3,76.3,2025-05-29T17:44:53.311Z,2025-05-29T17:44:54Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5756213711,212,24.0,5756213705,56,Back,5756213709,141,68.5,5756213713,213,6.06,5756213707,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819987151,714,1,2,85,52,ac8jow4mdkvnsv5s0och4qqm,1,65.8,34.8,2025-05-29T17:44:57.922Z,2025-05-29T17:45:01Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5756214053,141,75.4,5756214057,213,1.07,5756214049,56,Center,5756214055,212,31.4,5756214051,140,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819987155,715,3,2,85,54,ac8jow4mdkvnsv5s0och4qqm,0,80.3,76.8,2025-05-29T17:45:00.030Z,2025-05-29T18:02:42Z,av9lz5umeimwlq7v4q4d7twr8,A. Kurochkin,,,5756214081,233,749,5756214075,286,,5756214073,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819987147,749,7,2,85,54,czkf5t3ai00ghwbga03i5aqxw,1,19.7,23.2,2025-05-29T17:45:00.031Z,2025-05-29T18:02:42Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5756214077,233,715,5756214047,285,,5756214045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819987199,751,1,2,85,57,czkf5t3ai00ghwbga03i5aqxw,1,23.3,27.9,2025-05-29T17:45:03.168Z,2025-05-29T17:57:50Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5756214261,155,,5756214269,212,26.1,5756214271,213,6.22,5756214265,140,48.1,5756214267,141,25.6,5756214263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819987211,716,45,2,86,0,ac8jow4mdkvnsv5s0och4qqm,0,42.3,88.4,2025-05-29T17:45:06.143Z,2025-05-29T17:45:13Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5756214585,233,752,5756214313,56,Back,5756214315,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819987253,752,3,2,86,0,czkf5t3ai00ghwbga03i5aqxw,1,55.6,11.3,2025-05-29T17:45:06.143Z,2025-05-29T17:45:13Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5756214557,233,716,5756214523,56,Right,5756214525,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819987255,753,50,2,86,6,czkf5t3ai00ghwbga03i5aqxw,1,87.1,30.2,2025-05-29T17:45:12.496Z,2025-05-29T18:02:43Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5756214769,233,717,5756214527,56,Center,5756214529,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819987289,717,7,2,86,6,ac8jow4mdkvnsv5s0och4qqm,1,12.9,69.8,2025-05-29T17:45:12.497Z,2025-05-29T18:03:42Z,av9lz5umeimwlq7v4q4d7twr8,A. Kurochkin,,,5756214711,56,Back,5756245803,14,,5756214725,233,753,5756214713,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819987343,719,1,2,86,11,ac8jow4mdkvnsv5s0och4qqm,1,13.2,52.5,2025-05-29T17:45:17.008Z,2025-05-29T17:45:21Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5756215019,213,0.69,5756215017,212,15.4,5756215009,123,,5756215013,140,24.5,5756215011,56,Back,5756215015,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
