id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/14/value,qualifier/15/value,qualifier/16/value
2814735391,736,12,2,65,23,2nnlsjfbcea40t4jeclcbw9lk,1,7.3,33.1,2025-05-14T18:24:10.578Z,2025-05-14T18:40:39Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5727088565,213,0.36,5727088561,141,37.7,5727088557,56,Back,5727088559,140,15.2,5727088563,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814735421,489,1,2,65,24,4jg5vd59i24chckyua90dr1lg,1,85.5,55.6,2025-05-14T18:24:11.668Z,2025-05-14T18:40:55Z,rxypx04u4hxdd5dfwoazp2xg,I. Bjerkebo,,,5727088791,56,Left,5727088795,141,85.7,5727088797,212,22.3,5727088799,213,1.16,5727088793,140,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814735433,490,1,2,65,28,4jg5vd59i24chckyua90dr1lg,0,94.6,93.6,2025-05-14T18:24:15.828Z,2025-05-14T18:24:17Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5727088891,141,50.4,5727088887,56,Center,5727088885,155,,5727088893,212,29.5,5727088895,213,4.79,5727088889,140,96.9,5727088883,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814735453,737,12,2,65,30,2nnlsjfbcea40t4jeclcbw9lk,1,9.9,56.0,2025-05-14T18:24:17.360Z,2025-05-14T18:24:18Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5727088993,141,69.0,5727089079,15,,5727088995,212,10.0,5727088989,56,Back,5727088997,213,1.09,5727088991,140,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814735487,491,13,2,65,32,4jg5vd59i24chckyua90dr1lg,1,86.7,29.9,2025-05-14T18:24:19.021Z,2025-05-14T19:04:21Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5727090143,102,61.8,5727089757,25,,5727089759,20,,5727090155,231,47.7,5727090147,108,,5727090145,103,90.3,5727090151,458,,5727090149,328,,5727089199,63,5727089203,56,Center,5727272535,77,,5727090153,230,99.0,,,,,,,,,,,,,,,,
2814735473,738,5,2,65,32,2nnlsjfbcea40t4jeclcbw9lk,1,-1.2,49.3,2025-05-14T18:24:19.593Z,2025-05-14T18:24:35Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5727089139,346,,5727089581,233,492,5727089135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814735541,492,5,2,65,34,4jg5vd59i24chckyua90dr1lg,0,101.2,50.7,2025-05-14T18:24:21.164Z,2025-05-14T18:24:35Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5727089613,233,738,5727089501,346,,5727089499,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814735881,740,1,2,65,56,2nnlsjfbcea40t4jeclcbw9lk,1,4.9,60.6,2025-05-14T18:24:43.872Z,2025-05-14T18:24:52Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5727091441,237,,5727091431,140,4.2,5727091437,213,4.54,5727091435,212,4.3,5727091427,124,,5727091433,141,54.3,5727091429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814735961,741,1,2,66,7,2nnlsjfbcea40t4jeclcbw9lk,1,10.2,51.0,2025-05-14T18:24:54.642Z,2025-05-14T18:24:57Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,,5727091831,141,21.2,5727091835,213,5.94,5727091827,56,Center,5727091837,1,,5727091825,157,,5727091829,140,64.0,5727091833,212,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814735969,742,1,2,66,10,2nnlsjfbcea40t4jeclcbw9lk,0,64.2,21.2,2025-05-14T18:24:57.728Z,2025-05-14T18:24:58Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5727091871,168,,5727091879,212,22.6,5727091881,213,5.94,5727091873,56,Right,5727091875,140,84.5,5727091869,3,,5727091877,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814736049,494,1,2,66,12,4jg5vd59i24chckyua90dr1lg,1,11.9,90.9,2025-05-14T18:24:59.420Z,2025-05-14T18:25:05Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5727092341,140,6.4,5727092351,213,4.37,5727092349,212,17.3,5727092345,141,66.9,5727092337,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814736075,495,1,2,66,17,4jg5vd59i24chckyua90dr1lg,1,9.9,54.9,2025-05-14T18:25:04.900Z,2025-05-14T18:25:07Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5727092493,212,25.4,5727092487,56,Back,5727092495,213,5.21,5727092491,141,22.2,5727092489,140,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814736115,496,1,2,66,20,4jg5vd59i24chckyua90dr1lg,1,21.5,22.2,2025-05-14T18:25:07.060Z,2025-05-14T18:25:10Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5727092719,140,44.6,5727092723,212,24.4,5727092721,141,26.7,5727092725,213,0.13,5727092717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814736159,497,1,2,66,23,4jg5vd59i24chckyua90dr1lg,1,44.6,26.7,2025-05-14T18:25:10.173Z,2025-05-14T18:25:14Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5727092991,56,Right,5727093001,212,44.0,5727092995,140,84.3,5727093005,1,,5727092999,141,5.9,5727093003,213,5.96,5727092987,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814736167,498,1,2,66,27,4jg5vd59i24chckyua90dr1lg,0,87.0,12.2,2025-05-14T18:25:13.988Z,2025-05-14T18:28:04Z,rxypx04u4hxdd5dfwoazp2xg,I. Bjerkebo,,,5727093029,140,88.0,5727093033,212,2.0,5727093031,141,14.7,5727093035,213,1.02,5727093027,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814736183,743,61,2,66,28,2nnlsjfbcea40t4jeclcbw9lk,1,13.8,82.7,2025-05-14T18:25:15.555Z,2025-05-14T18:25:15Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5727093115,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814736225,499,15,2,66,29,4jg5vd59i24chckyua90dr1lg,1,84.3,49.9,2025-05-14T18:25:16.908Z,2025-05-14T19:04:54Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5727093329,56,Center,5727105895,78,,5727093325,22,,5727093327,17,,5727105911,147,49.3,5727105909,146,97.1,5727105943,233,744,5727105905,102,49.8,5727105907,103,5727105665,20,,5727106475,458,,5727176747,133,,5727176749,328,,,,,,,,,,,7.0,,,
2814736221,744,10,2,66,30,2nnlsjfbcea40t4jeclcbw9lk,1,3.3,50.3,2025-05-14T18:25:17.008Z,2025-05-14T18:27:59Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,,5727093727,180,,5727106021,233,499,5727093729,183,,5727093291,173,,5727093303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814736283,745,12,2,66,32,2nnlsjfbcea40t4jeclcbw9lk,1,15.6,65.2,2025-05-14T18:25:19.104Z,2025-05-14T18:25:24Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5727093723,213,5.59,5727093719,141,43.4,5727093721,212,23.2,5727093715,56,Back,5727093717,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814736303,500,1,2,66,34,4jg5vd59i24chckyua90dr1lg,1,74.0,56.9,2025-05-14T18:25:21.581Z,2025-05-14T18:25:26Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5727093859,141,83.8,5727093863,212,18.6,5727093867,213,1.39,5727093857,140,77.2,5727093855,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814736311,501,1,2,66,38,4jg5vd59i24chckyua90dr1lg,0,78.0,86.0,2025-05-14T18:25:25.109Z,2025-05-14T18:25:29Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5727093917,140,89.1,5727093915,56,Center,5727093911,2,,5727093921,212,24.6,5727093919,141,54.2,5727093923,213,5.21,5727093913,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814736327,746,12,2,66,39,2nnlsjfbcea40t4jeclcbw9lk,1,10.4,42.8,2025-05-14T18:25:26.384Z,2025-05-14T18:25:28Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5727094001,140,17.4,5727094013,15,,5727094009,213,5.06,5727093997,56,Back,5727094005,141,12.9,5727094007,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814736345,747,1,2,66,42,2nnlsjfbcea40t4jeclcbw9lk,1,11.4,8.3,2025-05-14T18:25:28.961Z,2025-05-14T18:25:29Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5727094135,212,7.3,5727094131,140,9.8,5727094137,213,1.80,5727094129,56,Back,5727094133,141,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814736397,749,1,2,66,45,2nnlsjfbcea40t4jeclcbw9lk,0,9.3,18.6,2025-05-14T18:25:32.305Z,2025-05-14T18:25:33Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5727094447,212,27.9,5727094441,56,Back,5727094445,141,15.3,5727094443,140,35.8,5727094449,213,6.20,5727094439,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814736407,502,8,2,66,47,4jg5vd59i24chckyua90dr1lg,1,57.6,90.9,2025-05-14T18:25:34.300Z,2025-05-14T18:25:34Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5727094493,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814736507,750,4,2,66,49,2nnlsjfbcea40t4jeclcbw9lk,1,31.4,13.4,2025-05-14T18:25:36.033Z,2025-05-14T18:25:42Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5727095033,56,Back,5727095039,285,,5727095035,152,,5727095037,265,,5727095075,233,503,5727095031,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814736479,503,4,2,66,49,4jg5vd59i24chckyua90dr1lg,0,68.6,86.6,2025-05-14T18:25:36.034Z,2025-05-14T18:25:44Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5727094979,56,Left,5727094981,152,,5727094977,13,,5727094985,286,,5727095097,233,750,5727095433,55,504,5727094983,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814736547,504,17,2,66,54,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-05-14T18:25:41.812Z,2025-05-14T18:25:43Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5727095395,392,,5727095397,13,243,5727095399,55,503,5727095393,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814737091,751,1,2,67,30,2nnlsjfbcea40t4jeclcbw9lk,1,36.0,17.0,2025-05-14T18:26:17.489Z,2025-05-14T18:26:18Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5727098223,5,,5727098233,212,12.1,5727098229,140,26.5,5727098235,213,2.54,5727098271,189,,5727098227,56,Back,5727098225,152,,5727098231,141,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814737109,505,83,2,67,31,4jg5vd59i24chckyua90dr1lg,0,78.0,81.8,2025-05-14T18:26:18.181Z,2025-05-14T18:43:05Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5727098725,399,cyfvxg9z9aqfsoydhz7sr3qxg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814737137,752,1,2,67,32,2nnlsjfbcea40t4jeclcbw9lk,1,26.5,27.0,2025-05-14T18:26:19.121Z,2025-05-14T18:26:21Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5727098499,212,16.4,5727098493,56,Back,5727098497,141,33.4,5727098501,213,2.87,5727098495,140,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814737155,753,1,2,67,34,2nnlsjfbcea40t4jeclcbw9lk,1,11.5,33.4,2025-05-14T18:26:21.585Z,2025-05-14T18:26:23Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5727098579,212,14.9,5727098581,213,2.17,5727098573,56,Back,5727098575,140,3.5,5727098577,141,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814737179,754,1,2,67,36,2nnlsjfbcea40t4jeclcbw9lk,1,3.5,51.5,2025-05-14T18:26:22.913Z,2025-05-14T18:26:24Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,,5727098697,141,72.4,5727098695,140,13.4,5727098693,56,Back,5727098701,213,0.94,5727098699,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814737201,756,1,2,67,36,2nnlsjfbcea40t4jeclcbw9lk,1,13.4,72.4,2025-05-14T18:26:23.361Z,2025-05-14T18:28:29Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5727098793,140,23.0,5727098799,213,5.71,5727098797,212,12.0,5727098795,141,62.9,5727098791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814737205,757,1,2,67,37,2nnlsjfbcea40t4jeclcbw9lk,0,23.0,62.9,2025-05-14T18:26:24.049Z,2025-05-14T18:29:03Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5727098811,140,23.1,5727098809,56,Back,5727098895,286,,5727098889,236,,5727110949,233,506,5727098813,141,65.2,5727098817,213,1.50,5727098815,212,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814737203,506,74,2,67,37,4jg5vd59i24chckyua90dr1lg,1,70.4,32.1,2025-05-14T18:26:24.050Z,2025-05-14T18:29:03Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5727110937,285,,5727098803,56,Center,5727111001,233,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738745,777,61,2,67,37,2nnlsjfbcea40t4jeclcbw9lk,1,25.2,80.1,2025-05-14T18:26:24.410Z,2025-05-14T18:29:44Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5727111539,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738647,775,51,2,67,38,2nnlsjfbcea40t4jeclcbw9lk,1,25.6,75.5,2025-05-14T18:26:25.194Z,2025-05-14T18:42:11Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5727113411,170,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814737741,508,16,2,67,40,4jg5vd59i24chckyua90dr1lg,1,83.6,38.9,2025-05-14T18:26:27.012Z,2025-05-14T19:06:04Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5727103975,458,,5727101931,17,,5727101929,22,,5727102613,374,2025-05-14 19:26:25.884,5727103973,103,3.2,5727114579,468,775,5727102623,375,67:38.975,5727103979,231,48.0,5727102605,20,5727103977,230,98.2,5727101933,56,Center,5727187043,328,,5727103969,76,,5727103971,102,54.4,,,,,,,,,,
2814738051,758,1,2,68,40,2nnlsjfbcea40t4jeclcbw9lk,1,50.1,50.3,2025-05-14T18:27:27.490Z,2025-05-14T18:27:28Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5727103665,141,63.1,5727103663,140,30.2,5727103669,212,22.6,5727103675,279,G,5727103661,56,Back,5727103671,213,2.75,5727103695,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738067,759,1,2,68,41,2nnlsjfbcea40t4jeclcbw9lk,1,30.2,63.1,2025-05-14T18:27:28.833Z,2025-05-14T18:27:29Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5727103823,213,0.79,5727103819,141,77.2,5727103821,212,13.5,5727103815,56,Back,5727103817,140,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738079,760,1,2,68,42,2nnlsjfbcea40t4jeclcbw9lk,1,39.4,77.2,2025-05-14T18:27:29.826Z,2025-05-14T18:27:30Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5727103925,213,5.37,5727103921,141,71.8,5727103915,56,Back,5727103919,140,42.1,5727103923,212,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738097,761,1,2,68,43,2nnlsjfbcea40t4jeclcbw9lk,1,42.1,71.8,2025-05-14T18:27:30.770Z,2025-05-14T18:27:32Z,5e2tf15sp7zo70njveqg1b2z9,J. Ortmark,,,5727104045,56,Back,5727104047,140,30.1,5727104071,156,,5727104049,141,71.7,5727104051,212,12.6,5727104055,213,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738153,762,1,2,68,46,2nnlsjfbcea40t4jeclcbw9lk,1,29.0,65.8,2025-05-14T18:27:33.122Z,2025-05-14T18:27:36Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5727104363,212,15.7,5727104359,140,26.4,5727104357,56,Back,5727104365,213,4.54,5727104361,141,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738173,763,1,2,68,49,2nnlsjfbcea40t4jeclcbw9lk,1,25.6,38.9,2025-05-14T18:27:36.034Z,2025-05-14T18:27:38Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5727104505,140,26.0,5727104507,141,14.4,5727104511,213,4.74,5727104503,56,Back,5727104509,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738183,764,1,2,68,51,2nnlsjfbcea40t4jeclcbw9lk,1,26.0,14.4,2025-05-14T18:27:38.594Z,2025-05-14T18:27:40Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5727104537,140,35.7,5727104535,56,Back,5727104543,213,5.95,5727104539,141,9.2,5727104541,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738225,765,1,2,68,53,2nnlsjfbcea40t4jeclcbw9lk,1,35.7,9.2,2025-05-14T18:27:39.954Z,2025-05-14T18:44:21Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5727104813,141,16.8,5727189643,156,,5727104809,56,Back,5727104817,213,0.74,5727104815,212,7.7,5727104811,140,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738247,766,1,2,68,57,2nnlsjfbcea40t4jeclcbw9lk,1,55.2,15.3,2025-05-14T18:27:44.578Z,2025-05-14T18:27:45Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5727104923,212,9.5,5727104919,140,47.3,5727104925,213,3.65,5727104921,141,8.5,5727104917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738273,767,1,2,68,58,2nnlsjfbcea40t4jeclcbw9lk,1,47.1,9.5,2025-05-14T18:27:45.426Z,2025-05-14T18:27:47Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5727105067,141,20.3,5727105065,140,45.4,5727105069,212,7.6,5727105071,213,1.81,5727105063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738335,768,1,2,68,59,2nnlsjfbcea40t4jeclcbw9lk,1,56.5,21.9,2025-05-14T18:27:46.834Z,2025-05-14T18:27:51Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5727105409,140,71.2,5727105411,141,9.8,5727105415,213,5.79,5727105413,212,17.5,5727105407,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738435,769,1,2,69,4,2nnlsjfbcea40t4jeclcbw9lk,1,70.8,15.6,2025-05-14T18:27:51.363Z,2025-05-14T18:27:58Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5727105977,56,Right,5727105991,213,5.98,5727105979,140,82.2,5727105983,141,10.0,5727105987,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738459,770,1,2,69,11,2nnlsjfbcea40t4jeclcbw9lk,1,89.6,22.2,2025-05-14T18:27:58.498Z,2025-05-14T18:28:00Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5727106149,212,8.0,5727106143,56,Center,5727106151,213,2.27,5727106147,141,31.2,5727106145,140,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738475,771,1,2,69,13,2nnlsjfbcea40t4jeclcbw9lk,0,84.7,31.2,2025-05-14T18:28:00.644Z,2025-05-14T18:28:01Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5727106217,155,,5727106221,56,Center,5727106231,212,12.4,5727106229,141,47.5,5727106225,140,89.9,5727106235,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738503,509,12,2,69,16,4jg5vd59i24chckyua90dr1lg,1,8.3,53.3,2025-05-14T18:28:03.124Z,2025-05-14T18:44:45Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5727106435,213,6.12,5727106427,56,Back,5727106433,212,8.7,5727106429,140,16.5,5727106453,15,,5727106431,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738587,510,12,2,69,18,4jg5vd59i24chckyua90dr1lg,1,16.5,51.2,2025-05-14T18:28:05.380Z,2025-05-14T18:45:50Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5727106921,212,37.2,5727106915,56,Back,5727106917,140,39.1,5727106923,213,5.40,5727106919,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738583,772,1,2,69,21,2nnlsjfbcea40t4jeclcbw9lk,1,57.8,95.9,2025-05-14T18:28:08.260Z,2025-05-14T18:28:12Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5727106893,213,6.10,5727106885,56,Left,5727106887,140,64.8,5727106883,155,,5727106889,141,93.9,5727106891,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738591,773,3,2,69,25,2nnlsjfbcea40t4jeclcbw9lk,0,66.8,95.0,2025-05-14T18:28:11.938Z,2025-05-14T18:46:12Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5727199625,286,,5727106963,56,Left,5727199931,233,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738595,511,7,2,69,25,4jg5vd59i24chckyua90dr1lg,1,33.2,5.0,2025-05-14T18:28:11.939Z,2025-05-14T18:46:14Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5727199925,233,773,5727199921,285,,5727106977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738599,512,5,2,69,25,4jg5vd59i24chckyua90dr1lg,0,30.8,-1.2,2025-05-14T18:28:12.668Z,2025-05-14T18:28:16Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5727106991,56,Back,5727106993,347,,5727107029,233,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738601,774,5,2,69,26,2nnlsjfbcea40t4jeclcbw9lk,1,69.2,101.2,2025-05-14T18:28:13.002Z,2025-05-14T18:28:15Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5727106995,56,Left,5727107009,233,512,5727106997,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738737,776,1,2,69,35,2nnlsjfbcea40t4jeclcbw9lk,1,66.2,100.0,2025-05-14T18:28:22.642Z,2025-05-14T18:28:24Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5727107903,141,90.2,5727107907,213,3.66,5727107905,212,16.1,5727107893,56,Left,5727107899,140,52.9,5727107889,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738771,778,1,2,69,38,2nnlsjfbcea40t4jeclcbw9lk,1,52.9,90.2,2025-05-14T18:28:25.202Z,2025-05-14T18:28:26Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5727108053,56,Back,5727108059,212,16.1,5727108061,213,4.08,5727108057,141,71.1,5727108055,140,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738841,779,1,2,69,39,2nnlsjfbcea40t4jeclcbw9lk,1,43.8,71.1,2025-05-14T18:28:25.986Z,2025-05-14T18:28:29Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5727108431,141,75.3,5727108427,56,Center,5727108437,213,0.22,5727108429,140,55.8,5727108433,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738883,780,1,2,69,42,2nnlsjfbcea40t4jeclcbw9lk,1,56.0,70.6,2025-05-14T18:28:29.778Z,2025-05-14T18:28:32Z,5e2tf15sp7zo70njveqg1b2z9,J. Ortmark,,,5727108663,140,42.1,5727108669,213,3.59,5727108665,141,60.3,5727108661,56,Back,5727108667,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738911,781,1,2,69,45,2nnlsjfbcea40t4jeclcbw9lk,1,42.1,60.3,2025-05-14T18:28:32.707Z,2025-05-14T18:28:35Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5727108831,213,1.39,5727108827,141,81.8,5727108825,140,44.6,5727108823,56,Back,5727108829,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738927,782,1,2,69,48,2nnlsjfbcea40t4jeclcbw9lk,1,44.6,81.8,2025-05-14T18:28:35.107Z,2025-05-14T18:28:36Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5727108929,56,Left,5727108933,141,96.6,5727108935,212,16.6,5727108931,140,57.2,5727108937,213,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814738929,783,1,2,69,49,2nnlsjfbcea40t4jeclcbw9lk,0,57.2,96.6,2025-05-14T18:28:36.450Z,2025-05-14T18:28:38Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5727108951,56,Left,5727109041,233,513,5727108959,213,5.64,5727108953,140,59.1,5727109039,236,,5727108957,212,2.5,5727108955,141,94.4,5727109045,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
