id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2794369583,645,44,2,70,25,33hzf6j2rd9r50g2n4agsytkd,0,89.0,46.0,2025-03-31T18:41:52.182Z,2025-03-31T19:39:05Z,6dljoel48bfd9nsmmnkck3owl,L. Hedlund,,,5614729297,233,683,5614729185,286,,5614729183,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369611,684,12,2,70,26,5mbo4f0vps12dr0fcvjn3wyp5,1,11.0,54.2,2025-03-31T18:41:53.048Z,2025-03-31T18:59:37Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5614729335,56,Back,5614729343,213,5.90,5614729339,141,50.1,5614729341,212,7.5,5614729393,15,,5614729337,140,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369635,646,61,2,70,27,33hzf6j2rd9r50g2n4agsytkd,0,80.0,55.7,2025-03-31T18:41:53.518Z,2025-03-31T19:02:01Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5614729507,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369661,685,12,2,70,28,5mbo4f0vps12dr0fcvjn3wyp5,1,18.8,49.1,2025-03-31T18:41:54.440Z,2025-03-31T19:04:05Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5614729669,56,Back,5614729675,212,6.0,5614729673,141,53.8,5614729677,213,0.57,5614729671,140,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794384997,829,61,2,70,29,33hzf6j2rd9r50g2n4agsytkd,1,73.4,48.7,2025-03-31T18:41:55.722Z,2025-03-31T19:04:02Z,1a112nxaob06fjynlat625u96,K. Holmén,,,5614831103,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794386747,797,1,2,70,30,5mbo4f0vps12dr0fcvjn3wyp5,1,19.9,52.6,2025-03-31T18:41:56.243Z,2025-03-31T19:04:18Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5614831961,155,,5614831965,140,26.6,5614831971,213,6.25,5614831963,56,Back,5614831967,141,52.3,5614831969,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369685,686,1,2,70,31,5mbo4f0vps12dr0fcvjn3wyp5,1,29.9,57.5,2025-03-31T18:41:58.056Z,2025-03-31T18:41:59Z,azvjk1schroxi2dq22hwnqr1m,A. Kakoullis,,,5614729797,141,75.1,5614729801,213,0.89,5614729793,56,Back,5614729795,140,39.2,5614729799,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369899,688,4,2,70,44,5mbo4f0vps12dr0fcvjn3wyp5,1,65.4,77.5,2025-03-31T18:42:11.177Z,2025-03-31T19:01:30Z,67w8t2dyivgz6muc431ofsb2s,A. Redkin,,,5614731185,13,,5614731193,286,,5614731189,152,,5614731537,233,647,5614731187,56,Center,5614822413,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794369955,647,4,2,70,44,33hzf6j2rd9r50g2n4agsytkd,0,34.6,22.5,2025-03-31T18:42:11.178Z,2025-03-31T19:01:32Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5614822289,294,,5614731479,56,Back,5614822141,152,,5614731477,13,,5614731489,285,,5614731565,233,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794370603,650,27,2,71,25,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T18:42:52.105Z,2025-03-31T18:42:55Z,,,,,5614734881,233,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794370551,689,27,2,71,25,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-03-31T18:42:52.105Z,2025-03-31T18:42:57Z,,,,,5614735089,233,650,5614735067,41,Injury,5614735069,53,67w8t2dyivgz6muc431ofsb2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794370967,651,28,2,71,49,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T18:43:15.871Z,2025-03-31T18:43:17Z,,,,,5614736705,55,650,5614736935,233,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794370995,690,28,2,71,49,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-03-31T18:43:15.871Z,2025-03-31T18:43:18Z,,,,,5614736967,233,651,5614736903,55,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794371185,691,1,2,72,1,5mbo4f0vps12dr0fcvjn3wyp5,0,65.1,82.7,2025-03-31T18:43:27.272Z,2025-03-31T18:43:31Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5614738067,2,,5614738071,155,,5614738085,1,,5614738069,5,,5614738081,212,41.3,5614738075,56,Center,5614738073,152,,5614738077,140,95.1,5614738083,213,5614738079,141,43.4,5.58,,,,,,,,,,,,,,,,,,,,,,,,
2794371181,652,43,2,72,4,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T18:43:30.775Z,2025-03-31T19:39:12Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614962401,144,1,5614738037,155,0,5614738045,212,0,5614738041,140,8.5,5614738039,56,Back,5614738035,2,0,5614738047,213,3.14,5614738043,141,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794371195,653,12,2,72,4,33hzf6j2rd9r50g2n4agsytkd,1,8.5,59.4,2025-03-31T18:43:30.839Z,2025-03-31T18:43:32Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614738141,15,,5614738139,213,2.88,5614738133,140,0.0,5614738137,212,10.4,5614738135,141,63.4,5614738131,56,Back,5614738263,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794371213,654,6,2,72,5,33hzf6j2rd9r50g2n4agsytkd,0,1.2,60.8,2025-03-31T18:43:32.057Z,2025-03-31T19:26:17Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614739601,56,Back,5614739653,233,692,5614739603,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794371233,692,6,2,72,5,5mbo4f0vps12dr0fcvjn3wyp5,1,98.8,39.2,2025-03-31T18:43:32.057Z,2025-03-31T19:26:17Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5614739633,233,654,5614738403,75,,5614738401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794371783,694,1,2,72,38,5mbo4f0vps12dr0fcvjn3wyp5,1,99.5,0.5,2025-03-31T18:44:04.266Z,2025-03-31T19:06:51Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5614741439,212,28.3,5614741433,56,Center,5614741429,155,,5614741423,2,,5614741425,6,,5614741441,213,1.73,5614741437,141,41.6,5614741435,140,95.1,5614741431,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794389195,821,50,2,72,39,5mbo4f0vps12dr0fcvjn3wyp5,1,92.8,45.0,2025-03-31T18:44:05.196Z,2025-03-31T19:06:56Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5614841949,286,,5614841979,233,658,5614841947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794371781,658,7,2,72,39,33hzf6j2rd9r50g2n4agsytkd,0,7.2,55.0,2025-03-31T18:44:05.197Z,2025-03-31T19:07:00Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614741421,56,Back,5614841963,233,821,5614836767,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794389191,820,61,2,72,40,5mbo4f0vps12dr0fcvjn3wyp5,1,94.7,41.7,2025-03-31T18:44:06.971Z,2025-03-31T19:07:13Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5614844029,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794371851,695,61,2,72,42,5mbo4f0vps12dr0fcvjn3wyp5,0,87.0,37.4,2025-03-31T18:44:09.129Z,2025-03-31T19:07:36Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5614741847,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794371961,660,4,2,72,50,33hzf6j2rd9r50g2n4agsytkd,1,45.2,62.0,2025-03-31T18:44:17.096Z,2025-03-31T18:44:21Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5614742521,152,,5614742525,286,,5614742523,265,,5614742527,233,696,5614742517,13,,5614742519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794371941,696,4,2,72,50,5mbo4f0vps12dr0fcvjn3wyp5,0,54.8,38.0,2025-03-31T18:44:17.097Z,2025-03-31T18:44:27Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5614742433,56,Center,5614742437,265,,5614742439,285,,5614742557,233,660,5614743309,55,697,5614742431,13,,5614742435,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794371993,697,17,2,72,51,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-03-31T18:44:17.361Z,2025-03-31T18:44:27Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5614743265,13,243,5614743261,31,,5614743267,55,696,5614743263,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794372849,662,18,2,73,48,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T18:45:14.453Z,2025-03-31T18:45:15Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5614747403,42,,5614747407,44,Midfielder,5614747503,55,663,5614747409,59,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794372861,663,19,2,73,48,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T18:45:14.454Z,2025-03-31T18:45:15Z,1bufat0ubgsc88lkybvxb1bs9,C. Amatkarijo,,,5614747465,292,6,5614747461,145,7,5614747469,44,Midfielder,5614747467,293,2,5614747457,42,,5614747471,55,662,5614747463,59,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794372951,664,18,2,73,54,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T18:45:20.615Z,2025-03-31T18:45:21Z,1a112nxaob06fjynlat625u96,K. Holmén,,,5614747901,59,18,5614747897,42,,5614747979,55,665,5614747899,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794372957,665,19,2,73,54,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T18:45:20.616Z,2025-03-31T18:45:21Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5614747949,55,664,5614747927,42,,5614747947,44,Midfielder,5614747937,145,4,5614747945,293,3,5614747939,59,32,5614747941,292,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373095,666,1,2,74,0,33hzf6j2rd9r50g2n4agsytkd,1,49.4,60.6,2025-03-31T18:45:27.175Z,2025-03-31T18:45:29Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614748671,212,17.3,5614748663,152,,5614748667,140,52.1,5614748659,5,,5614748669,141,35.5,5614748673,213,4.88,5614748665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373149,667,1,2,74,2,33hzf6j2rd9r50g2n4agsytkd,1,50.5,34.8,2025-03-31T18:45:28.982Z,2025-03-31T18:45:32Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614748955,212,21.4,5614748949,56,Right,5614748951,140,63.3,5614748957,213,5.39,5614748953,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373163,668,1,2,74,5,33hzf6j2rd9r50g2n4agsytkd,1,69.5,7.7,2025-03-31T18:45:31.991Z,2025-03-31T18:45:33Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5614749039,141,17.3,5614749035,140,70.7,5614749047,213,1.38,5614749043,212,6.6,5614749031,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373189,669,1,2,74,7,33hzf6j2rd9r50g2n4agsytkd,1,68.9,17.0,2025-03-31T18:45:33.383Z,2025-03-31T18:45:34Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5614749183,56,Right,5614749191,213,4.02,5614749187,141,8.2,5614749189,212,7.8,5614749185,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373237,670,1,2,74,8,33hzf6j2rd9r50g2n4agsytkd,1,63.0,7.6,2025-03-31T18:45:34.807Z,2025-03-31T18:45:37Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5614749457,141,5.5,5614749453,56,Right,5614749461,213,6.10,5614749459,212,7.7,5614749455,140,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794382907,756,83,2,74,9,5mbo4f0vps12dr0fcvjn3wyp5,0,31.1,90.8,2025-03-31T18:45:35.658Z,2025-03-31T19:09:34Z,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,5614853099,399,6ivuk1j53ybmv5hhzp55ybzzd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373303,671,1,2,74,10,33hzf6j2rd9r50g2n4agsytkd,1,72.4,4.9,2025-03-31T18:45:37.015Z,2025-03-31T18:45:39Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5614749799,213,1.12,5614749795,141,12.3,5614749793,140,74.7,5614749791,56,Right,5614749797,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373313,672,61,2,74,13,33hzf6j2rd9r50g2n4agsytkd,0,74.5,16.5,2025-03-31T18:45:39.687Z,2025-03-31T18:45:40Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5614749849,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373357,699,1,2,74,15,5mbo4f0vps12dr0fcvjn3wyp5,0,19.3,89.1,2025-03-31T18:45:41.386Z,2025-03-31T19:40:20Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5614750049,157,,5614750055,141,62.7,5614750061,1,,5614750051,56,Back,5614750059,213,5.27,5614750053,140,30.0,5614750057,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373455,673,1,2,74,16,33hzf6j2rd9r50g2n4agsytkd,1,67.4,30.1,2025-03-31T18:45:42.743Z,2025-03-31T19:10:27Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,1.0,,5614750551,140,71.5,5614750549,56,Center,5614750555,212,20.2,5614750553,141,59.1,5614750557,213,1.36,5614856875,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373535,675,3,2,74,19,33hzf6j2rd9r50g2n4agsytkd,1,77.1,73.8,2025-03-31T18:45:46.017Z,2025-03-31T19:10:12Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5614855665,233,700,5614750971,286,,5614750969,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373477,700,45,2,74,19,5mbo4f0vps12dr0fcvjn3wyp5,0,22.9,26.2,2025-03-31T18:45:46.017Z,2025-03-31T19:10:13Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5614750679,285,,5614855783,233,675,5614750677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373463,674,15,2,74,21,33hzf6j2rd9r50g2n4agsytkd,1,76.3,60.9,2025-03-31T18:45:47.831Z,2025-03-31T19:31:03Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5614825245,102,50.4,5614750595,18,,5614825303,233,701,5614825253,147,58.5,5614750597,56,Center,5614856907,29,,5614936475,78,,5614825247,103,19,5614825181,82,5614856913,215,,,5614825177,20,5614825257,231,5614825255,230,98.6,5614750593,22,5614856909,55,51.6,,673,,5614825251,146,81.8,,,,,,
2794373501,701,10,2,74,21,5mbo4f0vps12dr0fcvjn3wyp5,1,22.2,41.3,2025-03-31T18:45:47.931Z,2025-03-31T19:10:38Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5614750807,56,Back,5614825321,233,674,5614750805,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373589,676,1,2,74,25,33hzf6j2rd9r50g2n4agsytkd,1,57.5,54.2,2025-03-31T18:45:52.007Z,2025-03-31T18:45:55Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614751269,212,12.1,5614751267,141,70.9,5614751263,56,Center,5614751271,213,1.22,5614751265,140,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373617,677,1,2,74,29,33hzf6j2rd9r50g2n4agsytkd,1,60.8,72.6,2025-03-31T18:45:55.767Z,2025-03-31T18:45:57Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614751397,141,74.7,5614751393,56,Center,5614751401,213,0.23,5614751399,212,6.4,5614751395,140,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373641,678,1,2,74,31,33hzf6j2rd9r50g2n4agsytkd,1,71.7,81.4,2025-03-31T18:45:57.223Z,2025-03-31T18:45:59Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5614751509,213,3.21,5614751507,212,11.8,5614751503,140,60.5,5614751505,141,80.3,5614751501,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373669,679,1,2,74,33,33hzf6j2rd9r50g2n4agsytkd,1,59.8,79.1,2025-03-31T18:45:59.223Z,2025-03-31T18:46:01Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614751735,213,4.31,5614751729,140,55.1,5614751731,141,62.0,5614751727,56,Center,5614751733,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373721,680,1,2,74,35,33hzf6j2rd9r50g2n4agsytkd,1,54.5,61.2,2025-03-31T18:46:01.463Z,2025-03-31T18:46:04Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614752011,213,0.96,5614752005,141,69.3,5614752009,212,6.7,5614751999,56,Center,5614752003,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373805,681,1,2,74,38,33hzf6j2rd9r50g2n4agsytkd,1,68.6,68.1,2025-03-31T18:46:04.536Z,2025-03-31T18:46:08Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5614752447,141,61.1,5614752451,213,5.67,5614752443,56,Center,5614752449,212,8.2,5614752445,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373825,682,1,2,74,42,33hzf6j2rd9r50g2n4agsytkd,1,75.6,64.5,2025-03-31T18:46:08.215Z,2025-03-31T18:46:10Z,6dljoel48bfd9nsmmnkck3owl,L. Hedlund,,,5614752537,56,Center,5614752569,156,,5614752545,213,2.81,5614752541,141,69.4,5614752539,140,66.3,5614752543,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373905,683,1,2,74,43,33hzf6j2rd9r50g2n4agsytkd,1,66.5,71.8,2025-03-31T18:46:10.023Z,2025-03-31T18:46:12Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614752957,141,61.8,5614752961,213,4.53,5614752953,56,Center,5614752959,212,6.9,5614752955,140,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373955,684,1,2,74,46,33hzf6j2rd9r50g2n4agsytkd,1,73.3,66.4,2025-03-31T18:46:12.631Z,2025-03-31T18:46:16Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5614753269,212,11.9,5614753267,141,77.8,5614753271,213,0.71,5614753263,56,Center,5614753265,140,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794373977,685,1,2,74,49,33hzf6j2rd9r50g2n4agsytkd,1,81.5,80.6,2025-03-31T18:46:15.959Z,2025-03-31T18:46:17Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5614753375,141,64.8,5614753379,213,4.00,5614753377,212,14.2,5614753371,56,Center,5614753373,140,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794374009,686,1,2,74,50,33hzf6j2rd9r50g2n4agsytkd,1,72.4,66.6,2025-03-31T18:46:17.127Z,2025-03-31T18:46:19Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5614753537,140,72.3,5614753543,213,1.59,5614753541,212,5.1,5614753539,141,74.1,5614753535,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794374031,687,1,2,74,53,33hzf6j2rd9r50g2n4agsytkd,0,78.9,75.6,2025-03-31T18:46:19.431Z,2025-03-31T18:46:20Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5614753661,141,46.1,5614753653,2,,5614753657,56,Center,5614753663,212,22.4,5614753665,213,5.17,5614753659,140,88.3,5614753655,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794374083,703,12,2,74,55,5mbo4f0vps12dr0fcvjn3wyp5,1,11.1,54.3,2025-03-31T18:46:22.185Z,2025-03-31T18:46:23Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5614753957,141,77.6,5614753953,56,Back,5614753997,15,,5614753959,212,20.4,5614754103,167,,5614753961,213,2.25,5614753955,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794374125,688,43,2,74,57,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T18:46:23.447Z,2025-03-31T18:46:29Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5614754497,144,5,5614754177,346,0,5614754175,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794374251,690,6,2,74,57,33hzf6j2rd9r50g2n4agsytkd,1,100.0,27.5,2025-03-31T18:46:23.513Z,2025-03-31T19:26:17Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5614754847,75,,5614833565,233,704,5614754845,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794374107,704,6,2,74,57,5mbo4f0vps12dr0fcvjn3wyp5,0,0.0,72.5,2025-03-31T18:46:23.513Z,2025-03-31T19:26:17Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5614754213,56,Back,5614833575,233,690,5614754215,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794374629,691,1,2,75,23,33hzf6j2rd9r50g2n4agsytkd,0,99.9,0.5,2025-03-31T18:46:49.676Z,2025-03-31T19:12:18Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5614858945,6,,5614757017,56,Center,5614757027,212,35.3,5614864697,233,705,5614758483,1,,5614758481,155,,5614757023,141,51.5,5614859715,223,,5614757019,140,5614757029,213,1.76,93.6,5614758479,2,,,,,,,,,,,,,,,,,,,,,,
2794391321,833,44,2,75,23,5mbo4f0vps12dr0fcvjn3wyp5,1,3.8,47.8,2025-03-31T18:46:50.185Z,2025-03-31T19:12:13Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5614863355,285,,5614864225,233,885,5614863353,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794391371,885,44,2,75,24,33hzf6j2rd9r50g2n4agsytkd,0,96.2,52.2,2025-03-31T18:46:50.186Z,2025-03-31T19:39:06Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614864237,233,833,5614864203,286,,5614864201,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794374657,705,41,2,75,24,5mbo4f0vps12dr0fcvjn3wyp5,1,3.3,45.4,2025-03-31T18:46:50.881Z,2025-03-31T19:40:35Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5614865723,213,1.43,5614865721,212,3.0,5614864713,233,691,5614865717,140,3.7,5614865719,141,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794374635,692,43,2,75,25,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T18:46:51.945Z,2025-03-31T19:15:11Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614757047,56,Center,5614876589,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794391313,832,12,2,75,26,5mbo4f0vps12dr0fcvjn3wyp5,1,4.1,47.9,2025-03-31T18:46:52.186Z,2025-03-31T19:12:49Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5614866815,213,5.06,5614866811,141,42.3,5614866807,56,Back,5614866865,15,,5614866813,212,4.0,5614866809,140,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794374679,693,15,2,75,27,33hzf6j2rd9r50g2n4agsytkd,1,94.6,57.5,2025-03-31T18:46:53.669Z,2025-03-31T19:14:13Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5614872491,76,,5614761643,147,53.4,5614872495,328,,5614872489,72,,5614761633,103,15.8,5614761657,233,706,5614761631,102,53.9,5614872487,25,,5614872493,108,5614757269,61,,,5614761637,458,5614757271,56,5614761641,146,98.9,,,,,Center,,,,,,,,,,,,
