id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2815058071,630,1,2,72,41,ac8jow4mdkvnsv5s0och4qqm,1,17.6,89.1,2025-05-15T18:28:33.886Z,2025-05-15T18:28:36Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5728918579,213,6.16,5728918575,141,86.8,5728918577,212,13.2,5728918571,56,Back,5728918573,140,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815061775,705,50,2,72,42,ac8jow4mdkvnsv5s0och4qqm,1,26.9,89.2,2025-05-15T18:28:34.809Z,2025-05-15T18:37:37Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5728941017,233,734,5728940533,56,Back,5728940535,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815061771,734,7,2,72,42,1939bnru25svvgv15k2c7tw2y,0,74.2,10.6,2025-05-15T18:28:34.810Z,2025-05-15T18:37:37Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5728940991,286,,5728940989,56,Right,5728940999,233,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058073,631,61,2,72,43,ac8jow4mdkvnsv5s0och4qqm,0,29.7,84.4,2025-05-15T18:28:35.623Z,2025-05-15T18:37:39Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5728918589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058077,680,1,2,72,44,1939bnru25svvgv15k2c7tw2y,1,79.6,12.5,2025-05-15T18:28:36.209Z,2025-05-15T18:28:37Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5728918627,141,34.6,5728918623,56,Center,5728918631,213,1.72,5728918629,212,15.2,5728918625,140,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058105,682,1,2,72,46,1939bnru25svvgv15k2c7tw2y,1,77.4,36.3,2025-05-15T18:28:38.833Z,2025-05-15T18:29:50Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,1.0,,5728918791,141,63.7,5728920927,210,14,5728920929,154,,5728918795,213,1.45,5728918789,140,79.6,5728918793,212,18.8,5728918787,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058107,683,14,2,72,49,1939bnru25svvgv15k2c7tw2y,1,82.1,62.6,2025-05-15T18:28:41.681Z,2025-05-15T19:11:21Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5728920941,102,55.5,5728920947,230,98.4,5728918803,56,Center,5728920945,328,,5728920949,231,51.1,5728918801,18,,5728918799,22,,5728920943,103,28.5,5728920933,29,5728920733,72,,,5728920937,55,682,5728920931,73,,5728920935,154,,,,,,,,,,,,,
2815058129,633,1,2,72,54,ac8jow4mdkvnsv5s0och4qqm,0,8.8,85.7,2025-05-15T18:28:46.302Z,2025-05-15T18:28:47Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5728918919,213,5.62,5728918915,141,44.2,5728918911,56,Back,5728918917,212,45.6,5728918921,1,,5728918909,157,,5728918913,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058173,685,1,2,72,56,1939bnru25svvgv15k2c7tw2y,1,56.3,50.9,2025-05-15T18:28:48.881Z,2025-05-15T18:28:53Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5728919137,56,Center,5728919141,141,50.3,5728919145,213,6.26,5728919143,212,18.0,5728919139,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058177,686,43,2,73,1,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-05-15T18:28:53.281Z,2025-05-15T18:42:23Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5728919163,286,0,5728951673,144,3,5728919161,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063553,748,83,2,73,1,ac8jow4mdkvnsv5s0och4qqm,0,21.9,42.3,2025-05-15T18:28:53.434Z,2025-05-15T18:42:24Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5728951725,399,60fbyywnjiz6l8n7gmi2mjld5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058179,687,1,2,73,1,1939bnru25svvgv15k2c7tw2y,0,74.7,54.9,2025-05-15T18:28:53.697Z,2025-05-15T18:28:54Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5728919173,56,Center,5728919175,140,86.0,5728919181,213,6.10,5728919179,212,12.1,5728919177,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058303,634,12,2,73,2,ac8jow4mdkvnsv5s0och4qqm,1,15.8,44.8,2025-05-15T18:28:54.950Z,2025-05-15T18:29:18Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5728919867,213,0.17,5728919861,140,26.1,5728919859,56,Back,5728919865,212,11.0,5728919863,141,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058247,688,1,2,73,7,1939bnru25svvgv15k2c7tw2y,1,72.6,52.7,2025-05-15T18:28:59.553Z,2025-05-15T18:29:09Z,18m0hkgbsvq0axzflltkyylsl,J. Larsson,,,5728919495,141,30.4,5728919499,213,3.49,5728919501,1,,5728919491,56,Back,5728919497,212,44.0,5728919493,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058275,689,1,2,73,16,1939bnru25svvgv15k2c7tw2y,1,28.0,29.8,2025-05-15T18:29:08.993Z,2025-05-15T18:29:14Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5728919691,141,59.0,5728919689,140,8.7,5728919695,213,2.37,5728919687,56,Back,5728919693,212,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058305,690,1,2,73,21,1939bnru25svvgv15k2c7tw2y,0,14.0,61.1,2025-05-15T18:29:13.922Z,2025-05-15T18:29:19Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5728919877,140,62.9,5728919883,213,6.25,5728919885,1,,5728919875,56,Center,5728919881,212,51.4,5728919879,141,58.7,5728919873,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058309,635,44,2,73,26,ac8jow4mdkvnsv5s0och4qqm,1,37.6,40.2,2025-05-15T18:29:18.190Z,2025-05-15T18:29:20Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5728919905,233,691,5728919893,56,Back,5728919895,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058307,691,44,2,73,26,1939bnru25svvgv15k2c7tw2y,0,61.9,60.9,2025-05-15T18:29:18.191Z,2025-05-15T18:29:20Z,18m0hkgbsvq0axzflltkyylsl,J. Larsson,,,5728919909,233,635,5728919891,286,,5728919889,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058315,636,1,2,73,26,ac8jow4mdkvnsv5s0och4qqm,1,42.0,34.8,2025-05-15T18:29:18.918Z,2025-05-15T18:29:20Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5728919931,212,2.5,5728919923,3,,5728919925,56,Back,5728919929,141,33.1,5728919933,213,5.80,5728919927,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058325,638,4,2,73,30,ac8jow4mdkvnsv5s0och4qqm,1,53.6,33.2,2025-05-15T18:29:22.310Z,2025-05-15T18:29:24Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5728920021,233,692,5728919983,56,Center,5728919987,265,,5728919981,13,,5728919989,286,,5728919985,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058327,692,4,2,73,30,1939bnru25svvgv15k2c7tw2y,0,47.8,67.6,2025-05-15T18:29:22.311Z,2025-05-15T18:29:24Z,18m0hkgbsvq0axzflltkyylsl,J. Larsson,,,5728920005,152,,5728920009,285,,5728920007,265,,5728920001,56,Back,5728919997,13,,5728920037,233,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058363,639,17,2,73,37,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-15T18:29:29.950Z,2025-05-15T18:38:39Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5728925727,392,,5728920727,31,,5728925729,13,243,5728925731,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058497,640,1,2,73,58,ac8jow4mdkvnsv5s0och4qqm,1,49.4,27.4,2025-05-15T18:29:50.478Z,2025-05-15T18:29:53Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5728921057,56,Right,5728921063,212,18.5,5728921065,213,5.39,5728921055,152,,5728921061,141,6.2,5728921059,140,60.5,5728921053,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058507,641,1,2,74,1,ac8jow4mdkvnsv5s0och4qqm,1,61.1,8.3,2025-05-15T18:29:53.726Z,2025-05-15T18:29:55Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5728921099,140,70.1,5728921097,56,Center,5728921103,212,20.5,5728921101,141,35.1,5728921105,213,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058515,642,1,2,74,3,ac8jow4mdkvnsv5s0och4qqm,1,70.5,38.3,2025-05-15T18:29:55.407Z,2025-05-15T18:29:56Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5728921155,213,4.73,5728921143,56,Center,5728921149,141,31.0,5728921153,212,5.0,5728921145,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058521,643,61,2,74,4,ac8jow4mdkvnsv5s0och4qqm,0,70.6,31.0,2025-05-15T18:29:56.190Z,2025-05-15T18:29:56Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5728921181,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058547,695,1,2,74,5,1939bnru25svvgv15k2c7tw2y,1,29.0,64.8,2025-05-15T18:29:58.050Z,2025-05-15T18:30:02Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5728921311,212,20.4,5728921307,140,34.5,5728921305,56,Back,5728921309,141,36.0,5728921313,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058553,696,1,2,74,10,1939bnru25svvgv15k2c7tw2y,1,34.3,33.4,2025-05-15T18:30:02.689Z,2025-05-15T18:30:04Z,wv67qz43iwolqireq2ttfx1w,L. Östman,,,5728921333,141,41.3,5728921337,213,0.64,5728921329,56,Back,5728921331,140,41.2,5728921335,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058559,697,50,2,74,11,1939bnru25svvgv15k2c7tw2y,1,40.0,39.9,2025-05-15T18:30:03.213Z,2025-05-15T18:30:05Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5728921377,56,Back,5728921379,286,,5728921407,233,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058549,644,7,2,74,11,ac8jow4mdkvnsv5s0och4qqm,1,59.4,59.4,2025-05-15T18:30:03.214Z,2025-05-15T18:30:06Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5728921317,56,Center,5728921393,233,697,5728921319,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058569,645,1,2,74,11,ac8jow4mdkvnsv5s0och4qqm,0,48.1,56.6,2025-05-15T18:30:03.886Z,2025-05-15T18:42:38Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5728921415,56,Center,5728921419,141,40.0,5728921421,212,16.4,5728921417,140,59.4,5728921423,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058561,698,8,2,74,13,1939bnru25svvgv15k2c7tw2y,1,41.2,41.3,2025-05-15T18:30:05.282Z,2025-05-15T18:30:05Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5728921381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058599,647,1,2,74,15,ac8jow4mdkvnsv5s0och4qqm,1,67.4,43.3,2025-05-15T18:30:07.550Z,2025-05-15T18:30:11Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5728921575,141,42.7,5728921579,213,6.26,5728921571,56,Center,5728921577,212,15.7,5728921573,140,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058643,648,1,2,74,18,ac8jow4mdkvnsv5s0och4qqm,1,77.0,47.2,2025-05-15T18:30:10.902Z,2025-05-15T18:30:16Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5728921813,140,84.2,5728921819,213,1.12,5728921815,141,70.0,5728921811,56,Center,5728921817,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058649,649,1,2,74,23,ac8jow4mdkvnsv5s0och4qqm,1,84.7,68.5,2025-05-15T18:30:15.877Z,2025-05-15T18:30:17Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5728921831,56,Center,5728921837,212,9.7,5728921833,140,77.7,5728921839,213,3.85,5728921835,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058675,650,1,2,74,24,ac8jow4mdkvnsv5s0och4qqm,1,77.8,59.3,2025-05-15T18:30:16.959Z,2025-05-15T18:43:35Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,1.0,,5728954227,210,15,5728921943,140,82.1,5728921945,141,22.8,5728921949,213,4.89,5728921947,212,25.2,5728921941,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058679,651,15,2,74,27,ac8jow4mdkvnsv5s0och4qqm,1,83.7,28.9,2025-05-15T18:30:20.006Z,2025-05-15T19:00:44Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5728954231,29,,5728953105,82,,5728954237,102,52.8,5728921969,22,,5728953101,20,,5728954267,233,699,5728954239,103,8.3,5728954233,55,650,5728954229,76,5728921971,63,,,5728954243,146,92.3,5728921973,56,Center,5728954247,230,99.1,5728954241,215,5728954249,231,5728954245,147,,48.2,39.2,,,
2815058689,699,10,2,74,28,1939bnru25svvgv15k2c7tw2y,1,7.7,60.8,2025-05-15T18:30:20.106Z,2025-05-15T18:43:36Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5728922017,56,Back,5728954295,233,651,5728922009,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058691,652,15,2,74,30,ac8jow4mdkvnsv5s0och4qqm,1,81.2,51.2,2025-05-15T18:30:22.574Z,2025-05-15T18:44:13Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5728955669,233,700,5728955631,103,19,5728955637,147,51.4,5728922061,56,Center,5728955639,230,98.8,5728955635,146,87.7,5728955633,458,,5728954687,20,,5728954691,82,5728955629,102,,51.9,5728955625,76,,5728922057,22,,5728922059,18,,5728955641,231,,,,,49.6,,,,,
2815058693,700,10,2,74,30,1939bnru25svvgv15k2c7tw2y,1,14.7,49.1,2025-05-15T18:30:22.674Z,2025-05-15T18:44:20Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5728955681,233,652,5728922069,94,,5728922071,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058791,653,1,2,74,42,ac8jow4mdkvnsv5s0och4qqm,1,71.6,13.1,2025-05-15T18:30:35.038Z,2025-05-15T18:30:36Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5728922547,141,16.4,5728922549,212,12.5,5728922545,140,59.9,5728922551,213,2.96,5728922543,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058825,654,1,2,74,44,ac8jow4mdkvnsv5s0och4qqm,1,58.6,20.6,2025-05-15T18:30:36.110Z,2025-05-15T18:30:39Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5728922703,141,57.8,5728922705,212,25.3,5728922707,213,1.57,5728922699,56,Center,5728922701,140,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058847,655,1,2,74,47,ac8jow4mdkvnsv5s0och4qqm,1,67.3,62.6,2025-05-15T18:30:39.085Z,2025-05-15T18:30:42Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5728922811,141,84.1,5728922807,56,Left,5728922809,140,80.8,5728922813,212,20.4,5728922815,213,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058865,656,1,2,74,50,ac8jow4mdkvnsv5s0och4qqm,0,85.1,84.8,2025-05-15T18:30:42.462Z,2025-05-15T18:30:44Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5728922889,141,54.9,5728922885,56,Center,5728922893,213,4.89,5728922887,140,88.5,5728922881,2,,5728922891,212,20.6,5728922883,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058935,701,12,2,74,52,1939bnru25svvgv15k2c7tw2y,1,11.1,44.8,2025-05-15T18:30:44.513Z,2025-05-15T18:30:55Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5728923277,140,29.9,5728923283,213,5.91,5728923275,56,Back,5728923281,212,21.2,5728923279,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058907,657,1,2,74,53,ac8jow4mdkvnsv5s0och4qqm,1,69.9,70.6,2025-05-15T18:30:45.686Z,2025-05-15T18:30:48Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5728923133,140,64.2,5728923139,213,4.23,5728923135,141,53.9,5728923131,56,Center,5728923137,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058913,658,1,2,74,56,ac8jow4mdkvnsv5s0och4qqm,1,68.4,45.8,2025-05-15T18:30:48.670Z,2025-05-15T18:30:51Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5728923173,140,83.5,5728923177,212,27.8,5728923171,56,Right,5728923179,213,5.32,5728923175,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058929,659,1,2,74,59,ac8jow4mdkvnsv5s0och4qqm,0,87.9,11.9,2025-05-15T18:30:51.566Z,2025-05-15T18:30:54Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5728923221,2,,5728923235,1,,5728923227,140,100.0,5728923231,212,35.7,5728923229,141,59.9,5728923225,56,Center,5728923233,213,1.16,5728923223,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058959,660,5,2,75,2,ac8jow4mdkvnsv5s0och4qqm,0,101.4,60.0,2025-05-15T18:30:54.117Z,2025-05-15T18:56:05Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5728923421,346,,5728923449,233,702,5728923417,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815058943,702,5,2,75,2,1939bnru25svvgv15k2c7tw2y,1,-1.4,40.0,2025-05-15T18:30:54.117Z,2025-05-15T18:56:05Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5728923329,346,,5728923437,233,660,5728923327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815059155,703,1,2,75,23,1939bnru25svvgv15k2c7tw2y,1,5.5,59.9,2025-05-15T18:31:15.394Z,2025-05-15T18:31:19Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5728924443,56,Back,5728924455,237,,5728924451,213,4.67,5728924445,140,4.7,5728924449,212,22.0,5728924447,141,27.6,5728924441,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815059187,704,1,2,75,26,1939bnru25svvgv15k2c7tw2y,1,5.7,26.2,2025-05-15T18:31:18.915Z,2025-05-15T18:31:23Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5728924681,1,,5728924673,140,66.3,5728924677,212,63.7,5728924671,56,Center,5728924669,157,,5728924675,141,21.6,5728924679,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815059197,705,44,2,75,31,1939bnru25svvgv15k2c7tw2y,1,63.8,14.8,2025-05-15T18:31:23.345Z,2025-05-15T18:31:27Z,wv67qz43iwolqireq2ttfx1w,L. Östman,,,5728924721,56,Right,5728924751,233,661,5728924723,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815059193,661,44,2,75,31,ac8jow4mdkvnsv5s0och4qqm,0,36.2,85.2,2025-05-15T18:31:23.346Z,2025-05-15T18:31:28Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5728924705,56,Back,5728924761,233,705,5728924707,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815059227,706,1,2,75,31,1939bnru25svvgv15k2c7tw2y,0,66.3,21.6,2025-05-15T18:31:23.682Z,2025-05-15T18:31:27Z,wv67qz43iwolqireq2ttfx1w,L. Östman,,,5728924887,168,,5728924893,141,40.7,5728924895,212,15.6,5728924885,3,,5728924891,140,74.6,5728924889,56,Center,5728924897,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815059281,663,1,2,75,38,ac8jow4mdkvnsv5s0och4qqm,1,34.6,47.2,2025-05-15T18:31:30.174Z,2025-05-15T18:31:32Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5728925177,141,8.6,5728925181,213,5.10,5728925179,212,28.4,5728925175,140,44.9,5728925173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815059339,664,1,2,75,40,ac8jow4mdkvnsv5s0och4qqm,1,47.9,8.6,2025-05-15T18:31:32.798Z,2025-05-15T18:31:40Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5728925515,212,24.4,5728925517,213,6.27,5728925511,140,71.1,5728925513,141,8.2,5728925509,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815059347,665,61,2,75,48,ac8jow4mdkvnsv5s0och4qqm,0,90.7,15.3,2025-05-15T18:31:40.349Z,2025-05-15T18:31:40Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5728925559,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815059363,707,4,2,75,49,1939bnru25svvgv15k2c7tw2y,1,9.6,84.8,2025-05-15T18:31:41.605Z,2025-05-15T18:31:45Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5728925763,233,666,5728925673,152,,5728925667,13,,5728925671,56,Back,5728925669,295,,5728925675,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815059353,666,4,2,75,49,ac8jow4mdkvnsv5s0och4qqm,0,90.0,15.1,2025-05-15T18:31:41.606Z,2025-05-15T18:31:44Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5728925691,286,,5728925805,233,707,5728925683,13,,5728925687,56,Right,5728925689,152,,5728925685,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815059599,708,1,2,76,18,1939bnru25svvgv15k2c7tw2y,0,10.1,83.5,2025-05-15T18:32:10.084Z,2025-05-15T18:32:16Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5728926973,212,54.3,5728926963,157,,5728926975,213,0.11,5728926969,140,61.5,5728926965,152,,5728926971,141,92.1,5728926961,5,,5728926967,56,Left,5728926977,1,,,,,,,,,,,,,,,,,,,,,,,,,
2815059601,667,44,2,76,23,ac8jow4mdkvnsv5s0och4qqm,1,38.8,7.3,2025-05-15T18:32:15.397Z,2025-05-15T18:32:18Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5728926983,285,,5728927081,233,709,5728926981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815059611,709,44,2,76,23,1939bnru25svvgv15k2c7tw2y,0,61.0,93.3,2025-05-15T18:32:15.398Z,2025-05-15T18:32:17Z,18m0hkgbsvq0axzflltkyylsl,J. Larsson,,,5728927035,56,Left,5728927037,286,,5728927099,233,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815059607,668,61,2,76,23,ac8jow4mdkvnsv5s0och4qqm,0,39.4,5.5,2025-05-15T18:32:15.757Z,2025-05-15T18:32:16Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5728927029,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815059613,669,5,2,76,24,ac8jow4mdkvnsv5s0och4qqm,0,32.4,-1.6,2025-05-15T18:32:16.382Z,2025-05-15T18:32:21Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5728927043,347,,5728927159,233,710,5728927041,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815059625,710,5,2,76,24,1939bnru25svvgv15k2c7tw2y,1,67.6,101.6,2025-05-15T18:32:16.382Z,2025-05-15T18:56:05Z,18m0hkgbsvq0axzflltkyylsl,J. Larsson,,,5728927123,347,,5728927153,233,669,5728927121,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815059825,711,18,2,76,54,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-05-15T18:32:46.332Z,2025-05-15T18:32:47Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5728928157,44,Defender,5728928159,59,6,5728928203,55,712,5728928155,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815059831,712,19,2,76,54,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-05-15T18:32:46.333Z,2025-05-15T18:32:47Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5728928193,292,4,5728928185,42,,5728928189,145,6,5728928195,293,5,5728928199,55,711,5728928191,59,29,5728928197,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
