id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId
2813187017,544,44,2,78,44,aj8ytsr2ap33tod0hd8ofzaw9,1,89.6,70.8,2025-05-11T01:44:20.631Z,2025-05-11T02:33:55Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5718560363,286,,5718560361,56,Center,5718666767,233,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813163601,561,44,2,78,44,5h878vnmkbuy2ummddprusxgq,0,10.4,29.2,2025-05-11T01:44:20.632Z,2025-05-11T02:33:57Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718666679,56,Back,5718666681,285,,5718666805,233,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187019,545,14,2,78,44,aj8ytsr2ap33tod0hd8ofzaw9,1,96.1,52.3,2025-05-11T01:44:21.510Z,2025-05-11T02:34:21Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5718560377,56,Center,5718575665,231,49.8,5718575661,458,,5718575659,328,,5718688523,214,,5718575653,74,,5718575655,102,49.6,5718575657,103,39.9,5718575663,230,99.1,5718688521,16,5718575651,15,5718575649,25,,,,,,,,,,,,,,,,,
2813187005,795,12,2,78,45,5h878vnmkbuy2ummddprusxgq,1,3.2,58.4,2025-05-11T01:44:21.956Z,2025-05-11T02:34:29Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5718560275,141,48.2,5718560271,56,Back,5718560273,140,18.9,5718560279,213,5.88,5718560277,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187797,801,61,2,78,46,5h878vnmkbuy2ummddprusxgq,1,0.4,50.7,2025-05-11T01:44:23.259Z,2025-05-11T01:53:43Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5718563669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813186969,542,61,2,78,51,aj8ytsr2ap33tod0hd8ofzaw9,1,87.6,51.3,2025-05-11T01:44:28.330Z,2025-05-11T02:32:57Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5718560139,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187011,543,1,2,78,53,aj8ytsr2ap33tod0hd8ofzaw9,1,87.6,51.3,2025-05-11T01:44:29.933Z,2025-05-11T02:32:55Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718560333,141,57.0,5718560327,155,,5718560331,140,92.6,5718560337,213,0.64,5718560329,56,Center,5718560335,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187857,556,1,2,78,54,aj8ytsr2ap33tod0hd8ofzaw9,0,72.2,21.3,2025-05-11T01:44:31.309Z,2025-05-11T02:34:42Z,8svvdqi69pc6it7mnin50q68k,S. Lukić,,,5718563937,212,27.1,5718563929,3,,5718563935,141,50.7,5718563933,140,89.6,5718563939,213,0.83,5718563931,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187035,796,1,2,78,55,5h878vnmkbuy2ummddprusxgq,1,21.0,35.3,2025-05-11T01:44:31.604Z,2025-05-11T02:34:45Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5718560447,140,11.5,5718560453,213,3.75,5718560449,141,25.1,5718560451,212,12.1,5718560445,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187059,797,1,2,78,56,5h878vnmkbuy2ummddprusxgq,0,11.4,25.1,2025-05-11T01:44:33.332Z,2025-05-11T01:46:12Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718560531,140,42.6,5718560533,141,0.0,5718560539,1,,5718560527,157,,5718560535,212,37.1,5718560537,213,5.79,5718560529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187065,798,43,2,78,58,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-11T01:44:34.526Z,2025-05-11T01:44:39Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5718560549,56,Back,5718560827,144,5,5718560551,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187171,546,1,2,79,1,aj8ytsr2ap33tod0hd8ofzaw9,1,27.4,96.0,2025-05-11T01:44:38.174Z,2025-05-11T01:44:43Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5718561001,140,17.6,5718560999,56,Back,5718561003,141,62.6,5718561005,212,24.9,5718561007,213,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187191,547,1,2,79,6,aj8ytsr2ap33tod0hd8ofzaw9,1,17.6,62.6,2025-05-11T01:44:43.198Z,2025-05-11T01:44:45Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5718561091,140,27.3,5718561103,213,5.16,5718561099,212,23.4,5718561095,141,31.6,5718561087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187235,548,1,2,79,8,aj8ytsr2ap33tod0hd8ofzaw9,1,27.3,31.6,2025-05-11T01:44:45.334Z,2025-05-11T01:44:49Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5718561339,212,21.9,5718561329,56,Back,5718561331,140,15.5,5718561335,141,58.1,5718561341,213,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187277,549,1,2,79,12,aj8ytsr2ap33tod0hd8ofzaw9,1,15.5,58.1,2025-05-11T01:44:49.157Z,2025-05-11T01:44:53Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5718561487,141,82.9,5718561489,212,22.1,5718561483,56,Back,5718561485,140,29.1,5718561491,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187315,550,1,2,79,16,aj8ytsr2ap33tod0hd8ofzaw9,1,32.0,85.4,2025-05-11T01:44:53.126Z,2025-05-11T01:44:57Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718561671,213,6.04,5718561665,140,52.2,5718561667,141,77.5,5718561669,212,21.9,5718561663,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187347,551,1,2,79,20,aj8ytsr2ap33tod0hd8ofzaw9,1,56.8,72.4,2025-05-11T01:44:56.973Z,2025-05-11T01:44:59Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5718561813,212,9.7,5718561809,140,56.7,5718561811,141,58.1,5718561807,56,Center,5718561815,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187411,552,1,2,79,22,aj8ytsr2ap33tod0hd8ofzaw9,1,57.7,57.2,2025-05-11T01:44:58.970Z,2025-05-11T01:45:04Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5718562063,1,,5718562055,140,75.6,5718562051,155,,5718562061,213,5.27,5718562053,56,Right,5718562057,141,12.9,5718562059,212,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187469,553,1,2,79,27,aj8ytsr2ap33tod0hd8ofzaw9,0,75.7,13.4,2025-05-11T01:45:03.934Z,2025-05-11T01:45:07Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5718562301,56,Center,5718562303,140,85.0,5718562297,2,,5718562305,141,32.5,5718562311,213,0.93,5718562307,212,16.2,5718562299,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187647,555,61,2,79,31,aj8ytsr2ap33tod0hd8ofzaw9,1,95.7,50.9,2025-05-11T01:45:07.622Z,2025-05-11T02:32:27Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,,5718563085,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187785,800,5,2,79,32,5h878vnmkbuy2ummddprusxgq,1,-0.7,60.1,2025-05-11T01:45:08.637Z,2025-05-11T02:32:25Z,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,5718676661,233,554,5718678083,346,,5718563637,56,Back,5718684931,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813187485,554,5,2,79,32,aj8ytsr2ap33tod0hd8ofzaw9,0,100.7,39.9,2025-05-11T01:45:08.846Z,2025-05-11T02:32:23Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5718676677,233,800,5718678069,346,,5718684909,361,,5718562441,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813188101,557,18,2,80,13,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-11T01:45:50.179Z,2025-05-11T01:45:51Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5718564795,42,,5718564797,44,Midfielder,5718564799,59,26,5718564869,55,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813188107,558,19,2,80,13,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-11T01:45:50.180Z,2025-05-11T01:45:52Z,109e64uz1hq4tb3rspek41qll,J. Webber,,,5718564833,145,7,5718564839,293,5,5718564829,42,,5718564843,55,557,5718564837,292,7,5718564841,44,Midfielder,5718564835,59,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813188501,802,1,2,80,47,5h878vnmkbuy2ummddprusxgq,0,4.7,56.6,2025-05-11T01:46:24.492Z,2025-05-11T01:46:26Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5718566759,213,0.15,5718566749,124,,5718566753,140,59.5,5718566761,1,,5718566751,56,Center,5718566763,74,,5718566757,212,58.2,5718566755,141,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2813188561,559,1,2,80,51,aj8ytsr2ap33tod0hd8ofzaw9,1,31.3,30.7,2025-05-11T01:46:27.597Z,2025-05-11T01:46:33Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5718567065,141,40.4,5718567067,212,8.4,5718567059,3,,5718567061,56,Back,5718567069,213,2.23,5718567063,140,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813188569,560,4,2,80,56,aj8ytsr2ap33tod0hd8ofzaw9,1,26.8,38.6,2025-05-11T01:46:33.141Z,2025-05-11T02:28:59Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5718567183,233,803,5718567161,13,,5718567165,56,Back,5718567167,152,,5718567169,285,,5718567163,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813188567,803,4,2,80,56,5h878vnmkbuy2ummddprusxgq,0,73.2,61.4,2025-05-11T01:46:33.142Z,2025-05-11T02:19:57Z,cywd7q1m77lwe5q2dof7rvf9w,D. Carter,,,5718567143,13,,5718567151,286,,5718567147,152,,5718567201,233,560,5718567145,56,Center,5718657009,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813188607,804,17,2,81,2,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-11T01:46:39.402Z,2025-05-11T01:46:44Z,cywd7q1m77lwe5q2dof7rvf9w,D. Carter,,,5718567625,244,,5718567623,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189127,805,18,2,81,48,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-11T01:47:25.073Z,2025-05-11T01:47:28Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718569695,44,Defender,5718569697,59,24,5718569687,42,,5718569773,55,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189137,806,19,2,81,48,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-11T01:47:25.074Z,2025-05-11T01:47:29Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5718569715,42,,5718569721,59,18,5718569729,55,805,5718569723,292,5,5718569725,293,2,5718569727,44,Midfielder,5718569719,145,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189343,561,1,2,81,59,aj8ytsr2ap33tod0hd8ofzaw9,1,24.7,44.6,2025-05-11T01:47:36.124Z,2025-05-11T01:47:59Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5718570519,5,,5718570527,141,36.7,5718571771,189,,5718570525,140,35.7,5718570531,213,5.85,5718570523,56,Back,5718570529,212,12.7,5718570521,152,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189383,562,1,2,82,1,aj8ytsr2ap33tod0hd8ofzaw9,0,35.7,36.7,2025-05-11T01:47:38.044Z,2025-05-11T01:47:42Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5718570745,140,88.8,5718570747,141,25.6,5718570741,155,,5718570751,213,6.15,5718570753,1,,5718570749,212,56.3,5718570743,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189411,807,44,2,82,5,5h878vnmkbuy2ummddprusxgq,1,11.6,77.7,2025-05-11T01:47:41.579Z,2025-05-11T01:47:51Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5718570883,285,,5718570933,233,563,5718570881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189387,563,44,2,82,5,aj8ytsr2ap33tod0hd8ofzaw9,0,88.0,19.0,2025-05-11T01:47:41.580Z,2025-05-11T01:47:44Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5718570773,286,,5718570955,233,807,5718570771,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189417,808,61,2,82,5,5h878vnmkbuy2ummddprusxgq,0,12.8,87.5,2025-05-11T01:47:42.456Z,2025-05-11T02:19:53Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5718570913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189433,809,43,2,82,8,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-11T01:47:44.602Z,2025-05-11T01:47:46Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5718571005,213,0.00,5718570997,56,Back,5718570995,168,0,5718571025,144,1,5718570999,140,0.0,5718570993,3,0,5718571001,141,76.7,5718571003,212,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189443,564,6,2,82,9,aj8ytsr2ap33tod0hd8ofzaw9,1,95.4,26.0,2025-05-11T01:47:46.013Z,2025-05-11T02:14:02Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5718571155,56,Center,5718571157,75,,5718642371,233,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189555,810,6,2,82,9,5h878vnmkbuy2ummddprusxgq,0,4.6,74.0,2025-05-11T01:47:46.013Z,2025-05-11T02:14:03Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5718571591,73,,5718642393,233,564,5718571589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189651,565,1,2,82,23,aj8ytsr2ap33tod0hd8ofzaw9,0,99.5,0.5,2025-05-11T01:48:00.284Z,2025-05-11T01:48:04Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5718571989,6,,5718571999,141,55.1,5718572001,212,38.9,5718571993,224,,5718571991,155,,5718572003,213,1.87,5718571987,2,,5718572005,1,,5718571997,140,88.6,5718571995,56,,,,,,,,,,,,,,,,,Center,,,,
2813189669,812,44,2,82,27,5h878vnmkbuy2ummddprusxgq,1,16.2,46.6,2025-05-11T01:48:03.755Z,2025-05-11T01:48:10Z,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,5718572087,285,,5718572083,56,Back,5718572121,233,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189661,566,44,2,82,27,aj8ytsr2ap33tod0hd8ofzaw9,0,83.8,53.4,2025-05-11T01:48:03.756Z,2025-05-11T01:48:11Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5718572035,286,,5718572149,233,812,5718572033,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189643,811,12,2,82,28,5h878vnmkbuy2ummddprusxgq,1,11.7,50.7,2025-05-11T01:48:04.584Z,2025-05-11T02:19:50Z,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,5718571955,212,12.0,5718571951,140,23.1,5718571981,15,,5718571959,213,6.19,5718571953,141,49.1,5718571949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189673,813,61,2,82,28,5h878vnmkbuy2ummddprusxgq,0,23.3,48.4,2025-05-11T01:48:05.009Z,2025-05-11T01:48:05Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5718572089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189689,567,1,2,82,29,aj8ytsr2ap33tod0hd8ofzaw9,0,67.3,39.4,2025-05-11T01:48:05.796Z,2025-05-11T01:48:07Z,109e64uz1hq4tb3rspek41qll,J. Webber,,,5718572183,213,5.39,5718572175,56,Right,5718572181,212,21.9,5718572177,140,80.4,5718572179,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189737,814,8,2,82,31,5h878vnmkbuy2ummddprusxgq,1,24.7,84.0,2025-05-11T01:48:08.298Z,2025-05-11T01:48:11Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5718572345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189759,816,1,2,82,34,5h878vnmkbuy2ummddprusxgq,1,30.6,86.3,2025-05-11T01:48:11.161Z,2025-05-11T01:48:12Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5718572423,140,29.8,5718572429,213,4.61,5718572427,212,8.1,5718572425,141,74.4,5718572421,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189781,817,1,2,82,35,5h878vnmkbuy2ummddprusxgq,1,29.7,74.3,2025-05-11T01:48:12.072Z,2025-05-11T01:48:14Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5718572523,140,19.9,5718572519,56,Back,5718572527,141,85.5,5718572529,212,12.8,5718572531,213,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189841,818,1,2,82,37,5h878vnmkbuy2ummddprusxgq,0,21.1,85.5,2025-05-11T01:48:13.931Z,2025-05-11T01:48:19Z,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,5718572881,213,0.22,5718572879,212,33.3,5718572877,141,96.3,5718572873,56,Left,5718572883,1,,5718572871,157,,5718572875,140,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189865,569,1,2,82,43,aj8ytsr2ap33tod0hd8ofzaw9,1,43.1,5.9,2025-05-11T01:48:19.947Z,2025-05-11T01:48:21Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5718572963,213,2.62,5718572955,56,Back,5718572961,212,4.4,5718572959,141,9.1,5718572957,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189905,570,1,2,82,44,aj8ytsr2ap33tod0hd8ofzaw9,1,39.5,9.1,2025-05-11T01:48:21.304Z,2025-05-11T01:48:24Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718573105,140,43.6,5718573111,213,6.19,5718573107,141,8.5,5718573103,56,Back,5718573109,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189921,571,1,2,82,47,aj8ytsr2ap33tod0hd8ofzaw9,1,40.5,8.8,2025-05-11T01:48:24.244Z,2025-05-11T01:48:26Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5718573171,141,12.3,5718573175,213,2.66,5718573169,140,36.2,5718573173,212,5.1,5718573167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813189951,572,1,2,82,49,aj8ytsr2ap33tod0hd8ofzaw9,1,34.5,16.7,2025-05-11T01:48:26.315Z,2025-05-11T01:48:28Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718573261,56,Back,5718573269,213,0.81,5718573263,140,38.6,5718573265,141,23.3,5718573267,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813190013,573,1,2,82,51,aj8ytsr2ap33tod0hd8ofzaw9,1,38.9,23.6,2025-05-11T01:48:28.227Z,2025-05-11T01:48:35Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5718573545,141,57.8,5718573547,212,24.0,5718573541,56,Back,5718573543,140,44.7,5718573549,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813190045,574,1,2,82,58,aj8ytsr2ap33tod0hd8ofzaw9,1,65.2,69.7,2025-05-11T01:48:34.940Z,2025-05-11T01:48:37Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5718573665,56,Left,5718573671,212,17.1,5718573667,140,74.0,5718573673,213,1.00,5718573669,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813190101,575,1,2,83,0,aj8ytsr2ap33tod0hd8ofzaw9,1,69.4,87.8,2025-05-11T01:48:37.020Z,2025-05-11T01:48:41Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5718573919,212,11.4,5718573913,56,Center,5718573915,140,61.5,5718573921,213,3.90,5718573917,141,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813190143,576,1,2,83,4,aj8ytsr2ap33tod0hd8ofzaw9,1,64.0,72.9,2025-05-11T01:48:41.389Z,2025-05-11T01:48:45Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5718574131,213,4.90,5718574121,56,Right,5718574133,1,,5718574123,140,70.9,5718574129,212,38.7,5718574127,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813190171,577,1,2,83,8,aj8ytsr2ap33tod0hd8ofzaw9,1,72.0,19.1,2025-05-11T01:48:45.283Z,2025-05-11T01:48:47Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5718574233,56,Center,5718574245,212,9.9,5718574237,140,76.9,5718574249,213,1.02,5718574241,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813190185,578,1,2,83,11,aj8ytsr2ap33tod0hd8ofzaw9,1,76.9,31.5,2025-05-11T01:48:47.539Z,2025-05-11T01:48:48Z,8svvdqi69pc6it7mnin50q68k,S. Lukić,,,5718574319,212,6.7,5718574313,56,Center,5718574311,155,,5718574317,141,29.8,5718574321,213,6.11,5718574315,140,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813190201,579,1,2,83,11,aj8ytsr2ap33tod0hd8ofzaw9,0,83.2,29.8,2025-05-11T01:48:48.427Z,2025-05-11T01:48:49Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,,5718574387,213,5.37,5718574383,141,25.8,5718574381,140,85.2,5718574385,212,3.4,5718574377,3,,5718574379,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813190219,580,61,2,83,14,aj8ytsr2ap33tod0hd8ofzaw9,1,85.7,24.6,2025-05-11T01:48:51.060Z,2025-05-11T01:48:51Z,8svvdqi69pc6it7mnin50q68k,S. Lukić,,,5718574469,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813190255,819,12,2,83,16,5h878vnmkbuy2ummddprusxgq,1,15.4,73.2,2025-05-11T01:48:53.400Z,2025-05-11T01:50:17Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5718574653,213,4.96,5718574649,141,72.0,5718574647,140,15.6,5718574651,212,0.8,5718574645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813190543,821,1,2,83,36,5h878vnmkbuy2ummddprusxgq,0,3.3,56.9,2025-05-11T01:49:13.192Z,2025-05-11T01:49:18Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5718575909,140,65.9,5718575911,141,28.4,5718575907,56,Center,5718575915,213,6.00,5718575917,1,,5718575913,212,68.5,5718575905,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813190553,581,1,2,83,41,aj8ytsr2ap33tod0hd8ofzaw9,0,35.6,72.4,2025-05-11T01:49:18.195Z,2025-05-11T01:49:19Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5718575955,56,Center,5718575963,213,5.53,5718575957,140,51.5,5718575959,141,49.3,5718575953,3,,5718575961,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813190569,822,1,2,83,42,5h878vnmkbuy2ummddprusxgq,1,46.7,53.4,2025-05-11T01:49:19.223Z,2025-05-11T01:49:20Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5718576033,213,5.27,5718576029,141,40.9,5718576027,140,51.8,5718576031,212,10.0,5718576025,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813190575,823,43,2,83,43,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-11T01:49:20.360Z,2025-05-11T01:49:22Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5718576117,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813190607,824,1,2,83,45,5h878vnmkbuy2ummddprusxgq,0,53.1,38.2,2025-05-11T01:49:22.135Z,2025-05-11T02:19:40Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5718576189,213,5.00,5718576187,212,13.0,5718576183,140,56.6,5718576181,56,Right,5718576185,141,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813190613,582,1,2,83,46,aj8ytsr2ap33tod0hd8ofzaw9,1,35.6,69.6,2025-05-11T01:49:22.700Z,2025-05-11T01:49:24Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5718576217,212,4.7,5718576215,141,69.1,5718576221,213,6.21,5718576213,140,40.1,5718576211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813190651,584,1,2,83,48,aj8ytsr2ap33tod0hd8ofzaw9,1,55.4,67.9,2025-05-11T01:49:24.654Z,2025-05-11T01:49:26Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5718576379,141,52.7,5718576377,140,58.4,5718576381,212,10.8,5718576375,56,Center,5718576383,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
