id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2793290165,565,1,2,70,19,c9xffml4i7ihblp1qhus9w3fu,1,45.1,47.0,2025-03-30T00:37:40.948Z,2025-03-30T00:37:45Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5608874333,212,13.8,5608874331,141,26.8,5608874335,213,4.80,5608874329,140,46.3,5608874327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290247,566,1,2,70,23,c9xffml4i7ihblp1qhus9w3fu,0,56.5,28.0,2025-03-30T00:37:44.845Z,2025-03-30T00:42:48Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5608874865,141,100.0,5608874863,140,81.6,5608874861,56,Left,5608874859,196,,5608874867,212,56.4,5608874869,213,1.08,5608874857,155,,5608874871,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290249,567,5,2,70,29,c9xffml4i7ihblp1qhus9w3fu,0,81.6,101.2,2025-03-30T00:37:50.861Z,2025-03-30T01:27:56Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5608875249,233,636,5608874875,347,,5608874873,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290307,636,5,2,70,29,224tl8u2smnbyliroayk69nt0,1,18.4,-1.2,2025-03-30T00:37:50.861Z,2025-03-30T01:27:56Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5608875181,56,Back,5608875207,233,567,5608875183,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290343,637,1,2,70,40,224tl8u2smnbyliroayk69nt0,1,16.2,0.0,2025-03-30T00:38:01.692Z,2025-03-30T00:38:02Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5608875403,107,,5608875405,56,Back,5608875409,141,9.4,5608875407,140,10.3,5608875411,212,9.7,5608875413,213,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290353,638,1,2,70,41,224tl8u2smnbyliroayk69nt0,1,9.8,11.0,2025-03-30T00:38:02.794Z,2025-03-30T00:39:17Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5608875467,140,44.1,5608875465,56,Back,5608875463,157,,5608875471,212,36.4,5608875473,213,0.15,5608875475,1,,5608875469,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290437,639,1,2,70,42,224tl8u2smnbyliroayk69nt0,0,42.9,18.2,2025-03-30T00:38:03.951Z,2025-03-30T00:39:14Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5608875927,3,,5608875939,213,0.30,5608875937,212,3.7,5608875929,168,,5608875935,141,19.8,5608875931,56,Back,5608875933,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290449,569,1,2,70,44,c9xffml4i7ihblp1qhus9w3fu,1,59.0,75.7,2025-03-30T00:38:06.157Z,2025-03-30T00:38:11Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5608875997,212,32.1,5608875993,140,46.3,5608875991,56,Back,5608876001,1,,5608875995,141,32.7,5608875999,213,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290477,570,1,2,70,50,c9xffml4i7ihblp1qhus9w3fu,1,46.3,32.7,2025-03-30T00:38:11.501Z,2025-03-30T00:38:13Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5608876149,141,30.9,5608876145,56,Center,5608876143,155,,5608876153,213,6.24,5608876151,212,25.5,5608876147,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290485,571,61,2,70,52,c9xffml4i7ihblp1qhus9w3fu,0,70.7,31.0,2025-03-30T00:38:13.608Z,2025-03-30T00:38:14Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5608876193,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290521,640,1,2,70,52,224tl8u2smnbyliroayk69nt0,0,19.7,83.9,2025-03-30T00:38:14.024Z,2025-03-30T00:38:17Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5608876371,141,80.9,5608876373,212,34.0,5608876381,1,,5608876369,140,52.0,5608876377,213,6.22,5608876367,56,Left,5608876365,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290585,572,1,2,70,56,c9xffml4i7ihblp1qhus9w3fu,1,42.9,24.3,2025-03-30T00:38:17.733Z,2025-03-30T00:38:21Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5608876711,213,0.07,5608876707,141,27.1,5608876709,212,26.8,5608876705,140,68.4,5608876701,3,,5608876703,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290591,573,1,2,71,0,c9xffml4i7ihblp1qhus9w3fu,0,68.4,27.1,2025-03-30T00:38:21.533Z,2025-03-30T00:38:22Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5608876749,56,Center,5608876757,213,1.17,5608876747,3,,5608876755,212,3.5,5608876751,140,69.7,5608876753,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290625,641,1,2,71,1,224tl8u2smnbyliroayk69nt0,1,43.1,74.4,2025-03-30T00:38:23.143Z,2025-03-30T00:38:24Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5608876919,213,0.89,5608876911,56,Back,5608876913,140,46.3,5608876915,141,80.5,5608876917,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290635,642,1,2,71,2,224tl8u2smnbyliroayk69nt0,1,46.4,81.4,2025-03-30T00:38:24.024Z,2025-03-30T00:38:25Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5608876959,212,3.2,5608876961,213,2.93,5608876955,140,43.4,5608876953,56,Back,5608876957,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290655,644,1,2,71,4,224tl8u2smnbyliroayk69nt0,1,43.0,82.4,2025-03-30T00:38:25.199Z,2025-03-30T00:38:26Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5608877049,141,81.5,5608877045,56,Back,5608877047,140,34.0,5608877055,213,3.21,5608877051,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290665,645,1,2,71,5,224tl8u2smnbyliroayk69nt0,1,32.9,82.4,2025-03-30T00:38:26.623Z,2025-03-30T00:38:28Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5608877137,213,6.04,5608877129,56,Center,5608877135,212,21.2,5608877131,140,52.5,5608877133,141,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290729,646,1,2,71,6,224tl8u2smnbyliroayk69nt0,1,55.3,75.3,2025-03-30T00:38:28.128Z,2025-03-30T00:38:33Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5608877465,140,84.2,5608877463,56,Left,5608877461,155,,5608877467,141,96.3,5608877469,212,33.5,5608877473,1,,5608877471,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290779,647,1,2,71,12,224tl8u2smnbyliroayk69nt0,0,93.6,94.1,2025-03-30T00:38:33.519Z,2025-03-30T00:38:37Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5608877827,56,Center,5608877823,2,,5608877837,1,,5608877835,213,4.45,5608877829,140,82.1,5608877833,212,46.3,5608877831,141,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290975,575,1,2,71,22,c9xffml4i7ihblp1qhus9w3fu,1,40.1,85.9,2025-03-30T00:38:43.357Z,2025-03-30T00:38:54Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5608878967,212,17.7,5608878965,141,76.7,5608878969,213,5.92,5608878963,140,55.9,5608878961,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290887,648,83,2,71,24,224tl8u2smnbyliroayk69nt0,0,30.9,25.2,2025-03-30T00:38:45.911Z,2025-03-30T00:38:57Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5608879253,399,2rsduabh7r8i29f9i6znwbfu1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290897,649,83,2,71,25,224tl8u2smnbyliroayk69nt0,0,27.4,23.7,2025-03-30T00:38:47.135Z,2025-03-30T00:38:57Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5608879241,399,2rsduabh7r8i29f9i6znwbfu1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291009,576,1,2,71,32,c9xffml4i7ihblp1qhus9w3fu,1,75.0,83.8,2025-03-30T00:38:54.045Z,2025-03-30T00:38:57Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5608879215,56,Left,5608879217,140,67.7,5608879223,213,3.32,5608879221,212,7.8,5608879219,141,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291141,577,1,2,71,37,c9xffml4i7ihblp1qhus9w3fu,1,67.7,81.8,2025-03-30T00:38:58.502Z,2025-03-30T01:19:09Z,8t6b8q53ovws370a1b27s85jo,R. Torres,1.0,,5608879849,140,92.6,5609047633,210,13,5608879857,1,,5608879845,155,,5608879843,2,,5608879853,212,39.2,5608879851,141,38.9,5608879855,213,5.44,5608879847,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291175,578,44,2,71,39,c9xffml4i7ihblp1qhus9w3fu,1,92.8,38.8,2025-03-30T00:39:00.309Z,2025-03-30T01:58:11Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5608880049,56,Center,5608880103,233,650,5608880051,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291057,650,44,2,71,39,224tl8u2smnbyliroayk69nt0,0,7.2,61.2,2025-03-30T00:39:00.310Z,2025-03-30T00:39:07Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5608880135,233,578,5608879469,56,Back,5608879471,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291179,579,13,2,71,39,c9xffml4i7ihblp1qhus9w3fu,1,92.6,38.9,2025-03-30T00:39:00.998Z,2025-03-30T01:43:20Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5608882147,15,,5608882859,73,,5608882153,153,,5608880071,22,,5608882865,55,577,5608882151,328,,5608880073,17,,5608882875,146,96.2,5608882877,147,53.1,5608882881,231,49.3,5608882871,103,26.4,5608882863,29,5608882879,230,99.1,5608882869,102,63.7,5608882873,215,,5608880075,56,,Center,,,,,
2793291133,652,4,2,71,42,224tl8u2smnbyliroayk69nt0,1,7.8,44.1,2025-03-30T00:39:03.735Z,2025-03-30T01:17:20Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5608880359,233,580,5608879917,265,,5608879915,152,,5608879921,285,,5608879911,13,,5608879913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291201,580,4,2,71,42,c9xffml4i7ihblp1qhus9w3fu,0,92.2,55.9,2025-03-30T00:39:03.736Z,2025-03-30T01:17:20Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5608880305,152,,5608880301,13,,5608880381,233,652,5608880303,56,Center,5608880313,286,,5608880309,265,,5608888307,55,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292095,583,17,2,71,45,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-30T00:39:06.549Z,2025-03-30T00:40:53Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5608885683,13,243,5608888275,55,580,5608885681,392,,5608888527,189,,5608885679,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291817,581,27,2,72,21,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-30T00:39:42.263Z,2025-03-30T01:23:43Z,,,,,5609062873,233,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291683,653,27,2,72,21,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-03-30T00:39:42.263Z,2025-03-30T01:23:42Z,,,,,5609062845,233,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291825,582,28,2,72,22,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-30T00:39:43.640Z,2025-03-30T01:23:43Z,,,,,5609062885,233,654,5608883785,55,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291695,654,28,2,72,22,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-03-30T00:39:43.640Z,2025-03-30T01:23:43Z,,,,,5608882993,55,653,5609062881,233,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292271,584,18,2,73,15,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-30T00:40:36.485Z,2025-03-30T00:40:37Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5608886673,44,Forward,5608886771,55,585,5608886669,42,,5608886677,59,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292281,585,19,2,73,15,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-30T00:40:36.486Z,2025-03-30T01:33:45Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5608886735,55,584,5608886729,292,6,5608886733,44,Midfielder,5608886731,293,5,5608886727,59,7,5608886725,145,11,5608886721,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292691,655,18,2,73,40,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-03-30T00:41:01.491Z,2025-03-30T00:41:02Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5608889317,42,,5608889429,55,656,5608889321,59,8,5608889319,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292701,656,19,2,73,40,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-03-30T00:41:01.492Z,2025-03-30T00:41:03Z,6emdaopgvgmxzmuj4bu1tz7my,M. Broughton,,,5608889381,293,1,5608889383,44,Defender,5608889377,59,6,5608889385,55,655,5608889375,145,3,5608889379,292,3,5608889371,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292929,657,1,2,73,59,224tl8u2smnbyliroayk69nt0,1,11.9,31.3,2025-03-30T00:41:20.581Z,2025-03-30T00:41:23Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5608890923,213,6.16,5608890921,212,47.6,5608890925,1,,5608890919,141,22.7,5608890909,5,,5608890913,152,,5608890911,157,,5608890915,56,Center,5608890917,140,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292931,658,44,2,74,1,224tl8u2smnbyliroayk69nt0,1,67.0,35.3,2025-03-30T00:41:22.669Z,2025-03-30T01:58:11Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5608890941,233,586,5608890931,56,Center,5608890933,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292923,586,44,2,74,1,c9xffml4i7ihblp1qhus9w3fu,0,33.0,64.7,2025-03-30T00:41:22.670Z,2025-03-30T01:58:12Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5608890995,233,658,5608890871,56,Back,5608890873,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292949,659,1,2,74,1,224tl8u2smnbyliroayk69nt0,0,61.5,22.7,2025-03-30T00:41:22.709Z,2025-03-30T01:18:18Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5608891087,140,67.8,5608891093,213,6.19,5608891091,212,6.6,5608891083,168,,5608891081,3,,5608891085,56,Center,5608891089,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292925,587,61,2,74,2,c9xffml4i7ihblp1qhus9w3fu,1,29.7,57.2,2025-03-30T00:41:23.278Z,2025-03-30T00:41:23Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5608890887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292985,588,1,2,74,4,c9xffml4i7ihblp1qhus9w3fu,1,26.7,47.3,2025-03-30T00:41:25.534Z,2025-03-30T00:41:27Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5608891289,212,31.0,5608891285,140,42.6,5608891281,3,,5608891283,56,Back,5608891291,213,1.00,5608891287,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293027,590,1,2,74,7,c9xffml4i7ihblp1qhus9w3fu,1,42.6,85.7,2025-03-30T00:41:28.237Z,2025-03-30T00:41:30Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5608891477,212,12.0,5608891473,140,39.2,5608891471,56,Back,5608891475,141,68.8,5608891479,213,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293057,591,1,2,74,8,c9xffml4i7ihblp1qhus9w3fu,1,39.2,68.8,2025-03-30T00:41:29.989Z,2025-03-30T00:41:31Z,8t6b8q53ovws370a1b27s85jo,R. Torres,,,5608891607,212,6.9,5608891605,141,60.8,5608891609,213,5.38,5608891603,140,43.3,5608891601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293157,592,1,2,74,10,c9xffml4i7ihblp1qhus9w3fu,1,43.3,60.8,2025-03-30T00:41:31.374Z,2025-03-30T00:41:38Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5608892185,56,Center,5608892187,140,62.2,5608892189,141,60.5,5608892193,213,6.27,5608892191,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293203,593,1,2,74,17,c9xffml4i7ihblp1qhus9w3fu,1,61.0,55.2,2025-03-30T00:41:38.414Z,2025-03-30T00:41:42Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5608892459,213,5.45,5608892461,1,,5608892449,155,,5608892455,141,13.1,5608892451,56,Right,5608892453,140,85.6,5608892457,212,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293273,594,1,2,74,20,c9xffml4i7ihblp1qhus9w3fu,1,85.6,13.1,2025-03-30T00:41:42.093Z,2025-03-30T00:41:46Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5608892857,213,2.79,5608892849,56,Right,5608892853,141,15.3,5608892851,140,81.7,5608892855,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293299,595,1,2,74,25,c9xffml4i7ihblp1qhus9w3fu,0,94.8,25.6,2025-03-30T00:41:46.277Z,2025-03-30T00:41:47Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5608892979,140,93.8,5608892983,212,7.6,5608892981,141,36.7,5608892985,213,1.71,5608892977,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293339,660,12,2,74,25,224tl8u2smnbyliroayk69nt0,1,8.2,66.4,2025-03-30T00:41:46.796Z,2025-03-30T01:18:00Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5608893195,212,9.3,5608893191,140,0.0,5608893297,167,,5608893193,141,68.1,5608893189,56,Back,5608893197,213,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293313,596,6,2,74,26,c9xffml4i7ihblp1qhus9w3fu,1,98.1,33.7,2025-03-30T00:41:48.078Z,2025-03-30T01:17:25Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5608893141,56,Center,5608893143,75,,5608893495,233,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293345,661,6,2,74,26,224tl8u2smnbyliroayk69nt0,0,1.9,66.3,2025-03-30T00:41:48.078Z,2025-03-30T01:17:26Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5608893537,233,596,5608893443,73,,5608893441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293817,597,1,2,74,51,c9xffml4i7ihblp1qhus9w3fu,1,99.4,0.7,2025-03-30T00:42:12.511Z,2025-03-30T01:20:40Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,1.0,,5608896165,140,97.6,5608896163,56,Center,5608896951,154,,5608896169,212,35.3,5608896157,6,,5608896949,210,13,5608896173,1,,5608896161,223,,5608896159,155,,5608896167,141,52.6,5608896155,2,,5608896171,213,,,,,,,,,,,,1.62,,,,,,
2793293825,598,13,2,74,53,c9xffml4i7ihblp1qhus9w3fu,1,99.0,56.4,2025-03-30T00:42:14.773Z,2025-03-30T01:43:58Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5608896969,102,32.1,5608896957,25,,5608896973,230,100,5608896975,231,50.9,5608896213,56,Center,5608896965,55,597,5608896963,154,,5608896643,328,,5609112387,214,,5608896639,15,,5608896971,103,23.6,5608896211,61,5608896961,29,,5608896959,75,,,,,,,,,,,,,
2793293849,599,5,2,74,55,c9xffml4i7ihblp1qhus9w3fu,0,100.8,56.2,2025-03-30T00:42:17.061Z,2025-03-30T01:27:57Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5608896351,56,Center,5608896353,346,,5609043241,233,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793294257,662,5,2,74,55,224tl8u2smnbyliroayk69nt0,1,-0.8,43.8,2025-03-30T00:42:17.061Z,2025-03-30T01:27:56Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5609043231,233,599,5608898627,346,,5608898625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793294307,663,1,2,75,29,224tl8u2smnbyliroayk69nt0,1,4.2,43.0,2025-03-30T00:42:50.652Z,2025-03-30T00:42:54Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5608898905,212,56.3,5608898901,141,30.9,5608898913,1,,5608898899,140,57.2,5608898907,213,6.14,5608898897,56,Center,5608898921,74,,5608898895,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793294317,664,44,2,75,33,224tl8u2smnbyliroayk69nt0,1,70.4,32.0,2025-03-30T00:42:54.219Z,2025-03-30T00:42:59Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5608898971,286,,5608898969,56,Center,5608899009,233,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793294313,600,44,2,75,33,c9xffml4i7ihblp1qhus9w3fu,0,29.6,68.0,2025-03-30T00:42:54.220Z,2025-03-30T00:42:59Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5608898949,56,Back,5608898951,285,,5608899029,233,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793294323,665,1,2,75,33,224tl8u2smnbyliroayk69nt0,0,57.2,30.9,2025-03-30T00:42:54.443Z,2025-03-30T00:42:55Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5608898995,56,Center,5608898991,3,,5608898993,168,,5608898997,140,60.7,5608898999,141,30.1,5608899003,213,6.14,5608899001,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793294319,601,61,2,75,33,c9xffml4i7ihblp1qhus9w3fu,1,20.9,67.3,2025-03-30T00:42:54.962Z,2025-03-30T00:42:55Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5608898985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793294431,602,2,2,75,37,c9xffml4i7ihblp1qhus9w3fu,1,38.7,58.5,2025-03-30T00:42:58.327Z,2025-03-30T00:43:03Z,8t6b8q53ovws370a1b27s85jo,R. Torres,,,5608899665,141,47.9,5608899727,1,,5608899663,140,74.7,5608899725,7,2rsduabh7r8i29f9i6znwbfu1,5608899729,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793294859,667,1,2,76,5,224tl8u2smnbyliroayk69nt0,0,33.5,42.5,2025-03-30T00:43:26.619Z,2025-03-30T00:43:28Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5608901909,141,24.6,5608901905,56,Center,5608901903,241,,5608901901,157,,5608901911,212,40.4,5608901913,213,5.98,5608901907,140,70.2,5608901915,1,,5608901899,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793294891,603,1,2,76,8,c9xffml4i7ihblp1qhus9w3fu,1,25.8,91.0,2025-03-30T00:43:29.229Z,2025-03-30T01:20:30Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5608902059,212,4.4,5608902061,213,6.01,5608902055,140,29.8,5608902051,3,,5608902053,56,Back,5608902057,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793294897,604,3,2,76,9,c9xffml4i7ihblp1qhus9w3fu,0,30.0,82.2,2025-03-30T00:43:30.605Z,2025-03-30T01:22:07Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5608902095,56,Back,5608902395,233,668,5608902097,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793294953,668,7,2,76,9,224tl8u2smnbyliroayk69nt0,1,70.0,17.8,2025-03-30T00:43:30.606Z,2025-03-30T01:22:06Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5608902389,233,604,5608902369,56,Right,5608902393,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793294957,669,43,2,76,14,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-03-30T00:43:35.812Z,2025-03-30T01:15:40Z,6emdaopgvgmxzmuj4bu1tz7my,M. Broughton,,,5609035629,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
