id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2792356441,619,5,2,74,15,aj8ytsr2ap33tod0hd8ofzaw9,0,100.6,76.4,2025-03-29T01:40:08.436Z,2025-03-29T02:49:29Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603853701,233,541,5603853233,346,,5603853231,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356537,542,1,2,74,47,7neuneh44n9rtsfsh6r0sb9no,1,4.3,47.2,2025-03-29T01:40:40.415Z,2025-03-29T01:40:47Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5603853865,74,,5603853855,141,71.7,5603853845,124,,5603853857,212,68.1,5603853861,1,,5603853853,140,67.2,5603853849,56,Center,5603853859,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356541,543,44,2,74,53,7neuneh44n9rtsfsh6r0sb9no,1,74.7,75.6,2025-03-29T01:40:46.291Z,2025-03-29T02:49:09Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5603853911,233,620,5603853889,286,,5603853887,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356525,620,44,2,74,53,aj8ytsr2ap33tod0hd8ofzaw9,0,25.3,24.4,2025-03-29T01:40:46.292Z,2025-03-29T02:49:10Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5603853791,285,,5603853919,233,543,5603853789,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356547,544,1,2,74,54,7neuneh44n9rtsfsh6r0sb9no,1,67.2,71.7,2025-03-29T01:40:46.941Z,2025-03-29T01:54:34Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5603853945,213,4.50,5603853939,140,66.4,5603853937,56,Center,5603853935,3,,5603853943,212,4.0,5603853941,141,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356563,545,1,2,74,56,7neuneh44n9rtsfsh6r0sb9no,1,66.4,66.0,2025-03-29T01:40:48.886Z,2025-03-29T01:40:51Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5603853989,3,,5603853995,141,82.1,5603853997,212,26.6,5603853993,140,89.5,5603853991,56,Left,5603853999,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356567,546,1,2,74,58,7neuneh44n9rtsfsh6r0sb9no,0,89.5,83.2,2025-03-29T01:40:51.230Z,2025-03-29T01:40:52Z,2p1887g4xd36ac2trpyf42wru,L. Jamieson,,,5603854039,140,91.4,5603854045,213,5.33,5603854037,56,Left,5603854041,141,79.1,5603854117,236,,5603854035,155,,5603854119,233,621,5603854033,2,,5603854043,212,3.4,5603854123,286,,,,,,,,,,,,,,,,,,,,,,,,,
2792356573,621,12,2,74,58,aj8ytsr2ap33tod0hd8ofzaw9,1,8.1,15.5,2025-03-29T01:40:51.330Z,2025-03-29T01:40:53Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603854093,185,,5603854133,233,546,5603854097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356665,547,5,2,75,1,7neuneh44n9rtsfsh6r0sb9no,1,89.6,101.0,2025-03-29T01:40:53.919Z,2025-03-29T02:49:29Z,2p1887g4xd36ac2trpyf42wru,L. Jamieson,,,5603854555,56,Left,5603854573,233,622,5603854557,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356597,622,5,2,75,1,aj8ytsr2ap33tod0hd8ofzaw9,0,10.4,-1.0,2025-03-29T01:40:53.919Z,2025-03-29T02:49:29Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603854599,233,547,5603854231,56,Back,5603854233,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356677,548,1,2,75,12,7neuneh44n9rtsfsh6r0sb9no,1,88.6,100.0,2025-03-29T01:41:05.301Z,2025-03-29T01:41:07Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5603854649,140,88.6,5603854653,212,13.7,5603854651,141,81.5,5603854647,56,Left,5603854655,213,4.71,5603854645,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356685,549,1,2,75,14,7neuneh44n9rtsfsh6r0sb9no,1,88.6,81.5,2025-03-29T01:41:07.013Z,2025-03-29T01:41:07Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5603854693,56,Left,5603854699,212,2.4,5603854697,141,85.1,5603854701,213,1.57,5603854695,140,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356713,550,1,2,75,14,7neuneh44n9rtsfsh6r0sb9no,1,88.6,85.1,2025-03-29T01:41:07.565Z,2025-03-29T01:41:13Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5603854805,140,92.4,5603854809,212,4.4,5603854803,56,Left,5603854811,213,5.84,5603854807,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356715,551,61,2,75,20,7neuneh44n9rtsfsh6r0sb9no,0,92.4,83.6,2025-03-29T01:41:12.949Z,2025-03-29T01:42:45Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5603854821,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356717,623,12,2,75,20,aj8ytsr2ap33tod0hd8ofzaw9,1,9.9,36.1,2025-03-29T01:41:13.444Z,2025-03-29T01:41:15Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5603854853,15,,5603854835,141,24.7,5603854837,212,8.6,5603854839,213,5.17,5603854833,140,13.5,5603854831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356727,624,12,2,75,22,aj8ytsr2ap33tod0hd8ofzaw9,1,13.5,24.7,2025-03-29T01:41:15.309Z,2025-03-29T01:41:21Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5603854889,213,0.16,5603854883,140,29.3,5603854885,141,28.6,5603854881,56,Back,5603854887,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356725,552,1,2,75,22,7neuneh44n9rtsfsh6r0sb9no,1,75.1,74.6,2025-03-29T01:41:15.358Z,2025-03-29T01:58:10Z,9r38gjqqpwb3jue2rna0nwdsl,J. Portillo,,,5603863919,141,74.6,5603863921,212,4.0,5603863923,213,0.00,5603863917,140,78.9,5603854879,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356763,554,1,2,75,24,7neuneh44n9rtsfsh6r0sb9no,1,84.2,70.0,2025-03-29T01:41:17.402Z,2025-03-29T01:41:21Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5603855093,56,Center,5603855099,212,11.7,5603855097,141,74.8,5603855095,140,94.9,5603855101,213,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356781,555,1,2,75,28,7neuneh44n9rtsfsh6r0sb9no,1,94.9,74.8,2025-03-29T01:41:20.996Z,2025-03-29T01:41:31Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,1.0,,5603855165,56,Center,5603855169,141,67.5,5603855173,213,3.66,5603855171,212,9.9,5603855549,210,15,5603855167,140,86.7,5603855551,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356783,556,15,2,75,28,7neuneh44n9rtsfsh6r0sb9no,1,86.4,58.7,2025-03-29T01:41:21.385Z,2025-03-29T02:33:48Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5603855579,103,19,5603937731,72,,5603855569,29,,5603855571,154,,5603855587,231,50.5,5603855611,233,625,5603855577,102,50.4,5603855581,146,88.2,5603937735,78,,5603855585,230,98.9,5603855355,82,5603937733,17,,,5603855573,55,5603855583,147,555,5603855181,56,Center,5603855177,22,,,,,57.6,,,
2792356773,625,10,2,75,28,aj8ytsr2ap33tod0hd8ofzaw9,1,11.4,34.7,2025-03-29T01:41:21.485Z,2025-03-29T01:41:32Z,bw0h202lprp7jzdtp6hv78ixh,Marcos Cerato,,,5603855639,233,556,5603855149,94,,5603855151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356825,627,1,2,75,30,aj8ytsr2ap33tod0hd8ofzaw9,1,7.8,34.8,2025-03-29T01:41:22.780Z,2025-03-29T01:41:29Z,bw0h202lprp7jzdtp6hv78ixh,Marcos Cerato,,,5603855441,213,0.49,5603855437,212,26.4,5603855429,56,Back,5603855431,140,30.0,5603855433,141,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356787,557,83,2,75,30,7neuneh44n9rtsfsh6r0sb9no,0,85.9,66.7,2025-03-29T01:41:22.798Z,2025-03-29T01:41:33Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5603855691,399,do5q14naxm61jw8px8qvacn4k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356861,628,1,2,75,36,aj8ytsr2ap33tod0hd8ofzaw9,1,53.0,60.9,2025-03-29T01:41:29.228Z,2025-03-29T01:41:33Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5603855671,141,20.9,5603855675,213,5.37,5603855673,212,34.2,5603855669,140,72.8,5603855667,56,Right,5603855677,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356903,629,1,2,75,41,aj8ytsr2ap33tod0hd8ofzaw9,0,78.3,23.4,2025-03-29T01:41:33.741Z,2025-03-29T01:41:39Z,1o7iht0ow216jvo5qm64akup6,S. Stojanovic,,,5603855895,141,66.9,5603855887,2,,5603855889,155,,5603855901,1,,5603855891,56,Center,5603855893,140,91.8,5603855899,213,1.12,5603855897,212,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356909,558,44,2,75,45,7neuneh44n9rtsfsh6r0sb9no,1,8.0,30.4,2025-03-29T01:41:37.804Z,2025-03-29T02:49:10Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5603855917,285,,5603855955,233,630,5603855915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356907,630,44,2,75,45,aj8ytsr2ap33tod0hd8ofzaw9,0,92.0,69.6,2025-03-29T01:41:37.805Z,2025-03-29T02:49:10Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5603855913,286,,5603855911,56,Center,5603855967,233,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356913,559,12,2,75,45,7neuneh44n9rtsfsh6r0sb9no,1,7.7,25.9,2025-03-29T01:41:38.468Z,2025-03-29T01:54:06Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5603855941,15,,5603855939,213,5.24,5603855931,56,Back,5603855935,141,8.5,5603855933,140,14.3,5603855937,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356929,560,45,2,75,47,7neuneh44n9rtsfsh6r0sb9no,0,12.9,8.2,2025-03-29T01:41:40.453Z,2025-03-29T02:16:56Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5603856159,233,631,5603856039,56,Back,5603856041,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356941,631,3,2,75,47,aj8ytsr2ap33tod0hd8ofzaw9,1,87.1,91.8,2025-03-29T01:41:40.453Z,2025-03-29T02:16:55Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5603856135,233,560,5603856111,286,,5603856107,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356953,632,1,2,75,52,aj8ytsr2ap33tod0hd8ofzaw9,0,91.5,80.3,2025-03-29T01:41:45.197Z,2025-03-29T01:41:47Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5603856189,212,19.7,5603856183,56,Center,5603856179,2,,5603856187,141,53.3,5603856185,140,98.2,5603856191,213,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792356947,561,5,2,75,53,7neuneh44n9rtsfsh6r0sb9no,1,-1.0,42.0,2025-03-29T01:41:45.647Z,2025-03-29T02:49:30Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5603919349,346,,5603919393,233,795,5603919347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792368811,795,5,2,75,53,aj8ytsr2ap33tod0hd8ofzaw9,0,101.0,58.0,2025-03-29T01:41:45.647Z,2025-03-29T02:49:30Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5603919299,346,,5603919297,56,Center,5603919397,233,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357165,562,18,2,76,23,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-03-29T01:42:15.723Z,2025-03-29T01:42:16Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5603857331,55,563,5603857289,59,10,5603857285,42,,5603857287,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357171,563,19,2,76,23,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-03-29T01:42:15.724Z,2025-03-29T01:42:17Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,,5603857307,292,7,5603857311,44,Midfielder,5603857313,55,562,5603857301,145,7,5603857309,293,5,5603857295,42,,5603857305,59,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357253,564,18,2,76,32,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-03-29T01:42:25.133Z,2025-03-29T01:42:26Z,9r38gjqqpwb3jue2rna0nwdsl,J. Portillo,,,5603857677,59,43,5603857675,44,Midfielder,5603857673,42,,5603857725,55,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357257,565,19,2,76,32,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-03-29T01:42:25.134Z,2025-03-29T02:47:36Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5603857705,59,8,5603857703,145,8,5603857709,293,5,5603857699,42,,5603857707,292,7,5603857711,44,Midfielder,5603857713,55,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357469,566,1,2,76,58,7neuneh44n9rtsfsh6r0sb9no,0,3.4,51.6,2025-03-29T01:42:50.716Z,2025-03-29T02:16:48Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5603858785,1,,5603919835,237,,5603858775,56,Center,5603858781,212,52.8,5603858777,140,53.4,5603858783,213,0.10,5603919833,124,,5603858779,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357485,633,1,2,76,59,aj8ytsr2ap33tod0hd8ofzaw9,0,35.4,38.8,2025-03-29T01:42:52.484Z,2025-03-29T01:43:02Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603858875,141,0.0,5603859127,157,,5603858871,56,Right,5603858873,140,54.0,5603858879,213,5.33,5603858881,1,,5603858877,212,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357505,567,5,2,77,2,7neuneh44n9rtsfsh6r0sb9no,1,45.0,101.7,2025-03-29T01:42:55.417Z,2025-03-29T02:49:30Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5603859003,347,,5603859001,56,Back,5603859023,233,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357487,634,5,2,77,2,aj8ytsr2ap33tod0hd8ofzaw9,0,55.0,-1.7,2025-03-29T01:42:55.417Z,2025-03-29T02:49:31Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603859027,233,567,5603858889,347,,5603858887,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357537,568,1,2,77,10,7neuneh44n9rtsfsh6r0sb9no,1,48.5,100.0,2025-03-29T01:43:03.164Z,2025-03-29T01:43:05Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5603859221,213,5.45,5603859211,107,,5603859213,56,Center,5603859219,212,21.0,5603859217,141,78.4,5603859215,140,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357553,569,1,2,77,12,7neuneh44n9rtsfsh6r0sb9no,0,61.9,78.4,2025-03-29T01:43:05.188Z,2025-03-29T01:43:10Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5603859313,212,16.2,5603859311,141,54.8,5603859307,56,Center,5603859309,140,63.9,5603859317,1,,5603859315,213,4.84,5603859305,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357555,570,44,2,77,14,7neuneh44n9rtsfsh6r0sb9no,1,66.0,50.4,2025-03-29T01:43:07.263Z,2025-03-29T02:49:11Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,,5603859321,56,Center,5603861173,233,635,5603859323,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357545,635,44,2,77,14,aj8ytsr2ap33tod0hd8ofzaw9,0,34.0,49.6,2025-03-29T01:43:07.264Z,2025-03-29T02:49:11Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5603861199,233,570,5603859273,56,Back,5603859275,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357563,571,61,2,77,14,7neuneh44n9rtsfsh6r0sb9no,1,63.9,54.8,2025-03-29T01:43:07.427Z,2025-03-29T01:52:53Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,,5603859373,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357569,572,1,2,77,18,7neuneh44n9rtsfsh6r0sb9no,0,63.1,57.6,2025-03-29T01:43:11.429Z,2025-03-29T01:43:12Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5603859405,141,35.5,5603859409,213,4.02,5603859399,56,Center,5603859403,140,51.2,5603859411,1,,5603859397,157,,5603859407,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357567,636,61,2,77,18,aj8ytsr2ap33tod0hd8ofzaw9,0,46.0,68.7,2025-03-29T01:43:11.507Z,2025-03-29T01:43:11Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5603859389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357587,573,1,2,77,21,7neuneh44n9rtsfsh6r0sb9no,1,40.0,23.3,2025-03-29T01:43:14.523Z,2025-03-29T01:43:15Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5603859515,213,0.88,5603859505,3,,5603859507,56,Back,5603859513,212,9.2,5603859511,141,33.7,5603859509,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357591,574,1,2,77,22,7neuneh44n9rtsfsh6r0sb9no,1,45.6,33.7,2025-03-29T01:43:15.579Z,2025-03-29T01:43:16Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5603859537,140,49.9,5603859539,141,22.2,5603859543,213,5.24,5603859541,212,9.0,5603859535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357603,575,1,2,77,23,7neuneh44n9rtsfsh6r0sb9no,1,49.9,22.2,2025-03-29T01:43:16.299Z,2025-03-29T01:43:18Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5603859603,56,Right,5603859609,212,21.4,5603859607,141,17.0,5603859611,213,6.12,5603859605,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357645,576,1,2,77,29,7neuneh44n9rtsfsh6r0sb9no,0,73.4,17.4,2025-03-29T01:43:21.738Z,2025-03-29T01:43:23Z,2p1887g4xd36ac2trpyf42wru,L. Jamieson,,,5603859847,213,0.15,5603859845,212,21.1,5603859841,140,93.3,5603859843,141,21.9,5603859839,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357657,638,1,2,77,32,aj8ytsr2ap33tod0hd8ofzaw9,1,8.4,70.0,2025-03-29T01:43:24.839Z,2025-03-29T01:43:26Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603859947,213,0.99,5603859939,56,Back,5603859945,212,17.4,5603859943,141,91.4,5603859941,140,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357669,639,1,2,77,33,aj8ytsr2ap33tod0hd8ofzaw9,0,17.5,91.4,2025-03-29T01:43:26.564Z,2025-03-29T01:43:28Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5603860061,236,,5603860063,233,577,5603859999,140,17.8,5603859997,56,Back,5603860067,286,,5603860005,213,0.00,5603860003,212,0.3,5603860001,141,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357675,577,74,2,77,33,7neuneh44n9rtsfsh6r0sb9no,1,84.4,12.9,2025-03-29T01:43:26.565Z,2025-03-29T02:16:58Z,2p1887g4xd36ac2trpyf42wru,L. Jamieson,,,5603860025,285,,5603860023,56,Right,5603860079,233,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357685,578,5,2,77,36,7neuneh44n9rtsfsh6r0sb9no,0,73.9,-0.8,2025-03-29T01:43:28.724Z,2025-03-29T02:49:32Z,2p1887g4xd36ac2trpyf42wru,L. Jamieson,,,5603860093,347,,5603860091,56,Right,5603860471,233,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357733,640,5,2,77,36,aj8ytsr2ap33tod0hd8ofzaw9,1,26.1,100.8,2025-03-29T01:43:28.724Z,2025-03-29T02:49:31Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5603860445,56,Back,5603860447,347,,5603860465,233,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357787,641,1,2,77,45,aj8ytsr2ap33tod0hd8ofzaw9,1,25.9,100.0,2025-03-29T01:43:38.596Z,2025-03-29T01:43:46Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603860795,141,90.3,5603860789,107,,5603860801,1,,5603860799,213,5.98,5603860793,140,49.8,5603860791,56,Back,5603860797,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357789,642,61,2,77,54,aj8ytsr2ap33tod0hd8ofzaw9,0,49.8,90.3,2025-03-29T01:43:46.819Z,2025-03-29T01:43:47Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5603860813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357791,579,1,2,77,54,7neuneh44n9rtsfsh6r0sb9no,0,58.0,12.9,2025-03-29T01:43:46.940Z,2025-03-29T01:43:47Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5603860825,141,10.1,5603860823,140,62.5,5603860821,56,Right,5603860819,157,,5603860829,213,5.90,5603860827,212,5.1,5603860831,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357799,643,1,2,77,55,aj8ytsr2ap33tod0hd8ofzaw9,0,36.4,90.5,2025-03-29T01:43:48.045Z,2025-03-29T01:43:48Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603860875,157,,5603860885,213,6.06,5603860879,140,63.1,5603860887,1,,5603860877,56,Left,5603860881,141,81.2,5603860883,212,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357825,580,1,2,77,56,7neuneh44n9rtsfsh6r0sb9no,0,36.0,27.0,2025-03-29T01:43:49.522Z,2025-03-29T01:43:53Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5603861029,140,59.9,5603861037,1,,5603861031,141,53.4,5603861033,212,30.9,5603861027,56,Center,5603861025,157,,5603861035,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357829,644,44,2,78,0,aj8ytsr2ap33tod0hd8ofzaw9,1,41.8,43.9,2025-03-29T01:43:52.963Z,2025-03-29T02:49:12Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5603861043,285,,5603861041,56,Back,5603861079,233,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357831,581,44,2,78,0,7neuneh44n9rtsfsh6r0sb9no,0,58.2,56.1,2025-03-29T01:43:52.964Z,2025-03-29T02:49:12Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5603861117,233,644,5603861045,56,Center,5603861047,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357851,645,1,2,78,0,aj8ytsr2ap33tod0hd8ofzaw9,0,44.5,39.4,2025-03-29T01:43:53.339Z,2025-03-29T01:43:57Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5603861185,140,48.4,5603861183,56,Back,5603861181,3,,5603861189,212,28.4,5603861187,141,0.0,5603861191,213,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357881,582,5,2,78,4,7neuneh44n9rtsfsh6r0sb9no,1,52.2,101.7,2025-03-29T01:43:56.857Z,2025-03-29T02:49:32Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5603861345,56,Left,5603861347,347,,5603861361,233,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792357855,646,5,2,78,4,aj8ytsr2ap33tod0hd8ofzaw9,0,47.8,-1.7,2025-03-29T01:43:56.857Z,2025-03-29T02:49:32Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5603861215,56,Back,5603861369,233,582,5603861219,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
