id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2793295155,615,1,2,75,54,8cpjplodpphtkbt0hq8sr8mqs,1,46.2,0.0,2025-03-30T00:43:51.321Z,2025-03-30T00:43:53Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5608903533,107,,5608903537,140,33.3,5608903543,212,19.1,5608903535,56,Back,5608903547,213,2.36,5608903539,141,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295189,616,1,2,75,55,8cpjplodpphtkbt0hq8sr8mqs,1,33.3,17.9,2025-03-30T00:43:52.376Z,2025-03-30T00:43:55Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5608903737,213,1.41,5608903731,140,37.6,5608903733,141,57.9,5608903735,212,27.6,5608903729,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295227,617,1,2,75,58,8cpjplodpphtkbt0hq8sr8mqs,1,36.5,68.2,2025-03-30T00:43:55.120Z,2025-03-30T00:43:57Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5608903937,1,,5608903931,141,96.6,5608903933,212,32.2,5608903935,213,0.64,5608903927,56,Left,5608903929,140,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295271,618,1,2,76,0,8cpjplodpphtkbt0hq8sr8mqs,1,61.9,96.6,2025-03-30T00:43:57.603Z,2025-03-30T00:43:58Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5608904083,140,58.1,5608904087,212,11.2,5608904085,141,81.2,5608904089,213,4.35,5608904081,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295305,619,1,2,76,1,8cpjplodpphtkbt0hq8sr8mqs,1,58.1,81.2,2025-03-30T00:43:58.776Z,2025-03-30T00:44:01Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5608904291,141,93.2,5608904289,140,85.5,5608904295,213,0.28,5608904287,56,Left,5608904293,212,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295333,620,1,2,76,4,8cpjplodpphtkbt0hq8sr8mqs,0,85.5,93.2,2025-03-30T00:44:01.456Z,2025-03-30T00:44:02Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5608904429,212,19.9,5608904421,155,,5608904431,213,4.96,5608904423,56,Center,5608904427,141,64.9,5608904425,140,90.2,5608904419,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295345,667,12,2,76,5,ak0rmms5xl49w57i2rvid1tk9,1,9.9,39.1,2025-03-30T00:44:02.516Z,2025-03-30T00:44:04Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5608904491,56,Back,5608904499,213,3.74,5608904497,212,13.2,5608904553,167,,5608904493,140,0.0,5608904495,141,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295357,621,6,2,76,6,8cpjplodpphtkbt0hq8sr8mqs,1,96.7,69.2,2025-03-30T00:44:03.468Z,2025-03-30T01:21:37Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5608904617,56,Center,5608904619,73,,5608905689,233,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295351,668,6,2,76,6,ak0rmms5xl49w57i2rvid1tk9,0,3.3,30.8,2025-03-30T00:44:03.468Z,2025-03-30T01:21:38Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5608905705,233,621,5608905647,56,Back,5608905649,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295461,622,1,2,76,12,8cpjplodpphtkbt0hq8sr8mqs,1,99.5,99.5,2025-03-30T00:44:09.176Z,2025-03-30T00:44:14Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5608905135,141,95.4,5608905133,140,86.2,5608905137,212,14.2,5608905129,6,,5608905139,213,3.34,5608905131,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295485,623,1,2,76,13,8cpjplodpphtkbt0hq8sr8mqs,1,86.2,95.4,2025-03-30T00:44:10.208Z,2025-03-30T00:44:12Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5608905263,56,Left,5608905269,212,11.6,5608905267,141,85.7,5608905271,213,5.68,5608905265,140,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295503,624,1,2,76,15,8cpjplodpphtkbt0hq8sr8mqs,1,95.9,85.0,2025-03-30T00:44:11.879Z,2025-03-30T00:44:17Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5608905637,1,,5608905401,56,Right,5608905409,213,4.63,5608905397,2,,5608905407,212,56.2,5608905403,140,91.7,5608905405,141,2.6,5608905399,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295599,625,1,2,76,19,8cpjplodpphtkbt0hq8sr8mqs,1,91.7,2.6,2025-03-30T00:44:16.824Z,2025-03-30T00:44:21Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5608905975,141,10.6,5608905979,213,2.64,5608905973,140,82.2,5608905971,56,Right,5608905977,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295615,626,1,2,76,24,8cpjplodpphtkbt0hq8sr8mqs,1,83.3,7.1,2025-03-30T00:44:21.008Z,2025-03-30T00:44:22Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5608906071,212,10.8,5608906065,56,Right,5608906067,140,93.4,5608906073,213,6.09,5608906069,141,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295641,627,1,2,76,25,8cpjplodpphtkbt0hq8sr8mqs,1,93.4,4.0,2025-03-30T00:44:22.104Z,2025-03-30T00:44:23Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5608906249,213,2.98,5608906229,56,Right,5608906245,212,9.1,5608906239,141,6.1,5608906233,140,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295659,628,1,2,76,26,8cpjplodpphtkbt0hq8sr8mqs,1,82.6,5.6,2025-03-30T00:44:23.784Z,2025-03-30T00:44:25Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5608906327,56,Right,5608906335,212,8.4,5608906329,140,81.7,5608906331,141,17.9,5608906339,213,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295677,629,1,2,76,28,8cpjplodpphtkbt0hq8sr8mqs,1,81.7,18.3,2025-03-30T00:44:25.271Z,2025-03-30T00:44:26Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5608906413,141,24.3,5608906417,213,0.52,5608906411,140,88.5,5608906409,56,Center,5608906415,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295737,630,1,2,76,29,8cpjplodpphtkbt0hq8sr8mqs,1,88.5,24.3,2025-03-30T00:44:26.168Z,2025-03-30T00:44:30Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5608906729,140,84.4,5608906727,56,Center,5608906735,213,2.35,5608906733,212,6.1,5608906731,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295761,631,1,2,76,33,8cpjplodpphtkbt0hq8sr8mqs,1,86.7,33.0,2025-03-30T00:44:30.487Z,2025-03-30T01:27:02Z,d50x000h9o6i8kd8aihie4lx,M. Foster,1.0,,5609073713,154,,5608906865,212,6.5,5609073711,210,15,5608906863,141,42.2,5608906859,56,Center,5608906861,140,85.0,5608906867,213,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295767,632,15,2,76,34,8cpjplodpphtkbt0hq8sr8mqs,1,84.2,49.1,2025-03-30T00:44:31.607Z,2025-03-30T02:20:08Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5609073727,328,,5608908097,103,19,5609073719,29,,5608908159,233,669,5609182225,25,,5608907905,82,,5608908111,146,88.9,5608908115,147,49.8,5609073723,55,5608908117,230,98.9,5608906929,56,Center,631,5608908093,102,51.5,5609074251,78,,5608907901,20,,5609073721,154,5608908119,231,,5608906927,17,,,,,,49.6
2793295785,669,10,2,76,34,ak0rmms5xl49w57i2rvid1tk9,1,8.4,55.2,2025-03-30T00:44:31.707Z,2025-03-30T01:13:44Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5608907045,56,Back,5608907043,94,,5608908203,233,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295855,633,1,2,76,40,8cpjplodpphtkbt0hq8sr8mqs,0,99.7,34.2,2025-03-30T00:44:37.279Z,2025-03-30T00:44:37Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5608907475,141,43.3,5608907471,56,Center,5608907477,212,7.7,5608907479,213,2.21,5608907473,140,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793295933,670,12,2,76,42,ak0rmms5xl49w57i2rvid1tk9,1,8.8,54.3,2025-03-30T00:44:39.116Z,2025-03-30T00:44:41Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5608907877,140,15.8,5608907879,141,88.1,5608907875,56,Back,5608907883,213,1.26,5608907881,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793296159,672,1,2,76,55,ak0rmms5xl49w57i2rvid1tk9,1,52.6,73.0,2025-03-30T00:44:52.259Z,2025-03-30T00:44:53Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5608909073,213,3.91,5608909069,141,51.6,5608909071,212,21.0,5608909065,56,Back,5608909067,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793296213,673,1,2,76,56,ak0rmms5xl49w57i2rvid1tk9,1,38.2,51.6,2025-03-30T00:44:53.203Z,2025-03-30T00:44:56Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5608909355,140,42.1,5608909353,56,Back,5608909357,141,16.1,5608909359,212,24.5,5608909361,213,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793296247,674,1,2,76,59,ak0rmms5xl49w57i2rvid1tk9,1,43.0,18.8,2025-03-30T00:44:56.075Z,2025-03-30T00:44:58Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5608909535,141,4.1,5608909533,140,59.6,5608909539,213,5.76,5608909537,212,20.1,5608909531,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793296295,675,1,2,77,1,ak0rmms5xl49w57i2rvid1tk9,1,60.0,4.9,2025-03-30T00:44:58.475Z,2025-03-30T00:45:00Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5608909793,212,17.0,5608909787,56,Back,5608909795,213,2.98,5608909789,140,44.0,5608909791,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793296337,676,1,2,77,3,ak0rmms5xl49w57i2rvid1tk9,1,40.0,13.2,2025-03-30T00:45:00.747Z,2025-03-30T00:45:03Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5608910041,56,Back,5608910049,213,2.48,5608910045,141,24.6,5608910047,212,12.6,5608910043,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793296387,677,1,2,77,6,ak0rmms5xl49w57i2rvid1tk9,1,31.1,25.9,2025-03-30T00:45:03.506Z,2025-03-30T00:45:07Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5608910365,212,23.0,5608910367,213,2.54,5608910361,140,13.0,5608910359,56,Back,5608910363,141,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793296531,678,1,2,77,10,ak0rmms5xl49w57i2rvid1tk9,0,14.2,45.4,2025-03-30T00:45:07.100Z,2025-03-30T00:45:14Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5608911099,140,56.6,5608911091,155,,5608911109,213,0.56,5608911101,141,86.5,5608911105,212,52.6,5608911095,56,Left,5608911115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793296529,634,44,2,77,15,8cpjplodpphtkbt0hq8sr8mqs,1,44.8,12.0,2025-03-30T00:45:12.654Z,2025-03-30T01:56:05Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5608911083,56,Back,5608911085,285,,5608911275,233,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793296535,679,44,2,77,15,ak0rmms5xl49w57i2rvid1tk9,0,55.2,88.0,2025-03-30T00:45:12.655Z,2025-03-30T01:56:05Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5608911119,56,Left,5608911121,286,,5608911307,233,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793296607,635,1,2,77,16,8cpjplodpphtkbt0hq8sr8mqs,1,46.9,9.5,2025-03-30T00:45:12.991Z,2025-03-30T00:45:17Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5608911545,141,20.3,5608911547,212,20.4,5608911543,140,65.0,5608911539,3,,5608911541,56,Right,5608911549,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793296617,636,4,2,77,19,8cpjplodpphtkbt0hq8sr8mqs,1,65.7,14.1,2025-03-30T00:45:16.861Z,2025-03-30T01:26:28Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5608911641,13,,5608911649,286,,5608911643,56,Right,5608911645,152,,5609070941,233,819,5609071271,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793326159,819,4,2,77,20,ak0rmms5xl49w57i2rvid1tk9,0,34.3,85.9,2025-03-30T00:45:16.862Z,2025-03-30T01:26:27Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5609070919,152,,5609070945,233,636,5609070915,294,,5609070921,285,,5609070917,56,Back,5609070913,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793296905,637,1,2,77,33,8cpjplodpphtkbt0hq8sr8mqs,1,62.0,15.3,2025-03-30T00:45:30.590Z,2025-03-30T00:45:32Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5608913085,140,53.6,5608913083,56,Center,5608913087,141,36.1,5608913079,5,,5608913089,212,16.7,5608913081,152,,5608913091,213,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793296953,638,1,2,77,35,8cpjplodpphtkbt0hq8sr8mqs,1,53.6,36.1,2025-03-30T00:45:32.710Z,2025-03-30T00:45:34Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5608913333,141,63.7,5608913337,213,1.47,5608913331,140,55.4,5608913329,56,Center,5608913335,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793297025,639,1,2,77,37,8cpjplodpphtkbt0hq8sr8mqs,1,55.0,63.7,2025-03-30T00:45:34.622Z,2025-03-30T00:45:38Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5608913705,212,41.1,5608913697,56,Left,5608913711,1,,5608913699,140,88.5,5608913701,141,95.1,5608913695,155,,5608913709,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793297073,640,1,2,77,40,8cpjplodpphtkbt0hq8sr8mqs,0,93.2,91.6,2025-03-30T00:45:37.631Z,2025-03-30T01:25:35Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5608913967,56,Left,5609068277,233,680,5608913963,2,,5608913971,141,88.1,5609068275,236,,5608913975,213,4.50,5608913969,140,92.7,5608913973,212,2.4,5609068281,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793297067,680,12,2,77,40,ak0rmms5xl49w57i2rvid1tk9,1,10.6,18.8,2025-03-30T00:45:37.731Z,2025-03-30T01:25:35Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5609068339,233,640,5608913931,185,,5608913933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793297135,641,6,2,77,44,8cpjplodpphtkbt0hq8sr8mqs,1,91.6,72.4,2025-03-30T00:45:41.499Z,2025-03-30T01:21:38Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5608914383,73,,5608914419,233,681,5608914381,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793297083,681,6,2,77,44,ak0rmms5xl49w57i2rvid1tk9,0,8.4,27.6,2025-03-30T00:45:41.499Z,2025-03-30T00:45:48Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5608914133,73,,5608914427,233,641,5608914131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793297309,642,1,2,77,54,8cpjplodpphtkbt0hq8sr8mqs,1,99.5,99.5,2025-03-30T00:45:51.622Z,2025-03-30T00:45:58Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5608915369,6,,5608915375,140,82.6,5608915373,56,Left,5608915377,141,93.5,5608915381,213,3.37,5608915379,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793297361,643,1,2,77,58,8cpjplodpphtkbt0hq8sr8mqs,1,83.1,93.8,2025-03-30T00:45:55.038Z,2025-03-30T00:46:21Z,9tispdm7tc3te31awsfcmd905,A. Quinn,1.0,,5608917743,154,,5608915675,141,38.6,5608915669,56,Center,5608915667,155,,5608917741,210,15,5608915665,2,,5608915867,1,,5608915679,212,39.7,5608915681,213,5608915671,140,95.3,,,,5.04,,,,,,,,,,,,,,,,,,,,,,
2793297411,644,44,2,78,1,8cpjplodpphtkbt0hq8sr8mqs,1,93.8,42.0,2025-03-30T00:45:58.530Z,2025-03-30T01:56:06Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5608915945,286,,5608929649,233,684,5608915943,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793297497,684,44,2,78,1,ak0rmms5xl49w57i2rvid1tk9,0,6.2,58.0,2025-03-30T00:45:58.531Z,2025-03-30T01:56:06Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5608916469,56,Back,5608929661,233,644,5608916471,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793297415,645,15,2,78,2,8cpjplodpphtkbt0hq8sr8mqs,1,95.0,42.4,2025-03-30T00:45:59.517Z,2025-03-30T02:20:40Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5608917831,214,,5608915971,60,,5608916401,328,,5608917829,103,11.4,5608917819,29,,5608915973,56,Center,5608917833,146,98.1,5608917827,102,48.4,5608917855,233,5608916397,15,,5608916395,25,,682,5608917821,154,,5609183549,78,,5608917835,147,46.8,5608917823,55,,,643,,,,,,,,
2793297403,682,10,2,78,2,ak0rmms5xl49w57i2rvid1tk9,1,2.5,52.7,2025-03-30T00:45:59.617Z,2025-03-30T00:46:22Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5608915897,56,Back,5608916181,177,,5608916183,181,,5608915895,182,,5608917905,233,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793297793,685,1,2,78,10,ak0rmms5xl49w57i2rvid1tk9,0,14.2,52.1,2025-03-30T00:46:07.132Z,2025-03-30T01:30:20Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5608918139,212,53.5,5608918217,189,,5608918129,199,,5608918141,213,6.22,5608918133,56,Center,5608918137,141,47.0,5608918143,1,,5608918135,140,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793297861,646,1,2,78,27,8cpjplodpphtkbt0hq8sr8mqs,1,36.6,62.9,2025-03-30T00:46:24.021Z,2025-03-30T00:46:31Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5608918515,56,Center,5608918521,212,33.6,5608918517,140,68.5,5608918513,3,,5608918523,213,6.22,5608918519,141,59.9,5608918525,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793297867,686,83,2,78,33,ak0rmms5xl49w57i2rvid1tk9,0,27.9,52.2,2025-03-30T00:46:30.219Z,2025-03-30T01:30:05Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5609082993,399,8delieh6jv1cgaukmgcwfjsic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793297873,647,3,2,78,34,8cpjplodpphtkbt0hq8sr8mqs,0,67.7,51.4,2025-03-30T00:46:31.215Z,2025-03-30T01:45:37Z,8delieh6jv1cgaukmgcwfjsic,E. Kizza,,,5609020865,233,687,5608918565,56,Center,5609020767,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793297927,687,7,2,78,34,ak0rmms5xl49w57i2rvid1tk9,1,32.3,48.6,2025-03-30T00:46:31.216Z,2025-03-30T01:45:37Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5608918833,56,Back,5609020815,233,647,5608918835,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793297959,688,1,2,78,37,ak0rmms5xl49w57i2rvid1tk9,1,29.6,51.9,2025-03-30T00:46:34.267Z,2025-03-30T00:46:36Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5608918957,140,35.7,5608918963,213,5.08,5608918959,141,27.3,5608918961,212,17.9,5608918955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793298003,690,50,2,78,41,ak0rmms5xl49w57i2rvid1tk9,1,39.2,10.8,2025-03-30T00:46:38.628Z,2025-03-30T00:46:42Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5608919561,233,648,5608919173,286,,5608919171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793298063,648,7,2,78,41,8cpjplodpphtkbt0hq8sr8mqs,1,60.8,89.2,2025-03-30T00:46:38.629Z,2025-03-30T01:45:38Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5608919533,233,690,5608919467,56,Left,5608919469,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793298055,691,43,2,78,44,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-03-30T00:46:41.355Z,2025-03-30T00:46:49Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5608919495,56,Back,5608919677,233,649,5608919503,286,0,5608920139,144,4,5608919491,13,0,5608919501,265,0,5608919499,152,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793298067,649,43,2,78,44,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-03-30T00:46:41.356Z,2025-03-30T00:46:53Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5608920497,144,4,5608919655,152,0,5608919659,285,0,5608919653,56,Left,5608919651,13,0,5608919657,265,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793298191,650,5,2,78,49,8cpjplodpphtkbt0hq8sr8mqs,0,63.7,101.6,2025-03-30T00:46:46.669Z,2025-03-30T01:56:39Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5608920273,347,,5608920271,56,Left,5608920451,233,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793298205,692,5,2,78,49,ak0rmms5xl49w57i2rvid1tk9,1,36.3,-1.6,2025-03-30T00:46:46.669Z,2025-03-30T01:56:39Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5608920337,56,Back,5608920421,233,650,5608920339,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793298281,693,1,2,78,58,ak0rmms5xl49w57i2rvid1tk9,0,36.9,0.0,2025-03-30T00:46:55.667Z,2025-03-30T00:49:49Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5608920865,212,29.3,5608920871,1,,5608920855,107,,5608920861,141,22.1,5608920859,140,60.0,5608920869,213,0.59,5608920857,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793298329,694,61,2,78,59,ak0rmms5xl49w57i2rvid1tk9,1,53.6,15.9,2025-03-30T00:46:56.491Z,2025-03-30T00:49:47Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5608921071,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793300555,704,50,2,78,59,ak0rmms5xl49w57i2rvid1tk9,1,54.1,15.9,2025-03-30T00:46:56.591Z,2025-03-30T01:45:39Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5608934279,56,Right,5608934931,233,651,5608934281,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793298299,651,7,2,78,59,8cpjplodpphtkbt0hq8sr8mqs,1,45.9,84.1,2025-03-30T00:46:56.592Z,2025-03-30T01:45:38Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5608920949,56,Back,5608920951,285,,5608934891,233,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793298331,652,1,2,79,2,8cpjplodpphtkbt0hq8sr8mqs,1,32.8,60.6,2025-03-30T00:46:59.094Z,2025-03-30T00:47:01Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5608921089,140,83.3,5608921091,141,91.5,5608921093,212,57.0,5608921087,56,Left,5608921097,1,,5608921095,213,0.38,5608921085,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793298335,653,50,2,79,3,8cpjplodpphtkbt0hq8sr8mqs,1,79.1,88.6,2025-03-30T00:47:00.782Z,2025-03-30T01:45:39Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5608921505,233,695,5608921107,286,,5608921105,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
