id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2822693137,561,28,2,69,54,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-06-15T00:34:54.100Z,2025-06-15T00:34:55Z,,,,,5771406749,55,560,5771406791,233,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693133,644,28,2,69,54,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-06-15T00:34:54.100Z,2025-06-15T00:34:55Z,,,,,5771406727,55,643,5771406785,233,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693181,564,1,2,70,2,6597wqy6gmpv3zjx7rp8cdj46,1,8.1,45.2,2025-06-15T00:35:01.727Z,2025-06-15T00:35:04Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5771406979,56,Back,5771406985,212,28.2,5771406977,123,,5771406987,213,0.93,5771406981,140,24.1,5771406983,141,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693193,565,1,2,70,5,6597wqy6gmpv3zjx7rp8cdj46,1,25.9,79.3,2025-06-15T00:35:04.746Z,2025-06-15T00:35:09Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5771407043,56,Left,5771407047,141,93.8,5771407051,213,0.36,5771407045,140,50.9,5771407049,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693203,566,1,2,70,9,6597wqy6gmpv3zjx7rp8cdj46,1,62.0,90.6,2025-06-15T00:35:09.017Z,2025-06-15T00:35:12Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5771407121,56,Center,5771407127,212,11.1,5771407129,213,5.28,5771407125,141,76.9,5771407123,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693215,567,1,2,70,12,6597wqy6gmpv3zjx7rp8cdj46,1,70.9,89.1,2025-06-15T00:35:11.890Z,2025-06-15T00:35:14Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771407187,140,56.8,5771407185,56,Left,5771407189,141,88.1,5771407191,212,14.8,5771407193,213,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693223,568,1,2,70,14,6597wqy6gmpv3zjx7rp8cdj46,1,57.2,88.0,2025-06-15T00:35:14.250Z,2025-06-15T00:35:15Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5771407235,140,55.7,5771407241,213,4.40,5771407239,212,5.1,5771407237,141,80.9,5771407233,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693233,569,1,2,70,16,6597wqy6gmpv3zjx7rp8cdj46,1,55.7,80.9,2025-06-15T00:35:15.674Z,2025-06-15T00:35:18Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771407323,56,Left,5771407331,213,0.97,5771407327,141,90.9,5771407325,140,60.1,5771407329,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693253,570,1,2,70,18,6597wqy6gmpv3zjx7rp8cdj46,1,60.6,91.8,2025-06-15T00:35:18.482Z,2025-06-15T01:12:38Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771407433,56,Back,5771407437,141,84.4,5771407441,213,3.56,5771407439,212,12.4,5771407435,140,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693291,571,1,2,70,23,6597wqy6gmpv3zjx7rp8cdj46,1,51.2,82.4,2025-06-15T00:35:22.922Z,2025-06-15T00:35:25Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5771407633,212,13.6,5771407627,56,Left,5771407631,141,83.5,5771407635,213,0.06,5771407629,140,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693329,572,1,2,70,25,6597wqy6gmpv3zjx7rp8cdj46,1,63.8,83.5,2025-06-15T00:35:25.113Z,2025-06-15T00:35:30Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771407793,56,Left,5771407795,140,74.0,5771407799,212,13.4,5771407797,141,95.3,5771407801,213,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693347,573,1,2,70,30,6597wqy6gmpv3zjx7rp8cdj46,1,72.7,90.0,2025-06-15T00:35:29.994Z,2025-06-15T00:35:32Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5771407873,56,Left,5771407877,141,86.9,5771407881,213,3.41,5771407875,140,65.5,5771407879,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693363,574,1,2,70,33,6597wqy6gmpv3zjx7rp8cdj46,1,65.9,85.4,2025-06-15T00:35:32.873Z,2025-06-15T00:35:35Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771407963,56,Center,5771407971,213,5.06,5771407967,141,69.4,5771407965,140,69.6,5771407969,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693377,575,1,2,70,35,6597wqy6gmpv3zjx7rp8cdj46,1,70.1,72.3,2025-06-15T00:35:35.450Z,2025-06-15T00:35:37Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771408059,213,0.76,5771408055,141,86.9,5771408053,140,80.0,5771408051,56,Left,5771408057,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693399,576,1,2,70,38,6597wqy6gmpv3zjx7rp8cdj46,0,84.3,85.0,2025-06-15T00:35:38.115Z,2025-06-15T00:35:39Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5771408197,140,89.1,5771408203,213,4.93,5771408191,2,,5771408199,141,51.3,5771408195,56,Center,5771408193,155,,5771408201,212,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693411,646,12,2,70,40,daicfonrbj124lu2la2rctxck,1,10.4,40.9,2025-06-15T00:35:40.308Z,2025-06-15T00:35:50Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771408261,140,28.0,5771408263,141,40.9,5771408259,56,Back,5771408267,213,0.00,5771408271,15,,5771408265,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693419,577,1,2,70,43,6597wqy6gmpv3zjx7rp8cdj46,1,70.4,59.4,2025-06-15T00:35:43.065Z,2025-06-15T00:35:45Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771408327,213,3.05,5771408321,141,60.9,5771408317,140,59.3,5771408315,56,Center,5771408323,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693455,578,1,2,70,46,6597wqy6gmpv3zjx7rp8cdj46,1,59.3,60.9,2025-06-15T00:35:45.769Z,2025-06-15T00:35:51Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5771408507,213,5.54,5771408501,140,63.2,5771408503,141,55.4,5771408505,212,5.5,5771408499,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693477,579,1,2,70,51,6597wqy6gmpv3zjx7rp8cdj46,1,62.4,64.6,2025-06-15T00:35:50.985Z,2025-06-15T00:35:53Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771408605,56,Left,5771408609,141,89.1,5771408607,140,70.5,5771408611,212,18.7,5771408613,213,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693505,580,1,2,70,53,6597wqy6gmpv3zjx7rp8cdj46,1,71.0,89.1,2025-06-15T00:35:53.314Z,2025-06-15T00:35:57Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5771408731,212,11.9,5771408733,213,5.98,5771408727,140,81.8,5771408729,141,83.8,5771408725,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693507,581,1,2,70,57,6597wqy6gmpv3zjx7rp8cdj46,0,85.6,84.5,2025-06-15T00:35:57.539Z,2025-06-15T00:35:58Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771408749,212,6.0,5771408745,140,83.8,5771408751,213,4.39,5771408741,155,,5771408747,141,76.1,5771408739,2,,5771408743,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693513,647,61,2,70,58,daicfonrbj124lu2la2rctxck,1,11.5,16.1,2025-06-15T00:35:58.485Z,2025-06-15T00:35:58Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5771408771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693543,649,1,2,71,3,daicfonrbj124lu2la2rctxck,0,28.6,22.7,2025-06-15T00:36:03.083Z,2025-06-15T00:36:04Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5771408925,141,0.0,5771408929,213,4.79,5771408927,212,16.9,5771408921,56,Back,5771408923,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693569,582,5,2,71,4,6597wqy6gmpv3zjx7rp8cdj46,1,66.5,101.8,2025-06-15T00:36:04.523Z,2025-06-15T01:09:43Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771409053,347,,5771409051,56,Left,5771409057,233,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693547,650,5,2,71,4,daicfonrbj124lu2la2rctxck,0,33.5,-1.8,2025-06-15T00:36:04.523Z,2025-06-15T01:09:44Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5771408947,347,,5771409073,233,582,5771408945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693599,583,1,2,71,9,6597wqy6gmpv3zjx7rp8cdj46,1,60.5,100.0,2025-06-15T00:36:08.969Z,2025-06-15T00:36:13Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771409219,107,,5771409223,140,70.6,5771409221,56,Left,5771409227,212,15.0,5771409229,213,5.50,5771409225,141,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693621,584,1,2,71,13,6597wqy6gmpv3zjx7rp8cdj46,1,79.6,83.5,2025-06-15T00:36:13.393Z,2025-06-15T00:36:16Z,3cj2fww973bv21rfjlnu15yc4,A. Luckhurst,,,5771409337,141,83.3,5771409339,212,8.7,5771409341,213,3.16,5771409335,140,71.3,5771409333,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693641,585,1,2,71,16,6597wqy6gmpv3zjx7rp8cdj46,1,71.0,89.0,2025-06-15T00:36:16.529Z,2025-06-15T00:36:19Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771409439,213,4.11,5771409435,141,77.2,5771409437,212,9.8,5771409431,56,Center,5771409433,140,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693649,586,1,2,71,19,6597wqy6gmpv3zjx7rp8cdj46,1,65.7,77.2,2025-06-15T00:36:19.417Z,2025-06-15T00:36:21Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771409485,212,6.7,5771409479,56,Left,5771409487,213,1.52,5771409481,140,66.0,5771409483,141,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693667,587,1,2,71,21,6597wqy6gmpv3zjx7rp8cdj46,1,66.0,87.1,2025-06-15T00:36:21.057Z,2025-06-15T00:36:26Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771409589,213,4.11,5771409585,141,74.4,5771409587,212,10.4,5771409581,56,Center,5771409583,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693685,588,1,2,71,26,6597wqy6gmpv3zjx7rp8cdj46,1,59.8,73.3,2025-06-15T00:36:26.104Z,2025-06-15T00:36:30Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5771409699,141,88.3,5771409701,212,13.6,5771409695,56,Left,5771409697,140,68.4,5771409703,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693697,589,1,2,71,30,6597wqy6gmpv3zjx7rp8cdj46,1,68.4,88.3,2025-06-15T00:36:30.521Z,2025-06-15T00:36:31Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771409755,213,4.79,5771409747,56,Center,5771409751,141,78.1,5771409753,212,7.0,5771409749,140,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693699,590,1,2,71,31,6597wqy6gmpv3zjx7rp8cdj46,1,68.9,78.1,2025-06-15T00:36:31.530Z,2025-06-15T00:36:32Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5771409765,141,88.3,5771409769,213,2.10,5771409761,56,Left,5771409763,140,65.0,5771409767,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693713,591,1,2,71,33,6597wqy6gmpv3zjx7rp8cdj46,1,65.0,88.3,2025-06-15T00:36:32.784Z,2025-06-15T00:36:36Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771409835,213,5.43,5771409829,140,72.7,5771409833,212,12.3,5771409827,56,Center,5771409831,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693753,592,1,2,71,36,6597wqy6gmpv3zjx7rp8cdj46,1,83.1,80.6,2025-06-15T00:36:36.481Z,2025-06-15T00:36:41Z,3cj2fww973bv21rfjlnu15yc4,A. Luckhurst,,,5771410021,213,4.75,5771410013,56,Center,5771410019,212,8.7,5771410015,140,83.4,5771410017,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693769,593,1,2,71,42,6597wqy6gmpv3zjx7rp8cdj46,1,89.0,82.7,2025-06-15T00:36:41.681Z,2025-06-15T00:36:58Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,1.0,,5771410159,56,Center,5771410167,213,4.01,5771410161,140,77.2,5771410163,141,61.2,5771410459,210,15,5771410165,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693775,594,15,2,71,48,6597wqy6gmpv3zjx7rp8cdj46,1,76.8,58.5,2025-06-15T00:36:47.730Z,2025-06-15T00:36:59Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771410201,22,,5771410461,76,,5771410321,20,,5771410477,230,98.4,5771410495,233,651,5771410471,103,19,5771410205,56,Center,5771410469,102,52.7,5771410465,55,5771410473,146,5771410203,18,5771410479,231,50.9,5771410475,147,57.0,5771410463,29,5771410325,82,,,,,,,593,82.7,,,,,,,,
2822693789,651,10,2,71,48,daicfonrbj124lu2la2rctxck,1,17.3,43.0,2025-06-15T00:36:47.830Z,2025-06-15T01:32:46Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5771410265,56,Back,5771410515,233,594,5771410263,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693783,595,6,2,71,50,6597wqy6gmpv3zjx7rp8cdj46,1,77.8,57.6,2025-06-15T00:36:50.106Z,2025-06-15T01:09:19Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771410243,56,Center,5771410375,233,652,5771410245,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693793,652,6,2,71,50,daicfonrbj124lu2la2rctxck,0,22.2,42.4,2025-06-15T00:36:50.106Z,2025-06-15T01:11:44Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5771410357,73,,5771410355,56,Back,5771410379,233,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694011,596,1,2,72,29,6597wqy6gmpv3zjx7rp8cdj46,1,99.5,0.5,2025-06-15T00:37:28.664Z,2025-06-15T00:37:32Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771411487,213,2.58,5771411481,140,82.3,5771411477,6,,5771411485,212,21.4,5771411479,56,Right,5771411483,141,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694023,597,1,2,72,30,6597wqy6gmpv3zjx7rp8cdj46,1,83.1,16.5,2025-06-15T00:37:29.944Z,2025-06-15T00:37:31Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5771411555,212,9.3,5771411551,140,91.2,5771411553,141,11.1,5771411557,213,5.88,5771411549,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694031,598,2,2,72,31,6597wqy6gmpv3zjx7rp8cdj46,1,87.5,10.7,2025-06-15T00:37:31.529Z,2025-06-15T01:13:00Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771412065,1,,5771412063,7,9tknltys66s9j8ljchwu5efv9,5771411611,141,55.7,5771412067,56,Center,5771411607,140,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694271,654,1,2,72,58,daicfonrbj124lu2la2rctxck,1,11.0,45.8,2025-06-15T00:37:57.642Z,2025-06-15T00:38:02Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5771412821,1,,5771412813,140,28.6,5771412809,241,,5771412815,141,89.0,5771412819,213,1.01,5771412811,56,Back,5771412835,189,,5771412817,212,34.7,5771412807,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694287,655,1,2,73,4,daicfonrbj124lu2la2rctxck,0,36.2,89.6,2025-06-15T00:38:04.618Z,2025-06-15T00:38:05Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5771412911,140,60.5,5771412913,141,88.1,5771412917,213,6.24,5771412909,56,Left,5771412915,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694299,599,1,2,73,6,6597wqy6gmpv3zjx7rp8cdj46,1,34.1,15.2,2025-06-15T00:38:06.455Z,2025-06-15T01:12:50Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5771412981,212,8.2,5771412977,140,41.7,5771412979,141,12.2,5771412975,56,Back,5771412983,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694305,600,1,2,73,8,6597wqy6gmpv3zjx7rp8cdj46,1,41.7,12.0,2025-06-15T00:38:07.895Z,2025-06-15T00:38:08Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771413021,212,16.5,5771413019,141,13.8,5771413023,213,0.07,5771413015,56,Right,5771413017,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694317,602,1,2,73,9,6597wqy6gmpv3zjx7rp8cdj46,0,57.8,13.5,2025-06-15T00:38:09.207Z,2025-06-15T00:38:10Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771413087,140,62.6,5771413089,141,20.7,5771413093,213,0.77,5771413091,212,7.0,5771413085,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694315,656,8,2,73,10,daicfonrbj124lu2la2rctxck,1,33.3,83.2,2025-06-15T00:38:09.850Z,2025-06-15T00:38:09Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5771413083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694375,658,1,2,73,13,daicfonrbj124lu2la2rctxck,1,29.6,82.3,2025-06-15T00:38:13.533Z,2025-06-15T00:38:19Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5771413415,213,4.49,5771413409,140,26.5,5771413411,141,60.8,5771413413,212,15.0,5771413407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694385,659,1,2,73,19,daicfonrbj124lu2la2rctxck,1,26.4,56.4,2025-06-15T00:38:18.946Z,2025-06-15T00:38:20Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771413475,212,7.2,5771413469,56,Back,5771413477,213,0.85,5771413473,141,64.3,5771413471,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694399,660,1,2,73,21,daicfonrbj124lu2la2rctxck,1,28.9,64.5,2025-06-15T00:38:20.826Z,2025-06-15T00:38:22Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5771413551,140,25.9,5771413553,141,50.9,5771413557,213,4.38,5771413549,56,Back,5771413555,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694425,661,1,2,73,22,daicfonrbj124lu2la2rctxck,1,25.6,50.1,2025-06-15T00:38:21.985Z,2025-06-15T00:38:24Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771413669,56,Back,5771413677,213,4.67,5771413673,141,22.2,5771413671,140,24.8,5771413675,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694441,662,1,2,73,25,daicfonrbj124lu2la2rctxck,0,27.2,17.3,2025-06-15T00:38:24.745Z,2025-06-15T00:38:26Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5771413745,141,29.4,5771413749,213,1.05,5771413741,56,Back,5771413743,140,31.7,5771413747,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694451,603,8,2,73,28,6597wqy6gmpv3zjx7rp8cdj46,1,55.3,55.1,2025-06-15T00:38:27.921Z,2025-06-15T00:38:28Z,3cj2fww973bv21rfjlnu15yc4,A. Luckhurst,,,5771413785,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694461,604,50,2,73,29,6597wqy6gmpv3zjx7rp8cdj46,1,60.0,65.4,2025-06-15T00:38:29.584Z,2025-06-15T00:38:35Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771413825,286,,5771413887,233,663,5771413823,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694463,663,7,2,73,29,daicfonrbj124lu2la2rctxck,0,40.0,34.6,2025-06-15T00:38:29.585Z,2025-06-15T00:38:34Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5771413845,233,604,5771413831,285,,5771413829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694511,606,1,2,73,31,6597wqy6gmpv3zjx7rp8cdj46,1,53.5,66.0,2025-06-15T00:38:31.607Z,2025-06-15T00:38:34Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5771414057,56,Center,5771414059,140,67.3,5771414063,212,14.6,5771414065,213,6.15,5771414061,141,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694525,607,1,2,73,34,6597wqy6gmpv3zjx7rp8cdj46,1,67.6,57.8,2025-06-15T00:38:34.287Z,2025-06-15T00:38:36Z,3cj2fww973bv21rfjlnu15yc4,A. Luckhurst,,,5771414149,141,43.1,5771414151,212,10.8,5771414153,213,5.10,5771414145,56,Center,5771414147,140,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694527,608,61,2,73,36,6597wqy6gmpv3zjx7rp8cdj46,1,71.7,43.7,2025-06-15T00:38:36.471Z,2025-06-15T00:38:36Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771414159,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694541,609,1,2,73,38,6597wqy6gmpv3zjx7rp8cdj46,1,74.0,35.1,2025-06-15T00:38:37.646Z,2025-06-15T00:38:38Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771414213,212,12.6,5771414211,141,31.8,5771414207,56,Center,5771414209,140,85.8,5771414215,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694551,610,1,2,73,38,6597wqy6gmpv3zjx7rp8cdj46,1,85.9,31.6,2025-06-15T00:38:38.471Z,2025-06-15T00:38:45Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,1.0,,5771414265,140,78.9,5771414269,212,9.1,5771414267,141,39.4,5771414541,210,15,5771414271,213,2.52,5771414543,154,,5771414263,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694555,611,15,2,73,39,6597wqy6gmpv3zjx7rp8cdj46,1,78.9,39.4,2025-06-15T00:38:39.224Z,2025-06-15T00:38:46Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771414573,146,99.1,5771414301,22,,5771414569,103,20.9,5771414563,55,610,5771414559,29,,5771414575,147,50.5,5771414579,233,664,5771414561,154,,5771414305,56,5771414567,102,5771414425,20,5771414571,328,,5771414303,18,,5771414557,79,,,,,,,,,Center,51.0,,,,,,,,
2822694563,664,10,2,73,39,daicfonrbj124lu2la2rctxck,1,3.0,51.6,2025-06-15T00:38:39.324Z,2025-06-15T00:38:46Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5771414523,177,,5771414583,233,611,5771414375,178,,5771414379,56,Back,5771414377,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694615,666,1,2,73,49,daicfonrbj124lu2la2rctxck,1,12.7,57.6,2025-06-15T00:38:49.085Z,2025-06-15T00:38:51Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5771414693,56,Back,5771414699,212,30.7,5771414701,213,5.11,5771414695,140,24.1,5771414691,123,,5771414697,141,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822694631,667,1,2,73,52,daicfonrbj124lu2la2rctxck,1,24.1,16.1,2025-06-15T00:38:51.665Z,2025-06-15T00:38:54Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5771414779,212,10.2,5771414775,140,31.1,5771414781,213,5.52,5771414777,141,5.8,5771414773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
