id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2810000909,638,1,2,67,38,bk3zg8yaj5uoqhxzwons3bo8a,0,89.7,75.0,2025-05-04T02:33:13.762Z,2025-05-04T02:33:14Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5700933251,213,4.30,5700933249,212,1.9,5700933243,56,Center,5700933247,141,72.5,5700933245,140,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810000975,538,12,2,67,42,5h878vnmkbuy2ummddprusxgq,1,7.8,28.5,2025-05-04T02:33:17.337Z,2025-05-04T02:33:20Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5700933561,213,5.96,5700933553,141,15.7,5700933557,212,27.5,5700933549,140,32.6,5700933547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001003,539,1,2,67,45,5h878vnmkbuy2ummddprusxgq,1,32.6,16.0,2025-05-04T02:33:19.921Z,2025-05-04T02:33:28Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5700933777,141,4.9,5700933779,212,16.3,5700933781,213,5.80,5700933773,56,Back,5700933775,140,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810000987,639,43,2,67,48,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-05-04T02:33:23.034Z,2025-05-04T03:24:13Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5701044181,144,45,5700933681,56,Left,5700933683,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001005,540,61,2,67,50,5h878vnmkbuy2ummddprusxgq,0,53.1,9.9,2025-05-04T02:33:25.809Z,2025-05-04T03:25:44Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5700933785,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810000997,640,4,2,67,51,bk3zg8yaj5uoqhxzwons3bo8a,1,44.4,86.8,2025-05-04T02:33:26.706Z,2025-05-04T03:28:31Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5700933771,286,,5700933767,152,,5700933769,265,,5700933765,56,Back,5700933763,13,,5700933915,233,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001009,541,4,2,67,51,5h878vnmkbuy2ummddprusxgq,0,55.6,13.2,2025-05-04T02:33:26.707Z,2025-05-04T03:28:32Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5700933849,265,,5700933843,13,,5700933847,152,,5700933905,285,,5700933933,233,640,5700933845,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001043,641,1,2,67,59,bk3zg8yaj5uoqhxzwons3bo8a,1,40.4,81.5,2025-05-04T02:33:33.890Z,2025-05-04T02:33:37Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5700934041,141,33.7,5700934039,140,35.1,5700934037,56,Back,5700934047,1,,5700934033,5,,5700934045,213,4.54,5700934035,152,,5700934043,212,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001051,642,1,2,68,2,bk3zg8yaj5uoqhxzwons3bo8a,1,36.3,27.2,2025-05-04T02:33:37.546Z,2025-05-04T02:33:39Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700934095,212,15.2,5700934089,56,Back,5700934091,140,48.1,5700934097,213,5.66,5700934093,141,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001059,643,1,2,68,4,bk3zg8yaj5uoqhxzwons3bo8a,1,48.1,14.2,2025-05-04T02:33:39.018Z,2025-05-04T02:33:41Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5700934121,140,59.4,5700934127,213,5.85,5700934119,56,Right,5700934125,212,13.1,5700934123,141,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001087,644,1,2,68,6,bk3zg8yaj5uoqhxzwons3bo8a,1,59.0,7.0,2025-05-04T02:33:41.050Z,2025-05-04T02:33:45Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5700934313,213,2.07,5700934307,140,52.5,5700934309,141,25.6,5700934305,56,Center,5700934311,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001099,645,1,2,68,10,bk3zg8yaj5uoqhxzwons3bo8a,1,53.0,33.2,2025-05-04T02:33:45.138Z,2025-05-04T02:33:47Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700934365,213,1.66,5700934359,140,51.7,5700934357,56,Center,5700934363,212,15.2,5700934361,141,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001103,646,1,2,68,12,bk3zg8yaj5uoqhxzwons3bo8a,1,51.7,55.5,2025-05-04T02:33:47.474Z,2025-05-04T02:33:49Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5700934395,213,5.06,5700934393,212,10.1,5700934389,140,55.0,5700934391,141,41.6,5700934387,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001121,647,1,2,68,14,bk3zg8yaj5uoqhxzwons3bo8a,1,56.8,34.7,2025-05-04T02:33:49.065Z,2025-05-04T02:33:53Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700934503,56,Right,5700934507,141,5.5,5700934509,212,27.3,5700934505,140,74.6,5700934511,213,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001141,648,1,2,68,18,bk3zg8yaj5uoqhxzwons3bo8a,1,77.9,3.7,2025-05-04T02:33:53.251Z,2025-05-04T02:33:56Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5700934593,140,90.1,5700934595,141,59.7,5700934601,1,,5700934597,212,40.2,5700934599,213,1.25,5700934587,2,,5700934591,56,Center,5700934589,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001147,649,1,2,68,21,bk3zg8yaj5uoqhxzwons3bo8a,0,90.1,59.7,2025-05-04T02:33:56.010Z,2025-05-04T02:33:56Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5700934637,213,4.59,5700934633,141,52.1,5700934629,56,Center,5700934635,212,5.2,5700934631,140,89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001153,543,1,2,68,22,5h878vnmkbuy2ummddprusxgq,0,14.2,16.2,2025-05-04T02:33:57.280Z,2025-05-04T03:25:38Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5700934661,140,7.3,5700934665,212,13.0,5700934659,56,Back,5700934663,141,32.1,5700934667,213,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001173,544,12,2,68,24,5h878vnmkbuy2ummddprusxgq,1,7.6,32.4,2025-05-04T02:33:58.969Z,2025-05-04T02:33:59Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5700934757,140,12.3,5700934759,141,25.6,5700934761,212,6.8,5700934763,213,5.53,5700934781,15,,5700934755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001411,546,4,2,68,30,5h878vnmkbuy2ummddprusxgq,1,30.5,3.9,2025-05-04T02:34:05.521Z,2025-05-04T03:28:32Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5700935943,152,,5700935947,285,,5700935957,233,651,5700935941,56,Back,5700935939,13,,5700935945,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001399,651,4,2,68,30,bk3zg8yaj5uoqhxzwons3bo8a,0,69.5,96.1,2025-05-04T02:34:05.522Z,2025-05-04T03:28:33Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5700935899,152,,5700935897,56,Left,5700935901,265,,5700935903,286,,5701041161,233,546,5700935895,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001467,547,1,2,69,2,5h878vnmkbuy2ummddprusxgq,1,28.3,4.9,2025-05-04T02:34:36.935Z,2025-05-04T02:34:38Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5700936189,56,Back,5700936191,140,44.1,5700936187,152,,5700936199,1,,5700936197,213,1.24,5700936181,5,,5700936195,212,50.7,5700936183,155,,5700936185,196,5700936193,141,75.3,,,,,,,,,,,,,,,,,,,,,,
2810001481,548,1,2,69,3,5h878vnmkbuy2ummddprusxgq,1,44.1,75.3,2025-05-04T02:34:37.889Z,2025-05-04T02:34:39Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5700936261,213,2.77,5700936257,141,79.6,5700936253,56,Back,5700936259,212,8.1,5700936255,140,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001519,549,1,2,69,4,5h878vnmkbuy2ummddprusxgq,1,36.8,79.8,2025-05-04T02:34:39.180Z,2025-05-04T02:34:45Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5700936383,1,,5700936373,56,Center,5700936375,140,79.0,5700936407,4,,5700936379,212,45.3,5700936377,141,65.8,5700936381,213,6.07,5700936371,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001587,550,1,2,69,15,5h878vnmkbuy2ummddprusxgq,1,79.2,6.8,2025-05-04T02:34:50.161Z,2025-05-04T03:22:54Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5700936731,213,1.36,5700936725,141,49.9,5700936723,140,85.3,5700936721,56,Center,5700936719,155,,5700936727,212,30.0,5700936717,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001593,551,3,2,69,20,5h878vnmkbuy2ummddprusxgq,0,91.1,15.6,2025-05-04T02:34:55.024Z,2025-05-04T03:28:46Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5700936743,56,Right,5700936769,233,652,5700936745,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001591,652,7,2,69,20,bk3zg8yaj5uoqhxzwons3bo8a,0,8.9,84.4,2025-05-04T02:34:55.025Z,2025-05-04T02:34:57Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5700936741,285,,5700936739,56,Back,5700936749,233,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001621,552,1,2,69,22,5h878vnmkbuy2ummddprusxgq,1,88.9,14.5,2025-05-04T02:34:56.961Z,2025-05-04T02:35:00Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5700936899,141,34.6,5700936897,140,83.9,5700936901,212,14.6,5700936903,213,1.94,5700936895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001635,553,1,2,69,25,5h878vnmkbuy2ummddprusxgq,1,81.9,31.6,2025-05-04T02:35:00.272Z,2025-05-04T02:35:02Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5700936975,213,4.08,5700936973,212,21.7,5700936969,140,69.7,5700936967,56,Right,5700936971,141,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001641,554,1,2,69,27,5h878vnmkbuy2ummddprusxgq,1,69.7,5.8,2025-05-04T02:35:02.296Z,2025-05-04T02:35:03Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5700936989,212,8.6,5700936987,141,18.3,5700936985,140,68.5,5700936993,213,1.72,5700936983,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001663,555,1,2,69,28,5h878vnmkbuy2ummddprusxgq,1,66.4,19.9,2025-05-04T02:35:03.496Z,2025-05-04T03:22:43Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,1.0,,5700937113,212,14.0,5701041463,210,15,5700937115,213,0.15,5700937107,56,Center,5700937109,140,79.6,5700937111,141,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001669,556,15,2,69,32,5h878vnmkbuy2ummddprusxgq,1,80.0,31.5,2025-05-04T02:35:07.705Z,2025-05-04T04:36:28Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5701041477,55,555,5700937967,102,48.6,5701135215,72,,5700937981,233,653,5700937969,103,19,5700937973,146,83.0,5701135217,78,,5701041475,29,,5700937577,82,5700937123,22,,5700937977,230,98.2,5700937979,231,5701041481,215,,47.5,5700937127,56,Center,,5700937125,18,,5700937975,147,34.1,,,
2810001675,653,10,2,69,32,bk3zg8yaj5uoqhxzwons3bo8a,1,17.0,70.8,2025-05-04T02:35:07.805Z,2025-05-04T02:35:33Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5700937989,233,556,5700937149,56,Back,5700937147,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001731,557,13,2,69,35,5h878vnmkbuy2ummddprusxgq,1,81.6,45.7,2025-05-04T02:35:10.721Z,2025-05-04T04:37:49Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5701136035,72,,5700937429,22,,5700938563,458,,5701136037,85,,5700937431,18,,5701136039,215,,5700938565,230,98.5,5700937433,56,Center,5700938559,102,5700938561,103,59.7,5700938567,231,51.6,,,,,51.9,,,,,,,,,,,,,,
2810001751,558,5,2,69,36,5h878vnmkbuy2ummddprusxgq,0,101.5,43.2,2025-05-04T02:35:10.905Z,2025-05-04T03:31:35Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5701041003,233,654,5700937539,346,,5700937537,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001755,654,5,2,69,36,bk3zg8yaj5uoqhxzwons3bo8a,1,-1.5,56.8,2025-05-04T02:35:10.905Z,2025-05-04T03:31:35Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5700937549,56,Back,5700937551,346,,5701040995,233,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001829,655,1,2,69,43,bk3zg8yaj5uoqhxzwons3bo8a,1,4.5,46.6,2025-05-04T02:35:18.313Z,2025-05-04T02:35:29Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5700937893,124,,5700937895,56,Back,5700937903,213,5.79,5700937901,212,9.4,5700937897,140,12.4,5700937899,141,40.0,5700937907,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001853,656,1,2,69,54,bk3zg8yaj5uoqhxzwons3bo8a,1,32.8,37.4,2025-05-04T02:35:29.248Z,2025-05-04T02:35:34Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700938025,56,Back,5700938031,212,27.1,5700938033,213,1.08,5700938029,141,72.6,5700938027,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001869,657,1,2,69,59,bk3zg8yaj5uoqhxzwons3bo8a,1,45.0,70.5,2025-05-04T02:35:34.296Z,2025-05-04T02:35:36Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5700938115,141,35.8,5700938113,140,38.5,5700938111,56,Back,5700938119,213,4.43,5700938117,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001891,658,1,2,70,1,bk3zg8yaj5uoqhxzwons3bo8a,0,36.2,32.8,2025-05-04T02:35:35.953Z,2025-05-04T02:35:38Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700938225,141,100.0,5700938231,1,,5700938223,140,67.3,5700938221,56,Left,5700938217,155,,5700938227,212,56.4,5700938229,213,0.95,5700938219,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001949,559,5,2,70,3,5h878vnmkbuy2ummddprusxgq,1,31.8,-0.7,2025-05-04T02:35:38.645Z,2025-05-04T03:31:36Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5700938521,233,659,5700938487,347,,5700938485,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001895,659,5,2,70,3,bk3zg8yaj5uoqhxzwons3bo8a,0,68.2,100.7,2025-05-04T02:35:38.645Z,2025-05-04T03:31:36Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700938241,56,Left,5700938525,233,559,5700938243,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002033,560,1,2,70,21,5h878vnmkbuy2ummddprusxgq,1,29.7,0.0,2025-05-04T02:35:56.841Z,2025-05-04T02:36:00Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5700938883,212,14.1,5700938885,213,1.56,5700938875,107,,5700938877,56,Back,5700938879,140,29.9,5700938881,141,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002043,561,1,2,70,25,5h878vnmkbuy2ummddprusxgq,1,34.0,16.9,2025-05-04T02:36:00.432Z,2025-05-04T02:36:02Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5700938943,141,29.2,5700938947,213,1.94,5700938939,56,Back,5700938941,140,30.9,5700938945,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002079,562,1,2,70,27,5h878vnmkbuy2ummddprusxgq,1,30.9,29.2,2025-05-04T02:36:01.992Z,2025-05-04T02:36:08Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5700939141,212,42.5,5700939139,141,69.9,5700939137,140,61.6,5700939135,56,Center,5700939143,213,0.71,5700939145,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002107,563,1,2,70,33,5h878vnmkbuy2ummddprusxgq,0,77.2,72.9,2025-05-04T02:36:08.304Z,2025-05-04T02:36:13Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5700939285,140,100.0,5700939293,1,,5700939289,212,37.0,5700939287,141,33.0,5700939291,213,5.46,5700939283,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002109,564,5,2,70,36,5h878vnmkbuy2ummddprusxgq,0,101.1,29.6,2025-05-04T02:36:11.201Z,2025-05-04T03:31:37Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5700939303,346,,5700939469,233,660,5700939301,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002141,660,5,2,70,36,bk3zg8yaj5uoqhxzwons3bo8a,1,-1.1,70.4,2025-05-04T02:36:11.201Z,2025-05-04T03:31:37Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5700939407,56,Back,5700939409,346,,5700939449,233,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002187,661,1,2,70,44,bk3zg8yaj5uoqhxzwons3bo8a,1,4.5,50.4,2025-05-04T02:36:19.008Z,2025-05-04T02:36:25Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5700939669,140,15.2,5700939667,56,Back,5700939671,141,36.4,5700939679,237,,5700939675,213,5.58,5700939665,124,,5700939673,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002197,662,1,2,70,50,bk3zg8yaj5uoqhxzwons3bo8a,1,28.4,36.4,2025-05-04T02:36:24.888Z,2025-05-04T02:36:27Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700939721,140,45.5,5700939719,56,Back,5700939727,213,0.63,5700939725,212,22.2,5700939723,141,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002213,663,1,2,70,51,bk3zg8yaj5uoqhxzwons3bo8a,1,45.5,55.5,2025-05-04T02:36:26.815Z,2025-05-04T02:36:29Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5700939817,141,81.0,5700939819,212,17.4,5700939821,213,1.49,5700939813,56,Back,5700939815,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002257,664,1,2,70,54,bk3zg8yaj5uoqhxzwons3bo8a,1,55.9,86.3,2025-05-04T02:36:29.687Z,2025-05-04T02:36:36Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5700940041,141,80.0,5700940039,140,79.6,5700940037,56,Left,5700940045,213,6.11,5700940043,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002245,566,43,2,71,0,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-04T02:36:35.168Z,2025-05-04T03:24:59Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5701045747,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002259,567,45,2,71,1,5h878vnmkbuy2ummddprusxgq,0,13.4,12.6,2025-05-04T02:36:35.912Z,2025-05-04T03:28:52Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5700940055,285,,5700940053,56,Back,5700940161,233,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002273,665,3,2,71,1,bk3zg8yaj5uoqhxzwons3bo8a,1,86.6,87.4,2025-05-04T02:36:35.912Z,2025-05-04T03:28:52Z,g31cspu8sa8eohwakxm28ne2,D. Bruce,,,5700940151,233,567,5700940109,286,,5700940107,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002287,666,1,2,71,3,bk3zg8yaj5uoqhxzwons3bo8a,0,85.5,78.9,2025-05-04T02:36:38.256Z,2025-05-04T02:36:40Z,g31cspu8sa8eohwakxm28ne2,D. Bruce,,,5700940235,2,,5700940245,141,48.7,5700940247,212,22.0,5700940249,213,5.08,5700940239,56,Center,5700940241,140,93.0,5700940237,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002283,568,12,2,71,3,5h878vnmkbuy2ummddprusxgq,1,8.4,45.0,2025-05-04T02:36:38.392Z,2025-05-04T02:36:39Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5700940211,140,11.0,5700940215,212,5.5,5700940209,56,Back,5700940213,141,52.0,5700940217,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002325,570,1,2,71,4,5h878vnmkbuy2ummddprusxgq,1,11.0,52.2,2025-05-04T02:36:39.849Z,2025-05-04T02:36:43Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5700940389,140,34.0,5700940387,56,Back,5700940391,141,46.9,5700940385,155,,5700940393,212,24.4,5700940395,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002385,571,43,2,71,8,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-04T02:36:43.592Z,2025-05-04T02:36:59Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5700941041,144,1,5700940711,141,16.2,5700940717,1,0,5700940707,56,Right,5700940709,140,70.7,5700940705,155,0,5700940715,213,5.79,5700940713,212,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002393,572,1,2,71,16,5h878vnmkbuy2ummddprusxgq,1,28.9,51.7,2025-05-04T02:36:51.302Z,2025-05-04T02:39:49Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5700946697,213,5.43,5700946699,1,,5700946687,155,,5700946691,140,49.0,5700946689,56,Back,5700946693,141,16.0,5700946695,212,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002423,573,1,2,71,20,5h878vnmkbuy2ummddprusxgq,0,89.4,31.5,2025-05-04T02:36:55.503Z,2025-05-04T02:36:57Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5700940985,286,,5700940893,212,5.5,5700940895,213,0.98,5700940981,233,667,5700940889,140,92.3,5700940891,141,38.2,5700940887,56,Center,5700940979,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002431,667,74,2,71,20,bk3zg8yaj5uoqhxzwons3bo8a,1,5.9,61.8,2025-05-04T02:36:55.504Z,2025-05-04T03:28:39Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5700940927,285,,5700940995,233,573,5700940925,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002475,574,6,2,71,23,5h878vnmkbuy2ummddprusxgq,1,97.4,38.4,2025-05-04T02:36:57.872Z,2025-05-04T03:28:56Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5700941153,56,Center,5700941183,233,668,5700941155,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002447,668,6,2,71,23,bk3zg8yaj5uoqhxzwons3bo8a,0,2.6,61.6,2025-05-04T02:36:57.872Z,2025-05-04T02:37:08Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5700941009,73,,5700941007,56,Back,5700941205,233,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002777,575,1,2,72,11,5h878vnmkbuy2ummddprusxgq,1,99.3,0.7,2025-05-04T02:37:46.287Z,2025-05-04T03:22:09Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5700953875,213,2.91,5700953873,212,5.8,5700953869,140,93.9,5700953867,56,Right,5700953871,141,2.7,5700954027,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002779,576,1,2,72,11,5h878vnmkbuy2ummddprusxgq,1,94.6,6.4,2025-05-04T02:37:46.439Z,2025-05-04T02:59:24Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5700997865,140,90.7,5700997869,212,4.2,5700997871,213,2.94,5700997863,56,Right,5700997867,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002781,577,1,2,72,11,5h878vnmkbuy2ummddprusxgq,0,90.3,9.9,2025-05-04T02:37:46.595Z,2025-05-04T04:56:39Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5700958551,212,20.6,5700958543,155,,5700958547,140,91.6,5700958549,141,40.1,5700958541,2,,5700958545,56,Center,5700958553,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002785,578,15,2,72,11,5h878vnmkbuy2ummddprusxgq,1,85.0,59.5,2025-05-04T02:37:46.735Z,2025-05-04T04:39:21Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5701137117,328,,5700993867,231,51.6,5700993855,102,49.4,5700993861,146,92.7,5701136879,78,,5701136877,17,,5701040831,215,,5700993857,103,19,5700958747,56,5700993865,230,98.4,5700993669,20,,5700993667,25,5701054545,233,Center,,5700993863,147,54.3,875,5701136881,458,,5700993673,82,,,,
