id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value
2823773761,639,55,2,80,0,b5l2e3csycjb8twvq9ek0j5gq,1,37.2,54.4,2025-06-22T01:47:17.813Z,2025-06-22T02:07:37Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5777480969,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823773739,638,43,2,80,1,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-06-22T01:47:18.936Z,2025-06-22T01:47:29Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5777481017,144,44,5777480775,285,0,5777480773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823773817,640,1,2,80,17,b5l2e3csycjb8twvq9ek0j5gq,1,39.2,50.8,2025-06-22T01:47:34.458Z,2025-06-22T01:47:40Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5777481239,212,15.1,5777481229,5,,5777481235,140,43.7,5777481231,241,,5777481237,141,71.9,5777481233,56,Back,5777481241,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823773833,641,1,2,80,22,b5l2e3csycjb8twvq9ek0j5gq,0,71.2,86.7,2025-06-22T01:47:40.089Z,2025-06-22T01:47:43Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777481309,56,Center,5777481315,212,19.6,5777481307,155,,5777481317,213,5.84,5777481311,140,88.0,5777481313,141,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774013,649,61,2,80,28,b5l2e3csycjb8twvq9ek0j5gq,0,88.9,73.4,2025-06-22T01:47:45.296Z,2025-06-22T01:48:23Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5777482295,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823773855,642,83,2,80,28,b5l2e3csycjb8twvq9ek0j5gq,1,96.5,68.2,2025-06-22T01:47:45.992Z,2025-06-22T02:00:35Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5777492963,399,3yd4f60qwxrbs2rch6uobxqsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823773843,620,61,2,80,29,c9xffml4i7ihblp1qhus9w3fu,0,7.3,27.1,2025-06-22T01:47:46.293Z,2025-06-22T01:47:46Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,5777481375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823773857,643,1,2,80,30,b5l2e3csycjb8twvq9ek0j5gq,0,96.5,68.2,2025-06-22T01:47:47.424Z,2025-06-22T01:47:50Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5777481479,195,,5777481433,213,4.52,5777481429,141,59.5,5777481431,212,6.0,5777481427,140,95.4,5777481425,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823773881,621,12,2,80,32,c9xffml4i7ihblp1qhus9w3fu,1,7.3,42.7,2025-06-22T01:47:49.668Z,2025-06-22T01:47:53Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,5777481563,141,2.8,5777481559,56,Back,5777481565,212,27.2,5777481567,213,4.76,5777481561,140,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823773897,623,1,2,80,37,c9xffml4i7ihblp1qhus9w3fu,1,12.1,6.8,2025-06-22T01:47:54.644Z,2025-06-22T01:47:55Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,5777481619,140,28.9,5777481625,213,0.60,5777481617,56,Back,5777481621,141,24.4,5777481623,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823773901,624,1,2,80,38,c9xffml4i7ihblp1qhus9w3fu,1,33.5,28.3,2025-06-22T01:47:55.839Z,2025-06-22T01:47:56Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,5777481655,213,2.78,5777481651,141,33.4,5777481653,212,9.8,5777481649,140,24.8,5777481647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823773915,625,1,2,80,39,c9xffml4i7ihblp1qhus9w3fu,1,25.6,34.2,2025-06-22T01:47:56.676Z,2025-06-22T01:47:58Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,5777481753,213,0.91,5777481749,141,48.1,5777481747,140,32.6,5777481745,56,Back,5777481751,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823773917,626,1,2,80,41,c9xffml4i7ihblp1qhus9w3fu,0,34.2,51.0,2025-06-22T01:47:58.876Z,2025-06-22T02:27:08Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,5777493659,155,,5777481759,140,55.8,5777481763,212,26.8,5777481757,56,Center,5777481761,141,72.1,5777481765,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823773921,644,61,2,80,42,b5l2e3csycjb8twvq9ek0j5gq,1,36.9,25.2,2025-06-22T01:47:59.840Z,2025-06-22T01:48:00Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5777481781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823773953,646,1,2,80,44,b5l2e3csycjb8twvq9ek0j5gq,1,46.0,37.1,2025-06-22T01:48:01.728Z,2025-06-22T01:48:06Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5777481923,213,5.99,5777481915,56,Center,5777481921,212,13.1,5777481917,140,57.9,5777481919,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823773951,627,83,2,80,48,c9xffml4i7ihblp1qhus9w3fu,0,51.1,65.7,2025-06-22T01:48:05.331Z,2025-06-22T01:48:07Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,5777481951,399,cxnq0rc4u1efzt82nw3xgk355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823773957,647,1,2,80,48,b5l2e3csycjb8twvq9ek0j5gq,1,54.9,45.0,2025-06-22T01:48:05.912Z,2025-06-22T01:48:07Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5777481939,56,Back,5777481947,213,2.29,5777481941,140,45.6,5777481945,212,14.8,5777481943,141,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823773985,648,1,2,80,50,b5l2e3csycjb8twvq9ek0j5gq,0,45.6,61.3,2025-06-22T01:48:07.280Z,2025-06-22T01:48:11Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5777482113,155,,5777482123,213,0.16,5777482115,56,Center,5777482125,1,,5777482121,212,50.6,5777482117,140,93.2,5777482119,141,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774009,629,1,2,80,58,c9xffml4i7ihblp1qhus9w3fu,1,9.3,33.7,2025-06-22T01:48:15.356Z,2025-06-22T01:48:20Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,5777482269,123,,5777482279,213,0.05,5777482273,140,24.8,5777482275,141,34.9,5777482277,212,16.3,5777482271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774029,630,1,2,81,3,c9xffml4i7ihblp1qhus9w3fu,1,28.3,32.1,2025-06-22T01:48:20.444Z,2025-06-22T01:48:23Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,5777482357,56,Back,5777482363,212,13.0,5777482359,140,23.7,5777482365,213,4.33,5777482361,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774039,631,1,2,81,6,c9xffml4i7ihblp1qhus9w3fu,0,25.7,9.1,2025-06-22T01:48:23.837Z,2025-06-22T01:48:26Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,5777482445,141,21.9,5777482447,212,37.7,5777482441,56,Center,5777482443,140,60.6,5777482449,213,0.23,5777482451,1,,5777482439,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774049,650,1,2,81,8,b5l2e3csycjb8twvq9ek0j5gq,0,39.8,73.0,2025-06-22T01:48:25.199Z,2025-06-22T01:48:29Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777482499,140,67.8,5777482497,56,Center,5777482501,141,68.6,5777482505,213,6.18,5777482495,3,,5777482503,212,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774051,632,61,2,81,12,c9xffml4i7ihblp1qhus9w3fu,0,36.6,24.4,2025-06-22T01:48:29.780Z,2025-06-22T01:48:59Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,5777482509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774065,651,1,2,81,13,b5l2e3csycjb8twvq9ek0j5gq,1,68.2,68.6,2025-06-22T01:48:30.328Z,2025-06-22T01:48:33Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,5777482629,213,2.70,5777482623,140,60.8,5777482625,141,74.0,5777482627,212,8.6,5777482621,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774069,652,1,2,81,15,b5l2e3csycjb8twvq9ek0j5gq,0,57.9,79.6,2025-06-22T01:48:32.727Z,2025-06-22T01:48:34Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5777482647,140,64.4,5777482653,213,0.85,5777482649,141,91.1,5777482645,56,Left,5777482651,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774075,633,8,2,81,17,c9xffml4i7ihblp1qhus9w3fu,1,34.3,8.8,2025-06-22T01:48:34.956Z,2025-06-22T01:49:00Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,5777482671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774079,634,5,2,81,18,c9xffml4i7ihblp1qhus9w3fu,0,37.4,-1.2,2025-06-22T01:48:35.256Z,2025-06-22T02:08:10Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,5777482687,56,Back,5777482689,347,,5777482731,233,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774083,653,5,2,81,18,b5l2e3csycjb8twvq9ek0j5gq,1,62.6,101.2,2025-06-22T01:48:35.256Z,2025-06-22T01:48:40Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5777482719,233,634,5777482717,347,,5777482715,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774119,654,1,2,81,43,b5l2e3csycjb8twvq9ek0j5gq,1,63.8,100.0,2025-06-22T01:49:00.160Z,2025-06-22T01:49:03Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777482963,107,,5777482973,213,5.05,5777482965,56,Center,5777482971,212,17.3,5777482969,141,77.6,5777482967,140,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774121,655,61,2,81,46,b5l2e3csycjb8twvq9ek0j5gq,0,69.2,77.6,2025-06-22T01:49:03.552Z,2025-06-22T01:49:04Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5777482977,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774127,635,1,2,81,47,c9xffml4i7ihblp1qhus9w3fu,1,28.5,42.7,2025-06-22T01:49:05.013Z,2025-06-22T01:49:06Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,5777482993,56,Back,5777483001,213,5.79,5777482997,141,38.0,5777482999,212,6.7,5777482995,140,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774131,637,1,2,81,49,c9xffml4i7ihblp1qhus9w3fu,1,34.3,37.1,2025-06-22T01:49:06.395Z,2025-06-22T01:49:07Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,5777483009,141,21.5,5777483007,140,24.7,5777483011,212,14.6,5777483005,56,Back,5777483013,213,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774135,638,1,2,81,50,c9xffml4i7ihblp1qhus9w3fu,1,24.7,21.5,2025-06-22T01:49:07.363Z,2025-06-22T01:49:09Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,5777483033,213,2.37,5777483027,140,8.1,5777483031,212,24.3,5777483025,56,Back,5777483029,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774151,639,1,2,81,51,c9xffml4i7ihblp1qhus9w3fu,0,8.1,52.4,2025-06-22T01:49:08.885Z,2025-06-22T01:49:15Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,5777483127,1,,5777483121,141,24.1,5777483117,56,Center,5777483125,213,5.95,5777483115,157,,5777483123,212,59.7,5777483119,140,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774145,656,43,2,81,55,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-06-22T01:49:12.672Z,2025-06-22T01:49:21Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777483093,285,0,5777483277,144,44,5777483091,56,Back,5777483153,233,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774153,640,43,2,81,55,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-06-22T01:49:12.673Z,2025-06-22T01:49:41Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,5777483131,56,Center,5777483133,286,0,5777483609,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774167,657,43,2,81,55,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-06-22T01:49:12.912Z,2025-06-22T01:49:21Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777483209,141,73.9,5777483275,144,1,5777483213,213,6.26,5777483203,3,0,5777483207,140,57.4,5777483205,56,Center,5777483211,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774171,658,4,2,82,0,b5l2e3csycjb8twvq9ek0j5gq,1,35.6,79.5,2025-06-22T01:49:17.888Z,2025-06-22T01:50:04Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777483225,56,Back,5777483243,233,641,5777483227,152,,5777483921,294,,5777483223,13,,5777483247,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774169,641,4,2,82,0,c9xffml4i7ihblp1qhus9w3fu,0,62.3,17.0,2025-06-22T01:49:17.889Z,2025-06-22T01:49:40Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,5777483237,152,,5777483235,56,Right,5777483241,285,,5777483233,13,,5777483591,265,,5777483249,233,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774329,659,1,2,82,55,b5l2e3csycjb8twvq9ek0j5gq,0,42.3,77.5,2025-06-22T01:50:12.184Z,2025-06-22T01:50:26Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777484189,1,,5777484179,56,Right,5777484401,189,,5777484175,196,,5777484187,213,5.21,5777484181,140,66.1,5777484171,5,,5777484177,152,,5777484185,212,5777484173,155,,52.7,5777484183,141,9.2,,,,,,,,,,,,,,,,,,,,,,,
2823774331,642,44,2,82,57,c9xffml4i7ihblp1qhus9w3fu,1,33.8,87.6,2025-06-22T01:50:14.863Z,2025-06-22T02:07:53Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,5777484209,233,660,5777484195,285,,5777484193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774333,660,44,2,82,57,b5l2e3csycjb8twvq9ek0j5gq,0,66.2,12.4,2025-06-22T01:50:14.864Z,2025-06-22T02:07:53Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5777484197,56,Right,5777484199,286,,5777484229,233,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774347,643,1,2,82,58,c9xffml4i7ihblp1qhus9w3fu,1,33.5,82.3,2025-06-22T01:50:15.443Z,2025-06-22T01:50:20Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,5777484269,140,60.3,5777484273,212,28.7,5777484271,141,90.3,5777484267,56,Left,5777484275,213,0.19,5777484265,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774351,645,3,2,83,3,c9xffml4i7ihblp1qhus9w3fu,0,62.8,90.6,2025-06-22T01:50:20.387Z,2025-06-22T01:50:26Z,730zlb0kpah9nuhbt4cadx3h1,S. Saucedo,,5777484325,233,661,5777484283,56,Left,5777484285,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774355,661,7,2,83,3,b5l2e3csycjb8twvq9ek0j5gq,1,37.2,9.4,2025-06-22T01:50:20.388Z,2025-06-22T01:50:25Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5777484303,285,,5777484319,233,645,5777484299,167,,5777484301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774363,646,5,2,83,4,c9xffml4i7ihblp1qhus9w3fu,1,61.4,101.2,2025-06-22T01:50:21.312Z,2025-06-22T02:08:10Z,730zlb0kpah9nuhbt4cadx3h1,S. Saucedo,,5777484361,56,Left,5777484395,233,662,5777484363,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774367,662,5,2,83,4,b5l2e3csycjb8twvq9ek0j5gq,0,38.6,-1.2,2025-06-22T01:50:21.312Z,2025-06-22T02:08:10Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5777484393,347,,5777484403,233,646,5777484391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774369,647,1,2,83,8,c9xffml4i7ihblp1qhus9w3fu,1,61.7,100.0,2025-06-22T01:50:25.915Z,2025-06-22T01:50:27Z,730zlb0kpah9nuhbt4cadx3h1,S. Saucedo,,5777484413,141,80.5,5777484407,107,,5777484415,212,16.0,5777484417,213,4.26,5777484411,140,55.0,5777484409,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774375,648,1,2,83,10,c9xffml4i7ihblp1qhus9w3fu,1,55.3,74.5,2025-06-22T01:50:27.244Z,2025-06-22T01:50:30Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,5777484439,140,56.4,5777484445,213,4.77,5777484441,141,44.5,5777484443,212,20.4,5777484437,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774381,649,50,2,83,11,c9xffml4i7ihblp1qhus9w3fu,1,56.0,41.0,2025-06-22T01:50:28.767Z,2025-06-22T02:07:45Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,5777484521,233,663,5777484455,286,,5777484453,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774385,663,7,2,83,11,b5l2e3csycjb8twvq9ek0j5gq,1,44.0,59.0,2025-06-22T01:50:28.768Z,2025-06-22T02:07:45Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5777484487,56,Back,5777484489,285,,5777484517,233,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774391,664,1,2,83,13,b5l2e3csycjb8twvq9ek0j5gq,1,38.1,66.7,2025-06-22T01:50:30.943Z,2025-06-22T01:50:32Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5777484529,141,70.4,5777484533,213,2.58,5777484531,212,4.7,5777484527,140,34.3,5777484525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774417,666,1,2,83,15,b5l2e3csycjb8twvq9ek0j5gq,1,34.3,70.4,2025-06-22T01:50:32.736Z,2025-06-22T01:50:36Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,5777484649,213,5.70,5777484643,140,55.2,5777484641,56,Center,5777484647,212,26.3,5777484645,141,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774453,667,1,2,83,18,b5l2e3csycjb8twvq9ek0j5gq,1,55.6,49.2,2025-06-22T01:50:35.872Z,2025-06-22T01:50:45Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5777484851,212,23.1,5777484845,56,Center,5777484849,141,29.7,5777484853,213,5.67,5777484847,140,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774459,668,61,2,83,19,b5l2e3csycjb8twvq9ek0j5gq,0,82.0,35.3,2025-06-22T01:50:36.825Z,2025-06-22T02:11:22Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5777484877,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774447,650,12,2,83,26,c9xffml4i7ihblp1qhus9w3fu,1,17.5,60.8,2025-06-22T01:50:43.597Z,2025-06-22T01:50:45Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,5777484825,213,1.95,5777484821,141,100.0,5777484819,140,6.9,5777484817,56,Back,5777484823,212,30.1,5777484871,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774451,651,43,2,83,27,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-06-22T01:50:44.478Z,2025-06-22T01:50:59Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,5777484843,347,0,5777485109,144,5,5777484841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774511,652,6,2,83,28,c9xffml4i7ihblp1qhus9w3fu,0,27.5,82.4,2025-06-22T01:50:45.720Z,2025-06-22T02:07:35Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,5777485241,73,,5777485381,233,669,5777485239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774461,669,6,2,83,28,b5l2e3csycjb8twvq9ek0j5gq,1,72.5,17.6,2025-06-22T01:50:45.720Z,2025-06-22T02:07:34Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5777485297,233,652,5777484931,75,,5777484929,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774595,670,18,2,84,1,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-06-22T01:51:18.452Z,2025-06-22T01:51:19Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5777485573,42,,5777485575,44,Forward,5777485623,55,671,5777485577,59,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774597,671,19,2,84,1,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-06-22T01:51:18.453Z,2025-06-22T02:26:45Z,24r8fdf8ypk7ejch9t86zjwgk,I. Alekseev,,5777485589,293,1,5777485579,42,,5777485593,55,670,5777485587,292,6,5777485585,59,88,5777485583,145,11,5777485591,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774649,672,18,2,84,11,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-06-22T01:51:29.035Z,2025-06-22T01:51:30Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5777485875,59,11,5777485871,42,,5777485873,44,Forward,5777485905,55,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774655,673,19,2,84,11,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-06-22T01:51:29.036Z,2025-06-22T02:26:48Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,5777485899,44,Forward,5777485901,55,672,5777485893,59,6,5777485887,42,,5777485897,293,1,5777485891,145,9,5777485895,292,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774715,674,1,2,84,36,b5l2e3csycjb8twvq9ek0j5gq,0,99.5,0.5,2025-06-22T01:51:53.753Z,2025-06-22T01:51:55Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5777486239,141,40.8,5777486229,6,,5777486241,212,30.2,5777486233,223,,5777486231,155,,5777486237,140,87.4,5777486227,2,,5777486243,213,2.00,5777486235,56,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774729,653,12,2,84,41,c9xffml4i7ihblp1qhus9w3fu,1,6.7,56.9,2025-06-22T01:51:58.613Z,2025-06-22T01:52:04Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,5777486315,212,26.6,5777486331,15,,5777486311,140,15.0,5777486317,213,1.24,5777486313,141,93.8,5777486309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774743,675,1,2,84,45,b5l2e3csycjb8twvq9ek0j5gq,0,68.9,9.1,2025-06-22T01:52:02.200Z,2025-06-22T01:52:04Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5777486421,141,45.4,5777486427,1,,5777486417,56,Center,5777486425,213,0.85,5777486415,155,,5777486423,212,32.8,5777486413,2,,5777486419,140,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823774751,654,12,2,84,47,c9xffml4i7ihblp1qhus9w3fu,1,12.2,58.2,2025-06-22T01:52:04.468Z,2025-06-22T01:52:09Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,5777486465,56,Back,5777486471,212,20.6,5777486469,141,66.9,5777486467,140,31.0,5777486473,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
